numrodeligne,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,origine,DoubleAccounts
1154,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,italie,26317854,,0
1155,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,levant,25875557,,0
1156,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,nord,22104433,,0
1157,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,portugal,7714955,,0
1158,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,russie,378353,,0
1159,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,savpie,7649710,,0
1160,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,suede,1875348,,0
1161,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Exports,,suisse,4882472,,0
1162,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,allemagne,7388462,,0
1163,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,angleterre,2703122,,0
1164,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,danemark,1179925,,0
1165,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,espagne,30070181,,0
1166,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,flandre,5901760,,0
1167,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,hollande,20180049,,0
1168,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,ilesamer,27051101,,0
1169,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,italie,14070563,,0
1170,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,levant,20820669,,0
1171,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,nord,5422657,,0
1172,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,portugal,1297568,,0
1173,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,russie,962623,,0
1174,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,savpie,7488757,,0
1175,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,suede,1695152,,0
1176,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1756,Imports,,suisse,9023275,,0
1177,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,allemagne,22899459,,0
1178,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,angleterre,1166850,,0
1179,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,danemark,1741372,,0
1180,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,espagne,41932085,,0
1181,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,flandre,10239514,,0
1182,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,geneve,3009109,,0
1183,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,hollande,19713712,,0
1184,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,ilesamer,13779834,,0
1185,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,italie,17968056,,0
1186,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,levant,20300727,,0
1187,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,nord,13110893,,0
1188,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,portugal,7204478,,0
1189,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,russie,796978,,0
1190,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,savpie,7990149,,0
1191,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,suede,1472525,,0
1192,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Exports,,suisse,3799823,,0
1193,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,allemagne,7033463,,0
1194,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,angleterre,4393054,,0
1195,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,danemark,1790392,,0
1196,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,espagne,23865836,,0
1197,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,flandre,6413740,,0
1198,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,geneve,1263751,,0
1199,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,hollande,22447618,,0
1200,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,ilesamer,11638890,,0
1201,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,italie,15690395,,0
1202,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,levant,21578009,,0
1203,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,nord,6288911,,0
1204,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,portugal,1987651,,0
1205,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,russie,1143670,,0
1206,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,savpie,13579905,,0
1207,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,suede,1749966,,0
1208,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1757,Imports,,suisse,6261211,,0
1209,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,allemagne,31500120,,0
1210,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,angleterre,1191172,,0
1211,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,danemark,2320430,,0
1212,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,espagne,35187562,,0
1213,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,flandre,9782621,,0
1214,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,geneve,3231798,,0
1215,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,hollande,18097551,,0
1216,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,ilesamer,13132702,,0
1217,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,italie,14038768,,0
1218,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,levant,7615785,,0
1219,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,nord,10848396,,0
1220,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,portugal,3816488,,0
1221,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,russie,474476,,0
1222,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,savpie,8653032,,0
1223,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,suede,1552589,,0
1224,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Exports,,suisse,2132825,,0
1225,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,allemagne,7043762,,0
1226,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,angleterre,3458394,,0
1227,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,danemark,1001674,,0
1228,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,espagne,18373687,,0
1229,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,flandre,5808703,,0
1230,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,geneve,1390127,,0
1231,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,hollande,17614009,,0
1232,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,ilesamer,8130040,,0
1233,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,italie,16005469,,0
1234,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,levant,11080939,,0
1235,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,nord,3414431,,0
1236,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,portugal,1315837,,0
1237,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,russie,1403994,,0
1238,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,savpie,9462992,,0
1239,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,suede,1709073,,0
1240,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1758,Imports,,suisse,4275085,,0
1241,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,allemagne,40452144,,0
1242,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,angleterre,1084244,,0
1243,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,danemark,1375131,,0
1244,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,espagne,52099998,,0
1245,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,flandre,9341235,,0
1246,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,genes,1049594,,0
1247,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,geneve,2516660,,0
1248,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,hollande,21367854,,0
1249,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,ilesamer,7525723,,0
1250,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,italie,7817730,,0
1251,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,levant,17211801,,0
1252,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,naples,508882,,0
1253,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,nord,6083421,,0
1254,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,portugal,3767172,,0
1255,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,russie,740120,,0
1256,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,savpie,9219742,,0
1257,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,suede,974564,,0
1258,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,suisse,3753883,,0
1259,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Exports,,venise,10180,,0
1260,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,allemagne,6963628,,0
1261,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,angleterre,2873395,,0
1262,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,danemark,1058948,,0
1263,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,espagne,23284661,,0
1264,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,flandre,5869578,,0
1265,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,genes,6082663,,0
1266,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,geneve,1487254,,0
1267,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,hollande,21319990,,0
1268,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,ilesamer,9358745,,0
1269,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,italie,4202716,,0
1270,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,levant,8705352,,0
1271,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,naples,7607045,,0
1272,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,nord,2510891,,0
1273,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,portugal,1306269,,0
1274,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,russie,574336,,0
1275,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,savpie,10858762,,0
1276,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,suede,759136,,0
1277,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1759,Imports,,suisse,5892582,,0
1278,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,allemagne,39360760,,0
1279,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,angleterre,1463538,,0
1280,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,danemark,2242196,,0
1281,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,espagne,39331345,,0
1282,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,flandre,12163497,,0
1283,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,genes,1382342,,0
1284,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,geneve,1697542,,0
1285,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,hollande,21664283,,0
1286,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,ilesamer,2683267,,0
1287,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,italie,8950850,,0
1288,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,levant,14590925,,0
1289,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,naples,522973,,0
1290,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,nord,9925341,,0
1291,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,portugal,5724017,,0
1292,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,russie,527858,,0
1293,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,savpie,7975881,,0
1294,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,suede,1629868,,0
1295,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,suisse,3767443,,0
1296,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Exports,,venise,12465,,0
1297,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,allemagne,5196004,,0
1298,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,angleterre,7530449,,0
1299,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,danemark,670930,,0
1300,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,espagne,22067342,,0
1301,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,flandre,5153743,,0
1302,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,genes,4952980,,0
1303,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,geneve,2262756,,0
1304,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,hollande,17083644,,0
1305,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,ilesamer,4450184,,0
1306,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,italie,3053049,,0
1307,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,levant,16278865,,0
1308,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,naples,7881062,,0
1309,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,nord,3585115,,0
1310,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,portugal,1937521,,0
1311,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,russie,153871,,0
1312,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,savpie,8647135,,0
1313,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,suede,1005599,,0
1314,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,suisse,3519198,,0
1315,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1760,Imports,,venise,23200,,0
1316,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,allemagne,36465592,,0
1317,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,angleterre,646795,,0
1318,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,danemark,1410038,,0
1319,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,espagne,41649130,,0
1320,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,flandre,10862822,,0
1321,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,genes,1600548,,0
1322,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,geneve,2767833,,0
1323,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,hollande,22225624,,0
1324,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,ilesamer,5100818,,0
1325,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,italie,10328147,,0
1326,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,levant,12459274,,0
1327,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,naples,1252510,,0
1328,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,nord,9705484,,0
1329,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,portugal,6771959,,0
1330,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,russie,815888,,0
1331,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,savpie,6193389,,0
1332,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,suede,1602348,,0
1333,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,suisse,4880924,,0
1334,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Exports,,venise,8920,,0
1335,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,allemagne,6136144,,0
1336,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,angleterre,9611117,,0
1337,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,danemark,843176,,0
1338,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,espagne,23778209,,0
1339,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,flandre,6524954,,0
1340,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,genes,5732651,,0
1341,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,geneve,452318,,0
1342,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,hollande,24620277,,0
1343,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,ilesamer,6406121,,0
1344,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,italie,7955275,,0
1345,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,levant,10576129,,0
1346,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,naples,9550805,,0
1347,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,nord,3422999,,0
1348,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,portugal,2792010,,0
1349,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,russie,197650,,0
1350,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,savpie,9969389,,0
1351,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,suede,1759957,,0
1352,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,suisse,3583109,,0
1353,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1761,Imports,,venise,53210,,0
1354,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,allemagne,53256809,,0
1355,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,angleterre,905563,,0
1356,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,danemark,1196188,,0
1357,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,espagne,37253475,,0
1358,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,flandre,10852838,,0
1359,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,genes,1319330,,0
1360,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,geneve,3711584,,0
1361,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,hollande,24099643,,0
1362,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,ilesamer,9478880,,0
1363,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,italie,13496138,,0
1364,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,levant,16876824,,0
1365,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,naples,760965,,0
1366,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,nord,6205674,,0
1367,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,portugal,2341003,,0
1368,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,russie,900997,,0
