marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc,source_bdc
Ruban ; dorure ; d'or,ruban dorure d'or,,Pierre Gervais,7,1
Ruban ; dorure ; or et arg faux,ruban dorure or et argent faux,,Pierre Gervais,1,1
Ruban ; dorure ; or et argent ; faux,ruban dorure or et argent faux,,Pierre Gervais,1,1
Ruban ; dorure ; or et argent ; fin,ruban dorure or et argent fin,,Pierre Gervais,8,1
Ruban ; dorure ; or et argent faux,ruban dorure or et argent faux,,Pierre Gervais,1,1
Ruban ; dorure ; or et argent fin,ruban dorure or et argent fin,,Pierre Gervais,8,1
Ruban ; dorure ; or et argt,ruban dorure or et argent,,Pierre Gervais,23,1
Ruban ; e fleuret,ruban de fleuret,,Pierre Gervais,1,1
Ruban ; en dorure ; d'argent,ruban en dorure d'argent,,Pierre Gervais,2,1
Ruban ; en dorure ; d'or,ruban en dorure d'or,,Pierre Gervais,2,1
Ruban ; en dorure ; or et argt,ruban en dorure or et argent,,Pierre Gervais,9,1
Ruban ; fil en laine,ruban fil en laine,,Pierre Gervais,2,1
Ruban ; fil et laine,ruban fil et laine,,Pierre Gervais,12,1
Ruban ; filozelle,ruban filoselle,,Pierre Gervais,1,1
Ruban ; laine et fil,ruban laine et fil,,Pierre Gervais,1,1
Ruban ; mi soye,ruban mi soie,,Pierre Gervais,5,1
ruban ; mi soye,ruban mi soie,,Pierre Gervais,1,1
Ruban ; misoye,ruban mi soie,,Pierre Gervais,1,1
Ruban ; my soye,ruban mi soie,,Pierre Gervais,1,1
Ruban ; or argent et soye,ruban or argent et soie,,Pierre Gervais,2,1
Ruban ; or et argent,ruban or et argent,,Pierre Gervais,44,1
ruban ; or et argent,ruban or et argent,,Pierre Gervais,6,1
Ruban ; soye et fil,ruban soie et fil,,Pierre Gervais,1,1
Ruban ; soye et flearn,ruban soie et flearn,x,Pierre Gervais,1,1
Ruban ; soye or et argent,ruban soie or et argent,,Pierre Gervais,2,1
Ruban ;Fil § Laine,ruban fil et laine,,Pierre Gervais,1,1
Ruban à Fil,ruban à fil,,Pierre Gervais,1,1
Ruban argent et soye,ruban argent et soie,,Pierre Gervais,1,1
Ruban d'argent,ruban d'argent,,Pierre Gervais,1,1
Ruban d'or,ruban d'or,,Pierre Gervais,5,1
Ruban d'or et d'argent,ruban d'or et d'argent,,Pierre Gervais,1,1
Ruban de Fil,ruban de fil,,Pierre Gervais,24,1
Ruban de fil,ruban de fil,,Pierre Gervais,30,1
ruban de fil,ruban de fil,,Pierre Gervais,5,1
Ruban de Fil § laine,ruban de fil et laine,,Pierre Gervais,1,1
Ruban de filozelle,ruban de filoselle,,Pierre Gervais,1,1
Ruban de fleuret,ruban de fleuret,,Pierre Gervais,14,1
Ruban de fleuret;,ruban de fleuret,,Pierre Gervais,1,1
Ruban de fleuret; De soye,ruban de fleuret de soie,,Pierre Gervais,1,1
Ruban de fleuret; De velours,ruban de fleuret,,Pierre Gervais,2,1
Ruban de fluret,ruban de laine,,Pierre Gervais,1,1
Ruban de Laine,ruban de laine,,Pierre Gervais,3,1
Ruban de laine,ruban de laine,,Pierre Gervais,3,1
Ruban de soie,ruban de soie,,Pierre Gervais,1,1
Ruban de Soye,ruban de soie,,Pierre Gervais,5,1
Ruban de soye,ruban de soie,,Pierre Gervais,124,1
Ruban de soye et argent,ruban de soie et argent,,Pierre Gervais,1,1
Ruban de soye et de laine,ruban de soie et de laine,,Pierre Gervais,1,1
Ruban en argent,ruban en argent,,Pierre Gervais,1,1
Ruban fil de laine,ruban fil de laine,,Pierre Gervais,1,1
Ruban Fil et Laine,ruban fil et laine,,Pierre Gervais,1,1
Ruban fil et laine,ruban fil et laine,,Pierre Gervais,1,1
Ruban or argent et soye,ruban or argent et soie,,Pierre Gervais,2,1
Ruban or charger,ruban or charger,x,Pierre Gervais,1,1
Ruban or et argent,ruban or et argent,,Pierre Gervais,24,1
Ruban or et argents,ruban or et argent,,Pierre Gervais,1,1
Ruban soye et or,ruban soie et or,,Pierre Gervais,1,1
Ruban tresse et agremens or et argent,ruban tresse et agrément or et argent,,Pierre Gervais,1,1
Ruban; de fil § Laine,ruban de fil et laine,,Pierre Gervais,2,1
rubanbe,rhubarbe,x,Pierre Gervais,1,1
Rubanerie diverse,rubanerie diverse,,Pierre Gervais,34,1
Rubanerie ord.re (celle en dorure fine et de soie exceptée),rubanerie ordinaire celle en dorure fine et de soie exceptée,,Pierre Gervais,10,1
Rubannerie de soie,rubanerie de soie,,Pierre Gervais,175,1
Rubannerie diverse,rubanerie diverse,,Pierre Gervais,48,1
Rubannerie diverse ordinaire,rubanerie diverse ordinaire,,Pierre Gervais,7,1
Rubannerie diverses,rubanerie diverse,,Pierre Gervais,,1
Rubannerie et passementerie de diverses matières (celles de soie et dorures exceptées),rubanerie et passementerie de diverses matières celles de soie et dorures exceptées,,Pierre Gervais,6,1
Rubannerie et passementerie diverses (celles de soie et dorure exceptées),rubanerie et passementerie diverses celles de soie et dorure exceptées,,Pierre Gervais,12,1
Rubannerie ordinaire,rubanerie ordinaire,,Pierre Gervais,86,1
Rubannerie ordinaires,rubanerie ordinaire,,Pierre Gervais,10,1
"Rubannerie, passementerie diverse (celle de soie exceptée)",rubanerie passementerie diverse celle de soie exceptée,,Pierre Gervais,7,1
Rubanneries diverses,rubanerie diverse,,Pierre Gervais,63,1
Rubanneris diverses,rubanerie diverse,,Pierre Gervais,5,1
Rubans,ruban,,Pierre Gervais,,1
Rubans ; à perruques,ruban à perruques,,Pierre Gervais,2,1
Rubans ; au quart de soye,ruban au quart de soie,,Pierre Gervais,,1
Rubans ; d'or et d'argent,ruban d'or et d'argent,,Pierre Gervais,1,1
Rubans ; De fil,ruban de fil,,Pierre Gervais,3,1
Rubans ; de fil,ruban de fil,,Pierre Gervais,96,1
Rubans ; De fil et laine,ruban de fil et laine,,Pierre Gervais,,1
Rubans ; de fil et laine,ruban de fil et laine,,Pierre Gervais,12,1
Rubans ; de filozelle,ruban de filoselle,,Pierre Gervais,8,1
Rubans ; de fils,ruban de fil,,Pierre Gervais,1,1
Rubans ; de fils en laine,ruban de fil en laine,,Pierre Gervais,1,1
Rubans ; De fleures,ruban de fleuret,,Pierre Gervais,1,1
Rubans ; De fleuret,ruban de fleuret,,Pierre Gervais,,1
Rubans ; de fleuret,ruban de fleuret,,Pierre Gervais,5,1
Rubans ; de fleurets,ruban de fleuret,,Pierre Gervais,,1
Rubans ; De laine,ruban de laine,,Pierre Gervais,1,1
Rubans ; de laine,ruban de laine,,Pierre Gervais,6,1
Rubans ; de soie,ruban de soie,,Pierre Gervais,34,1
Rubans ; de soie et argent,ruban de soie et argent,,Pierre Gervais,1,1
Rubans ; De soye,ruban de soie,,Pierre Gervais,5,1
Rubans ; de soye,ruban de soie,,Pierre Gervais,236,1
"Rubans ; de soye, or et argent",ruban de soie or et argent,,Pierre Gervais,1,1
Rubans ; divers,ruban divers,,Pierre Gervais,2,1
Rubans ; dorure ; d'argent,ruban dorure d'argent,,Pierre Gervais,,1
Rubans ; dorure ; d'or,ruban dorure d'or,,Pierre Gervais,,1
Rubans ; dorure ; or et argent,ruban dorure or et argent,,Pierre Gervais,,1
Rubans ; fil en laine,ruban fil en laine,,Pierre Gervais,1,1
Rubans ; fil et laine,ruban fil et laine,,Pierre Gervais,6,1
Rubans ; mi soie,ruban mi soie,,Pierre Gervais,1,1
Rubans ; mi soye,ruban mi soie,,Pierre Gervais,,1
Rubans ; My soye,ruban mi soie,,Pierre Gervais,,1
Rubans ; or et argent,ruban or et argent,,Pierre Gervais,80,1
Rubans ; or et argt,ruban or et argent,,Pierre Gervais,13,1
rubans ; soye,ruban soie,,Pierre Gervais,1,1
Rubans ; velouté,ruban velouté,,Pierre Gervais,2,1
Rubans d'argent,ruban d'argent,,Pierre Gervais,,1
Rubans de cuivre,ruban de cuivre,,Pierre Gervais,,1
Rubans de diverses matières,ruban de diverses matières,,Pierre Gervais,4,1
Rubans de Elberfeld,ruban de Elberfeld,x,Pierre Gervais,,1
Rubans de fer,ruban de fer,,Pierre Gervais,,1
Rubans de Fil,ruban de fil,,Pierre Gervais,2,1
Rubans de fil,ruban de fil,,Pierre Gervais,9,1
Rubans de fil et fleuret,ruban de fil et fleuret,,Pierre Gervais,1,1
"Rubans de fil, fleuret et laine de soie",ruban de fil fleuret et laine de soie,,Pierre Gervais,1,1
Rubans de fleuret,ruban de fleuret,,Pierre Gervais,2,1
Rubans de laine,ruban de laine,,Pierre Gervais,,1
Rubans de Padoux,ruban de Padoue,x,Pierre Gervais,1,1
Rubans de soie,ruban de soie,,Pierre Gervais,61,1
Rubans de soye,ruban de soie,,Pierre Gervais,37,1
Rubans de soye or et argent,ruban de soie or et argent,,Pierre Gervais,1,1
Rubans de velours,ruban de velours,,Pierre Gervais,1,1
Rubans divers,ruban divers,,Pierre Gervais,37,1
Rubans en dorure,ruban en dorure,,Pierre Gervais,1,1
rubans en dorure,ruban en dorure,,Pierre Gervais,1,1
Rubans en or,ruban en or,,Pierre Gervais,1,1
Rubans et passementerie de diverses matières,ruban et passementerie de diverses matières,,Pierre Gervais,6,1
Rubans et passementerie de soie,ruban et passementerie de soie,,Pierre Gervais,6,1
Rubans fil et laine,ruban fil et laine,,Pierre Gervais,1,1
Rubans or et argent,ruban or et argent,,Pierre Gervais,1,1
Rubans pour vêtements,ruban pour vêtements,,Pierre Gervais,,1
Rubans soye et fil,ruban soie et fil,,Pierre Gervais,1,1
Rubans veloutés,ruban velouté,,Pierre Gervais,1,1
Rubans; au quart de soye,ruban au quart de soie,,Pierre Gervais,1,1
Rubans; de fil,ruban de fil,,Pierre Gervais,10,1
Rubans; de filozelle,ruban de filoselle,,Pierre Gervais,1,1
Rubans; de fleurets,ruban de fleuret,,Pierre Gervais,2,1
Rubans; de laine,ruban de laine,,Pierre Gervais,2,1
Rubans; de soye,ruban de soie,,Pierre Gervais,17,1
Rubans; dorure; d'argent,ruban dorure d'argent,,Pierre Gervais,3,1
Rubans; dorure; d'or,ruban dorure d'or,,Pierre Gervais,1,1
Rubans; dorure; or et argent,ruban dorure or et argent,,Pierre Gervais,10,1
Rubans; fil et laine,ruban fil et laine,,Pierre Gervais,2,1
Rubans; mi soye,ruban mi soie,,Pierre Gervais,1,1
Rubarbe,rhubarbe,,Pierre Gervais,34,1
rubarbe,rhubarbe,,Pierre Gervais,11,1
Rubarbe ; de levant,rhubarbe du Levant,,Pierre Gervais,3,1
Rubarbe ; de moscovie,rhubarbe de Moscovie,,Pierre Gervais,6,1
Rubarbe ; du levant,rhubarbe du Levant,,Pierre Gervais,1,1
Rubarbe de MOSCOUE,rhubarbe de Moscovie,x,Pierre Gervais,2,1
Rubarbe de Moscoue,rhubarbe de Moscovie,x,Pierre Gervais,1,1
Rubarbe de Moscovie,rhubarbe de Moscovie,,Pierre Gervais,2,1
Rubarbe de moscovie,rhubarbe de Moscovie,,Pierre Gervais,2,1
rubarbe de moscovie,rhubarbe de Moscovie,,Pierre Gervais,3,1
Rubarbe fil,rhubarbe fil,x,Pierre Gervais,1,1
Rubarbes,rhubarbe,,Pierre Gervais,1,1
Rubea ; major,rubea major,x,Pierre Gervais,3,1
Rubea-major,rubea major,x,Pierre Gervais,1,1
Rubeamajor,rubea major,x,Pierre Gervais,2,1
Rubes major,rubea major,x,Pierre Gervais,1,1
Rubia tinctorum,rubia tinctorum,x,Pierre Gervais,1,1
Rubiatin ctorum,rubia tinctorum,x,Pierre Gervais,1,1
Rubiatinctorum,rubia tinctorum,x,Pierre Gervais,3,1
Rubiatindorum,rubia tinctorum,x,Pierre Gervais,1,1
Rubiatintorum,rubia tinctorum,x,Pierre Gervais,1,1
Rubuiatinctorum,rubia tinctorum,x,Pierre Gervais,1,1
ruches,ruches,,Pierre Gervais,,1
Ruches ; à miel,ruches à miel,,Pierre Gervais,3,1
Ruches ; à mouche,ruches à mouches,,Pierre Gervais,1,1
Ruches ; de pin,ruches de pin,,Pierre Gervais,1,1
Ruches à miel,ruches à miel,,Pierre Gervais,6,1
Rudon,rudon,x,Pierre Gervais,2,1
Rum,rhum,,Pierre Gervais,5,1
Rum et Taffia,rhum et tafia,,Pierre Gervais,2,1
Rum et tafia,rhum et tafia,,Pierre Gervais,14,1
rusque,rusque,x,Pierre Gervais,1,1
Rusque ; de pin,rusque de pin,x,Pierre Gervais,3,1
Rusque de pin,rusque de pin,x,Pierre Gervais,9,1
rusque de pin,rusque de pin,,Pierre Gervais,2,1
Rusques ; de chesne,rusque de chêne,,Pierre Gervais,2,1
Rusques ; de pin,rusque de pin,,Pierre Gervais,2,1
Sabatines,sabatines,x,Pierre Gervais,1,1
Sable,sable,,Pierre Gervais,6,1
sable,sable,,Pierre Gervais,,1
Sable ; à mouler,sable à mouler,,Pierre Gervais,1,1
Sable ; de mer,sable de mer,,Pierre Gervais,1,1
Sable a fondeur,sable à fondeur,,Pierre Gervais,1,1
Sable blanc,sable blanc,,Pierre Gervais,1,1
sable de verre,sable de verre,,Pierre Gervais,,1
Sablerie,sablerie,,Pierre Gervais,8,1
Sabliers,sabliers,,Pierre Gervais,,1
Sabliers en compas,sabliers en compas,,Pierre Gervais,3,1
Sabot,sabots,,Pierre Gervais,2,1
Sabots,sabots,,Pierre Gervais,66,1
sabots,sabots,,Pierre Gervais,1,1
Sabre,sabres,,Pierre Gervais,4,1
Sabres,sabres,,Pierre Gervais,35,1
Sabres ; de traitte,sabres de traite,,Pierre Gervais,3,1
Sabres de traite,sabres de traite,,Pierre Gervais,4,1
Sabres de traite et autre,sabres de traite et autres,,Pierre Gervais,2,1
Sabres de traitte,sabres de traite,,Pierre Gervais,4,1
Sabres divers,sabres divers,,Pierre Gervais,1,1
Sabres et poignards de traitte,sabres et poignards de traite,,Pierre Gervais,1,1
Sabres garnis en argent,sabres garnis en argent,,Pierre Gervais,1,1
Sabres montés en cuivre doré,sabres montés en cuivre doré,,Pierre Gervais,1,1
Sac ; de peau ; d'ours,sacs de peau d'ours,,Pierre Gervais,1,1
Sac a vuides,sacs à vide,,Pierre Gervais,1,1
Sac de toile,sacs de toile,,Pierre Gervais,1,1
Sac de toile vuides,sacs de toile vides,,Pierre Gervais,1,1
Sac vides,sacs vides,,Pierre Gervais,1,1
Sac Vuiddes de Toile,sacs vides de toile,,Pierre Gervais,1,1
sac vuides,sacs vides,,Pierre Gervais,1,1
Sachets,sachets,,Pierre Gervais,11,1
Sachets d'odeur,sachets d'odeur,,Pierre Gervais,3,1
Sacquin,sacquin,x,Pierre Gervais,1,1
Sacs,sacs,,Pierre Gervais,34,1
Sacs ; de cuir ; à tabac,sacs de cuir à tabac,,Pierre Gervais,1,1
Sacs ; de toile,sacs de toile,,Pierre Gervais,7,1
Sacs ; de toille,sacs de toille,,Pierre Gervais,5,1
Sacs ; vides,sacs vides,,Pierre Gervais,2,1
Sacs ; vieux,sacs vieux,,Pierre Gervais,1,1
Sacs ; vuides,sacs vides,,Pierre Gervais,8,1
Sacs à café,sacs à café,,Pierre Gervais,5,1
Sacs à caffe,sacs à café,,Pierre Gervais,3,1
Sacs à caffé,sacs à café,,Pierre Gervais,10,1
Sacs à cafffé (vieux),sacs à café vieux,,Pierre Gervais,1,1
Sacs à poudre,sacs à poudre,,Pierre Gervais,1,1
Sacs de cuir à tabac,sacs de cuir à tabac,,Pierre Gervais,1,1
Sacs de poluard,sacs de poluard,x,Pierre Gervais,1,1
Sacs de Toile,sacs de toile,,Pierre Gervais,1,1
Sacs de toile,sacs de toile,,Pierre Gervais,12,1
sacs de toile,sacs de toile,,Pierre Gervais,,1
sacs de Toile ayans servi,sacs de toile ayant servi,,Pierre Gervais,1,1
Sacs de toille,sacs de toile,,Pierre Gervais,1,1
Sacs de toille vuides,sacs de toile vides,,Pierre Gervais,1,1
Sacs divers,sacs divers,,Pierre Gervais,1,1
Sacs neufs à caffé,sacs neufs à café,,Pierre Gervais,2,1
Sacs vides,sacs vides,,Pierre Gervais,10,1
Sacs vides à caffé,sacs vides à café,,Pierre Gervais,1,1
Sacs Vieux,sacs vieux,,Pierre Gervais,1,1
Sacs vieux,sacs vieux,,Pierre Gervais,1,1
sacs vieux,sacs vieux,,Pierre Gervais,1,1
Sacs vieux à caffé,sacs vieux à café,,Pierre Gervais,2,1
Sacs vieux de toille,sacs vieux de toile,,Pierre Gervais,1,1
Sacs Vuider,sacs vides,,Pierre Gervais,1,1
Sacs vuides,sacs vides,,Pierre Gervais,10,1
sacs vuides,sacs vides,,Pierre Gervais,2,1
Safffran,safran,,Pierre Gervais,1,1
Saffle,saffle,x,Pierre Gervais,17,1
Safflé,saffle,x,Pierre Gervais,2,1
Saffles,saffle,x,Pierre Gervais,1,1
Saffran,safran,,Pierre Gervais,399,1
saffran,safran,,Pierre Gervais,6,1
Saffran ; de gatinois,safran du Gâtinais,,Pierre Gervais,1,1
Saffran ; du gatinois,safran du Gâtinais,,Pierre Gervais,3,1
Saffran d'Espagne,safran d'Espgne,,Pierre Gervais,1,1
Saffran de gastinois,safran du Gâtinais,,Pierre Gervais,1,1
Saffran du Gatinoir,safran du Gâtinais,,Pierre Gervais,5,1
Saffran du Gatinois,safran du Gâtinais,,Pierre Gervais,1,1
Saffran valeur,safran valeur,,Pierre Gervais,1,1
Saffran; de gatinois,safran de Gâtinais,,Pierre Gervais,1,1
Saffranon,safranum,,Pierre Gervais,104,1
saffranon,safranum,,Pierre Gervais,2,1
Saffranons,safranum,,Pierre Gervais,2,1
Saffranum,safranum,,Pierre Gervais,93,1
saffranum,safranum,,Pierre Gervais,1,1
Saffranum et Tournesol,safranum et tournesol,,Pierre Gervais,7,1
Saffrauon,saffranum,x,Pierre Gervais,1,1
Saffre,saffle,x,Pierre Gervais,9,1
saffre,saffle,x,Pierre Gervais,,1
Saffreau,saffreau,x,Pierre Gervais,1,1
Safisaigne,safisaigne,x,Pierre Gervais,1,1
Saframan,safranum,x,Pierre Gervais,1,1
Safran,safran,,Pierre Gervais,401,1
safran,safran,,Pierre Gervais,1,1
Safran ; orange,safran orange,,Pierre Gervais,,1
Safran du gatinoir,safran de Gâtinais,,Pierre Gervais,1,1
Safranon,safranum,,Pierre Gervais,8,1
safranon,safranum,,Pierre Gervais,8,1
Safranum,safranum,,Pierre Gervais,97,1
Sagapemun,sagapemun,x,Pierre Gervais,1,1
Sagapenum,sagapenum,x,Pierre Gervais,2,1
Sagne,sagne,x,Pierre Gervais,8,1
sagne,sagne,x,Pierre Gervais,1,1
sago,sagou,,Pierre Gervais,,1
Sagou,sagou,,Pierre Gervais,12,1
Sagoul,sagou,,Pierre Gervais,2,1
Sagout,sagou,,Pierre Gervais,8,1
Sailphre,sailphre,x,Pierre Gervais,1,1
Sain,sain,x,Pierre Gervais,3,1
Sain doux,saindoux,,Pierre Gervais,2,1
Sain-doux,saindoux,,Pierre Gervais,1,1
Saindoux,saindoux,,Pierre Gervais,15,1
Sal ; de verre,sel de verre,,Pierre Gervais,2,1
Salage,salage,,Pierre Gervais,3,1
Salaisons,salaisons,,Pierre Gervais,3,1
Salampoir,salamporis,x,Pierre Gervais,1,1
Salamporis,salamporis,x,Pierre Gervais,4,1
Salé et mariné ; anchois,salé et mariné anchois,,Pierre Gervais,2,1
salémporede,salemporede,x,Pierre Gervais,1,1
Salempores,salemporis,x,Pierre Gervais,1,1
salémporide Bleu,salemporede bleu,x,Pierre Gervais,1,1
salemporie,salemporis,x,Pierre Gervais,1,1
Salémporie,salemporis,x,Pierre Gervais,1,1
Salemporil,salemporis,x,Pierre Gervais,3,1
salemporir,salemporis,x,Pierre Gervais,1,1
Salemporis,salemporis,x,Pierre Gervais,73,1
Salémporis,salemporis,x,Pierre Gervais,3,1
Salemporis ; bleu,salemporis bleu,x,Pierre Gervais,1,1
Salemporis blanc,salemporis blanc,x,Pierre Gervais,9,1
Salemporis blancs,salemporis blanc,x,Pierre Gervais,1,1
Salemporis bleu,salemporis bleu,x,Pierre Gervais,9,1
Salémporis Bleu,salemporis bleu,x,Pierre Gervais,3,1
Salémporis Bleü,salemporis bleu,x,Pierre Gervais,1,1
Salemporis bleue,salemporis bleu,x,Pierre Gervais,1,1
Salemporis bleuf,salemporis bleu,x,Pierre Gervais,1,1
Salempouris,salamporis,x,Pierre Gervais,2,1
Salempouris bleu,salemporis bleu,x,Pierre Gervais,2,1
Salesepareille,salsepareille,,Pierre Gervais,10,1
Salespareilles,salsepareille,,Pierre Gervais,1,1
Salicor,salicor,x,Pierre Gervais,47,1
salicor,salicor,x,Pierre Gervais,2,1
Salicord,salicor,x,Pierre Gervais,1,1
Salicort,salicor,x,Pierre Gervais,1,1
salicort,salicor,x,Pierre Gervais,1,1
Salicot,salicot,x,Pierre Gervais,7,1
Salière ; de cristal,salière de cristal,,Pierre Gervais,1,1
Salin,salins,,Pierre Gervais,1,1
Salins,salins,,Pierre Gervais,3,1
Saloir,saloir,,Pierre Gervais,1,1
Saloirs ; de bois,saloirs de bois,,Pierre Gervais,1,1
Salpareille,salsepareille,,Pierre Gervais,1,1
Salpestre,salpêtre,,Pierre Gervais,3,1
Salpetre,salpêtre,,Pierre Gervais,37,1
salpetre,salpêtre,,Pierre Gervais,1,1
Salpétre,salpêtre,,Pierre Gervais,3,1
salpétre,salpêtre,,Pierre Gervais,1,1
Salpètre,salpêtre,,Pierre Gervais,25,1
Salpêtre,salpêtre,,Pierre Gervais,59,1
salpêtre,salpêtre,,Pierre Gervais,1,1
salpetre crû,salpêtre cru,,Pierre Gervais,,1
salpetre raffiné,salpêtre raffiné,,Pierre Gervais,,1
Salsafra,sassafras,,Pierre Gervais,1,1
salsafras,salsafras,,Pierre Gervais,1,1
salsaphra,sassafras,,Pierre Gervais,,1
Salse pareille,salsepareille,,Pierre Gervais,2,1
Salsepaille,salsepareille,,Pierre Gervais,2,1
Salsepareille,salsepareille,,Pierre Gervais,476,1
salsepareille,salsepareille,,Pierre Gervais,16,1
Salspareille,salsepareille,,Pierre Gervais,7,1
Sanas,sanas,x,Pierre Gervais,3,1
Sanctuaire,sanctuaire,x,Pierre Gervais,1,1
Sandal,santal,x,Pierre Gervais,10,1
sandal,santal,x,Pierre Gervais,4,1
Sandal ; blanc,santal blanc,x,Pierre Gervais,1,1
Sandal moulu,santal moulu,x,Pierre Gervais,4,1
sandal moulu,santal moulu,x,Pierre Gervais,1,1
sandal rouge,santal rouge,x,Pierre Gervais,1,1
sandal sitrin,santal sitrin,,Pierre Gervais,1,1
Sandale,sandale,,Pierre Gervais,3,1
sandales,sandale,,Pierre Gervais,,1
Sandalle,sandale,,Pierre Gervais,1,1
Sandance,sandance,x,Pierre Gervais,1,1
Sandarac,sandarac,x,Pierre Gervais,47,1
sandarac,sandarac,x,Pierre Gervais,6,1
Sandarak,sandarac,x,Pierre Gervais,1,1
sandaraque,sandarac,x,Pierre Gervais,1,1
Sang,sang,,Pierre Gervais,1,1
Sang ; bouquetin,sang bouquetin,,Pierre Gervais,1,1
Sang ; de bouquetin,sang de bouquetin,,Pierre Gervais,1,1
Sang ; de dragon,sang de dragon,,Pierre Gervais,24,1
Sang d'arac,sandarac,,Pierre Gervais,1,1
Sang d'avac,sandarac,,Pierre Gervais,1,1
Sang de Dragon,sang de dragon,x,Pierre Gervais,2,1
Sang de dragon,sang de dragon,x,Pierre Gervais,30,1
sang de dragon,sang de dragon,x,Pierre Gervais,7,1
sang de dragon commun,sang de dragon commun,x,Pierre Gervais,1,1
Sang dragon ; fin,sang dragon fin,x,Pierre Gervais,1,1
Sang dragon fin,sang dragon fin,x,Pierre Gervais,1,1
Sang-dragon,sang dragon,x,Pierre Gervais,1,1
Sangles,sangles,,Pierre Gervais,34,1
sangles,sangles,,Pierre Gervais,,1
Sangles de chanvre,sangles de chanvre,,Pierre Gervais,1,1
Sangles et licols,sangles et licols,,Pierre Gervais,2,1
Sangles pour malets,sangles pour malets,x,Pierre Gervais,1,1
sangliers,sangliers,,Pierre Gervais,,1
Sangsues,sangsues,,Pierre Gervais,60,1
Sanguine,sanguine,,Pierre Gervais,52,1
sanguine,sanguine,,Pierre Gervais,3,1
Sangunie,sangunie,,Pierre Gervais,1,1
Santal,santal,,Pierre Gervais,3,1
Santal ; blanc,santal blanc,,Pierre Gervais,1,1
Santal ; citrin,santal citrin,,Pierre Gervais,3,1
Santal ; rouge,santal rouge,,Pierre Gervais,1,1
Santal Blanc,santal Blanc,,Pierre Gervais,1,1
Santnaires,santnaires,x,Pierre Gervais,1,1
Sapeline,sapeline,x,Pierre Gervais,1,1
sapien Violet,sapien violet,x,Pierre Gervais,1,1
Sapin,sapin,,Pierre Gervais,1,1
Sapin ; à faire ; aviron,sapin à faire aviron,,Pierre Gervais,1,1
Sapin ; à faire ; comble,sapin à faire comble,,Pierre Gervais,3,1
Sapin ; à faire ; combles,sapin à faire comble,,Pierre Gervais,1,1
Sapin ; à faire ; echelle,sapin à faire échelle,,Pierre Gervais,1,1
Sapin ; à faire ; échelle,sapin à faire échelle,,Pierre Gervais,10,1
Sapin ; à faire ; pioche,sapin à faire pioches,,Pierre Gervais,1,1
Sapin ; à faire ; pioches,sapin à faire pioches,,Pierre Gervais,2,1
Sapin ; à faire chevrons,sapin à faire chevrons,,Pierre Gervais,1,1
Sapin ; à faire échelle,sapin à faire échelle,,Pierre Gervais,1,1
Sapin ; à faire pioche,sapin à faire pioches,,Pierre Gervais,1,1
Sapin ; à pioches,sapin à pioches,,Pierre Gervais,1,1
Sapin ; anspects,sapin anspect,,Pierre Gervais,1,1
Sapin ; comble,sapin comble,,Pierre Gervais,1,1
Sapin a faire gaffe,sapin à faire gaffes,,Pierre Gervais,2,1
Sapin a faire gaffes,sapin à faire gaffes,,Pierre Gervais,8,1
sapin en bloc,sapin en blocs,,Pierre Gervais,,1
Sapin planches,sapin planches,,Pierre Gervais,1,1
Sapin; à faire ; manche ; de pioche,sapin à faire manches de pioches,,Pierre Gervais,1,1
Sapins,sapin,,Pierre Gervais,26,1
sapins ; a batir,sapin à bâtir,,Pierre Gervais,1,1
Sapins ; à f. comble,sapin à faire comble,,Pierre Gervais,4,1
Sapins ; à f. échelle,sapin à faire échelle,,Pierre Gervais,3,1
Sapins ; à f. pioche,sapin à faire pioches,,Pierre Gervais,2,1
Sapins ; à f.goffe,sapin à faire gaffes,,Pierre Gervais,2,1
Sapins ; à f.pioche,sapin à faire pioches,,Pierre Gervais,2,1
Sapins ; à faire ; comble,sapin à faire comble,,Pierre Gervais,1,1
Sapins ; à faire ; combles,sapin à faire comble,,Pierre Gervais,1,1
Sapins ; à faire ; Echelle,sapin à faire échelle,,Pierre Gervais,1,1
Sapins ; à faire ; echelle,sapin à faire échelle,,Pierre Gervais,2,1
Sapins ; à faire comble,sapin à faire comble,,Pierre Gervais,4,1
Sapins ; à faire échelle,sapin à faire échelle,,Pierre Gervais,8,1
Sapins ; à faire gaffe,sapin à faire gaffes,,Pierre Gervais,3,1
Sapins ; à faire gasfe,sapin à faire gaffes,,Pierre Gervais,2,1
Sapins ; à faire pioche,sapin à faire pioches,,Pierre Gervais,10,1
Sapins ; à faire proche,sapin à faire pioches,,Pierre Gervais,,1
Sapins ; à fre comble,sapin à faire comble,,Pierre Gervais,2,1
Sapins ; a fre combles,sapin à faire comble,,Pierre Gervais,1,1
Sapins ; a fre echelle,sapin à faire échelle,,Pierre Gervais,4,1
Sapins ; à fre echelle,sapin à faire échelle,,Pierre Gervais,2,1
Sapins ; a fre pioche,sapin à faire pioches,,Pierre Gervais,1,1
Sapins ; à fre pioche,sapin à faire pioches,,Pierre Gervais,3,1
Sapins ; à fre. ...chelle,sapin à faire échelle,,Pierre Gervais,5,1
Sapins ; à fre. Pioche,sapin à faire pioches,,Pierre Gervais,2,1
Sapins ; à fre.belle,sapin à faire échelle,x,Pierre Gervais,3,1
