Ville;Type;product_simplification;Product_selection
Bordeaux;Imports;quinquina;
Bordeaux;Imports;rames de lin;
Bordeaux;Imports;rhubarbe;1
Bordeaux;Imports;rocou;
Bordeaux;Imports;rosette de cuivre;
Bordeaux;Imports;ruban de fil;
Bordeaux;Imports;ruban de fil et de laine;
Bordeaux;Imports;salsepareille;
Bordeaux;Imports;saumon salé;
Bordeaux;Imports;soliveaux de chêne;
Bordeaux;Imports;soliveaux de sapin;
Bordeaux;Imports;soufre;
Bordeaux;Imports;stockfisch;1
Bordeaux;Imports;sublimé;
Bordeaux;Imports;sucre blanc;1
Bordeaux;Imports;sucre brut;1
Bordeaux;Imports;sucre en pain;
Bordeaux;Imports;sucre terré;1
Bordeaux;Imports;suif;
Bordeaux;Imports;thé;
Bordeaux;Imports;tôle de fer;
Bordeaux;Imports;tournesol;
Bordeaux;Imports;verres de cristal;1
Ville;Type;product_simplification;
Bordeaux;Exports;acier;
Bordeaux;Exports;amandes cassées;
Bordeaux;Exports;amidon;
Bordeaux;Exports;anchois;
Bordeaux;Exports;artichauts confits;
Bordeaux;Exports;barres de fer;
Bordeaux;Exports;bas de coton;1
Bordeaux;Exports;bas de fil;1
Bordeaux;Exports;bas de laine;1
Bordeaux;Exports;bas de soie;1
Bordeaux;Exports;basin;
Bordeaux;Exports;batiste;
Bordeaux;Exports;beurre;
Bordeaux;Exports;bière;
Bordeaux;Exports;bœuf salé;
Bordeaux;Exports;bonnets de coton;1
Bordeaux;Exports;bougie;1
Bordeaux;Exports;brai;1
Bordeaux;Exports;brai sec;1
Bordeaux;Exports;cacao;1
Bordeaux;Exports;café;1
Bordeaux;Exports;café des Indes;
Bordeaux;Exports;cartes à jouer;1
Bordeaux;Exports;chandelle;
Bordeaux;Exports;chapeaux communs;
Bordeaux;Exports;chapeaux de castor;
Bordeaux;Exports;chapeaux de demi-castor;
Bordeaux;Exports;châtaignes;
Bordeaux;Exports;chemises;
Bordeaux;Exports;chemises à nègre;
Bordeaux;Exports;chemises garnies;
Bordeaux;Exports;clous de fer;1
Bordeaux;Exports;confitures;
Bordeaux;Exports;cordage;
Bordeaux;Exports;cordage de chanvre;
Bordeaux;Exports;cotonnine;
Bordeaux;Exports;coutil;
Bordeaux;Exports;couvertures de laine;
Bordeaux;Exports;cuisses d'oie;
Bordeaux;Exports;dame-jeannes;
Bordeaux;Exports;eau-de-vie;1
Bordeaux;Exports;épicerie;
Bordeaux;Exports;épicerie fine;
Bordeaux;Exports;étoffe de soie;
Bordeaux;Exports;étoupes;
Bordeaux;Exports;faïence;
Bordeaux;Exports;farine;
Bordeaux;Exports;fèves;
Bordeaux;Exports;fromage;
Bordeaux;Exports;fromage de Hollande;
Bordeaux;Exports;fusils de boucaniers;
Bordeaux;Exports;gants de soie;
Bordeaux;Exports;gingembre;
Bordeaux;Exports;gingembre sec;
Bordeaux;Exports;graine de genièvre;
Bordeaux;Exports;graine de lin;
Bordeaux;Exports;graisse de porcs;
Bordeaux;Exports;huile d'olive;1
Bordeaux;Exports;huile de lin;
Bordeaux;Exports;indigo;1
Bordeaux;Exports;jambon;
Bordeaux;Exports;langues fumées;
Bordeaux;Exports;lard;
Bordeaux;Exports;légumes;
Bordeaux;Exports;liège;
Bordeaux;Exports;mercerie;
Bordeaux;Exports;morue sèche;1
Bordeaux;Exports;mouchoirs de coton;
Bordeaux;Exports;mouchoirs de fil;
Bordeaux;Exports;mousseline;
Bordeaux;Exports;noix;
Bordeaux;Exports;osier;
Bordeaux;Exports;ouvrages d'étain;
Bordeaux;Exports;ouvrages de cuivre;
Bordeaux;Exports;ouvrages de fer;1
Bordeaux;Exports;pipes à fumer;1
Bordeaux;Exports;pistolets;
Bordeaux;Exports;plomb en grenaille;
Bordeaux;Exports;poivre;
Bordeaux;Exports;porcelaine;
Bordeaux;Exports;porcs salés;
Bordeaux;Exports;poudre à feu;
Bordeaux;Exports;poudre à poudrer;
Bordeaux;Exports;poudre à tirer;
Bordeaux;Exports;pruneaux;
Bordeaux;Exports;quincaillerie de fer;
Bordeaux;Exports;raisin sec;1
Bordeaux;Exports;rocou;
Bordeaux;Exports;sardines;
Bordeaux;Exports;savon;1
Bordeaux;Exports;serviettes;
Bordeaux;Exports;siamoise;
Bordeaux;Exports;soierie;
Bordeaux;Exports;souliers;
Bordeaux;Exports;sucre blanc;1
Bordeaux;Exports;sucre brut;1
Bordeaux;Exports;sucre en pain;
Bordeaux;Exports;sucre raffiné;
Bordeaux;Exports;sucre terré;1
Bordeaux;Exports;sucre têtes de forme;
Bordeaux;Exports;suif;
Bordeaux;Exports;toile de Bretagne;1
Bordeaux;Exports;toile de coton;
Bordeaux;Exports;toile guingans;
Bordeaux;Exports;toile pour voile;
Bordeaux;Exports;velours;
Bordeaux;Exports;verres à boire;
Bordeaux;Exports;vin de Blaye;
Bordeaux;Exports;vin de Bordeaux de haut;1
Bordeaux;Exports;vin de Bordeaux de ville;1
Bordeaux;Exports;vin de Bourg;
Bordeaux;Exports;vin de haut;1
Bordeaux;Exports;vin de ville;1
Bordeaux;Exports;vinaigre;1
