numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
739,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Muscades,Marseille,Italie,"200,00",livres,"7,5000000","1 500,00","0,00",
740,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Napes,Marseille,Italie,"4,00",en nombre,"10,0000000","40,00","0,00",
741,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Noir de fumée,Marseille,Italie,"160,00",livres,"0,6000000","96,00","0,00",
742,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Noisettes,Marseille,Italie,"3 371,00",livres,"0,1000000","337,10","-0,10",
743,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Oignons de fleurs,Marseille,Italie,"567,00",livres,"0,6000000","340,20","-0,20",
744,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Oignons de tubereuse,Marseille,Italie,"390,00",livres,"0,4000000","156,00","0,00",
745,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Olives,Marseille,Italie,"6 421,00",livres,"0,1500000","963,15","-0,15",
746,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Orcanette,Marseille,Italie,"392,00",livres,"0,5500000","215,60","-0,60",
747,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Orge,Marseille,Italie,"970,00",charges,"12,0000000","11 640,00","0,00",
748,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,oüates,Marseille,Italie,"12,00",douzaines,"18,0000000","216,00","0,00",
749,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,oüates,Marseille,Italie,"530,00",livres,"1,5000000","795,00","0,00",
750,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Ozier,Marseille,Italie,"50,00",grosses,"24,0000000","1 200,00","0,00",
751,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Palatines de soye,Marseille,Italie,"6,00",en nombre,"1,5000000","9,00","0,00",
752,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Papier a ecrire,Marseille,Italie,"2 322,00",rames,"6,0000000","13 932,00","0,00",
753,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Parapluyes,Marseille,Italie,"22,00",douzaines,"36,0000000","792,00","0,00",
754,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Pastel,Marseille,Italie,"296,00",livres,"3,0000000","888,00","0,00",
755,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Peaux d'agneau en laine,Marseille,Italie,"10 140,00",livres,"0,9000000","9 126,00","0,00",
756,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Peaux de chamois,Marseille,Italie,"39 814,00",livres,"1,2500000","49 767,50","-0,50",
757,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,23,1750,Exports,Peaux de marroquin,Marseille,Italie,"15 562,00",livres,"1,5000000","23 343,00","0,00",
758,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Peaux de mouton aprestées,Marseille,Italie,"84,00",douzaines,"7,5000000","630,00","0,00",
759,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Peaux de mouton aprestées,Marseille,Italie,"29 427,00",livres,"1,0000000","29 427,00","0,00",
760,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Peaux de veau tannées,Marseille,Italie,"1,00",douzaines,"100,0000000","100,00","0,00",
761,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Peaux de veau tannées,Marseille,Italie,"76 643,00",livres,"1,2500000","95 803,75","-0,75",
762,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Peignes de buy,Marseille,Italie,"2 255,00",grosses,"40,0000000","90 200,00","0,00",
763,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pelleterie apretées,Marseille,Italie,"9 180,00",livres,"2,5000000","22 950,00","0,00",
764,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pendans d'oreille de grena,Marseille,Italie,"3,00",paires,"50,0000000","150,00","0,00",
765,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pendules,Marseille,Italie,"500,00",livres,"15,0000000","7 500,00","0,00",
766,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Perruques,Marseille,Italie,"200,00",livres,"20,0000000","4 000,00","0,00",
767,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pierre a eguiser,Marseille,Italie,"1 543,00",pièces,"2,0000000","3 086,00","0,00",
768,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pierre a eguiser,Marseille,Italie,"9 320,00",livres,"0,0600000","559,20","-0,20",
769,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pierres a fusil,Marseille,Italie,"112 860,00",livres,"0,1000000","11 286,00","0,00",
770,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pierres a huile,Marseille,Italie,"250,00",livres,"0,3000000","75,00","0,00",
771,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pierre ponce,Marseille,Italie,"300,00",livres,"0,0400000","12,00","0,00",
772,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pirette,Marseille,Italie,"280,00",livres,"0,2000000","56,00","0,00",
773,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pignons; depine,Marseille,Italie,"7 000,00",livres,"0,3000000","2 100,00","0,00",
774,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Piment,Marseille,Italie,"210,00",livres,"0,0300000","6,30","-0,30",
775,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pipes a fumer,Marseille,Italie,"6 000,00",livres,"0,2000000","1 200,00","0,00",
776,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pistaches,Marseille,Italie,"4 538,00",livres,"1,0000000","4 538,00","0,00",
777,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Plaques de fer,Marseille,Italie,"400,00",en nombre,"1,0000000","400,00","0,00",
778,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Plomb en grenaille,Marseille,Italie,"73 050,00",livres,"0,2500000","18 262,50","-0,50",
779,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Plomb en saumon,Marseille,Italie,"9 350,00",livres,"0,2250000","2 103,75","-0,75",
780,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Plumes d'autruche apretées,Marseille,Italie,"200,00",livres,"40,0000000","8 000,00","0,00",
781,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Plumes d'oye,Marseille,Italie,"300,00",livres,"0,6500000","195,00","0,00",
782,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poil de castor,Marseille,Italie,"100,00",livres,"15,0000000","1 500,00","0,00",
783,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poil de lapin,Marseille,Italie,"3 052,00",livres,"4,0000000","12 208,00","0,00",
784,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poisson frit,Marseille,Italie,"70,00",barils,"10,0000000","700,00","0,00",
785,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poisson frit,Marseille,Italie,"1 175,00",livres,"0,3000000","352,50","-0,50",
786,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poisson salé,Marseille,Italie,"127 975,00",livres,"0,2500000","31 993,75","-0,75",
787,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poivre,Marseille,Italie,"69 965,00",livres,"1,6000000","111 944,00","0,00",
788,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poivre girofflé,Marseille,Italie,"150,00",livres,"1,0000000","150,00","0,00",
789,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Poix raisine,Marseille,Italie,"26 325,00",livres,"0,0900000","2 369,25","-0,25",
790,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pomade,Marseille,Italie,"1 068,00",livres,"1,5000000","1 602,00","0,00",
791,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Pommes,Marseille,Italie,"500,00",livres,"0,0500000","25,00","0,00",
792,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,24,1750,Exports,Porcelaine,Marseille,Italie,"601,00",livres,"5,0000000","3 005,00","0,00",
793,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Poudre a canon,Marseille,Italie,"150,00",livres,"1,0000000","150,00","0,00",
794,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Poupées,Marseille,Italie,"2,00",en nombre,"3,0000000","6,00","0,00",
795,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Prunes,Marseille,Italie,"10 119,00",livres,"0,2000000","2 023,80","-0,80",
796,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Quincaille de fer et acier,Marseille,Italie,"60 928,00",livres,"1,0000000","60 928,00","0,00",
797,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Quinquina,Marseille,Italie,"330,00",livres,"4,0000000","1 320,00","0,00",
798,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Racine de lisary,Marseille,Italie,"3 000,00",livres,"0,2500000","750,00","0,00",
799,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Racine de pirestre,Marseille,Italie,"550,00",livres,"0,2000000","110,00","0,00",
800,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Raclure de corne de cerf,Marseille,Italie,"10 495,00",livres,"0,2000000","2 099,00","0,00",
801,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Raisin frais,Marseille,Italie,"80 700,00",livres,"0,0500000","4 035,00","0,00",
802,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Raisins secs,Marseille,Italie,"59 286,00",livres,"0,2000000","11 857,20","-0,20",
803,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Reglisse,Marseille,Italie,"5 375,00",livres,"0,0800000","430,00","0,00",
804,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Rhubarbe,Marseille,Italie,"633,00",livres,"15,0000000","9 495,00","0,00",
805,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Ris,Marseille,Italie,"11 950,00",livres,"0,1200000","1 434,00","0,00",
806,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Rocou,Marseille,Italie,"74 242,00",livres,"1,0000000","74 242,00","0,00",
807,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Rognures de cuir,Marseille,Italie,"600,00",livres,"0,1000000","60,00","0,00",
808,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Ruban de soye,Marseille,Italie,"700,00",livres,"60,0000000","42 000,00","0,00",
809,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sabres,Marseille,Italie,"9,00",caisses,"50,0000000","450,00","0,00",
810,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Saffran,Marseille,Italie,"819,00",livres,"15,0000000","12 285,00","0,00",
811,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Saffranum,Marseille,Italie,"7 110,00",livres,"0,6500000","4 621,50","-0,50",
812,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Salicor,Marseille,Italie,"15 000,00",livres,"0,0400000","600,00","0,00",
813,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Salsepareille,Marseille,Italie,"3 360,00",livres,"2,2500000","7 560,00","0,00",
814,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sanguine,Marseille,Italie,"615,00",livres,"0,1500000","92,25","-0,25",
815,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Satin broché en or,Marseille,Italie,"4,50",livres,"80,0000000","360,00","0,00",
816,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Saumon salé,Marseille,Italie,"15 726,00",livres,"0,2500000","3 931,50","-0,50",
817,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Savon blanc,Marseille,Italie,"4 246,00",livres,"0,3500000","1 486,10","-0,10",
818,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Savon madré,Marseille,Italie,"283 030,00",livres,"0,4000000","113 212,00","0,00",
819,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Savonnettes,Marseille,Italie,"5,50",douzaines,"2,5000000","13,75","-0,75",
820,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Savonnettes,Marseille,Italie,"60,00",livres,"0,6000000","36,00","0,00",
821,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Saxafras,Marseille,Italie,"350,00",livres,"0,2000000","70,00","0,00",
822,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Scamonée,Marseille,Italie,"100,00",livres,"6,0000000","600,00","0,00",
823,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sel,Marseille,Italie,"300,00",minots,"17,0000000","5 100,00","0,00",
824,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sel,Marseille,Italie,"430 000,00",livres,"0,1500000","64 500,00","0,00",
825,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sel armoniac,Marseille,Italie,"3 018,00",livres,"1,0000000","3 018,00","0,00",
826,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sel d'ypsum,Marseille,Italie,"10 000,00",livres,"0,3000000","3 000,00","0,00",
827,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,25,1750,Exports,Sel de saturne,Marseille,Italie,"707,00",livres,"1,5000000","1 060,50","-0,50",
828,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Semence de fenouil,Marseille,Italie,"2 781,00",livres,"0,1500000","417,15","-0,15",
829,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sené,Marseille,Italie,"3 981,00",livres,"1,5000000","5 971,50","-0,50",
830,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Serviettes,Marseille,Italie,"2,50",douzaines,"30,0000000","75,00","0,00",
831,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sirop d'alkerme,Marseille,Italie,"663,00",livres,"1,2000000","795,60","-0,60",
832,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sirop de capillaire,Marseille,Italie,"20 528,00",livres,"1,0000000","20 528,00","0,00",
833,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sirop melasse,Marseille,Italie,"579 800,00",livres,"0,0800000","46 384,00","0,00",
834,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Soude,Marseille,Italie,"317 550,00",livres,"0,0900000","28 579,50","-0,50",
835,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Souffre,Marseille,Italie,"911,00",livres,"0,1500000","136,65","-0,65",
836,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Souliers,Marseille,Italie,"829,00",paires,"3,5000000","2 901,50","-0,50",
837,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Souliers,Marseille,Italie,"320,00",livres,"4,0000000","1 280,00","0,00",
838,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Soye apretée,Marseille,Italie,"31 143,00",livres,"20,0000000","622 860,00","0,00",
839,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Squine,Marseille,Italie,"2 660,00",livres,"0,5000000","1 330,00","0,00",
840,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Stocfiche,Marseille,Italie,"27 830,00",livres,"3,0000000","83 490,00","0,00",
841,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sucre blanc,Marseille,Italie,"9 105 708,00",livres,"0,4500000","4 097 568,60","-0,60",
842,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sucre brut,Marseille,Italie,"559 314,00",livres,"0,3500000","195 759,90","-0,90",
843,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sucre candy,Marseille,Italie,"628,00",livres,"1,1000000","690,80","-0,80",
844,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sucre rafiné,Marseille,Italie,"72 837,00",livres,"0,6000000","43 702,20","-0,20",
845,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sucre versoir,Marseille,Italie,"164 806,00",livres,"0,4500000","74 162,70","-0,70",
846,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Suif,Marseille,Italie,"35 700,00",livres,"0,4000000","14 280,00","0,00",
