numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,destination,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte,
661,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Porcelaine,,2704,169,,,livres,8976,,,,,Le pdf donne aussi la quantité en livres,0,
662,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poudre ??? nationales d'après les états du département de poudre et de salpêtre ,,10938,9115,,,???,10983,10938,,,,Le pdf donne aussi la quantité en livres,0,
663,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Poudre ??? nationales d'après les états du département de poudre et de salpêtre ,,46728,56540,,,???,10983,,,,,Le pdf donne aussi la quantité en livres,0,
664,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Poudre de traite Angleterre et hollande  ,,40480,50600,,,livres,,,,,,Le pdf donne aussi la quantité en livres,0,
665,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poulies garnies,,1100,,,,,1900,1900,,,,Le pdf donne aussi la quantité en livres,0,
666,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Poulies garnies,,800,,,,,1900,,,,,,0,
667,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Presses pour imprimerie ,,2320,,,,,2320,,,,,,0,
668,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Quincaillerie ; étranger,,8402,,,,,10982,10982,,,,,0,
669,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Quincaillerie ; étranger,,1800,,,,,10982,,,,,Le pdf donne aussi la quantité en livres,0,
670,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Quincaillerie ; étranger,,600,,,,,10982,,,,,Le pdf donne aussi la quantité en livres,0,
671,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Quincaillerie ; étranger,,180,,,,,10982,,,,,Le pdf donne aussi la quantité en livres,0,
672,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Quincaillerie ; étranger,,1272,,,,,10982,,,,,Le pdf donne aussi la quantité en livres,0,
673,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Quincaillerie ; nationale,,69463,,,,,86001,86001,,,,Le pdf donne aussi la quantité en livres,0,
674,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Quincaillerie ; nationale,,10270,,,,,86001,,,,,Le pdf donne aussi la quantité en livres,0,
675,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Quincaillerie ; nationale,,1162,,,,,86001,,,,,Le pdf donne aussi la quantité en livres,0,
676,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Quincaillerie ; nationale,,5106,,,,,86001,,,,,,0,
677,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Quincaillerie ; nationale,,2070,,,,,86001,,,,,,0,
678,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Rassade,,2970,7427,,,livres,,,,,,,0,
679,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Rechanges à nègres,,8156,2484,,,nombre,8156,,,,,,1,
680,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Ressorts de voiture ,,1400,16,,,nombre,1400,,,,,,2,
681,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Ruban de soye,,106700,2134,,,livres,120237,120237,,,,,0,
682,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Ruban de soye,,9025,"180,5",,,livres,120237,,,,,,0,
683,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Ruban de soye,,3162,"63,25",,,livres,120237,,,,,,0,
684,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Ruban de soye,,1350,27,,,livres,120237,,,,,,0,
685,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Ruban de soye,,2100,42,,,livres,120237,,,,,,0,
686,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Sacs à caffe,,88798,59199,,,nombre,94180,94183,,,,,0,
687,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Sacs à caffe,,3375,2250,,,nombre,94180,,,,,,0,
688,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Sacs à caffe,,2010,1340,,,nombre,94180,,,,,,0,
689,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Savon,,57909,105292,,,livres,61593,61593,,,,,0,
690,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Savon,,2365,4300,,,livres,61593,,,,,,0,
691,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Savon,,505,1100,,,livres,61593,,,,,,0,
692,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Savon,,814,1480,,,livres,61593,,,,,,0,
693,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Savon,,3228,5870,,,livres,61593,,,,,,0,
694,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Sel,,1293,49750,,,livres,1865,1865,,,,,0,
695,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Sel,,351,13500,,,livres,1865,,,,,,0,
696,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Sel,,156,6000,,,livres,1865,,,,,,0,
697,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Sel,,65,2500,,,livres,1865,,,,,,0,
698,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Sel,,260,10000,,,livres,1865,,,,,,0,
699,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Sirop de raffinerie,,2125,14171,,,livres,,,,,,,0,
700,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Soye à coudre,,3132,87,,,livres,3636,3636,,,,,0,
701,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Soye à coudre,,504,14,,,livres,3636,,,,,,0,
702,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Souffre,,3363,17700,,,livres,5148,5148,,,,,0,
703,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Souffre,,1174,6180,,,livres,5148,,,,,,0,
704,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Souffre,,520,2760,,,livres,5148,,,,,,0,
705,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Souffre,,91,480,,,livres,5148,,,,,,0,
706,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Souffre,,296,1560,,,livres,5148,,,,,,0,
707,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Sucre,,5917,6608,,,livres,6292,6296,,,,,0,
708,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Sucre,,59,66,,,livres,6292,,,,,,0,
709,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Sucre,,50,56,,,livres,6292,,,,,,0,
710,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Sucre,,270,300,,,livres,6292,,,,,,0,
711,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Sucre,,2367,3039,,,livres,6292,,,,,,0,
712,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Suif fondue,,75273,149751,,,livres,85540,85540,,,,,0,
713,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Suif fondue,,7037,14074,,,livres,85540,,,,,,0,
714,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Suif fondue,,2990,5980,,,livres,85540,,,,,,0,
715,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Suif fondue,,240,480,,,livres,85540,,,,,,0,
716,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Suif fondue,,3780,5042,,,livres,85540,,,,,,0,
717,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Suif en chandelles,,126250,168338,,,livres,139584,139584,,,,,0,
718,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Suif en chandelles,,4732,6310,,,livres,139584,,,,,,0,
719,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Suif en chandelles,,7762,10351,,,livres,139584,,,,,,0,
720,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Suif en chandelles,,840,1120,,,livres,139584,,,,,,0,
721,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Suif en chandelles,,3780,5042,,,livres,139584,,,,,,0,
722,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Tabac,,11497,31905,,,livres,,,,,,,0,
723,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Tableaux,,1354,,,,,1534,1534,,,,,0,
724,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Tableaux,,180,,,,,1534,,,,,,0,
725,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Tableaux,,120,,,,,1534,,,,,,0,
726,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; batiste,,170995,34199,,,aunes,231200,231200,,,,,0,
727,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; batiste,,44365,887,,,aunes,231200,,,,,,0,
728,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; batiste,,15840,3168,,,aunes,231200,,,,,,0,
729,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; bazin national ,,48010,10828,,,aunes,56290,56290,,,,,0,
730,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; bazin national ,,3280,430,,,aunes,56290,,,,,,0,
731,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; bazin national ,,3040,760,,,aunes,56290,,,,,,0,
732,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; bazin national ,,1960,490,,,aunes,56290,,,,,,0,
733,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; bazin national ,,1540,385,,,aunes,56290,,,,,,0,
734,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; bazin etranger,,41226,5279,,,aunes,42380,42381,,,,,0,
735,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; bazin etranger,,581,83,,,aunes,42380,,,,,,0,
736,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; bazin etranger,,280,40,,,aunes,42380,,,,,,0,
737,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; bazin etranger,,294,42,,,aunes,42380,,,,,Doute sur la marchandise,0,
738,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; linon,,32560,5003,,,aunes,33733,33733,,,,,0,
739,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; linon,,729,113,,,aunes,33733,,,,,,0,
740,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; linon,,444,74,,,aunes,33733,,,,,,0,
741,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; coutil,,34276,11392,,,aunes,33665,38665,,,,Le pdf donne aussi la quantité en livres,0,
742,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; coutil,,4269,1423,,,aunes,33665,,,,,Le pdf donne aussi la quantité en livres,0,
743,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; coutil,,120,40,,,aunes,33665,,,,,Le pdf donne aussi la quantité en livres,0,
744,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; coutil,,31245,10415,,,aunes,33665,,,,,Le pdf donne aussi la quantité en livres,0,
745,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de coton national ,,265296,64881,,,aunes,306808,306808,,,,Le pdf donne aussi la quantité en livres,0,
746,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; de coton national ,,16400,4100,,,aunes,306808,,,,,Le pdf donne aussi la quantité en livres,0,
747,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; de coton national ,,8320,2030,,,aunes,306808,,,,,,0,
748,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; de coton national ,,16792,11198,,,aunes,306808,,,,,,0,
749,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; de coton national ,,21036,6009,,,aunes,306808,,,,,,0,
750,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de coton de l'Inde,,157347,17483,,,aunes,207585,207585,,,,,0,
751,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; de coton de l'Inde,,16038,1782,,,aunes,207585,,,,,,0,
752,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; de coton de l'Inde,,28800,3200,,,aunes,207585,,,,,,0,
753,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; de coton de l'Inde,,5400,600,,,aunes,207585,,,,,,0,
754,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de coton de l'Angleterre,,440,110,,,aunes,440,,,,,,0,
755,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; de coton de l'Angleterre,,2536,634,,,aunes,440,,,,,,0,
756,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de lin blanche ??? à la frontière,,5125272,2023312,,,aunes,5994822,5994822,,,,,0,
757,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; de lin blanche ??? à la frontière,,520540,208216,,,aunes,5994822,,,,,,0,
758,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; de lin blanche ??? à la frontière,,322260,128160,,,aunes,5994822,,,,,,0,
759,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; de lin blanche ??? à la frontière,,26750,10470,,,aunes,5994822,,,,,,0,
760,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; de lin blanche ??? à la frontière,,33675,13450,,,aunes,5994822,,,,,,0,
761,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de lin peinte et imprimée,,32466,10822,,,aunes,34020,34020,,,,,0,
762,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; de lin peinte et imprimée,,1104,368,,,aunes,34020,,,,,,0,
763,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; de lin peinte et imprimée,,450,150,,,aunes,34020,,,,,,0,
764,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; de lin peinte et imprimée,,6165,2050,,,aunes,34020,,,,,,0,
765,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de chanvre rousse,,544637,496428,,,aunes,641048,641048,,,,,0,
766,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; de chanvre rousse,,68781,45854,,,aunes,641048,,,,,,0,
767,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; de chanvre rousse,,26580,17720,,,aunes,641048,,,,,,0,
768,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; de chanvre rousse,,1050,700,,,aunes,641048,,,,,,0,
769,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; de chanvre rousse,,19500,13000,,,aunes,641048,,,,,,0,
770,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; de chanvre à voile,,82929,66344,,,aunes,108179,108179,,,,,0,
771,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; de chanvre à voile,,17000,13600,,,aunes,108179,,,,,,0,
772,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; de chanvre à voile,,7450,5960,,,aunes,108179,,,,,,0,
773,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; de chanvre à voile,,800,640,,,aunes,108179,,,,,,0,
774,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; de chanvre à voile,,1875,1500,,,aunes,108179,,,,,,0,
775,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; à robe fil et coton de Cholet,,56556,8704,,,aunes,61431,61431,,,,,0,
776,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; à robe fil et coton de Cholet,,3250,500,,,aunes,61451,,,,,,0,
777,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; à robe fil et coton de Cholet,,1625,250,,,aunes,61451,,,,,,0,
778,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; à robe fil et coton de Cholet,,84760,13040,,,aunes,61451,,,,,,0,
779,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; fil et laine de Lille,,2343,781,,,aunes,2343,2343,,,,,0,
780,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; fil et laine de Lille,,7500,2480,,,aunes,2343,,,,,,0,
781,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; gingas,,148212,123511,,,aunes,166577,166577,,,,,0,
782,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; gingas,,9656,8047,,,aunes,166577,,,,,,0,
783,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; gingas,,3993,3328,,,aunes,166577,,,,,,0,
784,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; gingas,,4716,3935,,,aunes,166577,,,,,,0,
785,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; gingas,,5217,4348,,,aunes,166577,,,,,,0,
786,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; siamoise fil et coton,,36776,8894,,,aunes,43508,43508,,,,,0,
787,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; siamoise fil et coton,,1344,336,,,aunes,43508,,,,,,0,
788,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; siamoise fil et coton,,2800,700,,,aunes,43508,,,,,,0,
789,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; siamoise fil et coton,,2588,647,,,aunes,43508,,,,,,0,
790,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; siamoise fil et coton,,59016,9754,,,aunes,43508,,,,,,0,
791,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; indienne nationales,,427290,93042,,,aunes,509007,509007,,,,,0,
792,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; indienne nationales,,51824,11093,,,aunes,509007,,,,,,0,
793,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; indienne nationales,,20765,4803,,,aunes,509007,,,,,,0,
794,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; indienne nationales,,9128,1734,,,aunes,509007,,,,,,0,
795,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; indienne nationales,,16800,3450,,,aunes,509007,,,,,,0,
796,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; indienne étrangères,,57149,16967,,,aunes,59804,59804,,,,,0,
797,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; indienne étrangères,,1155,330,,,aunes,59804,,,,,,0,
798,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; indienne étrangères,,1500,500,,,aunes,59804,,,,,,0,
799,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; indienne étrangères,,57894,20566,,,aunes,59804,,,,,,0,
800,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Toiles ; des Indes du commerce de France,,55994,22492,,,aunes,67338,67338,,,,,0,
801,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Toiles ; des Indes du commerce de France,,6960,2950,,,aunes,67338,,,,,,0,
802,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Toiles ; des Indes du commerce de France,,688,430,,,aunes,67338,,,,,,0,
803,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Toiles ; des Indes du commerce de France,,3696,1180,,,aunes,67338,,,,,,0,
804,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; des Indes du commerce de France,,458113,13443,,,aunes,67338,,,,,,1,
805,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; des Indes du commerce de l'étranger,,431326,20958,,,pièces,,,,,,,2,
806,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Toiles ; imitant celles de l'Inde (nationale),,120692,43277,,,aunes,,,,,,,1,
807,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Verrerie ; verrerie ,,1350,,,,,1855,1855,,,,,2,
808,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Verrerie ; verrerie ,,171,,,,,1855,,,,,,0,
809,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Verrerie ; verrerie ,,12,,,,,1855,,,,,,1,
810,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Verrerie ; verrerie ,,322,,,,,1855,,,,,,0,
811,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Verrerie ; verrerie ,,3293,,,,,1855,,,,,,2,
812,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Verrerie ; verres en bouteille ,,59535,212627,,,nombre,96193,96194,,,,,0,
813,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Verrerie ; verres en bouteille ,,30813,106481,,,nombre,96193,,,,,,0,
814,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Verrerie ; verres en bouteille ,,5846,19877,,,nombre,96193,,,,,,0,
815,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Verrerie ; verres en bouteille ,,1239,4425,,,nombre,96193,,,,,,0,
816,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Verrerie ; verres en dame jeanne,,29220,9740,,,nombre,37824,37824,,,,,0,
817,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Verrerie ; verres en dame jeanne,,3963,1321,,,nombre,37824,,,,,,0,
818,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Verrerie ; verres en dame jeanne,,4155,1385,,,nombre,37824,,,,,,0,
819,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Verrerie ; verres en dame jeanne,,486,162,,,nombre,37824,,,,,,0,
820,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Verrerie ; verres en dame jeanne,,411,137,,,nombre,37824,,,,,,0,
821,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Verrerie ; verres à boire,,3539,18248,,,nombre,4526,4526,,,,,0,
822,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Verrerie ; verres à boire,,288,1584,,,nombre,4526,,,,,,0,
823,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Verrerie ; verres à boire,,699,3140,,,nombre,4526,,,,,,0,
824,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Verrerie ; verres à boire,,626,3580,,,nombre,4526,,,,,,0,
825,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Vinaigre,,6985,406,,,muids,9526,9526,,,,,1,
