numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
6725,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Theyeres de terre noire,Hollande,16,4,nombre,4,0,,0
6726,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Terre en grais,Hollande,2055,10275,livres,.2,0,,0
6727,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Terre d'Ombre,Hollande,67.5,450,livres,.15,0,,0
6728,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Vermillons,Hollande,5950,1190,livres,5,0,,0
6729,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Verre s a boire,Hollande,1780,1780,livres,1,0,,0
6730,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Argent vif,Nord qui comprend les villes de anséatiques et la Moscovie,250,50,livres,5,0,,0
6731,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Acier,Nord qui comprend les villes de anséatiques et la Moscovie,500,1000,livres,.5,0,,0
6732,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Azur comun,Nord qui comprend les villes de anséatiques et la Moscovie,2766,4610,livres,.6,0,,0
6733,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Amidon,Nord qui comprend les villes de anséatiques et la Moscovie,14737.5,58950,livres,.25,0,,0
6734,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,3,Alun,Nord qui comprend les villes de anséatiques et la Moscovie,2767,13835,livres,.2,0,prix divisé par cent,0
6735,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Basins de Cuivre,Nord qui comprend les villes de anséatiques et la Moscovie,60,40,livres,1.5,0,,0
6736,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Bouteilles de Verre clisée,Nord qui comprend les villes de anséatiques et la Moscovie,6500,2600,nombre,2.5,0,,0
6737,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Bordages de chesnes,Nord qui comprend les villes de anséatiques et la Moscovie,1100,55,pieces,20,0,,0
6738,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,billons de Sapin,Nord qui comprend les villes de anséatiques et la Moscovie,20,50,nombre,.4,0,,0
6739,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Bariques en Bottes,Nord qui comprend les villes de anséatiques et la Moscovie,302,151,nombre,2,0,,0
6740,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Chair salée,Nord qui comprend les villes de anséatiques et la Moscovie,90,600,livres,.15,0,prix divisé par cent,0
6741,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Cuirs de rousy,Nord qui comprend les villes de anséatiques et la Moscovie,835,835,livres,1,0,,0
6742,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Cire Jaune,Nord qui comprend les villes de anséatiques et la Moscovie,840,840,livres,1,0,,0
6743,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Cuivre Ouvre,Nord qui comprend les villes de anséatiques et la Moscovie,80,50,livres,1.6,0,,0
6744,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Cuivre en planchat,Nord qui comprend les villes de anséatiques et la Moscovie,34160,24400,livres,1.4,0,,0
6745,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Couteaux commune,Nord qui comprend les villes de anséatiques et la Moscovie,420,280,livres,1.5,0,,0
6746,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Chause pieds,Nord qui comprend les villes de anséatiques et la Moscovie,22,22,nombre,1,0,,0
6747,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Etaim ouvré,Nord qui comprend les villes de anséatiques et la Moscovie,738.8,591,livres,1.25,.05,,0
6748,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,flacons de Verres,Nord qui comprend les villes de anséatiques et la Moscovie,48.75,65,livres,.75,0,,0
6749,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fil s de laton,Nord qui comprend les villes de anséatiques et la Moscovie,70,50,livres,1.4,0,,0
6750,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fil de Fer,Nord qui comprend les villes de anséatiques et la Moscovie,1112.5,2225,livres,.5,0,,0
6751,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Faulse a faulcher,Nord qui comprend les villes de anséatiques et la Moscovie,3960,6600,livres,.6,0,,0
6752,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fer ; blanc,Nord qui comprend les villes de anséatiques et la Moscovie,10080,112,Barils,90,0,,0
6753,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fer ; Noir,Nord qui comprend les villes de anséatiques et la Moscovie,195,3,Barils,65,0,,0
6754,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fer ; en Taule,Nord qui comprend les villes de anséatiques et la Moscovie,50,200,livres,.25,0,prix divisé par cent,0
6755,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fer ; Ouvre,Nord qui comprend les villes de anséatiques et la Moscovie,200,800,livres,.25,0,,0
6756,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,limeneas,Nord qui comprend les villes de anséatiques et la Moscovie,16800,1120,pieces,15,0,,0
6757,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Mercerie grosiere,Nord qui comprend les villes de anséatiques et la Moscovie,1026,684,livres,1.5,0,,0
6758,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Mine de Plomb,Nord qui comprend les villes de anséatiques et la Moscovie,640,3200,livres,.2,0,prix divisé par cent,0
6759,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Merain a pipes,Nord qui comprend les villes de anséatiques et la Moscovie,16931,67725,douelles,.25,-.25,,0
6760,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Merain a Bariques,Nord qui comprend les villes de anséatiques et la Moscovie,6050,48400,douelles,.125,0,,0
6761,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Merain Foncaille,Nord qui comprend les villes de anséatiques et la Moscovie,156.25,1250,pieces,.125,0,,0
6762,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Papier à écrire,Nord qui comprend les villes de anséatiques et la Moscovie,7.5,15,livres,.5,0,,0
6763,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Poils de sanglier,Nord qui comprend les villes de anséatiques et la Moscovie,30,20,livres,1.5,0,,0
6764,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Plomb en Saumon,Nord qui comprend les villes de anséatiques et la Moscovie,6830.4,28460,livres,.24,0,prix divisé par cent,0
6765,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Planches ; en chesne,Nord qui comprend les villes de anséatiques et la Moscovie,1120,220,pieces,5,20,erreur calcul,0
6766,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Planches de Suise,Nord qui comprend les villes de anséatiques et la Moscovie,21714,3102,nombre,7,0,de 30 a 35 pieds,0
6767,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Planches de Sapin comune,Nord qui comprend les villes de anséatiques et la Moscovie,5002.5,6670,nombre,.75,0,,0
6768,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Planches de Sapin,Nord qui comprend les villes de anséatiques et la Moscovie,510,1020,nombre,.5,0,de 5 a 6 pieds,0
6769,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Pipes vuides,Nord qui comprend les villes de anséatiques et la Moscovie,160,40,nombre,4,0,,0
6770,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Quincaille de Cuivre,Nord qui comprend les villes de anséatiques et la Moscovie,100,50,livres,2,0,,0
6771,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Quincaille de Fer,Nord qui comprend les villes de anséatiques et la Moscovie,2000,2000,livres,1,0,,0
6772,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Roüets a Filer,Nord qui comprend les villes de anséatiques et la Moscovie,24,4,nombre,6,0,,0
6773,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Soliveaux de Sapin,Nord qui comprend les villes de anséatiques et la Moscovie,1800,180,nombre,10,0,,0
6774,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Toile peinte,Nord qui comprend les villes de anséatiques et la Moscovie,41004,2278,pieces,18,0,,0
6775,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Toile Platille,Nord qui comprend les villes de anséatiques et la Moscovie,120960,26880,pieces,4.5,0,,0
6776,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Vin du Rhin,Nord qui comprend les villes de anséatiques et la Moscovie,450,2,Bariques,225,0,,0
6777,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Verres a boire commun,Nord qui comprend les villes de anséatiques et la Moscovie,3200,3200,livres,1,0,,0
6778,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Avirons,Danemarc,21,12,pieces,1.75,0,,0
6779,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Anspects,Danemarc,125,500,pieces,.25,0,,0
6780,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Acier,Danemarc,600,1200,livres,.5,0,,0
6781,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,beure,Danemarc,7920,220,Barils,36,0,,0
6782,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Bois a Brûler,Danemarc,60,3,charetées,20,0,,0
6783,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,chevrons,Danemarc,993,331,livres,3,0,,0
6784,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Epars,Danemarc,920,920,pieces,1,0,,0
6785,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Fer ; en barres,Danemarc,14916,93225,livres,.16,0,prix divisé par cent,0
6786,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Gaudron,Danemarc,1485,99,Barils,15,0,,0
6787,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Matreaux,Danemarc,325,65,nombre,5,0,,0
6788,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Merain a Bariques,Danemarc,1275,8500,douelles,.15,0,,0
6789,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Planches de chesne,Danemarc,1000,200,pieces,5,0,,0
6790,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Planches de Sapin commune,Danemarc,97227,129636,nombre,.75,0,,0
6791,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,rogue,Danemarc,4900,245,Barils,20,0,,0
6792,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Acier,Suéde,300,600,livres,.5,0,,0
6793,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Anspects,Suéde,9,36,pieces,.25,0,,0
6794,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Bois de Constructions,Suéde,1800,360,pieces,5,0,,0
6795,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Bray gras,Suéde,4020,201,Barils,20,0,,0
6796,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,4,Chanvre ; Cru,Suéde,160720.5,535735,livres,30,-15911330,oubli de divisé par 100,0
6797,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Clouds de Fer,Suéde,50,200,livres,25,-4950,oubli de divisé par 100,0
6798,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Carreaux de pierre,Suéde,50,200,nombre,.25,0,,0
6799,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Epars,Suéde,366,366,20 pieces,1,0,,0
6800,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Fer ; en barres,Suéde,11896,74350,livres,.16,0,prix divisé par cent,0
6801,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Gaudron,Suéde,1140,76,Barils,15,0,,0
6802,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,mâts de navire asortie,Suéde,19400,194,nombre,100,0,,0
6803,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Matreaux,Suéde,2725,109,pieces,25,0,,0
6804,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Merain a pipes,Suéde,285,1140,douelles,.25,0,,0
6805,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Merain a Bariques,Suéde,330,2200,douelles,.15,0,,0
6806,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Poutres de Sapin,Suéde,25750,1030,nombre,25,0,,0
6807,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Planches de Pruse,Suéde,1100,110,40 pieds,10,0,,0
6808,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Planches de Pruse,Suéde,3040,760,20 pieds,4,0,,0
6809,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Planches de Sapin commune,Suéde,47985,63980,nombre,.75,0,,0
6810,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Perches de Sapin,Suéde,105,140,pieces,.75,0,,0
6811,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,rogue,Suéde,60,3,Barils,20,0,,0
6812,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Avirons,Espagne,1260,140,traque,9,0,,0
6813,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,ancres de Fer,Espagne,2625.75,9725,livres,27,-259949.25,oublie de la division par 100,0
6814,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Baleine en Fanon,Espagne,600,300,livres,2,0,,0
6815,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Fer ; en barres,Espagne,35876,224225,livres,16,-3551724,oublie de la division par 100,0
6816,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Gaudron,Espagne,600,50,Barils,12,0,,0
6817,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Huile d'Olive,Espagne,38400,64000,livres,.6,0,,0
6818,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Meulles a Coutelier,Espagne,1896,474,nombre,4,0,,0
6819,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Olives,Espagne,25,50,livres,.5,0,,0
6820,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Rasade,Espagne,200,200,livres,1,0,,0
6821,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Toile de Cotton,Espagne,20,1,piece,20,0,,0
6822,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,anguille Sallées,Ile française des Amériques et du Canada,50,200,livres,.25,0,,0
6823,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Bray gras,Ile française des Amériques et du Canada,14490,805,Barils,18,0,,0
6824,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Billes de Bois a faire Meubles,Ile française des Amériques et du Canada,90,90,nombre,1,0,,0
6825,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Bordages de chesnes,Ile française des Amériques et du Canada,1050,3500,pieds,.3,0,,0
6826,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Confiture,Ile française des Amériques et du Canada,345,460,livres,.75,0,,0
6827,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cacao,Ile française des Amériques et du Canada,38530,38530,livres,1,0,,0
6828,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,caffé,Ile française des Amériques et du Canada,19350,38700,livres,.5,0,,0
6829,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cochenille mesteque,Ile française des Amériques et du Canada,3800,190,livres,20,0,,0
6830,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Castor gras,Ile française des Amériques et du Canada,83970,16794,livres,5,0,,0
6831,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Castor Sec,Ile française des Amériques et du Canada,253942.5,67718,livres,3.75,0,,0
6832,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cuirs de bœuf tanner,Ile française des Amériques et du Canada,41904,3492,nombre,12,0,,0
6833,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cuirs de bœuf en poil,Ile française des Amériques et du Canada,280,40,nombre,7,0,,0
6834,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cuirs de vache en poil,Ile française des Amériques et du Canada,1485,297,nombre,5,0,,0
6835,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cotton en Laine,Ile française des Amériques et du Canada,12040,17200,livres,.7,0,prix divisé par cent,0
6836,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Cuivre en Mitraille,Ile française des Amériques et du Canada,796,995,livres,.8,0,,0
6837,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,dents d'elephants,Ile française des Amériques et du Canada,7837.5,5225,livres,1.5,0,,0
6838,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Ecaille de Tortue,Ile française des Amériques et du Canada,14520,1452,livres,10,0,,0
6839,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,herbe capilaire,Ile française des Amériques et du Canada,1920,1920,livres,1,0,,0
6840,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Huile de Loup Marin,Ile française des Amériques et du Canada,15375,61500,livres,.25,0,,0
