numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
2434,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; Cholet,Isles,2200640,586809.0,3.27E7,livres,3734816,1.72E7,,0
2435,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; Cholet,Guinee,63491,16931.0,3.27E7,livres,3734816,1.72E7,,0
2436,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; Cholet,Indes,36937,9850.0,3.27E7,livres,3734816,1.72E7,,0
2437,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; diverse,Allemagne,4150,415.0,3.27E7,livres,540277,1.72E7,,0
2438,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; diverse,Espagne,2737,1825.0,3.27E7,livres,540277,1.72E7,,0
2439,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; diverse,Italie,1500,150.0,3.27E7,livres,540277,1.72E7,,0
2440,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; diverse,Suisse,1060,106.0,3.27E7,livres,540277,1.72E7,,0
2441,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; diverse,Isles,530830,53083.0,3.27E7,livres,540277,1.72E7,,0
2442,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Flandre,Isles,1664,208.0,3.27E7,livres,1.72E7,,,0
2443,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; imprimee,Espagne,5175,345.0,3.27E7,livres,1.72E7,,,0
2444,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Laval,Allemagne,1000,200.0,3.27E7,livres,689422,1.72E7,,0
2445,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Laval,Espagne,513437,130650.0,3.27E7,livres,689422,1.72E7,,0
2446,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Laval,Portugal,15650,1565.0,3.27E7,livres,689422,1.72E7,,0
2447,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Laval,Savoye,1627,1085.0,3.27E7,livres,689422,1.72E7,,0
2448,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Laval,Isles,155440,21514.0,3.27E7,livres,689422,1.72E7,,0
2449,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Laval,Indes,2268,1512.0,3.27E7,livres,689422,1.72E7,,0
2450,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; ouvrée,Espagne,8472,706.0,3.27E7,livres,1.72E7,,,0
2451,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Roüen,Portugal,8230,823.0,3.27E7,livres,34930,1.72E7,,0
2452,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de Roüen,Isles,26700,2670.0,3.27E7,livres,34930,1.72E7,,0
2453,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; Royale,Espagne,4113,411.0,3.27E7,livres,6313,1.72E7,,0
2454,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; Royale,Portugal,2200,220.0,3.27E7,livres,6313,1.72E7,,0
2455,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Allemagne,624724,25883.0,3.27E7,livres,5134005,1.72E7,,0
2456,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Angleterre,50568,1806.0,3.27E7,livres,5134005,1.72E7,,0
2457,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Espagne,2795429,94873.0,3.27E7,livres,5134005,1.72E7,,0
2458,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Flandre,8540,305.0,3.27E7,livres,5134005,1.72E7,,0
2459,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Geneve,11900,425.0,3.27E7,livres,5134005,1.72E7,,0
2460,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Hollande,147084,5253.0,3.27E7,livres,5134005,1.72E7,,0
2461,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Italie,498680,17810.0,3.27E7,livres,5134005,1.72E7,,0
2462,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Naples,109060,3895.0,3.27E7,livres,5134005,1.72E7,,0
2463,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Genes,13860,495.0,3.27E7,livres,5134005,1.72E7,,0
2464,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Portugal,302365,10765.0,3.27E7,livres,5134005,1.72E7,,0
2465,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Russie,22680,810.0,3.27E7,livres,5134005,1.72E7,,0
2466,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Savoye,27020,967.0,3.27E7,livres,5134005,1.72E7,,0
2467,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Suede,6580,227.0,3.27E7,livres,5134005,1.72E7,,0
2468,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Suisse,16240,580.0,3.27E7,livres,5134005,1.72E7,,0
2469,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,90,Toile ; de lin ; de St. Quentin,Isles,499275,17305.0,3.27E7,livres,5134005,1.72E7,,0
2470,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Allemagne,38316,9579.0,3.27E7,aunes,1391586,1.72E7,,0
2471,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Angleterre,2688,672.0,3.27E7,aunes,1391586,1.72E7,,0
2472,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Espagne,25254,6313.5,3.27E7,aunes,1391586,1.72E7,,0
2473,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Flandre,1283196,320799.0,3.27E7,aunes,1391586,1.72E7,,0
2474,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Italie,6732,1683.0,3.27E7,aunes,1391586,1.72E7,,0
2475,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Russie,22320,5580.0,3.27E7,aunes,1391586,1.72E7,,0
2476,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de lin ; de Valenciennes,Suede,13080,3270.0,3.27E7,aunes,1391586,1.72E7,,0
2477,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Espagne,3672,918.0,3.27E7,aunes,194763,,,0
2478,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Flandre,1184,296.0,3.27E7,livres,194763,,,0
2479,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Italie,1360,340.0,3.27E7,livres,194763,,,0
2480,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Levant,72876,18219.0,3.27E7,livres,194763,,,0
2481,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Savoye,5900,1475.0,3.27E7,livres,194763,,,0
2482,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Suisse,3660,,3.27E7,,194763,,,0
2483,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Isles,,80.0,3.27E7,pièces,194763,,,0
2484,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Isles,,464.5,3.27E7,douzaines,194763,,,0
2485,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; linge de table,Isles,106111,20189.0,3.27E7,livres,194763,,3 qtités pour Isles,0
2486,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de ménage,Suisse,1120,800.0,3.27E7,pièces,3620,,,0
2487,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; de ménage,Isles,2500,2500.0,3.27E7,aunes,3620,,,0
2488,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Angleterre,3000,250.0,3.27E7,pièces,517594,,,0
2489,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Espagne,67643,15150.0,3.27E7,pièces,517594,,,0
2490,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Hollande,6636,237.0,3.27E7,pièces,517594,,,0
2491,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Italie,60453,5037.75,3.27E7,pièces,517594,,,0
2492,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Naples,30708,2559.0,3.27E7,pièces,517594,,,0
2493,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Genes,54225,4518.75,3.27E7,pièces,517594,,,0
2494,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Levant,26102,2175.0,3.27E7,pièces,517594,,,0
2495,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Savoye,33884,2823.66,3.27E7,pièces,517594,,,0
2496,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Isles et Guinee,,5556.0,3.27E7,pièces,517594,,,0
2497,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; peinte,Isles et Guinee,234943,13998.0,3.27E7,livres,517594,,2 qtités pour Isles,0
2498,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; piquée,Espagne,3800,380.0,3.27E7,livres,,,,0
2499,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; rayée,Isles,,,3.27E7,,,,,0
2500,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Allemagne,685052,156514.0,3.27E7,livres,1437705,,,0
2501,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Angleterre,,1650.0,3.27E7,aunes,1437705,,,0
2502,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Angleterre,4746,291.0,3.27E7,livres,1437705,,2 qtités pour Angleterre,0
2503,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Danemark,6244,1561.0,3.27E7,livres,1437705,,,0
2504,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Espagne,53661,13599.0,3.27E7,livres,1437705,,,0
2505,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Flandre,241441,66211.0,3.27E7,livres,1437705,,,0
2506,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Geneve,12252,3063.0,3.27E7,livres,1437705,,,0
2507,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Hollande,15220,3044.0,3.27E7,livres,1437705,,,0
2508,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Italie,36460,9115.0,3.27E7,livres,1437705,,,0
2509,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Nord,3010,602.0,3.27E7,livres,1437705,,,0
2510,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Portugal,1304,326.0,3.27E7,livres,1437705,,,0
2511,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Savoye,233020,58755.0,3.27E7,livres,1437705,,,0
2512,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Suisse,19484,4957.0,3.27E7,livres,1437705,,,0
2513,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Isles,82823,20737.0,3.27E7,livres,1437705,,,0
2514,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,91,Toile ; siamoise,Guinee,42988,10747.0,3.27E7,livres,1437705,,,0
2515,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Angleterre,1550,1600.0,3.27E7,livres,75800,,see 1771-91,0
2516,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Genes,3200,16.0,3.27E7,pièces,75800,,,0
2517,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Russie,,,3.27E7,,75800,,,0
2518,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Russie,,,3.27E7,,75800,,2 qtités pour Russie,0
2519,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Isles,9350,4675.0,3.27E7,livres,75800,,,0
2520,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Guinee,16240,8120.0,3.27E7,livres,75800,,,0
2521,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Indes,,784.0,3.27E7,pièces,75800,,,0
2522,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Indes,,780.0,3.27E7,aunes,75800,,,0
2523,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Toile ; à voile,Indes,45460,19700.0,3.27E7,livres,75800,,3 qtités pour Indes,0
2524,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Tombeaux,Isles,2700,36.0,,en nombre,,,,0
2525,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Truffes,Espagne,1687,1185.0,4387,livres,,,,0
2526,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Trufes,Russie,2700,1800.0,4387,livres,,,,0
2527,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Tuffaux,Isles,31392,26160.0,,livres,,,,0
2528,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Tuiles,Allemagne,2056,102800.0,32249,en nombre,,,,0
2529,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Tuiles,Levant,,,32249,,,,,0
2530,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Tuiles,Savoye,4967,90850.0,32249,en nombre,,,,0
2531,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Tuiles,Isles,25226,1988940.0,32249,en nombre,,,,0
2532,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Allemagne,,1958.0,393452,vaches,,,,0
2533,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Allemagne,,27.0,393452,taureaux,,,,0
2534,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Allemagne,101711,51.0,393452,???? grosses,,,3 qtités pour Allemagne,0
2535,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Angleterre,4500,90.0,393452,vaches,,,,0
2536,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Espagne,140650,2781.0,393452,vaches,,,,0
2537,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Flandre,1120,14.0,393452,vaches,,,,0
2538,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Geneve,1680,28.0,393452,vaches,,,,0
2539,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Savoye,,469.0,393452,vaches,,,,0
2540,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Savoye,,402.0,393452,grosses,,,,0
2541,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Savoye,45270,242.0,393452,???? tonnage,,,3 qtités pour Savoye,0
2542,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vaches,Suisse,98521,2053.0,393452,vaches,,,,0
2543,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,92,Vans à vanner,Savoye,1484,742.0,,en nombre,,,,0
2544,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Veaux,Allemagne,23605,1614.0,35175,en nombre,,,,0
2545,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Veaux,Espagne,1230,41.0,35175,en nombre,,,,0
2546,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Veaux,Savoye,3440,344.0,35175,en nombre,,,,0
2547,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Veaux,Suisse,6900,575.0,35175,en nombre,,,,0
2548,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Allemagne,2296,1044.0,191758,livres,,,,0
2549,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Angleterre,6196,7600.0,191758,livres,,,,0
2550,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Espagne,13365,13600.0,191758,livres,,,,0
2551,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Hollande,64009,78695.0,191758,livres,,,,0
2552,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Italie,40195,42004.0,191758,livres,,,,0
2553,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Naples,2208,2208.0,191758,livres,,,,0
2554,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Genes,9613,9613.0,191758,livres,,,,0
2555,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Venise,11747,11747.0,191758,livres,,,,0
2556,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Levant,11077,11077.0,191758,livres,,,,0
2557,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Nord,9496,9088.0,191758,livres,,,,0
2558,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Savoye,12059,12059.0,191758,livres,,,,0
2559,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verdet,Suede,9497,11499.0,191758,livres,,,,0
2560,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Vermichel,Angleterre,1410,7050.0,11206,livres,,,,0
2561,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Vermichel,Levant,9796,48980.0,11206,livres,,,,0
2562,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Vermillon,Italie,11000,2200.0,11000,livres,,,,0
2563,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Vermillon,Venise,,,11000,,,,,0
2564,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; d'Asace,Flandre,67205,67205.0,312869,livres,,,,0
2565,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Allemagne,8126,11551.0,312869,livres,51238,,,0
2566,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Flandre,5150,7358.0,312869,livres,51238,,,0
2567,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Italie,1088,1180.0,312869,livres,51238,,,0
2568,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Naples,1150,1150.0,312869,livres,51238,,,0
2569,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Genes,7355,7355.0,312869,livres,51238,,,0
2570,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Levant,10600,10600.0,312869,livres,51238,,,0
2571,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Savoye,1798,1798.0,312869,livres,51238,,,0
2572,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Isles,13492,15532.0,312869,livres,51238,,,0
