numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
700,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Hollande,189956,1108495.0,5247134,livres,4561665,,,0
701,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Italie,7587,50580.0,5247134,livres,4561665,,,0
702,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Genes,41028,273520.0,5247134,livres,4561665,,,0
703,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Nord,35639,172677.0,5247134,livres,4561665,,,0
704,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Russie,528552,3355301.0,5247134,livres,4561665,,,0
705,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Savoye,32746,218307.0,5247134,livres,4561665,,,0
706,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Suede,886249,4987633.0,5247134,livres,4561665,,,0
707,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en batterie,Allemagne,45577,227888.0,5247134,livres,,,,0
708,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; battu,Flandre,4897,19590.0,5247134,livres,,,,0
709,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Allemagne,8364,102.0,5247134,barils,278234,,,0
710,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Flandre,4160,18944.0,5247134,feuilles,278234,,,0
711,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Hollande,,363.0,5247134,barils,278234,,,0
712,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Hollande,86688,66236.0,5247134,livres,278234,,2 qtités pour hollande,0
713,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Naples,1440,2400.0,5247134,livres,278234,,,0
714,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Levant,27360,45600.0,5247134,livres,278234,,,0
715,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Nord,,524.0,5247134,barils,278234,,,0
716,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Nord,,72200.0,5247134,feuilles,278234,,,0
717,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Nord,122032,4794.0,5247134,livres,278234,,3 qtités pour nord,0
718,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Russie,15100,151.0,5247134,barils,278234,,,0
719,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Savoye,3240,5400.0,5247134,livres,278234,,,0
720,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Suede,,12.0,5247134,barils,278234,,,0
721,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; blanc,Suede,9850,14000.0,5247134,livres,278234,,2 qtités pour Suède,0
722,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en bocages,Allemagne,1141,4564.0,5247134,livres,,,,0
723,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en cercles,Angleterre,5274,26372.0,5247134,livres,28113,,,0
724,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en cercles,Hollande,22839,89092.0,5247134,livres,28113,,,0
725,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; coulé,Allemagne,25864,258640.0,5247134,livres,48154,,,0
726,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; coulé,Flandre,13106,129310.0,5247134,livres,48154,,,0
727,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; coulé,Hollande,7286,28064.0,5247134,livres,48154,,,0
728,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; coulé,Nord,1898,8452.0,5247134,livres,48154,,,0
729,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en enclumes,Hollande,5072,40238.0,5247134,livres,,,,0
730,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en étaux,Hollande,1027,3665.0,5247134,livres,,,,0
731,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en feuilles,Hollande,2273,14211.0,5247134,livres,,,,0
732,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en fleaux,Hollande,2366,3944.0,5247134,livres,,,,0
733,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en lames,Angleterre,2110,14070.0,5247134,livres,,,,0
734,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; noir,Allemagne,9358,34670.0,5247134,feuilles,72980,,,0
735,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; noir,Hollande,3537,32895.0,5247134,livres,72980,,,0
736,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; noir,Nord,1355,2710.0,5247134,livres,72980,,,0
737,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; noir,Russie,50800,635.0,5247134,barils,72980,,,0
738,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; noir,Suede,,22.0,5247134,barils,72980,,,0
739,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; noir,Suede,7930,23080.0,5247134,livres,72980,,2 qtités pour Suède,0
740,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; ouvré,Hollande,19087,74562.0,5247134,livres,42381,,,0
741,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; ouvré,Italie,15155,60130.0,5247134,livres,42381,,,0
742,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; ouvré,Genes,2842,11370.0,5247134,livres,42381,,,0
743,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; ouvré,Venise,2887,11128.0,5247134,livres,42381,,,0
744,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; ouvré,Savoye,2410,8185.0,5247134,livres,42381,,,0
745,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en plaques,Hollande,22847,126530.0,5247134,livres,,,,0
746,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en platines,Flandre,43863,146210.0,5247134,livres,,,,0
747,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en poeles à frire,Hollande,23576,65914.0,5247134,livres,28862,,,0
748,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en poeles à frire,Suisse,5286,17621.0,5247134,livres,28862,,,0
749,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en sucs,Suisse,1158,2895.0,5247134,livres,,,,0
750,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en taule,Flandre,5404,20393.0,5247134,livres,38607,,,0
751,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en taule,Hollande,26744,92728.0,5247134,livres,38607,,,0
752,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Fer ; en taule,Suede,6459,17370.0,5247134,livres,38607,,,0
753,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Ficelle,Genes,2437,4875.0,5732,livres,,,,0
754,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,49,Ficelle,Levant,3295,6590.0,5732,livres,,,,0
755,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; blanc,Angleterre,2680,1340.0,1413863,livres,99269,289231,,0
756,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; blanc,Flandre,61419,22519.0,1413863,livres,99269,289231,,0
757,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; blanc,Hollande,24240,12120.0,1413863,livres,99269,289231,,0
758,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; blanc,Italie,1570,710.0,1413863,livres,99269,289231,,0
759,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; blanc,Genes,9360,4680.0,1413863,livres,99269,289231,,0
760,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; de couleur,Allemagne,43392,17357.0,1413863,livres,44412,289231,,0
761,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; de couleur,Savoye,1020,340.0,1413863,livres,44412,289231,,0
762,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à coudre ; épinal,Flandre,145550,58220.0,1413863,livres,289231,,,0
763,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de chanvre,Allemagne,20019,13619.0,1413863,livres,28406,,,0
764,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de chanvre,Savoye,8387,11183.0,1413863,livres,28406,,,0
765,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de charrette,Allemagne,5717,3146.0,1413863,livres,,,,0
766,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de chevre,Genes,1530,510.0,1413863,livres,939570,,,0
767,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de chevre,Levant,938040,312680.0,1413863,livres,939570,,,0
768,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à dentelle,Flandre,2800,35.0,1413863,livres,18325,,,0
769,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; à dentelle,Hollande,15525,1035.0,1413863,livres,18325,,,0
770,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; d'étaupes,Allemagne,7576,13313.0,1413863,livres,,,,0
771,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de lin ; bis,Allemagne,40101,114575.0,1413863,livres,125038,,,0
772,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de lin ; blanc,Allemagne,20470,68237.0,1413863,livres,125038,,,0
773,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de lin ; retord,Flandre,64467,24675.0,1413863,livres,125038,,,0
774,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de fer,Allemagne,17584,35170.0,1215012,livres,123646,,,0
775,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de fer,Flandre,3228,1614.0,1215012,livres,123646,,,0
776,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de fer,Hollande,59386,120184.0,1215012,livres,123646,,,0
777,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de fer,Nord,2156,6162.0,1215012,livres,123646,,,0
778,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de fer,Suisse,41292,103230.0,1215012,livres,123646,,,0
779,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de léton,Allemagne,116427,116427.0,1215012,livres,1091366,,,0
780,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de léton,Hollande,56101,27361.0,1215012,livres,1091366,,,0
781,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de léton,Nord,67497,39425.0,1215012,livres,1091366,,,0
782,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Fil ; de léton,Suede,851341,332089.0,1215012,livres,1091366,,,0
783,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Filets ; d'espars,Espagne,33685,842125.0,41715,en nombre,,,,0
784,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,50,Filets ; à sardineaux,Genes,8030,201.0,41715,en nombre,,,,0
785,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Filozelle,Geneve,126224,18032.0,408975,livres,,,,0
786,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Filozelle,Suisse,282751,40393.0,408975,livres,,,,0
787,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Flambeaux,Naples,3800,1900.0,,en nombre,,,,0
788,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fleurs ; artifficielles,Genes,45000,900.0,91868,livres,55000,,,0
789,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fleurs ; artifficielles,Savoye,10000,200.0,91868,livres,55000,,,0
790,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fleurs ; de canelle,Savoye,25560,1420.0,91868,livres,28277,,,0
791,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fleurs ; de canelle,Genes,2717,151.0,91868,livres,28277,,,0
792,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fleurs ; de muscades,Hollande,6048,504.0,91868,livres,,,,0
793,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fleurs ; de souffre,Flandre,2543,10175.0,91868,livres,,,,0
794,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Foin,Allemagne,,113.0,10044,chars,,,,0
795,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Foin,Allemagne,10044,235.0,10044,charretées,,,2 qtités pour Allemagne,0
796,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Folicule de sené,Italie,58500,11700.0,110135,livres,,,,0
797,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Folicule de sené,Levant,50335,10067.0,110135,livres,,,,0
798,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Folicule de sené,Savoye,1300,260.0,110135,livres,,,,0
799,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fourures de soye,Levant,13522,9015.0,,livres,,,,0
800,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; commun,Allemagne,7568,19694.0,1746524,livres,157095,,,0
801,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; commun,Espagne,2325,6500.0,1746524,livres,157095,,,0
802,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; commun,Flandre,2229,6302.0,1746524,livres,157095,,,0
803,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; commun,Italie,6442,25337.0,1746524,livres,157095,,,0
804,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; commun,Genes,8062,20157.0,1746524,livres,157095,,,0
805,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; commun,Savoye,130469,479980.0,1746524,livres,157095,,,0
806,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; de Gruyere,Geneve,17193,57312.0,1746524,livres,444914,,,0
807,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; de Gruyere,Suisse,427721,1391222.0,1746524,livres,444914,,,0
808,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,51,Fromage ; d'Hollande,Hollande,1144515,3048969.0,1746524,livres,,,,0
809,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ;,Allemagne,4448,,1042549,,45597,,,0
810,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ;,Genes,33485,660700.0,1042549,livres,45597,,,0
811,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ;,Savoye,7664,273705.0,1042549,livres,45597,,,0
812,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Espagne,362644,1844829.0,1042549,livres,996952,,,0
813,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Flandre,20985,134520.0,1042549,livres,996952,,,0
814,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Italie,14846,77680.0,1042549,livres,996952,,,0
815,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Naples,440358,3304985.0,1042549,livres,996952,,,0
816,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Genes,62696,375340.0,1042549,livres,996952,,,0
817,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Levant,19922,99612.0,1042549,livres,996952,,,0
818,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,52,Fruits ; secs,Portugal,51680,489658.0,1042549,livres,996952,,,0
