simplification,nbr_occurences_simpl,obsolete,grains,nbr_occurences_grains
chapeaux bâtards,10,non,Pas grain (0),827454
chapeaux blancs,1,non,Pas grain (0),827454
chapeaux bordés,54,non,Pas grain (0),827454
chapeaux bordés argent et or de poil,1,non,Pas grain (0),827454
chapeaux bordés avec éléments,1,non,Pas grain (0),827454
chapeaux bordés d'argent,0,non,Pas grain (0),827454
chapeaux bordés d'argent de castor,1,non,Pas grain (0),827454
chapeaux bordés d'argent et d'or,4,non,Pas grain (0),827454
chapeaux bordés d'argent et d'or de castor,10,non,Pas grain (0),827454
chapeaux bordés d'or,8,non,Pas grain (0),827454
chapeaux bordés d'or de castor,10,non,Pas grain (0),827454
chapeaux bordés d'or de demi-castor,1,non,Pas grain (0),827454
chapeaux bordés d'or et d'argent faux communs,1,non,Pas grain (0),827454
chapeaux bordés d'or faux,3,non,Pas grain (0),827454
chapeaux bordés d'or faux de laine,2,non,Pas grain (0),827454
chapeaux bordés de castor,11,non,Pas grain (0),827454
chapeaux bordés de point d'Espagne,1,non,Pas grain (0),827454
chapeaux bordés en faux de laine,1,non,Pas grain (0),827454
chapeaux brodés,12,non,Pas grain (0),827454
chapeaux brodés d'argent,2,non,Pas grain (0),827454
chapeaux brodés d'argent de castor,4,non,Pas grain (0),827454
chapeaux brodés d'argent et d'or,1,non,Pas grain (0),827454
chapeaux brodés d'or,6,non,Pas grain (0),827454
chapeaux chinois et grosse caisse,1,non,Pas grain (0),827454
chapeaux cirés,1,non,Pas grain (0),827454
chapeaux communs,305,non,Pas grain (0),827454
chapeaux communs de laine,1,non,,13751
chapeaux communs de laine ou de poil,6,non,Pas grain (0),827454
chapeaux communs de paille,197,non,Pas grain (0),827454
chapeaux d'écorce,4,non,Pas grain (0),827454
chapeaux d'écorce d'arbre,5,non,Pas grain (0),827454
chapeaux d'écorce de bois et de paille,151,non,Pas grain (0),827454
chapeaux d'écorce de tilleul,1,non,Pas grain (0),827454
chapeaux d'écorce et de paille,21,non,Pas grain (0),827454
chapeaux d'écorce fins,1,non,Pas grain (0),827454
chapeaux d'enfant,1,non,Pas grain (0),827454
chapeaux d'osier,1,non,Pas grain (0),827454
chapeaux d'ourson,1,non,Pas grain (0),827454
chapeaux dauphins,4,non,Pas grain (0),827454
chapeaux de bois,11,non,Pas grain (0),827454
chapeaux de bois et de paille,2,non,,13751
chapeaux de castor,650,non,Pas grain (0),827454
chapeaux de castor brodés,2,non,Pas grain (0),827454
chapeaux de castor de feutre fin ou de laine,1,non,,13751
chapeaux de castor de mi-castor et de soie,1,non,,13751
chapeaux de castor et de poil,2,non,Pas grain (0),827454
chapeaux de castor fins,1,non,Pas grain (0),827454
chapeaux de castor fins et mi castor et de soie,2,non,,13751
chapeaux de castor noir,2,non,Pas grain (0),827454
chapeaux de castor unis,11,non,Pas grain (0),827454
chapeaux de castor vernis,4,non,Pas grain (0),827454
chapeaux de coton,18,non,Pas grain (0),827454
chapeaux de coupeau,2,non,Pas grain (0),827454
chapeaux de crin,1,non,Pas grain (0),827454
chapeaux de cuir,7,non,Pas grain (0),827454
chapeaux de demi-castor,601,non,Pas grain (0),827454
chapeaux de demi-vigogne,59,non,Pas grain (0),827454
chapeaux de femme,3,non,Pas grain (0),827454
chapeaux de feutre,46,non,Pas grain (0),827454
chapeaux de feutre communs,3,non,Pas grain (0),827454
chapeaux de feutre unis,1,non,Pas grain (0),827454
chapeaux de laine,417,non,Pas grain (0),827454
chapeaux de laine à nègre,10,non,Pas grain (0),827454
chapeaux de laine communs,15,non,Pas grain (0),827454
chapeaux de laine des prises,4,non,Pas grain (0),827454
chapeaux de laine et de poil,807,non,Pas grain (0),827454
chapeaux de laine unis,1,non,Pas grain (0),827454
chapeaux de loutre,5,non,Pas grain (0),827454
chapeaux de mi castor,3,non,Pas grain (0),827454
chapeaux de paille,359,non,Pas grain (0),827454
chapeaux de paille communs,3,non,Pas grain (0),827454
chapeaux de paille de riz,2,non,Pas grain (0),827454
chapeaux de paille dits garde-soleils,45,non,Pas grain (0),827454
chapeaux de paille et sparterie,31,non,Pas grain (0),827454
chapeaux de poil,66,non,Pas grain (0),827454
chapeaux de poil de laine,3,non,Pas grain (0),827454
chapeaux de poil et de laine,36,non,Pas grain (0),827454
chapeaux de satin,2,non,Pas grain (0),827454
chapeaux de soie,10,non,Pas grain (0),827454
chapeaux de taffetas,1,non,Pas grain (0),827454
chapeaux de velours,2,non,Pas grain (0),827454
chapeaux de vigogne,105,non,Pas grain (0),827454
chapeaux demi,1,non,Pas grain (0),827454
chapeaux des prises,3,non,Pas grain (0),827454
chapeaux en poil et laine,1,non,Pas grain (0),827454
chapeaux fins,11,non,Pas grain (0),827454
chapeaux fins de castor de laine ou de soie,2,non,Pas grain (0),827454
chapeaux fins de laine de castor ou de soie,3,non,Pas grain (0),827454
chapeaux fins de laine et de poil,2,non,Pas grain (0),827454
chapeaux fins de paille,3,non,Pas grain (0),827454
chapeaux fins de soie,2,non,Pas grain (0),827454
chapeaux fins des prises,1,non,Pas grain (0),827454
chapeaux garnis,3,non,Pas grain (0),827454
chapeaux gris,1,non,Pas grain (0),827454
chapeaux grossiers,9,non,Pas grain (0),827454
chapeaux grossiers d'écorce,1,non,Pas grain (0),827454
chapeaux grossiers d'écorce de paille et de sparte,10,non,Pas grain (0),827454
chapeaux grossiers d'écorce de sparte,1,non,Pas grain (0),827454
chapeaux grossiers de paille,3,non,Pas grain (0),827454
chapeaux grossiers ou fins d'écorce de paille et de sparte,1,non,Pas grain (0),827454
chapeaux Maine,2,non,Pas grain (0),827454
chapeaux neufs,4,non,Pas grain (0),827454
chapeaux non brodés de castor,2,non,Pas grain (0),827454
chapeaux ordinaires,3,non,Pas grain (0),827454
chapeaux perle,1,non,Pas grain (0),827454
chapeaux perse,3,non,Pas grain (0),827454
chapeaux poil eclayre,1,non,,13751
chapeaux poil laine,2,non,Pas grain (0),827454
chapeaux pour nègre,7,non,Pas grain (0),827454
chapeaux sortis,1,non,Pas grain (0),827454
chapeaux unis,2,non,Pas grain (0),827454
chapeaux unis et demi forme,2,non,Pas grain (0),827454
chapeaux vieux,46,non,Pas grain (0),827454
chapelets,36,non,Pas grain (0),827454
chapelets communs,1,non,Pas grain (0),827454
chapelets de bois,25,non,Pas grain (0),827454
chapelets de coco,7,non,Pas grain (0),827454
chapelets de Jérusalem,1,non,Pas grain (0),827454
chapelets de verre,5,non,Pas grain (0),827454
chapelière de castor,2,non,Pas grain (0),827454
chapellerie,6,oui,,13751
chapellerie commune de laine,1,oui,Pas grain (0),827454
chapellerie commune de laine ou de poil,1,oui,Pas grain (0),827454
chapellerie de castor,1,oui,Pas grain (0),827454
chapellerie de castor de feutre fin ou de laine,1,oui,Pas grain (0),827454
chapellerie de toutes sortes,6,oui,,13751
chapes de fer,1,non,Pas grain (0),827454
chaplas,2,non,Pas grain (0),827454
chapons,11,non,Pas grain (0),827454
chapons gras,4,non,Pas grain (0),827454
chaquelas,5,non,Pas grain (0),827454
charbon,404,non,Pas grain (0),827454
charbon d'Angleterre de terre,4,non,Pas grain (0),827454
charbon de bois,620,non,Pas grain (0),827454
charbon de bois et chènevotte,1,non,Pas grain (0),827454
charbon de bois et de terre,163,non,Pas grain (0),827454
charbon de bois ou de chènevotte,2,non,Pas grain (0),827454
charbon de bois ou de chènevotte en hectolitres,2,non,Pas grain (0),827454
charbon de bois ou de chènevotte en kilogrammes,2,non,Pas grain (0),827454
charbon de boulanger,1,non,Pas grain (0),827454
charbon de boulanger et braisette,10,non,Pas grain (0),827454
charbon de forge,1,non,,13751
charbon de pierre,61,non,Pas grain (0),827454
charbon de pin,10,non,Pas grain (0),827454
charbon de terre,1776,non,,13751
charbon de terre cargo,2,non,Pas grain (0),827454
charbon de terre en lest,1,non,,13751
charbon de terre grenier,2,non,Pas grain (0),827454
charbon de terre pour cuire chaux,14,non,Pas grain (0),827454
charbon houille,229,non,Pas grain (0),827454
charcanas,1,non,Pas grain (0),827454
chardons,13,non,Pas grain (0),827454
chardons à drapier,133,non,Pas grain (0),827454
chardons cardère,18,non,Pas grain (0),827454
chardons cardiers,12,non,Pas grain (0),827454
charfarcani,3,non,Pas grain (0),827454
chargé,32,non,Pas grain (0),827454
charge en fer-blanc,1,non,Pas grain (0),827454
charié,1,non,,13751
chariots,14,non,Pas grain (0),827454
chariots à feu,1,non,Pas grain (0),827454
chariots neufs,1,non,Pas grain (0),827454
chariots tombereaux et voitures à échelles,3,non,Pas grain (0),827454
charlotonne,2,non,Pas grain (0),827454
charnière de marbre,1,non,Pas grain (0),827454
charonies,1,non,Pas grain (0),827454
charonin,1,non,Pas grain (0),827454
charpente,3,non,Pas grain (0),827454
charpente démontée,1,non,Pas grain (0),827454
charpie,2,non,Pas grain (0),827454
charpie et drilles en feuille,2,non,Pas grain (0),827454
charrée,6,non,Pas grain (0),827454
charrettes,11,non,Pas grain (0),827454
charrettes neuves,1,non,Pas grain (0),827454
charrettes vieilles,1,non,Pas grain (0),827454
charrues,21,non,Pas grain (0),827454
charrues de fer,1,non,Pas grain (0),827454
chasse-mouches,1,non,Pas grain (0),827454
châssis de bois,1,non,Pas grain (0),827454
chasuble,9,non,Pas grain (0),827454
châtaignes,1001,non,Substituts (4),6986
châtaignes biscuites,11,non,Pas grain (0),827454
châtaignes blanches,16,non,Substituts (4),6986
châtaignes confites,1,non,Substituts (4),6986
châtaignes et marrons,108,non,Substituts (4),6986
châtaignes et marrons et noix,8,non,Substituts (4),6986
châtaignes et marrons frais,11,non,Substituts (4),6986
châtaignes et noix,2,non,Substituts (4),6986
châtaignes fraîches,28,non,Substituts (4),6986
châtaignes fraîches et marrons frais,18,non,Substituts (4),6986
châtaignes sèche,18,non,Substituts (4),6986
châtaignes sèches,43,non,Substituts (4),6986
châtaigniers,1,non,Pas grain (0),827454
chateis,1,non,Pas grain (0),827454
chatons,1,non,Pas grain (0),827454
chau ???,1,non,Pas grain (0),827454
chaud,1,non,Pas grain (0),827454
chaud de cuivre,1,non,Pas grain (0),827454
chaudière,2,non,Pas grain (0),827454
chaudière à brai,1,non,Pas grain (0),827454
chaudière à distiller,2,non,Pas grain (0),827454
chaudière à guildives,3,non,Pas grain (0),827454
chaudière à nègre,1,non,Pas grain (0),827454
chaudière à sucre,6,non,Pas grain (0),827454
chaudière de cuivre,70,non,Pas grain (0),827454
chaudière de cuivre à sucre,1,non,Pas grain (0),827454
chaudière de cuivre et sa serpentine,1,non,Pas grain (0),827454
chaudière de cuivre et ustensiles,1,non,Pas grain (0),827454
chaudière de cuivre grande,1,non,Pas grain (0),827454
chaudière de cuivre jaune,1,non,Pas grain (0),827454
chaudière de cuivre rouge et foudre de cuivre rouge,2,non,Pas grain (0),827454
chaudière de fer,145,non,Pas grain (0),827454
chaudière de fer et marmites de fer,1,non,Pas grain (0),827454
chaudière de fonte,31,non,Pas grain (0),827454
chaudière de fonte et marmites de fonte,5,non,Pas grain (0),827454
chaudière de marmites de potin,2,non,Pas grain (0),827454
chaudière de patine,1,non,Pas grain (0),827454
chaudière de potier,1,non,Pas grain (0),827454
chaudière de potin,4,non,Pas grain (0),827454
chaudière et marmites de ???,4,non,Pas grain (0),827454
chaudière et marmites et étuve de fonte,5,non,Pas grain (0),827454
chaudron,3,non,Pas grain (0),827454
chaudron d'airain,2,non,Pas grain (0),827454
chaudron de cuivre,175,non,Pas grain (0),827454
chaudron de cuivre et bassin de cuivre,1,non,Pas grain (0),827454
chaudron de cuivre et neptune de cuivre,1,non,Pas grain (0),827454
chaudron de cuivre jaune,4,non,Pas grain (0),827454
chaudron de cuivre pour l'entrepôt de la Compagnie de Guinée,1,non,Pas grain (0),827454
chaudron de cuivre rouge,3,non,Pas grain (0),827454
chaudron de fer,3,non,Pas grain (0),827454
chaudron de potin,1,non,Pas grain (0),827454
chauffe-pieds,32,non,Pas grain (0),827454
chauffe-pieds garnis,1,non,Pas grain (0),827454
chaufferettes,1,non,Pas grain (0),827454
chaufferettes de bois,1,non,Pas grain (0),827454
chauffeur,1,non,Pas grain (0),827454
chausse-pieds,34,non,Pas grain (0),827454
chausse-pieds avec leurs terrasses,1,non,Pas grain (0),827454
chausseterie,1,non,Pas grain (0),827454
chaussetterie de laine,1,non,Pas grain (0),827454
chaussettes,15,non,Pas grain (0),827454
chaussettes de coton,2,non,Pas grain (0),827454
chaussettes de fil,119,non,Pas grain (0),827454
chaussettes de fil par paires,0,oui,Pas grain (0),827454
chaussettes de toile,3,non,Pas grain (0),827454
chaussons de carisee et drap à laver maison,3,non,Pas grain (0),827454
chaussons de fil,2,non,Pas grain (0),827454
chaussons de laine,3,non,Pas grain (0),827454
chaussons de laine de Ségovie,1,non,Pas grain (0),827454
chaussures pour tisserand,1,non,Pas grain (0),827454
chaux,691,non,Pas grain (0),827454
chaux à bâtir,4,non,Pas grain (0),827454
chaux calcinée ou cuite,2,non,Pas grain (0),827454
chaux en pierre ou éteinte,1,non,Pas grain (0),827454
chaux et cendre,1,non,Pas grain (0),827454
chaux et cendre de chaux mêlées,4,non,Pas grain (0),827454
chaux et plâtre et ciment,48,non,Pas grain (0),827454
chaux éteinte,15,non,Pas grain (0),827454
chaux fondue,4,non,Pas grain (0),827454
chaux vive,17,non,Pas grain (0),827454
chavonis,3,non,Pas grain (0),827454
chelöes,2,non,Pas grain (0),827454
cheminée de marbre,5,non,Pas grain (0),827454
cheminée de pierre de lierre,1,non,Pas grain (0),827454
cheminée en fonte,1,non,,13751
cheminée statues etc.,2,non,Pas grain (0),827454
chemise à étoupes,1,non,,13751
chemises,214,non,Pas grain (0),827454
chemises à fumer,1,non,Pas grain (0),827454
chemises à nègre,83,non,Pas grain (0),827454
chemises assorties,2,non,Pas grain (0),827454
chemises blanches ouvrées,1,non,Pas grain (0),827454
chemises bleues,2,non,Pas grain (0),827454
chemises bretonnes,69,non,Pas grain (0),827454
chemises bretonnes garnies,1,non,Pas grain (0),827454
chemises bretonnes unies,1,non,Pas grain (0),827454
chemises brodées,3,non,Pas grain (0),827454
chemises communes,73,non,Pas grain (0),827454
chemises communes non garnies,1,non,Pas grain (0),827454
chemises communes unies,1,non,Pas grain (0),827454
chemises d'homme,2,non,Pas grain (0),827454
chemises de batiste,1,non,Pas grain (0),827454
chemises de Bretagne,5,non,Pas grain (0),827454
chemises de chanvre de Riello,1,non,Pas grain (0),827454
chemises de coton,1,non,Pas grain (0),827454
chemises de fil de coton,1,non,Pas grain (0),827454
chemises de grosse toile à nègre,3,non,Pas grain (0),827454
chemises de Laval,3,non,Pas grain (0),827454
chemises de lin,18,non,Pas grain (0),827454
chemises de lin garnies,4,non,Pas grain (0),827454
chemises de lin garnies de batiste,1,non,Pas grain (0),827454
chemises de lin garnies unies,3,non,Pas grain (0),827454
chemises de nègre,1,non,Pas grain (0),827454
chemises de siamoise,1,non,Pas grain (0),827454
chemises de soldat,1,non,Pas grain (0),827454
chemises de toile,7,non,Pas grain (0),827454
chemises de toile bleue,1,non,Pas grain (0),827454
chemises de toile bretonne,4,non,Pas grain (0),827454
chemises de toile communes,2,non,Pas grain (0),827454
chemises de toile de Bretagne,11,non,Pas grain (0),827454
chemises de toile de Bretagne diverses,1,non,Pas grain (0),827454
chemises de toile de Bretagne garnies,2,non,Pas grain (0),827454
chemises de toile de Bretagne rayée,1,non,Pas grain (0),827454
chemises de toile de coton,4,non,Pas grain (0),827454
chemises de toile de Laval,2,non,Pas grain (0),827454
chemises de toile de Laval garnies,1,non,Pas grain (0),827454
chemises de toile de lin,17,non,Pas grain (0),827454
chemises de toile de lin garnies,6,non,Pas grain (0),827454
chemises de toile de Morlaix,1,non,Pas grain (0),827454
chemises de toile de Saint-Jean,1,non,Pas grain (0),827454
chemises de toile garnies,1,non,Pas grain (0),827454
chemises de toile guingans,20,non,Pas grain (0),827454
chemises de toile rayée,2,non,Pas grain (0),827454
chemises fines,37,non,Pas grain (0),827454
chemises garnies,243,non,Pas grain (0),827454
chemises garnies de Batiste,2,non,Pas grain (0),827454
chemises garnies de mousseline,4,non,Pas grain (0),827454
chemises garnies de paille,1,non,Pas grain (0),827454
chemises garnies et fines,3,non,Pas grain (0),827454
chemises garnies pour femme,1,non,Pas grain (0),827454
chemises garnies pour homme,1,non,Pas grain (0),827454
chemises grosses,1,non,Pas grain (0),827454
chemises grosses de toile à nègre,3,non,Pas grain (0),827454
chemises moins communes,2,non,Pas grain (0),827454
chemises neutres,1,non,Pas grain (0),827454
chemises neuves,8,non,Pas grain (0),827454
chemises non garnies,4,non,Pas grain (0),827454
chemises ordinaires,1,non,Pas grain (0),827454
chemises ouvrées,1,non,,13751
chemises pour homme,2,non,Pas grain (0),827454
chemises pour homme communes,1,non,Pas grain (0),827454
chemises pour soldat,1,non,Pas grain (0),827454
chemises royales,1,non,Pas grain (0),827454
chemises unies,91,non,Pas grain (0),827454
chemises vieilles,9,non,Pas grain (0),827454
chemisettes,2,non,Pas grain (0),827454
chemisier,1,non,Pas grain (0),827454
chemisons garnis,1,non,Pas grain (0),827454
chêne en blocs,1,non,Pas grain (0),827454
chenets de fer,1,non,Pas grain (0),827454
chenille,1,non,Pas grain (0),827454
chenille au quart,1,non,Pas grain (0),827454
chenille de bois,5,non,Pas grain (0),827454
chenille de chêne,3,non,Pas grain (0),827454
chenille de flavret,1,non,Pas grain (0),827454
chenille de soie,18,non,Pas grain (0),827454
cheval de bois,1,non,Pas grain (0),827454
chévaque,0,non,Pas grain (0),827454
chevaux,698,non,Pas grain (0),827454
chevaux à bas prix,20,non,Pas grain (0),827454
chevaux à haut prix,11,non,Pas grain (0),827454
chevaux à moyen prix,7,non,Pas grain (0),827454
chevaux anglais,1,non,Pas grain (0),827454
chevaux arabes,1,non,Pas grain (0),827454
