simplification,nbr_occurences_simpl,beaver,obsolete,nbr_occurences_beaver
graine forestale,2,No link with beaver,non,554828
graine forestale et de pastel et de garance,2,No link with beaver,non,554828
graine grainette,2,No link with beaver,non,554828
graine grasse,66,No link with beaver,non,554828
graine huile d'olive,1,No link with beaver,non,554828
graine jaune,226,No link with beaver,non,554828
graine jaune d'Avignon,68,No link with beaver,non,554828
graine jaune d'Avignon ou nerprun,19,No link with beaver,non,554828
graine jaune de laitue,1,No link with beaver,non,554828
graine jaune dit wauwe,1,No link with beaver,non,554828
graine jaune longue,1,No link with beaver,non,554828
graine longue,67,No link with beaver,non,554828
graine menue,1,No link with beaver,non,554828
graine metillon,1,No link with beaver,non,554828
graine pour teinture,17,No link with beaver,non,554828
graine rouge,3,No link with beaver,non,554828
graine triole,1,No link with beaver,non,554828
graine truffe,1,No link with beaver,non,554828
graine vermillon,1,No link with beaver,non,554828
graine verte,2,No link with beaver,non,554828
graine vieille de lin,2,No link with beaver,non,554828
graines de lupin et légumes secs,2,No link with beaver,non,554828
grainette,4,No link with beaver,non,554828
grainette d'Avignon,1,No link with beaver,non,554828
grainette jaune,2,No link with beaver,non,554828
grains,7,No link with beaver,non,554828
grains à chapelets,3,No link with beaver,non,554828
grains ails,3,No link with beaver,non,554828
grains autre que céréales,2,No link with beaver,non,554828
grains avoine,70,No link with beaver,non,554828
grains avoine et froment,1,No link with beaver,non,554828
grains baillarge,1,No link with beaver,non,554828
grains blé,292,No link with beaver,non,554828
grains blé de Turquie,2,No link with beaver,non,554828
grains blé et autre grain,140,No link with beaver,non,554828
grains blé et autres,56,No link with beaver,non,554828
grains blé et froment,2,No link with beaver,non,554828
grains blé et riz,9,No link with beaver,non,554828
grains blé mercit,1,No link with beaver,non,554828
grains blé mescli,1,No link with beaver,non,554828
grains cuscute,2,No link with beaver,non,554828
grains d'Avignon,1,No link with beaver,non,554828
grains d'Espagne,34,No link with beaver,non,554828
grains d'Inde,71,No link with beaver,non,554828
grains de cire,19,No link with beaver,non,554828
grains de cire blanche,4,No link with beaver,non,554828
grains de coton,1,No link with beaver,non,554828
grains de la Corse,1,No link with beaver,non,554828
grains de lin,5,No link with beaver,non,554828
grains de millet gros,1,No link with beaver,non,554828
grains de plomb,20,No link with beaver,non,554828
grains de prune,2,No link with beaver,non,554828
grains de Riga,2,No link with beaver,non,554828
grains de séné,1,No link with beaver,non,554828
grains de trèfle,1,No link with beaver,non,554828
grains de verre,29,No link with beaver,non,554828
grains de verre à chapelet,1,No link with beaver,non,554828
grains divers,57,No link with beaver,non,554828
grains dur à tailler,2,No link with beaver,non,554828
grains en advestures de toute espèce,1,No link with beaver,non,554828
grains épeautre,3,No link with beaver,non,554828
grains farine fromage etc.,1,No link with beaver,non,554828
grains froment,1836,No link with beaver,non,554828
grains froment de la Corse,1,No link with beaver,non,554828
grains froment en gerbe,1,No link with beaver,non,554828
grains froment et méteil,1,No link with beaver,non,554828
grains froment par Bayonne et Marseille,1,No link with beaver,non,554828
grains froment par Marseille,3,No link with beaver,non,554828
grains froment seigle,1,No link with beaver,non,554828
grains grenaille,2,No link with beaver,non,554828
grains maïs,115,No link with beaver,non,554828
grains maïs par Marseille,1,No link with beaver,non,554828
grains maïs seigle,2,No link with beaver,non,554828
grains menu,1,No link with beaver,non,554828
grains méteil,49,No link with beaver,non,554828
grains métillon,1,No link with beaver,non,554828
grains métillon en gerbe,1,No link with beaver,non,554828
grains millet,309,No link with beaver,non,554828
grains millet gros,3,No link with beaver,non,554828
grains millet ordinaire,1,No link with beaver,non,554828
grains mondé et perlé,8,No link with beaver,non,554828
grains orge,745,No link with beaver,non,554828
grains orge en gerbe,1,No link with beaver,non,554828
grains orge et soucrion,2,No link with beaver,non,554828
grains orge et soucrion en gerbe,1,No link with beaver,non,554828
grains orge germé,18,No link with beaver,non,554828
grains orge paillarge,1,No link with beaver,non,554828
grains orge par Marseille,1,No link with beaver,non,554828
grains orge perlé et mondé,30,No link with beaver,non,554828
grains petits,1,No link with beaver,non,554828
grains riz,2065,No link with beaver,non,554828
grains sarrasin,53,No link with beaver,non,554828
grains seigle,611,No link with beaver,non,554828
grains seigle avarié,1,No link with beaver,non,554828
grains seigle en gerbe,1,No link with beaver,non,554828
grains seigle en gerbes,1,No link with beaver,non,554828
grains seigle et blé,1,No link with beaver,non,554828
grains seigle par Marseille,1,No link with beaver,non,554828
grains soucrillon,7,No link with beaver,non,554828
graisse,334,No link with beaver,non,554828
graisse à chapeler,1,No link with beaver,non,554828
graisse blanche,2,No link with beaver,non,554828
graisse d'autruche,1,No link with beaver,non,554828
graisse d'oint,1,No link with beaver,non,554828
graisse d'ours,2,"beaver, etc. raw material",non,2246
graisse de baleine,2,No link with beaver,non,554828
graisse de bœuf,1,,non,2639
graisse de boucherie,51,No link with beaver,non,554828
graisse de cacao,1,No link with beaver,non,554828
graisse de chanvre,3,No link with beaver,non,554828
graisse de cheval d'ours et de pied de bœuf,3,No link with beaver,non,554828
graisse de cire,1,No link with beaver,non,554828
graisse de cochon,6,No link with beaver,non,554828
graisse de gras de peau,6,No link with beaver,non,554828
graisse de jardin,1,No link with beaver,non,554828
graisse de mouton,5,No link with beaver,non,554828
graisse de pied de bœuf,1,No link with beaver,non,554828
graisse de poisson,11,No link with beaver,non,554828
graisse de poisson de pêche étrangère,1,No link with beaver,non,554828
graisse de poisson de pêche française,2,No link with beaver,non,554828
graisse de poisson des pays hors d'Europe,1,No link with beaver,non,554828
graisse de porcs,111,No link with beaver,non,554828
graisse de tasson et autres,1,No link with beaver,non,554828
graisse de toute sorte sauf graisse de bœuf d'ours de gras de peau et suif brut,2,No link with beaver,non,554828
graisse de toute sorte sauf graisse de cheval d'ours de gras de peau et suif brut,1,No link with beaver,non,554828
graisse de toute sorte sauf gras de peau et suif brut,2,No link with beaver,non,554828
graisse douce,3,No link with beaver,non,554828
graisse douce de cochon,1,No link with beaver,non,554828
graisse et chair salée de porcs,1,No link with beaver,non,554828
graisse et suif,1,No link with beaver,non,554828
graisse fine,2,No link with beaver,non,554828
graisse fondue,1,No link with beaver,non,554828
graisse salée,1,No link with beaver,non,554828
grande voile de vaisseaux,2,No link with beaver,non,554828
granille de cochenille,44,No link with beaver,non,554828
granit,1,No link with beaver,non,554828
grannette de coton,1,No link with beaver,non,554828
graphite,7,No link with beaver,non,554828
grappins,4,No link with beaver,non,554828
grappins de fer,56,No link with beaver,non,554828
gras de tours,1,No link with beaver,non,554828
gras rouge,1,No link with beaver,non,554828
gras-double,7,No link with beaver,non,554828
grattes,1,No link with beaver,non,554828
grattes en fer,2,No link with beaver,non,554828
grattoirs,3,No link with beaver,non,554828
grattoirs de fer,1,No link with beaver,non,554828
gravelée,152,No link with beaver,non,554828
gravelée potasse et védasse,139,No link with beaver,non,554828
gravelle,17,No link with beaver,non,554828
gravures,2,No link with beaver,non,554828
gravures encadrées,1,No link with beaver,non,554828
gravures et lithographies,2,No link with beaver,non,554828
gravures noires ou coloriées,6,No link with beaver,non,554828
gravures peintures et sculptures,54,No link with beaver,non,554828
grèles,1,No link with beaver,non,554828
grèles à café,1,No link with beaver,non,554828
grelin,6,No link with beaver,non,554828
grelots,52,No link with beaver,non,554828
grelots de cuivre,60,No link with beaver,non,554828
grelots de laiton,1,No link with beaver,non,554828
grelots et sonnettes,1,No link with beaver,non,554828
grenade,37,No link with beaver,non,554828
grenade à feu,1,No link with beaver,non,554828
grenade de coton,1,No link with beaver,non,554828
grenade de fer,13,No link with beaver,non,554828
grenade de Florence,1,No link with beaver,non,554828
grenade étoffe,2,No link with beaver,non,554828
grenade fruit,7,No link with beaver,non,554828
grenade pour la Compagnie des Indes,1,No link with beaver,non,554828
grenades de fonte,1,No link with beaver,non,554828
grenadier et laurier et jasmin etc,2,No link with beaver,non,554828
grenaille,7,No link with beaver,non,554828
grenaille d'acier et de fer,1,No link with beaver,non,554828
grenaille de cochenille,3,No link with beaver,non,554828
grenat,15,No link with beaver,non,554828
grenat et rubis,1,No link with beaver,non,554828
grenat faux,2,No link with beaver,non,554828
grenat faux et autres pierres fausses non montées,1,No link with beaver,non,554828
grenat fin,3,No link with beaver,non,554828
grenat fin monté,1,No link with beaver,non,554828
grenat fin non monté,1,No link with beaver,non,554828
grès,2,No link with beaver,non,554828
grès à laver,4,No link with beaver,non,554828
grès en pavé,3,No link with beaver,non,554828
grès rouge,1,No link with beaver,non,554828
grignon,5,No link with beaver,oui,554828
grillages,1,No link with beaver,non,554828
grillages de fer,2,No link with beaver,non,554828
grillages en fer,1,No link with beaver,non,554828
grilles,1,No link with beaver,non,554828
grilles de fer,56,No link with beaver,non,554828
grilles de fer à moulins à sucre,1,No link with beaver,non,554828
grilles de fer de fonte,4,No link with beaver,non,554828
grilles de fer pour moulins à sucre,1,No link with beaver,non,554828
grilles et tambours de fer,1,No link with beaver,non,554828
grillons,1,No link with beaver,non,554828
grillons de fonte,1,No link with beaver,non,554828
grinza,1,No link with beaver,non,554828
gris,3,No link with beaver,non,554828
grisette,60,No link with beaver,non,554828
grisette de Flandre,1,No link with beaver,non,554828
grisette de laine,2,No link with beaver,non,554828
grisette de soie,10,No link with beaver,non,554828
grisons,2,No link with beaver,non,554828
grives,3,No link with beaver,non,554828
groisil,1,No link with beaver,non,554828
groisil de verre,2,No link with beaver,non,554828
groison,2,No link with beaver,non,554828
gros de Naples,1,No link with beaver,non,554828
gros de Tours,5,No link with beaver,non,554828
gros rouge,5,No link with beaver,non,554828
gros tors,2,No link with beaver,non,554828
groseille,1,No link with beaver,non,554828
grosgrain,1,No link with beaver,non,554828
grosil,24,No link with beaver,non,554828
grosse de soie,1,No link with beaver,non,554828
gruau,285,No link with beaver,non,554828
gruau d'avoine,1,No link with beaver,non,554828
gruau de grains comestible,2,No link with beaver,non,554828
gruau de grains sarrasin,1,No link with beaver,non,554828
gruau de millet,1,No link with beaver,non,554828
gruau et fécule,6,No link with beaver,non,554828
gruyère,3,No link with beaver,non,554828
guajocum utilisé pour traiter la syphilis,1,No link with beaver,non,554828
guéridon,5,No link with beaver,non,554828
guéridon de sapin,1,No link with beaver,non,554828
guéridon et tables,1,No link with beaver,non,554828
guéridon peint,2,No link with beaver,non,554828
guêtres,18,No link with beaver,non,554828
guêtres de coton,1,No link with beaver,non,554828
guêtres de cuir,3,No link with beaver,non,554828
guêtres de toile,3,No link with beaver,non,554828
gueuse de fer,1,No link with beaver,non,554828
guftas,1,No link with beaver,non,554828
guidive des prises,1,No link with beaver,non,554828
guignolet en ratafia,4,No link with beaver,non,554828
guignolet en ratafia de cerise,3,No link with beaver,non,554828
guildive,16,No link with beaver,non,554828
guin ???,1,No link with beaver,non,554828
guina,1,No link with beaver,non,554828
guincastafs,2,No link with beaver,non,554828
guindeaux,2,No link with beaver,non,554828
guinée,181,No link with beaver,non,554828
guinée blanche,92,No link with beaver,non,554828
guinée blanche des Indes,4,No link with beaver,non,554828
guinée blanche et bleue,1,No link with beaver,non,554828
guinée blanche et bleue des Indes,4,No link with beaver,non,554828
guinée blanche ordinaire,2,No link with beaver,non,554828
