goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
ouvrages de damier,2,,non,483234
ouvrages de drap,1,,non,483234
ouvrages de faïence,7,,non,483234
ouvrages de fer,1104,Hardware,non,6509
ouvrages de fer de plomb,1,,non,483234
ouvrages de fer et de fonte,1,,non,483234
ouvrages de fer et ouvrages de jonc,7,Hardware,non,6509
ouvrages de fer noir,1,,non,483234
ouvrages de fer pour maréchal,1,,non,483234
ouvrages de fer simples,1,,non,483234
ouvrages de fer tôle ou fer-blanc,5,,non,483234
ouvrages de fer-blanc,68,Hardware,non,6509
ouvrages de fer-blanc et tôle vernie,29,,non,483234
ouvrages de fer-blanc ou fer tôle,2,,non,483234
ouvrages de feutres,3,,non,483234
ouvrages de fil,4,,non,483234
ouvrages de fil en filoselle,1,,non,483234
ouvrages de fil en galon,2,,non,483234
ouvrages de filoselle,8,,non,483234
ouvrages de filoselle en ruban,1,,non,483234
ouvrages de filoselle et de soie,1,,non,483234
ouvrages de fleuret,8,,non,483234
ouvrages de fleurs,6,,non,483234
ouvrages de fleurs artificielle,5,,non,483234
ouvrages de fondeur,3,,non,483234
ouvrages de fonte,158,Hardware,non,6509
ouvrages de fourreurs,2,,non,483234
ouvrages de grès,1,,non,483234
ouvrages de jais,12,,non,483234
ouvrages de jaspe,17,,non,483234
ouvrages de jonc,108,,non,483234
ouvrages de jonc et de paille,2,,non,483234
ouvrages de jonc et sparterie,2,,non,483234
ouvrages de jouets en malles,1,,non,483234
ouvrages de laine,3,Lainage,non,9492
ouvrages de laine et soie,1,,non,483234
ouvrages de laiton,123,,non,483234
ouvrages de liège,11,,non,483234
ouvrages de linge,5,,non,483234
ouvrages de mandrier,1,,non,483234
ouvrages de marbre,412,,non,483234
ouvrages de marbre à jouer,2,,non,483234
ouvrages de marbre et cuivre doré,2,,non,483234
ouvrages de marbre et ouvrages d'albâtre,29,,non,483234
ouvrages de marqueterie,1,,non,483234
ouvrages de mécanique,11,,non,483234
ouvrages de menuiserie,2,,non,483234
ouvrages de menuiserie simple,1,,non,483234
ouvrages de menuisier,2,,non,483234
ouvrages de métal,2,,non,483234
ouvrages de métal frappé et moulu,2,,non,483234
ouvrages de mi soie,1,,non,483234
ouvrages de mode,0,Modes,oui,32
ouvrages de mode et porcelaine,1,,non,483234
ouvrages de modes,381,,non,483234
ouvrages de paille,8,,non,483234
ouvrages de paille pour chapeaux,3,,non,483234
ouvrages de palme,0,,oui,483234
ouvrages de palmes,3,,non,483234
ouvrages de papeterie,1,,non,483234
ouvrages de pâte,1,,non,483234
ouvrages de peau,52,,non,483234
ouvrages de peaux,3,,non,483234
ouvrages de peaux d'oigneaux,1,,non,483234
ouvrages de peaux de daim,1,,non,483234
ouvrages de peaux diverses,1,,non,483234
ouvrages de peaux outres pleines,2,,non,483234
ouvrages de physique,1,,non,483234
ouvrages de pierre,10,,non,483234
ouvrages de pierre autre que chiques,2,,non,483234
ouvrages de pierres de jais,1,,non,483234
ouvrages de pierres de jayet,1,,non,483234
ouvrages de plâtre,8,,non,483234
ouvrages de plâtre en figure,2,,non,483234
ouvrages de plomb,44,,non,483234
ouvrages de plumes,14,,non,483234
ouvrages de plumes d'autruche,12,,non,483234
ouvrages de poterie,2,"Porcelaine, Fayance, Poterie",non,4613
ouvrages de potin,1,,non,483234
ouvrages de sapementier,0,,oui,483234
ouvrages de sapin,1,,non,483234
ouvrages de sellier de toute sorte,1,,non,483234
ouvrages de serrurerie,63,,non,483234
ouvrages de serrurerie de fer,65,,non,483234
ouvrages de serrurerie en ressorts de voiture,1,,non,483234
ouvrages de soie,80,,non,483234
ouvrages de soie et dorure,3,,non,483234
ouvrages de soulier couverts en étoffe de soie pour femme,4,,non,483234
ouvrages de Spa,2,,non,483234
ouvrages de Spa en bois verni,1,,non,483234
ouvrages de sparterie,44,,non,483234
ouvrages de sparterie commune cordage de jonc paille roseaux et écorce de bois,10,,non,483234
ouvrages de sparterie commune et cordage de jonc ...,20,,non,483234
ouvrages de tabac,13,,non,483234
ouvrages de tabletterie,101,Hardware,non,6509
ouvrages de taillandier,6,,non,483234
ouvrages de terre,13,,non,483234
ouvrages de terre cuite,109,,non,483234
ouvrages de terre en postures,1,,non,483234
ouvrages de toile,18,,non,483234
ouvrages de toile pour linge de table,1,,non,483234
ouvrages de tôle,1,,non,483234
ouvrages de tonnelier,20,,non,483234
ouvrages de tonnelier en feuilles,1,,non,483234
ouvrages de tonnellerie,3,,non,483234
ouvrages de tourneur,16,,non,483234
ouvrages de vannerie de bois et d'osier,19,,non,483234
ouvrages de verre,11,,non,483234
ouvrages de verre en ???,4,,non,483234
ouvrages de verre en bossage,1,Glaces et Verrerie,non,4759
ouvrages de verre en rasade,0,Glaces et Verrerie,oui,4759
ouvrages de verre en rassades,8,,non,483234
ouvrages de verres,21,,non,483234
ouvrages de zinc,2,,non,483234
ouvrages devant,1,,non,483234
ouvrages divers,322,,non,483234
ouvrages divers d'étain,3,,non,483234
ouvrages dorés,1,,non,483234
ouvrages dorés argentés et plaqués,20,,non,483234
ouvrages dorure fausse,58,,non,483234
ouvrages en argenture et dorure,1,,non,483234
ouvrages en brique vernissée,1,,non,483234
ouvrages en cheveux,2,,non,483234
ouvrages en cuivre plaqué doré et argenté,38,,non,483234
ouvrages en dorure,4,,non,483234
ouvrages en dorure argent faux,1,,non,483234
ouvrages en dorure fil d'argent,1,,non,483234
ouvrages en dorure fine,30,,non,483234
ouvrages en dorure sur soie,1,,non,483234
ouvrages en esparballe,1,,non,483234
ouvrages en fleurs artificielles,47,,non,483234
ouvrages en futaillerie et de Saint-Claude,1,,non,483234
ouvrages en harnais et sellerie,33,,non,483234
ouvrages en ivoire et écaille,2,,non,483234
ouvrages en lames à couvrir,1,,non,483234
ouvrages en marbre,4,,non,483234
ouvrages en métal,1,Hardware,non,6509
ouvrages en métal et fer,1,Hardware,non,6509
ouvrages en métaux communs argentés dorés plaqués vernissés,4,,non,483234
ouvrages en métaux communs plaqués,2,,non,483234
ouvrages en nacre de perle,1,,non,483234
ouvrages en nattes de bois,1,,non,483234
ouvrages en nattes de Moscovie,1,,non,483234
ouvrages en passementerie ordinaire,13,,non,483234
ouvrages en pierres,8,,non,483234
ouvrages en plomb,0,,oui,483234
ouvrages en poil autres que le tissu,2,,non,483234
ouvrages en terre cuite,86,,non,483234
ouvrages en tôle vernie,4,,non,483234
ouvrages et ornements pour une église,1,,non,483234
ouvrages et outils d'horlogerie,1,,non,483234
ouvrages paniers d'osier,0,,oui,483234
ouvrages pantoufles,2,,non,483234
ouvrages riches et divers,2,,non,483234
ouvrages tricotés pour vestes camisoles et culottes,2,,non,483234
oxyde d'étain et de fer,4,,non,483234
oxyde de cuivre,1,,non,483234
oxyde de manganèse,2,,non,483234
oxyde de plomb,1,,non,483234
oxyde de zinc blanc,1,,non,483234
oxyde de zinc blanc ou gris,2,,non,483234
oxyde de zinc gris cendré,1,,non,483234
P ???,1,,non,483234
packlaeken,2,,non,483234
packlaeken blanc,2,,non,483234
packlaeken teint,2,,non,483234
padoux,30,,non,483234
padoux de fil,17,,non,483234
padoux de fleuret et soie,1,,non,483234
padoux de laine,1,,non,483234
paesures,1,,non,483234
pagas,1,,non,483234
pagne,11,,non,483234
paillasses,1,,non,483234
paillassons et tapis de sol,1,,non,483234
paille,115,,non,483234
paille d'herbe,2,,non,483234
paille de foin,1,,non,483234
paille de lin,5,,non,483234
paille dite chaume à couvrir toits,1,,non,483234
paille et herbes de pâturage,3,,non,483234
paille hachée,1,,non,483234
paille pour chaise,1,,non,483234
paillers d'espars,4,,non,483234
pailles de bois,1,,non,483234
paillettes d' ???,1,,non,483234
paillettes d'argent,1,,non,483234
paillettes d'or,3,,non,483234
paillettes d'or fin et paillous d'or fin,2,,non,483234
pain,9,,non,483234
pain ?,1,,non,483234
pain à cacheter,31,,non,483234
pain à castille,2,,non,483234
pain d'épice,147,,non,483234
pain d'épice et pâtisserie,2,,non,483234
pain de cire blanche,2,,non,483234
pain de colza et de lin et de navette,1,,non,483234
pain de graine de lin,2,,non,483234
pain de graine de lin et de navette,2,,non,483234
pain de navette,157,,non,483234
pain de navette en poudre,1,,non,483234
pain de navettes,2,,non,483234
paires de poulets,1,,non,483234
palangre,11,,non,483234
palatine,20,,non,483234
palatine avec argent,1,,non,483234
palatine de chenille,1,,non,483234
palatine de peau de grèbe,1,,non,483234
palatine de soie,7,,non,483234
palatine et coiffures de gaze,1,,non,483234
palenas,1,,non,483234
paliacates,3,,non,483234
palins,1,,non,483234
palma christi,0,,oui,483234
Palma Christi,1,,non,483234
palme,12,,non,483234
palme en feuilles,78,,non,483234
palme pour balais,1,,non,483234
palun,12,,non,483234
panade,1,,non,483234
panetons,2,,non,483234
panier,0,,oui,483234
panier à chauffer,0,,oui,483234
panier à couvrir de terre cuite,0,,oui,483234
panier à ouvrages,0,,oui,483234
panier d'espars,0,,oui,483234
panier d'habit,0,,oui,483234
panier d'habit de crin,0,,oui,483234
panier d'olives,0,,oui,483234
panier d'orseille,0,,oui,483234
panier d'oseille,0,,oui,483234
panier d'osier,0,,oui,483234
panier d'osier petit,0,,oui,483234
panier de caudré,0,,oui,483234
panier de coudre,0,,oui,483234
panier de cuivre,0,,oui,483234
panier de femme,0,,oui,483234
panier de fer,0,,oui,483234
panier de foudre,0,,oui,483234
panier de jonc,0,,oui,483234
paniers,4,,non,483234
paniers à chauffer,1,,non,483234
paniers à couvrir de terre cuite,1,,non,483234
paniers à ouvrages,1,,non,483234
paniers d'espars,1,,non,483234
paniers d'habit,5,,non,483234
paniers d'habit de crin,1,,non,483234
paniers d'olives,1,,non,483234
paniers d'orseille,1,,non,483234
paniers d'oseille,1,,non,483234
paniers d'osier,101,,non,483234
paniers d'osier petit,1,,non,483234
paniers de caudré,1,,non,483234
paniers de coudre,7,,non,483234
paniers de cuivre,1,,non,483234
paniers de femme,4,,non,483234
paniers de fer,1,,non,483234
paniers de foudre,1,,non,483234
paniers de jonc,2,,non,483234
paniers pour femme,2,,non,483234
panine,15,,non,483234
panine de soie,28,,non,483234
panis à cachette,2,,non,483234
panne,116,,non,483234
panne à couvrir,4,,non,483234
panne ciselée,2,,non,483234
panne d'Amiens,8,,non,483234
panne de coton,1,,non,483234
panne de laine,31,,non,483234
panne de laine et de long poil,1,,non,483234
panne de laine et de poil,4,,non,483234
panne de laine et peluche de laine,1,,non,483234
panne de laine ficelée,1,,non,483234
panne de poil,38,,non,483234
panne de poil longue,1,,non,483234
panne de soie,94,,non,483234
panne de velours,1,,non,483234
panne de velours sur soie,1,,non,483234
panne des prises,2,,non,483234
panne écarlate,5,,non,483234
panne en peluches et tripe aune,2,,non,483234
Panne en peluches et tripe aune,0,,oui,483234
panne en poil,5,,non,483234
panne imprimée,2,,non,483234
panne laine et poil,2,,non,483234
panne ordinaire,7,,non,483234
panne peluches et tripe,2,,non,483234
panne poil,1,,non,483234
panne rouge,1,,non,483234
panneaux,14,,non,483234
panneaux de bois,1,,non,483234
pans à couvrir de terre cuite,3,,non,483234
pantalons,1,,non,483234
pantalons de soie,1,,non,483234
pantoufles,4,,non,483234
pantoufles brodées,2,,non,483234
pantoufles brodées pour femme,1,,non,483234
pantoufles de cuir,2,,non,483234
pantoufles de cuir et de maroquin,4,,non,483234
paons,2,,non,483234
papelias,1,,non,483234
papeline,0,,oui,483234
papeline de soie,0,,oui,483234
papier,654,,non,483234
papier ???,5,,non,483234
papier à bulle,18,,non,483234
papier à bulle blanc,51,,non,483234
papier à bulle gros,2,,non,483234
papier à cartes,1,,non,483234
papier à cartouche,1,,non,483234
papier à connaissements,1,,non,483234
papier à doublage,9,,non,483234
papier à doublage et peint,3,,non,483234
papier à écrire,690,,non,483234
papier à écrire bleu gris,11,,non,483234
papier à écrire de différentes qualités,0,,oui,483234
papier à écrire toute espèce,5,,non,483234
papier à écu fin,2,,non,483234
papier à enveloppe,4,,non,483234
papier à envelopper,1,,non,483234
papier à états,1,,non,483234
papier à éventail,17,,non,483234
papier à facture,3,,non,483234
papier à faire carte,1,,non,483234
papier à feites,1,,non,483234
papier à friser,1,,non,483234
papier à gargousse,1,,non,483234
papier à grand compte,2,,non,483234
papier à image,1,,non,483234
papier à impression,9,,non,483234
papier à imprimer,1,,non,483234
papier à imprimer et à faire carte,1,,non,483234
papier à l'eau,9,,non,483234
papier à l'eau commun,2,,non,483234
papier à l'eau fin,3,,non,483234
papier à l'école,1,,non,483234
papier à l'écu,39,,non,483234
papier à l'écu fin,20,,non,483234
papier à l'étoile,41,,non,483234
papier à l'étoile commun,5,,non,483234
papier à l'étoile fin,14,,non,483234
papier à la cloche,7,,non,483234
papier à la noblesse,1,,non,483234
papier à la piperie,2,,non,483234
papier à lettre,55,,non,483234
papier à lettres de Hollande,1,,non,483234
papier à litière,1,,non,483234
papier à meubler,1,,non,483234
papier à ministre,1,,non,483234
papier à musique,3,,non,483234
papier à paqueter grand format,1,,non,483234
papier à paqueter petit format,1,,non,483234
papier à plan,4,,non,483234
papier à pliage,2,,non,483234
papier à sucre,40,,non,483234
papier à tapisserie,3,,non,483234
papier à toile,1,,non,483234
papier argenté et doré,1,,non,483234
papier aux armes,20,,non,483234
papier bâtard,125,,non,483234
papier bâtard blanc,1,,non,483234
papier bâtard fin,93,,non,483234
papier blanc,1332,,non,483234
papier blanc à écrire,5,,non,483234
papier blanc à enveloppe,3,,non,483234
papier blanc Galmes,1,,non,483234
papier blanc ou rayé pour musique,3,,non,483234
papier blanc petit format,1,,non,483234
papier blanc rainé,1,,non,483234
papier bleu,84,,non,483234
papier bleu à couvrir,2,,non,483234
papier bleu de Hollande,1,,non,483234
papier bleu et gris,1,,non,483234
papier bleu petit format,1,,non,483234
papier bouet,1,,non,483234
papier brodé à figures de soie,1,,non,483234
papier brouillard,8,,non,483234
papier brun,2,,non,483234
papier bulle,2,,non,483234
papier bulle blanc,23,,non,483234
papier bulle blanche,2,,non,483234
papier bulle gros,1,,non,483234
papier buvard,4,,non,483234
papier buvard fin,4,,non,483234
papier carré,4,,non,483234
papier cartier,6,,non,483234
papier cire à cacheter,5,,non,483234
papier collé,1,,non,483234
papier colombier,1,,non,483234
papier colorié en rames,2,,non,483234
papier colorié en rames pour reliures,4,,non,483234
papier commun,132,,non,483234
papier commun et à enveloppe,4,,non,483234
papier cornet,2,,non,483234
papier cornet et petit,1,,non,483234
papier corue,5,,non,483234
papier couronne,1,,non,483234
papier cru fin,4,,non,483234
papier d'emballage,23,,non,483234
papier d'emballage gris,1,,non,483234
papier d'enveloppe,8,,non,483234
papier d'enveloppe à pâte de couleur,5,,non,483234
papier d'estrasse,41,,non,483234
papier d'estrasse gris,1,,non,483234
papier d'étoupe,1,,non,483234
papier de Charente,4,,non,483234
papier de Chine,2,,non,483234
papier de couleur,3,,non,483234
papier de couleur et peint,46,,non,483234
papier de Gênes,2,,non,483234
papier de Gênes commun,6,,non,483234
papier de Gênes fin,121,,non,483234
papier de Gênes fin et petit,1,,non,483234
papier de Gênes peint,1,,non,483234
papier de Gênes petit,4,,non,483234
papier de Hollande,24,,non,483234
papier de Lamballe,7,,non,483234
papier de marquis,1,,non,483234
papier de matique,1,,non,483234
papier de musique,65,,non,483234
papier de pliage,49,,non,483234
papier de poste,2,,non,483234
papier de raisin,6,,non,483234
papier de soie,4,,non,483234
papier de tapisserie,11,,non,483234
papier des Indes,1,,non,483234
papier dessiné,1,,non,483234
papier doré,32,,non,483234
papier doré et fleuragé et marbré,2,,non,483234
papier double lys,6,,non,483234
papier drapé,1,,non,483234
papier en balle,1,,non,483234
papier en planches,1,,non,483234
papier estrasse,4,,non,483234
papier et bois d'éventail,1,,non,483234
papier étoile,1,,non,483234
papier étoile fin,3,,non,483234
papier fin,11,,non,483234
papier fleuragé et doré,1,,non,483234
papier gaufré,6,,non,483234
papier grand carnet,1,,non,483234
papier grand compte,2,,non,483234
papier grand cornet,2,,non,483234
papier grand éléphant,1,,non,483234
papier grand format,2,,non,483234
papier grand raisin,1,,non,483234
papier grandes rames,5,,non,483234
papier gris,103,,non,483234
papier gris cassé,1,,non,483234
papier grossier,15,,non,483234
papier impérial,2,,non,483234
papier intissé,1,,non,483234
papier jaune fin,1,,non,483234
papier jésier,1,,non,483234
papier lombard,6,,non,483234
papier marbré,3,,non,483234
papier marbré doré,1,,non,483234
papier marbré et à meubler,1,,non,483234
papier métallisé,3,,non,483234
papier montage,1,,non,483234
papier musique gravé,12,,non,483234
papier noir,9,,non,483234
papier pâte fine,1,,non,483234
papier peint,373,,non,483234
papier peint à tapisserie,4,,non,483234
papier peint de Chine,1,,non,483234
papier peint en rouleaux,2,,non,483234
papier peint en rouleaux pour teinture,5,,non,483234
papier peint et à meubler,1,,non,483234
papier peint et à tapisserie,6,,non,483234
papier peint et de foulards,2,,non,483234
papier peint pour teinture,2,,non,483234
papier petit,1,,non,483234
papier petit fin,1,,non,483234
papier petit pot,1,,non,483234
papier pliage,7,,non,483234
papier point,6,,non,483234
papier pot,2,,non,483234
papier pot fin,2,,non,483234
papier pour éventails,1,,non,483234
papier pour polir le bois et les métaux,1,,non,483234
papier pour tapisserie,2,,non,483234
papier pour tenture,192,,non,483234
papier raisin,1,,non,483234
papier registres blancs,1,,non,483234
papier roux,1,,non,483234
papier royal,3,,non,483234
papier tellière,2,,non,483234
papier tontisse,9,,non,483234
papier violet,77,,non,483234
papillons,1,,non,483234
papillons secs,1,,non,483234
parapluies,177,,non,483234
parapluies autres et caracasse,2,,non,483234
parapluies caracasse de,2,,non,483234
parapluies communs,1,,non,483234
parapluies de soie,13,,non,483234
parapluies de taffetas,1,,non,483234
parapluies de toile,2,,non,483234
parapluies de toile cirée,6,,non,483234
parapluies et parasols,144,,non,483234
parasols,240,,non,483234
parasols de coutil,1,,non,483234
parasols de peau,1,,non,483234
parasols de soie,62,Soie,non,10399
parasols de taffetas,8,,non,483234
parasols de toile cirée,1,,non,483234
paravent,27,,non,483234
paravent de la Chine,2,,non,483234
paravent peint,1,,non,483234
paravent vernis,1,,non,483234
parchemin achevé,2,,non,483234
parchemin et vélin achevés,2,,non,483234
parchemin et vélin bruts,2,,non,483234
parchemins,318,,non,483234
parchemins caficule,1,,non,483234
parchemins en feuilles,1,,non,483234
parchemins neufs,1,,non,483234
parchemins vieux,1,,non,483234
pareira brava,17,,non,483234
parement,1,,non,483234
parfum,2,,non,483234
parfumerie,804,,non,483234
parfumerie à la valeur,1,,non,483234
parfumerie eau de senteur,70,,non,483234
parfumerie et eau spiritueuse,16,,non,483234
parfumerie huile et essence,72,,non,483234
parfumerie mêlée de bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,13,,non,483234
parfumerie musc,2,,non,483234
parfumerie pommade,89,,non,483234
parfumerie poudre à poudrer,53,,non,483234
parfumerie poudre d'odeur,2,,non,483234
parfumerie rouge,4,,non,483234
parfumerie savonnettes,0,,oui,483234
pariera,2,,non,483234
parmerie poudre d'odeur,0,,oui,483234
parrancens,1,,non,483234
parse,1,,non,483234
parun,3,,non,483234
passementerie,293,,non,483234
passementerie argent faux,1,,non,483234
passementerie bise écrue ou herbée,1,,non,483234
passementerie blanche ou mélangée de blanc,1,,non,483234
passementerie d'argent,1,,non,483234
passementerie d'argent et d'or faux et de soie,1,,non,483234
passementerie d'argent et de soie,1,,non,483234
passementerie d'or,1,,non,483234
passementerie d'or et d'argent,2,,non,483234
passementerie d'or et de soie,1,,non,483234
passementerie de chanvre de fil bis écru herbé et de lin,3,,non,483234
passementerie de chanvre de fil blanc et mélangé de blanc et de lin,3,,non,483234
passementerie de chanvre de fil teint en tout et en partie et de lin,2,,non,483234
passementerie de chanvre de laine blanche et de lin,2,,non,483234
passementerie de chanvre de laine écrue et de lin,2,,non,483234
passementerie de chanvre de laine teinte et de lin,2,,non,483234
passementerie de coton,3,,non,483234
passementerie de coton et ruban de coton,2,,non,483234
passementerie de crin,5,,non,483234
passementerie de fil,1,,non,483234
passementerie de fil de chanvre et de lin bis écru herbé ou mélangé,0,,oui,483234
passementerie de fil de chanvre et de lin bis écru ou herbé,0,,oui,483234
passementerie de fil de chanvre et de lin teint en tout ou partie,0,,oui,483234
passementerie de fil de chanvre ou de lin bis écru herbé ou mélangé,2,,non,483234
passementerie de fil de chanvre ou de lin bis écru ou herbé,2,,non,483234
passementerie de fil de chanvre ou de lin teint en tout ou partie,2,,non,483234
passementerie de fil de soie et galon,1,,non,483234
passementerie de fil en filoselle,3,,non,483234
passementerie de fil et coton,1,,non,483234
passementerie de fil et laine,1,,non,483234
passementerie de fil et soie,1,,non,483234
passementerie de fil laine et poil,1,,non,483234
passementerie de filoselle,1,,non,483234
passementerie de fleuret et ruban de fleuret,4,,non,483234
passementerie de laine,4,,non,483234
passementerie de laine blanche écrue pure,2,,non,483234
passementerie de laine écrue pure,2,,non,483234
passementerie de laine mélangée de fil laine et poil,2,,non,483234
passementerie de laine mêlée de fil,1,,non,483234
passementerie de laine ou sayette,1,,non,483234
passementerie de laine pure teinte,4,,non,483234
passementerie de poil de chèvre,1,,non,483234
passementerie de soie,141,,non,483234
passementerie de soie d'argent ou d'or faux,2,,non,483234
passementerie de soie d'argent ou d'or fin,2,,non,483234
passementerie de soie et laine,1,,non,483234
passementerie de soie mêlée,1,,non,483234
passementerie de soie pure,7,,non,483234
passementerie divers,1,,non,483234
passementerie en frange de fil,3,,non,483234
passementerie en soie,1,,non,483234
passementerie et ruban de coton,0,,oui,483234
passementerie et ruban de fleuret,2,,non,483234
passementerie et ruban de laine mêlée de fil,1,,non,483234
passementerie et ruban de laine teinte,2,,non,483234
passementerie et ruban de soie pure,2,,non,483234
passementerie et rubans de coton,0,,oui,483234
passementerie et rubans de fleuret,0,,oui,483234
passementerie et rubans de laine mêlée de fil,0,,oui,483234
passementerie et rubans de laine teinte,0,,oui,483234
passementerie et rubans de soie pure,0,,oui,483234
passementerie fine en filet d'or,1,,non,483234
passementerie fine en velours,2,,non,483234
passementerie mêlé de soie,1,,non,483234
passementerie mêlée d'argent d'or et de soie,3,,non,483234
passementerie mêlée d'argent d'or faux et fin et de soie,2,,non,483234
passementerie mêlée d'argent ou d'or faux ou fin,1,,non,483234
passementerie mêlées d'autres matières que d'argent ou d'or,2,,non,483234
passementerie ordinaire,42,,non,483234
passementerie teinte en tout ou partie,1,,non,483234
passepierre,8,,non,483234
passepoil de laine,1,,non,483234
passes,5,,non,483234
passetatons de cordonnier,1,,non,483234
pastel,94,,non,483234
pastel à teindre,1,,non,483234
pastel romain,1,,non,483234
pastèques,3,,non,483234
pastilles,13,,non,483234
pastilles odoriférantes à brûler,1,,non,483234
pastilles odoriférantes du sérail,1,,non,483234
pataques,8,,non,483234
patates,29,,non,483234
pâte,30,,non,483234
pâte à fruits,2,,non,483234
pâte à papier,7,,non,483234
pâte d'amandes,147,,non,483234
pâte d'ancre,2,,non,483234
pâte d'asperges,5,,non,483234
pâte d'Italie,9,,non,483234
pâte d'Italie et autres granulés,3,,non,483234
pâte d'Italie et vermicelle,70,,non,483234
pâte d'Italie macaroni et vermicelle,4,,non,483234
pâte d'Italie sagou,2,,non,483234
pâte d'Italie semoule,6,,non,483234
pâte d'Italie vermicelle macaroni,3,,non,483234
pâte d'orgeat,1,,non,483234
pâte d'orgeat et sirop d'orgeat,1,,non,483234
pâte de cacao,4,,non,483234
pâte de guimauve,12,,non,483234
pâte de pastel,3,,non,483234
pâte de térébenthine,5,,non,483234
pâté de viande,1,,non,483234
pâte et savon liquide,2,,non,483234
pâte et tablette de guimauve,1,,non,483234
pâte granulée,2,,non,483234
pâte italienne,1,,non,483234
pâte macaroni,1,,non,483234
pâte ou vermicelle,2,,non,483234
pâte ou vieux chiffons,1,,non,483234
pâte sagou,3,,non,483234
pâte semoule,3,,non,483234
patenas,3,,non,483234
patenottes,1,,non,483234
pâtés,6,,non,483234
pâtés de canard,1,,non,483234
pâtés de chèvre et autre,1,,non,483234
patine,1,,non,483234
patins,8,,non,483234
patins ?,1,,non,483234
patins à glisser,1,,non,483234
patins de bois,1,,non,483234
patins pour femme,1,,non,483234
pâtisserie,41,,non,483234
patissoye broché,2,,non,483234
patissoye uni,1,,non,483234
patte d'oie,1,,non,483234
pattedrille,1,,non,483234
patterie,10,,non,483234
pattes aux vieux chiffons,0,,oui,483234
pattes d'ancre,4,,non,483234
pattes ou vieux chiffons,8,,non,483234
paume,1,,non,483234
paumelle,11,,non,483234
paumelle germée,5,,non,483234
paumelle pour voile,1,,non,483234
pause de Russie,0,,oui,483234
pauvre noir,1,,non,483234
pavé,6,,non,483234
pavé pour sol,1,,non,483234
pavés,0,,oui,483234
pavés de morue,0,,oui,483234
pavillon de toile,1,,non,483234
pavots,4,,non,483234
peau de Martre,0,,oui,483234
peau de poisson,0,,oui,483234
peaux,154,,non,483234
peaux ???,2,,non,483234
peaux à faire tambours,1,,non,483234
peaux à fleurs et de mouton,1,,non,483234
peaux à l'exergue de veaux,2,,non,483234
peaux à la valeur,3,,non,483234
peaux à panches,1,,non,483234
peaux à poil de veau,16,,non,483234
peaux à poil de veau sec,0,,oui,483234
peaux à poil de veau sèches,1,,non,483234
peaux apprêtée d'orignal,5,,non,483234
peaux apprêtée de buffle,1,,non,483234
peaux apprêtées,43,,non,483234
peaux apprêtées d'agneau,30,,non,483234
peaux apprêtées d'agneau et de chevreau,2,,non,483234
peaux apprêtées d'élan,1,,non,483234
peaux apprêtées d'hermine et de martre,2,,non,483234
peaux apprêtées d'ours,8,,non,483234
peaux apprêtées de ???,1,,non,483234
peaux apprêtées de basannes,0,,oui,483234
peaux apprêtées de bouc,14,,non,483234
peaux apprêtées de bouc et de chèvre,1,,non,483234
peaux apprêtées de buffle,1,,non,483234
peaux apprêtées de castor,2,,non,483234
peaux apprêtées de cerf,11,,non,483234
peaux apprêtées de cerf et de daim,1,,non,483234
peaux apprêtées de chamois,9,,non,483234
peaux apprêtées de chat,2,,non,483234
peaux apprêtées de cheval,2,,non,483234
peaux apprêtées de chèvre,183,,non,483234
peaux apprêtées de chèvre et chevreau,2,,non,483234
peaux apprêtées de chevreau,10,,non,483234
peaux apprêtées de chevreuil,12,,non,483234
peaux apprêtées de chien de mer,1,,non,483234
peaux apprêtées de daim,14,,non,483234
peaux apprêtées de lapin,5,,non,483234
peaux apprêtées de lapin et de lièvre,4,,non,483234
peaux apprêtées de lièvre,2,,non,483234
peaux apprêtées de lièvre et lapin,1,,non,483234
peaux apprêtées de loup,2,,non,483234
peaux apprêtées de loup cervier,1,,non,483234
peaux apprêtées de loup et d'ours et de tigre,2,,non,483234
peaux apprêtées de marmotte,1,,non,483234
peaux apprêtées de maroquins,16,,non,483234
peaux apprêtées de mouton,633,,non,483234
peaux apprêtées de mouton en couleur,1,,non,483234
peaux apprêtées de mouton en mesquis,10,,non,483234
peaux apprêtées de petit gris,2,,non,483234
peaux apprêtées de phoque éjarrées,2,,non,483234
peaux apprêtées de renard,4,,non,483234
peaux apprêtées de roussette,1,,non,483234
peaux apprêtées de vache,4,,non,483234
peaux apprêtées de veau,145,,non,483234
peaux apprêtées de veau en buffle,1,,non,483234
peaux apprêtées de veau en chamois,1,,non,483234
peaux apprêtées de veau marin,1,,non,483234
peaux apprêtées de veau pour cuir doré,1,,non,483234
peaux apprêtées en couleurs et de veau,1,,non,483234
peaux apprêtées en maroquins et de veau,1,,non,483234
peaux apprêtées et brutes,65,,non,483234
peaux apprêtées passées en maroquins,1,,non,483234
peaux basanées de mouton,3,,non,483234
peaux blanches,47,,non,483234
peaux blanches apprêtées,1,,non,483234
peaux blanches de mouton,9,,non,483234
peaux blanches de veaux,1,,non,483234
peaux blanches ou grises de mouton,1,,non,483234
peaux blanchies de mouton,0,,oui,483234
peaux bronzées,4,,non,483234
