goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
chevrons de sapin de 15 à 20 pieds,1,,non,483234
chevrons de sapin de 15 pieds,3,,non,483234
chevrons de sapin de 16 pieds,4,,non,483234
chevrons de sapin de 18 pieds,3,,non,483234
chevrons de sapin de 20 pieds,3,,non,483234
chevrons de sapin de 22 pieds,1,,non,483234
chevrons de sapin de 24 pieds,5,,non,483234
chevrons de sapin de 25 pieds,1,,non,483234
chevrons de sapin de 26 pieds,1,,non,483234
chevrons de sapin de 28 pieds,1,,non,483234
chevrons de sapin de 29 pieds,1,,non,483234
chevrons de sapin de 3 à 4 pieds,1,,non,483234
chevrons de sapin de 30 pieds,1,,non,483234
chevrons de sapin de 36 pieds,3,,non,483234
chevrons de sapin de 40 pieds,1,,non,483234
chevrons de sapin de 6 à 7 pieds,1,,non,483234
chevrons de sapin de 7 à 8 pieds,1,,non,483234
chevrons de sapin de 7 pieds,1,,non,483234
chevrons de sapin de 8 pieds,2,,non,483234
chevrons de sapin de 9 à 10 pieds,1,,non,483234
chevrons de sapin de 9 pieds,1,,non,483234
chialar,1,,non,483234
chicas,0,,oui,483234
chicorée moulue,48,,non,483234
chicorée sèche ou torréfiée,2,,non,483234
chicotin,9,,non,483234
chiendent,1,,non,483234
chiens,42,,non,483234
chiens courants de chasse,1,,non,483234
chiens de chasse,6,,non,483234
chiffons,17,,non,483234
chiffons vieux,1,,non,483234
chilas,0,,oui,483234
chillas,48,,non,483234
chillas palma,1,,non,483234
chima calin,1,,non,483234
china kaolin,0,,oui,483234
chine,2,,non,483234
chinois,3,,non,483234
chiques,4,,non,483234
chiques de pierre,7,,non,483234
chiquette des prises,1,,non,483234
chirederis,1,,non,483234
chise de fourneaux,1,,non,483234
chitspamabage,0,,oui,483234
chitte,71,,non,483234
chitte anglaise,1,,non,483234
chitte d'Amedabad,1,,non,483234
chitte étoffe,2,,non,483234
chitte Keabadis,1,,non,483234
chitte patenas,1,,non,483234
chitte rouge,1,,non,483234
chivelles,1,,non,483234
chocolat,944,,non,483234
chocolat en pâte,1,,non,483234
chocolat et cacao broyé,4,,non,483234
chocolat et sorbet,1,,non,483234
choises garnies,0,,oui,483234
choix de bœuf salé,2,,non,483234
cholas,1,,non,483234
chomettes de terre,1,,non,483234
chouclas,0,,oui,483234
chouclas des Indes,2,,non,483234
chourales,1,,non,483234
choux,21,,non,483234
choux à planter,7,,non,483234
choux cabus,1,,non,483234
choux confits,3,,non,483234
choux marinés,2,,non,483234
choux salés,1,,non,483234
choux-fleurs,14,,non,483234
choux-fleurs et cabus et artichauts,2,,non,483234
christ d'ivoire,3,,non,483234
christ d'ivoire monté sur velours,1,,non,483234
chromate de plomb,4,,non,483234
chromate de potasse,1,,non,483234
chuquelas,41,,non,483234
cidre,342,,non,483234
cidre jaune,1,,non,483234
cidre poiré et verjus,4,,non,483234
cierge,0,,oui,483234
cierges,7,,non,483234
cierges de cire blanche,8,,non,483234
cierges de cire et bougie de cire,4,,non,483234
cierges de fer,2,,non,483234
cierges et bougie,14,,non,483234
cierges et bougies,0,,oui,483234
cierges et flambeau,1,,non,483234
cigares,1,,non,483234
cigares par autorisation,1,,non,483234
cikous,1,,non,483234
cime,1,,non,483234
ciment,27,,non,483234
ciment et chaux et pierres et plâtre,8,,non,483234
ciment ou tiras,1,,non,483234
cin de ville,0,,oui,483234
cinabre,207,,non,483234
cinabre broyé,27,,non,483234
cinabre de pierres,6,,non,483234
cinabre en roche,1,,non,483234
cinabre et vermillon,60,,non,483234
cinabre fin,1,,non,483234
cinabre naturel,1,,non,483234
ciradille,1,,non,483234
cirage pour chaussures,1,,non,483234
circaras,0,,oui,483234
circks,1,,non,483234
cire,32,,non,483234
cire à cacheter,111,,non,483234
cire blanche,582,,non,483234
cire blanche de bougie,1,,non,483234
cire blanche et jaune,501,,non,483234
cire blanche et jaune non ouvrée,23,,non,483234
cire blanche non ouvrée,1,,non,483234
cire blanche ouvrée,0,,oui,483234
cire brune,1,,non,483234
cire brune non clarifiée,1,,non,483234
cire brune non clarifiée du Sénégal,1,,non,483234
cire brute,1,,non,483234
cire brute blanche,6,,non,483234
cire brute brune ou jaune,2,,non,483234
cire brute en crasse,0,,oui,483234
cire brute jaune,21,,non,483234
cire brute jaune des entrepôts,1,,non,483234
cire d'Espagne,82,,non,483234
cire d'Espagne à cacheter,1,,non,483234
cire de bougie,5,,non,483234
cire de bougie jaune,1,,non,483234
cire diverse,13,,non,483234
cire en branche,2,,non,483234
cire en crasse,0,,oui,483234
cire en pain,5,,non,483234
cire et chandelle de cire,1,,non,483234
cire grasse,1,,non,483234
cire jaune,1412,,non,483234
cire jaune du levant,1,,non,483234
cire jaune en bougie et chandelle,1,,non,483234
cire jaune en cierge et flambeaux,0,,oui,483234
cire jaune en cierges et flambeaux,1,,non,483234
cire jaune en pain,3,,non,483234
cire jaune ouvrée,0,,oui,483234
cire moitié cire et moitié suif,1,,non,483234
cire ouvrée,0,,oui,483234
cire ouvrée blanche,0,,oui,483234
cire ouvrée jaune,0,,oui,483234
cire verte,10,,non,483234
cire vierge,6,,non,483234
cirsaca,61,,non,483234
cirsaka,2,,non,483234
cirsaka de coton et de soie,2,,non,483234
ciseaux,20,,non,483234
ciseaux à élaguer,2,,non,483234
citrate de chaux,1,,non,483234
citronniers,1,,non,483234
citrons,3,,non,483234
citrons aigres,14,,non,483234
citrons avariés,2,,non,483234
citrons confits,105,,non,483234
citrons et limons,683,,non,483234
citrons et orange,362,,non,483234
citrons et orange frais,197,,non,483234
citrons étrangers,2,,non,483234
citrons frais,60,,non,483234
citrons frais et orange fraîche et amandes sèches et figue sèches et raisin sec,29,,non,483234
citrons frais et orange fraîche et amandes sèches et figues sèches et raisin sec,0,,oui,483234
citrons orange et leurs variétés,7,,non,483234
citrons vert,20,,non,483234
citrouilles,1,,non,483234
civadille,100,,non,483234
civette,6,,non,483234
clafou,1,,non,483234
clafou de bois,1,,non,483234
clafou de bois ou merrains de bois,1,,non,483234
clafou en blocs,1,,non,483234
clairons,1,,non,483234
clairons etc.,1,,non,483234
claphout,0,,oui,483234
claphout en blocs,0,,oui,483234
clappes ou douves à barils,1,,non,483234
clappes ou douves à barils de sapin,1,,non,483234
clarges des prises,1,,non,483234
clarifiant,1,,non,483234
clarinette haut-bois,3,,non,483234
clavecin,19,,non,483234
clavecin et épinettes et orgues,0,,oui,483234
clavecin vieux,1,,non,483234
clavecins épinettes orgues,2,,non,483234
clayes à parquer,1,,non,483234
clefs à uin,0,,oui,483234
clefs à vin,1,,non,483234
clefs de fer,2,,non,483234
clinquant d'or faux,1,,non,483234
clinquant en papier,1,,non,483234
cloches,18,,non,483234
cloches de bronze,1,,non,483234
cloches de cuivre,1,,non,483234
cloches de fer,1,,non,483234
cloches de fonte,67,,non,483234
cloches de fonte vieilles,1,,non,483234
cloches de métal,73,,non,483234
cloches de métal et de plomb et de zinc,0,,oui,483234
cloches de plomb et de zinc,12,,non,483234
cloches de verre,3,,non,483234
cloches vieilles,1,,non,483234
clochettes,12,,non,483234
clochettes de cuivre,6,,non,483234
clochettes de fonte,4,,non,483234
cloportes,2,,non,483234
clous,15,,non,483234
clous à têtes de cuivre doré petits,1,,non,483234
clous de caboche,4,,non,483234
clous de cuivre,11,,non,483234
clous de cuivre doré,5,,non,483234
clous de cuivre jaune,1,,non,483234
clous de fer,1615,,non,483234
clous de fer à barriques,1,,non,483234
clous de fer à charrettes,1,,non,483234
clous de fer gonds,1,,non,483234
clous de fer neufs,1,,non,483234
clous de fer ordinaires,1,,non,483234
clous de fer vieux,2,,non,483234
clous de girofle,15,,non,483234
clous de girofle et griffes,3,,non,483234
clous de girofle fleurs,5,,non,483234
clous de girofle fleurs des entrepôts,1,,non,483234
clous de laiton,10,,non,483234
clous dorés,46,,non,483234
clous et acier,1,,non,483234
clous vieux,2,,non,483234
cloutaille,1,,non,483234
cloutiers,1,,non,483234
cmelot au-dessous du sixième de soie,0,,oui,483234
coak,1,,non,483234
coas de soie,1,,non,483234
coati,1,,non,483234
cobalt grillé,4,,non,483234
cobalt métal,3,,non,483234
cobalt métal et minerai,2,,non,483234
cobalt minerai,1,,non,483234
cobalt minéral,1,,non,483234
cocalum,2,,non,483234
cocax,2,,non,483234
cochelis,19,,non,483234
cochenille,1079,,non,483234
cochenille Campêchane,1,,non,483234
cochenille Campêche,1,,non,483234
cochenille et indigo,1,,non,483234
cochenille fil verte,1,,non,483234
cochenille fine,23,,non,483234
cochenille mesteque,0,,oui,483234
cochenille mestèque,68,,non,483234
cochenille mustack,2,,non,483234
cochenille sylvestre,50,,non,483234
cochon,19,,non,483234
cochon confit,0,,oui,483234
cochon de lait,1,,non,483234
cochon de lait au-dessous de 3 mois,0,,oui,483234
cochon petit,2,,non,483234
cochon salé,0,,oui,483234
cochon salé et petit salé,10,,non,483234
cochons de lait,0,,oui,483234
coclearia,11,,non,483234
coco des Indes,0,,oui,483234
coco du Levant,1,,non,483234
coco plate,1,,non,483234
cocoa,0,,oui,483234
cocons,5,,non,483234
cocons de soie,140,,non,483234
cocons de vers à soie,3,,non,483234
cocos,80,,non,483234
cocos caroubes frais,2,,non,483234
cocos des Indes,2,,non,483234
cocos du Levant,2,,non,483234
cocos petits,1,,non,483234
cocos verts,3,,non,483234
coctif,1,,non,483234
cocullus,1,,non,483234
coddes blancs,1,,non,483234
coëtif,11,,non,483234
cœurs de bœuf,3,,non,483234
coffres,7,,non,483234
coffres à étuve,2,,non,483234
coffres à garniture de peau,1,,non,483234
coffres à perruque,1,,non,483234
coffres à thé,1,,non,483234
coffres à vin,1,,non,483234
coffres de bois,24,,non,483234
coffres de chimie,1,,non,483234
coffres de chirurgie,116,,non,483234
coffres de commodité,4,,non,483234
coffres de fer,25,,non,483234
coffres de fer et berses,1,,non,483234
coffres de fonte,1,,non,483234
coffres de gaz,1,,non,483234
coffres de noyer,1,,non,483234
coffres de sapin,2,,non,483234
coffres peints,2,,non,483234
coffres vides,1,,non,483234
coffres vieux,1,,non,483234
coffres-forts,21,,non,483234
coffres-forts de fer,12,,non,483234
cognac,1,,non,483234
cognées de bois,1,,non,483234
coiffes,1,,non,483234
coiffes à perruque,2,,non,483234
coiffes blondes,6,,non,483234
coiffes blondes et de gaze,1,,non,483234
coiffes blondes et palatine,1,,non,483234
coiffes brodées,1,,non,483234
coiffes de chapeaux,14,,non,483234
coiffes de dentelle,1,,non,483234
coiffes de dentelle de soie,1,,non,483234
coiffes de gaze,10,,non,483234
coiffes de Marly,1,,non,483234
coiffes de tambou,1,,non,483234
coiffes et palatines,2,,non,483234
coiffes pour chapeaux et coiffes de perruques,1,,non,483234
coiffes pour femme,2,,non,483234
coiffures,1,,non,483234
coiffures à dentelles,4,,non,483234
coiffures blondes,0,,oui,483234
coiffures blondes et de gaze,0,,oui,483234
coiffures blondes et palatine,0,,oui,483234
coiffures de gaze,0,,oui,483234
coiffures de Marly,0,,oui,483234
coiffures et palatines,0,,oui,483234
coiffures pour chapeaux et coiffes de perruques,0,,oui,483234
coiffures pour femme,0,,oui,483234
coignées de bois,0,,oui,483234
coing fruit,1,,non,483234
coins fruit,0,,oui,483234
coïtif,1,,non,483234
çoka,1,,non,483234
col à femme,1,,non,483234
colins,1,,non,483234
colis,1,,non,483234
colle,222,,non,483234
colle à papetier,12,,non,483234
colle à papier,4,,non,483234
colle à poisson,1,,non,483234
colle claire,1,,non,483234
colle commune,70,,non,483234
colle de Flandre,37,,non,483234
colle de papetier,1,,non,483234
colle de peau d'âne,1,,non,483234
colle de poisson,496,,non,483234
colle faible,1,,non,483234
colle forte,651,,non,483234
colle forte de Flandre,1,,non,483234
colle forte de poisson,2,,non,483234
colle poisson,1,,non,483234
collets toile de lin,1,,non,483234
colliers d'ambre,1,,non,483234
colliers de chevaux,8,,non,483234
colliers de corail,1,,non,483234
colliers de femme,3,,non,483234
colliers de grenat,7,,non,483234
colliers de grenat faux,1,,non,483234
colliers de jais,2,,non,483234
colliers de nacre de perles,1,,non,483234
colliers de perles,2,,non,483234
colliers de perles fausses,19,,non,483234
colliers de verre,3,,non,483234
colombine,242,,non,483234
colonne,2,,non,483234
colonne de noyer,1,,non,483234
colophane ou Spingler,1,,non,483234
coloquinte,161,,non,483234
colorant et verdet,1,,non,483234
colorant et vert-de-gris,0,,oui,483234
cols,1,,non,483234
colza navettes et autres,1,,non,483234
combustible,1,,non,483234
comestibles,65,,non,483234
comestibles saindoux,3,,non,483234
commode,49,,non,483234
commode avec dessus de marbre,9,,non,483234
commode d'acajou,4,,non,483234
commode de bois,5,,non,483234
commode de bois violet,1,,non,483234
commode de marqueterie,1,,non,483234
commode de noyer,7,,non,483234
commode de sapin,9,,non,483234
commode de sapin peinte,1,,non,483234
commode de sapin vernie,1,,non,483234
commode ornée,1,,non,483234
commodes,0,,oui,483234
commodes de bois,1,,non,483234
communes,1,,non,483234
compas,3,,non,483234
compas de cuivre,2,,non,483234
compas de fer,2,,non,483234
compas de mer,5,,non,483234
compas de route,4,,non,483234
compas et cartes de nommantes,0,,oui,483234
compas et cartes de nouveautés,1,,non,483234
compas et horloge de sable,1,,non,483234
comperose,1,,non,483234
composition de chimie,1,,non,483234
composition de verre,4,,non,483234
compotiers de porcelaine,1,,non,483234
compotiers de terre,1,,non,483234
concombre et cornichons,1,,non,483234
concombre et cornichons en adobe,1,,non,483234
condonne de fil,0,,oui,483234
conducteur,1,,non,483234
confection,12,,non,483234
confection d'alkermès,3,,non,483234
confection d'hyacinthe,17,,non,483234
confitures,2149,,non,483234
confitures à l'eau-de-vie,5,,non,483234
confitures de cerise,1,,non,483234
confitures de Chine,1,,non,483234
confitures de France,1,,non,483234
confitures de l'étranger,1,,non,483234
confitures de miel,1,,non,483234
confitures de sèche,0,,oui,483234
confitures et fruit confit au sucre,16,,non,483234
confitures et fruits confits au sucre,17,,non,483234
confitures et succade,1,,non,483234
confitures et sucre,1,,non,483234
confitures fines,4,,non,483234
confitures fluides et sèches,1,,non,483234
confitures fromage moutarde etc.,1,,non,483234
confitures liquides,11,,non,483234
confitures sèches,20,,non,483234
congres,52,,non,483234
connaissement,1,,non,483234
conserve d'alkermès,1,,non,483234
conserve de rose,8,,non,483234
conserves de fleurs d'orange,0,,oui,483234
conserves de fleurs d'oranger,1,,non,483234
conterie,103,,non,483234
conton filé,0,,oui,483234
contra yerba,32,,non,483234
contrabierre,0,,oui,483234
contre-bierre,0,,oui,483234
contrebordé,17,,non,483234
contrebrodé,4,,non,483234
contrefoyer de fer,3,,non,483234
conty,2,,non,483234
copal,0,,oui,483234
copale,3,,non,483234
copeaux pour fourreaux d'épée,1,,non,483234
coqs,2,,non,483234
coqs d'Inde,10,,non,483234
coqs du Levant,3,,non,483234
coque,1,,non,483234
coque de coco,5,,non,483234
coque de mouche à miel,1,,non,483234
coque du Levant,119,,non,483234
coquenard de cuivre,1,,non,483234
coquillage,64,,non,483234
coquillage de mer,3,,non,483234
coquillages homards moules,3,,non,483234
coquillages pleins et homards à la valeur,1,,non,483234
coquillages pleins et homards au kilogramme,1,,non,483234
coquilles de mer,34,,non,483234
coquilles de nacre,32,,non,483234
coquilles de Saint-Jacques,1,,non,483234
corail,100,,non,483234
corail blanc,10,,non,483234
corail brun,4,,non,483234
corail brut,212,,non,483234
corail brut et non monté et taillé,22,,non,483234
corail brut et taillé,23,,non,483234
corail de demitte,1,,non,483234
corail de jardin,54,,non,483234
corail de terraille,1,,non,483234
corail en filières,2,,non,483234
corail et non monté et taillé,8,,non,483234
corail faux,12,,non,483234
corail fin,4,,non,483234
corail gros,31,,non,483234
corail non monté taillé,1,,non,483234
corail ouvré,1,,non,483234
corail râpé,1,,non,483234
corail rouge,3,,non,483234
corail rouge ouvré,2,,non,483234
corail taillé,2,,non,483234
corail terraille,22,,non,483234
coraline,2,,non,483234
corbeilles,8,,non,483234
corbeilles d'auf,1,,non,483234
corbeilles d'osier,118,,non,483234
corbeilles d'osier petites,1,,non,483234
corbeilles garnies,1,,non,483234
cordage,751,,non,483234
cordage ???,3,,non,483234
cordage à boyaux,1,,non,483234
cordage blanc,3,,non,483234
cordage d'auf,43,,non,483234
cordage d'autre végétaux,6,,non,483234
cordage d'autre végétaux jonc sparte et tilleul,1,,non,483234
cordage d'emballage,8,,non,483234
cordage d'espars,229,,non,483234
cordage de câbles neufs,1,,non,483234
cordage de caret,1,,non,483234
cordage de chanvre,763,,non,483234
cordage de chanvre neuf,4,,non,483234
cordage de chanvre vieux,6,,non,483234
cordage de filin,1,,non,483234
cordage de jonc,15,,non,483234
cordage de satangres,1,,non,483234
cordage de thil,2,,non,483234
cordage de tilleul,11,,non,483234
cordage de vieux,1,,non,483234
cordage dit filin,1,,non,483234
cordage en morceaux,1,,non,483234
cordage et cordes,2,,non,483234
cordage et ficelle,18,,non,483234
cordage filets neuf,1,,non,483234
cordage filets neuf ou en état de servir,4,,non,483234
cordage goudronné,8,,non,483234
cordage gros,1,,non,483234
cordage herbe,1,,non,483234
cordage menu,1,,non,483234
cordage neuf,6,,non,483234
cordage noir,4,,non,483234
cordage pourri,1,,non,483234
cordage refait,1,,non,483234
cordage vieux,41,,non,483234
