goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
comperose,1,,,non,0,386384
composition de chimie,1,,,non,0,386384
composition de verre,4,,,non,0,386384
compotiers de porcelaine,1,,,non,0,386384
compotiers de terre,1,,,non,0,386384
concombre et cornichons,1,,,non,0,386384
concombre et cornichons en adobe,1,,,non,0,386384
condonne de fil,0,,,oui,0,386384
conducteur,1,,,non,0,386384
confection,12,,,non,0,386384
confection d'alkermès,3,,,non,0,386384
confection d'hyacinthe,17,,,non,0,386384
confitures,2149,Hors Canada,,non,1,154362
confitures à l'eau-de-vie,5,,,non,0,386384
confitures de cerise,1,,,non,0,386384
confitures de Chine,1,,,non,1,386384
confitures de France,1,,,non,,386384
confitures de l'étranger,1,,,non,0,386384
confitures de miel,1,,,non,0,386384
confitures de sèche,0,Hors Canada,,oui,0,154362
confitures de sèches,0,,,oui,0,386384
confitures et fruit confit au sucre,16,,,non,0,386384
confitures et fruits confits au sucre,17,,,non,0,386384
confitures et succade,1,,,non,0,386384
confitures et sucre,1,,,non,0,386384
confitures fines,4,,,non,0,386384
confitures fluides et sèches,1,,,non,0,386384
confitures fromage moutarde etc.,1,,,non,0,386384
confitures liquides,11,,,non,0,386384
confitures sèches,20,Hors Canada,,non,1,154362
congres,52,,,non,0,386384
connaissement,1,,,non,0,386384
conserve d'alkermès,1,,,non,0,386384
conserve de rose,8,,,non,0,386384
conserves de fleurs d'orange,0,,,oui,0,386384
conserves de fleurs d'oranger,1,,,non,0,386384
conterie,103,,,non,0,386384
conton filé,0,,,oui,0,386384
contra yerba,32,Hors Canada,,non,1,154362
contrabierre,0,Hors Canada,,oui,0,154362
contrahierba,0,,amérique du sud,oui,0,386384
contre-bierre,0,,,oui,0,386384
contrebordé,17,,,non,0,386384
contrebrodé,4,,,non,0,386384
contrefoyer de fer,3,,,non,0,386384
conty,2,,,non,0,386384
copal,0,,,oui,0,386384
copale,3,,,non,0,386384
copeaux pour fourreaux d'épée,1,,,non,0,386384
coqs,2,,,non,0,386384
coqs d'Inde,10,,,non,0,386384
coqs du Levant,3,,,non,0,386384
coque,1,,,non,0,386384
coque de coco,5,,,non,0,386384
coque de mouche à miel,1,,,non,0,386384
coque du Levant,119,,,non,0,386384
coquenard de cuivre,1,,,non,0,386384
coquillage,64,Hors Canada,,non,1,154362
coquillage de mer,3,,,non,0,386384
coquillages homards moules,3,,,non,0,386384
coquillages pleins et homards à la valeur,1,,,non,0,386384
coquillages pleins et homards au kilogramme,1,,,non,0,386384
coquilles de mer,33,,,non,1,386384
coquilles de nacre,32,,,non,1,386384
coquilles de Saint-Jacques,1,,,non,0,386384
corail,100,,,non,1,386384
corail blanc,10,,,non,0,386384
corail brun,4,,,non,0,386384
corail brut,212,,,non,0,386384
corail brut et non monté et taillé,22,,,non,0,386384
corail brut et taillé,23,,,non,0,386384
corail de demitte,1,,,non,0,386384
corail de jardin,54,,,non,0,386384
corail de terraille,1,,,non,0,386384
corail en filières,2,,,non,0,386384
corail et non monté et taillé,8,,,non,0,386384
corail faux,12,,,non,0,386384
corail fin,4,,,non,0,386384
corail gros,31,,,non,0,386384
corail non monté taillé,1,,,non,0,386384
corail ouvré,1,,,non,0,386384
corail râpé,1,,,non,,386384
corail rouge,3,,,non,0,386384
corail rouge ouvré,2,,,non,0,386384
corail taillé,2,,,non,0,386384
corail terraille,22,,,non,0,386384
coraline,2,,,non,0,386384
corbeilles,8,,,non,0,386384
corbeilles d'auf,1,,,non,0,386384
corbeilles d'osier,118,,,non,0,386384
corbeilles d'osier petites,1,,,non,0,386384
corbeilles garnies,1,,,non,0,386384
cordage,751,,,non,0,386384
cordage ???,3,,,non,0,386384
cordage à boyaux,1,,,non,0,386384
cordage blanc,3,,,non,0,386384
cordage d'auf,43,,,non,0,386384
cordage d'autre végétaux,6,,,non,0,386384
cordage d'autre végétaux jonc sparte et tilleul,1,,,non,0,386384
cordage d'emballage,8,,,non,0,386384
cordage d'espars,229,,,non,0,386384
cordage de câbles neufs,1,,,non,0,386384
cordage de caret,1,,,non,0,386384
cordage de chanvre,763,,,non,1,386384
cordage de chanvre neuf,4,,,non,0,386384
cordage de chanvre vieux,6,,,non,0,386384
cordage de filin,1,,,non,0,386384
cordage de jonc,15,,,non,0,386384
cordage de satangres,1,,,non,0,386384
cordage de thil,2,,,non,0,386384
cordage de tilleul,11,,,non,0,386384
cordage de vieux,1,,,non,0,386384
cordage dit filin,1,,,non,0,386384
cordage en morceaux,1,,,non,0,386384
cordage et cordes,2,,,non,0,386384
cordage et ficelle,18,,,non,0,386384
cordage filets neuf,1,,,non,0,386384
cordage filets neuf ou en état de servir,4,,,non,0,386384
cordage goudronné,8,,,non,0,386384
cordage gros,1,,,non,0,386384
cordage herbe,1,,,non,0,386384
cordage menu,1,,,non,0,386384
cordage neuf,6,,,non,0,386384
cordage noir,4,,,non,0,386384
cordage pourri,1,,,non,0,386384
cordage refait,1,,,non,0,386384
cordage vieux,41,,,non,0,386384
cordagnes,0,,,oui,0,386384
corde du Levant,1,,,non,0,386384
cordeillat,109,,,non,0,386384
cordeillat d'Oléron,2,,,non,0,386384
cordeillat de Colmar,13,,,non,0,386384
cordeillat de laine,5,,,non,0,386384
cordeillat de Piémont,1,,,non,0,386384
cordeillat de Provence,2,,,non,0,386384
cordelats,1,,,non,0,386384
cordellerie,3,,,non,0,386384
cordes,3,,,non,0,386384
cordes à arçons,9,,,non,0,386384
cordes à boyau et à violons,0,,,oui,0,386384
cordes à boyaux,0,,,oui,0,386384
cordes à carder,0,,,oui,0,386384
cordes à carder le coton,0,,,oui,0,386384
cordes à corder,0,,,oui,0,386384
cordes à fouets,0,,,oui,0,386384
cordes à instruments,0,,,oui,0,386384
cordes à roseaux,0,,,oui,0,386384
cordes à violons,0,,,oui,0,386384
cordes à violons ???,0,,,oui,0,386384
cordes d'auf,14,,,non,0,386384
cordes d'emballage,9,,,non,0,386384
cordes d'espars,1,,,non,0,386384
cordes d'or,1,,,non,0,386384
cordes de bois à brûler,1,,,non,0,386384
cordes de boyau et pour violons,1,,,non,0,386384
cordes de boyaux,130,,,non,0,386384
cordes de chanvre,31,,,non,0,386384
cordes de fil de fer,1,,,non,0,386384
cordes de guitare,0,,,oui,0,386384
cordes de jonc,3,,,non,0,386384
cordes de roseaux,1,,,non,0,386384
cordes de thil,2,,,non,0,386384
cordes de tilleul,1,,,non,0,386384
cordes de violons,0,,,oui,0,386384
cordes et câble et ficelles,2,,,non,0,386384
cordes et écorce de tilleul,1,,,non,0,386384
cordes et ficelles,12,,,non,0,386384
cordes ficelle,1,,,non,0,386384
cordes neuves,1,,,non,0,386384
cordes pour carder,5,,,non,0,386384
cordes pour carder le coton,1,,,non,0,386384
cordes pour corder,2,,,non,0,386384
cordes pour fouets,2,,,non,0,386384
cordes pour guitare,4,,,non,0,386384
cordes pour instruments,10,,,non,0,386384
cordes pour violons,166,,,non,0,386384
cordes pour violons ???,1,,,non,0,386384
cordes vieilles,5,,,non,0,386384
cordial,1,,,non,0,386384
cordillaterie,43,,,non,0,386384
cordonnerie de cuir,34,,,non,0,386384
cordonnerie et sellerie de cuir,200,,,non,0,386384
cordonnet,2,,,non,0,386384
cordonnet de fil,3,,,non,0,386384
cordonnet de poil,2,,,non,0,386384
cordonnet de poil de chèvre,1,,,non,0,386384
cordonnet de soie,1,,,non,0,386384
cordonnet pour cannes,1,,,non,,386384
cordons,9,,,non,0,386384
cordons d'argent,3,,,non,0,386384
cordons d'argent et d'or,3,,,non,0,386384
cordons d'or,8,,,non,0,386384
cordons d'or et d'argent,1,,,non,0,386384
cordons d'or et de soie,1,,,non,0,386384
cordons de fil,7,,,non,0,386384
cordons de fil de lin,1,,,non,0,386384
cordons de filoselle,3,,,non,0,386384
cordons de fleuret,7,,,non,0,386384
cordons de laine,1,,,non,0,386384
cordons de montre de soie,1,,,non,0,386384
cordons de montres,2,,,non,0,386384
cordons de montres avec or,1,,,non,0,386384
cordons de soie,36,,,non,0,386384
cordons de soie à canne,1,,,non,0,386384
cordons de soie d'argent,1,,,non,0,386384
cordons de soie d'argent et d'or et de soie,3,,,non,0,386384
cordons dorure d'argent,2,,,non,0,386384
cordons dorure d'argent et d'or,2,,,non,0,386384
cordons dorure d'or,3,,,non,0,386384
cordons pour chapeaux,1,,,non,0,386384
cordouans,107,,,non,0,386384
cordouans en basane,5,,,non,0,386384
cordouans en bazans,0,,,oui,0,386384
coriandre,32,,,non,0,386384
coriandre et noix,1,,,non,0,386384
coriandre et riz,1,,,non,0,386384
Corinthe,0,,,oui,0,386384
corinthes,4,,,non,0,386384
cornalines,7,,,non,0,386384
cornalines fines,1,,,non,0,386384
cornalines montées en or,2,,,non,0,386384
cornalines pour la Compagnie des Indes,1,,,non,0,386384
corne fine,1,,,non,0,386384
cornes,98,Peut être Canada,,non,1,1289
cornes à faire peigner,1,,,non,0,386384
cornes à lanternes,198,,,non,0,386384
cornes à peignes,1,,,non,0,386384
cornes brutes,4,,,non,0,386384
cornes de béliers,1,,,non,0,386384
cornes de bétail,14,Peut être Canada,,non,1,1289
cornes de bétail brutes,5,,,non,0,386384
cornes de bétail brutes clapons ou râpées,3,,,non,0,386384
cornes de bétail en feuillets,5,,,non,0,386384
cornes de bétail préparées,4,,,non,0,386384
cornes de bœuf,171,,,non,0,386384
cornes de bœuf et de vache,17,,,non,0,386384
cornes de bœuf et de vache crues,1,,,non,0,386384
cornes de bouc et de chèvre,1,,,non,0,386384
cornes de boucs,1,,,non,0,386384
cornes de cerf,169,,,non,0,386384
cornes de cerf dupié,1,,,non,0,386384
cornes de cerf en morceaux,12,,,non,0,386384
cornes de cerf et de snack,23,,,non,1,386384
cornes de cerf et de snack en morceaux,10,,,non,0,386384
cornes de cerf et de snack en râpure,0,,,oui,0,386384
cornes de cerf râpées,0,,,oui,0,386384
cornes de cerf râpure,0,,,oui,0,386384
cornes de fer,1,,,non,0,386384
cornes de lanternes,5,,,non,0,386384
cornes de licorne,1,,,non,0,386384
cornes de mouton,412,,,non,0,386384
cornes de plate,1,,,non,0,386384
cornes de rhinocéros,1,,,non,0,386384
cornes de vache,5,,,non,0,386384
cornes de verre,3,,,non,0,386384
cornes plates,32,,,non,0,386384
cornes plates ou en feuilles,1,,,non,0,386384
cornes pour manches de couteaux,1,,,non,0,386384
cornes rondes,1,,,non,0,386384
cornet de soie,1,,,non,0,386384
cornichons,60,,,non,0,386384
cornichons confits,1,,,non,0,386384
cornichons confits au vinaigre,1,,,non,0,386384
coroas,1,,,non,0,386384
corodarix,1,,,non,,386384
corode,3,,,non,0,386384
coroos,0,,,oui,0,386384
coroot,0,,,oui,0,386384
coroots,0,,,oui,0,386384
coros,0,,,oui,0,386384
corots,0,,,oui,0,386384
corou,0,,,oui,0,386384
corps d'arbre,1,,,non,0,386384
corps d'arbre bruts,1,,,non,0,386384
corps d'arbre de 20 à 30 pieds,1,,,non,0,386384
corps d'arbre de 30 à 40 pieds,1,,,non,0,386384
corps d'arbre de 40 à 50 pieds,1,,,non,0,386384
corps d'arbre de 50 à 60 pieds,1,,,non,0,386384
corps d'arbre en dessous de 20 pieds,1,,,non,0,386384
corps d'arbre réduits en pieds de gittes,1,,,non,0,386384
corps de femme,1,,,non,0,386384
corps de fille,1,,,non,0,386384
corps de jupe,0,,,oui,0,386384
corps de jupes,6,,,non,,386384
corps piqué,1,,,non,0,386384
corps piqué de jupe,0,,,oui,0,386384
corps piqué de jupes,1,,,non,,386384
cors de chasse,4,,,non,0,386384
cors de chasse et trompettes,1,,,non,0,386384
cors serinettes serpent trompettes,3,,,non,0,386384
cors serinettes trombones trompettes,2,,,non,0,386384
corsane,2,,,non,0,386384
corsets,1,,,non,0,386384
corsets baleinés,3,,,non,0,386384
corsets brodés de soie,0,,,oui,0,386384
corsets brodés en soie,1,,,non,0,386384
corsets de demitte,7,,,non,0,386384
corsets de toile,2,,,non,0,386384
cortillaterie,4,,,non,0,386384
corty,1,,,non,0,386384
corvos,1,,,non,0,386384
cosmétiques divers pâtes poudres et savons parfumés etc.,2,,,non,0,386384
costus,9,,,non,0,386384
costus doux,5,,,non,0,386384
costus verus,1,,,non,0,386384
coteaux flamands,1,,,non,0,386384
cotenis,1,,,non,0,386384
côtes de baleine,5,,,non,1,386384
cotillon de toile piquée,1,,,non,0,386384
coton,608,Hors Canada,,non,1,154362
coton ???,1,,,non,0,386384
coton à broder,2,,,non,0,386384
coton autres de Méditerranée,1,,,non,0,386384
coton autres de Turquie,1,,,non,0,386384
coton autres longue soie,1,,,non,0,386384
coton bleu,1,,,non,0,386384
coton brut et fil de coton,44,,,non,0,386384
coton brut et fil de coton des Îles,1,,,non,0,386384
coton brut et fil de coton étranger,2,,,non,0,386384
coton cardé,16,,,non,0,386384
coton courte soie,13,,,non,1,386384
coton courte soie des entrepôts,1,,,non,0,386384
coton de laine,41,Hors Canada,,non,1,154362
coton de Malte,1,,,non,0,386384
coton de rames,0,,,oui,0,386384
coton de Senirre,1,,,non,0,386384
coton de Smyrne,1,,,non,0,386384
coton des colonies françaises,1,,,non,0,386384
coton des Îles et des Indes,2,,,non,1,386384
coton des Indes,10,,,non,0,386384
coton en balles et toile,1,,,non,0,386384
coton en feuilles cardées et gommées ouates,2,,,non,0,386384
coton en fil,1,,,non,0,386384
coton en laine,1398,Hors Canada,,non,1,154362
coton en laine de retour,1,,,non,0,386384
coton en laine des Indes,1,,,non,0,386384
coton en laine du Brésil,1,,,non,0,386384
coton en laine du Levant,48,,,non,0,386384
coton en laine et filé,0,,,oui,0,386384
coton en ouate,4,,,non,0,386384
coton en ouatte,0,,,oui,0,386384
coton en rames,16,Hors Canada,,non,1,154362
coton en rames et fil de coton,26,,,non,0,386384
coton en rames et filé,0,Hors Canada,,oui,0,154362
coton et sits et mousseline,0,,,oui,0,386384
coton filé,0,Hors Canada,,oui,0,154362
coton filé blanc,0,,,oui,0,386384
coton filé bleu,0,,,oui,0,386384
coton filé commun,0,,,oui,0,386384
coton filé de Boza,0,,,oui,0,386384
coton filé de retour,0,,,oui,0,386384
coton filé des Indes,0,,,oui,0,386384
coton filé du Levant,0,,,oui,0,386384
coton filé en laine,0,,,oui,0,386384
coton filé en laine des Indes,0,,,oui,0,386384
coton filé en laine étranger,0,,,oui,0,386384
coton filé et non filé,0,,,oui,0,386384
coton filé étranger,0,,,oui,0,386384
coton filé fin,0,,,oui,0,386384
coton filé fin d'once,0,,,oui,0,386384
coton filé rouge,0,,,oui,0,386384
coton filé teint,0,,,oui,0,386384
coton imprimé,1,,,non,0,386384
coton longue soie,12,,,non,1,386384
coton longue soie des entrepôts,1,,,non,0,386384
coton par Dunkerque,1,,,non,0,386384
coton rouge,2,,,non,0,386384
coton sitz et mousseline,1,,,non,0,386384
coton sitz et mousseline en balles,1,,,non,0,386384
coton soufré,78,,,non,0,386384
coton teint,11,,,non,0,386384
cotonelle de coton,2,,,non,0,386384
cotonette,0,,,oui,0,386384
cotonettes,0,,,oui,0,386384
cotonille,33,,,non,0,386384
cotonille bleue,1,,,non,0,386384
cotonis,6,,,non,0,386384
cotonis rayé,1,,,non,0,386384
cotonnade,0,,,oui,0,386384
cotonnades,124,,,non,0,386384
cotonnades à peu de soie,1,,,non,0,386384
cotonnades bleues,1,,,non,,386384
cotonnades châles,11,,,non,0,386384
cotonné de coton,84,,,non,0,386384
cotonnée,159,,,non,0,386384
cotonnette,3,,,non,0,386384
cotonnine,52,,,non,0,386384
cotonnine anglaise,1,,,non,0,386384
cotonnine bleue,1,,,non,0,386384
cotons autres courte soie,1,,,non,0,386384
cotte,1,,,non,0,386384
cou salé,2,,,non,0,386384
couchette,1,,,non,0,386384
couchette garnie,1,,,non,0,386384
coudre bleue,1,,,non,0,386384
coüetis,5,,,non,0,386384
couettes,1,,,non,,386384
couffes,0,,,oui,0,386384
couffes à boulanger,0,,,oui,0,386384
couffins,14,,,non,0,386384
couffins à boulanger,74,,,non,,386384
couffins d'auf,8,,,non,0,386384
couffins d'auf petits,1,,,non,0,386384
couffins d'espars,37,,,non,0,386384
couffins d'osier,2,,,non,0,386384
couffins de jonc,2,,,non,0,386384
couffins de palme,61,,,non,0,386384
couffins de palme petits,1,,,non,0,386384
couffins petits,2,,,non,0,386384
coulements de terre,1,,,non,0,386384
coules de fer,2,,,non,0,386384
couleur rouge,0,,,oui,0,386384
couleurs,18,,,non,0,386384
couleurs à peindre,3,,,non,0,386384
couleurs autrement préparées,2,,,non,0,386384
couleurs composées,5,,,non,0,386384
couleurs et huile,1,,,non,0,386384
couleurs et teinture fabriquées,19,,,non,0,386384
couleurs et teinture préparées,78,,,non,0,386384
couleurs préparées,2,,,non,0,386384
couleurs préparées à l'huile,2,,,non,0,386384
couleurs rouges,1,,,non,0,386384
couleurs vertes,1,,,non,0,386384
coupe noire,1,,,non,0,386384
couperon,5,,,non,0,386384
couperon verte,1,,,non,0,386384
couperose,955,,,non,0,386384
couperose blanche,42,,,non,0,386384
couperose bleue,2,,,non,0,386384
couperose et vermillon,6,,,non,0,386384
couperose verte,257,,,non,0,386384
coupes,1,,,non,0,386384
coupes de bois,1,,,non,0,386384
coupes de cuivre,4,,,non,0,386384
coupes de fer-blanc,1,,,non,0,386384
coupier,1,,,non,0,386384
coupil,0,,,oui,0,386384
coupis,130,,,non,0,386384
coupis des Indes,1,,,non,0,386384
couplets de cuivre,1,,,non,0,386384
coupons de toile,1,,,non,,386384
coups,1,,,non,0,386384
courbes,6,,,non,0,386384
courbes de bois,1,,,non,0,386384
courbes de chêne,1,,,non,0,386384
courbes de chêne pour bâtir,1,,,non,0,386384
courbes de fer,1,,,non,0,386384
courbes de mauvais bois,1,,,non,0,386384
courbes de sapin de 4 à 5 pieds,1,,,non,0,386384
courgousson,4,,,non,0,386384
courroies,9,,,non,0,386384
courroies de bœuf jeux,1,,,non,0,386384
courroies de fusils,1,,,non,0,386384
courroies pour bœuf,4,,,non,0,386384
courtepointe,6,,,non,0,386384
courtepointe d'indienne,1,,,non,0,386384
courtepointe de coton,1,,,non,0,386384
courtepointe de coton d'Angleterre,1,,,non,0,386384
courtepointe de toile,1,,,non,0,386384
courtepointe de toile peinte,2,,,non,,386384
courtepointe jupes et vestes de toile peinte,2,,,non,0,386384
coussin,1,,,non,,386384
coussin à faire dentelle,2,,,non,0,386384
coussin d'espars,6,,,non,0,386384
coussin de palme,2,,,non,0,386384
coussin de serge,1,,,non,0,386384
coussins,0,,,oui,,386384
cousus,1,,,non,0,386384
couteaux,382,,,non,0,386384
couteaux à couper paille et pour tanneurs,1,,,non,0,386384
couteaux à deux manches,1,,,non,0,386384
couteaux à gaine,18,,,non,0,386384
couteaux à hacher la paille,1,,,non,0,386384
couteaux à indigo,15,,,non,0,386384
couteaux à manches de bois,2,,,non,0,386384
couteaux à manches de faïence,1,,,non,0,386384
couteaux à manches de forme,1,,,non,0,386384
couteaux à manches de gaiac,0,,,oui,0,386384
couteaux à manches de gaïac,3,,,non,0,386384
couteaux à manches de porcelaine,1,,,non,0,386384
couteaux à manches longs,1,,,non,,386384
couteaux à nègre,14,,,non,0,386384
couteaux à tanneurs,1,,,non,0,386384
couteaux à virole d'argent,2,,,non,0,386384
couteaux avec leurs gaines,1,,,non,0,386384
couteaux communs,243,,,non,0,386384
couteaux de chasse,11,,,non,0,386384
couteaux de chasse et épée et sabres,2,,,non,0,386384
couteaux de Flandre,1,,,non,0,386384
couteaux de gaïac,1,,,non,0,386384
couteaux de gazat,1,,,non,0,386384
couteaux de guerre,1,,,non,,386384
couteaux de tables,9,,,non,0,386384
couteaux de tables communs,1,,,non,,386384
couteaux de traite,1,,,non,0,386384
couteaux en gaine,1,,,non,0,386384
couteaux fins,1,,,non,,386384
couteaux flamands,128,,,non,0,386384
couteaux flamands pour l'entrepôt à la destination de Guinée,1,,,non,0,386384
couteaux garnis en argent,3,,,non,0,386384
coutelas,13,,,non,0,386384
coutellerie,81,,,non,0,386384
coutellerie commune,10,,,non,0,386384
coutellerie de bois,12,,,non,0,386384
coutellerie de traite,2,,,non,0,386384
coutil,509,,,non,0,386384
coutil 2478 lignes,0,,,oui,0,386384
coutil 2479 lignes,1,,,non,0,386384
coutil à lit,8,,,non,0,386384
coutil à meubles,1,,,non,0,386384
coutil chiné,1,,,non,0,386384
coutil de fil,1,,,non,0,386384
coutil de Hollande,3,,,non,0,386384
couvercles de fer,5,,,non,0,386384
couvercles de fer de marmites,1,,,non,0,386384
couvertes d'étoupe,0,,,oui,0,386384
couvertes d'étoupes,1,,,non,0,386384
couvertes d'étoupes de laine,1,,,non,0,386384
couvertes de laine,2,,,non,0,386384
couvertes de lisières,1,,,non,0,386384
couvertes de locques,0,,,oui,0,386384
couvertes de loques,1,,,non,0,386384
couvertes pour mulets,1,,,non,0,386384
couverture de fil,0,,,oui,0,386384
