exportsimports,direction,country_grouping,product_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Exports,Nantes,Afrique,eau-de-vie de genièvre et simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Colonies françaises,eau-de-vie de genièvre simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Outre-mers,eau-de-vie de genièvre simple,muids,,,,
Exports,Nantes,Outre-mers,eau-de-vie de genièvre simple,muids,,,,
Exports,,Flandre et autres états de l'Empereur,eau-de-vie de grain,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Angleterre,eau-de-vie de grains,muids,,,,
Exports,,Flandre et autres états de l'Empereur,eau-de-vie de grains,muids,,,,
Imports,,Italie,eau-de-vie de grains,muids,,,,
Imports,,Nord,eau-de-vie de grains,muids,,,,
Exports,,Allemagne,eau-de-vie de vin,muids,,,,
Exports,,Angleterre,eau-de-vie de vin,muids,,,,
Exports,,Espagne,eau-de-vie de vin,muids,,,,
Exports,,Flandre et autres états de l'Empereur,eau-de-vie de vin,muids,,,,
Exports,,Hollande,eau-de-vie de vin,muids,,,,
Exports,,Italie,eau-de-vie de vin,muids,,,,
Exports,,Levant et Barbarie,eau-de-vie de vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Nord,eau-de-vie de vin,muids,,,,
Exports,,Portugal,eau-de-vie de vin,muids,,,,
Exports,,Suisse,eau-de-vie de vin,muids,,,,
Exports,,États-Unis d'Amérique,eau-de-vie de vin,muids,,,,
Exports,Amiens,Angleterre,eau-de-vie de vin,muids,,,,
Exports,Flandre,Angleterre,eau-de-vie de vin,muids,,,,
Exports,Rouen,Outre-mers,eau-de-vie de vin,muids,,,,
Imports,,Angleterre,eau-de-vie de vin,muids,,,,
Imports,,Espagne,eau-de-vie de vin,muids,,,,
Imports,,Flandre et autres états de l'Empereur,eau-de-vie de vin,muids,,,,
Imports,,Hollande,eau-de-vie de vin,muids,,,,
Imports,,Nord,eau-de-vie de vin,muids,,,,
Imports,,Portugal,eau-de-vie de vin,muids,,,,
Imports,,Italie,eau-de-vie de vin par Marseille,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Bordeaux,Angleterre,eau-de-vie diverse,muids,,,,
Exports,Guyenne,Angleterre,eau-de-vie diverse,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Angleterre,eau-de-vie double,muids,,,,
Exports,,Divers,eau-de-vie double,muids,,,,
Exports,,Espagne,eau-de-vie double,muids,,,,
Exports,,Flandre et autres états de l'Empereur,eau-de-vie double,muids,,,,
Exports,,Hollande,eau-de-vie double,muids,,,,
Exports,,Italie,eau-de-vie double,muids,,,,
Exports,,Nord,eau-de-vie double,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Besancon,Allemagne,eau-de-vie double,muids,,,,
Exports,Besancon,France,eau-de-vie double,muids,,,,
Exports,France,Outre-mers,eau-de-vie double,muids,,,,
Exports,Grenoble,Italie,eau-de-vie double,muids,,,,
Exports,Grenoble,Suisse,eau-de-vie double,muids,,,,
Exports,La Rochelle,Angleterre,eau-de-vie double,muids,,,,
Exports,La Rochelle,Flandre et autres états de l'Empereur,eau-de-vie double,muids,,,,
Exports,La Rochelle,France,eau-de-vie double,muids,,,,
Exports,La Rochelle,Hollande,eau-de-vie double,muids,,,,
Exports,La Rochelle,Nord,eau-de-vie double,muids,,,,
Exports,La Rochelle,Portugal,eau-de-vie double,muids,,,,
Exports,Marseille,France,eau-de-vie double,muids,,,,
Exports,Saint-Malo,Outre-mers,eau-de-vie double,muids,,,,
Imports,,Divers,eau-de-vie double,muids,,,,
Imports,,Espagne,eau-de-vie double,muids,,,,
Imports,,États-Unis d'Amérique,eau-de-vie par Marseille,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Toulon,France,eau-de-vie rectifiée,muids,,,,
Exports,Toulon,Italie,eau-de-vie rectifiée,muids,,,,
Exports,,Allemagne,eau-de-vie simple,muids,,,,
Exports,,Angleterre,eau-de-vie simple,muids,,,,
Exports,,Divers,eau-de-vie simple,muids,,,,
Exports,,Espagne,eau-de-vie simple,muids,,,,
Exports,,Flandre et autres états de l'Empereur,eau-de-vie simple,muids,,,,
Exports,,Hollande,eau-de-vie simple,muids,,,,
Exports,,Italie,eau-de-vie simple,muids,,,,
Exports,,Nord,eau-de-vie simple,muids,,,,
Exports,,Outre-mers,eau-de-vie simple,muids,,,,
Exports,,Portugal,eau-de-vie simple,muids,,,,
Exports,,Suisse,eau-de-vie simple,muids,,,,
Exports,,États-Unis d'Amérique,eau-de-vie simple,muids,,,,
Exports,Bayonne,Allemagne,eau-de-vie simple,muids,,,,
Exports,Bayonne,Espagne,eau-de-vie simple,muids,,,,
Exports,Bayonne,France,eau-de-vie simple,muids,,,,
Exports,Bayonne,Nord,eau-de-vie simple,muids,,,,
Exports,Bayonne,Outre-mers,eau-de-vie simple,muids,,,,
Exports,Bayonne,États-Unis d'Amérique,eau-de-vie simple,muids,,,,
Exports,Besancon,Allemagne,eau-de-vie simple,muids,,,,
Exports,Besancon,Allemagne et Pologne (par terre),eau-de-vie simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Besancon,France,eau-de-vie simple,muids,,,,
Exports,Besancon,Suisse,eau-de-vie simple,muids,,,,
Exports,Bordeaux,Outre-mers,eau-de-vie simple,muids,,,,
Exports,Charleville,Flandre et autres états de l'Empereur,eau-de-vie simple,muids,,,,
Exports,Châlons,Allemagne,eau-de-vie simple,muids,,,,
Exports,Châlons,France,eau-de-vie simple,muids,,,,
Exports,Châlons,Suisse,eau-de-vie simple,muids,,,,
Exports,Flandre,Flandre et autres états de l'Empereur,eau-de-vie simple,muids,,,,
Exports,France,Outre-mers,eau-de-vie simple,muids,,,,
Exports,Grenoble,Italie,eau-de-vie simple,muids,,,,
Exports,Grenoble,Suisse,eau-de-vie simple,muids,,,,
Exports,La Rochelle,Angleterre,eau-de-vie simple,muids,,,,
Exports,La Rochelle,Espagne,eau-de-vie simple,muids,,,,
Exports,La Rochelle,Flandre et autres états de l'Empereur,eau-de-vie simple,muids,,,,
Exports,La Rochelle,France,eau-de-vie simple,muids,,,,
Exports,La Rochelle,Hollande,eau-de-vie simple,muids,,,,
Exports,La Rochelle,Nord,eau-de-vie simple,muids,,,,
Exports,La Rochelle,Outre-mers,eau-de-vie simple,muids,,,,
Exports,La Rochelle,États-Unis d'Amérique,eau-de-vie simple,muids,,,,
Exports,Le Havre,Outre-mers,eau-de-vie simple,muids,,,,
Exports,Marseille,France,eau-de-vie simple,muids,,,,
Exports,Montpellier,Italie,eau-de-vie simple,muids,,,,
Exports,Nantes,Outre-mers,eau-de-vie simple,muids,,,,
Exports,Rouen,Angleterre,eau-de-vie simple,muids,,,,
Exports,Rouen,Hollande,eau-de-vie simple,muids,,,,
Exports,Rouen,Nord,eau-de-vie simple,muids,,,,
Exports,Rouen,Portugal,eau-de-vie simple,muids,,,,
Exports,Rouen,Suisse,eau-de-vie simple,muids,,,,
Exports,Saint-Malo,Outre-mers,eau-de-vie simple,muids,,,,
Exports,Toulon,Angleterre,eau-de-vie simple,muids,,,,
Exports,Toulon,Flandre et autres états de l'Empereur,eau-de-vie simple,muids,,,,
Exports,Toulon,France,eau-de-vie simple,muids,,,,
Exports,Toulon,Hollande,eau-de-vie simple,muids,,,,
Exports,Toulon,Italie,eau-de-vie simple,muids,,,,
Exports,Toulon,Levant et Barbarie,eau-de-vie simple,muids,,,,
Imports,,Allemagne,eau-de-vie simple,muids,,,,
Imports,,Divers,eau-de-vie simple,muids,,,,
Imports,,Espagne,eau-de-vie simple,muids,,,,
Imports,,Flandre et autres états de l'Empereur,eau-de-vie simple,muids,,,,
Imports,,Hollande,eau-de-vie simple,muids,,,,
Imports,La Rochelle,France,eau-de-vie simple,muids,,,,
Imports,Rouen,Espagne,eau-de-vie simple,muids,,,,
Imports,Rouen,France,eau-de-vie simple,muids,,,,
Imports,Rouen,Hollande,eau-de-vie simple,muids,,,,
Exports,,Afrique,eau-de-vie simple de vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Outre-mers,eau-de-vie simple de vin,muids,,,,
Exports,,Suisse,eau-de-vie triple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Grenoble,Suisse,eau-de-vie triple,muids,,,,
Imports,,Espagne,espars,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,,Angleterre,esprit-de-vin,muids,,,,
Exports,,Flandre et autres états de l'Empereur,esprit-de-vin,muids,,,,
Exports,,Nord,esprit-de-vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Besancon,France,esprit-de-vin,muids,,,,
Imports,,Espagne,esprit-de-vin,muids,,,,
Imports,Rouen,Angleterre,farine,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,,Italie,futaille,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,,Italie,futailles,muids,,,,
Exports,Bayonne,Espagne,fèves,muids,,,,
Exports,La Rochelle,Espagne,fèves,muids,,,,
Exports,Nantes,Outre-mers,fèves,muids,,,,
Exports,Rennes,Outre-mers,fèves,muids,,,,
Exports,Rouen,Afrique,fèves,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Rouen,Outre-mers,fèves,muids,,,,
Imports,Rouen,Hollande,grain avoine,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Rouen,Nord,grain froment,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,La Rochelle,Portugal,grain maïs,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,Bayonne,Espagne,grain millet,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Imports,Rouen,Angleterre,grain orge,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Imports,Rouen,Angleterre,grain orge germé,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,,Hollande,grain seigle,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,,Angleterre,graine de genièvre,muids,,,,
Exports,Rouen,Angleterre,grains froment,muids,,,,
Exports,Rouen,Espagne,grains froment,muids,,,,
Exports,Rouen,Hollande,grains froment,muids,,,,
Exports,Rouen,Portugal,grains froment,muids,,,,
Imports,Bordeaux,Hollande,grains froment,muids,,,,
Imports,Rennes,Angleterre,grains froment,muids,,,,
Imports,Rouen,Angleterre,grains froment,muids,,,,
Imports,Rouen,Hollande,grains froment,muids,,,,
Imports,Rouen,Italie,grains froment,muids,,,,
Imports,Rouen,Nord,grains froment,muids,,,,
Exports,Bayonne,Espagne,grains millet,muids,,,,
Imports,Rouen,Angleterre,grains orge,muids,,,,
Imports,Rouen,Angleterre,grains orge germé,muids,,,,
Exports,,Hollande,grains seigle,muids,,,,
Exports,Rouen,Hollande,grains seigle,muids,,,,
Imports,Bordeaux,Hollande,grains seigle,muids,,,,
Imports,La Rochelle,Hollande,grains seigle,muids,,,,
Imports,Rouen,Angleterre,grains seigle,muids,,,,
Exports,,Outre-mers,guinée,muids,,,,
Exports,La Rochelle,Outre-mers,guinée,muids,,,,
Exports,Nantes,Outre-mers,guinée,muids,,,,
Exports,Rennes,Outre-mers,guinée,muids,,,,
Exports,Rouen,Outre-mers,guinée,muids,,,,
Imports,,Espagne,huile d'olive,muids,,,,
Imports,,Italie,huile d'olive,muids,,,,
Imports,,Levant et Barbarie,huile d'olive,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Marseille,Angleterre,huile d'olive fine,muids,,,,
Exports,Marseille,Espagne,huile d'olive fine,muids,,,,
Exports,Marseille,Flandre et autres états de l'Empereur,huile d'olive fine,muids,,,,
Exports,Marseille,France,huile d'olive fine,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Marseille,Hollande,huile d'olive fine,muids,,,,
Exports,Marseille,Italie,huile d'olive fine,muids,,,,
Exports,Marseille,Levant et Barbarie,huile d'olive fine,muids,,,,
Exports,Marseille,Nord,huile d'olive fine,muids,,,,
Exports,Marseille,États-Unis d'Amérique,huile d'olive fine,muids,,,,
Imports,Rouen,Hollande,indigo floré,muids,,,,
Exports,,Suisse,jus de citron,muids,,,,
Exports,Marseille,Afrique,jus de citron,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Marseille,Outre-mers,jus de citron,muids,,,,
Imports,,Italie,jus de citron,muids,,,,
Imports,,Italie,jus de limon,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Rouen,Outre-mers,liqueur de Malaga,muids,,,,
Exports,,Angleterre,liqueurs,muids,,,,
Exports,,Levant et Barbarie,liqueurs,muids,,,,
Exports,,États-Unis d'Amérique,liqueurs,muids,,,,
Exports,Amiens,Angleterre,liqueurs,muids,,,,
Exports,Amiens,France,liqueurs,muids,,,,
Exports,Amiens,Nord,liqueurs,muids,,,,
Exports,Bordeaux,Outre-mers,liqueurs,muids,,,,
Exports,Le Havre,Outre-mers,liqueurs,muids,,,,
Exports,Marseille,Colonies françaises,liqueurs,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Marseille,Outre-mers,liqueurs,muids,,,,
Exports,Rouen,Espagne,liqueurs,muids,,,,
Exports,Rouen,Hollande,liqueurs,muids,,,,
Exports,Rouen,Nord,liqueurs,muids,,,,
Exports,Rouen,Outre-mers,liqueurs,muids,,,,
Imports,,Outre-mers,liqueurs,muids,,,,
Imports,Rouen,Espagne,liqueurs,muids,,,,
Imports,Rouen,Hollande,liqueurs,muids,,,,
Imports,Rouen,Italie,liqueurs,muids,,,,
Imports,Rouen,Nord,liqueurs,muids,,,,
Exports,Bordeaux,Colonies françaises,liqueurs au fiasque,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Bordeaux,Outre-mers,liqueurs au fiasque,muids,,,,
Exports,"Brest, Port Louis, Rochefort, Morlaix, Saint-Servan, Redon, Honfleur, Cherbourg, Dieppe et Toulon",Afrique,liqueurs de sirop,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,France,Outre-mers,liqueurs de sirop,muids,,,,
Exports,Bordeaux,Afrique,liqueurs diverse,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Angleterre,liqueurs diverses,muids,,,,
Exports,,Espagne,liqueurs diverses,muids,,,,
Exports,,Italie,liqueurs diverses,muids,,,,
Exports,,Nord,liqueurs diverses,muids,,,,
Exports,,Suisse,liqueurs diverses,muids,,,,
Exports,,États-Unis d'Amérique,liqueurs diverses,muids,,,,
Exports,Bordeaux,Outre-mers,liqueurs diverses,muids,,,,
Exports,Le Havre,Outre-mers,liqueurs diverses,muids,,,,
Imports,,Italie,liqueurs diverses,muids,,,,
Imports,,Nord,liqueurs diverses,muids,,,,
Imports,,Portugal,liqueurs diverses,muids,,,,
Imports,,Suisse,liqueurs diverses,muids,,,,
Exports,,États-Unis d'Amérique,liqueurs et rhum,muids,,,,
Imports,,Outre-mers,liqueurs et sirop fin,muids,,,,
Imports,,États-Unis d'Amérique,liqueurs et sirop fin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,,France,liqueurs fine,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Flandre et autres états de l'Empereur,liqueurs rhum,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Nord,liqueurs rhum,muids,,,,
Exports,,Angleterre,liqueurs sirop fin,muids,,,,
Exports,,Espagne,liqueurs sirop fin,muids,,,,
Exports,,Italie,liqueurs sirop fin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Bordeaux,Angleterre,liège en bouchons,muids,,,,
Exports,Bordeaux,Espagne,liège en bouchons,muids,,,,
Exports,Bordeaux,Flandre et autres états de l'Empereur,liège en bouchons,muids,,,,
Exports,Bordeaux,France,liège en bouchons,muids,,,,
Exports,Bordeaux,Hollande,liège en bouchons,muids,,,,
Exports,Bordeaux,Nord,liège en bouchons,muids,,,,
Imports,Bordeaux,Nord,merrains à barriques,muids,,,,
Exports,Lyon,Suisse,noix,muids,,,,
Exports,Rouen,Angleterre,noix,muids,,,,
Exports,Rouen,Nord,noix,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,"Grenoble, Lyon et Marseille",Italie,noix en coquilles,muids,,,,
Imports,Rouen,Hollande,ouvrages d'étain,muids,,,,
Exports,La Rochelle,Flandre et autres états de l'Empereur,peaux de loup,muids,,,,
Exports,Amiens,Angleterre,plâtre,muids,muids,litres,936.6,"Doursther page 369 : 1 muid de plâtre = 936,60 L"
Imports,Rouen,Angleterre,pois et fèves,muids,,,,
Imports,Rouen,Hollande,pois et fèves,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Rouen,Nord,pois secs,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,,Espagne,poisson de mersalé sardine,muids,,,,
Exports,Rouen,,pommes,muids,,,,
Exports,Rouen,Outre-mers,pommes,muids,,,,
Imports,Caen,Angleterre,pommes,muids,,,,
Exports,Marseille,Colonies françaises,ratafia,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Marseille,Outre-mers,ratafia,muids,,,,
Exports,Rouen,Outre-mers,ratafia,muids,,,,
Exports,,Divers,rhum,muids,,,,
Exports,,Outre-mers,rhum,muids,,,,
Imports,,Flandre et autres états de l'Empereur,rhum,muids,,,,
Imports,,Nord,rhum,muids,,,,
Imports,Flandre,Angleterre,rhum,muids,,,,
Imports,Flandre Françoise,Angleterre,rhum,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Angleterre,rhum de prise,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,,Angleterre,rhum des prises,muids,,,,
Imports,,Colonies françaises,rhum et tafia,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,,Divers,rhum et tafia,muids,,,,
Imports,,Outre-mers,rhum et tafia,muids,,,,
Exports,La Rochelle,Espagne,rocou,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,La Rochelle,Colonies françaises,saindoux,muids,,,,
Exports,La Rochelle,Outre-mers,saindoux,muids,,,,
Exports,,Espagne,sardines salées,muids,,,,
Exports,Nantes,Nord,savon,muids,,,,
Exports,,Angleterre,sel,muids,,,,
Exports,,Espagne,sel,muids,,,,
Exports,,Flandre et autres états de l'Empereur,sel,muids,,,,
Exports,,Hollande,sel,muids,,,,
Exports,,Nord,sel,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,,Outre-mers,sel,muids,,,,
Exports,,États-Unis d'Amérique,sel,muids,,,,
Exports,Bayonne,Outre-mers,sel,muids,,,,
Exports,Bordeaux,Outre-mers,sel,muids,,,,
Exports,France,Outre-mers,sel,muids,,,,
Exports,La Rochelle,Allemagne,sel,muids,,,,
Exports,La Rochelle,Angleterre,sel,muids,,,,
Exports,La Rochelle,Espagne,sel,muids,,,,
Exports,La Rochelle,Flandre et autres états de l'Empereur,sel,muids,,,,
Exports,La Rochelle,Hollande,sel,muids,,,,
Exports,La Rochelle,Nord,sel,muids,,,,
Exports,La Rochelle,Outre-mers,sel,muids,,,,
Exports,La Rochelle,Portugal,sel,muids,,,,
Exports,La Rochelle,États-Unis d'Amérique,sel,muids,,,,
Exports,Nantes,,sel,muids,,,,
Exports,Nantes,Allemagne,sel,muids,,,,
Exports,Nantes,Angleterre,sel,muids,,,,
Exports,Nantes,Espagne,sel,muids,,,,
Exports,Nantes,Flandre et autres états de l'Empereur,sel,muids,,,,
Exports,Nantes,Hollande,sel,muids,,,,
Exports,Nantes,Nord,sel,muids,,,,
Exports,Nantes,Outre-mers,sel,muids,,,,
Exports,Nantes,États-Unis d'Amérique,sel,muids,,,,
Exports,Rennes,Angleterre,sel,muids,,,,
Exports,Rennes,Espagne,sel,muids,,,,
Exports,Rennes,Flandre et autres états de l'Empereur,sel,muids,,,,
Exports,Rennes,Hollande,sel,muids,,,,
Exports,Rennes,Nord,sel,muids,,,,
Exports,Rennes,Outre-mers,sel,muids,,,,
Exports,Rennes,États-Unis d'Amérique,sel,muids,,,,
Exports,Rouen,Angleterre,sel,muids,,,,
Exports,Rouen,Nord,sel,muids,,,,
Exports,Rouen,Outre-mers,sel,muids,,,,
Exports,Rouen,Portugal,sel,muids,,,,
Imports,,Angleterre,sel,muids,,,,
Imports,,Espagne,sel,muids,,,,
Imports,,Nord,sel,muids,,,,
Imports,,Portugal,sel,muids,,,,
Imports,La Rochelle,Angleterre,sel,muids,,,,
Imports,La Rochelle,Nord,sel,muids,,,,
Imports,Lorient,France,sel,muids,,,,
Imports,Nantes,Espagne,sel,muids,,,,
Imports,Nantes,Hollande,sel,muids,,,,
Imports,Rennes,Angleterre,sel,muids,,,,
Imports,Rennes,Nord,sel,muids,,,,
Imports,Rennes,Portugal,sel,muids,,,,
Imports,Rouen,Portugal,sel,muids,,,,
Imports,Saint-Malo,France,sel,muids,,,,
Imports,Rennes,Angleterre,sel blanc,muids,,,,
Imports,Rouen,Espagne,sel blanc,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Imports,Rouen,Espagne,sel blanc et à pêche,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Imports,Rouen,Espagne,sel blanc pour la pêche,muids,,,,
Exports,La Rochelle,Angleterre,sel d'Olonne,muids,,,,
Exports,La Rochelle,Espagne,sel d'Olonne,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,La Rochelle,Angleterre,sel d'Oléron,muids,,,,
Exports,La Rochelle,Espagne,sel d'Oléron,muids,,,,
Exports,La Rochelle,Flandre et autres états de l'Empereur,sel d'Oléron,muids,,,,
Exports,La Rochelle,Hollande,sel d'Oléron,muids,,,,
Exports,La Rochelle,Nord,sel d'Oléron,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,La Rochelle,Portugal,sel d'Oléron,muids,,,,
Exports,La Rochelle,Nord,sel d'Oléron de Ré,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nantes,Nord,sel de Bourgneuf,muids,,,,
Exports,,Suisse,sel de Franche-Comté,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Nantes,Nord,sel de Glauber,muids,,,,
Exports,,Allemagne,sel de Lorraine,muids,,,,
Exports,,Allemagne et Pologne (par terre),sel de Lorraine,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,La Rochelle,Angleterre,sel de Marennes,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,La Rochelle,Flandre et autres états de l'Empereur,sel de Marennes,muids,,,,
Exports,La Rochelle,Hollande,sel de Marennes,muids,,,,
Exports,La Rochelle,Nord,sel de Marennes,muids,,,,
Exports,Nantes,Hollande,sel de Poulinguen,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,La Rochelle,Angleterre,sel de Ré,muids,,,,
Exports,La Rochelle,Espagne,sel de Ré,muids,,,,
Exports,La Rochelle,Hollande,sel de Ré,muids,,,,
Exports,La Rochelle,Nord,sel de Ré,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,La Rochelle,Portugal,sel de Ré,muids,,,,
Exports,La Rochelle,Suisse,sel de Ré,muids,,,,
Exports,,Espagne,sel de mer,muids,,,,
Exports,Nantes,Afrique,sel de mer,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nantes,Outre-mers,sel de mer,muids,,,,
Exports,Rennes,Hollande,sel des prises,muids,,,,
Exports,La Rochelle,Hollande,sel des sables d'Olonne,muids,,,,
Exports,La Rochelle,Hollande,sel des sables d'olonne,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nantes,Angleterre,sel du Croisic,muids,,,,
Exports,Nantes,Espagne,sel du Croisic,muids,,,,
Exports,Nantes,Flandre et autres états de l'Empereur,sel du Croisic,muids,,,,
Exports,Nantes,Hollande,sel du Croisic,muids,,,,
Exports,Nantes,Nord,sel du Croisic,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nantes,Outre-mers,sel du Croisic,muids,,,,
Exports,Nantes,Angleterre,sel du Poulinguen,muids,,,,
Exports,Nantes,Espagne,sel du Poulinguen,muids,,,,
Exports,Nantes,Hollande,sel du Poulinguen,muids,,,,
Exports,Nantes,Nord,sel du Poulinguen,muids,,,,
Exports,Nantes,Outre-mers,sel du Poulinguen,muids,,,,
Exports,,Angleterre,sel ordinaire,muids,,,,
Exports,,Divers,sel ordinaire,muids,,,,
Exports,,Espagne,sel ordinaire,muids,,,,
Exports,,Flandre et autres états de l'Empereur,sel ordinaire,muids,,,,
Exports,,Hollande,sel ordinaire,muids,,,,
Exports,,Nord,sel ordinaire,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,,États-Unis d'Amérique,sel ordinaire,muids,,,,
Exports,Nantes,Nord,sel ordinaire,muids,,,,
Imports,,Angleterre,sel ordinaire,muids,,,,
Imports,,Espagne,sel ordinaire,muids,,,,
Imports,,Flandre et autres états de l'Empereur,sel ordinaire,muids,,,,
Imports,,Hollande,sel ordinaire,muids,,,,
Imports,,Italie,sel ordinaire,muids,,,,
Imports,,Nord,sel ordinaire,muids,,,,
Imports,,Portugal,sel ordinaire,muids,,,,
Exports,,Italie,sel peccain,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,,Suisse,sel peccain,muids,,,,
Exports,Rouen,Nord,sel vieux,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
