marchandises,orthographic_normalization_class,état_du_travail,nbr_occurences_source,nbr_occurences_ortho
roues neuves,roues neuves,,1,1
roues non ferrées,roues non ferrées,,1,3
roues. non ferrées,roues non ferrées,,1,3
Rouet,rouets,,2,13
Rouet ; a filer,rouets à filer,,1,31
rouet a filer,rouets à filer,,1,31
Rouet a filer,rouets à filer,,2,31
Rouet à filer,rouets à filer,,2,31
Rouët a filer,rouets à filer,,3,31
Roüet a filer,rouets à filer,,1,31
Rouet a Files,rouets à filer,,2,31
Rouete a filer,rouets à filer,,1,31
Rouets,rouets,,5,13
Rouëts,rouets,,1,13
Roüets,rouets,,5,13
Rouets ; a filer,rouets à filer,,1,31
Roüets ; à filer,rouets à filer,,3,31
Rouets ; a filler,rouets à filer,,1,31
Roüets ; de moulin,rouets de moulins,,1,1
Rouets a filer,rouets à filer,,2,31
rouets à filer,rouets à filer,,1,31
Rouets à filer,rouets à filer,,3,31
roüets a filer,rouets à filer,,1,31
Roüets a filer,rouets à filer,,2,31
Roüets a Filer,rouets à filer,,1,31
roüets à filer,rouets à filer,,1,31
Rouets a Files,rouets à filer,,1,31
Rouets a filler,rouets à filer,,1,31
Roüets petits,rouets petits,,1,1
rouge,rouge,,1,5
Rouge,rouge,,4,5
Rouge ; a peindre,rouge à peindre,,1,1
Rouge ; brun,rouge brun,,14,22
Rouge ; d'Angleterre,rouge d'Angleterre,,1,5
Rouge ; d'Espagne,rouge d'Espagne,,2,45
Rouge ; d'inde,rouge des Indes,,1,3
Rouge ; d'Inde,rouge des Indes,,1,3
Rouge ; en pierres,rouge en pierres,,1,2
Rouge ; gros,rouge gros,,2,6
Rouge Annatto colorant,rouge annatto colorant,x,1,1
rouge Brun,rouge brun,,4,22
Rouge brun,rouge brun,,2,22
Rouge Brun,rouge brun,,2,22
rouge clair,rouge clair,,1,2
Rouge clair,rouge clair,,1,2
rouge commun,rouge commun,,1,1
rouge commun en poudre,rouge commun en poudre,,1,1
rouge d'angleterre,rouge d'Angleterre,,1,5
rouge d'Angleterre,rouge d'Angleterre,,1,5
Rouge d'angleterre,rouge d'Angleterre,,1,5
Rouge d'Engleterre,rouge d'Angleterre,,1,5
rouge d'espagne,rouge d'Espagne,,2,45
rouge d'Espagne,rouge d'Espagne,,18,45
Rouge d'Espagne,rouge d'Espagne,,21,45
Rouge d'inde,rouge des Indes,,1,3
rouge de perse,rouge de Perse,,1,2
rouge de Persie,rouge de Perse,,1,2
rouge de Persie et de rosse,rouge de Perse et de rosse,x,1,1
Rouge de Poudre,rouge de poudre,,1,1
rouge de rosse,rouge de rosse,x,1,1
Rouge en Pierres,rouge en pierres,,1,2
rouge en poudre,rouge en poudre,,1,3
Rouge en poudre,rouge en poudre,,2,3
rouge fin,rouge fin,,1,1
Rouge gras,rouge gras,,3,4
Rouge grode,rouge grode,x,1,1
rouge gros,rouge gros,,1,6
Rouge gros,rouge gros,,3,6
Rouge muscat,rouge muscat,,1,1
rouge perse et de rosse,rouge perse et de rosse,,1,1
Rouge rouge,rouge rouge,,1,1
rouges d'Espagne,rouge d'Espagne,,2,45
Rouges gras,rouge gras,,1,4
rouleau de lit,rouleau de lit,,1,1
Rouleaux pour chauffer le salitre,rouleau pour chauffer le salitre,,1,1
Roulette ; de bois ; commun ; à trois rouets,roulette de bois commun à trois rouets,,1,1
roulette pour enfans,roulette pour enfants,,1,1
"Roulleaux, Rooles",rouleau rôles,x,4,4
Rousols,rousols,,1,1
Roussette,roussettes,,1,2
roussettes,roussettes,,1,2
Royeaux,roseaux,,1,102
Rozaires,rosaires,,1,1
Roze,rose,,1,2
Rozeau,roseaux,,1,102
Rozeau pour canes,roseaux pour cannes,,1,3
rozeaux,roseaux,,17,102
Rozeaux,roseaux,,58,102
Rozeaux ; coupés,roseaux coupés,,1,10
Rozeaux ; d'Espagne,roseaux d'Espagne,,4,6
Rozeaux a tisseran,roseaux à tisserand,,1,1
Rozeaux coupés,roseaux coupés,,3,10
Rozeaux de canne,roseaux pour cannes,,1,3
Rozeaux de cannes,roseaux pour cannes,,1,3
Rozée de vie,rosée de vie,x,1,2
Rozes,rose,,1,2
Rozes de provins,rose de Provins,,1,2
Ruban,ruban,,4,13
Ruban ; au quart,ruban au quart,,2,5
Ruban ; au quart de soye,ruban au quart de soie,,1,2
Ruban ; au quast,ruban au quart,,1,5
Ruban ; d'argent,ruban d'argent,,6,8
Ruban ; d'etoupe de chanvre,ruban d'étoupes de chanvre,,1,1
Ruban ; d'etoupe de lin,ruban d'étoupes de lin,,1,1
Ruban ; d'or,ruban d'or,,5,10
Ruban ; d'or et d'argent,ruban d'or et d'argent,,2,4
Ruban ; de coutil,ruban de coutil,,1,1
Ruban ; de crin,ruban de crin,,1,1
Ruban ; de fil,ruban de fil,,118,378
Ruban ; de Fil,ruban de fil,,10,378
Ruban ; De fil,ruban de fil,,6,378
Ruban ; de fil ; blanc,ruban de fil blanc,,2,2
Ruban ; de fil ; blanc ; mêlé ; d'argent ; faux,ruban de fil blanc mêlé d'argent faux,,1,1
Ruban ; de fil ; or et argent,ruban de fil or et argent,,8,8
Ruban ; de fil ; teint,ruban de fil teint,,1,2
Ruban ; de fil en laine,ruban de fil en laine,,1,2
Ruban ; de fil et laine,ruban de fil et laine,,12,44
Ruban ; de Fil et laine,ruban de fil et laine,,1,44
Ruban ; de filoselle,ruban de filoselle,,1,21
Ruban ; de filozelle,ruban de filoselle,,7,21
Ruban ; de fleures,ruban de fleuret,,1,40
Ruban ; de fleuret,ruban de fleuret,,11,40
Ruban ; de fleurs,ruban de fleurs,x,1,2
Ruban ; De fleurs,ruban de fleurs,x,1,2
Ruban ; de laine,ruban de laine,,19,41
Ruban ; de Laine,ruban de laine,,2,41
Ruban ; de leine,ruban de laine,,1,41
Ruban ; de lin,ruban de lin,,1,1
Ruban ; de soie,ruban de soie,,2,1056
ruban ; de soye,ruban de soie,,7,1056
Ruban ; de soye,ruban de soie,,285,1056
Ruban ; de Soye,ruban de soie,,14,1056
Ruban ; De soye,ruban de soie,,18,1056
Ruban ; de soye et d'argent,ruban de soie et d'argent,,1,1
ruban ; de soye et fleuret,ruban de soie et fleuret,,1,1
Ruban ; de soye or et argent,ruban de soie or et argent,,1,6
Ruban ; de soye or et argent ; faux,ruban de soie or et argent faux,,1,1
"Ruban ; de soye, or et argent",ruban de soie or et argent,,3,6
Ruban ; divers,ruban divers,,1,41
Ruban ; dorure ; d'argent,ruban dorure d'argent,,5,12
Ruban ; dorure ; d'argt,ruban dorure d'argent,,4,12
Ruban ; dorure ; d'or,ruban dorure d'or,,7,8
Ruban ; dorure ; or et arg faux,ruban dorure or et argent faux,,1,3
Ruban ; dorure ; or et argent ; faux,ruban dorure or et argent faux,,1,3
Ruban ; dorure ; or et argent ; fin,ruban dorure or et argent fin,,8,16
Ruban ; dorure ; or et argent faux,ruban dorure or et argent faux,,1,3
Ruban ; dorure ; or et argent fin,ruban dorure or et argent fin,,8,16
Ruban ; dorure ; or et argt,ruban dorure or et argent,,23,33
Ruban ; e fleuret,ruban de fleuret,,1,40
Ruban ; en dorure ; d'argent,ruban en dorure d'argent,,2,2
Ruban ; en dorure ; d'or,ruban en dorure d'or,,2,2
Ruban ; en dorure ; or et argt,ruban en dorure or et argent,,9,9
Ruban ; fil en laine,ruban fil en laine,,2,3
Ruban ; fil et laine,ruban fil et laine,,11,25
Ruban ; filozelle,ruban filoselle,,1,1
Ruban ; laine et fil,ruban laine et fil,,1,1
ruban ; mi soye,ruban mi soie,,1,10
Ruban ; mi soye,ruban mi soie,,5,10
Ruban ; misoye,ruban mi soie,,1,10
Ruban ; my soye,ruban mi soie,,1,10
Ruban ; or argent et soye,ruban or argent et soie,,2,5
ruban ; or et argent,ruban or et argent,,6,175
Ruban ; or et argent,ruban or et argent,,46,175
Ruban ; soye et fil,ruban soie et fil,,1,3
Ruban ; soye et flearn,ruban soie et flearn,x,1,1
Ruban ; soye or et argent,ruban soie or et argent,,2,2
Ruban ;Fil § Laine,ruban fil et laine,,1,25
Ruban à Fil,ruban à fil,,1,1
Ruban argent et soye,ruban argent et soie,,1,1
Ruban d'argent,ruban d'argent,,2,8
Ruban d'or,ruban d'or,,5,10
Ruban d'or et d'argent,ruban d'or et d'argent,,1,4
ruban de fil,ruban de fil,,7,378
Ruban de fil,ruban de fil,,82,378
Ruban de Fil,ruban de fil,,24,378
Ruban de Fil § laine,ruban de fil et laine,,1,44
Ruban de fil et de laine,ruban de fil et laine,,2,44
Ruban de fil et laine,ruban de fil et laine,,13,44
Ruban de fil teint,ruban de fil teint,,1,2
Ruban de filoselle,ruban de filoselle,,1,21
Ruban de filozelle,ruban de filoselle,,4,21
Ruban de fleuret,ruban de fleuret,,14,40
Ruban de fleuret;,ruban de fleuret,,1,40
Ruban de fleuret; De soye,ruban de fleuret de soie,,1,1
Ruban de fleuret; De velours,ruban de fleuret,,2,40
Ruban de fluret,ruban de laine,,1,41
Ruban de laine,ruban de laine,,6,41
Ruban de Laine,ruban de laine,,3,41
Ruban de mercerie,ruban de mercerie,,1,1
Ruban de soie,ruban de soie,,1,1056
ruban de soye,ruban de soie,,9,1056
Ruban de soye,ruban de soie,,262,1056
Ruban de Soye,ruban de soie,,10,1056
Ruban de soye et argent,ruban de soie et argent,,1,2
Ruban de soye et de laine,ruban de soie et de laine,,1,1
Ruban de soye et dorure,ruban de soie et dorure,,1,2
Ruban de velours,ruban de velours,,1,4
Ruban du Levant,ruban du Levant,,1,1
Ruban en argent,ruban en argent,,1,1
Ruban en fil,ruban en fil,,2,2
Ruban en fil et laine,ruban en fil et laine,,1,1
Ruban en or et argent,ruban en or et argent,,1,1
Ruban en soye,ruban en soie,,1,1
Ruban fil de laine,ruban fil de laine,,2,2
Ruban fil et laine,ruban fil et laine,,3,25
Ruban Fil et Laine,ruban fil et laine,,1,25
Ruban or argent et soye,ruban or argent et soie,,3,5
Ruban or charger,ruban or charger,x,1,1
Ruban or et argent,ruban or et argent,,29,175
Ruban or et argents,ruban or et argent,,1,175
Ruban soye et or,ruban soie et or,,1,1
Ruban tresse et agremens or et argent,ruban tresse et agrément or et argent,,1,1
Ruban; de fil § Laine,ruban de fil et laine,,2,44
rubanbe,rhubarbe,x,1,580
Rubanerie diverse,rubanerie diverse,,34,150
Rubanerie ord.re (celle en dorure fine et de soie exceptée),rubanerie ordinaire celle en dorure fine et de soie exceptée,,10,10
Rubannerie de soie,rubanerie de soie,,175,175
Rubannerie diverse,rubanerie diverse,,48,150
Rubannerie diverse ordinaire,rubanerie diverse ordinaire,,7,7
Rubannerie et passementerie de diverses matières (celles de soie et dorures exceptées),rubanerie et passementerie de diverses matières celles de soie et dorures exceptées,,6,6
Rubannerie et passementerie diverses (celles de soie et dorure exceptées),rubanerie et passementerie diverses celles de soie et dorure exceptées,,12,12
Rubannerie ordinaire,rubanerie ordinaire,,86,96
Rubannerie ordinaires,rubanerie ordinaire,,10,96
"Rubannerie, passementerie diverse (celle de soie exceptée)",rubanerie passementerie diverse celle de soie exceptée,,7,7
Rubanneries diverses,rubanerie diverse,,63,150
Rubanneris diverses,rubanerie diverse,,5,150
rubans,ruban,,1,13
Rubans,ruban,,8,13
Rubans ; à jour,ruban à jour,,1,1
Rubans ; à perruques,ruban à perruques,,2,2
Rubans ; blancs ou mélangés de blanc,ruban blanc ou mélangé de blanc,,1,1
Rubans ; d'or et d'argent,ruban d'or et d'argent,,1,4
Rubans ; de fil,ruban de fil,,99,378
Rubans ; De fil,ruban de fil,,3,378
Rubans ; de fil et laine,ruban de fil et laine,,12,44
Rubans ; de filozelle,ruban de filoselle,,7,21
Rubans ; de fils,ruban de fil,,1,378
Rubans ; de fils en laine,ruban de fil en laine,,1,2
Rubans ; De fleures,ruban de fleuret,,1,40
Rubans ; de fleuret,ruban de fleuret,,5,40
Rubans ; de laine,ruban de laine,,6,41
Rubans ; De laine,ruban de laine,,1,41
Rubans ; de soie,ruban de soie,,35,1056
Rubans ; de soie et argent,ruban de soie et argent,,1,2
Rubans ; de soye,ruban de soie,,242,1056
Rubans ; De soye,ruban de soie,,5,1056
"Rubans ; de soye, or et argent",ruban de soie or et argent,,1,6
Rubans ; de velours,ruban de velours,,1,4
Rubans ; divers,ruban divers,,2,41
Rubans ; écrus,ruban écru,,1,1
Rubans ; fil en laine,ruban fil en laine,,1,3
Rubans ; fil et laine,ruban fil et laine,,6,25
Rubans ; mi soie,ruban mi soie,,1,10
Rubans ; or et argent,ruban or et argent,,78,175
Rubans ; or et argt,ruban or et argent,,13,175
rubans ; soye,ruban soie,,1,1
Rubans ; teints,ruban teint,,1,1
Rubans ; velouté,ruban velouté,,2,3
Rubans avec de l'or,ruban avec de l'or,,1,1
Rubans de diverses matières,ruban de diverses matières,,4,4
rubans de fil,ruban de fil,,1,378
Rubans de fil,ruban de fil,,14,378
Rubans de Fil,ruban de fil,,2,378
rubans de fil de laine,ruban de fil de laine,,1,1
"Rubans de fil de lin et de chanvre ; blanc, ou mélange de blanc",ruban de fil de lin et de chanvre blanc ou mélange de blanc,,2,2
"Rubans de fil de lin et de chanvre ; écru, bis ou herbé",ruban de fil de lin et de chanvre écru bis ou herbé,,1,1
"Rubans de fil de lin et de chanvre ; teint, en tout ou partie",ruban de fil de lin et de chanvre teint en tout ou partie,,1,1
Rubans de fil et fleuret,ruban de fil et fleuret,,1,1
Rubans de fil et laine,ruban de fil et laine,,1,44
"Rubans de fil, à jour",ruban de fil à jour,,2,2
"Rubans de fil, fleuret et laine de soie",ruban de fil fleuret et laine de soie,,1,1
Rubans de fleuret,ruban de fleuret,,2,40
Rubans de laine ; de laine pure ; écrue et blanche,ruban de laine de laine pure écrue et blanche,,1,1
Rubans de laine ; de laine pure ; teinte,ruban de laine de laine pure teinte,,1,1
"Rubans de laine ; mélangée de fil, laine et poils",ruban de laine mélangée de fil laine et poils,,1,1
Rubans de Padoux,ruban de Padoue,x,1,1
Rubans de soie,ruban de soie,,66,1056
Rubans de soie de toute sorte,ruban de soie de toute sorte,,2,2
rubans de soye,ruban de soie,,5,1056
Rubans de soye,ruban de soie,,75,1056
Rubans de soye et dorure,ruban de soie et dorure,,1,2
Rubans de soye or et argent,ruban de soie or et argent,,1,6
rubans de soys,ruban de soie,,1,1056
Rubans de velours,ruban de velours,,2,4
Rubans divers,ruban divers,,38,41
rubans en dorure,ruban en dorure,,1,2
Rubans en dorure,ruban en dorure,,1,2
Rubans en or,ruban en or,,1,1
Rubans et passementerie de diverses matières,ruban et passementerie de diverses matières,,6,6
Rubans et passementerie de soie,ruban et passementerie de soie,,6,6
Rubans fil et laine,ruban fil et laine,,1,25
Rubans listonnerie,ruban listonnerie,,1,1
Rubans or et argent,ruban or et argent,,2,175
Rubans or et soye,ruban or et soie,,1,1
Rubans ou listonnerie,ruban ou listonnerie,,1,1
Rubans picard,ruban picard,,1,1
Rubans soie et fil,ruban soie et fil,,1,3
Rubans soye et fil,ruban soie et fil,,1,3
Rubans veloutés,ruban velouté,,1,3
Rubans; au quart de soye,ruban au quart de soie,,1,2
Rubans; de fil,ruban de fil,,10,378
Rubans; de filozelle,ruban de filoselle,,1,21
Rubans; de fleurets,ruban de fleuret,,2,40
Rubans; de laine,ruban de laine,,2,41
Rubans; de soye,ruban de soie,,17,1056
Rubans; dorure; d'argent,ruban dorure d'argent,,3,12
Rubans; dorure; d'or,ruban dorure d'or,,1,8
Rubans; dorure; or et argent,ruban dorure or et argent,,10,33
Rubans; fil et laine,ruban fil et laine,,2,25
Rubans; mi soye,ruban mi soie,,1,10
rubarbe,rhubarbe,,18,580
Rubarbe,rhubarbe,,73,580
Rubarbe ; de levant,rhubarbe du Levant,,3,14
Rubarbe ; de moscovie,rhubarbe de Moscovie,,6,31
Rubarbe ; du levant,rhubarbe du Levant,,1,14
Rubarbe commune,rhubarbe commune,,1,1
Rubarbe de levant,rhubarbe du Levant,,3,14
Rubarbe de Levant,rhubarbe du Levant,,1,14
Rubarbe de Moscoue,rhubarbe de Moscovie,x,1,31
Rubarbe de MOSCOUE,rhubarbe de Moscovie,x,2,31
rubarbe de moscovie,rhubarbe de Moscovie,,3,31
Rubarbe de moscovie,rhubarbe de Moscovie,,10,31
Rubarbe de Moscovie,rhubarbe de Moscovie,,2,31
Rubarbe de Mosovie,rhubarbe de Moscovie,,1,31
Rubarbe du Levant,rhubarbe du Levant,,3,14
Rubarbe dulevant,rhubarbe du Levant,,1,14
Rubarbe en moscovie,rhubarbe de Moscovie,,2,31
Rubarbe fil,rhubarbe fil,x,1,1
Rubarbes,rhubarbe,,2,580
rubarbre,rhubarbe,,1,580
Rubarbre de levant,rhubarbe du Levant,,1,14
Rubea,rubea,,1,1
Rubea ; major,rubea major,x,3,19
rubea major,rubea major,x,2,19
Rubea major,rubea major,x,8,19
Rubea Major,rubea major,,1,19
Rubea-major,rubea major,x,1,19
Rubeam major,rubea major,x,1,19
Rubeamajor,rubea major,x,2,19
Rubes major,rubea major,x,1,19
Rubia tinctorum,rubia tinctorum,x,2,10
Rubiatin ctorum,rubia tinctorum,x,1,10
Rubiatinctorum,rubia tinctorum,x,4,10
Rubiatindorum,rubia tinctorum,x,1,10
Rubiatintorum,rubia tinctorum,x,1,10
Rubon de soye,ruban de soie,,1,1056
Rubuiatinctorum,rubia tinctorum,x,1,10
ruches,ruches,,1,2
Ruches,ruches,,1,2
Ruches ; à miel,ruches à miel,,3,9
Ruches ; à mouche,ruches à mouches,,1,1
Ruches ; de pin,ruches de pin,,1,1
Ruches à miel,ruches à miel,,6,9
Ruches à miel (renfermant des essaims vivants),ruches à miel (renfermant des essaims vivants),,6,6
Rudon,rudon,x,2,2
Rum,rhum,,5,23
Rum et Taffia,rhum et tafia,,2,39
Rum et tafia,rhum et tafia,,16,39
rusque,rusque,x,1,4
Rusque,rusque,x,2,4
Rusque ; de pin,rusque de pin,x,3,23
rusque de pin,rusque de pin,,2,23
Rusque de pin,rusque de pin,x,15,23
Rusques,rusque,,1,4
Rusques ; de chesne,rusque de chêne,,2,4
Rusques ; de pin,rusque de pin,,2,23
Rusques de chene,rusque de chêne,,2,4
Rusques de pin,rusque de pin,,1,23
Rusques de sapin,rusque de sapin,,1,1
Saanguine,sanguine,,1,84
Sabatines,sabatines,x,1,1
sable,sable,,1,11
Sable,sable,,10,11
Sable ; à mouler,sable à mouler,,1,1
Sable ; de mer,sable de mer,,1,1
Sable a fondeur,sable à fondeur,,1,1
Sable à rafinerie,sable à raffinerie,,1,1
Sable blanc,sable blanc,,1,1
sable de verre,sable de verre,,1,1
Sablerie,sablerie,,8,8
Sables communs,sable commun,,1,1
Sablieres de cuivre,sablières de cuivre,,1,1
Sabliers,sabliers,,1,1
Sabliers en compas,sabliers en compas,,3,3
Sablon,sablon,,1,1
Sabot,sabots,,2,75
sabots,sabots,,3,75
Sabots,sabots,,70,75
"Sabots de bétail, râpures de cornes de bétail, etc",sabots de bétail râpures de cornes de bétail etc,,1,1
Sabre,sabres,,5,53
sabres,sabres,,1,53
Sabres,sabres,,47,53
Sabres ; de traitte,sabres de traite,,3,11
Sabres de traite,sabres de traite,,4,11
Sabres de traite et autre,sabres de traite et autres,,2,2
Sabres de traitte,sabres de traite,,4,11
Sabres divers,sabres divers,,1,1
Sabres et poignards de traitte,sabres et poignards de traite,,1,1
sabres fins,sabres fins,,1,1
Sabres garnis en argent,sabres garnis en argent,,1,1
Sabres montés en cuivre doré,sabres montés en cuivre doré,,1,1
Sac ; de peau ; d'ours,sacs de peau d'ours,,1,1
Sac a vuides,sacs à vide,,1,1
Sac de toile,sacs de toile,,2,32
Sac de toile vuides,sacs de toile vides,,1,2
Sac vides,sacs vides,,1,44
Sac Vuiddes de Toile,sacs vides de toile,,1,1
sac vuides,sacs vides,,1,44
Sachets,sachets,,11,11
Sachets d'odeur,sachets d'odeur,,3,3
Sacquin,sacquin,x,1,1
Sacs,sacs,,33,33
Sacs ; de cuir ; à tabac,sacs de cuir à tabac,,1,4
Sacs ; de toile,sacs de toile,,7,32
Sacs ; de toille,sacs de toille,,5,5
Sacs ; vides,sacs vides,,2,44
Sacs ; vieux,sacs vieux,,1,5
Sacs ; vuides,sacs vides,,8,44
Sacs à café,sacs à café,,5,18
Sacs à caffe,sacs à café,,3,18
Sacs à caffé,sacs à café,,10,18
Sacs à cafffé (vieux),sacs à café vieux,,1,1
Sacs à poudre,sacs à poudre,,1,1
Sacs de bois et cuir,sacs de bois et cuir,,1,1
Sacs de cuir a tabac,sacs de cuir à tabac,,2,4
Sacs de cuir à tabac,sacs de cuir à tabac,,1,4
Sacs de poluard,sacs de poluard,x,1,1
sacs de toile,sacs de toile,,2,32
Sacs de toile,sacs de toile,,19,32
Sacs de Toile,sacs de toile,,1,32
sacs de Toile ayans servi,sacs de toile ayant servi,,1,1
Sacs de toile vieux,sacs de toile vieux,,1,1
Sacs de toille,sacs de toile,,1,32
sacs de toille de halle,sacs de toile de halle,,1,1
Sacs de toille vuides,sacs de toile vides,,1,2
Sacs divers,sacs divers,,1,1
sacs en paquets,sacs en paquets,,1,1
Sacs en toile de chanvre,sacs en toile de chanvre,,2,2
Sacs neufs à caffé,sacs neufs à café,,2,2
sacs vides,sacs vides,,1,44
Sacs vides,sacs vides,,12,44
Sacs vides à caffé,sacs vides à café,,1,1
sacs vieux,sacs vieux,,1,5
Sacs vieux,sacs vieux,,2,5
Sacs Vieux,sacs vieux,,1,5
Sacs vieux à caffé,sacs vieux à café,,2,2
Sacs vieux de toille,sacs vieux de toile,,1,2
Sacs Vuider,sacs vides,,1,44
sacs vuides,sacs vides,,2,44
Sacs vuides,sacs vides,,16,44
sacss vieux de toile,sacs vieux de toile,,1,2
