simplification,nbr_occurences_simpl,coton,obsolete,nbr_occurences_coton
vin de Fleurance,1,not raw cotton,non,817071
vin de Florence,2,not raw cotton,non,817071
vin de forêt,2,not raw cotton,non,817071
vin de France,392,not raw cotton,non,817071
vin de France bouteilles,2,not raw cotton,non,817071
vin de France de Champagne,3,not raw cotton,non,817071
vin de France de santé en bouteilles,1,not raw cotton,non,817071
vin de France de santé en muid,2,not raw cotton,non,817071
vin de France en bouteilles,9,not raw cotton,non,817071
vin de France-Comté,7,not raw cotton,non,817071
vin de Frontignan,119,not raw cotton,non,817071
vin de Fronton,1,not raw cotton,non,817071
vin de Gaillac,44,not raw cotton,non,817071
vin de Garonne,3,not raw cotton,non,817071
vin de Gascogne,0,not raw cotton,non,817071
vin de Gênes,5,not raw cotton,non,817071
vin de Gensac,18,not raw cotton,non,817071
vin de Gevrey,6,not raw cotton,non,817071
vin de Gilly,2,not raw cotton,non,817071
vin de Grave,2,,non,38841
vin de Graves,5,not raw cotton,non,817071
vin de Grèce,6,not raw cotton,non,817071
vin de Guacy,1,not raw cotton,non,817071
vin de Guyenne,12,not raw cotton,non,817071
vin de haule,1,not raw cotton,non,817071
vin de haut,503,not raw cotton,non,817071
vin de haut renvoyé,1,not raw cotton,non,817071
vin de Hongrie,49,not raw cotton,non,817071
vin de hors,5,not raw cotton,non,817071
vin de jauge gros bard,1,not raw cotton,non,817071
vin de l'Agenais,1,not raw cotton,non,817071
vin de l'île de Ré,1,not raw cotton,non,817071
vin de la Charente,1,not raw cotton,non,817071
vin de la ci-devant province du Languedoc,1,not raw cotton,non,817071
vin de la Côte de Suisse,2,,non,38841
vin de la Ferté,2,not raw cotton,non,817071
vin de la foire de Beaucaire,1,,non,38841
vin de la Moselle,2,not raw cotton,non,817071
vin de La Rochelle,28,not raw cotton,non,817071
vin de la Rochelle,28,not raw cotton,non,817071
vin de lamalgue,1,,non,38841
vin de Langres,40,not raw cotton,non,817071
vin de Langres ???,3,not raw cotton,non,817071
vin de Lantirini,1,not raw cotton,non,817071
vin de Libourne,2,,non,38841
vin de Liège d'Hay etc.,81,not raw cotton,non,817071
vin de lignum,6,not raw cotton,non,817071
vin de liquan,1,not raw cotton,non,817071
vin de liqueurs,860,not raw cotton,non,817071
vin de liqueurs de muscat,29,not raw cotton,non,817071
vin de liqueurs étranger,14,not raw cotton,non,817071
vin de Lires,1,not raw cotton,non,817071
vin de Loge,2,,non,38841
vin de Lorraine,6,not raw cotton,non,817071
vin de Lyon,45,not raw cotton,non,817071
vin de Mâcon,45,not raw cotton,non,817071
vin de Madère,82,not raw cotton,non,817071
vin de Malaga,374,not raw cotton,non,817071
vin de Malaga de Rancio,1,not raw cotton,non,817071
vin de Malaga en muid,1,not raw cotton,non,817071
vin de Malvoisie,25,not raw cotton,non,817071
vin de Manheim,1,not raw cotton,non,817071
vin de Marennes,18,not raw cotton,non,817071
vin de Marseille,3,not raw cotton,non,817071
vin de Médoc,8,not raw cotton,non,817071
vin de Mercurey,1,not raw cotton,non,817071
vin de Metz,3,not raw cotton,non,817071
vin de Meursault,2,not raw cotton,non,817071
vin de Mezac,1,not raw cotton,non,817071
vin de Moissac,1,,non,38841
vin de montagne,76,not raw cotton,non,817071
vin de Montreuil,2,not raw cotton,non,817071
vin de Moselle,16,not raw cotton,non,817071
vin de Mursante,1,not raw cotton,non,817071
vin de Murville,2,not raw cotton,non,817071
vin de mus ???,1,not raw cotton,non,817071
vin de muscat,974,not raw cotton,non,817071
vin de muscat de Frontignan,2,,non,38841
vin de muscat ordinaire,2,,non,38841
vin de N. Jean,4,not raw cotton,non,817071
vin de Nantes,533,not raw cotton,non,817071
vin de Naples,3,not raw cotton,non,817071
vin de Navarre,12,not raw cotton,non,817071
vin de Nuits,81,not raw cotton,non,817071
vin de Pacaret,13,not raw cotton,non,817071
vin de Paiaret,1,not raw cotton,non,817071
vin de palme,3,not raw cotton,non,817071
vin de Paquarat,1,not raw cotton,non,817071
vin de pays,51,not raw cotton,non,817071
vin de Peralte,1,not raw cotton,non,817071
vin de Picardan,1,not raw cotton,non,817071
vin de poisson,1,not raw cotton,non,817071
vin de Porto,4,not raw cotton,non,817071
vin de Porto Rico,2,not raw cotton,non,817071
vin de Portugal,39,not raw cotton,non,817071
vin de Pouligny,1,not raw cotton,non,817071
vin de Prague,2,not raw cotton,non,817071
vin de Provence,144,not raw cotton,non,817071
vin de Provence en bouteille,1,,non,38841
vin de Provence en muids,1,,non,38841
vin de Pukaret,1,,non,38841
vin de Querée,2,not raw cotton,non,817071
vin de Rancio,32,not raw cotton,non,817071
vin de Ré,153,not raw cotton,non,817071
vin de Reims,184,not raw cotton,non,817071
vin de Rezac,1,not raw cotton,non,817071
vin de Rianco et de Xérès,1,not raw cotton,non,817071
vin de Ricey,1,not raw cotton,non,817071
vin de Rivesac,1,not raw cotton,non,817071
vin de Rivesaltes,1,not raw cotton,non,817071
vin de rivière,49,not raw cotton,non,817071
vin de Rochefort,2,not raw cotton,non,817071
vin de Rome,1,not raw cotton,non,817071
vin de Rota,18,not raw cotton,non,817071
vin de Roussillon,1,not raw cotton,non,817071
vin de Rouys,1,not raw cotton,non,817071
vin de Rully,12,not raw cotton,non,817071
vin de Ruys,2,not raw cotton,non,817071
vin de Saint-Jean,65,not raw cotton,non,817071
vin de Saint-Jean d'Angély,2,not raw cotton,non,817071
vin de Saint-Laurent,6,not raw cotton,non,817071
vin de Saint-Laurent du Var,1,not raw cotton,non,817071
vin de Saintonge,96,not raw cotton,non,817071
vin de Savigny,1,not raw cotton,non,817071
vin de Savoie,12,not raw cotton,non,817071
vin de St. Seau,4,not raw cotton,non,817071
vin de Ste. Foy,14,not raw cotton,non,817071
vin de Suisse,18,not raw cotton,non,817071
vin de Syracuse,11,not raw cotton,non,817071
vin de Tavel,1,not raw cotton,non,817071
vin de teinte,9,not raw cotton,non,817071
vin de Ténérife,1,not raw cotton,non,817071
vin de terre,1,not raw cotton,non,817071
vin de Tezac,2,not raw cotton,non,817071
vin de Thiaucourt,2,not raw cotton,non,817071
vin de Tinto,16,not raw cotton,non,817071
vin de Tokay,25,not raw cotton,non,817071
vin de Tonnerre,8,not raw cotton,non,817071
vin de Touraine,3,not raw cotton,non,817071
vin de Vienne,1,not raw cotton,non,817071
vin de ville,733,not raw cotton,non,817071
vin de ville de Bordeaux,2,not raw cotton,non,817071
vin de ville de renvoi,2,not raw cotton,non,817071
vin de ville et de haut,5,not raw cotton,non,817071
vin de Vougeot,4,not raw cotton,non,817071
vin de Wermut,1,not raw cotton,non,817071
vin de Xérès,72,not raw cotton,non,817071
vin des Canaries,179,not raw cotton,non,817071
vin des grandes borderies,1,not raw cotton,non,817071
vin des Îles,1,not raw cotton,non,817071
vin dit Bleckaert,5,not raw cotton,non,817071
vin divers,582,not raw cotton,non,817071
vin doux,5,not raw cotton,non,817071
vin du Barrois,34,not raw cotton,non,817071
vin du Béarn et Gascogne,1,not raw cotton,non,817071
vin du Bugey,28,not raw cotton,non,817071
vin du Cap,43,not raw cotton,non,817071
vin du Cap Breton,28,not raw cotton,non,817071
vin du cap de Bonne Espérance,5,not raw cotton,non,817071
vin du Cap des Indes,1,not raw cotton,non,817071
vin du Croisic,12,not raw cotton,non,817071
vin du Dauphiné,24,not raw cotton,non,817071
vin du Hainaut,1,not raw cotton,non,817071
vin du Languedoc,212,not raw cotton,non,817071
vin du Lyonnais,11,not raw cotton,non,817071
vin du mont Vésuve,1,not raw cotton,non,817071
vin du Nantais,14,not raw cotton,non,817071
vin du Périgord,1,not raw cotton,non,817071
vin du Portugal,1,not raw cotton,non,817071
vin du Quercy,60,not raw cotton,non,817071
vin du Rhen en douelles,1,,non,38841
vin du Rhin,170,not raw cotton,non,817071
vin du Rhin de retour,1,not raw cotton,non,817071
vin du Rhin en bouteilles,1,not raw cotton,non,817071
vin du Rhin en cercles,1,not raw cotton,non,817071
vin du Rhin et de Moselle,130,not raw cotton,non,817071
vin du Rhône,3,not raw cotton,non,817071
vin du Roussillon,24,not raw cotton,non,817071
vin en bouteille,3,not raw cotton,non,817071
vin en bouteille commun,1,not raw cotton,non,817071
vin en bouteille de Franche-Comté,1,not raw cotton,non,817071
vin en bouteilles,68,not raw cotton,non,817071
vin en bouteilles autre que de la Gironde ordinaire,2,not raw cotton,non,817071
vin en bouteilles d'Orléans,3,not raw cotton,non,817071
vin en bouteilles de Bordeaux,4,not raw cotton,non,817071
vin en bouteilles de Bordeaux fin,25,not raw cotton,non,817071
vin en bouteilles de la Gironde,1,not raw cotton,non,817071
vin en bouteilles de liqueurs,6,not raw cotton,non,817071
vin en bouteilles de Malaga,3,not raw cotton,non,817071
vin en bouteilles du Lyonnais,1,not raw cotton,non,817071
vin en bouteilles muscat,3,not raw cotton,non,817071
vin en cercles,4,not raw cotton,non,817071
vin en cercles de liqueurs,5,not raw cotton,non,817071
vin en futailles,3,not raw cotton,non,817071
vin en futailles autre que de la Gironde ordinaire,2,not raw cotton,non,817071
vin en futailles de la Gironde ordinaire,1,not raw cotton,non,817071
vin en futailles de liqueurs,2,not raw cotton,non,817071
vin en lest,1,,non,38841
vin en muid,11,not raw cotton,non,817071
vin en muid muscat,1,not raw cotton,non,817071
vin et autres boissons bière,6,not raw cotton,non,817071
vin et autres boissons cidre,3,not raw cotton,non,817071
vin et autres boissons vin de liqueurs de différente espèce,6,not raw cotton,non,817071
vin et autres boissons vin divers,6,not raw cotton,non,817071
vin et autres boissons vin divers de Bordeaux,6,not raw cotton,non,817071
vin et eau-de-vie,9,not raw cotton,non,817071
vin et eau-de-vie de vin,9,not raw cotton,non,817071
vin et fer,3,not raw cotton,non,817071
vin et vin de liqueurs divers,5,not raw cotton,non,817071
vin et vinaigre,1,not raw cotton,non,817071
vin étranger,13,not raw cotton,non,817071
vin étranger au ???,0,not raw cotton,non,817071
vin étranger blanc,2,not raw cotton,non,817071
vin étranger commun,1,not raw cotton,non,817071
vin étranger de ???,1,not raw cotton,non,817071
vin étranger de ramis,1,,non,38841
vin étranger de toute sorte,2,not raw cotton,non,817071
vin étranger en bouteilles,5,not raw cotton,non,817071
vin étranger en futailles,1,,non,38841
vin étranger en muid,21,not raw cotton,non,817071
vin étranger fuo,3,not raw cotton,non,817071
vin fin,40,not raw cotton,non,817071
vin fin en bouteilles,20,not raw cotton,non,817071
vin français,202,not raw cotton,non,817071
vin Gailleau,1,,non,38841
vin gâté,2,not raw cotton,non,817071
vin gris,2,not raw cotton,non,817071
vin hors,60,not raw cotton,non,817071
vin jauge ??? Paris,1,not raw cotton,non,817071
vin jauge de Soissons,1,not raw cotton,non,817071
vin jauge gros bard,42,not raw cotton,non,817071
vin jauge Paris,6,not raw cotton,non,817071
vin mousseux,9,not raw cotton,non,817071
vin muscat,0,not raw cotton,oui,817071
vin muscat ordinaire,0,not raw cotton,oui,817071
vin Nantes,1,not raw cotton,non,817071
vin noir,1,not raw cotton,non,817071
vin ordinaire,468,not raw cotton,non,817071
vin ordinaire divers,12,not raw cotton,non,817071
vin ordinaire en bouteilles,7,not raw cotton,non,817071
vin ordinaire en miel,4,not raw cotton,non,817071
vin pour lest,1,,non,38841
vin Rancio,5,not raw cotton,non,817071
vin romali,1,,non,38841
vin Rota,1,not raw cotton,non,817071
vin rouge,1022,not raw cotton,non,817071
vin rouge au muids,9,,non,38841
vin rouge commun,65,not raw cotton,non,817071
vin rouge d'Espagne,2,not raw cotton,non,817071
vin rouge de France,141,not raw cotton,non,817071
vin rouge de Marennes,1,,non,38841
vin rouge de Neuchâtel,1,,non,38841
vin rouge de renvoi,3,not raw cotton,non,817071
vin rouge en bouteilles,6,not raw cotton,non,817071
vin rouge et blanc,2,not raw cotton,non,817071
vin rouge gros bard,1,not raw cotton,non,817071
vin rouge ordinaire,1,not raw cotton,non,817071
vin rouge très gras,1,not raw cotton,non,817071
vin Saint-Ange,1,not raw cotton,non,817071
vin Saint-Laurent,1,,non,38841
vin soin,1,,non,38841
vin Tinto,20,not raw cotton,non,817071
vin vendange,2,not raw cotton,non,817071
vin verdé de Florence,1,not raw cotton,non,817071
vinaigre,6855,not raw cotton,non,817071
vinaigre ???,3,not raw cotton,non,817071
vinaigre de bière,122,not raw cotton,non,817071
vinaigre de bière cidre et poiré,4,not raw cotton,non,817071
vinaigre de composition,23,not raw cotton,non,817071
vinaigre de fruits,118,not raw cotton,non,817071
vinaigre de vin,133,not raw cotton,non,817071
vinaigre de vin en bouteille,2,not raw cotton,non,817071
vinaigre de vin en futaille,2,not raw cotton,non,817071
vinaigre ordinaire,35,not raw cotton,non,817071
vinaigre parfumé,2,not raw cotton,non,817071
vinaterie,26,,non,38841
vinvoin,1,not raw cotton,non,817071
viole,1,not raw cotton,non,817071
violende,1,not raw cotton,non,817071
violette,1,not raw cotton,non,817071
violon,4,not raw cotton,non,817071
violoncelle,1,not raw cotton,non,817071
violons,136,not raw cotton,non,817071
violons d'enfant,1,not raw cotton,non,817071
violons gros,1,not raw cotton,non,817071
violons petits,1,not raw cotton,non,817071
vipères,17,not raw cotton,non,817071
vipères sèches,1,not raw cotton,non,817071
vipères vives,2,not raw cotton,non,817071
vipérine,8,not raw cotton,non,817071
vipérine en racine,1,not raw cotton,non,817071
vipres,1,not raw cotton,non,817071
virez,4,not raw cotton,non,817071
vispapan ???,1,not raw cotton,non,817071
vitre de verre,3,not raw cotton,non,817071
vitrifications émail,4,not raw cotton,non,817071
vitrifications en grains percés à broder ou à tricoter,2,not raw cotton,non,817071
vitrifications en grains percés pour chapelets et colliers,4,not raw cotton,non,817071
vitrifications en masses à tailler,1,not raw cotton,non,817071
vitrifications en masses ou en tubes à tailler,3,not raw cotton,non,817071
vitrifications taillées en grands ou rassades percés,1,not raw cotton,non,817071
vitrifications taillées en pierres à bijoux,5,not raw cotton,non,817071
vitriol,540,not raw cotton,non,817071
vitriol blanc,20,not raw cotton,non,817071
vitriol bleu,4,not raw cotton,non,817071
vitriol de Chypre,108,not raw cotton,non,817071
vitriol en pierre,1,,non,38841
vivres,101,,non,38841
vivres pour l'équipage,1,,non,38841
vivres pour la pêche à la morue,2,,non,38841
vivres pour la pêche au poisson frais,3,,non,38841
vivres pour la pêche aux moules,28,,non,38841
vivvres,1,,oui,38841
vlottes,82,not raw cotton,non,817071
voëdes,3,not raw cotton,non,817071
voide,1,not raw cotton,non,817071
voile,12,not raw cotton,non,817071
voile brochée,1,not raw cotton,non,817071
voile brodée,1,,non,38841
voile de bateaux,2,not raw cotton,non,817071
voile de laine,1,not raw cotton,non,817071
voile de navire,3,not raw cotton,non,817071
voile de novice,1,not raw cotton,non,817071
voile de serge,7,,oui,38841
voile de serge de laine,3,not raw cotton,non,817071
voile de soie,24,not raw cotton,non,817071
voile de vaisseaux,4,not raw cotton,non,817071
voile du Maroc,1,not raw cotton,non,817071
voile neuve,5,,non,38841
voile poil et soie,1,,non,38841
voilures,1,not raw cotton,non,817071
vois de pinceaux planches,1,not raw cotton,non,817071
voitures,162,not raw cotton,non,817071
voitures à échelles,2,not raw cotton,non,817071
voitures à ressorts,1,not raw cotton,non,817071
voitures avec hamais,1,not raw cotton,non,817071
voitures cabriolets,1,not raw cotton,non,817071
voitures carriole,1,not raw cotton,non,817071
voitures complètes,2,not raw cotton,non,817071
voitures de chafre,1,not raw cotton,non,817071
voitures et leurs roues,1,not raw cotton,non,817071
voitures étrangères,3,not raw cotton,non,817071
voitures garnies ou peintes à ressorts,5,not raw cotton,non,817071
voitures neuves,3,not raw cotton,non,817071
volailles,519,not raw cotton,non,817071
volailles grasses,2,not raw cotton,non,817071
volailles oies,1,not raw cotton,non,817071
volants,5,not raw cotton,non,817071
volants à boutonnière d'or,1,not raw cotton,non,817071
volants de camelot,2,not raw cotton,non,817071
vrille,18,not raw cotton,non,817071
vulnéraires,4,,non,38841
vulnéraires de Suisse,2,not raw cotton,non,817071
wagheschot en blocs,4,not raw cotton,non,817071
wagons,1,not raw cotton,non,817071
wathout en blocs,8,not raw cotton,non,817071
wollegoet blanche,3,not raw cotton,non,817071
wollegoet mêlée,5,not raw cotton,non,817071
wollegoet teinte,3,not raw cotton,non,817071
wuinnes,22,not raw cotton,non,817071
ydienne,1,not raw cotton,non,817071
yeux d'écrevisses,96,not raw cotton,non,817071
yeux de homard,1,not raw cotton,non,817071
zain,24,not raw cotton,non,817071
zédoaire,29,not raw cotton,non,817071
zinc,93,not raw cotton,non,817071
zinc coulé en lingots et en masses,1,not raw cotton,non,817071
