goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
grains orge en gerbe,1,out,non,483657
grains orge et soucrion,2,out,non,483657
grains orge et soucrion en gerbe,1,out,non,483657
grains orge germé,14,out,non,483657
grains orge paillarge,1,out,non,483657
grains orge par Marseille,1,out,non,483657
grains orge perlé et mondé,30,out,non,483657
grains petits,1,out,non,483657
grains riz,796,rice,non,817
grains sarrasin,53,out,non,483657
grains seigle,600,out,non,483657
grains seigle avarié,1,out,non,483657
grains seigle en gerbe,1,out,non,483657
grains seigle en gerbes,1,out,non,483657
grains seigle et blé,1,out,non,483657
grains seigle par Marseille,1,out,non,483657
grains soucrillon,7,out,non,483657
graisse,334,out,non,483657
graisse à chapeler,1,out,non,483657
graisse blanche,2,out,non,483657
graisse d'autruche,1,out,non,483657
graisse d'oint,1,out,non,483657
graisse d'ours,2,out,non,483657
graisse de baleine,1,out,non,483657
graisse de boucherie,51,out,non,483657
graisse de cacao,1,out,non,483657
graisse de chanvre,3,out,non,483657
graisse de cheval d'ours et de pied de bœuf,3,out,non,483657
graisse de cire,1,out,non,483657
graisse de cochon,6,out,non,483657
graisse de gras de peau,6,out,non,483657
graisse de jardin,1,out,non,483657
graisse de mouton,5,out,non,483657
graisse de pied de bœuf,1,out,non,483657
graisse de poisson,11,out,non,483657
graisse de poisson de pêche étrangère,1,out,non,483657
graisse de poisson de pêche française,2,out,non,483657
graisse de poisson des pays hors d'Europe,1,out,non,483657
graisse de porcs,110,out,non,483657
graisse de tasson et autres,1,out,non,483657
graisse de toute sorte sauf graisse de bœuf d'ours de gras de peau et suif brut,2,out,non,483657
graisse de toute sorte sauf graisse de cheval d'ours de gras de peau et suif brut,1,out,non,483657
graisse de toute sorte sauf gras de peau et suif brut,2,out,non,483657
graisse douce,3,out,non,483657
graisse douce de cochon,1,out,non,483657
graisse et chair salée de porcs,1,out,non,483657
graisse et suif,1,out,non,483657
graisse fine,2,out,non,483657
graisse fondue,1,out,non,483657
graisse salée,1,out,non,483657
grande voile de vaisseaux,1,out,non,483657
granille de cochenille,44,cochenille,non,1380
granit,1,out,non,483657
grannette de coton,1,out,non,483657
graphite,7,out,non,483657
grappins,4,out,non,483657
grappins de fer,56,out,non,483657
gras de tours,1,out,non,483657
gras rouge,1,out,non,483657
gras-double,7,out,non,483657
grattes,1,out,non,483657
grattes en fer,2,out,non,483657
grattoirs,3,out,non,483657
grattoirs de fer,1,out,non,483657
gravelée,152,out,non,483657
gravelée potasse et védasse,139,out,non,483657
gravelle,17,out,non,483657
gravures,2,out,non,483657
gravures encadrées,1,out,non,483657
gravures et lithographies,2,out,non,483657
gravures noires ou coloriées,6,out,non,483657
gravures peintures et sculptures,54,out,non,483657
grèles,1,out,non,483657
grèles à café,1,out,non,483657
grelin,4,out,non,483657
grelots,52,out,non,483657
grelots de cuivre,60,out,non,483657
grelots de laiton,1,out,non,483657
grelots et sonnettes,1,out,non,483657
grenade,37,out,non,483657
grenade à feu,1,out,non,483657
grenade de coton,1,out,non,483657
grenade de fer,12,out,non,483657
grenade de Florence,1,out,non,483657
grenade étoffe,2,out,non,483657
grenade fruit,7,out,non,483657
grenade pour la Compagnie des Indes,1,out,non,483657
grenades de fonte,1,out,non,483657
grenadier et laurier et jasmin etc,2,out,non,483657
grenaille,7,out,non,483657
grenaille d'acier et de fer,1,out,non,483657
grenaille de cochenille,3,out,non,483657
grenat,15,out,non,483657
grenat et rubis,1,out,non,483657
grenat faux,2,out,non,483657
grenat faux et autres pierres fausses non montées,1,out,non,483657
grenat fin,3,out,non,483657
grenat fin monté,1,out,non,483657
grenat fin non monté,1,out,non,483657
grès,1,out,non,483657
grès à laver,4,out,non,483657
grès en pavé,3,out,non,483657
grès rouge,1,out,non,483657
grignons,5,out,non,483657
grillages,1,out,non,483657
grillages de fer,2,out,non,483657
grillages en fer,1,out,non,483657
grilles,1,out,non,483657
grilles de fer,56,out,non,483657
grilles de fer à moulins à sucre,1,out,non,483657
grilles de fer de fonte,4,out,non,483657
grilles de fer pour moulins à sucre,1,out,non,483657
grilles et tambours de fer,1,out,non,483657
grillons,1,out,non,483657
grillons de fonte,1,out,non,483657
grinza,1,out,non,483657
gris,3,out,non,483657
grisette,53,out,non,483657
grisette de Flandre,1,out,non,483657
grisette de laine,2,out,non,483657
grisette de soie,10,out,non,483657
grisons,2,out,non,483657
grives,3,out,non,483657
groisil,1,out,non,483657
groisil de verre,2,out,non,483657
groison,2,out,non,483657
gros de Naples,1,out,non,483657
gros de Tours,5,out,non,483657
gros rouge,5,out,non,483657
gros tors,2,out,non,483657
groseille,1,out,non,483657
grosgrain,1,out,non,483657
grosil,20,out,non,483657
grosse de soie,1,out,non,483657
gruau,285,out,non,483657
gruau d'avoine,1,out,non,483657
gruau de grains comestible,2,out,non,483657
gruau de grains sarrasin,1,out,non,483657
gruau de millet,1,out,non,483657
gruau et fécule,6,out,non,483657
gruyère,3,out,non,483657
guajocum utilisé pour traiter la syphilis,1,out,non,483657
guéridon,4,out,non,483657
guéridon de sapin,1,out,non,483657
guéridon et tables,1,out,non,483657
guéridon peint,1,out,non,483657
guêtres,18,out,non,483657
guêtres de coton,1,cotton goods,non,14779
guêtres de cuir,3,out,non,483657
guêtres de toile,3,out,non,483657
gueuse de fer,1,out,non,483657
guftas,1,out,non,483657
guidive des prises,1,out,non,483657
guignolet en ratafia,4,out,non,483657
guignolet en ratafia de cerise,3,out,non,483657
guildive,16,out,non,483657
guin ???,1,out,non,483657
guina,1,out,non,483657
guincastafs,1,out,non,483657
guindeaux,2,out,non,483657
guinée,181,cotton goods,non,14779
guinée blanche,92,cotton goods,non,14779
guinée blanche des Indes,4,cotton goods,non,14779
guinée blanche et bleue,1,cotton goods,non,14779
guinée blanche et bleue des Indes,4,cotton goods,non,14779
guinée blanche ordinaire,2,cotton goods,non,14779
guinée bleue,188,cotton goods,non,14779
guinée bleue de coton,1,cotton goods,non,14779
guinée bleue des Indes,1,cotton goods,non,14779
guinée bleue imitant celle des Indes,1,cotton goods,non,14779
guinée de coton,2,cotton goods,non,14779
guinée des Indes,1,cotton goods,non,14779
guinée imitant celle des Indes,2,cotton goods,non,14779
guinée masulipatan,1,cotton goods,non,14779
guinée Sénégal,1,cotton goods,non,14779
guinée tachée,1,cotton goods,non,14779
guingan,581,out,non,483657
guingan blanc,1,out,non,483657
guingan bleu,1,out,non,483657
guingan de Bengale,2,out,non,483657
guingan de coton,1,cotton goods,non,14779
guingan de fil,25,out,non,483657
guingan de Grenade,1,out,non,483657
guingan de lin,19,out,non,483657
guingan de Madras,23,out,non,483657
guingan de Masulipatan,1,out,non,483657
guingan de Pondichéry,26,out,non,483657
guingan de Pondichéry et de Madras,1,out,non,483657
guingan de Rouen,3,out,non,483657
guingan des Indes,3,out,non,483657
guingan des prises,1,out,non,483657
guingan du Bengale,8,out,non,483657
guingan en Madras,1,out,non,483657
guingan peint,2,out,non,483657
guingan pièces,1,out,non,483657
guinimos,1,out,non,483657
guipon,6,out,non,483657
guisine,1,out,non,483657
guitare,8,out,non,483657
guitare de fer,3,out,non,483657
gullots,1,out,non,483657
habassis,5,out,non,483657
habillement de drap noir,1,out,non,483657
habillés,1,out,non,483657
habits,437,out,non,483657
habits à nègre,1,out,non,483657
habits brodés d'argent et d'or,1,out,non,483657
habits brodés d'or,15,out,non,483657
habits brodés de soie,6,out,non,483657
habits complets,3,out,non,483657
habits complets et neufs,2,out,non,483657
habits d'argent et d'or,1,out,non,483657
habits d'étamine,1,out,non,483657
habits d'or,3,out,non,483657
habits de camelot,1,out,non,483657
habits de camelot complet,1,out,non,483657
habits de cour,1,out,non,483657
habits de drap,12,out,non,483657
habits de drap d'Elbeuf,1,out,non,483657
habits de drap galonné,1,out,non,483657
habits de drap galonnés d'argent et d'or,1,out,non,483657
habits de drap neuf,1,out,non,483657
habits de drap uni,2,out,non,483657
habits de droguet,1,out,non,483657
habits de droguet de soie,1,out,non,483657
habits de gogorans,2,out,non,483657
habits de laine,1,out,non,483657
habits de laine pour nègre,1,out,non,483657
habits de livrée,1,out,non,483657
habits de livrée et ornements d'église,2,out,non,483657
habits de nègre,1,out,non,483657
habits de nègre en étoffe,1,out,non,483657
habits de négresse,1,out,non,483657
habits de peau,3,out,non,483657
habits de peau complets,1,out,non,483657
habits de peaux de mouton,1,out,non,483657
habits de Pékin brodés,1,out,non,483657
habits de pelleterie,1,out,non,483657
habits de pinchina,1,out,non,483657
habits de satin brodé,1,out,non,483657
habits de soie,38,out,non,483657
habits de soldat,2,out,non,483657
habits de toile,1,out,non,483657
habits de toile de chanvre,1,out,non,483657
habits de troupes,2,out,non,483657
habits de velours,1,out,non,483657
habits divers,87,out,non,483657
habits enrichis,1,out,non,483657
habits et lingerie,581,out,non,483657
habits et lingerie et effets militaires,38,out,non,483657
habits et meubles,2,out,non,483657
habits et ornements d'Eglise,1,out,non,483657
habits et taffetas,1,out,non,483657
habits et vestes brodés,1,out,non,483657
habits et vestes vieux,1,out,non,483657
habits neufs,3,out,non,483657
habits pour femme,3,out,non,483657
habits pour homme,6,out,non,483657
habits pour homme avec argent et or,2,out,non,483657
habits pour homme brodés d'or,1,out,non,483657
habits pour homme complets,1,out,non,483657
habits pour homme et pour femme,1,out,non,483657
habits pour nègre,3,out,non,483657
habits riches,1,out,non,483657
habits supportés,4,out,non,483657
habits supportés à la valeur,1,out,non,483657
habits supportés au kilogramme,2,out,non,483657
habits uniformes,1,out,non,483657
habits unis,1,out,non,483657
habits vieux,5,out,non,483657
haches,57,out,non,483657
haches d'armes,1,out,non,483657
haches de fer,25,out,non,483657
haches de fer et d'acier,5,out,non,483657
haches de fer et houes de fer et serpes de fer,3,out,non,483657
haches et houe et serpes,1,out,non,483657
haches et houes,4,out,non,483657
haches et houes de fer,1,out,non,483657
haches et houes et serpes,76,out,non,483657
haches et serpes,2,out,non,483657
haches paille,1,out,non,483657
haillons de laine,2,out,non,483657
hallebardes,1,out,non,483657
haltsays,1,out,non,483657
hamacs,71,out,non,483657
hamacs de coton,8,cotton goods,non,14779
hamacs de retour faute de vente,1,out,non,483657
hameçons,56,out,non,483657
hameçons cassés,1,out,non,483657
hampes de plumes,1,out,non,483657
harancades,22,out,non,483657
haras,1,out,non,483657
hardes,80,out,non,483657
hardes à usage,4,out,non,483657
hardes capillaire,1,out,non,483657
hardes et habits,4,out,non,483657
hardes neuves,17,out,non,483657
hardes perelle,1,out,non,483657
hardes pour nègre,2,out,non,483657
hardes vieilles,38,out,non,483657
harengs,77,out,non,483657
harengs blancs,665,out,non,483657
harengs blancs demi-feuillettes,2,out,non,483657
harengs blancs feuillettes,2,out,non,483657
harengs blancs marinés et salés,15,out,non,483657
harengs blancs salés,1,out,non,483657
harengs blancs salés et marinés,1,out,non,483657
harengs bleus,1,out,non,483657
harengs cades,2,out,non,483657
harengs de la Baltique petits,1,out,non,483657
harengs de la pêche nationale,1,out,non,483657
harengs et maquereaux salés,4,out,non,483657
harengs et saumons salés,1,out,non,483657
harengs frais,4,out,non,483657
harengs frais et merlan frais,1,out,non,483657
harengs fumés,65,out,non,483657
harengs marinés et salés,3,out,non,483657
harengs marinés et salés et saurs,8,out,non,483657
harengs pecs,3,out,non,483657
harengs salés,28,out,non,483657
harengs salés et sardines salées,4,out,non,483657
harengs salés et sardines salées et saumon salé,6,out,non,483657
harengs saurs,411,out,non,483657
harengs secs,11,out,non,483657
haricots,65,out,non,483657
haricots confits,2,out,non,483657
haricots en fèves,1,out,non,483657
haricots en fil,1,out,non,483657
haricots et lentilles et pois secs,3,out,non,483657
haricots marinés,1,out,non,483657
harmonica et orgues portatives,2,out,non,483657
harnais,83,out,non,483657
harnais de carrosses,1,out,non,483657
harnais de chaise,23,out,non,483657
harnais de chevaux,20,out,non,483657
harnais de chevaux de cuir,8,out,non,483657
harnais de cuir,2,out,non,483657
harnais de sellier,1,out,non,483657
harnais et chaises roulantes,1,out,non,483657
harnais et housses de chevaux,1,out,non,483657
harnais et housses de mulet,1,out,non,483657
harnais et phaéton,1,out,non,483657
harnais et selles,11,out,non,483657
harnais pour chaise de cuir,1,out,non,483657
harpes,9,out,non,483657
harpes et guitare,1,out,non,483657
harpes et guitare et psalterions,2,out,non,483657
harpes et orgues d'église,2,out,non,483657
harpins,1,out,non,483657
harpons de scies,1,out,non,483657
hartreuse,1,out,non,483657
hautbois,3,out,non,483657
hebichets de fil de fer,1,out,non,483657
helateas,2,out,non,483657
hellébore,1,out,non,483657
hemitacortum,2,out,non,483657
herbages,81,out,non,483657
herbes,60,out,non,483657
herbes à charpentier,3,out,non,483657
herbes à col,1,out,non,483657
herbes à teindre,116,out,non,483657
herbes à teindre ou terre jaune,1,out,non,483657
herbes aromatiques,1,out,non,483657
herbes d'absinthe,2,out,non,483657
herbes d'acacia,1,out,non,483657
herbes d'acacia à teindre,1,out,non,483657
herbes d'orseille,101,out,non,483657
herbes d'oseille,26,out,non,483657
herbes de sarriette,1,out,non,483657
herbes de violette,1,out,non,483657
herbes émollientes,1,out,non,483657
herbes et plantes et racines,6,out,non,483657
herbes et racines,1,out,non,483657
herbes et trèfle,2,out,non,483657
herbes gaude,72,out,non,483657
herbes mauves,1,out,non,483657
herbes médicinales,12,out,non,483657
herbes médicinales et plantes médicinales,58,out,non,483657
herbes médicinales et plantes médicinales et racines médicinales,35,out,non,483657
herbes pérelle,118,out,non,483657
herbes plantes racines fleurs etc.,14,out,non,483657
herbes qacrette,3,out,non,483657
herbes vaudes,28,out,non,483657
herbes véroniques,1,out,non,483657
herbes vulnéraires,24,out,non,483657
hermine,2,out,non,483657
herminettes,2,out,non,483657
hermodatte,51,out,non,483657
herse,1,out,non,483657
hesses et hirondelles,1,out,non,483657
hêtre en blocs,1,out,non,483657
hipocide,4,out,non,483657
hipouditte,1,out,non,483657
histoire naturelle,18,out,non,483657
histoire naturelle coquillages,1,out,non,483657
Hondschoote blanche,1,out,non,483657
Hondschoote peinte,3,out,non,483657
hôpitaux,2,out,non,483657
hôpitaux à café,1,out,non,483657
hôpitaux de cuivre,65,out,non,483657
horloge,46,out,non,483657
horloge à réveils,1,out,non,483657
horloge commune,5,out,non,483657
horloge d'église,1,out,non,483657
horloge de bois,28,out,non,483657
horloge de fer,1,out,non,483657
horloge de mer,1,out,non,483657
horloge de sable,23,out,non,483657
horloge de tables,4,out,non,483657
horloge neuve,1,out,non,483657
horlogerie,794,out,non,483657
horlogerie boîtes d'argent,6,out,non,483657
horlogerie boîtes d'or,4,out,non,483657
horlogerie boîtes de montre d'argent,1,out,non,483657
horlogerie boîtes de montre d'or,1,out,non,483657
horlogerie boîtes de pendule,3,out,non,483657
horlogerie cadrans,1,out,non,483657
horlogerie cadrans d'émail,1,out,non,483657
horlogerie carillon,1,out,non,483657
horlogerie carillon au-dessous d'une hectogramme,1,out,non,483657
horlogerie chaînes d'argent,1,out,non,483657
horlogerie chaînes d'or,3,out,non,483657
horlogerie chaînes de cuivre,1,out,non,483657
horlogerie clefs de montre,1,out,non,483657
horlogerie d'or,2,out,non,483657
horlogerie et carillon,4,out,non,483657
horlogerie fournitures,6,out,non,483657
horlogerie horloge de fer,12,out,non,483657
horlogerie monom à montre,1,out,non,483657
horlogerie monom à pendule,2,out,non,483657
horlogerie montres d'argent,12,out,non,483657
horlogerie montres d'or,14,out,non,483657
horlogerie montres de cuivre,3,out,non,483657
horlogerie montres de métal,1,out,non,483657
horlogerie montres maillées,1,out,non,483657
horlogerie mouvements de montre,7,out,non,483657
horlogerie mouvements de pendule,5,out,non,483657
horlogerie outils d'horloge,2,out,non,483657
horlogerie pendule,36,out,non,483657
horlogerie pendule de cuivre,2,out,non,483657
horlogerie pendule et réveils,2,out,non,483657
horlogerie ressorts de montre,2,out,non,483657
horlogerie ressorts de pendule,3,out,non,483657
horlogerie réveils,2,out,non,483657
horlogerie timbres,1,out,non,483657
hôtes,1,out,non,483657
hôtes d'osier,4,out,non,483657
houblon,293,out,non,483657
houes,12,out,non,483657
houes de fer,17,out,non,483657
houes et serpes,21,out,non,483657
houes haches et serpes,4,out,non,483657
houille,4,out,non,483657
houille frontières,2,out,non,483657
houille par Ardennes et Meuse,2,out,non,483657
houille par mer,3,out,non,483657
houille par mer à Baisieux,2,out,non,483657
houille par terre,1,out,non,483657
houille par terre Ardennes et autre,2,out,non,483657
houppe de cygne,5,out,non,483657
housses,1,out,non,483657
housses de chevaux,25,out,non,483657
housses de chevaux enrichie,1,out,non,483657
housses de chevaux et faux,1,out,non,483657
housses de chevaux et faux et fourreaux garnis de soie,1,out,non,483657
housses de chevaux garnies d'argent et d'or,1,out,non,483657
housses de drap,5,out,non,483657
housses de drap et de velours,2,out,non,483657
housses de lit,2,out,non,483657
housses de selles,1,out,non,483657
housses de velours,1,out,non,483657
housses et faux fourreaux,3,out,non,483657
housses et faux fourreaux garnis d'argent,1,out,non,483657
housses et selles de chevaux,1,out,non,483657
housses galonnées,2,out,non,483657
housses galonnées d'or,4,out,non,483657
housses galonnées d'or et d'argent,1,out,non,483657
housses garnies d'or,2,out,non,483657
hubalingue,1,out,non,483657
hubellimeus,1,out,non,483657
huide de codde,1,out,non,483657
huile,11,out,non,483657
huile à ???,1,out,non,483657
huile à brûler,48,out,non,483657
huile à brûler de graine,1,out,non,483657
huile à brûler et de poisson,12,out,non,483657
huile ambrée,1,out,non,483657
huile antique et huile volatile ambrée,1,out,non,483657
huile blanche,1,out,non,483657
huile carabée,1,out,non,483657
huile chimique,1,out,non,483657
huile citron orange et leurs variétés,2,out,non,483657
huile commune,4,out,non,483657
huile commune d'olive,1,out,non,483657
huile concrète de cacao et de laurier,2,out,non,483657
huile d'absinthe,2,out,non,483657
huile d'Aix,2,out,non,483657
huile d'amandes,77,out,non,483657
huile d'amandes douces,14,out,non,483657
huile d'ambre,11,out,non,483657
huile d'anis,28,out,non,483657
huile d'anis carvi et fenouil,1,out,non,483657
huile d'anis et fenouil,2,out,non,483657
huile d'aspic,58,out,non,483657
huile d'élite dite keurolie,1,out,non,483657
huile d'enc,1,out,non,483657
huile d'étain,1,out,non,483657
huile d'œillette,31,out,non,483657
huile d'olive,3295,out,non,483657
huile d'olive à manger,11,out,non,483657
huile d'olive blanche de Gênes,1,out,non,483657
huile d'olive comestible,3,out,non,483657
huile d'olive commune,18,out,non,483657
huile d'olive Corse pour la France,1,out,non,483657
huile d'olive de fèce ou fie d'huile,2,out,non,483657
huile d'olive et autres pour fabrique,21,out,non,483657
huile d'olive fine,123,out,non,483657
huile d'olive importée en grande partie à Marseille,1,out,non,483657
huile d'olive pour fabrique,245,out,non,483657
huile d'olive pour fabrique de la Corse,1,out,non,483657
huile d'ours,1,out,non,483657
huile de baleine,90,out,non,483657
huile de baleine et spirituelle,1,out,non,483657
huile de baume,1,out,non,483657
huile de benedie,1,out,non,483657
huile de benjoin,1,out,non,483657
huile de brique,1,out,non,483657
huile de cacao,2,out,non,483657
huile de cacao et palme,1,out,non,483657
huile de cade,4,out,non,483657
huile de cahouanne,3,out,non,483657
huile de cannelle,17,out,non,483657
huile de cannelle macis muscade de Rhodes et rose,2,out,non,483657
huile de carabe,7,out,non,483657
huile de carde,3,out,non,483657
huile de casse cède cédrin genièvre,2,out,non,483657
huile de castor,1,out,non,483657
huile de chanvre,11,out,non,483657
huile de chien de mer,2,out,non,483657
huile de chimie,1,out,non,483657
huile de chimie ?,1,out,non,483657
huile de citron bergamote et orange,1,out,non,483657
huile de coco,1,out,non,483657
huile de copahu,53,out,non,483657
huile de corde,1,out,non,483657
huile de corne de cerf,1,out,non,483657
huile de crabette,1,out,non,483657
huile de crème,1,out,non,483657
huile de cumin,1,out,non,483657
huile de dégras,1,out,non,483657
huile de faine et de noix,5,out,non,483657
huile de farde,1,out,non,483657
huile de Flandre,1,out,non,483657
huile de flanelle,1,out,non,483657
huile de Florence,1,out,non,483657
huile de gaïac,1,out,non,483657
huile de Garonne,1,out,non,483657
huile de genièvre,14,out,non,483657
huile de girofle,46,out,non,483657
huile de girofle et sassafras,1,out,non,483657
huile de girofle et spirituelle,1,out,non,483657
huile de grain,4,out,non,483657
huile de graine,629,out,non,483657
huile de graine d'anis,1,out,non,483657
huile de graine d'olive,1,out,non,483657
huile de graine de cannelle,1,out,non,483657
huile de graine de colza lin navette etc. et de noix,2,out,non,483657
huile de graine de girofle,1,out,non,483657
huile de graine de lin,3,out,non,483657
huile de graine de macis,1,out,non,483657
huile de graine de moutarde,1,out,non,483657
huile de graine de navette,1,out,non,483657
huile de graine de navette et de chanvre,1,out,non,483657
huile de graine de poisson,1,out,non,483657
huile de graine de Rhodes,1,out,non,483657
huile de graine de térébenthine,1,turpentine,non,1352
huile de graine et de lin,6,out,non,483657
huile de graine et de noix,38,out,non,483657
huile de graine grasse,3,out,non,483657
huile de grains,5,out,non,483657
huile de grains à peinures,1,out,non,483657
huile de graisse,2,out,non,483657
huile de graisse de poisson,1,out,non,483657
huile de gras,1,out,non,483657
huile de gras et de traens pour tanneurs,1,out,non,483657
huile de gras pour tanneurs,1,out,non,483657
huile de Haarlem,1,out,non,483657
huile de hareng,1,out,non,483657
huile de jasmin,17,out,non,483657
huile de jasmin et autres fleurs,3,out,non,483657
huile de jayet,1,out,non,483657
huile de laine,1,out,non,483657
huile de laurier,75,out,non,483657
huile de lavande,6,out,non,483657
huile de lin,525,out,non,483657
huile de lin et spirituelle,6,out,non,483657
huile de lin pour l'entrepôt pour la Compagnie des Indes,1,out,non,483657
huile de loifon,9,out,non,483657
huile de loup marin,7,out,non,483657
huile de maïs,1,out,non,483657
huile de Majorque,1,out,non,483657
huile de marjolaine et sauge,1,out,non,483657
huile de menthe,1,out,non,483657
huile de morne,2,out,non,483657
huile de morue,84,out,non,483657
huile de muscade,24,out,non,483657
huile de navette,179,out,non,483657
huile de noisettes,2,out,non,483657
huile de noix,249,out,non,483657
huile de Palma Christi,9,out,non,483657
huile de palme,32,out,non,483657
huile de palmier,1,out,non,483657
huile de parfum,4,out,non,483657
huile de peinture,1,out,non,483657
huile de pierre,1,out,non,483657
huile de pignon et ricin,2,out,non,483657
huile de pin,1,out,non,483657
huile de plantes,1,out,non,483657
huile de poisson,1646,out,non,483657
huile de poisson des Indes,1,out,non,483657
huile de poisson et de lin,1,out,non,483657
huile de poisson et poix,1,out,non,483657
huile de poix,9,out,non,483657
huile de rabette,105,out,non,483657
huile de rave,2,out,non,483657
huile de Rhodes,14,out,non,483657
huile de rhue,1,out,non,483657
huile de romarin,4,out,non,483657
huile de rose,4,out,non,483657
huile de salmus,1,out,non,483657
huile de sassafras,2,out,non,483657
huile de saturne,1,out,non,483657
huile de scorpion,6,out,non,483657
huile de sein,1,out,non,483657
huile de semence,1,out,non,483657
huile de senteur,97,out,non,483657
huile de soldat,3,out,non,483657
huile de soufre,2,out,non,483657
huile de spermaceti,5,out,non,483657
huile de storax,8,out,non,483657
huile de tamarin,2,out,non,483657
huile de tartre,2,out,non,483657
huile de térébenthine,235,turpentine,non,1352
huile de verre,1,out,non,483657
huile de vialle,2,out,non,483657
huile de vitriol,290,vitriol,non,916
huile de vitriol et vitriol,24,vitriol,non,916
huile dellevette,2,out,non,483657
huile diverse,39,out,non,483657
huile diverse à la valeur,1,out,non,483657
huile du Pérou,3,out,non,483657
huile en crasse,4,out,non,483657
huile en crasse ou degnes ???,2,out,non,483657
huile en dignar,1,out,non,483657
huile essencée,1,out,non,483657
huile essentielle ou volatile de citron girofle menthe rose etc.,2,out,non,483657
huile et essence de térébenthine,24,turpentine,non,1352
huile et provisions,1,out,non,483657
huile et rabete,1,out,non,483657
huile et sirop,2,out,non,483657
huile fine,3,out,non,483657
huile grap indigo,1,indigo,non,3426
huile grasse d'amandes,4,out,non,483657
huile grasse d'olive comestible,4,out,non,483657
huile grasse d'olive pour fabrique,4,out,non,483657
huile grasse de faine et noix,4,out,non,483657
huile grasse de graines autres que lin œillette et pavot,2,out,non,483657
huile grasse de graines d'œillette ou pavot,2,out,non,483657
huile grasse de graines de lin,2,out,non,483657
huile grasse de graines grasses,2,out,non,483657
huile grasse de palme,2,out,non,483657
huile grasse de palme et pignon,2,out,non,483657
huile grasse de ricin,4,out,non,483657
huile marc d'olive ou amurca,1,out,non,483657
huile médicinale,1,out,non,483657
huile pétrole,18,out,non,483657
huile pour étranger de poisson,1,out,non,483657
huile pour France de poisson,3,out,non,483657
huile pour lampe,1,out,non,483657
huile rabette,1,out,non,483657
huile spirituelle d'olive,8,out,non,483657
huile spirituelle de poisson,1,out,non,483657
huile stale,1,out,non,483657
huile succin,3,out,non,483657
huile superfine,1,out,non,483657
huile térébenthine,12,turpentine,non,1352
huile vierge,1,out,non,483657
huile vitriol,3,vitriol,non,916
huile volatile,2,out,non,483657
huile volatile d'anis fenouil marjolaine romarin et sauge,2,out,non,483657
huile volatile de cade cèdre ou oxycèdre et gaïac,2,out,non,483657
huile volatile de cannelle girofle macis muscade et sassafras,2,out,non,483657
huile volatile de citron orange et leurs variétés,2,out,non,483657
huile volatile de genièvre,1,out,non,483657
huile volatile de jasmin et autres fleurs d'odeur fugace,2,out,non,483657
huile volatile de lavande,2,out,non,483657
huile volatile de rose et de Rhodes,2,out,non,483657
huîtres,107,out,non,483657
huîtres à la daube,64,out,non,483657
huîtres à la daube ou marinée,1,out,non,483657
huîtres à mariner,1,out,non,483657
huîtres en écaille,20,out,non,483657
huîtres en pierres,2,out,non,483657
huîtres fraîches,15,out,non,483657
huîtres fraîches et salées,18,out,non,483657
huîtres marines,1,out,non,483657
hydromel,13,out,non,483657
hypochetia,1,out,non,483657
hypocristis,1,out,non,483657
igname,5,out,non,483657
images,16,out,non,483657
images à cadres dorés,1,out,non,483657
images de cire,1,out,non,483657
images de corne,1,out,non,483657
images de papier,38,out,non,483657
images de papier et estampes et cartes géographiques,2,out,non,483657
images de parchemin,11,out,non,483657
images de parchemin de corne,1,out,non,483657
images de vélin,6,out,non,483657
images des Indes,1,out,non,483657
images et cartes géographiques,2,out,non,483657
images peintes,2,out,non,483657
images sur papier,1,out,non,483657
impériale,3,out,non,483657
impériale de laine,1,out,non,483657
inde,5,out,non,483657
inde de Java,1,out,non,483657
inde fine,28,out,non,483657
inde florée,1,out,non,483657
inde flottante,15,out,non,483657
inde Java,3,out,non,483657
inde plate,118,out,non,483657
indienne,770,cotton goods,non,14779
indienne ???,2,cotton goods,non,14779
indienne commune,2,cotton goods,non,14779
indienne de coton,21,cotton goods,non,14779
indienne de coton et de fil,1,cotton goods,non,14779
indienne de coton et siamoise de coton et toile de coton imprimée et toile de coton peinte et toile de coton teinte,25,cotton goods,non,14779
indienne de coton et siamoise de coton et toile de coton peinte,16,cotton goods,non,14779
indienne de coton et toile de coton peinte,65,cotton goods,non,14779
indienne de coton peinte,2,cotton goods,non,14779
indienne de différentes qualités,1,cotton goods,non,14779
indienne de France,6,cotton goods,non,14779
indienne des Indes,2,cotton goods,non,14779
indienne des Indes et toile peinte,5,cotton goods,non,14779
indienne et sitz,2,cotton goods,non,14779
indienne et toile perse,1,cotton goods,non,14779
indienne étrangère,5,cotton goods,non,14779
indienne étrangère et toile peinte,3,cotton goods,non,14779
indienne française,1,cotton goods,non,14779
indienne nationale et toile peinte,5,cotton goods,non,14779
indienne peinte,30,cotton goods,non,14779
indigo,3297,indigo,non,3426
indigo commun,2,indigo,non,3426
indigo de retour,3,indigo,non,3426
indigo des Îles françaises,1,indigo,non,3426
indigo des Indes,1,indigo,non,3426
indigo en gr ???,1,indigo,non,3426
indigo et sucre,1,indigo,non,3426
indigo floré,3,indigo,non,3426
indigo guatimalo,8,indigo,non,3426
indigo inde-plate boules de bleu,1,indigo,non,3426
indigo par Bordeaux Nantes Le Havre et Dunkerque,1,indigo,non,3426
injubes,2,out,non,483657
insectes,4,out,non,483657
