marchandises_norm_ortho,marchandises_simplification
drap de laine d'Amiens,drap de laine d'Amiens
drap de laine d'Andelys,drap de laine d'Andelys
drap de laine d'Angleterre,drap d'Angleterre
drap de laine d'Arnetal,serge d'Arnetal
drap de laine d'Elbeuf,drap de laine d'Elbeuf
drap de laine de ???,drap de ?
drap de laine de Beauvais,drap de laine de Beauvais
drap de laine de Carcassonne,drap de Carcassonne
drap de laine de castor,drap de castor
drap de laine de cérémonie,drap de cérémonie
drap de laine de Cherbourg,drap de Cherbourg
drap de laine de cordeillat,drap de laine de cordeillat
drap de laine de Cours,drap de laine de Cours
drap de laine de France,drap de France
drap de laine de Hollande,drap de Hollande
drap de laine de Lille,drap de laine de Lille
drap de laine de Louviers,drap de laine de Louviers
drap de laine de Montauban,drap de Montauban
drap de laine de Nanrabais,drap de laine de Nanrabais
drap de laine de Nison,drap de Nison
drap de laine de Rome,drap de Rome
drap de laine de Rouen,drap de Rouen
drap de laine de Saint-Robert,drap de laine de Saint-Robert
drap de laine de Sedan,drap de Sedan
drap de laine de Silésie,drap de Silésie
drap de laine de Sir,drap de Sir
drap de laine de toute espèce,drap de laine
drap de laine de Van Robais,drap de laine de Van Robais
drap de laine de Vir,drap de laine de Vir
drap de laine demi fin,drap demi fin de laine
drap de laine des prises,drap des prise
drap de laine divers,drap de laine
drap de laine diverse,drap de laine
drap de laine draperie diverse,drap de laine draperie diverse
drap de laine du Languedoc,drap de Languedoc
drap de laine du Nord,drap du Nord
drap de laine du sceau,drap du sceau
drap de laine écarlate,drap écarlate
drap de laine étranger,drap étranger
drap de laine fin,drap de laine fin
drap de laine fine,drap de laine fin
drap de laine gros,drap de laine gros
drap de laine lin,drap de laine fin
drap de laine londrin,drap de laine londrin
drap de Languenan,drap de Languenan
drap de Latte,drap de Latte
drap de Lille,drap de Lille
drap de Limbourg,drap de Limbourg
drap de Limbourg aune,drap de Limbourg
drap de Limoux,drap de Limoux
drap de lin,drap de lin
drap de lin ayant servi,drap de lin ayant servi
drap de lin vieux,drap de lin vieux
drap de linge commun,drap de linge commun
drap de lit,drap de lit
drap de lit ayant servi,drap de lit ayant servi
drap de lit commun,drap de lit commun
drap de lit de lin,drap de lit de lin
drap de lit neuf,drap de lit neuf
drap de lit toile de lin,drap de lit toile de lin
drap de lit vieux,drap de lit vieux
drap de Lodève,drap de Lodève
drap de Londrin,drap de Londrin
drap de Louviers,drap de Louviers
drap de Louviers au sixième de soie,drap de Louviers au sixième de soie
drap de Louvres,drap de Louvres
drap de montagne,drap de montagne
drap de Montauban,drap de Montauban
drap de Moucu,drap de Moucu
drap de Nîmes,drap de Nîmes
drap de Normandie,drap de Normandie
drap de pagnon,drap de pagnon
drap de Panguede,drap de Panguede
drap de Picardie,drap de Picardie
drap de Pie,drap de Pie
drap de Pie aune,drap de Pie aune
drap de Reims fil ???,drap de Reims fil ???
drap de Romorntin,drap de Romorntin
drap de Rouen,drap de Rouen
drap de Saint-Lô,drap de Saint-Lô
drap de Sedan,drap de Sedan
drap de Sedan 220 lignes,drap de Sedan 220 lignes
drap de Sedan 25 lignes,drap de Sedan 25 lignes
drap de Sedan 78 lignes,drap de Sedan 78 lignes
drap de Sedan de retour,drap de Sedan de retour
drap de Ségovie,drap de Ségovie
drap de Silésie,drap de Silésie
drap de soie,drap de soie
drap de Soudrain,drap de Soudrain
drap de Souvier,drap de Souvier
drap de toile de lin,drap de toile de lin
drap de Tours,drap de Tours
drap de toute espèce,drap
drap de Van Robais,drap de Van Robais
drap de vere,drap de vere
drap de Vir,drap de Vir
drap de Vire,drap de Vir
drap des prises,drap des prise
drap dit packlaeken,packlaeken
drap dit packlaeken aune,packlaeken
drap dit packlaeken blanc,packlaeken blanc
drap dit packlaeken blanc aune,packlaeken blanc
drap dit packlaeken teint,packlaeken teint
drap dit packlaeken teint aune,packlaeken teint
drap dit plawens,plawens
drap dit plawens aune,plawens
drap dit plawens ou codde,plawens ou codde
drap dit plawens ou codde aune,plawens ou codde
drap divers,drap
drap divers ???,drap divers ???
drap divers anglais,drap anglais
drap divers de laine,drap de laine
drap divers de Limbourg,drap de Limbourg
drap divers draperie,drap
drap divers écarlate,drap écarlate
drap divers fin,drap fin
drap drache,drap drache
drap drap commun,drap commun
drap drap fin,drap fin
drap drapée,drap drapée
drap draperie,drap
drap draperie ???,drap draperie ???
drap draperie bay ???,bayette
drap draperie bayette,bayette
drap draperie buras,drap buras
drap draperie bure,drap bure
drap draperie cad ???,drap cad ???
drap draperie cadis,cadis
drap draperie capots,capots (draps)
drap draperie crêpe,crêpe
drap draperie crêpe de Reims,crêpe de Reims
drap draperie d'Abbeville,drap d'Abbeville
drap draperie d'Amiens,drap d'Amiens
drap draperie Damas,drap Damas
drap draperie dauphine,drap dauphine
drap draperie de Carcassonne,drap de Carcassonne
drap draperie de Montauban,drap de Montauban
drap draperie diverse,drap
drap draperie droguet,drap de droguet
drap draperie du Languedoc,drap de Languedoc
drap draperie espagnolette,espagnolette
drap draperie fine,drap fin
drap draperie flanelle,flanelle
drap draperie frac,drap frac
drap draperie froc,drap frac
drap draperie futaine,draperie et futaine
drap draperie iadia,drap iada
drap draperie irtaine,irtaine
drap draperie layette,drap layette
drap draperie molleton,drap molleton
drap draperie motton,drap motton
drap draperie moutade,drap moutade
drap draperie ordinaire,drap ordinaire
drap draperie petite,drap petit
drap draperie petite de mains,drap petit de mains
drap draperie petite de Sedan,drap petit de Sedan
drap draperie petite de Silésie,drap petit de Silésie
drap draperie petite divers,drap petit
drap draperie petite diverse,drap petit
drap draperie petite du Languedoc,drap petit de Languedoc
drap draperie petite du Maroc,Maroc
drap draperie pinchina,pinchinat de laine
drap draperie ratine,ratine
drap draperie raz de castor,raz de castor
drap draperie raz du Maroc,raz du Maroc
drap draperie serge,serge de laine
drap draperie serge de laine,serge de laine
drap draperie serge de Rome,serge de Rome
drap draperie sergette,sergette
drap draperie terlaine,drap terlaine
drap draperie tricots,drap et tricots
drap drogues de laine,droguet de laine
drap droguet,droguet
drap droguet d'Angleterre,droguet d'Angleterre
drap droguet de castor,droguet de castor
drap droguet de Hollande,droguet de Hollande
drap droguet de laine,droguet de laine
drap droguet de Milan,droguet de milan
drap droguet fil à laine,droguet de fil de laine
drap droguet fil et laine,droguet de fil et de laine
drap du Berry,drap du Berry
drap du Château du Parc,drap écarlate
drap du Dauphiné,drap du Dauphiné
drap du Languedoc,drap de Languedoc
drap du Languedoc écarlate,drap écarlate et du Languedoc
drap du Maroc,Maroc
drap du Maroc aune,Maroc aune
drap du Maroc teint de douzaine,Maroc teint de douzaine
drap du Nord,drap du Nord
drap du Nord blanc,drap blanc du Nord
drap du Nord mêlé,drap du Nord
drap du Nord mêlé aune,drap du Nord
drap du Nord teint,drap du Nord teint
drap du Nord teint aune,drap du Nord teint
drap du Poitou,drap du Poitou
drap écarlate,drap écarlate
drap écarlate de France,drap écarlate de France
drap écarlate des prises,drap écarlate des prises
drap écarlatine,drap écarlate
drap et draperie,drap et draperie
drap et draperie casinier,drap et draperie casinier
drap et draperie de toute sorte,drap et draperie
drap et draperie divers de laine,drap et draperie de laine
drap et draperie raffiné,drap fin
drap et étoffe de laine,drap et étoffe de laine
drap et mouchoirs de soie,drap et mouchoir de soie
drap et velours de coton,drap et velours de coton
drap fin,drap fin
drap fin blanc,drap fin blanc
drap fin du Languedoc,drap fin du Languedoc
drap fin et draperie,drap fin et draperie
drap fin manufacture de France,drap fin de la manufacture de France
drap gaufré,drap gaufré
drap gros,drap gros
drap gros de Cobras,drap de Cobras gros
drap gros de laine,drap gros de laine
drap grossier,drap grossier
drap imprimé,drap imprimé
drap kalmouk,drap kalmouk
drap londrin,drap londrin
drap londrine,drap londrin
drap mêlé d'Espagne,drap d'Espagne
drap natives divers,drap native divers
drap naturel commun,drap naturel commun
drap naturel de Sedan,drap naturel de Sedan
drap naturel diverses,drap naturel diverses
drap naturel Sirre,drap naturel Sirre
drap naufragé,drap avarié
drap noir,drap noir
drap noir de Sedan,drap noir de Sedan
drap non indiqué,drap
drap ordinaire,drap ordinaire
drap palencourt,drap palencourt
drap petit,drap petit
drap petit dit raz Maroc,raz du Maroc
drap petit divers,drap petit
drap petit raz de castor,petit raz de castor
drap petit raz refoulé,petit raz refoulé
drap petite ratine,ratine petite
drap pour nègre,drap à nègre
drap ratine,ratine
drap ratine diverse,ratine
drap raz d'Angleterre,raz d'Angleterre
drap raz de castor,raz de castor
drap raz de Saint-Lô,raz de Saint-Lô
drap raz du Maroc,raz du Maroc
drap raze blanche,raze blanche
drap Reims,drap de Reims
drap rouge,drap rouge
drap rouge bariolé,drap rouge bariolé
drap Sedan,drap de Sedan
drap serge à doubler,serge à doubler
drap serge d'Aumale,serge d'Aumale
drap serge de laine,serge de laine
drap serge de laine et fil,serge de fil et laine
drap serge de Lille,serge de Lille
drap serge de Montauban,serge de Montauban
drap serge des prises,serge des prises
drap serge drapée,serge drapée
drap serge écarlatine,serge écarlatine
drap serge fil et laine,serge fil et laine
drap serge forte,serge forte
drap serge imprimé,serge imprimée
drap serge imprimée,serge imprimée
drap serge sergette,serge sergette
drap Silésie,drap de Silésie
drap teint,drap teint
drap teint aune,drap teint
drap teint d'Espagne,drap d'Espagne teint
drap teint d'Espagne et de Hollande,drap teint d'Espagne et de Hollande
drap teint d'Espagne et de Hollande aune,drap teint d'Espagne et de Hollande aune
drap teint de douzaine,drap teint
drap teint de douzaine aune,drap de douzaine teint aune
drap teint de Hollande,drap de Hollande teint
drap teint et mêlé,drap teint
drap teint et mêlé aune,drap teint
drap teint et mêlé de douzaine,drap de douzaine et teint
drap teint et mêlé de douzaine aune,drap teint et mêlé de douzaine
drap vert,drap vert
drap vieux,drap vieux
drap vieux pour l'entrepôt pour la Guinée,drap vieux pour l'entrepôt pour la Guinée
drape commune,drap commun
drape draperie ratine,ratine
drape petite,drape petite
drapeaux,drapeaux
drapeaux vieux,drapeaux vieux
drapeaux vieux pour papeterie,drapeaux vieux pour papeterie
draperie,drap
draperie ??? du Languedoc,drap de Languedoc
draperie 20 lignes,drap 20 lignes
draperie à la valeur,drap à la valeur
draperie assortie,drap
draperie au 6ème de soie,drap au 6ème de soie
draperie callemande,callemande
draperie calmande,callemande
draperie cammise,drap cammise
draperie casimir,casimir
draperie commune,drap commun
draperie cordeillat,drap cordeillat
draperie d'Amiens,drap d'Amiens
draperie d'Angleterre,drap d'Angleterre
draperie de Beauvais,drap de Beauvais
draperie de Carcassonne,drap de Carcassonne
draperie de Champagne,drap de Champagne
draperie de dauphine,drap de dauphine
draperie de laine,drap de laine
draperie de laine de Sedan,drap de laine de Sedan
draperie de laine diverse,drap de laine diverse
draperie de laine drap,drap de laine
draperie de laine londrin,drap de laine londrin
draperie de laine pour les troupes,drap de laine pour les troupes
draperie de Lyon,drap de Lyon
draperie de Montauban,drap de Montauban
draperie de toute espèce,drap
draperie de toute sorte,drap
draperie des prises,drap des prises
draperie diverse,drap
draperie diverse de laine,drap de laine
draperie drap,drap
draperie drap au 6ème de soie,drap au 6ème de soie
draperie drap brodé de soie,drap brodé de soie
draperie drap de vigogne,drap de vigogne
draperie drap divers,drap
draperie drap divers d'Elbeuf velours,drap d'Elbeuf de velours
draperie drap divers de Sedan velours,drap de Sedan de velours
draperie drap divers du Languedoc velours,drap du Languedoc de velours
draperie drap écarlate,drap écarlate
draperie drap en soie et dorure,drap de dorure et soie
draperie drap julienne,drap de julienne
draperie drap pour billau,drap pour billau
draperie drap sedan,drap de Sedan
draperie du Languedoc,drap de Languedoc
draperie du Poitou,drap de Poitou
draperie écarlate,drap écarlate
draperie en échantillon et lisières,drap en échantillon et lisères
draperie et étoffe,drap et étoffe
draperie et étoffe de laine,drap et étoffe de laine
draperie fine,drap fin
draperie fine diverse,drap fin
draperie fine diverse dite londrin du Languedoc de Carcassonne et Lodève,drap fin divers dit londrin du Languedoc de Carcassonne et Lodève
draperie fine diverse ordinaire et petite,drap fin ordinaire et petite
draperie fine du Languedoc,drap fin du Languedoc
draperie grosse,drap gros
draperie grossière,drap grossier
draperie Languedoc,drap du Languedoc
draperie or argent et soie,drap d'argent et d'or et de soie
draperie ordinaire,drap commun
draperie ordinaire du Languedoc,drap de Languedoc ordinaire
draperie peinte,drap peint
draperie petite,drap petit
draperie petite de Montauban,drap de Montauban petite
draperie petite de Silésie,drap petit de Silésie
draperie petite diverse,drap petit
draperie petite londrin,drap londrin petit
draperie petite Maroc,Maroc
draperie petite matine,ratine petite
draperie petite ratine,ratine petite
draperie petite Silésie,drap petit de Silésie
draperie platine,drap platine
draperie pour doublures,drap pour doublures
draperie ratine,ratine
draperie Silésie,drap de Silésie
drèche,drêche
drilles,drilles
drilles et charpie en feuilles,charpie et drilles en feuille
drogue médicinale ellébore,hellébore
droguerie,drogues
droguerie à peindre,drogues pour peintures
droguerie à teindre,drogues à teindre
droguerie alun,alun
droguerie au bois de réglisse,bois de réglisse
droguerie azur,azur
droguerie blanc de Troyes et craie,blanc de Troyes et craie
droguerie borax,borax
droguerie canefice,canefice
droguerie chimique diverse,drogues chimiques
droguerie chimique eau-forte,eau-forte
droguerie chimique et métallique,drogues chimiques et métalliques
droguerie chimique et métallique argent vif,mercure
droguerie chimique et métallique arsenic,arsenic
droguerie chimique et métallique diverse,drogue chimique et métallique diverse
droguerie chimiques sel ammoniac,sel d'ammoniac
droguerie cochenille,cochenille
droguerie commune,drogues communes
droguerie composée,drogues composées
droguerie coriandre,coriandre
droguerie couleur composée,couleurs composées
droguerie craie,craie
droguerie crème de tartre,crème de tartre
droguerie d'apothicaire,drogues d'apothicaire
droguerie de toute sorte,drogues
droguerie diverse,drogues
droguerie diverse dont la qualité n'est point dénommée,drogues
droguerie diverse dont la qualité n'est point dénommée pour la Compagnie des Indes,drogues pour la Compagnie des Indes
droguerie diverse gomme du Sénégal,gomme du Sénégal
droguerie diverse médicinale,drogues médicinales
droguerie diverse pour les peintures et la teinture,drogues pour peintures et teinture
droguerie du Languedoc,drogues du Languedoc
