simplification,nbr_occurences_simpl,revolutionempire,obsolete,nbr_occurences_revolutionempire
cannelle de bois,4,Cannelle,non,1409
cannelle de bois pour tamis,1,Cannelle,non,1409
cannelle de Chine,1,Cannelle,non,1409
cannelle de fleurs,1,Cannelle,non,1409
cannelle de grès,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannelle des Indes,2,Cannelle,non,1409
cannelle et girofle et poivre,1,Denrées coloniales et épiceries diverses,non,3107
cannelle et girofle et poivre etc,1,Denrées coloniales et épiceries diverses,non,3107
cannelle et poivre,1,Denrées coloniales et épiceries diverses,non,3107
cannelle fine,9,Cannelle,non,1409
cannelle fine des entrepôts,0,Cannelle,non,1409
cannelle giroflée,11,Cannelle,non,1409
cannelle malte,4,Cannelle,non,1409
cannelle ocyrez,0,Cannelle,non,1409
cannelle ordinaire,3,Cannelle,non,1409
cannelle sauvage,6,Cannelle,non,1409
cannelles de cuivre pour tonneaux,1,Ouvrages métalliques,non,20598
cannes,27,"Ouvrages de bois, liège et jonc",non,32327
cannes à faire chaise,1,Matières premières diverses,non,15181
cannes à main,100,"Ouvrages de bois, liège et jonc",non,32327
cannes à pêcher,1,"Ouvrages de bois, liège et jonc",non,32327
cannes à pommes d'argent,1,"Ouvrages de bois, liège et jonc",non,32327
cannes à pommes d'or,12,"Ouvrages de bois, liège et jonc",non,32327
cannes à pommes d'or ayant servi,1,"Ouvrages de bois, liège et jonc",non,32327
cannes de bambous,4,"Ouvrages de bois, liège et jonc",non,32327
cannes de bois,3,"Ouvrages de bois, liège et jonc",non,32327
cannes de bois montées et non montées,0,"Ouvrages de bois, liège et jonc",non,32327
cannes de bois vernis,1,"Ouvrages de bois, liège et jonc",non,32327
cannes de jonc,12,"Ouvrages de bois, liège et jonc",non,32327
cannes de jonc ou roseau,0,"Ouvrages de bois, liège et jonc",non,32327
cannes de roseau,8,"Ouvrages de bois, liège et jonc",non,32327
cannes de terre,2,Divers incertains,non,8518
cannes dites genettes,0,"Ouvrages de bois, liège et jonc",non,32327
cannes en brochettes,1,Divers incertains,non,8518
cannes en canon,1,Divers incertains,non,8518
cannes et bâtons vernis,0,"Ouvrages de bois, liège et jonc",non,32327
cannes garnies,1,"Ouvrages de bois, liège et jonc",non,32327
cannes vernies,2,"Ouvrages de bois, liège et jonc",non,32327
cannetilles,3,Mercerie,non,7064
cannetilles d'argent et d'or,1,Mercerie,non,7064
cannetilles d'or faux,1,Mercerie,non,7064
cannette de grès et de terre,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannette de terre,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannettes,12,Ouvrages divers et mélangés,non,16505
cannettes à faïence,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannettes d'étain,16,Ouvrages métalliques,non,20598
cannettes de ???,1,Divers incertains,non,8518
cannettes de faïence,3,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannettes de grès,173,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannettes de grès couvertes d'étain,2,Ouvrages divers et mélangés,non,16505
cannettes de marbre,1,Marbre brut et ouvré,non,1582
cannettes de sapin,1,"Ouvrages de bois, liège et jonc",non,32327
cannettes de terre,37,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
cannettes et leurs flacons,1,Divers incertains,non,8518
cannettes ocyrez,0,Produits inconnus,non,7059
cannettes ou marbre,1,Divers mélangés,non,39767
cannettes ou marbre pour la Compagnie des Indes,1,Divers mélangés,non,39767
canonnières de cantil,2,Divers incertains,non,8518
canons,82,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de 12 livres,0,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de 18 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de 2 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de 3 livres,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de 4 livres,6,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de 6 livres,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de bronze,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de bronze d'une demi livre,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de différents calibres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer,302,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer avec leurs affûts,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer brisés et rompus,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 12 livres,3,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 18 à 24 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 18 et 30 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 18 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 2 livres,5,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 3 à 4 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 3 livres,4,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 4 livres,16,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 6 livres,6,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 8 livres,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer de 9 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer et balles de fer,0,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer petits,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fer vieux,3,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de feu de 4 livres,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de filoselle,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fonte,18,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fonte petit,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fusils,28,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de fusils vieux,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de métal,3,"Armes, munitions, poudre et pierres à fusil",non,4976
canons de vieux mousquets,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons et affûts,1,"Armes, munitions, poudre et pierres à fusil",non,4976
canons vieux,2,"Armes, munitions, poudre et pierres à fusil",non,4976
canot neuf,1,Bâtiments de mer et apparaux,non,8061
cantharides,353,Drogues médicinales diverses,non,11402
cantharides et cloportes,2,Drogues médicinales diverses,non,11402
cantharides ou mouches d'Espagne,0,Drogues médicinales diverses,non,11402
cantines,0,Ouvrages divers et mélangés,non,16505
cantines de cuir,1,Ouvrages divers et mélangés,non,16505
canules,1,Produits inconnus,non,7059
canyolore,3,Produits inconnus,non,7059
caoutchouc,29,Matières premières diverses,non,15181
capalme,1,Matières premières diverses,non,15181
caparaçons,6,Cordonnerie et sellerie,non,2064
caparaçons de peau,0,Cordonnerie et sellerie,non,2064
capeabas,1,Produits inconnus,non,7059
caperies,1,Habits et lingerie,non,8220
capes,9,Habits et lingerie,non,8220
capes cabas,1,Habits et lingerie,non,8220
capes de camelot,3,Habits et lingerie,non,8220
capes du Béarn,1,Habits et lingerie,non,8220
capies,3,Produits inconnus,non,7059
capillaire,27,Drogues médicinales diverses,non,11402
capillaire du Canada,1,Drogues médicinales diverses,non,11402
capillaire en herbes,137,Drogues médicinales diverses,non,11402
capillaire verte,1,Drogues médicinales diverses,non,11402
capiton,10,"Filoselle, fleuret et bourre de soie",non,859
capiton de soie,1,"Filoselle, fleuret et bourre de soie",non,859
capons,3,Divers incertains,non,8518
capot,3,Habits et lingerie,non,8220
capot et casaques,2,Habits et lingerie,non,8220
capotes,13,Habits et lingerie,non,8220
capotes de drap,1,Habits et lingerie,non,8220
capotes de drap gros,1,Habits et lingerie,non,8220
capotes de marrègue,1,Habits et lingerie,non,8220
capotes et chemises casaques,1,Habits et lingerie,non,8220
capots,138,Habits et lingerie,non,8220
capots (draps),1,Habits et lingerie,non,8220
capots à nègre,1,Habits et lingerie,non,8220
capots de laine,1,Habits et lingerie,non,8220
câpres,933,Subsistances diverses et mélangées,non,10028
câpres au vinaigre,4,Subsistances diverses et mélangées,non,10028
câpres communes,3,Subsistances diverses et mélangées,non,10028
câpres communes confits,1,Subsistances diverses et mélangées,non,10028
câpres confits,3,Subsistances diverses et mélangées,non,10028
câpres confits au vinaigre,1,Subsistances diverses et mélangées,non,10028
câpres cornichons et olives,10,Subsistances diverses et mélangées,non,10028
câpres d'Espagne,0,Subsistances diverses et mélangées,non,10028
câpres et cornichons au vinaigre,5,Subsistances diverses et mélangées,non,10028
câpres et olive,4,Subsistances diverses et mélangées,non,10028
câpres et olives,1,Subsistances diverses et mélangées,non,10028
câpres fines,4,Subsistances diverses et mélangées,non,10028
câpres gousses,1,Subsistances diverses et mélangées,non,10028
câpres grosses,1,Subsistances diverses et mélangées,non,10028
câpres marinées,5,Subsistances diverses et mélangées,non,10028
câpres non marinées,4,Subsistances diverses et mélangées,non,10028
câpres salées et au vinaigre,0,Subsistances diverses et mélangées,non,10028
capris,4,Divers incertains,non,8518
capsliattes,4,Produits inconnus,non,7059
caput mortum,2,Matières brutes et transformées pour teinture,non,17255
carabé,37,Matières brutes et transformées pour teinture,non,17255
carabé jaune,1,Matières brutes et transformées pour teinture,non,17255
carabine à air comprimé,0,"Armes, munitions, poudre et pierres à fusil",non,4976
caractères à imprimerie,122,Ouvrages divers et mélangés,non,16505
caractères à imprimerie de plomb,3,Ouvrages divers et mélangés,non,16505
caractères à imprimerie en langue allemande,2,Ouvrages divers et mélangés,non,16505
caractères à imprimerie en langue française,2,Ouvrages divers et mélangés,non,16505
caractères à imprimerie hors d'usage,5,Ouvrages divers et mélangés,non,16505
caractères à imprimerie neufs,4,Ouvrages divers et mélangés,non,16505
carafes de verre,1,Verrerie,non,6073
carafes de verre blanc,1,Verrerie,non,6073
caramel,1,Subsistances diverses et mélangées,non,10028
carants et lanjents,1,Produits inconnus,non,7059
caraterie,1,Produits inconnus,non,7059
carbonate d'ammoniaque,4,Sels chimiques,non,1733
carbonate de magnésie,7,Drogues diverses,non,10513
carbonate de plomb mélangé ou pur,5,Céruse et blanc de plomb,non,1002
carbonate de plomb très pur,3,Céruse et blanc de plomb,non,1002
carcajou,2,Animaux,non,3801
carcasse,1,Divers incertains,non,8518
carcasse à peu de soie,2,Divers incertains,non,8518
cardage,2,Divers incertains,non,8518
cardamome,64,Denrées coloniales et épiceries diverses,non,3107
cardes,9,Ouvrages divers et mélangés,non,16505
cardes à carder,331,Ouvrages divers et mélangés,non,16505
cardes à carder neuves,2,Ouvrages divers et mélangés,non,16505
cardes à carder vieilles,1,Ouvrages divers et mélangés,non,16505
cardes à drapier,1,Ouvrages divers et mélangés,non,16505
cardes de bois et de fil de fer,0,Ouvrages divers et mélangés,non,16505
cardes de chanvre,1,Toiles de chanvre et de lin,non,12934
cardes et cardons champêtres,0,Subsistances diverses et mélangées,non,10028
cardes neuves,5,Ouvrages divers et mélangés,non,16505
cardes vieilles,17,Ouvrages divers et mélangés,non,16505
cardilletrie,3,Produits inconnus,non,7059
cardines,10,Pêche et fruits de mer,non,13709
cardines de bois,5,Produits inconnus,non,7059
cardines de sapin,1,Produits inconnus,non,7059
cardon,7,Subsistances diverses et mélangées,non,10028
caret,44,Fils divers,non,7974
cargaison,2,Divers incertains,non,8518
caril,2,Produits inconnus,non,7059
carillon de fer,4,Ouvrages métalliques,non,20598
carisé,1,Étoffes diverses,non,6808
carisé des prises,1,Étoffes diverses,non,6808
carisel,25,Toiles diverses,non,11364
carisel blanc,0,Toiles diverses,non,11364
carisel teint,0,Toiles diverses,non,11364
carives vieilles,2,Produits inconnus,non,7059
carlé,2,Divers incertains,non,8518
carmin,10,Matières brutes et transformées pour teinture,non,17255
carmin commun,3,Matières brutes et transformées pour teinture,non,17255
carmin fin,2,Matières brutes et transformées pour teinture,non,17255
carnasse,16,Produits inconnus,non,7059
carnifié,1,Produits inconnus,non,7059
carny,2,Produits inconnus,non,7059
carols,1,Produits inconnus,non,7059
caroots,2,Produits inconnus,non,7059
carotte,10,Subsistances diverses et mélangées,non,10028
carotte d'enfant,1,Produits inconnus,non,7059
carottes,4,Subsistances diverses et mélangées,oui,10028
carou,1,Produits inconnus,non,7059
carouge,141,Bois divers hors combustible,non,12455
carpe,2,Pêche et fruits de mer,non,13709
carpe et tanche,1,Pêche et fruits de mer,non,13709
carpeaux alevins,5,Pêche et fruits de mer,non,13709
carpes,27,Pêche et fruits de mer,non,13709
carpes de stockfish,1,Pêche et fruits de mer,non,13709
carpes et brochets,0,Pêche et fruits de mer,non,13709
carpette,4,Textiles manufacturés divers et mélangés,non,1795
carrabe,2,Produits inconnus,non,7059
carré,61,Divers incertains,non,8518
carré de fer plat,12,Ouvrages métalliques,non,20598
carreaux,9,Matières premières diverses,non,15181
carreaux ???,1,Matières premières diverses,non,15181
carreaux à dentelle,4,Dentelles,non,2602
carreaux à paver,20,Matières premières diverses,non,15181
carreaux à paver de pierre,7,Matières premières diverses,non,15181
carreaux à paver de terre,3,Matières premières diverses,non,15181
carreaux à vitres,1,Matières premières diverses,non,15181
carreaux bleus,2,Matières premières diverses,non,15181
carreaux briques et tuiles,2,Matières premières diverses,non,15181
carreaux d'ardoise,6,Matières premières diverses,non,15181
carreaux d'Île de France,1,Matières premières diverses,non,15181
carreaux de Bidache,16,Matières premières diverses,non,15181
carreaux de Bidache de pierre,9,Matières premières diverses,non,15181
carreaux de brique,42,Matières premières diverses,non,15181
carreaux de dentelle,1,Dentelles,non,2602
carreaux de faïence,34,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
carreaux de genièvre,1,Divers incertains,non,8518
carreaux de marbre,157,Marbre brut et ouvré,non,1582
carreaux de marbre à paver,0,Marbre brut et ouvré,non,1582
carreaux de marbre bâtard,4,Marbre brut et ouvré,non,1582
carreaux de marbre gros,1,Marbre brut et ouvré,non,1582
carreaux de marbre ouvrés,4,Marbre brut et ouvré,non,1582
carreaux de marbre pour le Roi,1,Marbre brut et ouvré,non,1582
carreaux de moulage,1,Ouvrages divers et mélangés,non,16505
carreaux de pierre,49,Matières premières diverses,non,15181
carreaux de pierre de Bidache,1,Matières premières diverses,non,15181
carreaux de pierre de terre,1,Matières premières diverses,non,15181
carreaux de pierre noire,1,Matières premières diverses,non,15181
carreaux de pierres bâtir,1,Matières premières diverses,non,15181
carreaux de sera,2,Produits inconnus,non,7059
carreaux de Suède,1,Matières premières diverses,non,15181
carreaux de terre,349,"Porcelaine, poterie, faïence et ouvrages de terre",oui,7632
carreaux de terre cuite,366,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
carreaux de terre d'or pied demi en carré,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
carreaux de terre et tuiles bombées,8,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
carreaux de terre grands,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
carreaux de verre,15,Verrerie,non,6073
carreaux de verre à vitre,40,Verrerie,non,6073
carreaux démoulés,1,Matières premières diverses,non,15181
carreaux des prises,1,Matières premières diverses,non,15181
carreaux en nombre,1,Matières premières diverses,non,15181
carreaux meulage de Brie,1,Matières premières diverses,non,15181
carreaux meulage de France,2,Matières premières diverses,non,15181
carreaux moulage,4,Matières premières diverses,non,15181
carreaux moulage de Brie,7,Matières premières diverses,non,15181
carreaux moulage de France,8,Matières premières diverses,non,15181
carreaux noirs,3,Matières premières diverses,non,15181
carreaux rouges,10,Matières premières diverses,non,15181
