simplification,nbr_occurences_simpl,obsolete,hamburg,nbr_occurences_hamburg
eau de Barbade,15,non,,687735
eau de bergamote,3,non,,687735
eau de Bristol,6,non,,687735
eau de Bristol des prises,1,non,,687735
eau de bronze,1,non,,687735
eau de Bussang,1,non,,687735
eau de Bussingue,8,non,,687735
eau de cannelle,4,non,,687735
eau de Cap Breton,1,non,,687735
eau de Carmes,3,non,,687735
eau de cédrat,1,non,,687735
eau de cèdre,7,non,,687735
eau de cerise,28,non,,687735
eau de Charente,2,non,,687735
eau de citron,46,non,,687735
eau de citron distillée,1,non,,687735
eau de citronnelle,32,non,,687735
eau de coclearia,8,non,,687735
eau de Cologne,25,non,,687735
eau de composition,1,non,,687735
eau de Cordoue,4,non,,687735
eau de feuilles d'orange,5,non,,687735
eau de fleurs,1,non,,687735
eau de fleurs d'orange,0,oui,,687735
eau de fleurs d'oranger,545,non,,687735
eau de fleurs de myrte,2,non,,687735
eau de fleurs de senteur,1,non,,687735
eau de fleurs fortes,1,non,,687735
eau de garance,2,non,,687735
eau de genièvre,11,non,,687735
eau de grains,1,non,,687735
eau de Hongrie,7,non,,687735
eau de hongrie,2,non,,687735
eau de jasmin,1,non,,687735
eau de la Côte,1,non,,687735
eau de la reine de Hongrie,28,oui,,687735
eau de lavande,171,non,,687735
eau de limon,1,non,,687735
eau de liqueur,1,non,,687735
eau de Marquette,2,non,,687735
eau de mélisse,172,non,,687735
eau de mer,1,non,,687735
eau de miel,1,non,,687735
eau de myrrhe,2,non,,687735
eau de naffle,1,oui,,687735
eau de naphe,2,non,,687735
eau de Naples,1,oui,,687735
eau de nard,2,non,,687735
eau de nard et de naphe,1,non,,687735
eau de Philipine,0,oui,,687735
eau de Philippine,1,non,,687735
eau de pin,26,non,,687735
eau de Plombières,2,non,,687735
eau de poix,6,non,,687735
eau de poix raze,1,non,,687735
eau de raisin,72,non,,687735
eau de raison,1,non,,687735
eau de rave,2,oui,,687735
eau de raze,4,oui,,687735
eau de résine,8,non,,687735
eau de Rochefort,1,non,,687735
eau de romarin,4,non,,687735
eau de rose,155,non,,687735
eau de rose essence de térébenthine,2,non,,687735
eau de Seltzer,7,non,,687735
eau de senlaw,11,non,,687735
eau de senteur,469,non,,687735
eau de senteur alcoolique,3,non,,687735
eau de senteur alcoolique autre que Cologne et lavande,2,non,,687735
eau de senteur de bergamote,1,non,,687735
eau de senteur de citron,1,non,,687735
eau de senteur de la reine de Hongrie,583,non,,687735
eau de senteur de lavande,7,non,,687735
eau de senteur de nard,1,oui,,687735
eau de senteur en flacons,1,non,,687735
eau de senteur et essence,2,non,,687735
eau de senteur et quintessence,123,non,,687735
eau de senteur rose,2,non,,687735
eau de senteur sans alcool,3,non,,687735
eau de senteur sans alcool autre que fleurs d'oranger,2,non,,687735
eau de senteur sans alcool de fleurs d'oranger,0,oui,,687735
eau de senteur sans pareille,2,non,,687735
eau de Spa,28,non,,687735
eau de tartre,8,non,Tartre,2475
eau de térébenthine,1,non,,687735
eau de toilette,11,non,,687735
eau de val,1,non,,687735
eau de vertu,1,non,,687735
eau des Carmes,36,non,,687735
eau des cavernes,5,non,,687735
eau des cavernes en fiole,0,non,,687735
eau des farmes,3,non,,687735
eau distillée,12,non,,687735
eau distillée alcoolique,2,non,,687735
eau distillée sans alcool,10,non,,687735
eau distillée sans alcool autres que fleurs d'oranger,2,non,,687735
eau distillée sans alcool fleurs d'oranger,0,oui,,687735
eau diverse,7,non,,687735
eau divine,6,non,,687735
eau du Rhône,1,non,,687735
eau et essence,7,non,,687735
eau et essence et huile spiritueuse,2,non,,687735
eau et essence spiritueuse,1,non,,687735
eau et huile spiritueuse,62,non,,687735
eau ferrée,2,non,,687735
eau gazeuse,1,non,,687735
eau magistrale,1,non,,687735
eau médicinale,94,non,,687735
eau médicinale cordiale,1,non,,687735
eau médicinale d'arquebusan,2,oui,,687735
eau médicinale de cannelle,1,non,,687735
eau médicinale de Chypre,1,non,,687735
eau médicinale de coclearia,1,non,,687735
eau médicinale de fleurs d'oranger,0,oui,,687735
eau médicinale de genièvre,1,non,,687735
eau médicinale de marquette,1,non,,687735
eau médicinale de mélisse,10,non,,687735
eau médicinale de pin,1,non,,687735
eau médicinale de raisin,2,non,,687735
eau médicinale de Seltzer,1,non,,687735
eau médicinale et minérale,24,non,,687735
eau mélisse,3,non,,687735
eau minérale,210,non,,687735
eau minérale de Bristol,1,non,,687735
eau ocgeniente,1,non,,687735
eau octaze,3,non,,687735
eau Plombières,1,oui,,687735
eau pour la goutte,1,non,,687735
eau pour remède,1,non,,687735
eau royale,1,non,,687735
eau sans pareille,7,non,,687735
eau sederale,1,non,,687735
eau Spa,0,oui,,687735
eau spiritueuse,14,non,,687735
eau spiritueuse et essence,9,non,,687735
eau vulnéraire,20,non,,687735
eau-de-vie,11204,non,Eau ; de vie,12671
eau-de-vie anisette,1,non,Eau ; de vie,12671
eau-de-vie antiscorbutique,1,non,,687735
eau-de-vie commune,18,non,Eau ; de vie,12671
eau-de-vie composée,1,non,Eau ; de vie,12671
eau-de-vie d'Espagne,3,non,Eau ; de vie,12671
eau-de-vie d'Hendaye,61,non,Eau ; de vie,12671
eau-de-vie d'Hendaye et simple,2,non,Eau ; de vie,12671
eau-de-vie d'Oléron,3,non,Eau ; de vie,12671
"eau-de-vie de ""?"" en pots",3,non,,687735
eau-de-vie de Charente,89,non,Eau ; de vie,12671
eau-de-vie de cidre,6,non,Eau ; de vie,12671
eau-de-vie de Cognac,13,non,Eau ; de vie,12671
eau-de-vie de Dantzig,5,non,Eau ; de vie,12671
eau-de-vie de genièvre,62,non,Eau ; de vie,12671
eau-de-vie de genièvre et de grains,5,non,Eau ; de vie,12671
eau-de-vie de genièvre relifiée,1,non,,687735
eau-de-vie de genièvre simple,5,non,Eau ; de vie,12671
eau-de-vie de grains,5,non,Eau ; de vie,12671
eau-de-vie de grains autre que genièvre,1,non,Eau ; de vie,12671
eau-de-vie de grains de genièvre,0,oui,Eau ; de vie,12671
eau-de-vie de grains et simple,1,non,Eau ; de vie,12671
eau-de-vie de lavande et simple,1,non,Eau ; de vie,12671
eau-de-vie de Marennes,3,non,Eau ; de vie,12671
Eau-de-vie de mélasse rhum et tafia,0,oui,Eau ; de vie,12671
eau-de-vie de mélasse rhum et tafia,3,non,Eau ; de vie,12671
eau-de-vie de Ré,79,non,Eau ; de vie,12671
eau-de-vie de Rochefort,20,non,Eau ; de vie,12671
Eau-de-vie de vin,0,oui,Eau ; de vie,12671
eau-de-vie de vin,42,non,Eau ; de vie,12671
Eau-de-vie de vin au-dessus de 32 degrés,0,oui,Eau ; de vie,12671
eau-de-vie de vin au-dessus de 32 degrés,3,non,Eau ; de vie,12671
Eau-de-vie de vin de 22 degrés à 32,0,oui,Eau ; de vie,12671
eau-de-vie de vin de 22 degrés à 32,3,non,Eau ; de vie,12671
Eau-de-vie de vin de 22 degrés ou moins,0,oui,Eau ; de vie,12671
eau-de-vie de vin de 22 degrés ou moins,3,non,Eau ; de vie,12671
eau-de-vie de vin par Marseille,1,non,Eau ; de vie,12671
eau-de-vie des prises,1,non,Eau ; de vie,12671
eau-de-vie diverse,3,non,Eau ; de vie,12671
eau-de-vie double,70,non,Eau ; de vie,12671
eau-de-vie en bouteille simple,1,non,Eau ; de vie,12671
eau-de-vie et liqueurs,41,non,Eau ; de vie,12671
eau-de-vie et rhum,6,non,Eau ; de vie,12671
eau-de-vie et rhum et tafia,13,non,Eau ; de vie,12671
eau-de-vie par Marseille,1,non,Eau ; de vie,12671
eau-de-vie raffinée,10,non,Eau ; de vie,12671
eau-de-vie rectifiée,5,non,Eau ; de vie,12671
eau-de-vie royale,4,non,Eau ; de vie,12671
eau-de-vie scorbutique,1,non,Eau ; de vie,12671
eau-de-vie simple,338,non,Eau ; de vie,12671
eau-de-vie simple de vin,1,non,Eau ; de vie,12671
eau-de-vie spiritueuse,1,non,Eau ; de vie,12671
eau-de-vie triple,2,non,Eau ; de vie,12671
eau-forte,529,non,Eau ; de vie,12671
eau-forte huile de vitriol le dania,1,non,Eau ; de vie,12671
eaux de vie anisette,0,oui,,687735
ébénisterie,1,non,,687735
écaille,117,non,,687735
écaille ???,4,non,,687735
écaille au caret,1,oui,,687735
écaille cahouanne,1,non,,687735
écaille caret de tortue,0,oui,,687735
écaille d'ablette,1,non,,687735
écaille de ???,1,non,,687735
écaille de cahouanne,44,non,,687735
écaille de caret,16,non,,687735
écaille de poisson,6,non,,687735
écaille de tortue,442,non,,687735
écaille de tortue caret,1,non,,687735
écaille de tortue en carapace,7,non,,687735
écaille de tortue en carapace de l'étranger,1,non,,687735
écaille de tortue et nacre de perle,12,non,,687735
écaille de tortue onglons,3,non,,687735
écaille de tortue onglons et rognures,2,non,,687735
écaille de tortue rognures,3,non,,687735
écaille octomie,4,non,,687735
écaille ou caret,4,non,,687735
écarlate,2,non,,687735
écarlatine,17,non,,687735
écarlatine de Beauvais,1,non,,687735
écarlatine du Languedoc,2,non,,687735
écarts de beuf,0,oui,,687735
écarts de bœuf,2,non,,687735
échalas,38,non,,687735
échalas de bois,1,non,,687735
echalote,0,oui,,687735
échalote,43,non,,687735
échantillons et morceaux de soie,76,non,,687735
écharpe de soie,2,non,,687735
écharpe de taffetas,1,non,,687735
écharpe et gaze,1,non,,687735
écharpe pour femme,1,non,,687735
échaussillons,1,non,,687735
échelles,5,non,,687735
échelles anglaises,1,non,,687735
échelles de 8 pieds,0,non,,687735
échelles de bois,2,non,,687735
échelles de bois de 10 pieds,0,non,,687735
échelles de route,1,non,,687735
échelotte,0,oui,,687735
échouements et prises,2,oui,,687735
éclisses de bois,6,non,,687735
écluses de fer,1,non,,687735
écope,0,non,,687735
écopes,50,non,,687735
écopes de sapin,2,non,,687735
écorce,65,non,,687735
écorce à tan moulue,4,non,,687735
écorce à tan non moulue,7,non,,687735
écorce à tanner,62,non,,687735
écorce autre que citron orange et leurs variété et quinquina,2,non,,687735
écorce d'arbre,45,non,,687735
écorce d'arbre de gaïac,1,non,,687735
écorce d'arbre étoffe,4,non,,687735
écorce d'arbre rayée,2,non,,687735
écorce d'orange,108,non,,687735
écorce d'orange et de citron,3,non,,687735
écorce d'orange séchée,121,non,,687735
écorce d'orange sergal,3,non,,687735
écorce de bergamote,9,non,,687735
écorce de bois,15,non,,687735
écorce de bois de fer,3,non,,687735
écorce de boutard,1,non,,687735
écorce de cacao,145,non,,687735
écorce de câpres,1,non,,687735
écorce de cédrat,6,non,,687735
écorce de cèdre,3,non,,687735
écorce de chanvre,4,non,,687735
écorce de chêne,221,non,,687735
écorce de chêne moulue,98,non,,687735
écorce de chêne pilée,1,non,,687735
écorce de citron,100,non,,687735
écorce de citron confite,13,non,,687735
écorce de citron et d'orange,16,non,,687735
écorce de citron et d'orange et de leurs variétés,44,non,,687735
écorce de citron non épluché,1,non,,687735
écorce de citron sèche,2,non,,687735
écorce de gaiac,0,oui,,687735
écorce de gaïac,23,non,,687735
écorce de grande d'aulne et de bourdaine,5,non,,687735
écorce de grenade,13,non,,687735
écorce de limon,3,non,,687735
écorce de limon sec,1,oui,,687735
écorce de Magellan,2,non,,687735
écorce de mandragore,1,non,,687735
écorce de melis,0,oui,,687735
écorce de mélisse,1,non,,687735
écorce de pin,10,non,,687735
écorce de pin en poussière,0,oui,,687735
écorce de pin moulue,8,non,,687735
écorce de quinquina,58,non,,687735
écorce de simaboura,0,oui,,687735
écorce de simarouba,1,non,,687735
écorce de soie,2,non,,687735
écorce de tilleul,52,non,,687735
écorce de tilleul pour cordage,2,non,,687735
écorce de tilleul pour cordages,2,oui,,687735
écorce ou tau en poussière de pin,4,non,,687735
écorce pour tanner,19,non,,687735
écorce rayée,1,non,,687735
écorce unie,1,non,,687735
ecouette,1,non,,687735
ecouette de nattes,2,non,,687735
écouvillons,1,non,,687735
écrans,3,non,,687735
écrelet,1,non,,687735
écrevisses,2,non,,687735
écrevisses de mer,98,non,,687735
écrevisses de rivière,133,non,,687735
écritoire,7,non,,687735
écritoire de bois peint,1,non,,687735
écritoire de chagrin,1,non,,687735
écritoire de corne,1,non,,687735
écritoire de maroquin,1,non,,687735
écritoire garni d'or,2,non,,687735
écritoire garnie d'or,0,oui,,687735
écru de cerise,1,non,,687735
écuelles de terre,1,non,,687735
écuelles de vermillon,3,non,,687735
écume de verre,1,non,,687735
écumoires à sucre,2,non,,687735
écus à palme,6,non,,687735
édredon,1,non,,687735
édredon de plume,8,non,,687735
édredon et plumes,2,non,,687735
effets,1,oui,,687735
effets de troupes,1,non,,687735
effilé de fil,14,non,,687735
effilé de soie,5,non,,687735
effilé or fil,1,non,,687735
efforces à tondre,99,non,,687735
églefins,82,non,,687735
églefins salés,51,non,,687735
egoutals,1,non,,687735
egoutals de bois,1,non,,687735
égouttoirs,53,non,,687735
égouttoirs à fondre,1,non,,687735
égouttoirs de bois,2,non,,687735
egrat,1,non,,687735
egueluy,1,non,,687735
elatchas,0,oui,,687735
elatches,22,non,,687735
elbots,83,non,,687735
elbots salés,53,non,,687735
elegias,2,non,,687735
élixir,63,non,,687735
élixir de garus,4,non,,687735
élixir purgatif,2,non,,687735
ellébore,7,non,,687735
ellébore blanc,1,non,,687735
élocs de fer,2,non,,687735
émai en grabeaul,1,oui,,687735
émail,67,non,,687735
émail brut,3,non,,687735
émail en grabeau,1,non,,687735
émail en pain,1,non,,687735
emballage,2,non,,687735
embarcations à dépecer,5,non,,687735
embarcations avec agrès,20,non,,687735
embarcations en état de servir,2,non,,687735
embarcations et autres objets de marine,44,non,,687735
embarcations et navire marchand,0,oui,,687735
embarcations et voiles de navire,3,non,,687735
émeraudes brutes,1,non,,687735
émeraudes et opales taillées,1,non,,687735
émeraudes taillés,2,non,,687735
émeri,163,non,,687735
émeri en pierre,3,non,,687735
émeri en pierres,11,non,,687735
émeri en poudre,14,non,,687735
Émeril en pierre,0,oui,,687735
Émeril en poudre,0,oui,,687735
empeignes,5,non,,687735
empeignes brodées,1,non,,687735
empeignes brodées pour souliers,8,non,,687735
empeignes coupées pour empeignes,3,non,,687735
empeignes de souliers,11,non,,687735
empeignes de souliers brodés,1,non,,687735
empeignes de souliers imprimées,5,non,,687735
empeignes de toile,12,non,,687735
empeignes et talons de cuir coupés,2,non,,687735
empeignes peintes pour souliers,67,non,,687735
en bâtiments de mer,1,non,,687735
en pain,1,non,,687735
enamitte,1,non,,687735
encens,673,non,,687735
encens commun,4,non,,687735
encens des Indes,1,non,,687735
encens en encens,1,oui,,687735
encens en grabeau,133,non,,687735
encens en poudre,1,non,,687735
encens en poussière,4,non,,687735
enclumes,5,non,,687735
enclumes de fer,123,non,,687735
enclumes de fer et étaux de fer,1,non,,687735
encoignement,1,non,,687735
encoignures,5,non,,687735
encoignures de bois vernissé,1,non,,687735
encre,38,non,,687735
encre à dessiner en tablettes,3,non,,687735
encre à écrire,53,non,,687735
encre à écrire et à imprimer,13,non,,687735
encre à imprimer,3,non,,687735
encre commune,22,non,,687735
encre d'imprimerie,90,non,,687735
encre de la Chine,60,non,,687735
encre de la petite vertu,1,non,,687735
encre de Nankin,2,non,,687735
encre de nankin,2,oui,,687735
encre glassine,1,non,,687735
encre liquide à écrire ou à imprimer,4,non,,687735
encre odorante,1,non,,687735
encre rouge,4,non,,687735
encres odorantes,0,oui,,687735
encrin,0,non,,687735
endives,2,non,,687735
engins,16,non,,687735
engrais,49,non,,687735
engrais colombine,17,non,,687735
engrais divers,1,non,,687735
engrais en court fumier,1,non,,687735
engrais en fournelle,1,non,,687735
engrais en fumier de rue,1,non,,687735
engrais en pourette,1,non,,687735
engrais gru,1,non,,687735
entenolles,1,non,,687735
épagnolette simple,0,non,,687735
épaulettes,1,non,,687735
épaulettes d'argent,1,non,,687735
épaulettes d'or,1,non,,687735
épeautre,118,non,,687735
épeautre en gerbes,23,non,,687735
épée,32,non,,687735
épée à garde d'argent,4,non,,687735
épée à garde de cuivre doré,1,non,,687735
épée argentée,1,non,,687735
épée d'acier,2,non,,687735
épée d'argent,35,non,,687735
épée d'argent doré,1,non,,687735
épée d'argent et de cuivre,2,non,,687735
épée d'argent et de cuivre doré,1,non,,687735
épée de cuivre,5,non,,687735
épée de cuivre doré,6,non,,687735
épée masquinée,14,non,,687735
épée montée en acier,98,non,,687735
épée montée en argent,48,non,,687735
éperons,6,non,,687735
éperons et étriers,84,non,,687735
éperviers,1,non,,687735
épice,1,non,,687735
épice de Curons,3,non,,687735
épicerie,1167,non,,687735
épicerie commune,13,non,,687735
épicerie douce,9,non,,687735
épicerie feuilles et noix muscades,0,oui,,687735
épicerie fine,66,non,,687735
épicerie poivre en grabeau,0,oui,Poivre ; blanc-noir,2620
épices,1,non,,687735
épices préparées,2,non,,687735
épices préparées autres que moutarde et poudre de kari,1,non,,687735
épices préparées autres que moutarde et sauces épicées,2,non,,687735
epinelle,1,non,,687735
épines à planter,1,non,,687735
épinettes,9,non,,687735
épingles,427,non,,687735
épingles communes,3,non,,687735
épingles de laiton,4,non,,687735
épingles de mercerie fine,17,non,,687735
épingles en cuivre,2,non,,687735
épingoles,3,non,,687735
epipequaquana,0,oui,,687735
epiterie,7,non,,687735
éponges,727,non,,687735
éponges brutes,1,non,,687735
éponges communes,66,non,,687735
éponges communes et fines,6,non,,687735
éponges et tournesol,1,non,,687735
éponges fines,68,non,,687735
éponges grosses,1,non,,687735
épousterie,45,non,,687735
éprouvette de cuivre,1,non,,687735
epuigtion,1,non,,687735
équerre,2,non,,687735
equeurs,0,non,,687735
équille,2,non,,687735
équille pour voile pour la Compagnie de Guinée,2,non,,687735
equine,2,non,,687735
