simplification,nbr_occurences_simpl,surement_pas_canada,canada,details_provenance,obsolete,nbr_occurences_canada
étamine avec soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine avec vingt brins de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine blanche,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine burail,85,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine buratée de laine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine burette,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine commune,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine d'Agen,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine d'Allemagne,2,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine d'Amiens,13,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine d'argent,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine d'Auvergne,17,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Acims,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de belzamine,2,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de laine,642,0,Hors Canada,,non,156575
étamine de laine d'Angleterre,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de laine et de soie,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de laine fine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Laval,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Nogent,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Noyau,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Reims,224,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Rouen,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de Sainte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine de soie,7,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine des prises,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine du Mans,88,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine du pays,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine Maine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine mi soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine noire,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine oneraile,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine ouvrée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine piquée de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine rayée,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étamine virée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étampes,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étampes de chanvre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
etatchasse,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étaux,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étaux de fer,28,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étaux en bâtit pour serruriers,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étaux ouvragés,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
etaya,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étendards,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
etendelle,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
éternelle de coton,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
etocs,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
etocs de fer,13,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étocs de fer,12,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe,386,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe à carreaux,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe à carreaux et de toile de coutil,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe à galon d'or,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe à la valeur,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe à peu,20,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe à peu de soie,343,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au ??? de soie,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au 4/5e de soie,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au filoselle,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au peu de soie,4,,,,non,2163
étoffe au poil sorge de Rome,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au quart,20,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe au quart de soie,362,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au sixième,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au sixième de soie,22,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au sixième de soie en siamoise,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au sixième de soie siamoise,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au tiers de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe au-dessus du sixième de soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe avec argent et or,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe avec un brin de soie,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe avec vin brin de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochée d'argent et d'or faux de soie,1,,,,non,2163
étoffe brochée d'argent et d'or faux de soie pure,2,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochée d'argent et d'or fin de soie,2,,,,non,2163
étoffe brochée d'argent et d'or fin de soie pure,2,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochée d'or ou d'argent faux de soie pure,2,,,,non,2163
étoffe brochée d'or ou d'argent fin de soie pure,2,,,,non,2163
étoffe brochée de coton et de fil siamois,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe brochée de pure soie et unies,39,,,,non,2163
étoffe brochée de soie,2,,,,non,2163
étoffe brochée de soie de soie pure,2,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochée de soie et unies,70,,,,non,2163
étoffe brochée de soie pure,2,,,,non,2163
étoffe brochée et brodée,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe brochées d'argent et d'or faux de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochées d'argent et d'or fin de soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochées de pure soie et unies,39,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochées de soie de soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe brochées de soie et unies,70,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe cotonne,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe crêpe,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe croisée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe d'Amiens façonnée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe d'argent,10,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent d'or et de soie,58,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent et d'or,192,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent et d'or faux,3,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent et d'or fin,4,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent et de soie,9,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent et soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'argent fil et soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'écorce,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe d'herbes,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe d'or,28,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'or et de soie,9,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe d'or faux et de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe de bourre de soie,7,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de bourre de soie façon cachemire,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de cachemire de poil,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe de capiton,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de chanvre,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de chanvre et de fil de lin en toile,12,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de chanvre et de lin en toile diverse,26,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de chanvre ou de lin,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de chanvre ou de lin mêlés,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton,391,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton ???,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton au quart de soie,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton basin piqués mousselinettes,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton brillant blanc,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton brochée et brodée et imprimée,2,,,,non,2163
étoffe de coton brochées et brodées et imprimées,2,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe de coton brodé,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de fil,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de fil et de laine,3,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de fil et de soie,7,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de fleuret et de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de laine,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de laine et de soie,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de quart de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton de velours,7,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton des Indes,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton en drap,14,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton en soie,8,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et bonneterie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et chapeaux,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de fil,42,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de fil de soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de fil et de laine et de poil chameau,3,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de fil et de laine et de poil de chèvre,4,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de fil mélangés,10,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de fleuret,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de laine,22,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de laine diverse,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de laine et de filoselle,7,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de laine et de soie mélangés,26,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de laine retour,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de soie,73,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de soie des Indes,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de soie éternelle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et de toile,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et drap de coton et velours de coton,15,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et drap de coton et velours de coton et couvertures de coton,13,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et mercerie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et pellerie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton et velours commun,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton imprimé,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
étoffe de coton mélangée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
étoffe de coton mêlée,1,,,,non,2163
