simplification,nbr_occurences_simpl,obsolete,coffee,nbr_occurences_hamburg,nbr_occurences_coffee
cafetières en or,1,non,Not coffee,442379,825945
cafetou de fer,1,non,Not coffee,442379,825945
caffart,8,non,Not coffee,442379,825945
caffart blanc,3,non,Not coffee,442379,825945
caffart carpette et ligatures,21,non,Not coffee,442379,825945
caffart de damas,6,non,Not coffee,442379,825945
caffart de laine,3,non,Not coffee,442379,825945
caffatines,1,non,Not coffee,442379,825945
cages,3,non,Not coffee,442379,825945
cages d'oiseaux,0,oui,Not coffee,442379,825945
cages de poules,0,oui,Not coffee,442379,825945
cages pour oiseaux,90,non,Not coffee,442379,825945
cages pour perroquets,2,non,Not coffee,442379,825945
cages pour poules,1,non,Not coffee,442379,825945
cahiers de papier fin,1,non,,,43966
cahouanne,10,non,,,43966
cahouannes,10,oui,Not coffee,442379,825945
cailles,6,non,Not coffee,442379,825945
cailloux,1,non,Not coffee,442379,825945
cailloux à faïence ou porcelaine,2,non,Not coffee,442379,825945
cailloux et sable à faïence ou porcelaine,2,non,Not coffee,442379,825945
caisse,5,non,,,43966
caisse à carafons,1,non,Not coffee,442379,825945
caisse à finance,2,non,Not coffee,442379,825945
caisse de berline et train,1,non,Not coffee,442379,825945
caisse de carrosses,3,non,Not coffee,442379,825945
caisse de fer,1,non,,,43966
caisse de liège,2,non,Not coffee,442379,825945
caisse de liège à carafons,11,non,,,43966
caisse de sapin,9,non,Not coffee,442379,825945
caisse du reve de lagne,1,non,,,43966
caisse et têtes de carton,2,non,Not coffee,442379,825945
caisse vide,13,non,Not coffee,442379,825945
caissettes pour balz,1,non,Not coffee,442379,825945
cal d'artichaut,1,non,Not coffee,442379,825945
caladaris,108,non,Not coffee,442379,825945
caladaris des Indes,3,oui,Not coffee,442379,825945
calames,1,non,Not coffee,442379,825945
calamine,30,non,Not coffee,442379,825945
calamine grillée,1,non,Not coffee,442379,825945
calamine grillée pulvérisée ou non et zinc,4,non,Not coffee,442379,825945
calamine pierres calaminaires et zinc,2,non,Not coffee,442379,825945
calamus,9,non,Not coffee,442379,825945
calamus aromaticus,5,non,Not coffee,442379,825945
calandrine,1,non,Not coffee,442379,825945
calaurure,0,non,Not coffee,442379,825945
calbas,4,non,Not coffee,442379,825945
calebasses vides,1,non,Not coffee,442379,825945
calèches,2,non,Not coffee,442379,825945
caleçons,2,non,Not coffee,442379,825945
calenderis,1,non,Not coffee,442379,825945
caliatour moulu,0,oui,Not coffee,442379,825945
calice d'argent,1,non,Not coffee,442379,825945
calicot,11,non,Not coffee,442379,825945
calicot de laine,1,non,,,43966
calicot et toile de coton blancs et écrus,1,non,Not coffee,442379,825945
calicot et toile de coton imprimés et teints,1,non,Not coffee,442379,825945
calicots et percale de coton blanc,1,non,Not coffee,442379,825945
calmande,659,non,Not coffee,442379,825945
calmande aune,1,oui,Not coffee,442379,825945
calmande d'Amiens,4,non,Not coffee,442379,825945
calmande de 30 aunes,1,non,,,43966
calmande de laine,48,oui,Not coffee,442379,825945
calmande de laine noire,1,oui,Not coffee,442379,825945
calmande de Lille,2,non,Not coffee,442379,825945
calmande de poil,140,non,Not coffee,442379,825945
calmande des prises,3,non,Not coffee,442379,825945
calmande étroite,1,oui,,,43966
calmande étroite de laine,3,non,Not coffee,442379,825945
calmande fine,1,non,,,43966
calmande noire,2,non,Not coffee,442379,825945
calmande ordinaire,1,non,Not coffee,442379,825945
calmande pièces de 30 aunes,1,oui,Not coffee,442379,825945
calmotte,1,non,Not coffee,442379,825945
calotte,1,non,Not coffee,442379,825945
calotte de papier,1,non,Not coffee,442379,825945
calotte de peau divine,1,oui,Not coffee,442379,825945
calotte de peaux divine,1,non,,,43966
calotte de prêtre,3,non,Not coffee,442379,825945
calotte et sacs de papier,2,non,Not coffee,442379,825945
calotte hollandaise,1,non,Not coffee,442379,825945
calpo baljainum,1,non,Not coffee,442379,825945
cam... ??,1,non,,,43966
cambaye,3,non,Not coffee,442379,825945
cambaye à grands carreaux,1,non,Not coffee,442379,825945
cambouis,1,non,Not coffee,442379,825945
Cambrai,0,oui,Not coffee,442379,825945
camelles,2,oui,,,43966
camelot,426,non,Not coffee,442379,825945
camelot à mi soie,6,non,,,43966
camelot à mi-soie,6,oui,Not coffee,442379,825945
camelot à peu de soie,15,non,Not coffee,442379,825945
camelot au quart,3,non,Not coffee,442379,825945
camelot au sixième de soie,3,non,Not coffee,442379,825945
camelot au-dessous du sixième de soie,1,non,Not coffee,442379,825945
camelot aune,1,oui,Not coffee,442379,825945
camelot avec soie,4,non,Not coffee,442379,825945
camelot burail,6,non,Not coffee,442379,825945
camelot d'Amiens,24,non,Not coffee,442379,825945
camelot d'Angleterre,1,non,Not coffee,442379,825945
camelot d'Angleterre et de Hollande,12,non,Not coffee,442379,825945
camelot d'angora,1,non,Not coffee,442379,825945
camelot d'Auvergne,12,non,Not coffee,442379,825945
camelot de Bruxelles,5,non,Not coffee,442379,825945
camelot de burail,1,non,Not coffee,442379,825945
camelot de Chine,2,non,Not coffee,442379,825945
camelot de coton,1,non,Not coffee,442379,825945
camelot de Douai,4,non,Not coffee,442379,825945
camelot de France,5,non,Not coffee,442379,825945
camelot de Hollande,5,non,Not coffee,442379,825945
camelot de laine,255,non,Not coffee,442379,825945
camelot de laine écru,1,non,Not coffee,442379,825945
camelot de laine et de poil,2,non,Not coffee,442379,825945
camelot de laine et de soie,28,non,Not coffee,442379,825945
camelot de laine et soie,2,non,Not coffee,442379,825945
camelot de laine étroit,7,non,Not coffee,442379,825945
camelot de laine faille,4,non,Not coffee,442379,825945
camelot de laine large,8,non,Not coffee,442379,825945
camelot de laine petit dit de Berlin,16,non,Not coffee,442379,825945
camelot de Lille,14,non,Not coffee,442379,825945
camelot de Lille de soie,1,non,Not coffee,442379,825945
camelot de Lille et autres,8,non,Not coffee,442379,825945
camelot de poil,185,non,Not coffee,442379,825945
camelot de poil de chèvre,2,non,Not coffee,442379,825945
camelot de poil de laine,13,non,Not coffee,442379,825945
camelot de poil et de soie,11,non,Not coffee,442379,825945
camelot de poil fin,2,non,Not coffee,442379,825945
camelot de Smyrne,4,non,Not coffee,442379,825945
camelot de soie,44,non,Not coffee,442379,825945
camelot de terrine,0,non,Not coffee,442379,825945
camelot des Indes,4,non,Not coffee,442379,825945
camelot écarlate,12,non,Not coffee,442379,825945
camelot et burail de laine,2,non,Not coffee,442379,825945
camelot et étamine,1,non,Not coffee,442379,825945
camelot et panne de laine,1,non,Not coffee,442379,825945
camelot fil et soie,1,non,Not coffee,442379,825945
camelot fin,2,non,Not coffee,442379,825945
camelot gaufré,1,non,Not coffee,442379,825945
camelot jaspé,1,non,Not coffee,442379,825945
camelot petit dit Berlin,10,non,Not coffee,442379,825945
camelot rayé,0,non,Not coffee,442379,825945
cameramain,0,non,Not coffee,442379,825945
camion à garnir voiture,1,non,Not coffee,442379,825945
camisoles,13,non,Not coffee,442379,825945
camisoles de laine,4,non,Not coffee,442379,825945
camisoles de toile,1,non,Not coffee,442379,825945
camisoles et capuches,1,non,,,43966
camisoles et casaques,2,non,Not coffee,442379,825945
camisoles et redingotes,7,non,Not coffee,442379,825945
camisoles pour nègre,1,non,Not coffee,442379,825945
camisolettes,1,non,,,43966
camomille,1,non,Not coffee,442379,825945
Campêche,2,non,Not coffee,442379,825945
camphre,326,non,Not coffee,442379,825945
camphre brut,21,non,Not coffee,442379,825945
camphre brut et raffiné,2,non,Not coffee,442379,825945
camphre raffiné,44,non,Not coffee,442379,825945
canades,1,non,Not coffee,442379,825945
canapé,10,non,Not coffee,442379,825945
canapé de canne,1,non,Not coffee,442379,825945
canapé de cuir de Russie,1,non,Not coffee,442379,825945
canapé de laine,1,non,,,43966
canapé de maroquin et tables à jouer,1,non,Not coffee,442379,825945
canapé de taffetas,1,non,Not coffee,442379,825945
canardières,1,non,Not coffee,442379,825945
canards,18,non,Not coffee,442379,825945
canards en vie,1,non,Not coffee,442379,825945
canaris,1,non,Not coffee,442379,825945
canaris ou serins,195,non,Not coffee,442379,825945
canaux,1,non,Not coffee,442379,825945
candetas,0,non,Not coffee,442379,825945
cane,1,non,Not coffee,442379,825945
cane garnie,2,non,Not coffee,442379,825945
caneffas,1,non,Not coffee,442379,825945
canefice,664,non,Not coffee,442379,825945
canefice des prises,1,non,Not coffee,442379,825945
canefice en café,1,non,Not coffee,442379,825945
canefice en grabeau,12,non,,,43966
canefice raffiné,1,non,Not coffee,442379,825945
caneficier,1,non,Not coffee,442379,825945
canelle (étoffe),1,non,Not coffee,442379,825945
canena,1,non,Not coffee,442379,825945
canepre,0,non,Not coffee,442379,825945
canerelles,1,non,Not coffee,442379,825945
canetilles d'or faux,0,oui,Not coffee,442379,825945
canettes des Indes,1,non,Not coffee,442379,825945
canevas,74,oui,Not coffee,442379,825945
canevas à 15 sols l'aune,1,oui,Not coffee,442379,825945
canevas de fil,2,oui,Not coffee,442379,825945
canevas gommée,3,oui,Not coffee,442379,825945
canevas tracé,7,oui,Not coffee,442379,825945
canevettes,43,non,Not coffee,442379,825945
canevettes à flacons,1,non,Not coffee,442379,825945
canevettes de grès,14,non,Not coffee,442379,825945
canevettes de grès de 6 flacons,1,non,Not coffee,442379,825945
canevettes ou caisse de 6 flacons pour la traite,2,non,Not coffee,442379,825945
canevettes ou caisse de 6 flcons pour la traite,0,oui,Not coffee,442379,825945
canevettes vides,2,non,Not coffee,442379,825945
canifs,3,non,Not coffee,442379,825945
caniques,1,non,Not coffee,442379,825945
cann ??,1,non,,,43966
canne à main,0,oui,Not coffee,442379,825945
canne ou roseaux en fanon,1,non,,,43966
cannelle,1541,non,Not coffee,442379,825945
cannelle à tonneaux,1,non,,,43966
cannelle commune,18,non,Not coffee,442379,825945
cannelle commune des entrepôts,0,non,Not coffee,442379,825945
cannelle commune et cassia,1,non,Not coffee,442379,825945
cannelle commune hors d'Europe,0,non,Not coffee,442379,825945
cannelle de bois,4,non,Not coffee,442379,825945
cannelle de bois pour tamis,1,non,Not coffee,442379,825945
cannelle de Chine,1,non,Not coffee,442379,825945
cannelle de fleurs,1,non,Not coffee,442379,825945
cannelle de grès,1,non,Not coffee,442379,825945
cannelle des Indes,2,non,Not coffee,442379,825945
cannelle et girofle et poivre,1,non,Not coffee,2268,825945
cannelle et girofle et poivre etc,1,non,Not coffee,2268,825945
cannelle et poivre,1,non,Not coffee,2268,825945
cannelle fine,9,non,Not coffee,442379,825945
cannelle fine des entrepôts,0,non,Not coffee,442379,825945
cannelle giroflée,12,non,Not coffee,442379,825945
cannelle malte,4,non,Not coffee,442379,825945
cannelle ocyrez,0,non,Not coffee,442379,825945
cannelle ordinaire,3,non,Not coffee,442379,825945
cannelle sauvage,6,non,Not coffee,442379,825945
cannelles de cuivre pour tonneaux,1,non,Not coffee,442379,825945
cannes,34,non,Not coffee,442379,825945
cannes à faire chaise,1,non,Not coffee,442379,825945
cannes à main,105,non,Not coffee,442379,825945
cannes à main à pommes d'or,1,non,,,43966
cannes à pêcher,1,non,Not coffee,442379,825945
cannes à pommes d'argent,1,non,Not coffee,442379,825945
cannes à pommes d'or,13,non,Not coffee,442379,825945
cannes à pommes d'or ayant servi,1,non,Not coffee,442379,825945
cannes d'Indes,1,non,,,43966
cannes de bambous,4,non,Not coffee,442379,825945
cannes de bois,4,non,Not coffee,442379,825945
cannes de bois montées et non montées,79,non,Not coffee,442379,825945
cannes de bois vernis,1,non,Not coffee,442379,825945
cannes de jonc,104,non,Not coffee,442379,825945
cannes de jonc ou roseaux,5,non,Not coffee,442379,825945
cannes de roseaux,9,non,Not coffee,442379,825945
cannes de terre,2,non,Not coffee,442379,825945
cannes de terre vernies,1,non,,,43966
cannes dites genettes,4,non,Not coffee,442379,825945
cannes en brochettes,1,non,Not coffee,442379,825945
cannes en canon,1,non,Not coffee,442379,825945
cannes et bâtons vernis,80,non,Not coffee,442379,825945
cannes garnies,1,oui,Not coffee,442379,825945
cannes vernies,2,non,Not coffee,442379,825945
cannetilles,3,non,Not coffee,442379,825945
cannetilles d'argent et d'or,1,non,Not coffee,442379,825945
cannetilles d'or faux,1,non,Not coffee,442379,825945
cannette de grès et de terre,1,non,Not coffee,442379,825945
cannette de terre,1,non,,,43966
cannettes,14,non,Not coffee,442379,825945
cannettes à faïence,1,non,Not coffee,442379,825945
cannettes d'étain,18,non,Not coffee,442379,825945
cannettes de ???,1,non,Not coffee,442379,825945
cannettes de faïence,3,non,Not coffee,442379,825945
cannettes de grès,189,non,Not coffee,442379,825945
cannettes de grès couvertes d'étain,2,non,Not coffee,442379,825945
cannettes de marbre,1,non,Not coffee,442379,825945
cannettes de sapin,1,non,Not coffee,442379,825945
cannettes de terre,40,non,Not coffee,442379,825945
cannettes et leurs flacons,1,non,Not coffee,442379,825945
cannettes ocyrez,0,non,Not coffee,442379,825945
cannettes ou marbre,1,non,Not coffee,442379,825945
cannettes ou marbre pour la Compagnie des Indes,1,non,Not coffee,442379,825945
cannettes ou marbre pour le Compagnie des Indes,0,oui,Not coffee,442379,825945
canonnières de cantil,2,non,Not coffee,442379,825945
canons,85,non,Not coffee,442379,825945
canons de 12 livres,3,non,Not coffee,442379,825945
canons de 18 livres,1,non,Not coffee,442379,825945
canons de 2 livres,1,non,Not coffee,442379,825945
canons de 3 livres,2,non,Not coffee,442379,825945
canons de 4 livres,6,non,Not coffee,442379,825945
canons de 6 livres,2,non,,,43966
canons de 6 pieds,1,oui,Not coffee,442379,825945
canons de bronze,2,non,Not coffee,442379,825945
canons de bronze d'une demi livre,1,non,Not coffee,442379,825945
canons de différents calibres,1,non,Not coffee,442379,825945
canons de fer,326,non,Not coffee,442379,825945
canons de fer avec leurs affûts,2,non,Not coffee,442379,825945
canons de fer brisés et rompus,1,non,Not coffee,442379,825945
canons de fer de 12 à 24 livres,1,non,,,43966
canons de fer de 12 livres,3,non,Not coffee,442379,825945
canons de fer de 18 à 24 livres,4,non,Not coffee,442379,825945
canons de fer de 18 et 30 livres,1,non,Not coffee,442379,825945
canons de fer de 18 livres,1,non,Not coffee,442379,825945
canons de fer de 2 livres,5,non,Not coffee,442379,825945
canons de fer de 3 à 4 livres,1,non,Not coffee,442379,825945
canons de fer de 3 livres,4,non,Not coffee,442379,825945
canons de fer de 3 livres avec leurs affuts,1,non,,,43966
canons de fer de 3 livres de balle,0,oui,Not coffee,442379,825945
canons de fer de 4 livres,16,non,Not coffee,442379,825945
canons de fer de 6 livres,6,non,Not coffee,442379,825945
canons de fer de 8 livres,2,non,Not coffee,442379,825945
canons de fer de 9 livres,1,non,Not coffee,442379,825945
canons de fer et balles de fer,1,non,Not coffee,442379,825945
canons de fer petits,2,non,Not coffee,442379,825945
canons de fer vieux,3,non,Not coffee,442379,825945
canons de feu de 4 livres,1,non,Not coffee,442379,825945
canons de filoselle,2,non,Not coffee,442379,825945
canons de fonte,21,non,Not coffee,442379,825945
canons de fonte petit,1,non,Not coffee,442379,825945
canons de fusils,38,non,Not coffee,442379,825945
canons de fusils vieux,2,non,Not coffee,442379,825945
canons de métal,3,non,Not coffee,442379,825945
canons de métal de 12 livres,0,oui,Not coffee,442379,825945
canons de vieux mousquets,1,non,Not coffee,442379,825945
canons et affûts,1,non,Not coffee,442379,825945
canons vieux,3,non,,,43966
canot neuf,2,non,Not coffee,442379,825945
canouane,0,oui,Not coffee,442379,825945
cantharides,364,non,Not coffee,442379,825945
cantharides et cloportes,2,non,Not coffee,442379,825945
cantharides ou mouches d'Espagne,28,non,Not coffee,442379,825945
cantines,3,non,Not coffee,442379,825945
cantines de cuir,1,non,Not coffee,442379,825945
canules,1,non,Not coffee,442379,825945
canyolore,3,non,Not coffee,442379,825945
caoutchouc,30,non,Not coffee,442379,825945
capalme,1,non,Not coffee,442379,825945
caparaçons,6,non,Not coffee,442379,825945
caparaçons de peau,3,non,Not coffee,442379,825945
capeabas,1,non,Not coffee,442379,825945
caperies,1,non,Not coffee,442379,825945
capes,10,non,Not coffee,442379,825945
capes cabas,1,non,Not coffee,442379,825945
capes de camelot,3,non,Not coffee,442379,825945
capes du Béarn,1,non,Not coffee,442379,825945
capies,3,non,Not coffee,442379,825945
capillaire,30,non,Not coffee,442379,825945
capillaire du Canada,1,non,Not coffee,442379,825945
capillaire en herbes,143,non,Not coffee,442379,825945
capillaire verte,1,non,Not coffee,442379,825945
capiton,10,non,Not coffee,442379,825945
capiton de soie,1,non,Not coffee,442379,825945
capons,2,non,Not coffee,442379,825945
