goods_simpl_classification;ulrich_classification
drap de laine et petits et étoffes;out
drap de laine fin;out
drap de laine gros;out
drap de laine londrin;out
drap de laine pour les troupes;out
drap de Languedoc;out
drap de Languedoc ordinaire;out
drap de Languenan;out
drap de Latte;out
drap de Lille;out
drap de Limbourg;out
drap de Limoux;out
drap de lin;out
drap de lin ayant servi;out
drap de lin vieux;out
drap de linge commun;out
drap de lit;out
drap de lit ayant servi;out
drap de lit commun;out
drap de lit de lin;out
drap de lit neuf;out
drap de lit ou linceuls;out
drap de lit toile de lin;out
drap de lit vieux;out
drap de Lodève;out
drap de Londrin;out
drap de Louviers;out
drap de Louviers au sixième de soie;out
drap de Lyon;out
drap de montagne;out
drap de Montauban;out
drap de Montauban petite;out
drap de Moucu;out
drap de Nîmes;out
drap de Nison;out
drap de Normandie;out
drap de pagnon;out
drap de Panguede;out
drap de Picardie;out
drap de Pie;out
drap de Pie aune;out
drap de Poitou;out
drap de Reims;out
drap de Reims fil ???;out
drap de Rome;out
drap de Romorntin;out
drap de Rouen;out
drap de Saint-Lô;out
drap de Sedan;out
drap de Sedan 220 lignes;out
drap de Sedan 25 lignes;out
drap de Sedan 78 lignes;out
drap de Sedan de retour;out
drap de Sedan de velours;out
drap de Ségovie;out
drap de Silésie;out
drap de Sir;out
drap de soie;out
drap de Soudrain;out
drap de Souvier;out
drap de toile de lin;out
drap de Tours;out
drap de Van Robais;out
drap de vere;out
drap de vigogne;out
drap de Vir;out
drap demi fin de laine;out
drap des prise;out
drap des prises;out
drap divers ???;out
drap drache;out
drap drapée;out
drap draperie ???;out
drap du Berry;out
drap du Dauphiné;out
drap du Languedoc;out
drap du Languedoc de velours;out
drap du Nord;out
drap du Nord teint;out
drap du pays;out
drap du Poitou;out
drap du sceau;out
drap écarlate;out
drap écarlate de France;out
drap écarlate des prises;out
drap écarlate et du Languedoc;out
drap en échantillon et lisères;out
drap et draperie;out
drap et draperie casinier;out
drap et draperie de laine;out
drap et étoffe;out
drap et étoffe de laine;out
drap et mouchoir de soie;out
drap et tricots;out
drap et velours de coton;cotton goods
drap étranger;out
drap fin;out
drap fin blanc;out
drap fin de la manufacture de France;out
drap fin divers dit londrin du Languedoc de Carcassonne et Lodève;out
drap fin du Languedoc;out
drap fin et draperie;out
drap fin ordinaire et petite;out
drap fins de laine;out
drap frac;out
drap gaufré;out
drap gros;out
drap gros de laine;out
drap grossier;out
drap iada;out
drap imprimé;out
drap kalmouk;out
drap layette;out
drap londrin;out
drap londrin petit;out
drap molleton;out
drap motton;out
drap moutade;out
drap native divers;out
drap naturel commun;out
drap naturel de Sedan;out
drap naturel diverses;out
drap naturel Sirre;out
drap noir;out
drap noir de Sedan;out
drap ordinaire;out
drap ordinaires de laine;out
drap palencourt;out
drap peint;out
drap petit;out
drap petit de Languedoc;out
drap petit de mains;out
drap petit de Sedan;out
drap petit de Silésie;out
drap platine;out
drap pour billau;out
drap pour doublures;out
drap rouge;out
drap rouge bariolé;out
drap teint;out
drap teint d'Espagne et de Hollande;out
drap teint d'Espagne et de Hollande aune;out
drap teint et mêlé de douzaine;out
drap terlaine;out
drap uni;out
drap vert;out
drap vieux;out
drap vieux pour l'entrepôt pour la Guinée;out
drape petite;out
drapeaux;out
drapeaux vieux;out
drapeaux vieux pour papeterie;out
draperie et futaine;out
drêche;out
drêche de bière;out
drilles;out
drogue chimique et métallique diverse;drogues
drogue médicinale;drogues
drogues;drogues
drogues ???;drogues
drogues à peindre;drogues
drogues à teindre;drogues
drogues chimiques;drogues
drogues chimiques et métalliques;drogues
drogues chimiques et métalliques sublimé;drogues
drogues colorantes;drogues
drogues communes;drogues
drogues composées;drogues
drogues composées pour médecine ???;drogues
drogues composées pour médecine précipité;drogues
drogues d'apothicaire;drogues
drogues d'apothicaire communes;drogues
drogues de castor;drogues
drogues de misme;drogues
drogues de soie;drogues
drogues des Indes;drogues
drogues diverses composées;drogues
drogues diverses médicinales;drogues
drogues diverses pour peintures et teinture;drogues
drogues diverses réunies;drogues
drogues du Languedoc;drogues
drogues en plantes;drogues
drogues et épicerie;drogues
drogues et épiceries diverses pour peintures et teinture;drogues
drogues et graines diverses;drogues
drogues et jus et sirop de cerise et de grenade;drogues
drogues et soie et laine;drogues
drogues fines;drogues
drogues galle;drogues
drogues gomme médicinales diverses;drogues
drogues gomme métalliques diverses;drogues
drogues médicales naturelles;drogues
drogues médicinales;drogues
drogues médicinales ???;drogues
drogues médicinales casse en ???;drogues
drogues médicinales en plantes diverses;drogues
drogues médicinales en rhubarbe composée;drogues
drogues métalliques;drogues
drogues métalliques ???;drogues
drogues métalliques et chimiques;drogues
drogues odorantes;drogues
drogues pour la Compagnie des Indes;drogues
drogues pour la médecine;drogues
drogues pour la teinture;drogues
drogues pour les peintures et la teinture fnée platte;drogues
drogues pour les peintures et teinture gande;drogues
drogues pour peintures;drogues
drogues pour peintures et coiffures;drogues
drogues pour peintures et la teinture;drogues
drogues pour peintures et teinture;drogues
drogues pour peintures et teinture ???;drogues
drogues pour peintures et teinture composite;drogues
drogues pour peintures et teinture diverses;drogues
drogues pour peintures et teinture pae ???;drogues
drogues pour peintures et teinture semence;drogues
drogues pour teinture;drogues
droguet;out
droguet d'Angleterre;out
droguet de castor;out
droguet de coton et de soie;cotton goods
droguet de fil de laine;out
droguet de fil et de laine;out
droguet de fil et laine;out
droguet de Hollande;out
droguet de laine;out
droguet de laine des prises;out
droguet de laine et fil;out
droguet de milan;out
droguet de soie;out
droguet des prises;out
droguet en fil;out
droguet en laine;out
droguet et Maroc;out
droit sur vin de Blaye;out
droit sur vinaigre;out
drol et drouel;out
duc-d'Albe;out
duc-d'Albe de grés;out
duc-d'Albe de terre;out
duffel;out
duffel teint;out
duves;out
duvet;out
duvet de plume;out
duvet de plume de canard cygne et oie;out
duyvelsteen;out
duyvelsterck;out
e ???;out
eau;out
eau à noirir tabac;out
eau citronnelle;out
eau coclearia;out
eau cordiale;out
eau d'anis;out
eau d'arc;out
eau d'arquebusade;out
eau d'aspic;out
eau d'Esquebat;out
eau d'odeur;out
eau d'orange;out
eau de balaruc;out
eau de Barbade;out
eau de bergamote;out
eau de Bristol;out
eau de Bristol des prises;out
eau de bronze;out
eau de Bussang;out
eau de Bussingue;out
eau de cannelle;out
eau de Carmes;out
eau de cédrat;out
eau de cèdre;out
eau de cerise;out
eau de Charente;out
eau de citron;out
eau de citron distillée;out
eau de citronnelle;out
eau de coclearia;out
eau de Cologne;out
eau de composition;out
eau de Cordoue;out
eau de feuilles d'orange;out
eau de fleurs;out
eau de fleurs d'oranger;out
eau de fleurs de myrte;out
eau de fleurs de senteur;out
eau de fleurs fortes;out
eau de garance;out
eau de genièvre;out
eau de grain;out
eau de Hongrie;out
eau de hongrie;out
eau de jasmin;out
eau de la Côte;out
eau de la reine de Hongrie;out
eau de lavande;out
eau de limon;out
eau de liqueur;out
eau de Marquette;out
eau de mélisse;out
eau de mer;out
eau de miel;out
eau de myrrhe;out
eau de naffle;out
eau de Naples;out
eau de nard;out
eau de Philippine;out
eau de pin;out
eau de Plombières;out
eau de poix;out
eau de poix raze;out
eau de raisin;out
eau de raison;out
eau de rave;out
eau de raze;out
eau de résine;out
eau de Rochefort;out
eau de romarin;out
eau de rose;out
eau de rose essence de térébenthine;turpentine
eau de Seltzer;out
eau de senlaw;out
eau de senteur;out
eau de senteur alcoolique;out
eau de senteur alcoolique autre que Cologne et lavande;out
eau de senteur de bergamote;out
eau de senteur de citron;out
eau de senteur de la reine de Hongrie;out
eau de senteur de lavande;out
eau de senteur de nard;out
eau de senteur en flacons;out
eau de senteur et quintessence;out
eau de senteur rose;out
eau de senteur sans alcool;out
eau de senteur sans alcool autre que fleurs d'oranger;out
eau de senteur sans pareille;out
eau de Spa;out
eau de tartre;out
eau de térébenthine;turpentine
eau de toilette;out
eau de vertu;out
eau des Carmes;out
eau des cavernes;out
eau des farmes;out
eau distillée;out
eau distillée alcoolique;out
eau distillée sans alcool;out
eau distillée sans alcool autres que fleurs d'oranger;out
eau diverse;out
eau divine;out
eau du Rhône;out
eau et essence;out
eau et essence spiritueuse;out
eau et huile spiritueuse;out
eau ferrée;out
eau gazeuse;out
eau médicinale;out
eau médicinale cordiale;out
eau médicinale d'arquebusan;out
eau médicinale de cannelle;out
eau médicinale de Chypre;out
eau médicinale de coclearia;out
eau médicinale de genièvre;out
eau médicinale de marquette;out
eau médicinale de mélisse;out
eau médicinale de pin;out
eau médicinale de raisin;out
eau médicinale de Seltzer;out
eau médicinale et minérale;out
eau mélisse;out
eau minérale;out
eau minérale de Bristol;out
eau ocgeniente;out
eau octaze;out
eau Plombières;out
eau pour la goutte;out
eau pour remède;out
eau royale;out
eau sans pareille;out
eau sederale;out
eau spiritueuse;out
eau spiritueuse et essence;out
eau vulnéraire;out
eau-de-vie;out
eau-de-vie anisette;out
eau-de-vie antiscorbutique;out
eau-de-vie commune;out
eau-de-vie composée;out
eau-de-vie d'Espagne;out
eau-de-vie d'Hendaye;out
eau-de-vie d'Hendaye et simple;out
eau-de-vie d'Oléron;out
eau-de-vie de Charente;out
eau-de-vie de cidre;out
eau-de-vie de Cognac;out
eau-de-vie de Dantzig;out
eau-de-vie de genièvre;out
eau-de-vie de genièvre et de grains;out
eau-de-vie de genièvre simple;out
eau-de-vie de grains;out
eau-de-vie de grains autre que genièvre;out
eau-de-vie de grains et simple;out
eau-de-vie de lavande et simple;out
eau-de-vie de Marennes;out
eau-de-vie de mélasse rhum et tafia;out
eau-de-vie de Ré;out
eau-de-vie de Rochefort;out
eau-de-vie de vin;out
eau-de-vie de vin au-dessus de 32 degrés;out
eau-de-vie de vin de 22 degrés à 32;out
eau-de-vie de vin de 22 degrés ou moins;out
eau-de-vie de vin par Marseille;out
eau-de-vie des prises;out
eau-de-vie diverse;out
eau-de-vie double;out
eau-de-vie en bouteille simple;out
eau-de-vie et liqueurs;out
eau-de-vie et rhum;out
eau-de-vie et rhum et tafia;out
eau-de-vie par Marseille;out
eau-de-vie raffinée;out
eau-de-vie rectifiée;out
eau-de-vie royale;out
eau-de-vie scorbutique;out
eau-de-vie simple;out
eau-de-vie simple de vin;out
eau-de-vie spiritueuse;out
eau-de-vie triple;out
eau-forte;out
eau-forte huile de vitriol le dania;out
ébénisterie;out
écaille;out
écaille ???;out
écaille au caret;out
écaille cahouanne;out
écaille d'ablette;out
écaille de ???;out
écaille de cahouanne;out
écaille de caret;out
écaille de poisson;out
écaille de tortue;out
écaille de tortue caret;out
écaille de tortue en carapace;out
écaille de tortue en carapace de l'étranger;out
écaille de tortue et nacre de perle;out
écaille de tortue onglons;out
écaille de tortue onglons et rognures;out
écaille de tortue rognures;out
écaille octomie;out
écaille ou caret;out
écarlate;out
écarlatine;out
écarlatine de Beauvais;out
écarlatine du Languedoc;out
écarts de bœuf;out
échalas;out
échalote;out
échantillons et morceaux de soie;out
écharpe de soie;out
écharpe de taffetas;out
écharpe et gaze;out
écharpe pour femme;out
échaussillons;out
échelles;out
échelles anglaises;out
échelles de 8 pieds;out
échelles de bois;out
échelles de bois de 10 pieds;out
échelles de route;out
échouements et prises;out
éclisses de bois;out
écluses de fer;out
écope;out
écopes;out
écopes de sapin;out
écorce;out
écorce à tan moulue;out
écorce à tan non moulue;out
écorce à tanner;out
écorce autre que citron orange et leurs variété et quinquina;out
écorce d'arbre;out
écorce d'arbre de gaïac;out
écorce d'arbre étoffe;out
écorce d'arbre rayée;out
écorce d'orange;out
écorce d'orange et de citron;out
écorce d'orange séchée;out
écorce d'orange sergal;out
écorce de bergamote;out
écorce de bois;out
écorce de bois de fer;out
écorce de boutard;out
écorce de cacao;out
écorce de câpres;out
écorce de cédrat;out
écorce de cèdre;out
écorce de chanvre;out
écorce de chêne;out
écorce de chêne moulue;out
écorce de citron;out
écorce de citron confite;out
écorce de citron et d'orange;out
écorce de citron et d'orange et de leurs variétés;out
écorce de citron non épluché;out
écorce de citron sèche;out
écorce de gaïac;out
écorce de grande d'aulne et de bourdaine;out
écorce de grenade;out
écorce de limon;out
écorce de limons sec;out
écorce de Magellan;out
écorce de mandragore;out
écorce de mélisse;out
écorce de pin;out
écorce de pin en poussière;out
écorce de pin moulue;out
écorce de quinquina;out
écorce de simarouba;out
écorce de soie;out
écorce de tilleul;out
écorce de tilleul pour cordages;out
écorce pour tanner;out
écorce rayée;out
écorce unie;out
ecouette;out
ecouette de nattes;out
écouvillons;out
écrans;out
écrelet;out
écrevisses;out
écrevisses de mer;out
écrevisses de rivière;out
écritoire;out
écritoire de chagrin;out
écritoire de corne;out
écritoire de maroquin;out
écritoire garni d'or;out
