product_simplification,product_sitc_FR,quantity_unit_metric,mean_price,median_price,sd_price,nbobs,type,position_type,PositiondansSITC,obsolete
toile de Bretagne rayée,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,0.0076994277,0.0069421069,0.0020231225,10,tissés,bas de gamme,bas de gamme,non
toile de Bretagne rondelette,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,0.0064762947,0.0063110064,0.0014718248,14,tissés,bas de gamme,bas de gamme,non
toile grosse,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,0.0067784884,0.0063110064,0.0027716968,18,tissés,bas de gamme,bas de gamme,non
toile de Vitré,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,0.0055842847,0.0050488054,0.0015526263,11,tissés,bas de gamme,bas de gamme,non
toile de Bretagne serpillière,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,0.0038707508,0.0042073377,0.00043453203,10,tissés,bas de gamme,bas de gamme,non
toile de chanvre d'emballage,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,bas de gamme,bas de gamme,oui
toile de lin peinte,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,bas de gamme,milieu de gamme,oui
drap petit de Silésie,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,bas de gamme,milieu de gamme,oui
toile commune de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,bas de gamme,milieu de gamme,oui
toile de lin linon,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,milieu de gamme,haut de gamme,oui
toile de lin de Valenciennes,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de Silésie,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",cm,,,,,tissés,bas de gamme,milieu de gamme,oui
toile de lin et de batiste et linon,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,321.17493,393.56879,137.61876,72,tissés,milieu de gamme,haut de gamme,non
toile de Cambrai,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,69.186241,81.716034,28.261068,30,tissés,milieu de gamme,haut de gamme,non
batiste et linon,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,189.19063,76.500725,170.16925,48,tissés,milieu de gamme,haut de gamme,non
batiste,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,71.226944,65.372826,39.765656,93,tissés,milieu de gamme,haut de gamme,non
toile de lin de Saint-Quentin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,57.470444,57.201225,11.622169,129,tissés,bas de gamme,milieu de gamme,non
toile à carreaux et de coutil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,29.073999,30.963274,3.9057143,29,tissés,bas de gamme,milieu de gamme,non
toile de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,21.80438,20.429008,14.701858,264,tissés,bas de gamme,milieu de gamme,non
toile royale,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,16.971792,20.429008,6.5304561,39,tissés,milieu de gamme,haut de gamme,non
toile de lin blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,21.712385,20.429008,8.0033512,89,tissés,bas de gamme,milieu de gamme,non
toile de lin de Rouen,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,20.138533,20.429008,2.3237996,64,tissés,bas de gamme,milieu de gamme,non
toile de lin de Beauvais,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,19.884235,20.429008,2.0732021,30,tissés,bas de gamme,milieu de gamme,non
toile de lin de Laval,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,17.155128,20.429008,5.0920663,39,tissés,bas de gamme,milieu de gamme,non
toile de lin de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,17.82431,20.429008,5.492506,10,tissés,bas de gamme,milieu de gamme,non
mouchoirs de toile de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,16.520851,10.214504,17.79002,23,tissés,bas de gamme,milieu de gamme,non
toile de chanvre blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,8.6224508,8.9887638,0.85002375,29,tissés,bas de gamme,milieu de gamme,non
toile à carreaux,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,10.587937,8.1716032,11.400523,31,tissés,bas de gamme,milieu de gamme,non
toile de Bretagne,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,7.8712611,8.1716032,2.8403013,285,tissés,bas de gamme,bas de gamme,non
toile de Laval,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,9.0323095,8.1716032,6.3510132,190,tissés,bas de gamme,bas de gamme,non
mouchoirs de fil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,11.598441,8.1716032,9.3641787,83,tissés,bas de gamme,milieu de gamme,non
mouchoirs de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,9.8539925,8.1716032,4.2106738,51,tissés,bas de gamme,milieu de gamme,non
platille,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,7.2576742,8.1716032,3.5325835,19,tissés,bas de gamme,milieu de gamme,non
toile d'Allemagne,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,9.1098242,8.1716032,2.5705476,27,tissés,bas de gamme,milieu de gamme,non
toile de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,8.0765848,7.6608787,3.0125532,129,tissés,bas de gamme,bas de gamme,non
toile de Morlaix,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,8.5471363,6.1287026,5.6876245,34,tissés,bas de gamme,bas de gamme,non
toile de coutil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,5.4210944,4.5965271,2.407758,31,tissés,bas de gamme,milieu de gamme,non
toile de chanvre,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,8.9657173,4.0858016,11.576713,204,tissés,bas de gamme,bas de gamme,non
toile gros fort,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,4.1283622,4.0858016,0.14743376,12,tissés,bas de gamme,bas de gamme,non
coutil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,5.0406733,4.0858016,4.116581,142,tissés,bas de gamme,milieu de gamme,non
toile canevas,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,4.242146,4.0858016,2.6095428,49,tissés,bas de gamme,bas de gamme,non
toile de Vimoutiers,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,4.0858016,4.0858016,0,10,tissés,bas de gamme,bas de gamme,non
toile d'étoupes de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,4.0858016,3.5750766,1.5787568,10,tissés,bas de gamme,bas de gamme,non
toile de ménage,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,3.1154239,3.0643513,1.1894525,16,tissés,bas de gamme,bas de gamme,non
toile de brin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,3.158639,3.0643513,0.93101668,13,tissés,bas de gamme,bas de gamme,non
toile de Mortagne,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,2.9442861,3.0643513,1.4769615,57,tissés,bas de gamme,bas de gamme,non
toile grosse,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,2.8067188,3.0643511,1.3355477,18,tissés,bas de gamme,bas de gamme,non
toile de chanvre d'étoupes,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,2.0769491,2.0429008,0.62259489,12,tissés,bas de gamme,bas de gamme,non
toile bougran,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,2.7364118,2.0429008,2.4500034,38,tissés,bas de gamme,bas de gamme,non
drap de Silésie,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,,,,,tissés,bas de gamme,milieu de gamme,oui
drap petit de Silésie,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,,,,,tissés,bas de gamme,milieu de gamme,oui
toile de chanvre de coutil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,,,,,tissés,bas de gamme,milieu de gamme,oui
drapeaux vieux,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,,,,,tissés,bas de gamme,bas de gamme,oui
toile grosse de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",kg,,,,,tissés,bas de gamme,bas de gamme,oui
mouchoirs de fil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile canevas,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile à carreaux,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
mouchoirs de fil organdi,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile écrue,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
mouchoirs de toile de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile grosse en faces,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
mouchoirs de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile de Saintonge,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
batiste,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,milieu de gamme,haut de gamme,oui
toile royale,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,milieu de gamme,haut de gamme,oui
toile de Bretagne,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile de lin blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
platille,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile de Cambrai,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,milieu de gamme,haut de gamme,oui
toile de Bretagne étroite,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile grosse,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile de Mortagne,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile de ménage,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile crée,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
toile large,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile de Bretagne large,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
mouchoirs de batiste,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,milieu de gamme,haut de gamme,oui
toile de Cholet,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,bas de gamme,oui
coutil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile d'Allemagne,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
batiste de lin et linon de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",unité manquante,,,,10,tissés,milieu de gamme,haut de gamme,non
drap écarlate,Filés ou tissés de laine et de poil,cm,0.18999451,0.21036687,0.067101769,19,tissés,,,non
drap d'Abbeville,Filés ou tissés de laine et de poil,cm,0.19043738,0.18512285,0.015487632,38,tissés,haut de gamme,haut de gamme,non
drap fin,Filés ou tissés de laine et de poil,cm,0.16220012,0.16829351,0.046356961,29,tissés,milieu de gamme,haut de gamme,non
drap de Sedan,Filés ou tissés de laine et de poil,cm,0.16423033,0.16829351,0.033910923,79,tissés,haut de gamme,haut de gamme,non
drap de Louviers,Filés ou tissés de laine et de poil,cm,0.16107281,0.16829351,0.015519314,148,tissés,haut de gamme,haut de gamme,non
drap de Darnétal,Filés ou tissés de laine et de poil,cm,0.13902506,0.12622012,0.024317943,23,tissés,bas de gamme,milieu de gamme,non
drap d'Elbeuf,Filés ou tissés de laine et de poil,cm,0.12053243,0.11780545,0.014365479,162,tissés,haut de gamme,haut de gamme,non
drap d'Arnetal,Filés ou tissés de laine et de poil,cm,0.11474557,0.11780545,0.00864112,11,tissés,,,non
drap,Filés ou tissés de laine et de poil,cm,0.11597368,0.11780545,0.045035578,147,tissés,,,non
drap de France,Filés ou tissés de laine et de poil,cm,0.11400528,0.11780545,0.030713657,31,tissés,,,non
drap de Carcassonne,Filés ou tissés de laine et de poil,cm,0.075995035,0.075732075,0.030393904,64,tissés,milieu de gamme,milieu de gamme,non
drap de Languedoc,Filés ou tissés de laine et de poil,cm,0.075539738,0.075732075,0.028385609,35,tissés,milieu de gamme,milieu de gamme,non
camelot de poil,Filés ou tissés de laine et de poil,cm,0.071291,0.067317404,0.025345795,18,tissés,milieu de gamme,milieu de gamme,non
drap commun,Filés ou tissés de laine et de poil,cm,0.060035471,0.058902726,0.022845732,26,tissés,bas de gamme,milieu de gamme,non
drap petit,Filés ou tissés de laine et de poil,cm,0.039654158,0.037866041,0.029822895,20,tissés,,,non
panne de laine,Filés ou tissés de laine et de poil,cm,0.044750772,0.037866037,0.014486044,11,tissés,bas de gamme,milieu de gamme,non
baracan,Filés ou tissés de laine et de poil,cm,0.034920901,0.03576237,0.01498059,10,tissés,bas de gamme,bas de gamme,non
étamine du Mans,Filés ou tissés de laine et de poil,cm,0.030407576,0.033658702,0.0075476654,11,tissés,bas de gamme,milieu de gamme,non
camelot,Filés ou tissés de laine et de poil,cm,0.037451316,0.033658702,0.01993355,70,tissés,bas de gamme,milieu de gamme,non
ratine,Filés ou tissés de laine et de poil,cm,0.061663792,0.031555034,0.068614088,16,tissés,bas de gamme,milieu de gamme,non
raze de castor,Filés ou tissés de laine et de poil,cm,0.026646473,0.025244026,0.0051788748,12,tissés,bas de gamme,bas de gamme,non
bayette,Filés ou tissés de laine et de poil,cm,0.04170214,0.025244026,0.054064672,17,tissés,bas de gamme,bas de gamme,non
étoffe de laine,Filés ou tissés de laine et de poil,cm,0.026646473,0.025244026,0.010813807,12,tissés,bas de gamme,bas de gamme,non
camelot de laine,Filés ou tissés de laine et de poil,cm,0.032760598,0.025244026,0.053157281,52,tissés,bas de gamme,milieu de gamme,non
étamine,Filés ou tissés de laine et de poil,cm,0.025127156,0.025244026,0.011051898,54,tissés,bas de gamme,bas de gamme,non
calmande,Filés ou tissés de laine et de poil,cm,0.029536648,0.021036688,0.026811441,74,tissés,bas de gamme,milieu de gamme,non
raze de Maroc,Filés ou tissés de laine et de poil,cm,0.025014535,0.018933019,0.030304577,44,tissés,bas de gamme,bas de gamme,non
étamine de laine,Filés ou tissés de laine et de poil,cm,0.019378534,0.016829351,0.0052416087,135,tissés,bas de gamme,bas de gamme,non
serge,Filés ou tissés de laine et de poil,cm,0.01923107,0.016829351,0.0098993946,22,tissés,bas de gamme,bas de gamme,non
flanelle,Filés ou tissés de laine et de poil,cm,0.026893303,0.015146416,0.064799026,25,tissés,bas de gamme,bas de gamme,non
serge de laine,Filés ou tissés de laine et de poil,cm,0.015604055,0.012622013,0.0069622407,57,tissés,bas de gamme,bas de gamme,non
cordeillat,Filés ou tissés de laine et de poil,cm,0.013062373,0.012622013,0.0057891589,12,tissés,bas de gamme,bas de gamme,non
cadis,Filés ou tissés de laine et de poil,cm,0.020307057,0.011780545,0.023609059,11,tissés,bas de gamme,bas de gamme,non
callemande de laine,Filés ou tissés de laine et de poil,cm,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de laine de Louviers,Filés ou tissés de laine et de poil,cm,,,,,tissés,haut de gamme,haut de gamme,oui
drap de laine,Filés ou tissés de laine et de poil,cm,,,,,tissés,milieu de gamme,milieu de gamme,oui
callemande,Filés ou tissés de laine et de poil,cm,,,,,tissés,bas de gamme,milieu de gamme,oui
drap et petits et étoffe de laine,Filés ou tissés de laine et de poil,kg,76.865067,95.581505,28.209175,34,tissés,,,non
drap ordinaire,Filés ou tissés de laine et de poil,kg,68.12619,81.752472,28.806751,21,tissés,bas de gamme,milieu de gamme,non
drap fins de laine,Filés ou tissés de laine et de poil,kg,81.459663,81.459663,0,18,tissés,milieu de gamme,haut de gamme,non
laine blanche et fine et filée et teinte,Filés ou tissés de laine et de poil,kg,42.422176,42.422176,0,13,tissés,milieu de gamme,milieu de gamme,non
drap d'Abbeville,Filés ou tissés de laine et de poil,kg,26.149132,30.643515,9.9056711,10,tissés,haut de gamme,haut de gamme,non
drap de Sedan,Filés ou tissés de laine et de poil,kg,22.637924,26.017399,11.727989,21,tissés,haut de gamme,haut de gamme,non
drap de Louviers,Filés ou tissés de laine et de poil,kg,25.098497,24.514811,9.4315424,21,tissés,haut de gamme,haut de gamme,non
drap écarlate,Filés ou tissés de laine et de poil,kg,29.130253,24.514811,9.4188862,27,tissés,,,non
casimir fin de laine,Filés ou tissés de laine et de poil,kg,21.534958,21.534958,0,10,tissés,milieu de gamme,haut de gamme,non
drap fin,Filés ou tissés de laine et de poil,kg,21.78643,20.429008,8.1791611,83,tissés,milieu de gamme,haut de gamme,non
panne de poil,Filés ou tissés de laine et de poil,kg,17.867126,18.386108,6.2628865,11,tissés,bas de gamme,milieu de gamme,non
drap,Filés ou tissés de laine et de poil,kg,21.232164,17.041035,18.016823,387,tissés,,,non
toile cirée et de crin et gommée,Filés ou tissés de laine et de poil,kg,16.462376,16.462376,0,12,tissés,bas de gamme,milieu de gamme,non
étamine de Reims,Filés ou tissés de laine et de poil,kg,16.823889,16.343206,4.3052297,17,tissés,bas de gamme,milieu de gamme,non
drap de julienne,Filés ou tissés de laine et de poil,kg,23.222832,16.343206,16.030226,14,tissés,,,non
drap fin du Languedoc,Filés ou tissés de laine et de poil,kg,14.393165,16.343206,2.8529141,22,tissés,milieu de gamme,milieu de gamme,non
drap de Silésie,Filés ou tissés de laine et de poil,kg,15.705518,16.343206,3.3756757,17,tissés,,,non
drap d'Elbeuf,Filés ou tissés de laine et de poil,kg,17.772255,16.087845,8.2754993,104,tissés,haut de gamme,haut de gamme,non
étoffe peluches de laine,Filés ou tissés de laine et de poil,kg,12.053115,14.300306,4.8343859,10,tissés,bas de gamme,bas de gamme,non
espagnolette croisée,Filés ou tissés de laine et de poil,kg,14.227991,14.300306,0.3791773,113,tissés,milieu de gamme,milieu de gamme,non
ratine,Filés ou tissés de laine et de poil,kg,12.989624,14.300306,4.2074308,38,tissés,bas de gamme,milieu de gamme,non
drap d'Amiens,Filés ou tissés de laine et de poil,kg,14.402452,14.300306,4.8737922,10,tissés,milieu de gamme,milieu de gamme,non
drap londrin,Filés ou tissés de laine et de poil,kg,13.377906,14.300306,1.4132682,165,tissés,milieu de gamme,milieu de gamme,non
ratine fine,Filés ou tissés de laine et de poil,kg,14.504597,14.300306,2.2482224,10,tissés,,,non
casimir et mérinos fin de laine,Filés ou tissés de laine et de poil,kg,13.873179,13.804515,0.073329888,23,tissés,milieu de gamme,haut de gamme,non
raze de castor,Filés ou tissés de laine et de poil,kg,16.751787,13.789581,9.3394318,10,tissés,bas de gamme,bas de gamme,non
espagnolette,Filés ou tissés de laine et de poil,kg,13.278855,12.257405,4.0446401,54,tissés,bas de gamme,milieu de gamme,non
camelot de laine,Filés ou tissés de laine et de poil,kg,12.255441,12.257405,4.1078482,52,tissés,bas de gamme,milieu de gamme,non
étamine du Mans,Filés ou tissés de laine et de poil,kg,12.363072,12.257405,2.7209837,29,tissés,bas de gamme,milieu de gamme,non
peluches,Filés ou tissés de laine et de poil,kg,12.504256,12.257405,7.7731609,60,tissés,bas de gamme,bas de gamme,non
espagnolette simple,Filés ou tissés de laine et de poil,kg,12.563841,12.257405,0.73406392,80,tissés,bas de gamme,milieu de gamme,non
camelot,Filés ou tissés de laine et de poil,kg,12.73165,12.257405,6.312448,84,tissés,bas de gamme,milieu de gamme,non
étamine,Filés ou tissés de laine et de poil,kg,14.060369,12.257405,11.420272,94,tissés,bas de gamme,bas de gamme,non
raze de Maroc,Filés ou tissés de laine et de poil,kg,11.550247,10.214504,5.66571,52,tissés,bas de gamme,bas de gamme,non
étamine de laine,Filés ou tissés de laine et de poil,kg,9.5228367,10.214504,4.2964807,175,tissés,bas de gamme,bas de gamme,non
baracan,Filés ou tissés de laine et de poil,kg,9.8158894,10.214504,4.2905664,41,tissés,bas de gamme,bas de gamme,non
serge imprimée,Filés ou tissés de laine et de poil,kg,9.6941423,10.214504,1.0189695,106,tissés,bas de gamme,milieu de gamme,non
étoffe de laine,Filés ou tissés de laine et de poil,kg,10.076434,10.214504,4.1873202,76,tissés,bas de gamme,bas de gamme,non
drap commun,Filés ou tissés de laine et de poil,kg,11.305239,10.214504,2.6486864,258,tissés,bas de gamme,milieu de gamme,non
drap de Languedoc,Filés ou tissés de laine et de poil,kg,10.482027,10.214504,5.7581649,42,tissés,milieu de gamme,milieu de gamme,non
drap de Carcassonne,Filés ou tissés de laine et de poil,kg,11.716638,10.214504,5.9186087,51,tissés,milieu de gamme,milieu de gamme,non
étoffe de crin,Filés ou tissés de laine et de poil,kg,10.107095,10.064102,1.6597123,30,tissés,bas de gamme,milieu de gamme,non
dauphine,Filés ou tissés de laine et de poil,kg,8.5581694,9.4648533,4.096139,14,tissés,bas de gamme,bas de gamme,non
tapis de laine,Filés ou tissés de laine et de poil,kg,8.3616705,8.9515848,5.0727105,24,tissés,bas de gamme,bas de gamme,non
flanelle à fleurs,Filés ou tissés de laine et de poil,kg,8.1716032,8.1716032,0,41,tissés,bas de gamme,bas de gamme,non
burat,Filés ou tissés de laine et de poil,kg,12.189308,8.1716032,18.553949,18,tissés,bas de gamme,bas de gamme,non
calmande,Filés ou tissés de laine et de poil,kg,10.06504,8.1716032,13.235204,133,tissés,bas de gamme,milieu de gamme,non
flanelle imprimée,Filés ou tissés de laine et de poil,kg,8.2737484,8.1716032,0.45091203,40,tissés,bas de gamme,bas de gamme,non
serge à doubler,Filés ou tissés de laine et de poil,kg,7.3289065,8.1716032,1.0052803,40,tissés,bas de gamme,bas de gamme,non
molleton de laine,Filés ou tissés de laine et de poil,kg,7.558733,8.1716032,1.3788528,10,tissés,bas de gamme,milieu de gamme,non
serge,Filés ou tissés de laine et de poil,kg,10.681453,8.1716032,14.454714,35,tissés,bas de gamme,bas de gamme,non
serge drapée,Filés ou tissés de laine et de poil,kg,8.9070473,8.1716032,2.7585466,25,tissés,bas de gamme,bas de gamme,non
moquette,Filés ou tissés de laine et de poil,kg,10.005571,8.1716032,4.5915499,22,tissés,bas de gamme,bas de gamme,non
bayette,Filés ou tissés de laine et de poil,kg,14.920472,6.1287026,34.079739,14,tissés,bas de gamme,bas de gamme,non
flanelle,Filés ou tissés de laine et de poil,kg,6.8055835,6.1287026,3.6862123,75,tissés,bas de gamme,bas de gamme,non
drap petit,Filés ou tissés de laine et de poil,kg,6.5955706,6.1287026,2.2203887,361,tissés,,,non
drap de Montauban,Filés ou tissés de laine et de poil,kg,6.8583102,6.1287026,2.1734278,14,tissés,,,non
cadis,Filés ou tissés de laine et de poil,kg,5.4701357,4.8518896,2.5352509,38,tissés,bas de gamme,bas de gamme,non
toile de crin,Filés ou tissés de laine et de poil,kg,5.944994,4.0858016,3.556735,134,tissés,bas de gamme,bas de gamme,non
cordeillat,Filés ou tissés de laine et de poil,kg,5.1565638,3.0643513,13.216114,58,tissés,bas de gamme,bas de gamme,non
serge de laine,Filés ou tissés de laine et de poil,kg,2.2977996,1.2257406,2.8800313,399,tissés,bas de gamme,bas de gamme,non
toile cordat,Filés ou tissés de laine et de poil,kg,1.3975298,0.5107252,1.4857122,22,tissés,bas de gamme,bas de gamme,non
drap dauphine,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,bas de gamme,oui
lainage couvertures,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de laine de Van Robais,Filés ou tissés de laine et de poil,kg,,,,,tissés,haut de gamme,haut de gamme,oui
drap petit raze de Maroc,Filés ou tissés de laine et de poil,kg,,,,,tissés,milieu de gamme,milieu de gamme,oui
callemande,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de laine,Filés ou tissés de laine et de poil,kg,,,,,tissés,milieu de gamme,milieu de gamme,oui
drap de laine de Saint-Robert,Filés ou tissés de laine et de poil,kg,,,,,tissés,haut de gamme,haut de gamme,oui
drap de laine et petits et étoffe,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
baracan de poil,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
étoffe de laine et de poil,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
callemande de laine,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de laine fin,Filés ou tissés de laine et de poil,kg,,,,,tissés,haut de gamme,haut de gamme,oui
drap ordinaires de laine,Filés ou tissés de laine et de poil,kg,,,,,tissés,bas de gamme,milieu de gamme,oui
étamine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
serge de Montauban,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
polimi,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
