simplification,nbr_occurences_simpl,edentreaty,obsolete,nbr_occurences_edentreaty
mouchoirs de mousseline brodée,1,,non,739563
mouchoirs de Paliacate,10,,non,739563
mouchoirs de Patras,1,,non,739563
mouchoirs de pitre,1,,non,739563
mouchoirs de Pondichéry,163,,non,739563
mouchoirs de romals,55,,oui,739563
mouchoirs de romals et de la Côte,1,,oui,739563
mouchoirs de Rouen,97,,non,739563
mouchoirs de Saumur,1,,non,739563
mouchoirs de Sénégal,3,,oui,739563
mouchoirs de siamoise,1,,non,739563
mouchoirs de soie,800,Soie,non,9986
mouchoirs de soie de la Chine,4,,non,739563
mouchoirs de soie de renvoi,1,,non,739563
mouchoirs de soie de Rouen,1,,non,739563
mouchoirs de soie des Indes,1,,non,739563
mouchoirs de soie en coton,1,,non,739563
mouchoirs de soucis,1,,non,739563
mouchoirs de taffetas,1,,non,739563
mouchoirs de toile,73,,non,739563
mouchoirs de toile ???,1,,oui,739563
mouchoirs de toile aune,1,,oui,739563
mouchoirs de toile blanche,1,,non,739563
mouchoirs de toile de Bretagne,1,,non,739563
mouchoirs de toile de Cholet,52,,non,739563
mouchoirs de toile de Hin,1,,non,739563
mouchoirs de toile découpés,95,,non,739563
mouchoirs de toile fine,1,,non,739563
mouchoirs de toile guingans,5,,non,739563
mouchoirs de toile peinte,11,,non,739563
mouchoirs de toile rayée,2,,non,739563
mouchoirs de traite,2,,non,739563
mouchoirs de Zurich,1,,non,739563
mouchoirs demi soie,18,,non,739563
mouchoirs des Îles,1,,non,739563
mouchoirs des Indes,215,,non,739563
mouchoirs des Indes communs,1,,non,739563
mouchoirs des Indes de coton,2,Coton de toute espèce,non,10317
mouchoirs des Indes de soie,3,Soie,non,9986
mouchoirs des Indes dit bandanas,1,,non,739563
mouchoirs des Indes dits romals,1,,oui,739563
mouchoirs du Béarn,17,,non,739563
mouchoirs du Levant,2,,non,739563
mouchoirs du pays,1,,non,739563
mouchoirs du Sénégal,3,,non,739563
mouchoirs écorce d'arbre,1,,non,739563
mouchoirs en soie,1,,oui,739563
Mouchoirs et ?? en nattes,1,,non,739563
mouchoirs et ???,0,,non,739563
mouchoirs et cravates de mousseline,3,,non,739563
mouchoirs et cravates de soie mêlée,6,,non,739563
mouchoirs et fichus de toile peinte,2,,non,739563
mouchoirs et mouchoirs des Indes,17,,non,739563
mouchoirs et mousseline,3,,non,739563
mouchoirs et ornements,1,,non,739563
mouchoirs fabriqués en France,2,,non,739563
mouchoirs fins,2,,non,739563
mouchoirs foulards,3,,non,739563
mouchoirs gros en fil,1,,non,739563
mouchoirs guingans,1,,oui,739563
mouchoirs imprimés,3,,non,739563
mouchoirs imprimés et teints de chanvre et de lin,2,,non,739563
mouchoirs indienne,5,,non,739563
mouchoirs Komel et Renis,1,,non,739563
mouchoirs linon,2,,oui,739563
mouchoirs Masulipatan,33,,non,739563
mouchoirs peints,87,,non,739563
mouchoirs peints de France,1,,non,739563
mouchoirs peints de Hollande,2,,non,739563
mouchoirs rayés,2,,non,739563
mouchoirs romals,64,,non,739563
mouchoirs romals et de la Côte,1,,non,739563
mouchoirs saserpatis,1,,non,739563
mouchoirs Tranquebar,2,,non,739563
moufles,1,,non,739563
moulage,6,,non,739563
moulages de fer de fonte,2,,non,739563
moules,118,,non,739563
moules (poisson),1,,non,739563
moules à chandelle,1,,non,739563
moules à faire,1,,non,739563
moules de boutons,25,,non,739563
moules de boutons de bois,2,,non,739563
moules de fer à galette,1,,non,739563
moules de pierre pour sucre,2,,non,739563
moules de plâtre,3,,non,739563
moules de plâtre à faire figures,2,,non,739563
moules de terre,1,,non,739563
moules pour chandelle,2,,non,739563
moules pour sucre,1,,non,739563
moulinets à chocolat,1,,non,739563
moulinets à filer,1,,non,739563
moulins,2,,non,739563
moulins à beurre,1,,non,739563
moulins à blé,2,,non,739563
moulins à blé et à bras,1,,non,739563
moulins à bras,12,,non,739563
moulins à café,511,,non,739563
moulins à café doux,1,,non,739563
moulins à dessécher,1,,non,739563
moulins à dévider soie,1,,non,739563
moulins à filer,5,,non,739563
moulins à grain,2,,non,739563
moulins à lapidaire,1,,non,739563
moulins à maïs,12,,non,739563
moulins à moudre grain,5,,non,739563
moulins à moutarde,2,,non,739563
moulins à poivre,17,,non,739563
moulins à poivre et à café,1,,non,739563
moulins à retordre,1,,non,739563
moulins à sarrasin,1,,non,739563
moulins à sucre,32,,non,739563
moulins à tabac,5,,non,739563
moulins à tordre fil,3,,non,739563
moulins complets à sucre,2,,non,739563
moulins de bois,2,,non,739563
moulins de fer,5,,non,739563
moulins de fer à sucre,13,,non,739563
moulins de maïs,1,,non,739563
moulins de poivre,1,,oui,739563
moulins de soie,1,,non,739563
moulins et presses à tabac,3,,non,739563
moulons,0,,oui,739563
moulons à faire chaux,0,,oui,739563
moulons à faire des bâtiments,0,,oui,739563
moulons et kibbelinck,48,,non,739563
moulures dorées,1,,non,739563
mouquette,10,,non,739563
moureaux,14,,non,739563
moureaux de bois,0,,oui,739563
moureaux de mules,1,,non,739563
moureaux de mulets,3,,non,739563
mousquetaire,1,,non,739563
mousqueterie,1,,non,739563
mousquetons,1,,non,739563
mousquets,1,,non,739563
mousse,13,,non,739563
mousse de bois,3,,non,739563
mousse de lin,1,,non,739563
mousse de mer,8,,non,739563
mousse de mer et herbes à teindre,4,,non,739563
mousse de roche,1,,non,739563
mousseline,943,,non,739563
mousseline aune,1,,oui,739563
mousseline blanche,1,,non,739563
mousseline bordée,0,,oui,739563
mousseline brochée,1,,non,739563
mousseline brochée de coton,1,,non,739563
mousseline brodée,12,,non,739563
mousseline brodée de coton,1,,non,739563
mousseline brodée en couleur,1,,non,739563
mousseline brodée en soie de couleur,1,,non,739563
mousseline de coton,107,,non,739563
mousseline de coton et des Indes,3,,non,739563
mousseline de coton et Nankin,11,,non,739563
mousseline de coton et nankin,11,,oui,739563
mousseline de coton et Nankin des Indes,21,,non,739563
mousseline de coton et nankin des Indes,21,,oui,739563
mousseline de coton unies et brûlées,14,,non,739563
mousseline de coton unies et peintes,17,,non,739563
mousseline de France,3,,non,739563
mousseline de l'étranger,1,,non,739563
mousseline de l'Inde dite Casses,1,,non,739563
mousseline de la Compagnie,2,,non,739563
mousseline de Suisse et siamoise à ligne de soie,4,,non,739563
mousseline de Zurich,5,,non,739563
mousseline des Indes,24,,non,739563
mousseline en nattes,1,,non,739563
mousseline et mouchoirs,1,,non,739563
mousseline et mousselinette de coton,0,,non,739563
mousseline et Nankin et toile de coton,0,Coton de toute espèce,oui,10317
mousseline et toile de coton,1,,non,739563
mousseline et toile de coton blanc,15,,non,739563
mousseline et toile des Indes,1,,non,739563
mousseline fines,6,,non,739563
mousseline grosse,1,,non,739563
mousseline imprimées,1,,non,739563
mousseline nationale,4,,non,739563
mousseline rayées,2,,non,739563
mousseline rayées à fleurs,1,,non,739563
mousseline siamoise et de Suisse à la ligne de soie,2,,non,739563
mousseline unie,4,,non,739563
mousseline unies,0,,oui,739563
mousselinette,1,,non,739563
mousselinette de coton,1,,non,739563
mousserons,44,,non,739563
mousserons et morilles,1,,non,739563
mousserons et truffes,3,,non,739563
mousserons secs,3,,non,739563
moussets et mousserons frais,1,,non,739563
moussets et mousserons secs ou marinés,3,,non,739563
moustiquaire de fil,3,,non,739563
moutarde,293,,non,739563
moutardelle,1,,non,739563
moutichoux,2,,non,739563
moutons,416,,non,739563
moutons communs,1,,non,739563
moutons et brebis,135,,non,739563
moutons gras,1,,non,739563
moutons petits,1,,non,739563
moutons vivants,1,,non,739563
mouvements à montre,1,,non,739563
mouvements à pendules,2,,non,739563
mouvements de montre,11,,non,739563
mouvements de pendule,2,,oui,739563
mouvements de pendules,7,,non,739563
moyeux,74,,non,739563
muce de plomb,1,,non,739563
mufle à chandelle,0,,non,739563
mules,29,,non,739563
mules à coutelier,1,,non,739563
mules à moulin,2,,non,739563
mules brodées,3,,non,739563
mules brodées et souliers brodées,2,,non,739563
mules brodées pour femme,2,,non,739563
mules de 6 mois,1,,non,739563
mules de femme,1,,non,739563
mules de nattes,2,,non,739563
mules et mulets,196,,non,739563
mules et mulets adultes,5,,non,739563
mules et mulets avec dents de lait,1,,non,739563
mules et mulets d'1 an,2,,non,739563
mules et mulets et ânes,1,,non,739563
mules et mulets n'ayant pas encore de dents adultes,1,,non,739563
mules ou mulets,1,,non,739563
mules pour femmes,1,,non,739563
mulets,119,,non,739563
mulets à moyen prix,1,,non,739563
mulets de fer,0,,oui,739563
mulets de moyenne taille,1,,non,739563
mulets jeunes,2,,non,739563
mulets mulets,3,,non,739563
mulets petits,1,,non,739563
mulets poulains,2,,non,739563
mulets vieux,2,,non,739563
mungistere,1,,non,739563
munitions de guerre,2,,non,739563
munitions de guerre et projectiles,2,,non,739563
muriate d'étain et de potasse,1,,non,739563
mûriers,1,,non,739563
musc,29,,non,739563
musc castoreum et civette,2,,non,739563
musc civette castoreum et ambre gris,2,,non,739563
muscades,592,,non,739563
muscades confites,3,,non,739563
muscades d'Inde,2,,non,739563
muscades de perles,3,,non,739563
muscades des entrepôts,0,,non,739563
muscades en noix,1,,non,739563
muscades et macis,18,,non,739563
muscades et poivre,8,,non,739563
muscades feuilles et noix,112,,non,739563
muscades longues,1,,non,739563
muscades rondes,4,,non,739563
muscat,0,,oui,739563
muse,3,,non,739563
muse en grain ?,1,,non,739563
musettes organisées,1,,non,739563
musique,19,,non,739563
musique gravée,8,,non,739563
myrobolan,47,,non,739563
myrobolans confits,0,,oui,739563
myrrhe,117,,non,739563
myrrhe en grabeau,1,,non,739563
myrrhe en larmes,1,,non,739563
myrthe,0,,oui,739563
myrthe en grabeau,24,,non,739563
nacelles,8,,non,739563
nacre,14,,non,739563
nacre à perles,0,,oui,739563
nacre de perles,140,,non,739563
nacre de perles argentée brute,1,,non,739563
nacre de perles argentée sciée,1,,non,739563
nacre de perles dépouillée de sa croûte et sciée,4,,non,739563
nacre de perles en coquille brute,3,,non,739563
nacre de perles en coquille brute et en sa coquille bâtarde,2,,non,739563
nacre de perles noire,1,,non,739563
nacre de perles ouvrée,1,,non,739563
nacre de Perse,1,,non,739563
nacre en coquille,12,,non,739563
nacre en coquilles,0,,oui,739563
nacre et perles,1,,non,739563
namouques,2,,non,739563
Nankin,407,,non,739563
nankin,200,,oui,739563
Nankin à l'aune,1,,oui,739563
Nankin blanche,1,,non,739563
nankin blanche,1,,oui,739563
Nankin de coton,0,Coton de toute espèce,oui,10317
Nankin des Indes,10,,non,739563
nankin des Indes,10,,oui,739563
naphte,3,,non,739563
nappes,44,,non,739563
nappes damassées,1,,non,739563
nappes de tables,3,,non,739563
nappes de toile,2,,non,739563
nappes de toile ouvrées,2,,non,739563
nappes en toile,1,,non,739563
nappes et serviettes,3,,non,739563
nappes et serviettes de lin,1,,non,739563
nappes et serviettes de toile,1,,non,739563
nappes et serviettes ouvrées,1,,non,739563
nappes faites,14,,non,739563
nappes fines et ouvrées,1,,non,739563
nappes ouvrées,8,,non,739563
nappes ouvrées de toile,2,,non,739563
nappes unies,1,,non,739563
natron,7,,non,739563
natron et soude,1,,oui,739563
natron et soudes,1,,non,739563
natrons,0,,oui,739563
nattes,245,,non,739563
nattes communes,2,,non,739563
nattes communes à paqueter,53,,non,739563
nattes d'emballage,4,,non,739563
nattes d'espars,9,,non,739563
nattes de balles,1,,non,739563
nattes de jonc,131,,non,739563
nattes de jonc à pot emballage,2,,non,739563
nattes de jonc et de paille et larges,68,,non,739563
nattes de jonc et paille et étroites,71,,non,739563
nattes de jonc large,3,,non,739563
nattes de jonc rondes pour les pieds,25,,non,739563
nattes de moscovie,3,,non,739563
nattes de paille,67,,non,739563
nattes de paille et de jonc,13,,non,739563
nattes de Russie,1,,non,739563
nattes et tresse de paille d'écorce et de sparte fines,4,,non,739563
nattes et tresse de paille d'écorce et de sparte grossières,5,,non,739563
nattes et tresse fines,3,,non,739563
nattes et tresse grossières,3,,non,739563
nattes et tresses de paille d'écorce et de sparte fines,0,,oui,739563
nattes et tresses de paille d'écorce et de sparte grossières,0,,oui,739563
nattes et tresses fines,0,,oui,739563
nattes et tresses grossières,0,,oui,739563
nattes fines,1,,non,739563
nattes moyennes,2,,non,739563
nattes petites,3,,oui,739563
nattes pour grenier,2,,non,739563
nattes rondes,6,,non,739563
nature de baleine,5,,non,739563
naurougue,1,,non,739563
naveaux,4,,non,739563
naves de portes,1,,non,739563
navets,38,,non,739563
navettes,1,,non,739563
navettes à drapier,4,,non,739563
navettes d'écaille,1,,non,739563
navettes de buis à tisserand,1,,non,739563
navire,1,,non,739563
navires marchands,1,,non,739563
nécessaires,2,,non,739563
nécessaires de cuivre,1,,non,739563
nécessaires garnis en argent,1,,non,739563
nèfles,6,,non,739563
nèfles frais,1,,non,739563
neganepeau,177,,non,739563
neganepeau grand,1,,non,739563
nègre,16,,non,739563
nègre de Guinée,18,,non,739563
nègre de Sénégal,27,,non,739563
nègres,45,,oui,739563
nelis,39,,non,739563
nepres,8,,non,739563
neptune,1,,non,739563
neptune de cuivre,14,,non,739563
nerfs de bœuf,8,,non,739563
nerprun,5,,non,739563
nervures,130,,non,739563
niaals des Indes,1,,non,739563
nicanéas,220,,non,739563
nicanéas étroits,1,,non,739563
nicanéas fins,1,,non,739563
nicanéas grands,22,,non,739563
nicanéas larges,2,,non,739563
nicanéas longs,1,,non,739563
nicanéas petite,1,,non,739563
nicanéas petits,20,,non,739563
nid d'oiseau,1,,non,739563
nina,2,,non,739563
nina de poil,1,,non,739563
nippes,160,,non,739563
nippes de femme,8,,non,739563
nippes et atours,92,,non,739563
nœuds d'épée,1,,non,739563
nœuds d'épée avec or,1,,non,739563
nœuds d'épée et cordons de montres,3,,non,739563
nœuds de cannes,1,,non,739563
nogal,0,,oui,739563
nogat,1,,non,739563
nogat en piastre forte,1,,non,739563
noir,5,,non,739563
noir à broyer,1,,non,739563
noir à imprimer,0,,oui,739563
noir à noircir,3,,non,739563
noir commun,156,,non,739563
noir commun de fumée et autres,13,,non,739563
noir d'animal d'ivoire,2,,non,739563
noir d'animal d'ivoire d'os,2,,non,739563
noir d'animal de corne d'os etc.,2,,non,739563
noir d'Espagne,2,,non,739563
noir d'ivoire,46,,non,739563
noir d'os,8,,non,739563
noir de capajou,1,,non,739563
noir de Chypre,1,,non,739563
noir de fumée,538,,non,739563
noir de fumée pour souliers,2,,non,739563
noir de galle,18,,non,739563
noir de noircir,1,,non,739563
noir de sapin,0,,non,739563
noir de sapin de 36 pieds,0,,non,739563
noir de sapin de 42 à 50 pieds,0,,non,739563
noir de sapin de 60 à 70 pieds,0,,non,739563
noir minéral naturel,4,,non,739563
noir pour imprimer,10,,non,739563
noir pour imprimer en traille douce dit d'Allemagne,1,,non,739563
noir pour noircir,30,,non,739563
noir pour souliers,2,,non,739563
noisette sèches,11,,non,739563
noisettes,647,,non,739563
noisettes et noix,11,,non,739563
noisettes faînes,2,,non,739563
noisettes pistaches et ???,1,,non,739563
noix,495,,non,739563
noix d'acajou,24,,non,739563
noix d'ivoire,2,,non,739563
noix de cajou,24,,oui,739563
noix de coco,54,,non,739563
noix de Galle,499,,non,739563
noix de galle,0,,oui,739563
noix de Galle légère,7,,non,739563
noix de Galle pesante,9,,non,739563
noix de Galle pesante des entrepôts,0,,non,739563
noix de marrons,2,,non,739563
noix de muscade,16,,non,739563
noix de pipes,25,,non,739563
noix de ravensara,1,,non,739563
noix en coquilles,1,,non,739563
noix épillées,3,,non,739563
noix et noisettes,0,,oui,739563
noix et riz,2,,non,739563
noix grosses,125,,non,739563
noix mondées,3,,non,739563
noix moutarde,1,,non,739563
noix ou noyaux,1,,non,739563
noix pour peintures,6,,non,739563
noix sèches,28,,non,739563
noix venimeuses,4,,non,739563
noix vomiques,59,,non,739563
noronges,1,,non,739563
nots de morue,0,,oui,739563
nots et langues de morue,0,,oui,739563
nots et langues de morue des Îles,0,,oui,739563
nougat,17,,non,739563
nousouque,1,,non,739563
noves de morue,2,,non,739563
noves et langues de morue des Îles,1,,non,739563
noyaux,10,,non,739563
noyaux d'olives,1,,non,739563
noyaux de noix,3,,non,739563
noyaux de pêche,2,,non,739563
noyaux de pêches,3,,non,739563
noyer et cerisier,10,,non,739563
numéraire en assignats,1,,non,739563
numéraire en assignats par la Cure,1,,non,739563
O ???,1,,non,739563
objets à la valeur,1,,non,739563
objets d'art,6,,non,739563
objets d'art et d'histoire naturelle,59,,non,739563
objets d'arts histoire naturelle peintures et gravures,0,,oui,739563
objets d'histoire naturelle,1,,non,739563
objets de collection,5,,non,739563
objets de collection hors de commerce,3,,non,739563
objets de collection sculpture et d'histoire naturelle et peinture et gravure,0,,oui,739563
objets de peu d'importance,6,,non,739563
objets de peu de valeur,103,,non,739563
objets des Indes,1,,non,739563
objets des Indes et de peu importance,5,,non,739563
objets divers,2,,non,739563
objets divers dont la valeur du plus fort n'excède pas 25000 livre,5,,oui,739563
objets divers dont le plus fort article n'excède pas 2400 livres,4,,oui,739563
objets divers dont les plus forts articles n'excèdent pas 10000 livres,3,,oui,739563
