goods_simpl_classification,nbr_occurences_simpl,porcelaine_classification,nbr_occurences_porcelaine,obsolete
bigarade,1,Sans lien avec la porcelaine,543223,non
bigarade fraîche,1,Sans lien avec la porcelaine,543223,non
bignes,2,Sans lien avec la porcelaine,543223,non
bigons,14,Sans lien avec la porcelaine,543223,non
bigous,1,Sans lien avec la porcelaine,543223,non
bigues,6,Sans lien avec la porcelaine,543223,non
bijouterie,866,Sans lien avec la porcelaine,543223,non
bijouterie d'argent,6,Sans lien avec la porcelaine,543223,non
bijouterie d'argent autre qu'ornée en perles fines ou pierres,2,Sans lien avec la porcelaine,543223,non
bijouterie d'argent ornée en perles fines ou pierres,2,Sans lien avec la porcelaine,543223,non
bijouterie d'or,7,Sans lien avec la porcelaine,543223,non
bijouterie d'or autre qu'ornée en perles fines ou pierres,2,Sans lien avec la porcelaine,543223,non
bijouterie d'or ornée en perles fines ou pierres,2,Sans lien avec la porcelaine,543223,non
bijouterie en argent,1,Sans lien avec la porcelaine,543223,non
bijouterie et mercerie,1,Sans lien avec la porcelaine,543223,non
bijouterie et perles fines,17,Sans lien avec la porcelaine,543223,non
bijouterie fine,4,Sans lien avec la porcelaine,543223,non
bijouterie fine fausse en pierres faite métal,2,Sans lien avec la porcelaine,543223,non
bijouterie pour montres d'argent,1,Sans lien avec la porcelaine,543223,non
bijoux,1,Sans lien avec la porcelaine,543223,non
bijoux d'or,1,Sans lien avec la porcelaine,543223,non
bilardeaux,3,Sans lien avec la porcelaine,543223,non
billard,14,Sans lien avec la porcelaine,543223,non
billard vieux,1,Sans lien avec la porcelaine,543223,non
billes d'ivoire,8,Sans lien avec la porcelaine,543223,non
billes de billard,1,,6813,non
billes de bois,4,Sans lien avec la porcelaine,543223,non
billes de bois de gaïac,1,Sans lien avec la porcelaine,543223,non
billes de bois et de marbre,1,Sans lien avec la porcelaine,543223,non
billes de bois marbré,4,Sans lien avec la porcelaine,543223,non
billes de bois pour meuble,1,Sans lien avec la porcelaine,543223,non
billets de parchemin,7,Sans lien avec la porcelaine,543223,non
billons,6,Sans lien avec la porcelaine,543223,non
billons de bois,2,Sans lien avec la porcelaine,543223,non
billons de bois blanc,3,Sans lien avec la porcelaine,543223,non
billons de bois petits,1,Sans lien avec la porcelaine,543223,non
billons de pin,1,Sans lien avec la porcelaine,543223,non
billons de sapin,4,Sans lien avec la porcelaine,543223,non
billons et bois blanc,1,Sans lien avec la porcelaine,543223,non
billots,1,Sans lien avec la porcelaine,543223,non
billots de chêne pour merrain,1,Sans lien avec la porcelaine,543223,non
billots de pin,1,Sans lien avec la porcelaine,543223,non
billots de sapin,13,Sans lien avec la porcelaine,543223,non
billots de sapin de 20 pieds,1,Sans lien avec la porcelaine,543223,non
billots de sapin de 30 à 35 pieds,1,Sans lien avec la porcelaine,543223,non
billots pour merrain,1,Sans lien avec la porcelaine,543223,non
bimbeloterie,91,Sans lien avec la porcelaine,543223,non
binages à pousser,1,Sans lien avec la porcelaine,543223,non
birampots,4,Sans lien avec la porcelaine,543223,non
birampots bleu,1,Sans lien avec la porcelaine,543223,non
birampots des Indes,2,Sans lien avec la porcelaine,543223,non
biscuit,261,Sans lien avec la porcelaine,543223,non
biscuit amer,2,Sans lien avec la porcelaine,543223,non
biscuit anisé,1,,6813,non
biscuit de mer,172,Sans lien avec la porcelaine,543223,non
biscuit de mer et pain,7,Sans lien avec la porcelaine,543223,non
biscuit de mer et pâte d'Italie,1,Sans lien avec la porcelaine,543223,non
biscuit de munition,1,Sans lien avec la porcelaine,543223,non
biscuit en pain,1,Sans lien avec la porcelaine,543223,non
biscuit et farine et gruau et pâte,14,Sans lien avec la porcelaine,543223,non
biscuit sucré,7,Sans lien avec la porcelaine,543223,non
biseaux,1,Sans lien avec la porcelaine,543223,non
bismuth,5,Sans lien avec la porcelaine,543223,non
bitume,2,Sans lien avec la porcelaine,543223,non
bitume de Judée,6,Sans lien avec la porcelaine,543223,non
bitume et ambre jaune,2,Sans lien avec la porcelaine,543223,non
bitume et bitume de Judée,2,Sans lien avec la porcelaine,543223,non
bitume et houille brute,2,Sans lien avec la porcelaine,543223,non
bitume et houille coak,1,Sans lien avec la porcelaine,543223,non
blagues,3,Sans lien avec la porcelaine,543223,non
blagues à tabac,1,Sans lien avec la porcelaine,543223,non
blagues de cuir,1,Sans lien avec la porcelaine,543223,non
blallst,1,Sans lien avec la porcelaine,543223,non
blanc,3,Sans lien avec la porcelaine,543223,non
blanc d'écaille,2,Sans lien avec la porcelaine,543223,non
blanc d'Espagne,74,Sans lien avec la porcelaine,543223,non
blanc d'Espagne craie blanche et moulue,2,Sans lien avec la porcelaine,543223,non
blanc de ???,2,Sans lien avec la porcelaine,543223,non
blanc de baleine,129,Sans lien avec la porcelaine,543223,non
blanc de céruse,30,Sans lien avec la porcelaine,543223,non
blanc de céruse pour l'entrepôt de la Compagnie des Indes,1,Sans lien avec la porcelaine,543223,non
blanc de ferax,9,Sans lien avec la porcelaine,543223,non
blanc de ferux,5,Sans lien avec la porcelaine,543223,non
blanc de Herps,3,Sans lien avec la porcelaine,543223,non
blanc de Hollande,1,Sans lien avec la porcelaine,543223,non
blanc de Marne,1,Sans lien avec la porcelaine,543223,non
blanc de Naples,1,Sans lien avec la porcelaine,543223,non
blanc de plomb,51,Sans lien avec la porcelaine,543223,non
blanc de plomb et térébenthine,1,Sans lien avec la porcelaine,543223,non
blanc de Troyes,23,Sans lien avec la porcelaine,543223,non
blanc de Troyes et craie,2,Sans lien avec la porcelaine,543223,non
blanc en chevron,1,Sans lien avec la porcelaine,543223,non
blanc simple,2,Sans lien avec la porcelaine,543223,non
blanchette,1,Sans lien avec la porcelaine,543223,non
blanchissoire,2,Sans lien avec la porcelaine,543223,non
blanquette,3,Sans lien avec la porcelaine,543223,non
blé,16,Sans lien avec la porcelaine,543223,non
blé avarié,1,Sans lien avec la porcelaine,543223,non
blé en gerbe,1,Sans lien avec la porcelaine,543223,non
blé et autres grains,17,Sans lien avec la porcelaine,543223,non
bleu,18,Sans lien avec la porcelaine,543223,non
bleu azure,1,Sans lien avec la porcelaine,543223,non
bleu calaminé,1,Sans lien avec la porcelaine,543223,non
bleu commun,7,Sans lien avec la porcelaine,543223,non
bleu d'Allemagne,1,Sans lien avec la porcelaine,543223,non
bleu d'azur,1,Sans lien avec la porcelaine,543223,non
bleu de Berlin,1,Sans lien avec la porcelaine,543223,non
bleu de Berlin ou de Prusse,1,Sans lien avec la porcelaine,543223,non
bleu de paille,1,Sans lien avec la porcelaine,543223,non
bleu de Pierre,1,Sans lien avec la porcelaine,543223,non
bleu de Prusse,168,Sans lien avec la porcelaine,543223,non
bleu de Prusse boules et indique,2,Sans lien avec la porcelaine,543223,non
bleu de Prusse et graine jaune,2,Sans lien avec la porcelaine,543223,non
bleu de Prusse et lazulite,15,Sans lien avec la porcelaine,543223,non
bleu de Saxe,1,Sans lien avec la porcelaine,543223,non
bleu de smalt,1,Sans lien avec la porcelaine,543223,non
bleu en encre,1,Sans lien avec la porcelaine,543223,non
bleu en pierres,5,Sans lien avec la porcelaine,543223,non
bleu et vert minéral ou de montagne,1,Sans lien avec la porcelaine,543223,non
bleu fin,2,Sans lien avec la porcelaine,543223,non
bleu foncé,1,Sans lien avec la porcelaine,543223,non
bleu ordinaire,1,Sans lien avec la porcelaine,543223,non
bleu ou tournesol,1,Sans lien avec la porcelaine,543223,non
Blicourt écarlate,1,Sans lien avec la porcelaine,543223,non
bloc de 30 pieds,1,Sans lien avec la porcelaine,543223,non
bloc de bois de l'Amérique,1,Sans lien avec la porcelaine,543223,non
blocs,4,Sans lien avec la porcelaine,543223,non
blocs de cuivre jaune,1,Sans lien avec la porcelaine,543223,non
blonde,4,Sans lien avec la porcelaine,543223,non
blonde d'argent,2,Sans lien avec la porcelaine,543223,non
blonde d'or,1,Sans lien avec la porcelaine,543223,non
blonde de fil,1,Sans lien avec la porcelaine,543223,non
blonde de soie,127,Sans lien avec la porcelaine,543223,non
blonde or et argent,1,Sans lien avec la porcelaine,543223,non
blonde visage,2,Sans lien avec la porcelaine,543223,non
blondine,1,Sans lien avec la porcelaine,543223,non
blues d'étain,1,Sans lien avec la porcelaine,543223,non
bluteau de laine,7,Sans lien avec la porcelaine,543223,non
bluteaux,2,Sans lien avec la porcelaine,543223,non
bobine de cuir,1,Sans lien avec la porcelaine,543223,non
bocard de verre,1,,6813,non
bocau soie,1,Sans lien avec la porcelaine,543223,non
bodans,1,Sans lien avec la porcelaine,543223,non
boëland,18,Sans lien avec la porcelaine,543223,non
bœuf,427,Sans lien avec la porcelaine,543223,non
bœuf à l'écarlate,11,Sans lien avec la porcelaine,543223,non
bœuf à la mode,7,Sans lien avec la porcelaine,543223,non
bœuf d'Irlande,1,Sans lien avec la porcelaine,543223,non
bœuf du pays,3,Sans lien avec la porcelaine,543223,non
bœuf en daube,57,Sans lien avec la porcelaine,543223,non
bœuf et génisses et vaches,1,Sans lien avec la porcelaine,543223,non
bœuf et langue salée,6,Sans lien avec la porcelaine,543223,non
bœuf et moutons et porcs et vaches,123,Sans lien avec la porcelaine,543223,non
bœuf et moutons et porcs et vaches et veaux,67,Sans lien avec la porcelaine,543223,non
bœuf et moutons et porcs et vaches etc.,7,Sans lien avec la porcelaine,543223,non
bœuf et moutons et vaches et veaux,6,Sans lien avec la porcelaine,543223,non
bœuf et moutons et vaches etc.,1,Sans lien avec la porcelaine,543223,non
bœuf et taureaux,8,Sans lien avec la porcelaine,543223,non
bœuf et vaches,9,Sans lien avec la porcelaine,543223,non
bœuf froment,1,Sans lien avec la porcelaine,543223,non
bœuf fumé,153,Sans lien avec la porcelaine,543223,non
bœuf fumé et salé,3,Sans lien avec la porcelaine,543223,non
bœuf gras,2,Sans lien avec la porcelaine,543223,non
bœuf gras et en chair,2,Sans lien avec la porcelaine,543223,non
bœuf illinois,1,Sans lien avec la porcelaine,543223,non
bœuf jeune,1,Sans lien avec la porcelaine,543223,non
bœuf maigre,2,Sans lien avec la porcelaine,543223,non
bœuf préparé,1,Sans lien avec la porcelaine,543223,non
bœuf salé,1599,Sans lien avec la porcelaine,543223,non
bœuf salé d'Irlande,36,Sans lien avec la porcelaine,543223,non
bœuf salé de Bretagne,1,Sans lien avec la porcelaine,543223,non
bœuf salé de Hollande,1,,6813,non
bœuf salé du pays,24,Sans lien avec la porcelaine,543223,non
bœuf salé pour l'entrepôt des Îles,3,Sans lien avec la porcelaine,543223,non
bœuf taureau,5,Sans lien avec la porcelaine,543223,non
bœuftins et génisses,1,Sans lien avec la porcelaine,543223,non
bois,786,Sans lien avec la porcelaine,543223,non
bois à brûler,4,Sans lien avec la porcelaine,543223,non
bois à fusil,2,Sans lien avec la porcelaine,543223,non
bois à quart,2,Sans lien avec la porcelaine,543223,non
bois à teindre moulu,17,Sans lien avec la porcelaine,543223,non
bois à tourner,1,Sans lien avec la porcelaine,543223,non
bois à travailler,1,Sans lien avec la porcelaine,543223,non
bois amer,2,Sans lien avec la porcelaine,543223,non
bois au daumes,3,Sans lien avec la porcelaine,543223,non
bois barres de guindeau,1,Sans lien avec la porcelaine,543223,non
bois billots,1,Sans lien avec la porcelaine,543223,non
bois blanc,4,Sans lien avec la porcelaine,543223,non
bois bordage,54,Sans lien avec la porcelaine,543223,non
bois bourdilles,21,Sans lien avec la porcelaine,543223,non
bois bourdillons,17,Sans lien avec la porcelaine,543223,non
bois boway de chêne,1,Sans lien avec la porcelaine,543223,non
bois boway de sapin,1,Sans lien avec la porcelaine,543223,non
bois brai,1,Sans lien avec la porcelaine,543223,non
bois brandilles,1,Sans lien avec la porcelaine,543223,non
bois brun,2,Sans lien avec la porcelaine,543223,non
bois commun,1,Sans lien avec la porcelaine,543223,non
bois commun de chêne et sans désignation d'espèce et scié,1,Sans lien avec la porcelaine,543223,non
bois commun de pin et sapin brut ou équarri à la hache,1,Sans lien avec la porcelaine,543223,non
bois commun de pin et sapin de cham et scié,1,Sans lien avec la porcelaine,543223,non
bois commun de pin et sapin scié de 34 mm d'épaisseur,1,Sans lien avec la porcelaine,543223,non
bois commun de pin et sapin scié de plus de 80 mm d'épaisseur,3,Sans lien avec la porcelaine,543223,non
bois corbin,1,Sans lien avec la porcelaine,543223,non
bois cordayer,2,Sans lien avec la porcelaine,543223,non
bois courbé,1,Sans lien avec la porcelaine,543223,non
bois d'acajou,228,Sans lien avec la porcelaine,543223,non
bois d'acajou brut,6,Sans lien avec la porcelaine,543223,non
bois d'acajou des entrepôts,1,Sans lien avec la porcelaine,543223,non
bois d'acajou divers,2,Sans lien avec la porcelaine,543223,non
bois d'acajou en bloc,1,Sans lien avec la porcelaine,543223,non
bois d'acajou pour madrier,1,Sans lien avec la porcelaine,543223,non
bois d'acajou pour planche,1,Sans lien avec la porcelaine,543223,non
bois d'acajou scié,4,Sans lien avec la porcelaine,543223,non
bois d'acajou scié de 2 à 3 décimètres,1,Sans lien avec la porcelaine,543223,non
bois d'aloès,13,Sans lien avec la porcelaine,543223,non
bois d'amarante,3,Sans lien avec la porcelaine,543223,non
bois d'Angeot,3,Sans lien avec la porcelaine,543223,non
bois d'Angola,1,Sans lien avec la porcelaine,543223,non
bois d'ansprete,2,Sans lien avec la porcelaine,543223,non
bois d'arc,1,Sans lien avec la porcelaine,543223,non
bois d'arc et d'arbalètes,1,Sans lien avec la porcelaine,543223,non
bois d'arc et de flèches,2,Sans lien avec la porcelaine,543223,non
bois d'arc et de fusils,1,Sans lien avec la porcelaine,543223,non
bois d'arc et de selles,1,Sans lien avec la porcelaine,543223,non
bois d'aspatton,1,Sans lien avec la porcelaine,543223,non
bois d'ébène,114,Sans lien avec la porcelaine,543223,non
bois d'ébénisterie,12,Sans lien avec la porcelaine,543223,non
bois d'ébénisterie des entrepôts,1,Sans lien avec la porcelaine,543223,non
bois d'ébénisterie et des Indes,32,Sans lien avec la porcelaine,543223,non
bois d'ébénisterie scié,2,Sans lien avec la porcelaine,543223,non
bois d'écarage,1,Sans lien avec la porcelaine,543223,non
bois d'érable,1,Sans lien avec la porcelaine,543223,non
bois d'espars,6,Sans lien avec la porcelaine,543223,non
bois d'esquine,4,Sans lien avec la porcelaine,543223,non
bois d'Inde,1,Sans lien avec la porcelaine,543223,non
bois d'olivier,27,Sans lien avec la porcelaine,543223,non
bois d'olivier à brûler,1,Sans lien avec la porcelaine,543223,non
bois d'olivier pelé,12,Sans lien avec la porcelaine,543223,non
bois d'olivier pelé préceintes,1,Sans lien avec la porcelaine,543223,non
bois d'orignal,2,Sans lien avec la porcelaine,543223,non
bois d'orme,9,Sans lien avec la porcelaine,543223,non
bois d'ormeau,1,Sans lien avec la porcelaine,543223,non
bois d'osier,32,Sans lien avec la porcelaine,543223,non
bois de ???,1,Sans lien avec la porcelaine,543223,non
bois de 5 pieds,1,Sans lien avec la porcelaine,543223,non
bois de bordage,5,Sans lien avec la porcelaine,543223,non
bois de bordage de chêne,1,Sans lien avec la porcelaine,543223,non
bois de bordage de sapin,1,Sans lien avec la porcelaine,543223,non
bois de Brésil,598,Sans lien avec la porcelaine,543223,non
bois de Brésil en bûche,7,Sans lien avec la porcelaine,543223,non
bois de Brésil menu,1,Sans lien avec la porcelaine,543223,non
bois de Brésil moulu,1,Sans lien avec la porcelaine,543223,non
bois de Brésil râpé,5,Sans lien avec la porcelaine,543223,non
bois de Brésil Sainte-Marthe,2,Sans lien avec la porcelaine,543223,non
bois de brésillet,7,Sans lien avec la porcelaine,543223,non
bois de brochialle,1,Sans lien avec la porcelaine,543223,non
bois de bruyère,1,Sans lien avec la porcelaine,543223,non
bois de buis,230,Sans lien avec la porcelaine,543223,non
bois de buis boule,1,Sans lien avec la porcelaine,543223,non
bois de buis ouvré,,Sans lien avec la porcelaine,543223,oui
bois de cabestan,1,Sans lien avec la porcelaine,543223,non
bois de cail-cédra,3,Sans lien avec la porcelaine,543223,non
bois de Caliatour,88,Sans lien avec la porcelaine,543223,non
bois de Caliatour en bûche,3,Sans lien avec la porcelaine,543223,non
