goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
réglisse par balles de 150 livres,1,,non,483077
réglisse sur bâne,2,,non,483077
regrets d'orfèvre,5,,non,483077
régule d'antimoine,11,,non,483077
reliquaire,1,,non,483077
remèdes,77,,non,483077
remèdes composés,5,,non,483077
remèdes pour la goutte,1,,non,483077
remèdes sercé en feuilles,1,,non,483077
repouty,1,,non,483077
représentation des Tuileries,1,,non,483077
représentation du Saint Sépulcre,1,,non,483077
réseau d'argent,15,,non,483077
réseau d'or,4,,non,483077
résidu d'acide vitriolique,1,,non,483077
résidus d'acide nitrique,1,,non,483077
résidus d'acide sulfuriques,1,,non,483077
résine de gaïac,0,,oui,483077
résines,113,,non,483077
résines de gaïac,1,,non,483077
résines de jalap,21,,non,483077
résines de scammonée,1,,non,483077
résines et térébenthine,1,,non,483077
résines exotiques,9,,non,483077
résines exotiques autres que assa foetida copal jalap et scammonée,0,,oui,483077
résines exotiques autres que assa foetida copale jalap et scammonée,2,,non,483077
résines exotiques des entrepôts,1,,non,483077
résines exotiques scammonée,12,,non,483077
résines ou harpoix,0,,oui,483077
résines ou poix,1,,non,483077
résines scammonée,23,,non,483077
ressorts,2,,non,483077
ressorts de carrosses,1,,non,483077
ressorts de voiture,1,,non,483077
retaille de carte,1,,non,483077
retaille de cuir,1,,non,483077
retaille de peau,6,,non,483077
retaille de peau de veau corroyée,1,,non,483077
retaillons de drap,1,,non,483077
rets,1,,non,483077
rets à pêcher,0,,oui,483077
rets ou filets,0,,oui,483077
rets pour la chasse et la pêche,0,,oui,483077
rets pour tisseurs,1,,non,483077
reuche,2,,non,483077
revêche,5,,non,483077
réveil,1,,non,483077
réverbères,3,,non,483077
rhubarbe,659,,non,483077
rhubarbe commune,1,,non,483077
rhubarbe de Moscovie,35,,non,483077
rhubarbe des Indes,1,,non,483077
rhubarbe du Levant,18,,non,483077
rhubarbe et mechoacam,28,,non,483077
rhubarbe fil,1,,non,483077
rhum,35,,non,483077
rhum de prise,0,,oui,483077
rhum des prises,1,,non,483077
rhum et sirop fin,22,,non,483077
rhum et tafia,41,,non,483077
rhum et tafia étranger,1,,non,483077
ricanias des Indes,1,,non,483077
rideaux de soie vieux,1,,non,483077
rite de chanvre,1,,non,483077
rivets,1,,non,483077
riz,4,,non,483077
riz des entrepôts,1,,non,483077
riz du Levant,2,,non,483077
robes,8,,non,483077
robes brodées,1,,non,483077
robes brodées en laine et de femme,1,,non,483077
robes d'étoffe d'argent et de soie,1,,non,483077
robes d'indienne,1,,non,483077
robes d'indienne des prises,1,,non,483077
robes de basin brodées,1,,non,483077
robes de chambre,7,,non,483077
robes de chambre d'étoffe de soie,1,,non,483077
robes de chambre d'indienne,3,,non,483077
robes de chambre de damas,1,,non,483077
robes de chambre de la Chine,1,,non,483077
robes de chambre de Pékin brodé de soie,1,,non,483077
robes de chambre de soie,2,,non,483077
robes de femme,1,,non,483077
robes de satin brodée,2,,non,483077
robes de taffetas,1,,non,483077
robes de toile peinte,1,,non,483077
robes et jupes de satin,1,,non,483077
robes fourrées,1,,non,483077
robine,0,,oui,483077
robinets,4,,non,483077
robinets à tirer le vin,2,,non,483077
robinets de bronze,1,,non,483077
robinets de cuivre,4,,non,483077
robinets de fonte,4,,non,483077
rocaille,65,,non,483077
rocaille de corail,6,,non,483077
rocaille de cristal,1,,non,483077
rocaille de verre,17,,non,483077
rochand de cuivre,0,,oui,483077
roche de corne,1,,non,483077
roche de diable,1,,non,483077
rocou,1637,,non,483077
rocou de Cayenne,2,,non,483077
rocou des Îles,1,,non,483077
rodon,1,,non,483077
rognons de castor,136,,non,483077
rognons de cerf,1,,non,483077
rognons de peau,1,,non,483077
rognons de rat musqué,1,,non,483077
rognons de stockfish,2,,non,483077
rognures,24,,non,483077
rognures d'écaille,9,,non,483077
rognures d'ivoire,26,,non,483077
rognures de ???,5,,non,483077
rognures de baleine,1,,non,483077
rognures de bois de cerf,36,,non,483077
rognures de bois de cerf et d'ivoire,2,,non,483077
rognures de carte,130,,non,483077
rognures de carterie,2,,non,483077
rognures de cartes et de papier,1,,non,483077
rognures de carton,2,,non,483077
rognures de castor,7,,non,483077
rognures de cerf et d'ivoire,4,,non,483077
rognures de chapeau,1,,non,483077
rognures de corne,26,,non,483077
rognures de corne de cerf,2,,non,483077
rognures de corne et de parchemin,1,,non,483077
rognures de cornes de bétail sabots de bétail etc.,1,,non,483077
rognures de cornes de cerf,31,,non,483077
rognures de cornes de cerf et de snack,10,,non,483077
rognures de cuir,27,,non,483077
rognures de cuir et de peau,1,,non,483077
rognures de dent d'éléphant,4,,non,483077
rognures de drap,21,,non,483077
rognures de fer-blanc,1,,non,483077
rognures de forme,1,,non,483077
rognures de gaïac,2,,non,483077
rognures de gants,1,,non,483077
rognures de mis,3,,non,483077
rognures de papier,10,,non,483077
rognures de parchemin,4,,non,483077
rognures de parchemin en valeur,1,,non,483077
rognures de peau,47,,non,483077
rognures de peau pour colle,1,,non,483077
rogues,99,,non,483077
rogues de carte,1,,non,483077
rogues de castor,1,,non,483077
rogues de macy,2,,non,483077
rogues de maquereau,2,,non,483077
rogues de maquereaux,3,,non,483077
rogues de maquereaux salées et stockfisch salé,2,,non,483077
rogues de morue,78,,non,483077
rogues de morue salées,1,,non,483077
rogues de poisson,38,,non,483077
rogues de stockfisch,47,,non,483077
rogues pour la pêche,1,,non,483077
rogues salées,2,,non,483077
roizette,1,,non,483077
roldor,3,,non,483077
rollet,1,,non,483077
rollet aune,1,,non,483077
rollet et batiste,1,,non,483077
rollins,1,,non,483077
romaine,4,,non,483077
romals,10,,non,483077
romals des Indes,3,,non,483077
romals pour mouchoirs,1,,non,483077
romals pour mouchoirs aune,1,,non,483077
romals rouges,1,,non,483077
rond de moulage,1,,non,483077
roquelance écarlate,1,,non,483077
roquette,1,,non,483077
rosaire,2,,non,483077
rosarde,1,,non,483077
rose,2,,non,483077
rose de dictam,1,,non,483077
rose de province,0,,oui,483077
rose de Provins,2,,non,483077
rose sèche,1,,non,483077
roseaux,106,,non,483077
roseaux à tisserands,1,,non,483077
roseaux champêtres,1,,non,483077
roseaux coupés,11,,non,483077
roseaux d'Espagne,6,,non,483077
roseaux des Indes,1,,non,483077
roseaux en canon,1,,non,483077
roseaux petits,1,,non,483077
roseaux pour cannes,3,,non,483077
rosée de vie,2,,non,483077
rosette de cuivre,266,,non,483077
rosette de cuivre et mitraille de cuivre,1,,non,483077
rosette ou plaques de cuivres non ouvré,11,,non,483077
rossière de toile,1,,non,483077
rossoli,20,,non,483077
rossoli de Turin,2,,non,483077
rossoly,0,,oui,483077
rotin,0,,oui,483077
rotin des Indes,2,,non,483077
rotins,76,,non,483077
rotins de petit calibre,3,,non,483077
rouane,1,,non,483077
rouault,1,,non,483077
roudon,1,,non,483077
rouelles,1,,non,483077
rouergue,1,,non,483077
roues,50,,non,483077
roues à cabriolets,1,,non,483077
roues à cabrouets,30,,non,483077
roues à chaises,4,,non,483077
roues à filer,1,,non,483077
roues de bois,2,,non,483077
roues de brouette,3,,non,483077
roues de cabriolet,1,,non,483077
roues de carrosse,3,,non,483077
roues de chaise,9,,non,483077
roues de chaise ferrées,1,,non,483077
roues de charrettes,14,,non,483077
roues de charrettes ferrées,1,,non,483077
roues de voiture,1,,non,483077
roues et cabrouets,1,,non,483077
roues ferrées,2,,non,483077
roues neuves,1,,non,483077
roues non ferrées,3,,non,483077
rouets,13,,non,483077
rouets à filer,31,,non,483077
rouets à filer de bois,1,,non,483077
rouets de moulins,1,,non,483077
rouets petits,1,,non,483077
rouge,6,,non,483077
rouge à peindre,1,,non,483077
rouge annatto colorant,1,,non,483077
rouge brun,25,,non,483077
rouge clair,2,,non,483077
rouge commun,1,,non,483077
rouge commun en poudre,1,,non,483077
rouge d'Angleterre,5,,non,483077
rouge d'Espagne,46,,non,483077
rouge de Perse,2,,non,483077
rouge de Perse et de rosse,1,,non,483077
rouge de rosse,1,,non,483077
rouge de Venise,1,,non,483077
rouge des Indes,3,,non,483077
rouge en pierre,2,,non,483077
rouge en poudre,4,,non,483077
rouge fin,1,,non,483077
rouge gras,4,,non,483077
rouge grode,1,,non,483077
rouge gros,6,,non,483077
rouge minéral,2,,non,483077
rouge muscat,1,,non,483077
rouge perse et de rosse,1,,non,483077
rouge végétal,1,,non,483077
rouleau de lit,1,,non,483077
rouleau pour chauffer le salitre,1,,non,483077
rouleau rôles,4,,non,483077
rouleaux de plomb,1,,non,483077
roulette de bois commun à trois rouets,1,,non,483077
roulette pour enfants,1,,non,483077
rousols,1,,non,483077
roussettes,2,,non,483077
ruban,210,,non,483077
ruban à jour,2,,non,483077
ruban à jour de fil,2,,non,483077
ruban à perruques,2,,non,483077
ruban au quart,5,,non,483077
ruban au quart de soie,2,,non,483077
ruban avec de l'or,1,,non,483077
ruban bis de fil de lin et de chanvre écru ou herbé,1,,non,483077
ruban blanc ou mélangé de blanc,1,,non,483077
ruban blanc ou mélange de blanc de fil de lin et de chanvre,2,,non,483077
ruban blancs de chanvre et de lin,1,,non,483077
ruban d'argent,10,,non,483077
ruban d'argent et d'or,189,,non,483077
ruban d'argent et d'or et de soie,14,,non,483077
ruban d'argent et de soie,5,,non,483077
ruban d'argent faux et d'or faux et de soie,1,,non,483077
ruban d'argent faux et de fil blanc,0,,oui,483077
ruban d'étoupes de chanvre,1,,non,483077
ruban d'étoupes de lin,1,,non,483077
ruban d'or,11,,non,483077
ruban d'or et de soie,2,,non,483077
ruban de chanvre et de lin,4,,non,483077
ruban de chanvre et de lin écrus,1,,non,483077
ruban de chanvre et de lin teints,1,,non,483077
ruban de coutil,1,,non,483077
ruban de crin,1,,non,483077
ruban de dorure et soie,2,,non,483077
ruban de fil,405,,non,483077
ruban de fil blanc,2,,non,483077
ruban de fil blanc mêlé d'argent faux,1,,non,483077
ruban de fil d'argent et d'or,8,,non,483077
ruban de fil de laine,6,,non,483077
ruban de fil en laine,2,,non,483077
ruban de fil et de laine,71,Lainage,non,9470
ruban de fil et de soie,3,,non,483077
ruban de fil et fleuret,1,,non,483077
ruban de fil fleuret et laine de soie,1,,non,483077
ruban de fil teint,2,,non,483077
ruban de filoselle,24,,non,483077
ruban de flearn et de soie,1,,non,483077
ruban de fleuret,41,,non,483077
ruban de fleuret de soie,0,,oui,483077
ruban de fleuret et de soie,2,,non,483077
ruban de fleurs,2,,non,483077
ruban de laine,40,Lainage,non,9470
ruban de laine de laine pure teinte,1,,non,483077
ruban de laine écrue pure,1,,non,483077
ruban de laine et de soie,1,,non,483077
ruban de laine mélangée de fil de laine et de poils,1,,non,483077
ruban de laine mêlée de fil,4,,non,483077
ruban de laine mêlée de fil teint,1,,non,483077
ruban de laine pure écrue et blanche,1,,non,483077
ruban de laine pure teinte,1,,non,483077
ruban de lin,1,,non,483077
ruban de Padoue,1,,non,483077
ruban de soie,1291,Soie,non,10385
ruban de soie unis et veloutés,2,,non,483077
ruban de sois,0,,oui,483077
ruban de velours,4,,non,483077
ruban dorure d'argent,14,,non,483077
ruban dorure d'argent et d'or,42,,non,483077
ruban dorure d'argent faux et d'or faux,3,,non,483077
ruban dorure d'argent fin et d'or fin,16,,non,483077
ruban dorure d'or,10,,non,483077
ruban du Levant,1,,non,483077
ruban écru,1,,non,483077
ruban en dorure,2,,non,483077
ruban et listonnerie,2,,non,483077
ruban et passementerie de soie,6,,non,483077
ruban et passementerie diverse,6,,non,483077
ruban et tresse et agrément d'argent et d'or,1,,non,483077
ruban et tresses et agrément d'argent et d'or,0,,oui,483077
ruban fleuret et de soie,0,,oui,483077
ruban mi soie,10,,non,483077
ruban or charger,1,,non,483077
ruban picard,1,,non,483077
ruban teint,1,,non,483077
ruban velouté,3,,non,483077
rubanerie,3,,non,483077
rubanerie commune,16,,non,483077
rubanerie de coton,9,,non,483077
rubanerie de soie,214,,non,483077
rubanerie et passementerie diverses celles de soie et dorure exceptées,35,,non,483077
rubanerie ordinaire,103,,non,483077
rubannerie,0,,oui,483077
rubannerie commune,0,,oui,483077
rubannerie de coton,0,,oui,483077
rubannerie de soie,0,Soie,oui,10385
rubans blancs de chanvre et de lin,0,,oui,483077
rubans de chanvre et de lin,0,,oui,483077
rubans de chanvre et de lin écrus,0,,oui,483077
rubans de chanvre et de lin teints,0,,oui,483077
rubans de laine écrue pure,0,,oui,483077
rubans de laine mêlée de fil,0,,oui,483077
rubans de laine mêlée de fil teint,0,,oui,483077
rubans de laine pure teinte,0,,oui,483077
rubans de soie,0,,oui,483077
rubans de soie unis et veloutés,0,,oui,483077
rubea,1,,non,483077
rubea major,20,,non,483077
rubia tinctorum,10,,non,483077
rubis brutes,0,,oui,483077
rubis bruts,2,,non,483077
rubis taillés,3,,non,483077
rubn à jour de fil,0,,oui,483077
ruches,12,,non,483077
ruches à miel renfermant des essaims vivants,6,,non,483077
ruches de pin,1,,non,483077
rudon,2,,non,483077
rusque,4,,non,483077
rusque de chêne,4,,non,483077
rusque de pin,23,,non,483077
rusque de sapin,1,,non,483077
russel de laine,1,Lainage,non,9470
s,0,,oui,483077
sabatines,1,,non,483077
sable,12,,non,483077
sable à fondeur,1,,non,483077
sable à mouler,1,,non,483077
sable à raffinerie,1,,non,483077
sable blanc,1,,non,483077
sable commun,1,,non,483077
sable de mer,1,,non,483077
sable de verre,1,,non,483077
sablerie,8,,non,483077
sableuée,1,,non,483077
sablière de fer de fonte,2,,non,483077
sablières de cuivre,3,,non,483077
sabliers,1,,non,483077
sabliers en compas,3,,non,483077
sablon,1,,non,483077
sabots,75,,non,483077
sabots de bœuf,57,,non,483077
sabots de bois,6,,non,483077
sabots et selles de bois,2,,non,483077
sabres,104,,non,483077
sabres de traite,14,,non,483077
sabres de traite et autres,2,,non,483077
sabres et baïonnettes,1,,non,483077
sabres fins,1,,non,483077
sabres garnis d'argent,1,,non,483077
sabres montés en cuivre doré,1,,non,483077
sabres ordinaires,2,,non,483077
sachets,11,,non,483077
sachets d'odeur,3,,non,483077
sacquin,1,,non,483077
sacs,81,,non,483077
sacs à à tabac de cuir,4,,non,483077
sacs à café,18,,non,483077
sacs à café neufs,2,,non,483077
sacs à café vides,1,,non,483077
sacs à café vieux,3,,non,483077
sacs à poudre neufs,1,,non,483077
sacs ayant servi et de toile,1,,non,483077
sacs de bois et cuir,1,,non,483077
sacs de lin,1,,non,483077
sacs de peau d'ours,1,,non,483077
sacs de poluard,1,,non,483077
sacs de toile,51,,non,483077
sacs de toile de halle,1,,non,483077
sacs de toile vides,3,,non,483077
sacs de toile vieux,4,,non,483077
sacs en paquets,1,,non,483077
sacs en toile de chanvre,2,,non,483077
sacs gros,1,,non,483077
sacs vides,1,,non,483077
sacs vieux,5,,non,483077
saffle,35,,non,483077
saffranum,0,,oui,483077
saffreau,1,,non,483077
safisaigne,1,,non,483077
safran,1159,,non,483077
safran d'Espagne,1,,non,483077
safran de Gâtinais,2,,non,483077
safran du Gâtinais,14,,non,483077
safran orange,1,,non,483077
safranum,581,,non,483077
safranum et tournesol,7,,non,483077
sagapemun,0,,oui,483077
sagapenum,6,,non,483077
sagapin,0,,oui,483077
sagati,3,,non,483077
sagati de laine,9,Lainage,non,9470
sagne,14,,non,483077
sagon,2,,non,483077
sagou,37,,non,483077
sagou des Indes,2,,non,483077
sagre,2,,non,483077
saigne,5,,non,483077
sailphre,1,,non,483077
sain,4,,non,483077
saindoux,58,,non,483077
saisie de fer,1,,non,483077
salage,3,,non,483077
salaisons,10,,non,483077
salamouris,1,,non,483077
salemporis,180,,non,483077
salemporis blanc,38,,non,483077
salemporis blanc et bleu,2,,non,483077
salemporis bleu,51,,non,483077
salemporis bleu et rouge,2,,non,483077
salemporis commun,2,,non,483077
salemporis rouge,1,,non,483077
salep,5,,non,483077
salicore,150,,non,483077
salicore brûlé,1,,non,483077
salière,1,,non,483077
salière de cristal,4,,non,483077
salin,0,,oui,483077
salins,4,,non,483077
salins pour verrerie,1,,non,483077
saloir,1,,non,483077
saloirs de bois,1,,non,483077
salpêtre,198,,non,483077
salpêtre brut,5,,non,483077
salpêtre cru,1,,non,483077
salpêtre crû,0,,oui,483077
salpêtre des Indes,6,,non,483077
salpêtre et soufre,115,,non,483077
salpêtre raffiné,1,,non,483077
salsafras,0,,oui,483077
salsaula,0,,oui,483077
salsepareille,839,,non,483077
salsola,1,,non,483077
sanas,14,,non,483077
sanas blanc,3,,non,483077
sanctuaire,1,,non,483077
sandale,5,,non,483077
sandance,1,,non,483077
sandarac,75,,non,483077
sang,1,,non,483077
sang de bétail,1,,non,483077
sang de bouc,1,,non,483077
sang de bouc desséché,1,,non,483077
sang de boudin,1,,non,483077
sang de bouquetin,2,,non,483077
sang de dragon,106,,non,483077
sang de dragon commun,1,,non,483077
sang de dragon en larmes,1,,non,483077
sang de dragon fin,4,,non,483077
sang dragon,0,,oui,483077
sang dragon fin,0,,oui,483077
sangalette,0,,oui,483077
sangles,44,,non,483077
sangles de chanvre,1,,non,483077
sangles de cheval,1,,non,483077
sangles de corde,1,,non,483077
sangles pour malets,1,,non,483077
sanglier,1,,non,483077
sangsues,62,,non,483077
sangsues et vipères,3,,non,483077
sanguine,89,,non,483077
sanitaires,3,,non,483077
santal,0,,oui,483077
santal blanc,0,,oui,483077
santal Blanc,0,,oui,483077
santal citrin,0,,oui,483077
santal moulu,0,,oui,483077
santal rouge,0,,oui,483077
santnaires,0,,oui,483077
santuaire,0,,oui,483077
sapan,1,,non,483077
sapeline,1,,non,483077
saphirs taillés,1,,non,483077
sapien violet,1,,non,483077
sapin,33,,non,483077
sapin à bâtir,1,,non,483077
sapin à faire aviron,1,,non,483077
sapin à faire chevrons,1,,non,483077
sapin à faire comble,22,,non,483077
sapin à faire échelles,41,,non,483077
sapin à faire escabelle,3,,non,483077
sapin à faire gaffe,27,,non,483077
sapin à faire manches de pioches,1,,non,483077
sapin à pioches,32,,non,483077
sapin anspects,1,,non,483077
sapin comble,3,,non,483077
sapin en bloc,1,,non,483077
sapin petit,2,,non,483077
saquins,3,,non,483077
sarcelé,1,,non,483077
sarcelles,1,,non,483077
sardes,1,,non,483077
sardi de laine,1,,non,483077
sardinals,2,,non,483077
sardine,0,,oui,483077
sardines,229,,non,483077
sardines à l'huile,5,,non,483077
sardines apprêtées,3,,non,483077
sardines confites,5,,non,483077
sardines confites au vinaigre,1,,non,483077
sardines confites dans l'huile,4,,non,483077
sardines en saumure,1,,non,483077
sardines fraîches,11,,non,483077
sardines marinées et salées,3,,non,483077
sardines pressées,23,,non,483077
sardines pressées et salées,3,,non,483077
sardines salées,227,,non,483077
sareaux de toile,1,,non,483077
sarge,0,,oui,483077
sarge de Poitou,0,,oui,483077
sarge de Saint-Maixant,0,,oui,483077
sarge de soie,0,,oui,483077
sarge du Languedoc,0,,oui,483077
sargette,0,,oui,483077
sargette fine,0,,oui,483077
sargue,0,,oui,483077
sargue de fil et de laine,0,,oui,483077
sarions d'Eparts,0,,oui,483077
sarrions d'espars,2,,non,483077
sassafras,132,,non,483077
sasses,23,,non,483077
satin,121,,non,483077
satin à fleurs,2,,non,483077
satin blanc,2,,non,483077
satin blanc uni,0,,oui,483077
satin broché,3,,non,483077
satin broché en or,1,,non,483077
satin brodé,7,,non,483077
satin brodé couleur de paille,1,,non,483077
satin brodé de la Chine,1,,non,483077
satin brodé en or,1,,non,483077
satin brodé en soie de couleur,2,,non,483077
satin brodé en soie et or,2,,non,483077
satin brodé lit complet,1,,non,483077
satin brodé morceaux,1,,non,483077
satin brodé tapis,1,,non,483077
satin brodé toilette,1,,non,483077
satin de Chine,1,,non,483077
satin de Florence,1,,non,483077
satin de Florence et de Gênes,1,,non,483077
satin de laine,3,,non,483077
satin de laine de Roubaix,2,,non,483077
satin de laine et serge,1,,non,483077
satin de laine turc,17,Lainage,non,9470
satin de laine turc et serge,1,,non,483077
satin de retour,0,,oui,483077
satin de retour faute de vente,1,,non,483077
satin de soie,57,Soie,non,10385
satin des Indes,3,,non,483077
satin fil,2,,non,483077
satin gris,1,,non,483077
satin noir,1,,non,483077
satin pur coton,2,,non,483077
satin pur soie,1,,non,483077
satin rayé,10,,non,483077
satin soie en fil,1,,non,483077
satin soie et coton,1,,non,483077
satin soie et fil,2,,non,483077
satin turc,9,,non,483077
satin uni,12,,non,483077
satin uni et rayé,1,,non,483077
satinade,4,,non,483077
satinette,5,,non,483077
satinette de coton,1,Coton de toute espèce,non,8294
satinette de laine,3,Lainage,non,9470
satissoie,1,,non,483077
satte,1,,non,483077
Saturne,0,,oui,483077
Saturne en extrait,1,,non,483077
saucisses,20,,non,483077
saucisses de Boulogne,1,,non,483077
saucissons,421,,non,483077
saucissons salés,16,,non,483077
saude,1,,non,483077
sauge,2,,non,483077
saule de fer,2,,non,483077
saulx,2,,non,483077
saumon,44,,non,483077
saumon d'Écosse,4,,non,483077
saumon en daube,1,,non,483077
saumon frais,105,,non,483077
saumon fumé,69,,non,483077
saumon madré,1,,non,483077
saumon mariné,5,,non,483077
saumon mariné et salé,18,,non,483077
saumon salé,932,,non,483077
saumon salé et mariné,1,,non,483077
saumon salé et séché,5,,non,483077
saumon sec,1,,non,483077
saumonée,4,,non,483077
saumoule,0,,oui,483077
saumure,103,,non,483077
saumure salée,1,,non,483077
sauphas,1,,non,483077
saur,1,,non,483077
sauvagines,1,,non,483077
savine,2,,non,483077
savoine languine,1,,non,483077
savon,1962,,non,483077
savon blanc,90,,non,483077
savon blanc et marbré,1,,non,483077
savon blanc noir rouge marbré,2,,non,483077
savon d'Alicante,23,,non,483077
savon d'Espagne,1,,non,483077
savon de Gênes,1,,non,483077
savon de Marseille,18,,non,483077
savon de retour,1,,non,483077
savon de terre,1,,non,483077
savon et pruneaux,1,,non,483077
savon et sirop de sucre,1,,non,483077
savon et sucre,1,,non,483077
savon et verdet,1,,non,483077
savon et vert-de-gris,0,,oui,483077
savon gras,2,,non,483077
savon madré,82,,non,483077
savon marbré,250,,non,483077
savon mol,4,,non,483077
savon noir,94,,non,483077
savon vert,2,,non,483077
savonnettes,378,,non,483077
savonnettes de senteur,13,,non,483077
saye,0,,oui,483077
saye blanche,0,,oui,483077
saye blanche sans apprêt,0,,oui,483077
saye de Bruges,0,,oui,483077
saye de Liège,0,,oui,483077
saye teinte,0,,oui,483077
saye teinte aune,0,,oui,483077
sayessa,3,,non,483077
sayne,14,,non,483077
sayns,0,,oui,483077
scammonée,190,,non,483077
scammonnée,0,,oui,483077
scapa,1,,non,483077
scaps,4,,non,483077
sceaux de sapin,0,,oui,483077
schakos,2,,non,483077
schakos garnis,2,,non,483077
schakos sans garniture,2,,non,483077
scielle,1,,non,483077
scies,112,,non,483077
scies à moulu,1,,non,483077
scies communes,4,,non,483077
scies de fer,21,,non,483077
scies de long,1,,non,483077
scies fines,4,,non,483077
scies pour la Compagnie des Indes,1,,non,483077
scille maritime,1,,non,483077
scinque,1,,non,483077
scortins d'auf,1,,non,483077
sculptures,11,,non,483077
seamonnée,0,,oui,483077
seau à l'eau de sapin,0,,oui,483077
seau de Martre,0,,oui,483077
seaux,7,,non,483077
seaux à l'eau,1,,non,483077
seaux à l'eau de sapin,1,,non,483077
seaux cerclés de fer,2,,non,483077
seaux d'eau,1,,non,483077
seaux de bois,73,,non,483077
seaux de bois ferré,1,,non,483077
seaux de cuir,7,,non,483077
seaux de faïence,1,,non,483077
seaux de fer-blanc,1,,non,483077
seaux de sapin,8,,non,483077
seaux de veau,1,,non,483077
seaux de verre,1,,non,483077
seaux de vin,1,,non,483077
seaux ferrés,1,,non,483077
sébeste,49,,non,483077
secrétaire,6,,non,483077
secrétaire d'acajou,4,,non,483077
secrétaire de noyer,2,,non,483077
sege de Saint-Louis,2,,non,483077
segrin,1,,non,483077
seigle,1,,non,483077
seil de bois,2,,non,483077
seil de grain,3,,non,483077
seil de grains,0,,oui,483077
seilles de bois,0,,oui,483077
seivadille,0,,oui,483077
sel,1667,,non,483077
sel ammonisé,4,,non,483077
sel antarctique,8,,non,483077
sel arctique,2,,non,483077
sel artique,0,,oui,483077
sel blanc,13,,non,483077
sel blanc pour la pêche,2,,non,483077
sel chimique,296,,non,483077
sel chimique de Glauber,4,,non,483077
sel chimique de lait,2,,non,483077
sel chimique de nitre,2,,non,483077
sel chimique en gemme,0,,oui,483077
sel chimique gemme,5,,non,483077
sel commun,1,,non,483077
sel composé,3,,non,483077
sel d'absinthe (alsem),3,,non,483077
sel d'alsem,1,,non,483077
sel d'ammoniac,421,,non,483077
sel d'ammoniac brut ou en poudre,20,,non,483077
sel d'ammoniac raffiné,25,,non,483077
sel d'Angleterre,11,,non,483077
sel d'antimoine,2,,non,483077
sel d'Epsom,208,,non,483077
sel d'Epsom et Glauber,1,,non,483077
sel d'Espagne,5,,non,483077
sel d'étain,1,,non,483077
sel d'Oléron,42,,non,483077
sel d'Oléron de Ré,1,,non,483077
sel d'Olonne,2,,non,483077
sel d'opium,7,,non,483077
sel d'orseille,0,,oui,483077
sel d'oseille,10,,non,483077
sel de,1,,non,483077
sel de baryte,1,,non,483077
sel de boue,1,,non,483077
sel de Bourgneuf,151,,non,483077
sel de Bretagne,1,,non,483077
sel de carabé,1,,non,483077
sel de chimie,1,,non,483077
sel de corne de cerf,1,,non,483077
sel de duobus,0,,oui,483077
sel de fat ???,1,,non,483077
sel de Franche-Comté,1,,non,483077
sel de gemme,0,,oui,483077
sel de Glauber,59,,non,483077
sel de gruau,3,,non,483077
sel de grum,2,,non,483077
sel de lait,13,,non,483077
sel de Lorraine,1,,non,483077
sel de marais,2,,non,483077
sel de Marennes,21,,non,483077
sel de mer,20,,non,483077
sel de mer et de salins,35,,non,483077
sel de nitre,9,,non,483077
sel de paume,2,,non,483077
sel de plomb,1,,non,483077
sel de potasse,4,,non,483077
sel de prunelle,2,,non,483077
sel de Prusse,1,,non,483077
sel de Ré,111,,non,483077
sel de roche,4,,non,483077
sel de Rocq,1,,non,483077
sel de Saint-Gilles,1,,non,483077
sel de Saint-Hubert ou du Portugal,1,,non,483077
sel de samoine,2,,non,483077
sel de Saturne,249,,non,483077
sel de Saturne et autres,7,,non,483077
sel de sauvene,5,,non,483077
sel de seignette,0,,oui,483077
sel de Seignette,3,,non,483077
sel de seignette policreste et Glauber,0,,oui,483077
sel de Seignette policreste et Glauber,1,,non,483077
sel de tamarin,17,,non,483077
sel de tartaric,1,,non,483077
sel de tartre,8,,non,483077
sel de tartre émétique,1,,non,483077
sel de verre,14,,non,483077
sel de vitriol,2,,non,483077
sel des mines anglaises,1,,non,483077
sel des prises,3,,non,483077
sel des sables d'Olonne,1,,non,483077
sel dit beggere,1,,non,483077
sel du Croisic,205,,non,483077
sel du Poulinguen,53,,non,483077
sel duobus,0,,oui,483077
sel émétique,1,,non,483077
sel en boue,1,,non,483077
sel en gemme,0,,oui,483077
sel en gomme,1,,non,483077
sel en grabeau,1,,non,483077
sel en grain,4,,non,483077
sel en pain,1,,non,483077
sel gemme,40,,non,483077
sel Glauber,6,,non,483077
sel gris,4,,non,483077
sel gruau,1,,non,483077
sel grum,10,,non,483077
sel marin de marais,5,,non,483077
sel marin gemme,3,,non,483077
sel médicinal,48,,non,483077
sel médicinal divers,4,,non,483077
sel minéral,11,,non,483077
sel misay,1,,non,483077
sel mistry,22,,non,483077
sel ordinaire,32,,non,483077
sel oxalate aide de potasse (sel d'oseille),1,,non,483077
sel peccain,2,,non,483077
sel policreste,1,,non,483077
sel policreste et d'Epsom,1,,non,483077
sel pour la pêche libre,2,,non,483077
sel purgatif,1,,non,483077
sel regerat,1,,non,483077
sel Saturne,0,,oui,483077
sel sublimé,2,,non,483077
sel sucsin,3,,non,483077
sel sulfates de magnésie,0,,oui,483077
sel sulfates de soude,32,,non,483077
sel tartre émétique,0,,oui,483077
sel teint,1,,non,483077
sel végétal,3,,non,483077
