line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,valeur calculée,value,,,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
4807,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Mercerie,,,11134,,,,,5567,,2,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4808,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Nattes,,,4000,,,,,8000,en nombre,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4809,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,noir de fumée,,,11100,,,,,37000,baril,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4810,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Piment,,,"317,8",,,,,454,livres,"0,7",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4811,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Planches de Sapin,,,"8455,5",,,,,11274,en nombre,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4812,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Plomb en Saumon,,,1209,,,,,4836,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4813,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Quincaille,,,"158,25",,,,,211,livres,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4814,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Morceaux de sapin de 20 pieds,,,660,,,,,132,en nombre,5,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4814,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Morceaux de sapin de 3 pieds,,,99,,,,,132,en nombre,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4815,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,rasade,,,4998,,,,,4165,livres,"1,2",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4816,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,soliveaux de 20 pieds,,,120,,,,,15,pièces,8,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4816,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,soliveaux de 15 pieds,,,1000,,,,,250,pièces,4,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4817,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,toile platille,,,"158172,25",,,,,37217,piece,"4,25",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4818,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,toile a voile,,,8415,,,,,7650,pièces,"1,1",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4819,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Verres communs,,,"728,4",,,,,607,livres,"1,2",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4820,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,verroterie,,,1980,,,,,1650,livres,"1,2",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4821,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,vin ,,,300,,,,,5,tierçons,60,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4821,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,vin ,,,45,,,,,60,pots,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4822,Local,1768,Nantes,,Portugal,Imports,bois de Brezil en buches,,,21663,,,,,24070,livres,"0,425",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4823,Local,1768,Nantes,,Portugal,Imports,citrons,,,6750,,,,,675,caisse,10,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4824,Local,1768,Nantes,,Portugal,Imports,cocos,,,2808,,,,,156000,en nombre,"0,018",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4825,Local,1768,Nantes,,Portugal,Imports,figues,,,2001,,,,,20010,livres,"0,1",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4826,Local,1768,Nantes,,Portugal,Imports,huile d’olive,,,12821,,,,,25642,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4827,Local,1768,Nantes,,Portugal,Imports,huile de poisson,,,"10762,5",,,,,43050,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4828,Local,1768,Nantes,,Portugal,Imports,marchandise melées,,,0,111,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,111,,,,,,,,,
4829,Local,1768,Nantes,,Portugal,Imports,vin de Portugal,,,170,,,,,170,pots,1,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4830,Local,1768,Nantes,,De Russie,Imports,barres d’anspects,,,105,,,,,420,en nombre,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4831,Local,1768,Nantes,,De Russie,Imports,morceaux de bois de chêne,,,1800,,,,,600,pièces,3,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4832,Local,1768,Nantes,,De Russie,Imports,bois merrain à pipes,,,264,,,,,440,en nombre,"0,6",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4833,Local,1768,Nantes,,De Russie,Imports,chanvre cru,,,202709,,,,,810836,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4834,Local,1768,Nantes,,De Russie,Imports,cuirs de russie,,,927,,,,,618,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4835,Local,1768,Nantes,,De Russie,Imports,fer en barres,,,"17873,55",,,,,119157,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4836,Local,1768,Nantes,,De Russie,Imports,fourrures de robes de chambre,,,100,,,,,2,en nombre,50,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4837,Local,1768,Nantes,,De Russie,Imports,Lin cru,,,"158,5",,,,,317,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4838,Local,1768,Nantes,,De Russie,Imports,Marchandises melées,,,0,132,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,132,,,,,,,,,
4839,Local,1768,Nantes,,De Russie,Imports,Mats,,,1300,,,,,13,en nombre,100,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4840,Local,1768,Nantes,,De Russie,Imports,matreaux,,,580,,,,,58,en nombre,10,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4841,Local,1768,Nantes,,De Russie,Imports,Planches de Sapin,,,"11139,75",,,,,14853,en nombre,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4842,Local,1768,Nantes,,De Russie,Imports,sapins à faire gaffe,,,762,,,,,1524,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4843,Local,1768,Nantes,,De Russie,Imports,Suif,,,4245,,,,,8490,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4844,Local,1768,Nantes,,De Russie,Imports,Toile à voile,,,"19786,8",,,,,17988,livres,"1,1",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4845,Local,1768,Nantes,,De Suède,Imports,Alun,,,5598,,,,,6220,livres,"0,2875",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4846,Local,1768,Nantes,,De Suède,Imports,acier,,,"193882,5",,,,,258510,livres,"0,275",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4847,Local,1768,Nantes,,De Suède,Imports,morceaux de bois de chêne,,,930,,,,,310,pièces,3,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4848,Local,1768,Nantes,,De Suède,Imports,bois a bruler,,,90,,,,,6,corde,15,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4849,Local,1768,Nantes,,De Suède,Imports,bois merrain à barriques,,,"349,2",,,,,1164,douelle,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4850,Local,1768,Nantes,,De Suède,Imports,bray gras,,,20213,,,,,1189,baril,17,Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4851,Local,1768,Nantes,,De Suède,Imports,carreaux de pierres  ,,,200,,,,,800,en nombre,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,10,,,,,,,,0,,,,,,,,,
4852,Local,1768,Nantes,,De Suède,Imports,cloux de fer,,,879,,,,,2930,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4853,Local,1768,Nantes,,De Suède,Imports,Cuivre Rouge,,,"708,8",,,,,443,livres,"1,6",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4854,Local,1768,Nantes,,De Suède,Imports,espars,,,99,,,,,132,pièces,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4855,Local,1768,Nantes,,De Suède,Imports,Fer en barre,,,137736,,,,,918240,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4856,Local,1768,Nantes,,De Suède,Imports,fer blanc simple,,,5000,,,,,40,baril,125,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4857,Local,1768,Nantes,,De Suède,Imports,fer en taule,,,"2893,1",,,,,8266,livres,"0,35",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4858,Local,1768,Nantes,,De Suède,Imports,fil de fer,,,350,,,,,700,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4859,Local,1768,Nantes,,De Suède,Imports,gamelles,,,"2262,4",,,,,11312,en nombre,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4860,Local,1768,Nantes,,De Suède,Imports,Gaudron,,,41922,,,,,2466,barils,17,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4861,Local,1768,Nantes,,De Suède,Imports,harans blancs,,,2720,,,,,13600,livres,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4862,Local,1768,Nantes,,De Suède,Imports,Huile de Poisson,,,"103,75",,,,,415,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4863,Local,1768,Nantes,,De Suède,Imports,laine en suin,,,44000,,,,,44000,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4864,Local,1768,Nantes,,De Suède,Imports,marchansies melées,,,0,298,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,298,,,,,,,,,
4865,Local,1768,Nantes,,De Suède,Imports,planches de sapin,,,10500,,,,,14000,en nombre,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4866,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,aliane en feuille,,,#VALEUR !,,,,,45,livres,,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4867,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,argenterie vielle,,,2400,,,,,50,marcs,48,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4868,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,bois d’acajou,,,8895,,,,,5930,pièces,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,à vérifier (note sous la ligne : inférieur à l’étr.),0,,,,,,,,,
4869,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,bois de bresil,,,1950,,,,,19500,livres,"0,1",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4870,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Bois de Campêche,,,253692,,,,,317115,livres,"0,0875",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4871,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,bois de gayac,,,"4005,75",,,,,133525,livres,"0,03",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4872,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,bois à meubles,,,"6412,5",,,,,4275,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4873,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Cacao,,,100359,,,,,167265,livres,"0,6",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4874,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Caffé,,,"4408651,5",,,,,3833610,livres,"0,675",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4875,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,canefice,,,"3342,95",,,,,5143,livres,"0,65",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4876,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,chocolats,,,265,,,,,212,livres,"1,25",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4877,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,cire jaune,,,"85,5",,,,,57,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4878,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,confitures,,,"9347,2",,,,,11684,livres,"0,5625",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4879,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,coquillages,,,113,,,,,113,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4880,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,coton en laine,,,1049233,,,,,1049233,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4881,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,cuirs en poil,,,50778,,,,,8463,pièces,6,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4882,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,cuivre vieux,,,"4645,8",,,,,5162,livres,"0,9",Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4883,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,dents de morphil,,,15548,,,,,7774,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4884,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,ecaille de cahouanne,,,1624,,,,,406,livres,4,Nantes -- 1768 -- Imports -- AD44_C717,,11,,,,,,,,0,,,,,,,,,
4885,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,ecaille de tortuë,,,11176,,,,,1397,livres,8,Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4886,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,fonte vielle,,,"897,75",,,,,1197,livres,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4887,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Gingembre,,,3102,,,,,15510,livres,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4888,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Huile de Palme,,,1005,,,,,670,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4889,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Indigo,,,"1641753,8",,,,,356903,livres,"4,6",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4890,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Jus de Citron,,,759,,,,,1518,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4891,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Liqueurs,,,2860,,,,,2860,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4892,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,manchandises mélées,,,0,450,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,450,,,,,,,,,
4893,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,noix d’acajou,,,192,,,,,384,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4894,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Oranges,,,"122,5",,,,,2450,en nombre,"0,05",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4895,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Rocou,,,"24217,6",,,,,30272,livres,"0,8",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4896,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Sirop des Isles,,,6461,,,,,9940,livres,"0,175",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4897,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,Sucre brut,,,4864900,,,,,24324500,livres,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4898,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,sucre terré,,,3667545,,,,,10478700,livres,"0,35",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4899,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,sucre tête,,,"976418,75",,,,,3905675,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4900,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,taffia,,,54500,,,,,545,barique,100,Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
4901,Local,1768,Nantes,,Isles françoises de L'Amerique,Imports,thé,,,"334,5",,,,,223,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,12,,,,,,,,0,,,,,,,,,
