numrodeligne,dataentryby,source,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Remarques
374,Hasna,CCI Marseille - I 29,6,1741,Import,Liqueurs a boire,Marseille,Savoye et Piemont,"150,50",livres,"0,8000000","120,00","-0,40",
375,Hasna,CCI Marseille - I 29,6,1741,Import,Laine pellade,Marseille,Savoye et Piemont,"4 375,00",livres,"0,3500000","1531,00","-0,25",
376,Hasna,CCI Marseille - I 29,6,1741,Import,Mule,Marseille,Savoye et Piemont,"1,00",nombre,"150,0000000","150,00","0,00",1 mule estimé à 150 livres; en valeur
377,Hasna,CCI Marseille - I 29,6,1741,Import,Mulet,Marseille,Savoye et Piemont,"1,00",nombre,"150,0000000","150,00","0,00",2 mule estimé à 150 livres; en valeur
378,Hasna,CCI Marseille - I 29,6,1741,Import,Merluche,Marseille,Savoye et Piemont,"30,00",livres,"0,2000000","6,00","0,00",
379,Hasna,CCI Marseille - I 29,6,1741,Import,Maquet,Marseille,Savoye et Piemont,"173,50",barrils,"0,8000000","139,00","0,20",
380,Hasna,CCI Marseille - I 29,6,1741,Import,Mercerie,Marseille,Savoye et Piemont,"370,00",livres,"3,0000000","1110,00","0,00",
381,Hasna,CCI Marseille - I 29,6,1741,Import,Mules de moulin,Marseille,Savoye et Piemont,"2,00",nombre,"60,0000000","120,00","0,00","erreur de transcription, lire ""meules de moulin"""
382,Hasna,CCI Marseille - I 29,6,1741,Import,Noisettes,Marseille,Savoye et Piemont,"800,00",livres,"0,1000000","80,00","0,00",
383,Hasna,CCI Marseille - I 29,6,1741,Import,Noisettes,Marseille,Savoye et Piemont,"4,50",charges,"12,0000000","48,00","-6,00",erreur de calcul
384,Hasna,CCI Marseille - I 29,6,1741,Import,Oranges,Marseille,Savoye et Piemont,"11 500,00",milliers,"0,0400000","460,00","0,00","11,5 milliers d'orange à 0,04 livres le millier"
385,Hasna,CCI Marseille - I 29,6,1741,Import,Ouvrages de soye,Marseille,Savoye et Piemont,"3,00",livres,"40,0000000","120,00","0,00",
386,Hasna,CCI Marseille - I 29,7,1741,Import,Poisson salé,Marseille,Savoye et Piemont,"220,00",livres,"0,2000000","44,00","0,00",
387,Hasna,CCI Marseille - I 29,7,1741,Import,Poix raisine,Marseille,Savoye et Piemont,"500,00",livres,"0,0700000","35,00","0,00",
388,Hasna,CCI Marseille - I 29,7,1741,Import,Perruques communes,Marseille,Savoye et Piemont,"3,00",nombre,"10,0000000","30,00","0,00",
389,Hasna,CCI Marseille - I 29,7,1741,Import,Papiers grossiers,Marseille,Savoye et Piemont,"175,00",livres,"0,2500000","43,00","-0,75",
390,Hasna,CCI Marseille - I 29,7,1741,Import,Pelleterie blanche,Marseille,Savoye et Piemont,"945,00",livres,"1,0000000","948,00","3,00",erreur de calcul
391,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de mouton en laine,Marseille,Savoye et Piemont,"7,00",douzaines,"10,0000000","70,00","0,00",
392,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de veau en poil,Marseille,Savoye et Piemont,"166,00",nombre,"1,2500000","207,00","-0,50",
393,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de veau en poil,Marseille,Savoye et Piemont,"1 533,00",livres,"0,5000000","766,00","-0,50",
394,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de chevre en poil,Marseille,Savoye et Piemont,"7,00",douzaines,"12,0000000","84,00","0,00",
395,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de chevre en poil,Marseille,Savoye et Piemont,"200,00",livres,"0,5000000","100,00","0,00",
396,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de chien de mer,Marseille,Savoye et Piemont,"30,00",livres,"0,4000000","12,00","0,00",
397,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de chagrin,Marseille,Savoye et Piemont,"50,00",livres,"1,0000000","50,00","0,00",
398,Hasna,CCI Marseille - I 29,7,1741,Import,Peaux de lapins,Marseille,Savoye et Piemont,"1,00",douzaines,"1,2000000","1,00","-0,20",
399,Hasna,CCI Marseille - I 29,7,1741,Import,Porcelaine commune,Marseille,Savoye et Piemont,"500,00",livres,"0,2000000","100,00","0,00",
400,Hasna,CCI Marseille - I 29,7,1741,Import,Plomb en grenaille,Marseille,Savoye et Piemont,"500,00",livres,"0,2500000","125,00","0,00",
401,Hasna,CCI Marseille - I 29,7,1741,Import,Palmes,Marseille,Savoye et Piemont,"1 400,00",nombre,"0,1500000","210,00","0,00",
402,Hasna,CCI Marseille - I 29,7,1741,Import,Poutres de sapin,Marseille,Savoye et Piemont,"17,00",douzaines,"10,0000000","170,00","0,00",
403,Hasna,CCI Marseille - I 29,7,1741,Import,Planches de sapin,Marseille,Savoye et Piemont,"147,25",douzaines,"9,0000000","1325,00","-0,25",
404,Hasna,CCI Marseille - I 29,7,1741,Import,Platres,Marseille,Savoye et Piemont,"641,00",charges,"3,0000000","1923,00","0,00",
405,Hasna,CCI Marseille - I 29,7,1741,Import,Quincailles de bois ,Marseille,Savoye et Piemont,"100,00",livres,"1,0000000","100,00","0,00",
406,Hasna,CCI Marseille - I 29,7,1741,Import,Riz,Marseille,Savoye et Piemont,"18 175,00",livres,"0,1000000","1817,00","-0,50",
407,Hasna,CCI Marseille - I 29,7,1741,Import,Rossols ,Marseille,Savoye et Piemont,"50,00",livres,"1,0000000","50,00","0,00",
408,Hasna,CCI Marseille - I 29,7,1741,Import,Racines,Marseille,Savoye et Piemont,"1 400,00",livres,"0,5000000","700,00","0,00",
409,Hasna,CCI Marseille - I 29,7,1741,Import,Ratine,Marseille,Savoye et Piemont,"3,00",pieces,"70,0000000","210,00","0,00",
410,Hasna,CCI Marseille - I 29,7,1741,Import,Sardines salées,Marseille,Savoye et Piemont,"16,00",barils,"10,0000000","160,00","0,00",
411,Hasna,CCI Marseille - I 29,7,1741,Import,Saumure,Marseille,Savoye et Piemont,"8,00",barils,"10,0000000","80,00","0,00",
412,Hasna,CCI Marseille - I 29,7,1741,Import,Soude,Marseille,Savoye et Piemont,"675,00",livres,"0,0800000","54,00","0,00",
413,Hasna,CCI Marseille - I 29,7,1741,Import,Toille blanche  ,Marseille,Savoye et Piemont,"16,00",pieces,"30,0000000","480,00","0,00",
414,Hasna,CCI Marseille - I 29,7,1741,Import,Toille blanche  ,Marseille,Savoye et Piemont,"126,00",canes,"1,5000000","189,00","0,00",
415,Hasna,CCI Marseille - I 29,7,1741,Import,Toille blanche  ,Marseille,Savoye et Piemont,"14,00",aunes,"1,0000000","14,00","0,00",
416,Hasna,CCI Marseille - I 29,7,1741,Import,Toille vernante,Marseille,Savoye et Piemont,"9,00",pieces,"24,0000000","216,00","0,00",
417,Hasna,CCI Marseille - I 29,7,1741,Import,Toille de bretagne,Marseille,Savoye et Piemont,"80,00",livres,"1,5000000","120,00","0,00",
418,Hasna,CCI Marseille - I 29,7,1741,Import,Toille crüe de menage,Marseille,Savoye et Piemont,"29,00",pieces,"20,0000000","580,00","0,00",
419,Hasna,CCI Marseille - I 29,7,1741,Import,Toille crüe de menage,Marseille,Savoye et Piemont,"88,00",canes,"1,0000000","88,00","0,00",
420,Hasna,CCI Marseille - I 29,7,1741,Import,Toille d'embalage,Marseille,Savoye et Piemont,"26,00",pieces,"25,0000000","650,00","0,00",
421,Hasna,CCI Marseille - I 29,7,1741,Import,Terre de procelaine,Marseille,Savoye et Piemont,"1 975,00",livres,"0,0050000","9,00","-0,88",
422,Hasna,CCI Marseille - I 29,7,1741,Import,Vermichel,Marseille,Savoye et Piemont,"16 538,00",livres,"0,2000000","3307,00","-0,60",
423,Hasna,CCI Marseille - I 29,7,1741,Import,Anchois,Marseille,Italie,"21,00",livres,"10,0000000","210,00","0,00",
424,Hasna,CCI Marseille - I 29,7,1741,Import,Anchois,Marseille,Italie,"31 410,00",livres,"0,5000000","15705,00","0,00",
425,Hasna,CCI Marseille - I 29,7,1741,Import,Amandes ,Marseille,Italie,"339 950,00",livres,"0,2000000","67990,00","0,00",
426,Hasna,CCI Marseille - I 29,7,1741,Import,Ails,Marseille,Italie,"13,50",charges,"15,0000000","202,00","-0,50",
427,Hasna,CCI Marseille - I 29,7,1741,Import,Ails,Marseille,Italie,"7 700,00",livres,"0,0700000","539,00","0,00",
428,Hasna,CCI Marseille - I 29,7,1741,Import,Anis vert,Marseille,Italie,"21 186,00",livres,"0,1000000","2118,00","-0,60",
429,Hasna,CCI Marseille - I 29,7,1741,Import,Arcenic,Marseille,Italie,"450,00",livres,"0,3000000","135,00","0,00",
430,Hasna,CCI Marseille - I 29,7,1741,Import,Amomium,Marseille,Italie,"360,00",livres,"2,0000000","720,00","0,00",
431,Hasna,CCI Marseille - I 29,7,1741,Import,Amidon,Marseille,Italie,"44 875,00",livres,"0,2000000","8975,00","0,00",
432,Hasna,CCI Marseille - I 29,7,1741,Import,Azur commun,Marseille,Italie,"2 000,00",livres,"0,6000000","1200,00","0,00",
433,Hasna,CCI Marseille - I 29,7,1741,Import,Alun,Marseille,Italie,"999 275,00",livres,"0,1600000","159884,00","0,00",
434,Hasna,CCI Marseille - I 29,7,1741,Import,Ambre jaune,Marseille,Italie,"100,00",livres,"2,5000000","250,00","0,00",
435,Hasna,CCI Marseille - I 29,7,1741,Import,Amadou,Marseille,Italie,"1 275,00",livres,"0,8000000","1020,00","0,00",
436,Hasna,CCI Marseille - I 29,7,1741,Import,Alayes,Marseille,Italie,"30,00",pieces,"3,0000000","90,00","0,00",
437,Hasna,CCI Marseille - I 29,7,1741,Import,Acier,Marseille,Italie,"12 800,00",livres,"0,3500000","4480,00","0,00",
438,Hasna,CCI Marseille - I 29,7,1741,Import,Ancres de fer ,Marseille,Italie,"37 150,00",livres,"0,2000000","7430,00","0,00",
439,Hasna,CCI Marseille - I 29,7,1741,Import,Avirons ,Marseille,Italie,"716,00",paires,"3,5000000","2506,00","0,00",
440,Hasna,CCI Marseille - I 29,7,1741,Import,Avirons ,Marseille,Italie,"725,00",livres,"0,0500000","36,00","-0,25",
441,Hasna,CCI Marseille - I 29,7,1741,Import,Auf ouvré,Marseille,Italie,"825,00",livres,"0,1200000","99,00","0,00",
442,Hasna,CCI Marseille - I 29,7,1741,Import,Arquifou,Marseille,Italie,"826 450,00",livres,"0,1500000","123967,00","-0,50",
443,Hasna,CCI Marseille - I 29,7,1741,Import,Ardoises,Marseille,Italie,"2 150,00",livres,"0,0500000","107,00","-0,50",
444,Hasna,CCI Marseille - I 29,7,1741,Import,Arbres fruitiers,Marseille,Italie,"6 500,00",livres,"0,1000000","650,00","0,00",
445,Hasna,CCI Marseille - I 29,7,1741,Import,Bœuf salé,Marseille,Italie,"6 000,00",livres,"0,2000000","1200,00","0,00",
446,Hasna,CCI Marseille - I 29,7,1741,Import,Bled fromen,Marseille,Italie,"61 815,00",charges,"20,0000000","1236300,00","0,00",
447,Hasna,CCI Marseille - I 29,7,1741,Import,Bled fromen,Marseille,Italie,"1 350,00",septiers,"7,5000000","10125,00","0,00",
448,Hasna,CCI Marseille - I 29,7,1741,Import,Biscuit de mer,Marseille,Italie,"67,00",livres,"0,1500000","10,00","-0,05",
449,Hasna,CCI Marseille - I 29,7,1741,Import,Beurre,Marseille,Italie,"2 188,00",livres,"0,2500000","547,00","0,00",
450,Hasna,CCI Marseille - I 29,7,1741,Import,Bergamottes,Marseille,Italie,"14,00",milliers,"40,0000000","560,00","0,00",
451,Hasna,CCI Marseille - I 29,7,1741,Import,Bray,Marseille,Italie,"5 100,00",livres,"0,0900000","458,00","-1,00",erreur de calcul
452,Hasna,CCI Marseille - I 29,7,1741,Import,Bigons,Marseille,Italie,"250,00",livres,"0,2000000","50,00","0,00",
453,Hasna,CCI Marseille - I 29,7,1741,Import,Bas de soye,Marseille,Italie,"60,00",paires,"10,0000000","600,00","0,00",
454,Hasna,CCI Marseille - I 29,7,1741,Import,Bas de soye,Marseille,Italie,"2 641,25",onces,"30,0000000","79237,00","-0,50",2641 livres et 4 onces à 30 livres unité
455,Hasna,CCI Marseille - I 29,7,1741,Import,Bas d'estames,Marseille,Italie,"72,00",paires,"3,0000000","216,00","0,00",
456,Hasna,CCI Marseille - I 29,7,1741,Import,Bas d'estames,Marseille,Italie,"550,00",livres,"9,0000000","4950,00","0,00",
457,Hasna,CCI Marseille - I 29,7,1741,Import,Bas de laine,Marseille,Italie,"1 785,00",livres,"6,0000000","10710,00","0,00",
458,Hasna,CCI Marseille - I 29,7,1741,Import,Bas et bonnets de coton,Marseille,Italie,"27 316,00",livres,"6,0000000","163896,00","0,00",
459,Hasna,CCI Marseille - I 29,7,1741,Import,Bas de fil,Marseille,Italie,"960,00",douzaines de paires,"18,0000000","17280,00","0,00",80 douzaines de paires de bas de fil à 18 livres la paire
460,Hasna,CCI Marseille - I 29,7,1741,Import,Bas de fil,Marseille,Italie,"6 713,00",livres,"5,0000000","33565,00","0,00",
461,Hasna,CCI Marseille - I 29,7,1741,Import,Bas de coton pour enfant,Marseille,Italie,"37,00",douzaines de paires,"3,0000000","111,00","0,00",
462,Hasna,CCI Marseille - I 29,7,1741,Import,Bonnets de laine,Marseille,Italie,"1 109,00",douzaines,"9,0000000","9981,00","0,00",
463,Hasna,CCI Marseille - I 29,7,1741,Import,Bonnets de toile,Marseille,Italie,"134,00",douzaines,"4,5000000","603,00","0,00",
464,Hasna,CCI Marseille - I 29,7,1741,Import,Bours en soye,Marseille,Italie,"48,00",pieces,"25,0000000","1200,00","0,00",
465,Hasna,CCI Marseille - I 29,7,1741,Import,Bours fil et coton,Marseille,Italie,"100,00",pieces,"2,0000000","200,00","0,00",
466,Hasna,CCI Marseille - I 29,8,1741,Import,Bourre de soye,Marseille,Italie,"2 781,00",livres,"1,5000000","4171,00","-0,50",
467,Hasna,CCI Marseille - I 29,8,1741,Import,Bourre de bœuf,Marseille,Italie,"3 000,00",livres,"0,1000000","300,00","0,00",
468,Hasna,CCI Marseille - I 29,8,1741,Import,Boutons de fil,Marseille,Italie,"5,00",livres,"6,0000000","30,00","0,00",
469,Hasna,CCI Marseille - I 29,8,1741,Import,Babouches,Marseille,Italie,"694,00",douzaines,"24,0000000","16656,00","0,00",
470,Hasna,CCI Marseille - I 29,8,1741,Import,Bronse,Marseille,Italie,"550,00",livres,"1,2000000","660,00","0,00",
471,Hasna,CCI Marseille - I 29,8,1741,Import,Bouteilles de verre,Marseille,Italie,"1 200,00",livres,"0,2000000","240,00","0,00",
472,Hasna,CCI Marseille - I 29,8,1741,Import,Balays de palme,Marseille,Italie,"6 300,00",douzaines,"0,9000000","5670,00","0,00",
473,Hasna,CCI Marseille - I 29,8,1741,Import,Bourds ,Marseille,Italie,"69 400,00",livres,"0,0500000","3470,00","0,00",
474,Hasna,CCI Marseille - I 29,8,1741,Import,Bois de Bresil,Marseille,Italie,"9 575,00",livres,"0,2500000","2393,00","-0,75",
475,Hasna,CCI Marseille - I 29,8,1741,Import,Bois de campech,Marseille,Italie,"279,00",livres,"0,1500000","41,00","-0,85",
476,Hasna,CCI Marseille - I 29,8,1741,Import,Bois d'olivier,Marseille,Italie,"3 658 300,00",livres,"0,0500000","182915,00","0,00",
477,Hasna,CCI Marseille - I 29,8,1741,Import,Bois fustes,Marseille,Italie,"59 875,00",livres,"0,0500000","2993,00","-0,75",
478,Hasna,CCI Marseille - I 29,8,1741,Import,Bois de buys,Marseille,Italie,"3 625,00",livres,"0,1500000","548,00","4,25",erreur de calcul
479,Hasna,CCI Marseille - I 29,8,1741,Import,Bois pour crible,Marseille,Italie,"75 250,00",livres,"0,2000000","15050,00","0,00",
480,Hasna,CCI Marseille - I 29,8,1741,Import,Bois ouvré,Marseille,Italie,"475,00",livres,"0,0300000","14,00","-0,25",
481,Hasna,CCI Marseille - I 29,8,1741,Import,Bois a bruler,Marseille,Italie,"2 363 400,00",livres,"0,0090000","21270,00","-0,60",
482,Hasna,CCI Marseille - I 29,8,1741,Import,Barre de cabestan,Marseille,Italie,"2 528,00",En nombre,"0,2500000","632,00","0,00",
483,Hasna,CCI Marseille - I 29,8,1741,Import,Bordages de cheynes,Marseille,Italie,"125,00",En nombre,"60,0000000","7500,00","0,00",
484,Hasna,CCI Marseille - I 29,8,1741,Import,Barils vuides,Marseille,Italie,"975,00",En nombre,"1,5000000","1462,00","-0,50",
485,Hasna,CCI Marseille - I 29,8,1741,Import,Bats de mulets,Marseille,Italie,"54,00",douzaines,"120,0000000","6480,00","0,00",
486,Hasna,CCI Marseille - I 29,8,1741,Import,Baguettes de fuzils,Marseille,Italie,"8,00",En nombre,"5,0000000","40,00","0,00",800 baguettes de fuzils à 5 livres le cent
487,Hasna,CCI Marseille - I 29,8,1741,Import,Baguettes de fuzils,Marseille,Italie,"1,00",valeur,"30,0000000","30,00","0,00",en valeur
488,Hasna,CCI Marseille - I 29,8,1741,Import,Chevaux,Marseille,Italie,"5,00",En nombre,"100,0000000","500,00","0,00",
489,Hasna,CCI Marseille - I 29,8,1741,Import,Chair salée,Marseille,Italie,"136,00",livres,"0,2500000","34,00","0,00",
490,Hasna,CCI Marseille - I 29,8,1741,Import,Citrons  ,Marseille,Italie,"1 993,00",milliers,"15,0000000","29895,00","0,00",
491,Hasna,CCI Marseille - I 29,8,1741,Import,Citrons  ,Marseille,Italie,"208 500,00",livres,"0,0500000","10425,00","0,00",
492,Hasna,CCI Marseille - I 29,8,1741,Import,Cedras,Marseille,Italie,"4 588,00",livres,"0,1000000","458,00","-0,80",
493,Hasna,CCI Marseille - I 29,8,1741,Import,Chataignes,Marseille,Italie,"37 525,00",livres,"0,0500000","1876,00","-0,25",
494,Hasna,CCI Marseille - I 29,8,1741,Import,Confitures,Marseille,Italie,"61 850,00",livres,"0,7500000","46387,00","-0,50",
495,Hasna,CCI Marseille - I 29,8,1741,Import,Capres,Marseille,Italie,"8 650,00",livres,"0,2200000","1903,00","0,00",
496,Hasna,CCI Marseille - I 29,8,1741,Import,Champignons,Marseille,Italie,"600,00",livres,"0,5000000","300,00","0,00",
497,Hasna,CCI Marseille - I 29,8,1741,Import,Chocolat,Marseille,Italie,"3 537,00",livres,"3,0000000","10611,00","0,00",
498,Hasna,CCI Marseille - I 29,8,1741,Import,Cacao,Marseille,Italie,"16 930,00",livres,"1,3000000","22009,00","0,00",
499,Hasna,CCI Marseille - I 29,8,1741,Import,Cumin,Marseille,Italie,"477 350,00",livres,"0,1700000","81149,00","-0,50",
500,Hasna,CCI Marseille - I 29,8,1741,Import,Cinetrium,Marseille,Italie,"100,00",livres,"5,0000000","500,00","0,00",
501,Hasna,CCI Marseille - I 29,8,1741,Import,Cantarides,Marseille,Italie,"3 450,00",livres,"4,0000000","13800,00","0,00",
502,Hasna,CCI Marseille - I 29,8,1741,Import,Carubi,Marseille,Italie,"390,00",livres,"0,0500000","19,00","-0,50",
503,Hasna,CCI Marseille - I 29,8,1741,Import,Canelle,Marseille,Italie,"200,00",livres,"6,0000000","1200,00","0,00",
504,Hasna,CCI Marseille - I 29,8,1741,Import,Collequinte,Marseille,Italie,"100,00",livres,"1,5000000","150,00","0,00",
505,Hasna,CCI Marseille - I 29,8,1741,Import,Cochenille,Marseille,Italie,"11 218,00",livres,"20,0000000","224360,00","0,00",
506,Hasna,CCI Marseille - I 29,8,1741,Import,Couperose verte,Marseille,Italie,"109 700,00",livres,"0,0750000","8227,00","-0,50",
507,Hasna,CCI Marseille - I 29,8,1741,Import,Creme de tartre,Marseille,Italie,"1 100,00",livres,"0,3500000","385,00","0,00",
508,Hasna,CCI Marseille - I 29,8,1741,Import,Carrouges,Marseille,Italie,"125 000,00",livres,"0,0600000","7500,00","0,00",
509,Hasna,CCI Marseille - I 29,8,1741,Import,Carret,Marseille,Italie,"2 500,00",livres,"4,0000000","10000,00","0,00",
510,Hasna,CCI Marseille - I 29,8,1741,Import,Cire d'Espagne,Marseille,Italie,"300,00",livres,"4,0000000","1200,00","0,00",
511,Hasna,CCI Marseille - I 29,8,1741,Import,Cire blanche,Marseille,Italie,"500,00",livres,"1,5000000","750,00","0,00",
512,Hasna,CCI Marseille - I 29,8,1741,Import,Cire jaune,Marseille,Italie,"2 295,00",livres,"1,1500000","2638,00","-1,25",
513,Hasna,CCI Marseille - I 29,8,1741,Import,Chandelle,Marseille,Italie,"58 770,00",livres,"0,4500000","26446,00","-0,50",
514,Hasna,CCI Marseille - I 29,8,1741,Import,Corail brut,Marseille,Italie,"2 060,00",livres,"1,5000000","3090,00","0,00",
515,Hasna,CCI Marseille - I 29,8,1741,Import,Corail blanc,Marseille,Italie,"1 920,00",livres,"0,5000000","960,00","0,00",
516,Hasna,CCI Marseille - I 29,8,1741,Import,Colle forte,Marseille,Italie,"4 500,00",livres,"0,4000000","1800,00","0,00",
517,Hasna,CCI Marseille - I 29,8,1741,Import,Colle a papier,Marseille,Italie,"9 000,00",livres,"0,0600000","540,00","0,00",
518,Hasna,CCI Marseille - I 29,8,1741,Import,Coucons de vers a soye,Marseille,Italie,"1 870,00",livres,"1,5000000","2805,00","0,00",
519,Hasna,CCI Marseille - I 29,8,1741,Import,Ceintures de soye,Marseille,Italie,"16,00",douzaines,"144,0000000","2304,00","0,00",
520,Hasna,CCI Marseille - I 29,8,1741,Import,Couvertures de soye,Marseille,Italie,"20,00",nombre,"40,0000000","800,00","0,00",
521,Hasna,CCI Marseille - I 29,8,1741,Import,Couvertures de coton,Marseille,Italie,"1 632,00",nombre,"6,0000000","9792,00","0,00",
522,Hasna,CCI Marseille - I 29,8,1741,Import,Couvertures fil et coton,Marseille,Italie,"4 837,00",livres,"2,0000000","9674,00","0,00",
523,Hasna,CCI Marseille - I 29,8,1741,Import,Couvertures de laine,Marseille,Italie,"1 901,00",livres,"12,0000000","22812,00","0,00",
524,Hasna,CCI Marseille - I 29,8,1741,Import,Couvertures d'indienne ,Marseille,Italie,"240,00",pieces,"10,0000000","2400,00","0,00",
525,Hasna,CCI Marseille - I 29,8,1741,Import,Capots,Marseille,Italie,"184,00",pieces,"8,0000000","1472,00","0,00",
526,Hasna,CCI Marseille - I 29,8,1741,Import,Ceintures de laine,Marseille,Italie,"22,00",douzaines,"2,5000000","55,00","0,00",
527,Hasna,CCI Marseille - I 29,8,1741,Import,Chemises vieilles,Marseille,Italie,"8,00",douzaines,"12,0000000","96,00","0,00",8 douzaines de chemises vieilles estimées à 96 livres
528,Hasna,CCI Marseille - I 29,8,1741,Import,Culottes de toille,Marseille,Italie,"24,00",douzaines,"15,0000000","360,00","0,00",
529,Hasna,CCI Marseille - I 29,8,1741,Import,Cheveux,Marseille,Italie,"518,00",livres,"25,0000000","12950,00","0,00",
530,Hasna,CCI Marseille - I 29,8,1741,Import,Crin de cheval,Marseille,Italie,"100,00",livres,"0,6000000","60,00","0,00",
531,Hasna,CCI Marseille - I 29,8,1741,Import,Coton filé,Marseille,Italie,"330 676,00",livres,"1,0000000","330676,00","0,00",
532,Hasna,CCI Marseille - I 29,8,1741,Import,Coton en laine,Marseille,Italie,"3 813,00",livres,"0,4500000","576,00","-1 139,85",erreur de calcul
533,Hasna,CCI Marseille - I 29,8,1741,Import,Chanvre peigné,Marseille,Italie,"15 700,00",livres,"0,4000000","6280,00","0,00",
534,Hasna,CCI Marseille - I 29,8,1741,Import,Chanvre cru,Marseille,Italie,"1 311 800,00",livres,"0,1800000","236124,00","0,00",
535,Hasna,CCI Marseille - I 29,8,1741,Import,Cordages de chanvre,Marseille,Italie,"16 950,00",livres,"0,3000000","5085,00","0,00",
536,Hasna,CCI Marseille - I 29,8,1741,Import,Cordes a violons,Marseille,Italie,"500,00",livres,"25,0000000","12500,00","0,00",
537,Hasna,CCI Marseille - I 29,8,1741,Import,Cordages vieux,Marseille,Italie,"1 000,00",livres,"0,0700000","70,00","0,00",
538,Hasna,CCI Marseille - I 29,8,1741,Import,Cordages d'espars,Marseille,Italie,"3,00",douzaines,"5,0000000","15,00","0,00",
539,Hasna,CCI Marseille - I 29,8,1741,Import,Cuirs de bufles en poil,Marseille,Italie,"369,00",nombre,"20,0000000","7380,00","0,00",
540,Hasna,CCI Marseille - I 29,8,1741,Import,Cuirs de beuf en poil,Marseille,Italie,"217,00",livres,"14,0000000","3038,00","0,00",
541,Hasna,CCI Marseille - I 29,8,1741,Import,Cuirs de beuf tanes,Marseille,Italie,"2 274,00",livres,"0,6000000","1364,00","-0,40",
542,Hasna,CCI Marseille - I 29,8,1741,Import,Cuirs de vache de russie,Marseille,Italie,"1 590,00",livres,"1,0000000","1590,00","0,00",
543,Hasna,CCI Marseille - I 29,8,1741,Import,Cuirs de vache en poil,Marseille,Italie,"156,00",livres,"10,0000000","1560,00","0,00",
544,Hasna,CCI Marseille - I 29,8,1741,Import,Cordouans,Marseille,Italie,"240,00",livres,"1,5000000","360,00","0,00",
545,Hasna,CCI Marseille - I 29,9,1741,Import,Cartes a jouer,Marseille,Italie,"720,00",grosses,"18,0000000","12960,00","0,00",
546,Hasna,CCI Marseille - I 29,9,1741,Import,Clous dores,Marseille,Italie,"640,00",livres,"3,0000000","1920,00","0,00",
547,Hasna,CCI Marseille - I 29,9,1741,Import,Clous de fer,Marseille,Italie,"7 700,00",livres,"0,2000000","1540,00","0,00",
548,Hasna,CCI Marseille - I 29,9,1741,Import,Couteaux communs,Marseille,Italie,"250,00",grosses,"30,0000000","7500,00","0,00",
549,Hasna,CCI Marseille - I 29,9,1741,Import,Couteaux communs,Marseille,Italie,"1 200,00",livres,"2,0000000","2400,00","0,00",
550,Hasna,CCI Marseille - I 29,9,1741,Import,Caffetieres de cuivre,Marseille,Italie,"150,00",livres,"1,6000000","240,00","0,00",
551,Hasna,CCI Marseille - I 29,9,1741,Import,Cuivre ouvré,Marseille,Italie,"14 500,00",livres,"1,6000000","23200,00","0,00",
552,Hasna,CCI Marseille - I 29,9,1741,Import,Chaudron de fer,Marseille,Italie,"200,00",livres,"0,1500000","30,00","0,00",
553,Hasna,CCI Marseille - I 29,9,1741,Import,Canons de fer vieux,Marseille,Italie,"6 025,00",livres,"0,0750000","451,00","-0,88",
554,Hasna,CCI Marseille - I 29,9,1741,Import,Cornes de cerf,Marseille,Italie,"180,00",livres,"0,3000000","54,00","0,00",
555,Hasna,CCI Marseille - I 29,9,1741,Import,Cornes de mouton,Marseille,Italie,"86 864,00",paires,"0,0250000","2171,00","-0,60",
556,Hasna,CCI Marseille - I 29,9,1741,Import,Chapeaux de paille,Marseille,Italie,"831,00",douzaines,"6,0000000","4986,00","0,00",
557,Hasna,CCI Marseille - I 29,9,1741,Import,Chaises de paille,Marseille,Italie,"64,00",douzaines,"18,0000000","1152,00","0,00",
558,Hasna,CCI Marseille - I 29,9,1741,Import,Corbeille d'osier,Marseille,Italie,"847,00",douzaines,"6,0000000","5082,00","0,00",
559,Hasna,CCI Marseille - I 29,9,1741,Import,Corbeille d'osier,Marseille,Italie,"10,00",livres,"0,2500000","2,00","-0,50",
560,Hasna,CCI Marseille - I 29,9,1741,Import,Couffins d'aufe,Marseille,Italie,"300,00",livres,"0,1000000","34,00","4,00",
561,Hasna,CCI Marseille - I 29,9,1741,Import,Couffes de boulanger,Marseille,Italie,"468,00",douzaines,"24,0000000","11232,00","0,00",
562,Hasna,CCI Marseille - I 29,9,1741,Import,Canes de roseau,Marseille,Italie,"17,00",douzaines,"2,0000000","34,00","0,00",
563,Hasna,CCI Marseille - I 29,9,1741,Import,Crucifix de marbre,Marseille,Italie,"14,00",livres,.,"15,00","15,00",14 livres de crucifix de marbre estimés à 15 livres
564,Hasna,CCI Marseille - I 29,9,1741,Import,Carreaux de marbre,Marseille,Italie,"2 996,00",nombre,"1,2500000","3745,00","0,00",
565,Hasna,CCI Marseille - I 29,9,1741,Import,Chevrons,Marseille,Italie,"7,00",douzaines,"6,0000000","42,00","0,00",
