numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks
261,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,eponge,levant,8521.25,10025,livres,0.85,0,en pourcentage
262,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,fromage,levant,105,875,livres,0.12,0,en pourcentage
263,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,fleur de dictam,levant,126,180,livres,0.7,0,en pourcentage
264,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,fil de poil de chevre,levant,1295,370,livres,3.5,0,
265,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,galles d'alep,levant,79925,159850,livres,0.5,0,en pourcentage
266,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,gomme arabique,levant,8469,28230,livres,0.3,0,en pourcentage
267,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,gomme turique,levant,1835,9175,livres,0.2,0,en pourcentage
268,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,gomme adragan,levant,1440,2400,livres,0.6,0,en pourcentage
269,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,gomme elemy,levant,1250,500,livres,2.5,0,
270,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,gomme gutte,levant,165,55,livres,3,0,
271,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,hermodate,levant,31.25,125,livres,0.23,2.5,en quintal
272,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,jus de citron,levant,2978,59575,livres,0.05,-0.75,en pourcentage
273,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,huille d'ollive,levant,1890,63,milleroles,30,0,
274,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,legume,levant,16392,204900,livres,0.08,0,en pourcentage
275,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,laine de vigogne,levant,8150,1630,livres,5,0,
276,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,laine de pelade,levant,8216,31600,livres,0.26,0,en pourcentage
277,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,laine surge,levant,32760,163800,livres,0.2,0,en pourcentage
278,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,lin peigne,levant,1296,2700,livres,0.48,0,en pourcentage
279,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,lin cru,levant,1170,6500,livres,0.18,0,en pourcentage
280,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,noix vomiques,levant,48.75,325,livres,0.15,0,en pourcentage
281,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,oignons de barbarie,levant,93.75,375,livres,0.25,0,en pourcentage
282,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,opium,levant,50,10,livres,5,0,
283,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,opoponax,levant,45,20,livres,2.25,0,
284,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,plume d'autruche ouvrée,levant,1925,55,livres,35,0,
285,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,plume d'autruche brute,levant,21525,6150,livres,3.5,0,
286,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,poil de chameau,levant,76544,66560,livres,1.15,0,en quintal
287,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,poil de chevre,levant,528687.5,211475,livres,2.5,0,
288,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,peaux de marroquin,levant,1272,636,pièces,2,0,
289,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,peaux de chagrin,levant,3570,1190,pièces,3,0,
290,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,peaux petite de barbe,levant,6600,22000,livres,0.3,0,
291,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,pierres ponce,levant,283.5,9450,livres,0.03,0,en pourcentage
292,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,ris,levant,79270,792700,livres,0.1,0,en quintal
293,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,raisin sec,levant,3876,32300,livres,0.12,0,en quintal
294,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,raisins de corinthe,levant,195,1950,livres,0.1,0,en quintal
295,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,rubanbe,levant,17100,855,livres,20,0,
296,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sené,levant,11175,8940,livres,1.25,0,
297,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sené en grabeau,levant,945,3150,livres,0.3,0,
298,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,scamonée,levant,13944,1992,livres,7,0,
299,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,semencontra,levant,2265,755,livres,3,0,
300,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sebeste,levant,231,825,livres,0.28,0,en quintal
301,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,saxafra,levant,27.6,230,livres,0.12,0,en quintal
302,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,storax,levant,682.5,390,livres,1.75,0,
303,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sandarac,levant,125,100,livres,1.25,0,
304,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sel armoniac,levant,916.5,1410,livres,0.65,0,en quintal
305,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sel gemme,levant,145.2,660,livres,0.22,0,en quintal
306,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,safranon,levant,89043.75,118725,livres,0.75,0,en quintal
307,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,soyes crus,levant,1107296,138412,livres,8,0,
308,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,tabac,levant,3314.5,23675,livres,0.14,0,en pourcentage
309,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,tamarins,levant,262.5,750,livres,0.35,0,en pourcentage
310,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,terra merita,levant,90,200,livres,0.45,0,en pourcentage
311,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,turbit,levant,238,136,livres,1.75,0,
312,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,tutie,levant,42,42,livres,1,0,
313,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,vitriol de Chipres,levant,2435.2,3044,livres,0.8,0,
314,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,Bois de campesche,Iles Française de l'amerique,5650,56500,livres,0.1,0,en quintal
315,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,bois d'acajou,Iles Française de l'amerique,35.75,650,livres,0.055,0,en pourcentage
316,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,confitures,Iles Française de l'amerique,1264,1580,livres,0.8,0,
317,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,caffé,Iles Française de l'amerique,31850,24500,livres,1.3,0,
318,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,cacao,Iles Française de l'amerique,14100,9400,livres,1.5,0,
319,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,canefice,Iles Française de l'amerique,21384,89100,livres,0.24,0,en pourcentage
320,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,cuirs secs en poil,Iles Française de l'amerique,132020,6601,pièces,20,0,
321,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,cuirs tanné,Iles Française de l'amerique,1116,2325,livres,0.48,0,
322,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,caret,Iles Française de l'amerique,329,94,livres,3.5,0,
323,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,dent d'elefant,Iles Française de l'amerique,153,170,livres,0.9,0,en pourcentage
324,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,graine d'ambrette,Iles Française de l'amerique,21,70,livres,0.3,0,
325,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,indigo,Iles Française de l'amerique,244585,88940,livres,2.75,0,
326,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,rocou,Iles Française de l'amerique,19180,23975,livres,0.8,0,
327,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sirop de capilaire,Iles Française de l'amerique,117,130,livres,0.9,0,
328,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sucre terré,Iles Française de l'amerique,1073480,2683700,livres,0.4,0,en pourcentage
329,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sucre tete de forme,Iles Française de l'amerique,484485,1614950,livres,0.3,0,
330,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,sucre brut,Iles Française de l'amerique,352848,1470200,livres,0.24,0,
331,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,7,tabac en feuille,Iles Française de l'amerique,32,80,livres,0.4,0,
