numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,direction,sheet,year,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
117,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cabas de palme,Espagne,492,douzaines,5,2460,0,
118,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Caffé du levant,Espagne,3578,livres,"2,25",8050,"-0,5",
119,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Capres,Espagne,36725,livres,"0,22",8079,"-0,5",
120,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Carrouges,Espagne,2500,livres,"0,05",125,0,
121,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cartes géographiques,Espagne,150,livres,30,4500,0,
122,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cendres communes,Espagne,333550,livres,"0,09",30019,"-0,5",
123,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Chandelle,Espagne,300,livres,"0,45",135,0,
124,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Chanvre cru,Espagne,627800,livres,"0,18",113004,0,
125,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Charbon de bois,Espagne,51800,livres,"0,02",1036,0,
126,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Chocolat,Espagne,260,livres,"3,5",910,0,
127,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cochenille mesteque,Espagne,2430,livres,18,43740,0,
128,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cochenille silvestre,Espagne,15670,livres,9,141030,0,
129,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Colle forte,Espagne,2500,livres,"0,4",1000,0,
130,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Colloquinte,Espagne,6550,livres,"1,5",9825,0,
131,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Confitures,Espagne,1060,livres,1,1060,0,
132,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Corail brut,Espagne,9195,livres,2,18390,0,
133,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cordage de chanvre,Espagne,3000,livres,"0,3",900,0,
134,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cordages d'espars,Espagne,3398,douzaines,6,20388,0,
135,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cornes de mouton,Espagne,115899,paires,"0,05",5794,"-0,95",
136,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Couffins de palme,Espagne,119,douzaines,6,714,0,
137,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Couperose verte,Espagne,2725,livres,"0,09",245,"-0,25",
138,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Couverture de coton,Espagne,135,en nombre,7,945,0,
139,Loïc Charles,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Couvertures de laine,Espagne,256,en nombre,12,3072,0,
140,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Crin,Espagne,200,livres,"0,6",120,0,
141,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cristal,Espagne,600,livres,2,1200,0,
142,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cuirs de beuf en poil,Espagne,156,pièces,14,2184,0,
143,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Cuivre ouvré,Espagne,1000,livres,"1,6",1600,0,
144,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Eau de la Reyne d'hongrie,Espagne,4270,livres,"0,75",3202,"-0,5",
145,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Eau de vie,Espagne,200,livres,"0,125",25,0,
146,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Eponges,Espagne,110,livres,1,110,0,
147,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Escayolles,Espagne,10000,livres,"0,1",1000,0,
148,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Espars,Espagne,1169,milliers,40,46760,0,
149,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Fer en barres,Espagne,18000,livres,"0,145",2610,0,
150,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Fer vieux,Espagne,3400,livres,"0,075",255,0,
151,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Feves,Espagne,610,charges,12,7320,0,
152,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Figues,Espagne,336770,livres,"0,1",33677,0,
153,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Fil de tisserand,Espagne,450,livres,"0,75",337,"-0,5",
154,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Filets d'espars,Espagne,203,milliers,50,10150,0,
155,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Filets d'espars,Espagne,4917,grosses,40,196680,0,
156,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Filets pour la pesche,Espagne,210,en nombre,50,10500,0,
157,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Fromage,Espagne,9043,livres,"0,2",1808,"-0,6",
158,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,4,1745,Gans de coton,Espagne,600,paires,"0,6",360,0,12 sols par paire
159,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Gaudron,Espagne,223300,livres,"0,1",22330,0,
160,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Graine de melon,Espagne,1450,livres,"0,5",725,0,
161,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Graine de pavoine,Espagne,320,livres,"0,5",160,0,
162,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Graine pour teinture,Espagne,9645,livres,1,9645,0,
163,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,herbes a teindre,Espagne,17625,livres,"0,1",1762,"-0,5",
164,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Huile de lin,Espagne,2600,livres,"0,35",910,0,
165,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Huile d'olive,Espagne,29775,milleroles,36,1071900,0,
166,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Huile de poisson,Espagne,145750,livres,"0,2",29150,0,
167,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Jalaps,Espagne,7848,livres,"2,5",19620,0,
168,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Jambons,Espagne,156,livres,"0,5",78,0,
169,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Indigo,Espagne,230,livres,4,920,0,
170,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Jongs,Espagne,400,livres,6,2400,0,
171,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Jus de limon,Espagne,61400,livres,"0,06",3684,0,
172,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Jus de reglisse,Espagne,13350,livres,"0,75",10012,"-0,5",
173,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Laine d'agnelin,Espagne,3020,livres,"0,75",2265,0,
174,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Laine de segovie,Espagne,67780,livres,"1,6",108448,0,
175,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Laine surge,Espagne,1439193,livres,"0,4",575677,"-0,2",
176,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Legumes,Espagne,25100,livres,"0,1",2510,0,
177,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Liege,Espagne,121064,livres,"0,125",15133,0,
178,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Mane de calabre,Espagne,10700,livres,"1,25",13375,0,
179,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Miel,Espagne,6210,livres,"0,15",931,"-0,5",
180,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Millet,Espagne,5200,livres,"0,12",624,0,
181,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Mortiers de marbre,Espagne,40,en nombre,1,40,0,
182,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Mouchoirs de soye,Espagne,3688,douzaines,26,95888,0,
183,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Nattes d'espars,Espagne,112,pièces,1,112,0,
184,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Noisettes,Espagne,16200,livres,"0,1",1620,0,
185,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Orcanettes,Espagne,72,livres,"0,3",21,"-0,6",
186,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Palmes en feuilles,Espagne,4972,livres,"0,25",1243,0,
187,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Papier a ecrire,Espagne,216,rames,6,1296,0,
188,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Peaux de lapin,Espagne,270,livres,"0,3",81,0,
189,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Peaux de maroquin,Espagne,1313,livres,"1,5",199,"-1770,5",erreur d'écriture
190,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Peaux de veau en poil,Espagne,780,livres,"0,5",390,0,
191,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Peignes de buis,Espagne,60,grosses,36,2160,0,
192,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Pierres a eguiser,Espagne,156,en nombre,1,156,0,
193,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Pierres de taille,Espagne,108,en nombre,"0,5",54,0,
194,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Pignons cassés,Espagne,25920,livres,"0,25",6480,0,
195,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Pipes a fumer,Espagne,480,grosses,3,1440,0,
196,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Planches de sapin,Espagne,3,douzaines,9,27,0,
197,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Poil de chevre,Espagne,60,livres,3,180,0,
198,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Poil de lapin,Espagne,4997,livres,4,19988,0,
199,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Poissons salés,Espagne,24910,livres,"0,2",4982,0,
200,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Poudre a canon,Espagne,326500,livres,1,326500,0,
201,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Quincaille de fer et acier,Espagne,1320,livres,1,1320,0,
202,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1745,Local,Imports,Marseille,5,1745,Raisin sec,Espagne,2384756,livres,"0,2",476951,"-0,2",
