numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
512,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cabarets a caffé,Marseille,Italie,"25,00",douzaines,"72,0000000","1800,00","0,00",
513,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Corbeilles dosier,Marseille,Italie,"958,00",douzaines,"7,0000000","6706,00","0,00",
514,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Couffins de palme,Marseille,Italie,"400,00",douzaines,"3,0000000","1200,00","0,00",
515,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Couffes a boulanger,Marseille,Italie,"550,00",douzaines,"14,0000000","7700,00","0,00",
516,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cornes de moutons,Marseille,Italie,"39 337,00",paires,"0,0250000","983,00","-0,43",
517,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Coffres de bois,Marseille,Italie,"166,00",livres,"10,0000000","1660,00","0,00",
518,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cuillères de bois,Marseille,Italie,"225,00",douzaines,"0,7500000","168,00","-0,75",
519,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Canelles de bois pour tamis,Marseille,Italie,"30,00",en nombre,"4,0000000","120,00","0,00",
520,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Chauffe pieds,Marseille,Italie,"20,00",douzaines,"2,0000000","40,00","0,00",
521,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a tonneaux,Marseille,Italie,"4 856,00",tonneaux,"4,0000000","19424,00","0,00",
522,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a tonneaux,Marseille,Italie,"689,00",faix,"1,5000000","1033,00","-0,50",
523,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a tonneaux,Marseille,Italie,"349,00",rodes,"0,7500000","261,00","-0,75",
524,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a tonneaux,Marseille,Italie,"12,00",canelles,"1,0000000","12,00","0,00",
525,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a tonneaux,Marseille,Italie,"3 605 000,00",en nombre,"0,0200000","72100,00","0,00",3605 milliers de cercles à tonneaux à 40 sous le cent
526,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a tonneaux,Marseille,Italie,"94 250,00",livres,"0,0400000","3770,00","0,00",
527,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a barrils,Marseille,Italie,"115,00",paires,"1,0000000","115,00","0,00",
528,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a barrils,Marseille,Italie,"20 000,00",milliers,"0,0125000","250,00","0,00","20 milliers de cercles à barrils à 0,25 livres la mille"
529,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cercles a barrils,Marseille,Italie,"150,00",livres,"0,0400000","6,00","0,00",
530,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Carreaux de marbre,Marseille,Italie,"4 721,00",en nombre,"1,0000000","4721,00","0,00",
531,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Carreaux de brique,Marseille,Italie,"2,00",milliers,"15,0000000","30,00","0,00",
532,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Charbon de terre,Marseille,Italie,"15,00",barrils,"4,0000000","60,00","0,00",
533,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Charbon de terre,Marseille,Italie,"175,00",mesures,"1,0000000","175,00","0,00",
534,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cendres de malte,Marseille,Italie,"33 800,00",livres,"0,0600000","2028,00","0,00",
535,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cendres de Sicile,Marseille,Italie,"209 875,00",livres,"0,0600000","12592,00","-0,50",
536,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Cendres communes,Marseille,Italie,"420 950,00",livres,"0,0900000","37885,00","-0,50",
537,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Colombine,Marseille,Italie,"332,00",charges,"12,0000000","3984,00","0,00",
538,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Colombine,Marseille,Italie,"4 000,00",livres,"0,0400000","160,00","0,00",
539,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Dattes,Marseille,Italie,"100,00",livres,"0,2000000","20,00","0,00",
540,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Drogueries,Marseille,Italie,"634,00",livres,"1,0000000","634,00","0,00",
541,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,10,1742,Import,Dentelles communes,Marseille,Italie,"550,00",livres,"4,0000000","2200,00","0,00",
542,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Demittes,Marseille,Italie,"762,00",pieces,"3,0000000","2286,00","0,00",
543,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Draperie petite,Marseille,Italie,"674,00",canes,"6,0000000","4044,00","0,00",
544,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Drapeaux vieux,Marseille,Italie,"2 000,00",livres,"0,0900000","180,00","0,00",
545,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Doueles a tonneaux,Marseille,Italie,"24 743,00",tonneaux,"4,0000000","98972,00","0,00",
546,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Doueles a tonneaux,Marseille,Italie,"65,50",cannelles,"20,0000000","1310,00","0,00",
547,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Doueles a tonneaux,Marseille,Italie,"193 000,00",livres,"0,0500000","9650,00","0,00",
548,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Doueles a barrils,Marseille,Italie,"650,00",livres,"0,0400000","26,00","0,00",
549,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Ecorces doranges seches,Marseille,Italie,"1 480,00",livres,"0,5000000","740,00","0,00",
550,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Ecorce de citron,Marseille,Italie,"1 100,00",livres,"0,5000000","550,00","0,00",
551,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Eau de vie,Marseille,Italie,"86 200,00",livres,"0,1500000","12930,00","0,00",
552,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Eau de fleur d'orange,Marseille,Italie,"24 301,00",livres,"0,5000000","12150,00","-0,50",
553,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Eau de la reyne d'Hongrie,Marseille,Italie,"100,00",livres,"0,5000000","50,00","0,00",
554,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Eau de cedras,Marseille,Italie,"150,00",livres,"1,0000000","150,00","0,00",
555,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Eau minerale,Marseille,Italie,"200,00",livres,"0,5000000","100,00","0,00",
556,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Essence,Marseille,Italie,"7 734,00",livres,"1,0000000","7734,00","0,00",
557,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Ecorce de pin,Marseille,Italie,"334,00",livres,"0,0600000","20,00","-0,04",
558,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Esprit de bergamotte,Marseille,Italie,"2 350,00",livres,"1,0000000","2350,00","0,00",
559,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Etoffe de soye or et argent,Marseille,Italie,"50,00",livres,"80,0000000","4000,00","0,00",
560,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Etoffe de soye ,Marseille,Italie,"11 379,00",livres,"40,0000000","455160,00","0,00",
561,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Etoupes de soye,Marseille,Italie,"850,00",livres,"0,8000000","680,00","0,00",
562,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Estrasse de soye,Marseille,Italie,"343,00",livres,"1,5000000","514,00","-0,50",
563,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Etoupes de chanvre,Marseille,Italie,"7 525,00",livres,"0,0500000","376,00","-0,25",
564,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Evantails de plumes,Marseille,Italie,"4,00",en nombre,"1,0000000","4,00","0,00",
565,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Evantails communs,Marseille,Italie,"217,00",douzaines,"3,0000000","651,00","0,00",
566,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Estampes,Marseille,Italie,"200,00",livres,"5,0000000","1000,00","0,00",
567,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Eponges,Marseille,Italie,"400,00",livres,"1,0000000","400,00","0,00",
568,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Esquines,Marseille,Italie,"125,00",livres,"1,5000000","187,00","-0,50",
569,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Email,Marseille,Italie,"600,00",livres,"0,3000000","180,00","0,00",
570,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Ecaille de tortüe,Marseille,Italie,"86,00",livres,"3,0000000","258,00","0,00",
571,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Emery en poudre,Marseille,Italie,"400,00",livres,"0,0600000","24,00","0,00",
572,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Emery en pierre,Marseille,Italie,"13 000,00",livres,"0,0500000","650,00","0,00",
573,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Escayolles,Marseille,Italie,"31 750,00",livres,"0,1000000","3175,00","0,00",
574,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Etain en bloc,Marseille,Italie,"36 694,00",livres,"1,1000000","40363,00","-0,40",
575,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Egoutoirs,Marseille,Italie,"473,00",douzaines,"5,0000000","2365,00","0,00",
576,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Feves,Marseille,Italie,"3 432,50",charges,"12,0000000","41190,00","0,00",
577,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Feves,Marseille,Italie,"14 400,00",livres,"0,0500000","720,00","0,00",
578,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fruit vert,Marseille,Italie,"119 975,00",livres,"0,1500000","17996,00","-0,25",
579,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fruit cru,Marseille,Italie,"6 925,00",livres,"0,1500000","1038,00","-0,75",
580,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Figuier,Marseille,Italie,"130 722,00",livres,"0,1000000","13072,00","-0,20",
581,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fromage,Marseille,Italie,"413 969,00",livres,"0,2000000","82793,00","-0,80",
582,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fleur d'orânge,Marseille,Italie,"250,00",livres,"0,2500000","62,00","-0,50",
583,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fleurs artifficieles,Marseille,Italie,"1 496,00",livres,"50,0000000","74800,00","0,00",
584,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Filozelle,Marseille,Italie,"171,00",livres,"3,0000000","513,00","0,00",
585,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil a coudre,Marseille,Italie,"9 319,00",livres,"2,0000000","18638,00","0,00",
586,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil blanc,Marseille,Italie,"4 735,00",livres,"2,0000000","9470,00","0,00",
587,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil de chanvre,Marseille,Italie,"425,00",livres,"0,5000000","212,00","-0,50",
588,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil de Bergagne,Marseille,Italie,"888,00",livres,"0,4000000","355,00","-0,20",
589,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil de Piemont,Marseille,Italie,"700,00",livres,"0,4000000","280,00","0,00",
590,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil de voille,Marseille,Italie,"4 019,00",livres,"0,5000000","2009,00","-0,50",
591,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Filets a pescher,Marseille,Italie,"503,00",en nombre,"30,0000000","15090,00","0,00",
592,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Filets a pescher,Marseille,Italie,"35,00",livres,"0,7500000","26,00","-0,25",
593,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fil de fer,Marseille,Italie,"1 000,00",livres,"0,5000000","500,00","0,00",
594,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fer blanc,Marseille,Italie,"10 525,00",livres,"0,6000000","6315,00","0,00",
595,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fer en barres,Marseille,Italie,"453 225,00",livres,"0,1450000","65717,00","-0,63",
596,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fer vieux,Marseille,Italie,"13 200,00",livres,"0,0750000","990,00","0,00",
597,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Flacöns,Marseille,Italie,,Nombre,,"12,00",,En valeur
598,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fayence,Marseille,Italie,"30 800,00",livres,"0,5000000","15400,00","0,00",
599,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fourneaux de pierre,Marseille,Italie,"3 874,00",en nombre,"2,0000000","7748,00","0,00",
600,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Fuseaux,Marseille,Italie,"192,00",douzaines,"0,5000000","96,00","0,00",
601,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Graisse de boucherie,Marseille,Italie,"580,00",livres,"0,3000000","174,00","0,00",
602,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gingembre,Marseille,Italie,"14 875,00",livres,"0,1400000","2082,00","-0,50",
603,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Grabeau de sené,Marseille,Italie,"5 700,00",livres,"0,2500000","1425,00","0,00",
604,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Grabeau de cire,Marseille,Italie,"3 100,00",livres,"0,5000000","1550,00","0,00",
605,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Garence,Marseille,Italie,"41 050,00",livres,"0,4000000","16420,00","0,00",
606,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gales legeres,Marseille,Italie,"3 295,00",livres,"0,2000000","659,00","0,00",
607,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gome arabique,Marseille,Italie,"8 075,00",livres,"0,3600000","2907,00","0,00",
608,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gome armoniac,Marseille,Italie,"193,00",livres,"2,0000000","386,00","0,00",
609,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Graine de jardin,Marseille,Italie,"19 000,00",livres,"1,2500000","23750,00","0,00",
610,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Graine de canary,Marseille,Italie,"334,00",livres,"0,1000000","33,00","-0,40",
611,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gaude,Marseille,Italie,"4 000,00",livres,"0,0300000","120,00","0,00",
612,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gaudron,Marseille,Italie,"59 500,00",livres,"0,1000000","5950,00","0,00",
613,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,11,1742,Import,Gans de coton,Marseille,Italie,"66,00",douzaines de paires,"20,0000000","1320,00","0,00",
614,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Gresles,Marseille,Italie,"5,00",douzaines,"8,0000000","40,00","0,00",
615,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Herbages,Marseille,Italie,"22,50",charges,"2,5000000","56,00","-0,25",
616,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Herbes capillaire,Marseille,Italie,"120,00",livres,"0,1000000","12,00","0,00",
617,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Huile d'olive,Marseille,Italie,"46 794,00",milleroles,"42,0000000","1965348,00","0,00",
618,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Huile d'olive,Marseille,Italie,"94 049,00",livres,"0,3000000","28214,00","-0,70",
619,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Huile d'amande douce,Marseille,Italie,"4 028,00",livres,"0,5000000","2014,00","0,00",
620,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Huile de lin,Marseille,Italie,"50 141,00",livres,"0,2500000","12535,00","-0,25",
621,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Huile de noix,Marseille,Italie,"2 000,00",livres,"1,0000000","2000,00","0,00",
622,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Huile de poisson,Marseille,Italie,"10 000,00",livres,"0,2000000","2000,00","0,00",
623,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Jambons,Marseille,Italie,"300,00",livres,"0,5000000","150,00","0,00",
624,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Ipecacuana,Marseille,Italie,"1 700,00",livres,"3,0000000","5100,00","0,00",
625,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Iris,Marseille,Italie,"24 725,00",livres,"0,2400000","5934,00","0,00",
626,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Jus de citrons,Marseille,Italie,"34 500,00",livres,"0,0600000","2070,00","0,00",
627,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Jus de limons,Marseille,Italie,"290 775,00",livres,"0,0600000","17446,00","-0,50",
628,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Jus de reglisse,Marseille,Italie,"622 078,00",livres,"0,7500000","466558,00","-0,50",
629,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lard,Marseille,Italie,"9 575,00",livres,"0,3000000","2872,00","-0,50",
630,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Langues salées,Marseille,Italie,"450,00",livres,"0,5000000","225,00","0,00",
