marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg
,???,???,,,,,,,,1,,,,,,2205,
.,???,???,,,,,,,,,,,,,,,
Yeux d'Ecrevisses,Yeux ; d'écrevisse,Drogue ; médicinale ; yeux d'écrevisse,,,,,,0,0,1,,,,,,1,
Yeux d'ecrevisse,Yeux ; d'écrevisse,Drogue ; médicinale ; yeux d'écrevisse,,,,,,0,0,1,,,,,,2,
Yeux d'ecrevisses,Yeux ; d'écrevisse,Drogue ; médicinale ; yeux d'écrevisse,,,,,,0,0,1,,,,,,1,
Yeux d'écrevisse,Yeux ; d'écrevisse,Drogue ; médicinale ; yeux d'écrevisse,,,,,,,,0,1,,,,,0,
Yeux de cavisses,Yeux ; d'écrevisse,Drogue ; médicinale ; yeux d'écrevisse,,,,,,0,0,1,,,,,,1,
Yvoire,Ivoire,Ivoire,,,,,,0,0,1,,,,,,14,
Zain,Zain,Zain,,,,,,0,0,1,,,,,,10,
Zedoria,Zédoria,Zédoaria,,,,,,0,0,1,,,,,,3,
Zestes de bigarade,Zeste ; de bigarade,Bigarade ; zeste,,,,,,,,0,1,,,,,0,
Zin,Zinc,Zinc,,,,,,0,0,1,,,,,,2,
Zinc,Zinc,Zinc,,,,,,0,0,1,1,,,,,1,
Zédonia,Zédoria,Zédoaria,,,,,,,,,,,,,,,
Zédoria,Zédoria,Zédoaria,,,,,,0,0,1,,,,,,3,
acier,Acier,Acier,,staal,steel,pounds,,1,1,0,,,,,,0,
agaric,Agaric,Drogue ; Médicinale ; agaric,,oragie/agarik,agaric,pounds,,1,1,0,,,,,,0,
agates fins,Agathe,Pierre ; d'agathe,,,,,,0,0,0,,,,,,0,
agats montés,Agathe montées,Agathe montée,,edelstenen (agaat),precious stones (agate),pounds,,1,0,0,,,,,,0,
agneaux et cabrits,Bêtes de somme : agneaux et cabrits,Bêtes de somme : agneaux et cabris,,lammeren en geitelammeren,lambs and goat lambs,pieces,,1,1,0,,,,,,0,
agnelines et crottelins,agnelines et crottelins,Laine,,agnelins et crottelins,agnelins et crottelins,pounds,laine d'agnelin et escrottin,1,1,0,,,,,,0,
aigles,Aigles,Aigles,,arenden,eagles,guilders,,1,1,0,,,,,,0,
aiguilles,Aiguilles,Aiguilles,,naalden,needles,pounds,,1,1,0,,,,,,0,
ailes de fleaux,Ailes de fleaux,Ailes de fleaux,,hout voor vlegels,wood for flails,pieces,bois par fleaux à battre grains,1,0,0,,,,,,0,
ailles,Ails,Ails,,look,garlic,bol,,1,1,0,,,,,,0,
alatia,Alatia,Alatia,,alatia,alatia,pounds,,1,0,0,,,,,,0,
almagro ou crayon rouge,Almagro ou crayon rouge,Almagro ou crayon rouge,,kleurstoffen (rood krijt),red chalk,guilders,,1,1,0,,,,,,0,
almanacs enjolivés,Almanacs enjolivés,Almanach,,versierde almanakken,decorated almanacs,guilders,,1,0,0,,,,,,0,
alose dite elft,Alose dite elft,Alose dite elft,,elft,allis shad,pieces,,1,0,0,,,,,,0,
alose fumée,Alose fumée,Alose fumée,,elft (gerookt),smoked allis shad,pounds,,1,0,0,,,,,,0,
alouettes,Alouettes,Alouettes,,leeuweriken,larks,pieces,,1,0,0,,,,,,0,
aloès,Aloès,Drogue ; médicinale ; aloès,,aloë,aloe,pounds,,1,0,0,,,,,,0,
alumettes,Allumettes,Allumettes,,lucifers,matches,pounds,,1,1,0,,,,,,0,
alun,Alun,Drogue ; pour la peinture et la teinture ; alun,,aluin,alum,pounds,,1,1,0,,,,,,0,
amadou,Amadou,Amadou,,tondel,tinder,pounds,amadoux,1,1,0,,,,,,0,
amandes cassés,Amandes ; cassées,Amandes ; cassées,almonds,amandelen (stukjes),almonds in pieces,pounds,,1,0,0,,,,,,0,
amandes courtes,Amandes ; courtes,Amandes ; courtes,almonds,amandelen (korte),short almonds,pounds,,1,1,0,,,,,,0,
amandes en coques,Amandes ; en coques,Amandes ; en coques,almonds,amandelen (in de schelp),almonds (in shells),pounds,amandes en cocque,1,1,0,,,,,,0,
amandes longues,Amandes ; longues,Amandes ; longues,almonds,amandelen (lange),long almonds,pounds,,1,1,0,,,,,,0,
amaril,Amaril,Amaril,,aarde (amaril),amaril,pounds,,1,1,0,,,,,,0,
ambre,Ambre,Ambre,,,,,,0,0,1,,,,,,1,
ambre brut,Ambre ; brut,Ambre ; brut,,amber,amber,pounds,ambre jaune en masse,1,0,0,,,,,,0,
amidon et poudre à poudrer,Amidon et poudre à poudrer,Amidon et poudre à poudrer,starch,stijfsel,starch,pounds,,1,1,0,,,,,,0,
amomum,Amomum,Amomum,,amomum,amomum,pounds,,1,0,0,,,,,,0,
ananas,Ananas,Ananas,,ananas,pineapple,pieces,,1,0,0,,,,,,0,
anchoix,Anchois,Anchois,,ansjovis,anchovy,tons,,1,1,0,,,,,,0,
ancres de fer,Ancres ; de fer,Ouvrage ; de fer ; ancre,,ijzeren ankers,iron anchors,guilders,,1,0,0,,,,,,0,
andives,Endives,Endives,,andijvie,endive,zak,,1,0,0,,,,,,0,
andolium,Andolium ou crockvisch,Andolium ou crockvisch,,andolium,andolium,pieces,,1,0,0,,,,,,0,
andolium ou crockvisch,Andolium ou crockvisch,Andolium ou crockvisch,,gezouten vis (andolium of crockvisch),salted fish,pieces,,1,0,0,,,,,,0,
anes et anesses,Anes et anesses,Anes et anesses,,ezels en muildieren,donkeys and asses,pieces,,1,1,0,,,,,,0,
anguilles,Anguilles,Anguilles,,paling,eel,pounds,,1,0,0,,,,,,0,
anis,Anis,Anis,,anijs,anise,aam,,1,0,0,,,,,,0,
antimoine,Antimoine,Antimoine,,antimonium,antimony,pounds,,1,1,0,,,,,,0,
apretée pour parchemin,Apretée pour parchemin,Apretée pour parchemin,,"huiden (kalveren, perkament)",calf hides for parchment,dozen,,1,0,0,,,,,,0,
apretée à telier les livres,Apretée à telier les livres,Apretée à telier les livres,,"huiden (kalveren, boekenkaften)",calf hides for book covers,pieces,,1,0,0,,,,,,0,
araq,Aracq,Aracq,,,,,,0,0,1,,,,,,2,
arbalettes,Arbalettes,Arbalètes,,hand- en voetbogen,hand and foot arches,guilders,,1,1,0,,,,,,0,
arbres et arbrisseaux sauvages,Arbres ; sauvages,Arbres ; sauvages,,wilde struiken,wild shrubs,guilders,,1,1,0,,,,,,0,
arbres et arbrisseaux à fruits,Arbres ; à fruits,Arbres ; à fruits,,fruitbomen,fruit trees,pieces,,1,1,0,,,,,,0,
archets de violons,Archets de violons,Archets de violons,,strijkstokken,violin bows,guilders,,1,1,0,,,,,,0,
ardoises dites cherubins et à mortier,Ardoises ; dites cherubins et à mortier,Ardoises ; dites chérubins et à mortier,,leisteen (bestrating en mortel),slates called 'cherubs and mortar',charretée,ardoises dites cherubins,1,1,0,,,,,,0,
ardoises dites grandes voisines,Ardoises ; dites grandes voisines,Ardoises ; dites grandes voisines,,"leisteen (voisines, groot)","slate (voisines, large)",pieces,,1,0,0,,,,,,0,
ardoises dites moyennes voisines,Ardoises ; dites moyennes voisines,Ardoises ; dites moyennes voisines,,"leisteen (voisines, middelmaat)","slate (voisines, medium)",pieces,,1,0,0,,,,,,0,
ardoises dites petittes voisines,Ardoises ; dites petittes voisines,Ardoises ; dites petites voisines,,"leisteen (voisines, klein)","slate (voisines, small)",pieces,,1,0,0,,,,,,0,
"ardoises dites voisines, grandes, moyennes et petites","Ardoises ; dites voisines, grandes, moyennes et petites","Ardoises ; dites voisines, grandes, moyennes et petites",,"leisteen (voisines) groot, gemiddeld en klein","slate (voisines) large, medium and small",pieces,,1,0,0,,,,,,0,
ardoises en livrets,Ardoises ; en livrets,Ardoises ; en livrets,,leisteen (in boekvorm),slates in booklets,guilders,,1,0,0,,,,,,0,
ardoises encadrées,Ardoises ; encadrées,Ardoises ; encadrées,,leisteen (ingekaderd),framed slate,pieces,,1,0,0,,,,,,0,
ardoises encadrées et en livrets,Ardoises ; encadrées et en livrets,Ardoises ; encadrées et en livrets,,leisteen (ingekaderd en in boekvorm),framed slate and booklets,guilders,ardoises en tables et livrets,1,1,0,,,,,,0,
ardoises non travaillées,Ardoises ; non travaillées,Ardoises ; non travaillées,,leisteen (onbewerkt),non processed slate,feet,ardoises brutes,1,0,0,,,,,,0,
ardoises ordinaires,Ardoises ; ordinaires,Ardoises ; ordinaires,,leisteen (gewone),ordinary slate,pieces,,1,1,0,,,,,,0,
argent brulé,Argent ; brulé,Argent ; brûlé,,zilver (argent brulé),silver (argent brulé),ounce,,1,0,0,,,,,,0,
argent en barils,Argent en barils,Argent en barils,,zilver (in vaten met onbekende waarde),silver in barrels,vaten,,1,0,0,,,,,,0,
argent en barres,Argent ; en barres,Argent ; en barres,,zilver (staven),silver in bars,pounds,,1,0,0,,,,,,0,
argent en lingots de bas alloye,Argent ; en lingots,Argent ; en lingots,,zilver (staven van lage waarde),silver in ingots of low value,guilders,,1,1,0,,,,,,0,
argent en piastres,Argent ; piastres,Monnaie ; argent ; piastres,,zilver (piasters),silver (piasters),piasters,,1,0,0,,,,,,0,
argent et or billon,Argent et or ; billon,Argent et or ; billon,,goud en zilver (kwaad geld),silver and gold bullion,mark,,1,1,0,,,,,,0,
"argent faux en fil, cantilles, etc.",Argent ; faux,Argent ; faux,,valse zilverdraad,fake silver wire,pounds,,1,0,0,,,,,,0,
argent monnoyé,Argent ; monnayé,Monnaie ; argent,,zilvergeld,coined silver,guilders,,1,0,0,,,,,,0,
argent monnoyé en ecus à palmes,Argent ; monnayé,Monnaie ; argent,,zilvergeld (ecu a palmes),coined silver (ecu a palmes),guilders,,1,0,0,,,,,,0,
argent monnoyé en especes coursables,Argent ; monnayé,Monnaie ; argent,,zilvergeld (en especes coursables),coined silver (en especes coursables),guilders,,1,0,0,,,,,,0,
argent vif ou mercure,Argent ; vif,Argent ; vif,mercury,kwikzilver,mercury,guilders,,1,1,0,,,,,,0,
armes non reprises,Armes non reprises,Arme,,niet vermelde wapens,non comprised weaponry,guilders,armes non reprises au tarif,1,1,0,,,,,,0,
armes remontrances,Armes remontrances,Arme,,wapens (remontrances),weaponry (remontrances),pieces,,1,0,0,,,,,,0,
armes à feu,Armes ; à feu,Arme ; à feu,,vuurwapens,fire weapons,cases,,1,1,0,,,,,,0,
"armes, canons de fer",Canons ; de fer,Canon ; de fer,,geschut (ijzer),iron cannons and weapons,pounds,,1,1,0,,,,,,0,
"armes, canons et balles de fer","Armes, Canon et balles de fer",Arme ; Canon et balles de fer,,"lopen, ijzeren kogels en alle wapens in pounds aange.","barrels, iron bullets and all weaponry indicated in pounds",pounds,,1,0,0,,,,,,0,
arsenic,Arsenic,Drogue ; métallique ; Arsenic,,arsenicum,arsenic,pounds,,1,1,0,,,,,,0,
artichaux,Artichauts,Artichauts,,artisjokken,artichokes,pieces,,1,0,0,,,,,,0,
artifice fusées etc,Artifice,Artifice,,vuurwerk,firework,guilders,artifice,1,1,0,,,,,,0,
arçons de selles,Arçons ; de selle,Arçons de selles,,zadelbomen,saddle trees,pieces,,1,1,0,,,,,,0,
asperges et scorsionnaires,Asperges et scorsionnaires,Asperges et scorsionnaires,,asperges,asparragus,bundle,,1,1,0,,,,,,0,
assiette de fayence,Assiette ; de faïence,Assiette ; de faïence,,,,,,0,0,0,,,,,,0,
assiettes de fayence,Assiette ; de faïence,Assiette ; de faïence,,faïence (borden),earthenware (plates),pieces,,1,0,0,,,,,,0,
avoine,Avoine,Avoine,oats,haver,oats,last,,1,0,0,,,,,,0,
avoine en jarbes,Avoine ; en gerbe,Avoine ; en gerbe,oats,granen (alle soorten in schoven) - haver,oats in sheaves,,,1,1,0,,,,,,0,
azur ou bleu commun,Azur,Drogue ; pour la peinture et la teinture ; azur,,kleurstoffen (azuur of gewoon blauw),azure,pounds,,1,1,0,,,,,,0,
bacqs de pierre bleue,Bacqs de pierre bleue,Bacs de pierre,,blauwe stenen kuipen,blue stone tubs,guilders,,1,0,0,,,,,,0,
bacs contenant 1 aime,Bacs contenant 1 aime,Bacs contenant 1 aime,,stenen kuipen van 1 aam,stone tubs of 1 'aime',pieces,,1,0,0,,,,,,0,
bacs de pierre,Bacs de pierre,Bacs de pierre,,stenen kuipen van 4 aam,stone tubs of 4 'aimes',pieces,,1,0,0,,,,,,0,
bacs de pierre contenant 1 aime,bacs de pierre contenant 1 aime,Bacs de pierre,,stenen kuipen van 1 aam,stone tubs of 1 'aime',pieces,,1,1,0,,,,,,0,
bacs de pierre contenant 4 aimes,bacs de pierre contenant 4 aimes,Bacs de pierre,,stenen kuipen van 4 aam,stone tubs of 4 'aimes',pieces,,1,1,0,,,,,,0,
bacs de pierre de 1/2 d'aime,Bacs de pierre de 1/2 d'aime,Bacs de pierre,,stenen kuipen van 1/2 aam,"stone tubs of 0,5 'aime'",pieces,,1,1,0,,,,,,0,
bacs de pierre de 3/4 d'aime,Bacs de pierre de 3/4 d'aime,Bacs de pierre,,"stenen kuipen van 0,75 aam","stone tubs of 0,75 'aime'",pieces,,1,0,0,,,,,,0,
bacs de pierre de moindre classe,Bacs de pierre de moindre classe,Bacs de pierre,,stenen kuipen kleiner dan 1/2 aam,"stone tubs of less than 0,5 'aime'",pieces,,1,1,0,,,,,,0,
bacs de pierre en dessous d'un ame,bacs de pierre en dessous d'un ame,Bacs de pierre,,stenen kuipen kleiner dan 1 aam,stone tubs of 1 'aime',pieces,,1,1,0,,,,,,0,
bacs de pierre en dessus d'un ame,bacs de pierre en dessus d'un ame,Bacs de pierre,,stenen kuipen van 1 aam en meer,stone tubs of 1 'aime' and more,pieces,,1,1,0,,,,,,0,
badiane,Badiane,Badiane,,badiane,star anise,pounds,,1,0,0,,,,,,0,
baguettes de fer pour fusils,Baguettes ; de fusils,Baguettes ; de fusils,,laadstokken (ijzer),iron ramrods,guilders,,1,1,0,,,,,,0,
balais ou ramons,Balais,Balais,,bezems,brooms,dozen,balais et ramons,1,1,0,,,,,,0,
balances,Balance,Balance,,weegschalen,scales,guilders,,1,0,0,,,,,,0,
baleines non sciées,Baleine ; coupée,Baleine ; coupée,,baleinen (niet gezaagd),baleen (not sawed),pounds,[idem] ou en fanons,1,1,0,,,,,,0,
baleines sciées ou coupées,Baleine ; coupée,Baleine ; coupée,,baleinen (gezaagd),sawed baleen,pounds,baleines coupées,1,1,0,,,,,,0,
balles à jouer,Balles ; à jouer,Balles ; à jouer,,speelballen,balls for playing,gros,balles à jouer à la paume ou à la crosse,1,1,0,,,,,,0,
banderoles,Banderoles,Banderoles,,wimpels,pennons,pieces,,1,0,0,,,,,,0,
baracan,Baracan,Étoffe ; de laine ; baracan,baracan,barkan,barracan,guilders,,1,1,0,,,,,,0,
barquettes,Barquettes,Barquettes,,schuiten,barquettes,guilders,,1,1,0,,,,,,0,
barquettes et nacelles,Barquettes et nacelles,Barquettes et nacelles,,schuiten (nacelles),nacelles,guilders,,1,0,0,,,,,,0,
barquettes vieilles,Barquettes vieilles,Barquettes vieilles,,schuiten (oude),old barquettes,pieces,,1,0,0,,,,,,0,
barres,Barres,Barres,,,,,,,,0,1,,,,,0,
bas de castor,Bas ; de castor,Bas ; de castor,,kousen (bever),beaver socks,pair,,1,1,0,,,,,,0,
bas de cotton,Bas ; de coton,Bas ; de coton,,kousen (katoen),cotton socks,pair,,1,1,0,,,,,,0,
bas de fil,Bas ; de fil,Bas ; de fil,,kousen (garen),yarn socks,paar,,1,1,0,,,,,,0,
bas de fil et cotton,Bas ; de fil et coton,Bas ; de fil et coton,,kousen (garen en katoen),socks (yarn and cotton),paar,,1,1,0,,,,,,0,
bas de filoselle,Bas ; de filoselle,Bas ; de filoselle,,kousen (vloszijde),floss silk socks,pair,,1,1,0,,,,,,0,
bas de laine,Bas ; de laine,Bas ; de laine,,kousen (wol),woolen socks,pounds,,1,1,0,,,,,,0,
bas de peaux,Bas ; de peau,Bas ; de peau,,kousen (leder),leather socks,paar,,1,0,0,,,,,,0,
bas de soye,Bas ; de soie,Bas ; de soie,,kousen (zijde),silk socks,paar,,1,1,0,,,,,,0,
"bas, gants et bonnets de laine","Bas, gants et bonnets de laine",Bonneterie ; de laine,,"kousen, handschoenen en mutsen (wol)","socks, gloves and bonnets (wool)",guilders,,1,1,0,,,,,,0,
"bas, gants et bonnets de laine, fil et cotton","Bas, gants et bonnets de laine, fil et coton",Bonneterie ; fil et coton,,"kousen, handschoenen en mutsen per dozijn","socks, gloves and bonnets (wool, yarn and cotton)",dozen,,1,0,0,,,,,,0,
basin,Basin,Basin,,bombazijn,dimity,pieces,bazin,1,1,0,,,,,,0,
basin blanc,Basin ; blanc,Basin ; blanc,,bombazijn (wit),white dimity,ell,,1,0,0,,,,,,0,
basin en aunes,Basin ; en aunes,Basin ; en aunes,,bombazijn/el,dimity,guilders,,1,0,0,,,,,,0,
basin peint,Basin ; peint,Basin ; peint,,bombazijn (geverfd),dyed dimity,ell,,1,0,0,,,,,,0,
basin rayé,Basin ; rayé,Basin ; rayé,,bombazijn (gestreept),striped dimity,pieces,,1,0,0,,,,,,0,
basses,Basses,Basses,,bassen,basses,guilders,,1,0,0,,,,,,0,
basses et bassons,Basses et bassons,Basses et bassons,,bassen en fagotten,basses and bassoons,pieces,,1,1,0,,,,,,0,
bassons,Basson,Basson,,fagot,bassoons,pieces,,1,0,0,,,,,,0,
bast,Bast,Bast,,bast,bark ('bast'),guilders,,1,0,0,,,,,,0,
batiste blanche,Batiste ; blanche,Batiste ; blanche,expensive linen cloth,lijnwaad (witte batiste),white batiste,pieces,,1,0,0,,,,,,0,
batiste grise,Batiste ; grise,Batiste ; grise,expensive linen cloth,lijnwaad (grijse batiste),grey batiste,pieces,,1,0,0,,,,,,0,
batons à faire cercles,Bâtons à faire cercles,Bâtons à faire cercles,,tonhoepels (stokken voor ...),sticks for barrel hoops,pieces,,1,0,0,,,,,,0,
batteaux,Bateaux ; neufs,Bateaux ; neufs,,boten,boats,guilders,,1,1,0,,,,,,0,
baume,Baume,Baume,,balsem,balm,guilders,beaume de vie,1,0,0,,,,,,0,
baye blanche,Draps ; de laine ; baye ; blanche,Drap ; de laine ; baye ; blanche,baize,baai (wit),white baize,ell,,1,1,0,,,,,,0,
baye blanche / aune,Draps ; de laine ; baye ; blanche,Drap ; de laine ; baye ; blanche,baize,baai (wit) / el,white baize,guilders,,1,1,0,,,,,,0,
baye teinte,Draps ; de laine ; baye ; teinte,Drap ; de laine ; baye ; teinte,baize,baai (geverfd) / el,dyed baize,guilders,,1,1,0,,,,,,0,
baye teinte / aune,Draps ; de laine ; baye ; teinte,Drap ; de laine ; baye ; teinte,baize,baai (geverfd) / el,dyed baize,guilders,,1,1,0,,,,,,0,
bayonettes,Bayonnettes,Bayonnettes,,bajonetten,bayonets,pieces,,1,1,0,,,,,,0,
bayoulen,Bayoulen,Bayoulen,,bayoulen,bayoulen,pounds,,1,0,0,,,,,,0,
beaume et elixir,Beaume et elixir,Beaume et elixir,,balsem en alle soorten elixir,balm and elixir of all types,guilders,beaume de toute espece,1,1,0,,,,,,0,
bennes,Bennes,Bennes,,manden (bennes),baskets (bennes),pieces,,1,0,0,,,,,,0,
bennes vuides,Bennes vuides,Bennes vuides,,lege druivenbaskets,empty grape baskets,pieces,,1,0,0,,,,,,0,
berces et lits de fer,Berces ; et lits d'enfants,Berces et lits d'enfants,,,,,,0,0,0,,,,,,0,
berses d'ozier,Berces ; d'osier,Berces ; d'osier,,wiegen van teenwilg,cradles of wicker,pieces,,1,0,0,,,,,,0,
beurre,Beurre,Beurre,butter,boter,butter,pounds,,1,1,0,,,,,,0,
beurre d'Irlande non comestible,Beurre ; d'Irlande non comestible,Beurre ; d'Irlande non comestible,butter,boter (niet eetbare Ierse),Irish butter,pounds,,1,1,0,,,,,,0,
beurre d'angleterre,Beurre ; d'Angleterre,Beurre ; d'Angleterre,butter,boter (engelse),English butter,pounds,,1,0,0,,,,,,0,
bierre commune du pays,Bière ; commune du pays,Bière ; commune du pays,,bier (gewoon),common beer,ton,,1,1,0,,,,,,0,
bierre d'angleterre,Bière ; d'angleterre,Bière ; d'Angleterre,,bier (engels),English beer,aam,,1,0,0,,,,,,0,
bierre d'hollande,Bière ; d'hollande,Bière ; de Hollande,,bier (hollands),Dutch beer,aam,,1,0,0,,,,,,0,
bierre d'hougarde,Bière ; d'Hougarde,Bière ; d'Hougarde,,bier (Hoegaards),beer from Hoegaarden,awm,,1,1,0,,,,,,0,
bierre de liège,Bière ; de liège,Bière ; de Liège,,bier (luiks),beer from Liège,aam,,1,0,0,,,,,,0,
"bierre de liège, d'anglettere etc","Bière ; de liège, d'anglettere etc","Bière ; de Liège, d'Angleterre, etc",,"bier (Engels, Luiks.)",beer from England and Liège,awm,,1,1,0,,,,,,0,
bierre dite juypenbier,Bière ; dite juypenbier,Bière ; dite juypenbier,,bier (juypenbier),beer (juypenbier),aam,,1,0,0,,,,,,0,
bierre dite lumay,Bière ; dite lumay,Bière ; dite lumay,,bier (lumay),beer (lumay),aam,,1,1,0,,,,,,0,
bijouteries,Bijouterie,Bijouterie,,juwelen,jewelry,guilders,,1,0,0,,,,,,0,
bilardeaux,Bilardeaux,Bilardeaux,,bilardeaux,bilardeaux,guilders,,1,1,0,,,,,,0,
"bilardeaux, weres, etc",Bilardeaux,Bilardeaux,,"bilardeaux, werres etc.","bilardeaux, werres etc.",pieces,,1,1,0,,,,,,0,
biscuits de munition,Biscuits ; de munition,Biscuits ; de munition,gunpowder,buskruitkoeken,gunpowder cakes,ton,,1,1,0,,,,,,0,
"blanc d'Espagne, craye blanche et moulue",Blanc ; d'Espagne,Blanc ; d'Espagne,,Spaans blauw,Spanish blue,pounds,,1,0,0,,,,,,0,
blanc d'ecailles,Blanc ; d'écaille,Blanc ; d'écaille,,kleurstoffen (wit d'ecailles),white d'ecailles,pounds,,1,0,0,,,,,,0,
bled en jarbes,Bled ; en gerbe,Grains ; blé ; en gerbe,buckwheat,granen (alle soorten in schoven) - boekweit,buckwheat in sheaves,charretée,,1,0,0,,,,,,0,
bled sarrazin,Bled ; Sarrasin,Grains ; seigle,buckwheat,boekweit (sarasin),buckwheat (sarasin),last,bouquette et sarazin,1,0,0,,,,,,0,
bleu de Berlin,Bleu ; de Berlin,Drogue ; pour la peinture et la teinture ; Bleu de Prusse,,kleurstoffen (Berlijns blauw),Berlin blue,pounds,,1,1,0,,,,,,0,
bleu de paille,Bleu ; de paille,Drogue ; pour la peinture et la teinture ; Bleu ; de paille,,kleurstoffen (stroblauw),straw blue,pounds,,1,1,0,,,,,,0,
bleu de smalt,Bleu ; de smalt,Drogue ; pour la peinture et la teinture ; Bleu ; de smalt,,kleurstoffen (blauwsel),blue,pounds,,1,1,0,,,,,,0,
boeuftins et genisses,Bestiaux ; bœuftins et genisses,Bétail ; bœuf et génisse,,vaarzen,oxen and heifers,pieces,,1,1,0,,,,,,0,
bois ; rouge,Bois ; rouge,Bois ; rouge,,,,,,,,1,,,,,,2,
bois ; scié,Bois ; scié,Bois ; scié,,,,,,,,1,,,,,,1,
bois ; à teindre,Bois ; à teindre,Bois ; à teindre,,,,,,,,1,,,,,,2,
bois blanc à faire sabots,Bois ; blanc à faire sabots,Bois ; à faire sabots,,without voor klompen,white wood for clogs,guilders,,1,0,0,,,,,,0,
bois d'acajou,Bois ; d'acajou,Bois ; d'acajou,,hout voor fijne bewerking en decoratie: mahonie,mahogany,pounds,bois servant à tourner et embellir,1,0,0,,,,,,0,
bois d'arc et de fusils,Bois ; d'arc et de fusils,Bois ; d'arc et de fusils,,hout voor bogen en geweren,wood for bows and rifles,pieces,,1,1,0,,,,,,0,
bois d'arcs,Bois ; d'arcs,Bois ; d'arc,,hout voor bogen,wood for bows,pieces,,1,1,0,,,,,,0,
bois d'arcs et d'arbulettes,Bois ; d'arcs et d'arbulettes,Bois ; d'arcs et d'arbalètes,,"hout voor bogen, handbogen e.a.",wood for bows and handbows,guilders,,1,0,0,,,,,,0,
bois d'arcs et de selles,Bois ; d'arcs et de selles,Bois ; d'arcs et de selles,,hout voor bogen en stoelen,wood for bows and rifles,pieces,,1,1,0,,,,,,0,
bois d'ebenne,Bois ; d'ébène,Bois ; d'ébène,,hout voor fijne bewerking en decoratie: ebbenhout,ebony,pounds,bois servant à tourner et embellir,1,1,0,,,,,,0,
bois d'inde,Bois ; d'Inde,Bois ; d'Inde,,,,,,0,0,1,,,,,,1,
"bois de Provence, sernambue et campeche","Bois ; de Provence, sernambue et campeche","Bois ; de Provence, sernambue et campeche",,kleurstoffen (Provençaals hout e.a.),Provençal wood,pounds,,1,0,0,,,,,,0,
bois de buis,Bois ; de buis,Bois ; de buis,,hout voor fijne bewerking en decoratie: palm,palm tree,pounds,bois servant à tourner et embellir,1,0,0,,,,,,0,
bois de cedre,Bois ; de cèdre,Bois ; de cèdre,,hout voor fijne bewerking en decoratie: ceder,cedre,pounds,bois servant à tourner et embellir,1,0,0,,,,,,0,
"bois de chène, carré","Bois ; de chène, carré","Bois ; de chêne, carré",,"hout (eike-, vierkant)","oak wood, square",pieces,,1,1,0,,,,,,0,
"bois de chène, ronde","Bois ; de chène, ronde","Bois ; de chêne, ronde",,"hout (eike-, rond)","oak wood, round",guilders,,1,1,0,,,,,,0,
bois de chêne carrée,"Bois ; de chêne, carré","Bois ; de chêne, carré",,"hout (eike-, vierkant)","oak wood, square",guilders,,1,0,0,,,,,,0,
bois de chêne ronde,"Bois ; de chène, ronde","Bois ; de chêne, ronde",,"hout (eike-, rond)","oak wood, round",guilders,,1,0,0,,,,,,0,
bois de construction,Bois ; de construction,Bois ; de construction,,constructiehout,construction wood,feet,,1,0,0,,,,,,0,
bois de coudre et panniers dudit bois,Bois ; de coudre et panniers dudit bois,Bois et panier ; de coudre,,vlechtwerk in hazelaar,wickerwork in hazel,guilders,bois de coudre et panniers dudit bois,1,0,0,,,,,,0,
bois de flèches,Bois ; de flèches,Bois ; de flèches,,hout voor pijlen,wood for arrows,pieces,,1,0,0,,,,,,0,
"bois de flèches, arcs etc","Bois ; de flèches, arcs etc",Bois ; de flèches et arcs,,"hout voor pijlen, handbogen en drietandstelen",wood for arrows and bows,guilders,,1,0,0,,,,,,0,
bois de noyer,Bois ; de noyer,Bois ; de noyer,,hout voor fijne bewerking en decoratie: notelaar,nut tree,pounds,bois servant à tourner et embellir,1,0,0,,,,,,0,
bois de palisante,Bois ; de palisante,Bois ; de palisante,,hout voor fijne bewerking en decoratie: palissand.,pallisandre,pounds,bois servant à tourner et embellir,1,0,0,,,,,,0,
bois de romarin,Bois ; de romarin,Bois ; de romarin,,hout voor fijne bewerking en decoratie: rozemarijn,rosemary,pounds,bois servant à tourner et embellir,1,0,0,,,,,,0,
bois de rouage et ouvrages de charonerie,Bois ; de rouage et ouvrages de charonerie,Bois ; de rouage et ouvrage de charronerie,,hout (rader- en wagenmakers),wood for cart makers,guilders,,1,1,0,,,,,,0,
bois de santal,Bois ; de santal,Bois ; de santal,,"sandelhout, rood","sandalwood, red",pounds,,1,0,0,,,,,,0,
bois de sapin,Bois ; de sapin,Bois ; de sapin,,dennenhout,pine wood,guilders,,1,0,0,,,,,,0,
bois de sapin pour charpente,Bois ; de sapin pour charpente,Bois ; de charpente,,dennehout voor timmerwerk,pine wood for carpentry,guilders,,1,0,0,,,,,,0,
bois de selles,Bois ; de selles,Bois ; de selles,,hout voor zegels,wooden seals,guilders,,1,0,0,,,,,,0,
bois de toutes sortes,Bois ; de toutes sortes,Bois,,hout (alle soorten aangegeven naar waarde),"wood, all sorts in value",guilders,,1,1,0,,,,,,0,
bois de toutes sortes declarés par valeur,Bois ; de toutes sortes declarés par valeur,Bois,,hout (alle soorten aangegeven naar waarde),"wood, all sorts in value",guilders,,1,0,0,,,,,,0,
