marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	test	numrodeligne	dataentryby	source	SourceType	year	exportsimports	direction	bureaux	sheet	origine	pays	quantit	value	leurvaleursubtotal1	leurvaleursubtotal2	leurvaleursubtotal3	total	remarks
Etoffe ; crespe	Étoffe ; crêpe	Étoffe ; crêpe						0	0	1	0					1	1766	Hichem Omri	AN F12 249	Objet Général	1782	Exports			110		Dannemark		5940	212059			252089	
Etoffe ; d'argent	Étoffe ; d'argent	Étoffe ; d'argent						0	0	1	0					1	1992	Milewski	Montbret 155-1	Objet Général	1754	Exports			65		Isles		12782.5	0	0		293649.0625	
Etoffe ; d'herbes	Étoffe ; d'herbes	Étoffe ; d'Herbe						0	0	1	0					1	1979	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Isles		90	0	0		293649.0625	
Etoffe ; d'or	Étoffe ; d'or	Étoffe ; d'or						0	0	1	0					1	1983	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Levant		20	6023.25	0		293649.0625	
Etoffe ; d'or et d'argent	Étoffe ; d'or	Étoffe ; d'or						0	0	1	0					1	1251	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		1950				2524177.1	
Etoffe ; de capiton	Étoffe ; de capiton	Étoffe ; de capiton						0	0	1	0					1	1993	Milewski	Montbret 155-1	Objet Général	1754	Exports			65		Isles		1397	0	0		293649.0625	
Etoffe ; de coton	Étoffe ; de coton	Étoffe ; de coton						0	0	1	0					1	1247	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		735				2524177.1	
Etoffe ; de coton ; ?	Étoffe ; de coton ; ?	Étoffe ; de coton						0	0	1	0					1	95	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Rouen	Le Havre	7	Normandie	portugal		1000				1000	
Etoffe ; de coton ; colonne	Étoffe ; de coton ; cotonné	Étoffe ; de coton ; cotonné						0	0	1	0					1	47	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Baisieux	55		etatsdelempereur	145	253				253	
Etoffe ; de coton ; cotonelle	Étoffe ; de coton ; cotonelle	Étoffe ; de coton ; cotonnelle									1					1	5	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Lille	Bailleul	27	Flandre	dunkerque	200	800					
Etoffe ; de coton ; cotonne	Étoffe ; de coton ; cotonné	Étoffe ; de coton ; cotonné						0	0	1	0					1	26	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Steenfort	52		etatsdelempereur	74	148					
Etoffe ; de coton ; cotonné	Étoffe ; de coton ; cotonné	Étoffe ; de coton ; cotonné						0	0	1	0					1	47	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Lille	Subordonnés de Dunkerque	20	Flandre	dunkerque	1005	3562					
Etoffe ; de coton ; de velour	Étoffe ; de coton ; velours	Étoffe ; de coton ; velours						0	0	1	0					1	3676	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Imports	Marseille		83		Italie		5062					
Etoffe ; de coton ; velour	Étoffe ; de coton ; velours	Étoffe ; de coton ; velours						0	0	1	0					1	27	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Turcoing	50		etatsdelempereur	59743	127990				127990	
Etoffe ; de coton ; velours	Étoffe ; de coton ; velours	Étoffe ; de coton ; velours									1					1	28	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Steenfort	52		etatsdelempereur	780	780					
Etoffe ; de coton diverses	Étoffe ; de coton ; divers	Étoffe ; de coton ; divers						0	0	1	0					1	687	Fatima Zahra	AN F12 245	Objet Général	1777	Imports			71		Flandres		104895				1404406	
Etoffe ; de fil	Étoffe ; de fil	Étoffe ; de fil						0	0	1	0					1	26	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Douay	25		etatsdelempereur	252	344					
Etoffe ; de fil et laine	Étoffe ; de fil et laine	Étoffe ; de fil et laine						0	0	1	0					1	5329	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Marseille		83		Italie		440	440			74580.5	
Etoffe ; de filozelle	Étoffe ; de filoselle	Étoffe ; de filoselle						0	0	1	0					1	2366	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	St. Quentin		135		Hollande		1260	1260				
Etoffe ; de fleures	Étoffe ; de fleuret	Étoffe ; de fleuret						0	0	1	0					1	5331	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Marseille		83		Italie		1000	1000			74580.5	
Etoffe ; de fleuret	Étoffe ; de fleuret	Étoffe ; de fleuret						0	0	1	0					1	1536	Annick Davis	Montbret 849	Objet Général	1752	Exports			145		Angleterre		53				313332	
Etoffe ; de laine ; ?	Etoffe ; de laine ; ?	Étoffe ; de laine									1					1	1943	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Isles		20	0	0		293649.0625	
Etoffe ; de laine ; baracan	Étoffe ; de laine ; baracan	Étoffe ; de laine ; baracan									1					1	1493	Annick Davis	Montbret 849	Objet Général	1752	Exports			144		Allemagne		750				313332	
Etoffe ; de laine ; barat	Etoffe ; de laine ; barat	Étoffe ; de laine ; barat									1					1	1978	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			65		Geneve		11		0		259637	
Etoffe ; de laine ; calemande	Étoffe ; de laine ; callemande	Étoffe ; de laine ; callemande									1					1	205	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	Chaalons		76		Allemagne, Lorraine et Païs de Liege		2996.3	2996.3			410911	
Etoffe ; de laine ; callemande	Étoffe ; de laine ; callemande	Étoffe ; de laine ; callemande									1					1	2711	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	St. Quentin		22		Flandre Autrichienne		371				12601	
Etoffe ; de laine ; ditte bayette	Étoffe ; de laine ; dite bayette	Étoffe ; de laine ; bayette									1					1	1495	Annick Davis	Montbret 849	Objet Général	1752	Exports			144		Allemagne		800				313332	
Etoffe ; de laine ; diverse	Étoffe ; de laine ; diverse	Étoffe ; de laine ; diverse									1					1	1498	Annick Davis	Montbret 849	Objet Général	1752	Exports			144		Flandre		231				313332	
Etoffe ; de laine ; en molton ; imprimés	Étoffe ; de laine ; en molton ; imprimés	Étoffe ; de laine ; en molton ; imprimés									1					1	5333	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Lyon		83		Italie		11232	11232			74580.5	
Etoffe ; de laine ; en sarain	Étoffe ; de laine ; en sarain	Étoffe ; de laine ; en sarain									1					1	323	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Chaalons		76		Allemagne, Lorraine et le Païs		1040	1040			21472.5	
Etoffe ; de laine ; en serge ; Blicourt	Étoffe ; de laine ; en serge ; Bilcourt	Étoffe ; serge ; Bilcourt									1					1	324	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Chaalons		76		Allemagne, Lorraine et le Païs		4132.5	4132.5			21472.5	
Etoffe ; de laine ; Maroc	Étoffe ; de laine ; Maroc	Étoffe ; Maroc									1					1	770	Milewski	IIHS-122E	Objet Général	1771	Imports			50		Allemagne	13313	7576				1413863	
Etoffe ; de laine ; panne	Étoffe ; de laine ; panne	Étoffe ; de laine ; panne									1					1	751	Annick Davis	IIHS-122A	Objet Général	1767	Imports			40		Allemagne		13227				1250061	
Etoffe ; de laine ; serge ; ?	Étoffe ; de laine ; serge ; ?	Étoffe ; serge ; ?									1					1	1390	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Allemagne		4028.4				1147689.8	
Etoffe ; de laine ; serge ; blicourt	Étoffe ; de laine ; en serge ; Bilcourt	Étoffe ; serge ; Bilcourt									1					1	711	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			39		Allemagne		11589	20503	20503		2058107	
Etoffe ; de laine ; serge ; drapée	Étoffe ; de laine ; serge ; drapée	Étoffe ; serge ; Étoffeée									1					1	1318	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Savoye		5025	7558	0	0	2207591	
Etoffe ; de laine ; serge ; voile	Etoffe ; de laine ; serge ; voile	Étoffe ; serge ; voile									1					1	4136	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Rouen		206		Isles Françoises de l'Amerique, Canada et Terre-Neuve		4770	4770			73086.6	
Etoffe ; de laine ; sergeaumale	Etoffe ; de laine ; serge ; d'aumale	Étoffe ; serge ; d'aumale									1					1	56	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Valenciennes	Valenciennes	14		etatsdelempereur	468	14040				14040	
Etoffe ; de laine ; teinte	Étoffe ; de laine ; teinte	Étoffe ; teint									1					1	1147	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Exports			39		Espagne		1110		1110	1110	352204	
Etoffe ; de laine ; Turc	Étoffe ; de laine ; Turc	Étoffe ; Turc									1					1	1398	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			63		Savoye		6				1147689.8	
Etoffe ; de poil ; allemande	Étoffe ; de poil ; allemande	Étoffe ; de poil ; allemande						0	0	1	0					1	5334	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Marseille		83		Italie		934.5	934.5			74580.5	
Etoffe ; de poil ; baracan	Étoffe ; de poil ; baracan	Étoffe ; de poil ; baracan						0	0	1	0					1	4142	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	La Rochelle		206		Isles Françoises de l'Amerique, Canada et Terre-Neuve		2076.8	9426.8			73086.6	
Etoffe ; de poil ; beracon	Étoffe ; de poil ; baracan	Étoffe ; de poil ; baracan						0	0	1	0					1	740	Fatima Zahra	IIHS-122G	Objet Général	1774	Imports			37		Hollande		50000				2843862	
Etoffe ; de poil ; bouras	Étoffe ; de poil ; bouras	Étoffe ; de poil ; bouras						0	0	1	0					1	1103	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Hollande		1512				1778663	
Etoffe ; de poil ; callemande	Étoffe ; de poil ; callemande	Étoffe ; de poil ; callemande						0	0	1	0					1	1524	Annick Davis	Montbret 849	Objet Général	1752	Exports			145		Espagne		20000				313332	
Etoffe ; de poil ; camelot	Étoffe ; de poil ; camelot	Étoffe ; de poil ; camelot						0	0	1	0					1	1290	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Allemagne		30	14134	0	0	2207591	
Etoffe ; de poil ; cameton	Étoffe ; de poil ; camelot	Étoffe ; de poil ; camelot						0	0	1	0					1	760	Annick Davis	Montbret 849	Objet Général	1772	Imports			42		Hollande		54000				2072550	
Etoffe ; de poil ; campareille	Étoffe ; de poil ; lampareille	Étoffe ; de poil ; lampareille						0	0	1	0					1	1968	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Allemagne		1410	2073.75	0		293649.0625	
Etoffe ; de poil ; castalogne	Étoffe ; de poil ; de catalogne	Étoffe ; de poil ; de catalogne						0	0	1	0					1	765	Milewski	IIHS-122E	Objet Général	1771	Imports			50		Allemagne	3146	5717				1413863	
Etoffe ; de poil ; en panne	Étoffe ; de poil ; panne	Étoffe ; de poil ; panne									1					1	1294	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Allemagne		14640	0	0	0	2207591	
Etoffe ; de poil ; lampareille	Étoffe ; de poil ; lampareille	Étoffe ; de poil ; lampareille						0	0	1	0					1	705	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			39		Flandre		8040	1404487	1404487		2058107	
Etoffe ; de poil ; lanillas	Étoffe ; de poil ; tanillas	Étoffe ; de poil ; tanillas						0	0	1	0					1	1186	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			72		Allemagne		15960	52599			420354	
Etoffe ; de poil ; ligatures	Étoffe ; de poil ; ligatures	Étoffe ; de poil ; ligatures						0	0	1	0					1	744	Annick Davis	IIHS-122A	Objet Général	1767	Imports			40		Allemagne		4905				1250061	
Etoffe ; de poil ; nina	Étoffe ; de poil ; nina	Étoffe ; de poil ; nina						0	0	1	0					1	1978	Milewski	Montbret 155-1	Objet Général	1754	Exports			64		Suisse		360	69938.5	0		293649.0625	
Etoffe ; de poil ; philipichine	Étoffe ; de poil ; philipichine	Étoffe ; de poil ; philipichine						0	0	1	0					1	1974	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			65		Savoye		2225	30564	0		259637	
Etoffe ; de poil ; polimi	Étoffe ; de poil ; polini	Étoffe ; de poil ; polini						0	0	1	0					1	1607	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Levant		1167	0	0		508285	
Etoffe ; de poil ; prunelle	Étoffe ; de poil ; prunelle	Étoffe ; de poil ; prunelle						0	0	1	0					1	1143	Annick Davis	Montbret 849	Objet Général	1772	Exports			42		Levant		3300				317631	
Etoffe ; de poil ; tanillas	Étoffe ; de poil ; tanillas	Étoffe ; de poil ; tanillas						0	0	1	0					1	6108	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Rennes		332		Portugal, Isles Madere, Terceres et Acores		62				62	
Etoffe ; de poile ; polimy	Étoffe ; de poil ; polini	Étoffe ; de poil ; polini						0	0	1	0					1	1345	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			59		Savoye		2239	0	0		2158507	
Etoffe ; de soie ; basin ; brodé	Étoffe ; de soie ; basin ; brodé	Étoffe ; de soie ; basin ; brodé									1					1	719	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			39		Suisse		19530	163685			1630023	
Etoffe ; de soie ; des indes	Étoffe ; de soie ; des Indes	Étoffe ; de soie ; des Indes						0	0	1	0					1	2367	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Bordeaux		135		Hollande		5786	308304.7				
Etoffe ; de soie ; diverses	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	2000	Milewski	Montbret 155-1	Objet Général	1754	Exports			65		Savoye		590	24464	24464		40647.69922	
Etoffe ; de soie ; en dorure	Etoffe ; de soie ; en dorure	Étoffe ; de soie ; en dorure									1					1	2370	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Bordeaux		135		Hollande		6847.5	308304.7				
Etoffe ; de soie ; satin	Étoffe ; de soie ; satin	Étoffe ; de soie ; satin						0	0	1	0					1	2371	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Amiens		135		Hollande		2248.1	308304.7				
Etoffe ; de soie ; tafta	Étoffe ; de soie ; taffetas	Étoffe ; de soie ; taffetas						0	0	1	0					1	2378	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Bordeaux		135		Hollande		9893.3	308304.7				
Etoffe ; de soie ; velours	Étoffe ; de soie ; velours	Étoffe ; de soie ; velours						0	0	1	0					1	2369	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		135		Hollande		29551.5	308304.7				
Etoffe ; de soye	Étoffe ; de soie	Étoffe ; de soie									1					1	1256	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		39769	484441.8			1773041.1	
Etoffe ; de soye ; bours	Étoffe ; de soie ; bours	Étoffe ; de soie ; bours						0	0	1	0					1	1255	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		19378.8	484441.8			1773041.1	
Etoffe ; de soye ; brodée	Etoffe ; de soie ; brodée	Étoffe ; de soie ; brodée									1					1	1260	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		303463	411338.3	484441.8125		1773041.1	
Etoffe ; de soye ; caffetas	Étoffe ; de soie ; taffetas	Étoffe ; de soie ; taffetas						0	0	1	0					1	1265	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		6905	484441.8			1773041.1	
Etoffe ; de soye ; crepe	Étoffe ; de soie ; crêpe	Étoffe ; de soie ; crêpe						0	0	1	0					1	1266	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Hollande		7050.8	484441.8			1773041.1	
Etoffe ; de soye ; crespe	Étoffe ; de soie ; crêpe	Étoffe ; de soie ; crêpe						0	0	1	0					1	1324	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Hollande		21615	0	0	0	2207591	
Etoffe ; de soye ; de Levant	Étoffe ; de soie ; de Levant	Étoffe ; de soie ; du Levant						0	0	1	0					1	1613	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Allemagne		852	0	0		508285	
Etoffe ; de soye ; de velours	Étoffe ; de soie ; velours	Étoffe ; de soie ; velours						0	0	1	0					1	211	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Rouen	25		les4villesansatiques	51245	69180				200979	
Etoffe ; de soye ; des Indes	Étoffe ; de soie ; des Indes	Étoffe ; de soie ; des Indes						0	0	1	0					1	1346	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			59		Flandre		420	0	0		2158507	
Etoffe ; de soye ; des indes	Étoffe ; de soie ; des Indes	Étoffe ; de soie ; des Indes						0	0	1	0					1	1339	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Espagne		532	1065163	0	0	1565894	
Etoffe ; de soye ; diverse	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	2388	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		135		Hollande		897142	897328				
Etoffe ; de soye ; diverses	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	22	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Douay	25		etatsdelempereur	52	208					
Etoffe ; de soye ; Morenine	Étoffe ; de soie ; Morenine	Étoffe ; de soie ; Morenine						0	0	1	0					1	212	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	Chaalons		76		Allemagne, Lorraine et Païs de Liege		240832	252442			410911	
Etoffe ; de soye ; panine	Étoffe ; de soie ; panine	Étoffe ; de soie ; panine						0	0	1	0					1	77	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	42		etatsdelempereur	9064	29433				29433	
Etoffe ; de soye ; raz de St Mans	Étoffe ; de soie ; raz de St Mans	Étoffe ; de soie ; raz de St Mans						0	0	1	0					1	82	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	43		etatsdelempereur	900	2475				2475	
Etoffe ; de soye ; raz v.cir	Étoffe ; de soie ; ?	Étoffe ; de soie ; ?						0	0	1	0					1	713	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			39		Allemagne		123244	123244	276564		2058107	
Etoffe ; de soye ; satin	Étoffe ; de soie ; satin	Étoffe ; de soie ; satin						0	0	1	0					1	1113	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Flandre		3643.8				1778663	
Etoffe ; de soye ; saun	Étoffe ; de soie ; satin	Étoffe ; de soie ; satin						0	0	1	0					1	57	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Valenciennes	Valenciennes	14		hollande	320	1280				1520	
Etoffe ; de soye ; serge	Étoffe ; de soie ; serge	Étoffe ; de soie ; serge						0	0	1	0					1	212	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Rouen	25		hollande	490	1470				2880	
Etoffe ; de soye ; tafetas	Étoffe ; de soie ; taffetas	Étoffe ; de soie ; taffetas						0	0	1	0					1	34	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Valenciennes	Maubeuge	4		etatsdelempereur	749	22470				22470	
Etoffe ; de soye ; taffetas	Étoffe ; de soie ; taffetas	Étoffe ; de soie ; taffetas						0	0	1	0					1	1116	Annick Davis	Montbret 849	Objet Général	1752	Imports			145		Nord		3088				1778663	
Etoffe ; de soye ; velour	Étoffe ; de soie ; velours	Étoffe ; de soie ; velours						0	0	1	0					1	23	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Bailleul	48		etatsdelempereur	28781	57562					
Etoffe ; de soye ; velours	Étoffe ; de soie ; voile	Étoffe ; de soie ; voile						0	0	1	0					1	24	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Douay	25		etatsdelempereur	1308	7848					
Etoffe ; de soye ; voile	Étoffe ; de soie ; voile	Étoffe ; de soie ; voile						0	0	1	0					1	1313	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Nord		8400	118278	686795	0	2207591	
Etoffe ; de soye ;satin	Étoffe ; de soie ; satin	Étoffe ; de soie ; satin						0	0	1	0					1	84	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	43		etatsdelempereur	782	3128				3128	
Etoffe ; de soye diverses	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	24	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Bailleul	48		etatsdelempereur	72	324					
Etoffe ; de soye; crêpe	Étoffe ; de soie ; crêpe	Étoffe ; de soie ; crêpe						0	0	1	0					1	76	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	42		etatsdelempereur	2074	5740				5740	
Etoffe ; de soye; damas	Étoffe ; de soie ; damas	Étoffe ; de soie ; damas						0	0	1	0					1	81	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	43		etatsdelempereur	950	950				950	
Etoffe ; de soye; diverse	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	1333	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			59		Flandre		1608	135268	438853		2158507	
Etoffe ; de soye; diverses	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	3229	Fatima Zahra	AN F12 242	Objet Général	1775	Imports			69		Allemagne		141514	163509			2701890	
Etoffe ; de soye; draguet	Étoffe ; de soie ; droguet	Étoffe ; de soie ; droguet						0	0	1	0					1	754	Annick Davis	IIHS-122A	Objet Général	1767	Imports			40		Allemagne		43005	51780	112736		1250061	
Etoffe ; de soye; pou de soye	Étoffe ; de soie ; à peu de soie	Étoffe ; de soie ; à peu de soie						0	0	1	0					1	25	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Douay	25		etatsdelempereur	170	1020					
Etoffe ; de soye; raz dev fin	Étoffe ; de soie ; ?	Étoffe ; de soie ; ?						0	0	1	0					1	1314	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			65		Allemagne		702.5	0	686795	0	2207591	
Etoffe ; de soye; satin	Étoffe ; de soie ; satin	Étoffe ; de soie ; satin						0	0	1	0					1	48	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Baisieux	55		etatsdelempereur	26226	157356				157356	
Etoffe ; de soye; taffetas	Étoffe ; de soie ; taffetas	Étoffe ; de soie ; taffetas						0	0	1	0					1	49	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Baisieux	55		etatsdelempereur	2070	3105				3105	
Etoffe ; de soye; velour	Étoffe ; de soie ; velours	Étoffe ; de soie ; velours						0	0	1	0					1	78	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	42		etatsdelempereur	649	3874				3874	
Etoffe ; de soye; velours	Étoffe ; de soie ; velours	Étoffe ; de soie ; velours						0	0	1	0					1	12	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Lille	Steenfort	36	Flandre	dunkerque	467	1401					
Etoffe ; de soye; voile	Étoffe ; de soie ; voile	Étoffe ; de soie ; voile						0	0	1	0					1	36	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Valenciennes	Maubeuge	4		etatsdelempereur	1786	18841				18841	
Etoffe ; depoil ; linnieuse	Étoffe ; de poil ; linnieuses	Étoffe ; de poil ; linnieuses						0	0	1	0					1	37	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Valenciennes	Maubeuge	4		etatsdelempereur	80	16980				1680	
Etoffe ; des Isles	Étoffe ; de soie ; diverses	Étoffe ; de soie ; diverses						0	0	1	0					1	1615	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Flandre		275	4870	0		508285	
Etoffe ; dorure ; d'argent	Étoffe ; dorure ; d'argent	Étoffe ; dorure ; d'argent						0	0	1	0					1	1239	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Flandre		30	642928.5			2524177.1	
Etoffe ; dorure ; d'argt	Étoffe ; dorure ; d'argent	Étoffe ; dorure ; d'argent						0	0	1	0					1	1904	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			62		Hollande		1500	3241.9	3241.899902		1348428.7	
Etoffe ; dorure ; d'or	Étoffe ; dorure ; d'or	Étoffe ; dorure ; d'or						0	0	1	0					1	1395	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			62		Allemagne		40770	40807.5	143193		1147689.8	
Etoffe ; dorure ; d'or faux	Étoffe ; dorure ; d'or faux	Étoffe ; dorure ; d'or faux						0	0	1	0					1	1995	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			66		Allemagne		5	5078	0		20510	
Etoffe ; dorure ; or et argent	Étoffe ; dorure ; d'or et d'argent	Étoffe ; dorure ; d'or et d'argent						0	0	1	0					1	1237	Milewski	Montbret 155-1	Objet Général	1754	Imports			65		Allemagne		8932				2524177.1	
Etoffe ; dorure ; or et argt	Étoffe ; dorure ; d'or et d'argent	Étoffe ; dorure ; d'or et d'argent						0	0	1	0					1	723	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			39		Suede		1.1e+06	1466338			1630023	
Etoffe ; dorure; d'argent	Étoffe ; dorure ; d'argent	Étoffe ; dorure ; d'argent						0	0	1	0					1	1618	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			59		Espagne		18.5	0	0		508285	
Etoffe ; dorure; d'or	Étoffe ; dorure ; d'or	Étoffe ; dorure ; d'or						0	0	1	0					1	1984	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			66		Espagne		330		0		259637	
Etoffe ; dorure; or et argent	Étoffe ; dorure ; d'or et d'argent	Étoffe ; dorure ; d'or et d'argent						0	0	1	0					1	1316	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Espagne		120	0	0	0	2207591	
Etoffe ; drogues de soïe	Étoffe ; droguet ; de soie	Étoffe ; droguet ; de soie						0	0	1	0					1	6868	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Lyon		18		Suisse et Geneve		4				2191.5	
Etoffe ; droguet	Étoffe ; droguet	Étoffe ; droguet						0	0	1	0					1	28	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Turcoing	50		etatsdelempereur	140	350				350	
Etoffe ; en dorure ; d'argent	Étoffe ; dorure ; d'argent	Étoffe ; dorure ; d'argent						0	0	1	0					1	1469	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Flandre		22		Flandre Autrichienne		225	225				
Etoffe ; en dorure ; d'or	Étoffe ; dorure ; d'or	Étoffe ; dorure ; d'or						0	0	1	0					1	1321	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			66		Flandre		3200	0	0	0	2207591	
Etoffe ; en dorure ; or et argent	Étoffe ; dorure ; d'or et d'argent	Étoffe ; dorure ; d'or et d'argent						0	0	1	0					1	57	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Valenciennes	Valenciennes	9	Isle de France	etatsdelempereur	6	156				156	
Etoffe ; en taffetas	Étoffe ; taffetas	Étoffe ; de soie ; taffetas									1					1	3240	Fatima Zahra	AN F12 242	Objet Général	1775	Imports			69		Danemark		4875	1880222			2020108	
