marchandises_normalisees	marchandises_simplifiées	SITC_rev1	SITC_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames	marchandises_pour_graphe_RG
Bois ; merrain ; à tortues	Bois	2	2					...
Bois ; merrain ; de sapin	Bois	2	2					
Bois ; néphrétique	Bois	2	2					
Bois ; ouvré	Bois ; ouvré	2	2					
Bois ; palissandre	Bois	2	2					...
Bois ; par arbalètes	Bois	2	2		2	2		
Bois ; piles de	Bois	2	2					
Bois ; portatif dit Neyster	Bois	2	2	bois dit neister	2	2	bois dit neister	
Bois ; pour chaises	Bois	2	2		2	2		
Bois ; pour cribles	Bois	2	2					
Bois ; pour instruments de musique	Bois	2	2		6	6		
Bois ; pour lattes	Bois	2	2		2	2		
Bois ; pour palissades	Bois	2	2					
Bois ; préparé pour charpente et autres ouvrages	Bois	2	2		2	2		
Bois ; préparé pour fusils	Bois	2	2		2	2		
Bois ; préparé pour ouvrages	Bois	2	2					
Bois ; préparé pour palissades	Bois	2	2		2	2		
Bois ; préparé pour palissades et terrasse	Bois	2	2		2	2		
Bois ; rose	Bois	2	2					...
Bois ; rouge	Bois	2	2					
Bois ; royal	Bois	2	2					
Bois ; scié	Bois	2	2					
Bois ; scié de toutes sortes declarés par valeur	Bois	2	2					
Bois ; scié en gites	Bois	2	2		2	2		
Bois ; scié en pieds de gittes	Bois	2	2					
Bois ; scié en verres	Bois	2	2		2	2		
Bois ; Sustek	Bois	2	2					...
Bois ; tord	Bois	2	2					
Bois ; tropique	Bois	2	2		5	5		
Bois ; vernis	Bois	2	2					
Bois ; violet	Bois	2	2					...
Boîtes	Boîtes	6	6					
Boîtes ; blanches	Boîtes	6	6					
Boîtes ; de bergamote	Boîtes	6	6					
Boîtes ; de bois	Boîtes	6	6					
Boîtes ; de carton	Boîtes	6	6					
Boîtes ; de Nuremberg	Boîtes	6	6		6	6		
Boîtes ; de sapin	Boîtes	6	6					
Bol	Bol	…	…					
Bol ; blanche	Bol ; blanche	6	6b		6	6b		
Bol ; d'Arménie	Bol ; d'Arménie	5	5		5	5		
Boldavid	Boldavid	6	6a		6	6a		
Bombasin	Bombasin	6	6d					cotton
Bombes	Bombes et grenades	9	9					
Bombes de coton	Bombes de coton	…	…					
Bombes et grenades	Bombes et grenades	9	9		9	9		
Bonnet ; de blonde	Bonnet	8	8					...
Bonnet ; de coton	Bonnet	8	8					
Bonnet ; de femme	Bonnet	8	8					…
Bonnet ; de fil	Bonnet	8	8					
Bonnet ; de fil et coton	Bonnet	8	8		8	8		
Bonnet ; de filosel	Bonnet	8	8		8	8		
Bonnet ; de laine	Bonnet	8	8					
Bonnet ; de laine, fil et coton	Bonnet	8	8		8	8		
Bonnet ; de peaux	Bonnet	8	8		8	8		
Bonnet ; de postillons	Bonnet	8	8		8	8		
Bonnet ; de prêtres	Bonnet	8	8		8	8		
Bonnet ; de soie	Bonnet	8	8					…
Bonnet ; de soye	Bonnet	8	8		8	8		
Bonnet ; de toile	Bonnet	8	8					
Bonnet ; de toile cirée	Bonnet	8	8					
Bonnet ; de velours	Bonnet	8	8					
Bonnet ; picques	Bonnet	8	8		8	8		
Bonnet ; picques, carcasses et fers à coiffures	Bonnet	8	8		8	8		
Bonnet ; piqués	Bonnet	8	8					
Bonneterie	Bonneterie	8	8					
Bonneterie ; de bourre ; de fil	Bonneterie	8	8					
Bonneterie ; de bourre ; de soie	Bonneterie	8	8					
Bonneterie ; de coton	Bonneterie	8	8					…
Bonneterie ; de fil	Bonneterie	8	8					
Bonneterie ; de fil et coton	Bonneterie	8	8					
Bonneterie ; de fil, coton et laine	Bonneterie	8	8					
Bonneterie ; de filoselle	Bonneterie	8	8					
Bonneterie ; de laine	Bonneterie	8	8					
Bonneterie ; de soie	Bonneterie	8	8					
Bonneterie ; de soie et dorure	Bonneterie	8	8					
Bonneterie ; diverse	Bonneterie	8	8					
Bonnets ; d'enfans	Bonnet	8	8		8	8		
Bonnets ; d'enfans, de velours et Bonnets ; à la postillonne	Bonnet	8	8		8	8		
Bonnets ; de castor	Bonnet	8	8		8	8		
Bonnets ; de grenadines	Bonnet	…	…					…
Borax	Borax	2	2					...
Bordages ; de chêne	Bordages ; de chêne	…	…					
Bordures ; de tapisseries	Bordures ; de tapisseries	6	6		6	6		
Bordures ; dorées	Bordures ; dorées	8	8	Cadres ?				...
Bottes	Bottes	8	8					
Bottes ; fortes	Bottes	8	8					
Bottes et bottines	Bottes	8	8					
Bottines	Bottes	8	8					
Boucassin	Boucassin	6	6d	Toile de coton				cotton
Bouchons ; de liège	Bouchons ; de liège	6	6a					
Boucles	Boucles	8	8					
Boucles ; d'argent	Boucles	8	8					
Boucles ; d'oreilles	Boucles	8	8					
Boucles ; de cuivre	Boucles	8	8					
Boucles ; de fer	Boucles	8	8					
Boucles ; de Pinsbeck	Boucles	8	8		8	8		
Boudins de poisson	Boudins de poisson	0	0a		0	0a		
Boue de sel	Boue de sel	…	…					
Bougie	Bougie	8	8					...
bougie	bougie	8	8					
Bougie ; blanche	Bougie	8	8					
Bougie ; jaune	Bougie	8	8					
Bougran	Bougran	8	8					
Bouguette	Bouguette	0	0a		0	0a		
Boulange	Boulange	0	0a					
Boules ; de buis	Boulles ; de bois	8	8					...
Boules ; de mail	Boules ; de mail	…	…					
Boules ; de verre	Boules ; de verre	6	6		6	6		
Boules ; vulneraires	Boules ; vulneraires	…	…					
Boules de bois	Boulles ; de bois	6	6a					
Boulets ; de canon	Boulets ; de canon	9	9					
Boulettes de marbre	Boulettes de marbre	6	6a					
Boulles ; d'acier	Boulles ; d'acier	5	5	boulles d'acier vulneraire	5	5	boulles d'acier vulneraire	
Boulles ; de bois	Boulles ; de bois	…	…					
Bouracan	Bouracan	…	…					
Bouras	Bouras	…	…					
Bourde	Bourde	…	…					
Bourdilles	Bourdilles	…	…					
Bourdillons	Bourdillons	…	…					
Bourre ; à bâtir	Bourre	2	2					...
Bourre ; chiquette	Bourre	2	2					
Bourre ; de bœuf	Bourre	2	2					...
Bourre ; de chèvre	Bourre	2	2					
Bourre ; de drap	Bourre	2	2					
Bourre ; de fil	Bourre	2	2					
Bourre ; de laine	Bourre	2	2	bourre de laine et noppes	2	2	bourre de laine et noppes	
Bourre ; de Levant	Bourre	2	2					
Bourre ; de soie	Bourre	2	2					
Bourre-lanisse	Bourre-lanisse	2	2					
Bourse	Bourse	8	8					
Bourse ; à bartier	Bourse	8	8					
Bourse ; à butier	Bourse	8	8					...
Bourse ; à chevaux	Bourse	8	8					
Bourse ; à cheveux	Bourse	8	8					...
Bourse ; de coton	Bourse	8	8					
Bourse ; de coton et fil	Bourse	8	8					
Bourse ; de Damas	Bourse	8	8					...
Bourse ; de fil	Bourse	8	8					
Bourse ; de soie	Bourse	8	8					...
Bourse ; or et argent	Bourse	8	8					
Boussoles	Boussoles	8	8					
Boutannes	Boutannes	…	…					
Bouteilles	Bouteilles	6	6					
Bouteilles ; cristal	Bouteilles	6	6					
Bouteilles ; de bois	Bouteilles	6	6					
Bouteilles ; de composition	Bouteilles	6	6					
Bouteilles ; de cristal et carafes	Bouteilles	6	6		6	6		
Bouteilles ; de grès	Bouteilles	6	6					
Bouteilles ; de verre	Bouteilles	6	6					
bouteilles ; de verre garnis de joncs	bouteilles ; de verre garnis de joncs	6	6		6	6		
Boutonnières ; d'or	Boutonnières ; d'or	8	8					
Boutons ; à pierres ; fausses	Boutons	8	8					
Boutons ; d'acier	Boutons	8	8		8	8		
Boutons ; d'argent	Boutons	8	8					
Boutons ; d'argent sur bois	Boutons	8	8		8	8		
Boutons ; d'étain	Boutons	8	8					
Boutons ; d'or	Boutons	8	8		8	8		
Boutons ; d'or ; faux	Boutons	8	8					...
Boutons ; d'or et d'argent	Boutons	8	8					
Boutons ; d'or faux	Boutons	8	8		8	8		
Boutons ; d'os	Boutons	8	8		8	8		
Boutons ; d'os et de cornes	Boutons	8	8		8	8		
Boutons ; de bois de coco	Boutons	8	8		8	8		
Boutons ; de coco	Boutons	8	8					
Boutons ; de cocq	Boutons	8	8		8	8		
Boutons ; de cornes	Boutons	8	8		8	8		
Boutons ; de coton	Boutons	8	8					...
Boutons ; de crin	Boutons	8	8					
Boutons ; de cristal	Boutons	8	8					
Boutons ; de cuivre	Boutons	8	8					
Boutons ; de cuivre argenté et dorée	Boutons	8	8		8	8		
Boutons ; de cuivre doré	Boutons	8	8		8	8		
Boutons ; de cuivre et d'étain	Boutons	8	8		8	8		
Boutons ; de cuivre et d'étain argentés	Boutons	8	8		8	8		
Boutons ; de cuivre sur bois	Boutons	8	8		8	8		
Boutons ; de cuivre sur bois, d'os de cocq et de cornes	Boutons	8	8		8	8		
Boutons ; de fil	Boutons	8	8					
Boutons ; de fil blanc	Boutons	8	8					
Boutons ; de fil d'argent	Boutons	8	8					...
Boutons ; de fil d'or	Boutons	8	8					
Boutons ; de fil d'or et d'argent	Boutons	8	8					
Boutons ; de fil de poil de chevre	Boutons	8	8		8	8		
Boutons ; de fil or et argent	Boutons	8	8					
Boutons ; de jais	Boutons	8	8					
Boutons ; de jayet	Boutons	8	8		8	8		
Boutons ; de laiton	Boutons	8	8					
Boutons ; de manches	Boutons	8	8					
Boutons ; de métal	Boutons	8	8					
Boutons ; de métal doré	Boutons	8	8		8	8		
Boutons ; de nacre	Boutons	8	8					
Boutons ; de nacre de perle	Boutons	8	8					
Boutons ; de nacre de perle et jayet	Boutons	8	8		8	8		
Boutons ; de Pinsbeck	Boutons	8	8					
Boutons ; de poil	Boutons	8	8					...
Boutons ; de poil ; de chèvre	Boutons	8	8					
Boutons ; de soie	Boutons	8	8					
Boutons ; de soie à poil	Boutons	8	8					...
Boutons ; de soye	Boutons	8	8		8	8		
Boutons ; de tombacq doré	Boutons	8	8		8	8		
Boutons ; de trait d'or et d'argent fin	Boutons	8	8	boutons de fil d'or et d'argent fin	8	8	boutons de fil d'or et d'argent fin	
Boutons ; divers	Boutons	8	8					
Boutons ; dorure ; d'argent	Boutons	8	8					
Boutons ; dorure ; d'or et d'argent	Boutons	8	8					
Boutons ; dorure ; d'or faux	Boutons	8	8					...
Boutons ; dorure ; d'or fin	Boutons	8	8					...
Boutons ; masquinés	Boutons	8	8					
Bouts ; de corne	Bouts ; de corne	2	2					...
Boutty	Boutty	…	…					
Boyaux ; salés	Boyaux ; salés	0	0a					...
Brai, goudron et résine	Brai, goudron et résine	…	…	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Brai, goudron, poix et résine	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				...
Brancards ; de fer	Brancards ; de fer	…	…					
Brandans	Brandans	…	…					
Brandebourgs	Brandebourgs	8	8					
Brandebourgs ; d'or	Brandebourgs	8	8					...
Brandebourgs ; de fil	Brandebourgs	8	8					…
Bras ; de cheminée	Bras ; de cheminée	…	…					
Brasselets	Brasselets	8	8		8	8		
Braule	Braule	…	…					
Bray	Bray	5	5					...
Bray ; à brasser	Bray ; à brasser	0	0a		0	0a		
Bray ; goudron	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray ; goudron et résine	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray ; gras	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray ; Poix blanche et noire	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray ; raze	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray ; résine	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray ; sec	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Bray et goudron	Brai, goudron et résine	5	5	Le brai (de houille, de pétrole) est un résidu pâteux de la distillation du goudron, du pétrole ou de la résine. Il est solide à température ordinaire ; il est composé d'un mélange d'hydrocarbures aromatiques et hétérocycliques.				
Brebis	Bestiaux	0	0a					
Brian	Brian	…	…					
Brigadis	Brigadis	6	6	Sorte de cuir (qu’on fabrique aussi en Dauphiné) (BD)				...
Brignoles	Brignoles	0	0a		0	0a		
Briques	Briques	6	6		6	6		
Briquets	Briquets	8	8					...
Bris d'espars	Bris d'espars	2	2					...
Brochets	Brochets	0	0a					
Broderie	Broderie	8	8					
Broderie de toute sorte	Broderie	8	8		8	8		
Bronze	Bronze	…	…					
Brosseries	Brosseries	…	…					
Brosses et pinceaux	Brosses et pinceaux	6	6		6	6		
Brouettes	Brouettes	6	6					
Brousse fraiche	Brousse fraiche	…	…					
Brun ; rouge	Brun ; rouge	…	…					
Brustes ; à tisserand	Brustes ; à tisserand	...	...	Importation de Savoie – toile brut pour tisserands ? BD				...
Bruyère	Bruyère	…	…					
Buffletin	Buffletin	8	8	Juste-corps confectionné dans du cuir de buffle du levant				...
Burat	Burat	…	…					
Bure	Bure	8	8					
Bure ; étoffe	Bure ; étoffe	6	6b					...
Bureaux	Bureaux	8	8					
Bureaux ; de noyer	Bureaux ; de noyer	8	8					
Bures ; de sangliers	Bures ; de sangliers	0	0a	hurne de sanglier	0	0a	hurne de sanglier	
Cabarets	Boîtes	8	8					...
Cabarets ; vernis	Boîtes	8	8					
Cabas	Cabas	6	6					
Cabas ; de joncs	Cabas	6	6					
Cabas ; de palmes	Cabas	6	6					
Cabillauds	Cabillauds	0	0a					
Câbles	Câbles	…	…					
Câbles ; de Navire	Câbles	…	…					
Caboches	Caboches	…	…					
Cabriolets	Cabriolets	…	…					
Cacao	Cacao	0	0b		0	0b		
Cacao ; beurre de	Cacao ; beurre de	0	0b					
Cachets ; d'argent	Cachets ; d'argent	8	8					
Cachou	Cachou	…	…					
Cadenas	Cadenas	6	6a					
Cadis	Cadis	…	…					
Cadres ; de bois	Cadres	8	8					...
Cadres ; dorés	Cadres	8	8					
Café	Café	0	0b					Café
Café ; de Bourbon	Café	0	0b					Café
Café ; de Levant	Café	0	0b					
Café ; de Moka	Café	0	0b					Café
Café ; des Iles	Café	0	0b					Café
Cafetières	Cafetières	…	…					
Caffar ; blanc	Caffar ; blanc	6	6b		6	6b		
Caffar ; de laine	Caffar ; de laine	6	6b		6	6b		
Caffards ; carpettes et ligatures	Caffards ; carpettes et ligatures	6	6b		6	6b		
Cages	Cages	…	…					
Cages d'oiseau	Cages	6	6		6	6		...
Cailles	Cailles	0	0a		0	0a		
Cailloux	Cailloux	2	2					…
Caisses ; à carafons	Caisses	6	6					
Caisses ; de carosses	Caisses	7	7		7	7		
Caisses ; et têtes de carton	Caisses	6	6		6	6		
Caisses ; vides	Caisses	6	6		6	6		
Caladaris	Caladaris	…	…					
Calamine	Calamine	6	6		6	6		
Calamus	Calamus	2	2					
Calamus ; aromatisé	Calamus ; aromatisé	2	2					...
Calandrine	Calandrine	…	…					
Calèches	Calèches	7	7					
Callemande	Callemande	…	…					
Calottes	Calottes	6	6					
Calottes et sacs de papier	Calottes et sacs de papier	6	6		6	6		
Cambaye	Cambaye	…	…					
Cambouis	Cambouis	5	5					
Cambray	Cambray	6	6a		6	6a		
Camelot	Camelot	6	6a					
Camelot ; a peu de soye	Camelot	6	6c					
Camelot ; au quart	Camelot	6	6c					
Camelot ; burail	Camelot	6	…					
Camelot ; d'Amiens	Camelot	6	…					
Camelot ; d'Auvergne	Camelot	6	…					
Camelot ; d'Hollande	Camelot	6	…					
Camelot ; de laine	Camelot	6	6b					
Camelot ; de poil	Camelot	6	6b					...
Camelot ; de soie	Camelot	6	6c					
Camelot ; de terrine	Camelot	6	…					
Camelot ; des Indes	Camelot	6	…					
Camelot ; mi soie	Camelot	6	6c					
Camelot ; petit dit de Berlin	Camelot	6	6b		6	6b		
Camelot ; poil et laine	Camelot	6	6b					
Camelot ; poil et soie	Camelot	6	6c					silk fabrics
Camisolles	Camisolles	…	…					
Camphre	Camphre	2	2					
Canards	Canards	0	0a		0	0a		
Canaris ou serins	Canaris ou serins	9	9	oiseaux, serins et canaris	9	9	oiseaux, serins et canaris	
Candetas	Candetas	…	…					
Canefices	Canefices	…	…					
Canefiée	Canefiée	…	…					
Canetilles ; d'or faux	Canetilles ; d'or faux	…	…					
Caneva	Caneva	…	…					
Canevettes	Canevettes	…	…					
Cannelle	Cannelle	0	0b					
Cannelle ; gerofflée	Cannelle ; gerofflée	0	0b					
Cannes ; à main	Cannes	8	8					...
Cannes ; de bois montées et non montées	Cannes	6	6		6	6		
Cannes ; de joncs	Cannes	6	6		6	6		
Cannes ; de joncs ou rozeaux	Cannes	6	6		6	6		
Cannes ; dit genettes	Cannes	6	6		6	6		
Cannes ; diverses	Cannes	6	6					
Cannes ; et bâtons vernis	Cannes	6	6	cannes de bois vernies	6	6	cannes de bois vernies	
Cannettes ; d'étain	Cannettes	6	6					
Cannettes ; de grès	Cannettes	6	6					
Cannettes ; de grez	Cannettes	6	6					...
Cannettes ; de terre	Cannettes	6	6					...
Cannevas	Cannevas	6	6		6	6		
Cannevas à 15 sols l'aune	Cannevas à 15 sols l'aune	6	6		6	6		
Cannevettes	Cannevettes	6	6					
Cannevettes ; de grès	Cannevettes ; de grès	6	6					
Canon et balles ; de fer	Canon et balles ; de fer	9	9					
Canonnières ; de cantil	Canonnières ; de cantil	9	9					
Canons	Canons	9	9					
Canons ; de fer	Canons	9	9					
Canons ; de fonte	Canons	9	9					
Canons ; de fusils	Canons	9	9					
Canons ; de métal	Canons	9	9		9	9		
Cantarides	Cantarides	5	5		5	5		
Cantharides ou mouches d'Espagne	Cantharides ou mouches d'Espagne	8	8		8	8		
Caparaçons de peaux	Caparaçons de peaux	6	6		6	6		
Caparassons	Caparassons	…	…					
Capas	Capas	…	…					
Capeabas	Capeabas	…	…					
Capes ; de Bearn	Capes ; de Bearn	8	8					
Capes ; de camelot	Capes ; de camelot	8	8					
Capies	Capies	…	…					
Capilaire	Capilaire	…	…					
Capilaire ; en herbe	Capilaire ; en herbe	…	…					
Capiton	Capiton	2	2	Bourre de soie				...
Capons	Capons	…	…					
Capots	Capots	8	8	Manteau à capuchon				...
Câpres	Câpres	…	…					
Capsliatte	Capsliatte	...	...					...
Carabé	Carabé	…	…					
Carabines à air comprimés	Armes	9	9					
Caractères d'imprimerie	Caractères d'imprimerie	8	8					
Caramel	Caramel	0	0a					
Carcajou	Carcajou	…	…					
Carcasses	Carcasses	…	…					
Cardamone	Cardamone	…	…					
Cardes ; à carder	Cardes	6	6					
Cardes ; à drapier	Cardes	6	6					
Cardes ; de bois et fil de fer	Cardes	6	6	cardes à peigner drapet et laine	6	6	cardes à peigner drapet et laine	
Cardes ; et cardons champêtres	Cardes	6	6	cardes champêtres la rondelle de 20 livres	6	6	cardes champêtres la rondelle de 20 livres	
Cardes ; neuves	Cardes	6	6					
Cardines	Cardines	…	…					
Cardons	Cardons	…	…					
Carisaye ; blanche	Carisaye	6	6b	carisées blanc	6	6b	carisées blanc	
Carisaye ; mellée	Carisaye	6	6b	carisées teinte	6	6b	carisées teinte	
Carisaye ; teinte	Carisaye	…	…					
Carizé	Carizé	…	…					
Carlé	Carlé	…	…					
Carmin	Carmin	…	…					
Carnadières	Carnadières	…	…					
Carnasse	Carnasse	…	…					
Carnatane	Carnatane	…	…					
Carny	Carny	…	…					
Carols	Carols	…	…					
Carottes	Carottes	0	0a		0	0a		
Carpeaux ; alvins	Poisson	0	0a					
Carpes	Poisson	0	0a		0	0a		
Carpette	Carpette	…	…					
Carré	Carré	…	…					
Carreaux ; ?	Carreaux	6	6					
Carreaux ; à paver	Carreaux	6	6					...
Carreaux ; bleus	Carreaux	6	6					
Carreaux ; d'ardoises	Carreaux	6	6					
Carreaux ; de bidache	Carreaux	6	6					...
Carreaux ; de brique	Carreaux	6	6					
Carreaux ; de dentelle	Carreaux	6	6					...
Carreaux ; de faïence	Carreaux	6	6		6	6		
Carreaux ; De lorre	Carreaux	6	6					...
Carreaux ; de marbre	Carreaux	6	6					
Carreaux ; de marbre à paver	Carreaux	6	6		6	6		
Carreaux ; de pierres	Carreaux	6	6					
Carreaux ; de sera	Carreaux	6	6					
Carreaux ; de terre	Carreaux	6	6					
Carreaux ; de terre à paver	Carreaux	6	6	careaux à paver	6	6	careaux à paver	
Carreaux ; moulage	Carreaux	6	6					
Carreaux ; noir	Carreaux	6	6					
Carrosses	Carrosses	7	7					
Carrosses ; neufs	Carrosses	7	7		7	7		
Carrosses ; vieux	Carrosses	7	7		7	7		
Carrouges	Carrouges	…	…					
Cartes ; à jouer	Cartes ; à jouer	8	8					
Cartes ; géographiques	Cartes ; géographiques	8	8					
Cartes ; marines	Cartes ; géographiques	8	8					...
Cartons	Cartons	6	6					
Carubi	Carubi	...	...	Caroube ? BD				...
Carubis	Carubis	…	…					
Carvi	Carvi	…	…					
Carzé	Carzé	…	…					
Casaques de peau	Casaques de peau	9	9					
Cascarilles	Cascarilles	…	…					
Casques et cuirasses	Casques et cuirasses	9	9		9	9		
Casse	Casse	…	…					
Casse ; de fer	Casse	…	…					
Casse ; de laiton	Casse	…	…					
Casse ; en bâtons	Casse ; en bâtons	5	5		5	5		
Casse ; remèdes	Casse ; remèdes	…	…					
Casse Étoffe	Casse Étoffe	…	…					
Casselas	Casselas	…	…					
Cassia Lignea	Cassia Lignea	…	…					
Cassis	Cassis	…	…					
Cassoles	Cassoles	…	…					
Cassonnade	Cassonnade	…	…					
Castalogne	Castalogne	…	…					
Castoteunt	Castoteunt	…	…					
Cauris	Cauris	…	…					
Causels de bar	Causels de bar	…	…					
Causes de bois	Causes de bois	…	…					
Caves ; avec flacons	Caves ; avec flacons	8	8					
Caves ; garnies	Caves ; garnies	8	8					
Cédras	Cédras	…	…					
Cédres	Cédres	…	…					
Ceintures	Ceintures	8	8					
Ceintures de laine	Ceintures	6	6					...
Ceintures de prêtres	Ceintures	6	6		6	6		
Ceinturons	Ceinturons	8	8					
Ceinturons ; de soye	Ceinturons ; de soye	6	6c					
Ceinturons et bandouillieres	Ceinturons et bandouillieres	9	9		9	9		
Celeris	Celeris	0	0a		0	0a		
Cendaline	Cendaline	…	…					
Cendre	Cendre	5	5					...
Cendre ; à fumer	Cendre	5	5					
Cendre ; à fumer	Cendre	5	5					
Cendre ; à fumer ; terre	Cendre	5	5					
Cendre ; à orfèvre	Cendre	5	5					...
Cendre ; Barille	Cendre	5	5					
Cendre ; blan	Cendre	5	5					
Cendre ; bleue	Cendre	5	5					
Cendre ; bleue	Cendre	5	5					
Cendre ; Bourde	Cendre	5	5					
Cendre ; broyée ; à l'huile	Cendre	5	5					
Cendre ; caleinée	Cendre	5	5					
Cendre ; cassant	Cendre	5	5					
Cendre ; casseau	Cendre	5	5					
Cendre ; casseaux	Cendre	5	5					
Cendre ; commune	Cendre	2	2					
Cendre ; commune	Cendre	2	2					
Cendre ; d'Angleterre	Cendre	5	5		5	5		
Cendre ; de bois	Cendre	2	2	cendres de bois	2	2	cendres de bois	...
