numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
105,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Sucre terré,Iles Françaises de l’Amérique,35305,56943,41411073,livres,Pas sûr de la direction,0
174,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Cuirs en poil,Iles Françaises de l’Amérique,240,48,595172,en nombre,Pas sûr de la direction,0
225,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Tabac fabriqué,Iles Françaises de l’Amérique,24,12,5791,livres,Pas sûr de la direction,0
3,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Cacao,Iles Françaises de l’Amérique,3522,7045,429433,livres,,0
14,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Caffé,Iles Françaises de l’Amérique,3588719,3417828,97358972,livres,,0
38,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Coton en laine,Iles Françaises de l’Amérique,679373,438306,15218329,livres,,0
58,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Indigo,Iles Françaises de l’Amérique,766982,80735,10516394,livres,,0
67,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Rocou,Iles Françaises de l’Amérique,22588,25098,182702,livres,,0
74,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sucre brut,Iles Françaises de l’Amérique,1038452,2415005,41062450,livres,,0
93,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sucre terré,Iles Françaises de l’Amérique,894917,1443415,41411073,livres,,0
110,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sucre tête,Iles Françaises de l’Amérique,39008,82995,10235066,livres,,0
118,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Bois d’acajou,Iles Françaises de l’Amérique,2544,,175693,,,0
140,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Bois Divers,Iles Françaises de l’Amérique,810,,11878,,,0
157,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Confitures,Iles Françaises de l’Amérique,3330,1110,75146,livres,,0
177,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Cuirs tannés,Iles Françaises de l’Amérique,13401,13401,165442,livres,,0
182,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Liqueurs,Iles Françaises de l’Amérique,328,,109700,,,0
195,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Ris,Iles Françaises de l’Amérique,159,468,10531,livres,,0
201,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sirop fin,Iles Françaises de l’Amérique,1562,781,47419,livres,,0
214,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sirop mélasse,Iles Françaises de l’Amérique,37710,188552,122270,livres,,0
234,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Objets divers,Iles Françaises de l’Amérique,4080,,94168,,,0
246,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Morphil,Sénégal et Guinée,47556,7926,407364,livres,,
6,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Cacao,Iles Françaises de l’Amérique,46958,93916,429433,livres,,0
22,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Caffé,Iles Françaises de l’Amérique,19310776,17555252,97358972,livres,,0
33,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Canefice,Iles Françaises de l’Amérique,697,830,88271,livres,,0
46,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Coton en laine,Iles Françaises de l’Amérique,6819081,3788379,15218329,livres,,0
62,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Indigo,Iles Françaises de l’Amérique,883870,88387,10516394,livres,,0
70,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Rocou,Iles Françaises de l’Amérique,24030,26700,182702,livres,,0
79,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre brut,Iles Françaises de l’Amérique,5715100,12424130,41062450,livres,,0
89,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre raffiné,Iles Françaises de l’Amérique,75,75,2010,livres,,0
100,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre terré,Iles Françaises de l’Amérique,5519636,8624431,41411073,livres,,0
112,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre tête,Iles Françaises de l’Amérique,604611,1259606,10235066,livres,,0
121,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois d’acajou,Iles Françaises de l’Amérique,61951,,175693,,,0
125,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois de Brésil,Iles Françaises de l’Amérique,18583,12229,19644,livres,,0
129,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois de Campêche,Iles Françaises de l’Amérique,18647,124313,203540,livres,,0
138,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois de Sainte-Marthe,Iles Françaises de l’Amérique,15207,50690,18033,livres,,0
144,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois Divers,Iles Françaises de l’Amérique,7497,,11878,,,0
151,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Carret,Iles Françaises de l’Amérique,24390,2439,108085,livres,,0
162,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Confitures,Iles Françaises de l’Amérique,23330,11665,75146,livres,,0
172,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Cuirs en poil,Iles Françaises de l’Amérique,9630,963,595172,en nombre,,0
186,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Liqueurs,Iles Françaises de l’Amérique,10692,,109700,,,0
197,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Ris,Iles Françaises de l’Amérique,1465,8115,10531,livres,,0
207,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sirop fin,Iles Françaises de l’Amérique,8246,5498,47419,livres,,0
220,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Tabac en feuille,Iles Françaises de l’Amérique,8820,14700,81741,livres,,0
240,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Objets divers,Iles Françaises de l’Amérique,30044,,94168,,,0
244,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Gomme,Sénégal et Guinée,2246455,1212004,2246455,livres,,
249,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Morphil,Sénégal et Guinée,200442,33407,407364,livres,,
253,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Objets divers,Sénégal et Guinée,19351,,43849,,,
10,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Cacao,Iles Françaises de l’Amérique,98113,196227,429433,livres,,0
28,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Caffé,Iles Françaises de l’Amérique,15241441,15241441,97358972,livres,,0
35,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Canefice,Iles Françaises de l’Amérique,77092,91775,88271,livres,,0
51,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Coton en laine,Iles Françaises de l’Amérique,971005,647337,15218329,livres,,0
55,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Gingembre,Iles Françaises de l’Amérique,9540,27259,12265,livres,,0
66,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Indigo,Iles Françaises de l’Amérique,812862,90318,10516394,livres,,0
71,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Rocou,Iles Françaises de l’Amérique,53337,59264,182702,livres,,0
84,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre brut,Iles Françaises de l’Amérique,1996929,4902322,41062450,livres,,0
90,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre raffiné,Iles Françaises de l’Amérique,122,122,2010,livres,,0
106,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre terré,Iles Françaises de l’Amérique,9865274,16172580,41411073,livres,,0
115,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre tête,Iles Françaises de l’Amérique,1990931,4236025,10235066,livres,,0
123,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois d’acajou,Iles Françaises de l’Amérique,32881,,175693,,,0
131,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois de Campêche,Iles Françaises de l’Amérique,38976,389763,203540,livres,,0
135,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois de couleurs,Iles Françaises de l’Amérique,4561,,7222,,,0
136,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois de merrein,Iles Françaises de l’Amérique,17645,,17645,,,0
146,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois Divers,Iles Françaises de l’Amérique,50,,11878,,,0
154,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Carret,Iles Françaises de l’Amérique,23958,1996,108085,livres,,0
167,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Confitures,Iles Françaises de l’Amérique,5958,5958,75146,livres,,0
175,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Cuirs en poil,Iles Françaises de l’Amérique,254024,39004,595172,en nombre,,0
179,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Cuirs tannés,Iles Françaises de l’Amérique,45706,65923,165442,livres,,0
191,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Liqueurs,Iles Françaises de l’Amérique,47263,,109700,,,0
212,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sirop fin,Iles Françaises de l’Amérique,3474,2896,47419,livres,,0
222,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Tabac en feuille,Iles Françaises de l’Amérique,16458,41144,81741,livres,,0
226,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Tabac fabriqué,Iles Françaises de l’Amérique,3507,1169,5791,livres,,0
231,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Taffia,Iles Françaises de l’Amérique,8140,,12402,,,0
242,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Objets divers,Iles Françaises de l’Amérique,17022,,94168,,,0
251,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Morphil,Sénégal et Guinée,9996,1666,407364,livres,,
255,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Objets divers,Sénégal et Guinée,760,,43849,,,
4,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Cacao,Iles Françaises de l’Amérique,83537,167077,429433,livres,,0
17,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Caffé,Iles Françaises de l’Amérique,12338738,11751181,97358972,livres,,0
31,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Canefice,Iles Françaises de l’Amérique,2433,2897,88271,livres,,0
41,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Coton en laine,Iles Françaises de l’Amérique,2660015,1773344,15218329,livres,,0
53,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Gingembre,Iles Françaises de l’Amérique,9,26,12265,livres,,0
60,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Indigo,Iles Françaises de l’Amérique,2456424,258571,10516394,livres,,0
68,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Rocou,Iles Françaises de l’Amérique,41679,46310,182702,livres,,0
76,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre brut,Iles Françaises de l’Amérique,16739264,41848159,41062450,livres,,0
88,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre raffiné,Iles Françaises de l’Amérique,30,30,2010,livres,,0
96,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre terré,Iles Françaises de l’Amérique,7763397,12942327,41411073,livres,,0
111,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre tête,Iles Françaises de l’Amérique,1878873,3997600,10235066,livres,,0
119,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Bois d’acajou,Iles Françaises de l’Amérique,33255,,175693,,,0
