marchandises_norm_ortho,marchandises_simplifiees,source_bdc,nbr_bdc_marchandises_norm_ortho,nbr_bdc_marchandises_simplifiees
bâton ; de gaffe,bâton ; de gaffe,1,1,1
bâton ; de sapin,bâton ; de sapin,1,4,4
bâton ; d’éventail ; d'ivoire,bâton ; d’éventail ; d'ivoire,0,0,0
bâton ; d’éventail ; d'ivoire,,1,1,31324
bâton ; peint,bâton ; peint,1,2,2
bâton ; verni,bâton ; verni,1,14,14
bâton ; à chandelle,bâton ; à chandelle,1,2,2
bâton ; à lave-place,bâton ; à lave-place,1,17,17
bâton ; à étendre le linge,bâton ; à étendre le linge,1,1,1
bâton à faire cercle,bâton à faire cercle,1,1,1
bâton ; de brosse ; à goudronner,,1,1,31324
bécasse,bécasse,1,4,4
bécassine,bécassine,1,1,1
bédélium,bédélium,1,1,1
bérêt,béret,1,1,1
bétail ; chèvre,bétail ; chèvre,1,116,116
bétail ; génisse,bétail ; génisse,1,1,39
bétille,bétille,1,14,14
bézoard,bézoard,1,4,4
bézoard ; ???,bézoard ; ???,0,0,0
bézoard ; ???,,1,1,31324
bêche,bêche,1,1,1
bêche ; en fer,bêche ; en fer,1,1,1
bête de somme,bête de somme,1,124,126
bête de somme : agneau et cabrit,bête de somme : agneau et cabri,1,1,1
bête de somme ; cheval,bête de somme ; cheval,1,536,547
bête de somme ; cheval ; anglais,bête de somme ; cheval ; anglais,0,0,0
bête de somme ; cheval ; arabe,bête de somme ; cheval ; arabe,1,1,1
bête de somme ; cheval ; pour enfant,bête de somme ; cheval ; pour enfant,1,1,1
bête de somme ; cheval entier,bête de somme ; cheval,1,1,547
bête de somme ; cheval et âne,bête de somme ; cheval et âne,1,4,4
bête de somme ; cheval ; anglais,,1,1,31324
bête de somme ; chevreau,bête de somme ; chevreau,1,4,4
bête de somme ; chèvre,bête ; de somme ; chèvre,1,1,1
bête de somme ; divers,bête de somme,1,2,126
bête de somme ; diverse,bête de somme ; diverse,1,2,2
bête de somme ; jument,bête de somme ; jument,1,3,4
bête de somme ; mule et mulet,bête de somme ; mule et mulet,1,22,22
"bête de somme ; mule, mulet et cheval","bête de somme ; mule, mulet et cheval",1,4,4
bête de somme ; mulet,bête de somme ; mulet,1,4,4
bête de somme ; poulain,bête de somme ; poulain,1,29,29
bête de somme ; âne,bête de somme ; âne,1,10,111
bœuf,bœuf,1,9,9
bœuf ; d'Irlande,bœuf ; d'Irlande,1,1,1
bœuf ; en vie,bœuf ; en vie,1,9,9
bœuf ; froment,bœuf ; froment,1,1,1
bœuf ; fumé,bœuf ; fumé,1,74,74
bœuf ; illinois,bœuf ; illinois,1,1,1
bœuf ; salé,bœuf ; salé,1,533,533
bœuf ; taureau,bœuf ; taureau,1,2,2
bœuf ; à l'écarlate,bœuf ; à l'écarlate,1,3,3
bœuf ; à la daube,bœuf ; à la daube,1,11,11
bœuf ; à la mode,bœuf ; à la mode,1,1,1
bœuf et langue salée,bœuf et langue salée,1,6,6
bœuf ; taureau,,1,2,31324
cabaret,cabaret,1,5,5
cabaret ; de bois ; verni,cabaret ; de bois ; verni,1,2,2
cabaret ; peint,cabaret ; peint,1,1,1
cabaret ; verni,cabaret ; verni,1,20,20
cabas,cabas,1,13,13
cabas ; d'auf,cabas ; d'auf,1,2,2
cabas ; de jonc,cabas ; de jonc,1,7,7
cabas ; de laine,cabas ; de laine,1,1,1
cabas ; de palme,cabas ; de palme,1,11,11
cabillaud,cabillaud,1,126,126
cabine de bain,cabine de bain,1,1,1
cabinet,cabinet,1,1,1
cabinet ; de noyer,cabinet ; de noyer,1,3,3
cabinet ; de sapin,cabinet ; de sapin,1,3,3
cabinet ; peint,cabinet ; peint,1,1,1
caboche,caboche,1,30,30
caboche ; de fer,caboche ; de fer,1,1,1
cabochon,cabochon,1,1,1
cabriolet,cabriolet,1,17,17
cabrion,cabrion,1,1,1
cabrouet,cabrouet,1,1,1
cacao,cacao,1,1062,1065
cacao ; broyé,cacao ; broyé,0,0,0
cacao ; des îles,cacao ; des îles,0,0,0
cacao ; en graine,cacao ; en graine,0,0,0
cacao ; étranger,cacao,1,3,1065
cacao et chocolat,cacao et chocolat,1,8,8
cacao ; broyé,,1,14,31324
cacao ; des îles,,1,2,31324
cacao ; en graine,,1,9,31324
cache,cache,1,1,1
cachet ; d'argent,cachet ; d'argent,1,1,1
cachet ; doré,cachet ; doré,1,2,2
cachou,cachou,1,26,26
cachou ; brut,cachou ; brut,1,2,2
cachou ; brut,,1,1,31324
cacouanne,"""""""""""""""""""""""""""""""""""""""""""""""""",1,1,4
cadena,cadena,1,2,2
cadena ; de fer,cadena ; de fer,0,0,0
cadena ; petit,cadena ; petit,0,0,0
cadenas,,1,19,31324
cadenas ; de fer,,1,1,31324
cadenas ; petit,,1,1,31324
cadi,cadi,1,23,23
cadi ; rouge,cadi ; rouge,0,0,0
cadis ; rouge,,1,1,31324
cadre ; de bois,cadre ; de bois,1,6,6
cadre ; doré,cadre ; doré,1,5,5
cadrille,,1,1,31324
cafetière,cafetière,1,20,20
cafetière ; de Levant,cafetière ; de Levant,1,1,1
cafetière ; de cuivre,cafetière ; de cuivre,0,0,0
cafetière ; de fer ; blanc,cafetière ; de fer ; blanc,0,0,0
cafetière ; de métal,cafetière ; de métal,0,0,0
cafetière ; de cuivre,,1,1,31324
cafetière ; de fer ; blanc,,1,1,31324
cafetière ; de métal,,1,2,31324
cafetou fer,cafetou fer,1,1,1
caffar,caffar,1,5,5
caffar ; blanc,caffar ; blanc,1,1,1
caffar ; de laine,caffar ; de laine,1,1,1
caffard ; carpette et ligature,caffard ; carpette et ligature,1,2,2
café,café,1,820,836
café ; bourbon,café ; de bourbon,1,8,93
café ; de Levant,café ; du Levant,1,41,43
café ; de Martinique,café ; de Martinique,0,0,0
café ; de bourbon,café ; de bourbon,1,85,93
café ; de moka,café ; de moka,1,117,120
café ; des Iles,café ; des Iles,1,681,681
café ; des Indes,café ; des Indes,1,2,2
café ; moka,café ; de moka,1,3,120
café ; ordinaire,café,1,15,836
café ; ordinaire ; de Levant,café ; du Levant,1,2,43
café ; ordinaire ; etranger,,1,1,31324
café ; ordinaire ; étranger,café,0,0,0
café et cacao,café et cacao,1,10,10
café et provision,café et provision,1,1,1
café ; de Martinique,,1,3,31324
café ; des Indes,,1,1,31324
cage,cage,1,2,2
cage ; d'oiseau,cage ; d'oiseau,1,4,4
cage ; d'oiseau,,1,1,31324
caille,caille,1,2,2
caillou,caillou,1,1,1
caisse,caisse,1,1,1
caisse ; de berline et train,caisse ; de berline et train,1,1,1
caisse ; de carosse,caisse ; de carosse,1,1,1
caisse ; de liège,caisse ; de liège,1,1,1
caisse ; et tête de carton,caisse et tête ; de carton,1,1,1
caisse ; vide,caisse ; vide,1,1,1
caisse ; à carafon,caisse ; à carafon,1,1,1
caladari,caladari,1,12,12
calamine,calamine,1,18,18
calamine ; grillée,calamine ; grillée,0,0,0
calamine ; grillée,,1,1,31324
calamus,calamus,1,6,6
calamus ; aromatisé,calamus ; aromatisé,1,3,3
calandrine,calandrine,1,1,1
cale ; en bois de hêtre,cale ; en bois,1,1,2
cale ; en chêne,cale ; en bois,1,1,2
calice ; d'argent,calice ; d'argent,1,1,1
calicot,calicot,1,1,1
callemande,callemande,1,187,187
calmelot ; de laine et soie,camelot ; de laine et soie,1,1,1
calmotte,calmotte,1,1,1
calotte,calotte,1,1,1
calotte ; de peau divine,calotte ; de peau divine,1,1,1
calotte ; de prêtre,calotte ; de prêtre,1,1,1
calotte et sac de papier,calotte et sac de papier,1,2,2
calèche,calèche,1,2,2
cambaye,cambaye,1,2,2
cambouis,cambouis,1,1,1
cambray,cambray,1,1,1
camelot,camelot,1,50,50
camelot ; a peu de soie,camelot ; a peu de soie,1,1,1
camelot ; au quart,camelot ; au quart,1,1,1
camelot ; au sixième de soie,camelot ; au sixième de soie,0,0,0
camelot ; burail,camelot ; burail,1,4,4
camelot ; d'Amiens,camelot ; d'Amiens,1,5,5
camelot ; d'Angleterre et Hollande,camelot ; d'Angleterre et Hollande,1,12,12
camelot ; d'Auvergne,camelot ; d'Auvergne,1,3,3
camelot ; d'écarlatte,camelot ; d'écarlatte,0,0,0
camelot ; de Bruxelles,camelot ; de Bruxelles,1,1,1
camelot ; de Hollande,camelot ; de Hollande,1,2,2
camelot ; de Lille,camelot ; de Lille,1,3,3
camelot ; de Lille et autre,camelot ; de Lille et autre,1,8,8
camelot ; de burail,camelot ; de burail,0,0,0
camelot ; de laine,camelot ; de laine,1,143,143
camelot ; de soie,camelot ; de soie,1,8,8
camelot ; de terrine,camelot ; de terrine,1,8,8
camelot ; des Indes,camelot ; des Indes,1,8,8
camelot ; des isles,camelot ; des isles,0,0,0
camelot ; laine et soie,camelot ; laine et soie,1,14,14
camelot ; mi soie,camelot ; mi soie,1,1,1
camelot ; mêlé ; de soie,camelot ; mêlé ; de soie,0,0,0
camelot ; mêlé de soie,camelot ; mêlé ; de soie,0,0,0
camelot ; petit dit de Berlin,étoffe ; de laine ; camelot petit dit de Berlin,1,1,1
camelot ; poil et laine,camelot ; poil et laine,1,5,5
camelot ; poil et soie,camelot ; poil et soie,1,29,29
camelot ; rayé,camelot ; rayé,1,1,1
camelot ; soie et laine,camelot ; soie et laine,1,2,2
camelot ; à peu de soie,camelot ; à peu de soie,1,3,3
camelot; écarlate,camelot;  écarlate,1,2,2
camelot ; au sixième de soie,,1,1,31324
camelot ; burail,,1,1,31324
camelot ; d'Amiens,,1,1,31324
camelot ; d'écarlatte,,1,3,31324
camelot ; de burail,,1,1,31324
camelot ; de laine,,1,2,31324
camelot ; des isles,,1,2,31324
camelot ; mêlé de soie,,1,1,31324
camelot ; mêlé ; de soie,,1,2,31324
camisolle,camisolle,1,4,4
camphre,camphre,1,139,139
camphre ; raffiné,camphre ; raffiné,1,2,2
canapé,canapé,1,1,1
canapé ; de cuir de Russie,canapé ; de cuir de Russie,0,0,0
canapé ; de maroquin et table à joué,canapé ; de maroquin et table à joué,1,1,1
canapé ; de cuir de Russie,,1,1,31324
canard,canard,1,9,9
canard ; en vie,canard ; en vie,1,1,1
canari ou serin,canari ou serin,1,1,2
canarie (oiseau) ou vin des Iles Canaries ?,,1,1,31324
canarie (oiseaux) ou vin des Iles Canaries ?,canari ou serin,0,0,0
canaux,canaux,1,1,1
candeta,candeta,1,1,1
canefice,drogue ; médicinale ; canéfice,1,211,214
canefiée,canefiée,1,4,4
"canelle, giroffle, poivre, etc.","canelle, giroffle, poivre, etc.",1,2,2
canetille ; d'or faux,canetille ; d'or faux,1,1,1
canette ; de grès,canette ; de grès,1,6,6
canette ; de terre,canette ; de terre,1,1,1
canevas,canevas,1,50,51
canevas ; de fil,canevas ; de fil,0,0,0
canevas ; tracé,canevas ; tracé,1,2,2
canevas à 15 sols l'aune,canevas,1,1,51
canevas ; de fil,,1,1,31324
canevas ; tracé,,1,5,31324
canevette,canevette,1,32,32
canevette ; de grès,canevette ; de grès,1,7,7
canevette ; à flacon,canevette ; à flacon,1,1,1
canif,canif,1,1,1
canique,canique,1,1,1
canne,canne,1,2,2
canne ; bambou,canne ; bambou,1,2,2
canne ; de bois,canne ; de bois,1,2,2
canne ; de bois montée et non montée,canne ; de bois montée et non montée,1,1,1
canne ; de jonc,canne ; de jonc,1,4,5
canne ; de jonc ou roseau,,1,1,31324
canne ; de jonc ou rozeau,canne ; de jonc,0,0,0
canne ; dit genette,canne ; dit genette,1,1,1
canne ; diverse,canne ; diverse,1,19,20
canne ; et bâton verni,canne et bâton ; verni,1,1,1
canne ; garnie,canne ; garnie,1,1,1
canne ; vernie,canne ; diverse,1,1,20
canne ; à main,canne ; à main,1,57,57
canne ; à pomme d'or,canne ; à pomme d'or,1,4,4
canne ; à pomme d'or ; ayant servi,canne ; à pomme d'or ; ayant servi,1,1,1
cannelle,épicerie ; cannelle,1,715,759
cannelle ; gerofflée,épicerie ; cannelle ; gerofflée,1,1,1
cannelle et poivre,cannelle et poivre,1,1,1
cannette,cannette,1,3,3
cannette ; d'étain,cannette ; d'étain,1,3,3
cannette ; de ?,cannette ; de ?,0,0,0
cannette ; de bois ; de sapin,cannette ; de bois ; de sapin,1,1,1
cannette ; de grès,cannette ; de grès,1,64,64
cannette ; de terre,cannette ; de terre,1,5,5
cannette ; de terre et de grès,cannette ; de terre et de grès,1,1,1
cannette ; de ?,,1,1,31324
canon,canon,1,5,10
canon ; de 18 de balle,canon ; de 18 de balle,1,1,1
canon ; de carabine,canon ; de fusil,1,1,15
canon ; de cuivre,canon ; de cuivre,1,1,1
canon ; de divers calibre,canon ; de divers calibre,0,0,0
canon ; de divers calibres,,1,1,31324
canon ; de fer,canon ; de fer,1,138,141
canon ; de fer ; avec leurs affût,canon ; de fer ; avec leurs affût,0,0,0
canon ; de fer ; avec leurs affûts,,1,2,31324
canon ; de fer ; de 18 a 24 livres,canon ; de fer ; de 18 a 24 livre,1,1,1
canon ; de fer ; de 18 et 30 livres de balle,canon ; de fer ; de 18 et 30 livre de balle,1,1,1
canon ; de fer ; de 3 livres,canon ; de fer ; de 3 livre,1,1,1
canon ; de fer ; de 4 livres,canon ; de fer ; de 4 livre,1,3,3
canon ; de fer ; petit,canon ; de fer ; petit,1,1,1
canon ; de fer de 18 à 24 livres de balle,canon ; de fer,1,1,141
canon ; de fer de 4 livres de balle,canon ; de fer de 4 livre de balle,1,1,1
canon ; de filoselle,canon,1,2,10
canon ; de fonte,canon ; de fonte,1,7,7
canon ; de fonte ; petit,canon ; de fonte ; petit,1,1,1
canon ; de fusil,canon ; de fusil,1,13,15
canon ; de metail de 12 livres de balle,canon ; de métal,1,1,2
canon ; de mousquet,canon ; de fusil,1,1,15
canon ; de métal,canon ; de métal,1,1,2
canon ; en fer ; de 2 livres,canon ; en fer ; de 2 livre,1,1,1
"canon et balle de fer, en livres",canon et balle ; de fer,1,1,1
canon et boulet,canon et boulet,1,1,1
canon et boulet ; de fer,canon et boulet ; de fer,1,2,2
canon et boulet de fer,canon et boulet de fer,1,1,1
canonnière ; de cantil,canonnière ; de cantil,1,2,2
cantaride,cantharide ou mouche d'Espagne,1,150,151
cantharide ou mouche d'Espagne,cantharide ou mouche d'Espagne,1,1,151
cantine,cantine,1,1,1
canéfice,canéfice,1,6,6
caoutchouc,caoutchouc,1,1,1
capa,capa,1,1,1
capalme,capalme,1,1,1
caparasson,caparaçon,1,4,6
caparaçon,caparaçon,1,1,6
caparaçon de peau,caparaçon,1,1,6
cape,cape,1,1,1
cape ; cabas,cape ; cabas,1,1,1
cape ; de Bearn,cape ; de Bearn,1,1,1
cape ; de camelot,cape ; de camelot,1,3,3
cape ; de drap,cape ; de drap,1,1,1
capeabas,capeabas,1,1,1
capies,capies,1,3,3
capilaire,capilaire,1,11,11
capilaire ; en herbe,capilaire ; en herbe,1,5,5
capilaire vert,capilaire ; vert,0,0,0
capilaire vert,,1,1,31324
capiton,capiton,1,10,10
capiton ; de soie,capiton ; de soie,1,1,1
capons,capons,1,1,1
capot,capoterie,1,34,34
"capre, cornichon et olive","capre, cornichon et olive",1,10,10
capsliatte,capsliatte,1,4,4
caput mortum,caput mortum,1,1,1
carabine à air,carabine à air comprimé,1,1,2
carabine à air comprimé,carabine à air comprimé,1,1,2
carabé,carabé,1,26,26
carabé ; jaune,carabé ; jaune,0,0,0
carabé ; jaune,,1,1,31324
caractère ; à imprimer,caractère ; à imprimer,1,5,5
caractère d'imprimerie,caractère d'imprimerie,1,108,112
caramel,caramel,1,1,1
carcajou,carcajou,1,1,1
carcasse,carcasse,1,2,2
carcasse ; à peu de soie,carcasse ; à peu de soie,1,2,2
cardamomum,cardamomum,1,1,1
cardamone,cardamone,1,31,31
carde,carde,1,1,1
carde ; carder,carde ; carder,1,1,1
carde ; de bois et fil de fer,carde ; de bois et fil de fer,1,1,1
carde ; en fer,carde ; en fer,1,1,1
carde ; et cardon champêtre,carde et cardon champêtre,1,1,1
carde ; neuve,carde ; neuve,1,2,2
carde ; pour laine,carde ; à drapier,1,1,2
carde ; vieille,carde ; vieille,1,9,9
carde ; à carder,carde ; à carder,1,130,131
carde ; à drapier,carde ; à drapier,1,1,2
cardine,cardine,1,7,7
cardine ; de sapin,cardine ; de sapin,1,1,1
cardon,cardon,1,3,3
carelet,carelet,1,1,1
caret,caret,1,1,1
cargaison,cargaison,1,2,3
cargo et provision,cargaison,1,1,3
caril,caril,1,1,1
carisaye ; blanche,carisaye ; blanche,1,2,2
carisaye ; mellée,carisaye ; mellée,1,1,1
carisaye ; teinte,carisaye ; teinte,1,2,2
carizé,carizé,1,14,14
carizé ; vieille,carizé ; vieille,0,0,0
carizé ; étoffe,carizé ; étoffe,0,0,0
carizé ; vieille,,1,2,31324
carizé ; étoffe,,1,1,31324
carlé,carlé,1,2,2
carmin,carmin,1,10,10
carnadière,carnadière,1,1,1
carnasse,carnasse,1,8,8
carnatane,carnatane,1,1,1
carnifié,carnifié,1,1,1
carny,carny,1,1,1
carol,carol,1,1,1
carotte,carotte,1,10,10
carotte ; d'enfant,carotte ; d'enfant,1,1,1
carpe,carpe,1,27,27
carpeaux ; alvin,carpeaux ; alvin,1,5,5
carpette,carpette,1,4,4
carreau,carreau,1,2,2
carreau ; ?,carreau ; ?,1,1,1
carreau ; bleu,carreau ; bleu,1,1,1
carreau ; d'ardoise,carreau ; d'ardoise,1,1,1
carreau ; de bidache,carreau ; de bidache,1,5,5
carreau ; de brique,carreau ; de brique,1,1,1
carreau ; de dentelle,carreau ; de dentelle,1,1,1
carreau ; de faïence,carreau ; de faïence,1,15,15
carreau ; de lorre,carreau ; de lorre,1,4,4
carreau ; de marbre,carreau ; de marbre,1,44,44
carreau ; de marbre ; pour le roi,carreau ; de marbre ; pour le roi,1,1,1
carreau ; de marbre à paver,carreau ; de marbre à paver,1,1,1
carreau ; de pierre,carreau ; de pierre,1,29,29
carreau ; de pierre de terre,carreau ; de pierre de terre,1,1,1
carreau ; de pierre noire,carreau ; de pierre noire,1,1,1
carreau ; de pierre à paver,carreau ; de pierre à paver,1,2,2
carreau ; de sera,carreau ; de sera,1,2,2
carreau ; de sol en ter cuite,carreau ; de sol en ter cuite,1,1,1
carreau ; de terre,carreau ; de terre,1,199,199
carreau ; de terre à paver,carreau ; de terre à paver,1,3,3
carreau ; de verre,carreau ; de verre,1,6,6
carreau ; de verre à vitre,carreau ; de verre à vitre,1,12,12
carreau ; meulage de Brie,carreau ; meulage de Brie,1,3,3
carreau ; meulage de France,carreau ; meulage de France,1,1,1
carreau ; moulage,carreau ; moulage,1,4,4
carreau ; moulage ; de Brie,carreau ; moulage ; de Brie,1,2,2
carreau ; moulage ; de France,carreau ; moulage ; de France,1,4,4
carreau ; noir,carreau ; noir,1,4,4
carreau ; pour le sol,carreau ; pour le sol,1,1,1
carreau ; rouge,carreau ; rouge,1,1,1
carreau ; Île de France,carreau ; Île de France,1,1,1
carreau ; à dentelle,carreau ; à dentelle,1,3,4
carreau ; à faire dentelle,carreau ; à dentelle,1,1,4
carreau ; à paver,carreau ; à paver,1,8,9
carreau ; de verre,,1,1,31324
carreau ; moulage ; de France,,1,1,31324
carrelage,carrelage,1,1,1
carrelet séché,carrelet séché,1,2,2
carret,carret,1,16,16
carrosse,carrosse,1,33,33
carrosse ; grand ; monté sur leur train et harnois riche,carrosse ; grand ; monté sur leur train et harnois riche,0,0,0
carrosse ; neuf,carrosse ; neuf,1,1,1
carrosse ; vieux,carrosse ; vieux,1,1,1
carrosse et harnois,carrosse et harnois,1,1,1
carrosse ; grand ; monté sur leur train et harnois riche,,1,1,31324
carrouge,carrouge,1,31,31
carré,carré,1,20,20
cartager,cartager,1,1,1
carte,carte,1,1,1
carte ; de géographie,carte ; de géographie,1,7,7
carte ; de géographie ; sur toile,carte ; de géographie ; sur toile,0,0,0
carte ; de géographie ; sur toile,,1,1,31324
carte ; de la côte d'Angleterre,carte ; de la côte d'Angleterre,1,1,1
carte ; géographique,carte ; géographique,1,43,43
carte ; marine,carte ; marine,1,11,11
carte ; à jouer,carte ; à jouer,1,262,262
carton,carton,1,47,47
carton ; en feuille,carton ; en feuille,1,1,1
carton ; moulé,carton ; moulé,1,3,3
carton ; ouvré,ouvrage ; de carton,1,31,33
carton ; ouvré et en feuille,carton ; ouvré et en feuille,1,31,31
carton ; à drapier,carton ; à drapier,1,1,1
cartouche,cartouche,1,1,1
carubi,carubi,1,5,19
carubis,carubi,1,14,19
carvi,carvi,1,1,1
carzé,carzé,1,6,6
casaque,casaque,1,1,1
casaque ; à nègre,casaque ; à nègre,0,0,0
casaque de froc,casaque de froc,1,1,1
casaque de peau,casaque de peau,1,1,1
casaque ; à nègre,,1,1,31324
cascarille,cascarille,1,19,19
casque de charge,casque de charge,1,1,1
casque et cuirasse,casque et cuirasse,1,1,1
casse,casse,1,34,34
casse ; au canéfice,casse ; au canéfice,0,0,0
casse ; de fer,casse ; de fer,1,3,3
casse ; de laiton,casse ; de laiton,1,1,1
casse ; en bâton,casse ; en bâton,1,2,2
casse ; garnie,casse ; garnie,1,1,1
casse ; remède,casse ; remède,1,6,6
casse étoffe,casse étoffe,1,3,3
cassela,cassela,1,1,1
casserole,casserole,1,1,1
casserole ; de fer,casserole ; de fer,1,1,1
casse ; au canéfice,,1,4,31324
casse ; en bâton,,1,1,31324
cassia lignea,drogue ; médicinale ; cassia lignea,1,60,70
cassis,cassis,1,1,1
cassole,cassole,1,1,1
cassonnade,cassonnade,1,5,5
castalogne,castalogne,1,20,20
castor,castor,1,5,5
castor ; blanc,castor ; blanc,1,1,1
castor ; gras,castor ; gras,1,25,25
castor ; sec,castor ; sec,1,23,23
castoreum,castoreum,1,5,5
castor ; sec,,1,4,31324
castoteunt,castoteunt,1,1,1
catadarit,catadarit,1,1,1
catendevy,catendevy,1,1,1
catequin,catequin,1,2,2
catéchisme,catéchisme,1,1,1
caume ; bambou,caume ; bambou,1,1,1
caume ; de bois,caume ; de bois,1,1,1
caume ; de jonc,caume ; de jonc,1,1,1
cauri,cauris,1,153,153
cause de bois,cause de bois,1,1,1
causel de bar,causel de bar,1,3,3
cave,cave,1,7,7
cave ; avec 12 flacon,cave ; avec 12 flacon,0,0,0
cave ; avec 12 flacons,,1,1,31324
cave ; avec 6 flacon,cave ; avec 6 flacon,0,0,0
cave ; avec 6 flacons,,1,1,31324
cave ; avec flacon,cave ; avec flacon,0,0,0
cave ; avec flacons,,1,3,31324
cave ; de 6 flacon,cave ; de 6 flacon,0,0,0
cave ; de 6 flacons,,1,4,31324
cave ; de 9 flacon,cave ; de 9 flacon,0,0,0
cave ; de 9 flacons,,1,1,31324
cave ; file,cave ; file,1,1,1
cave ; garnie,cave ; garnie,1,84,84
cave ; garnie ; avec 12 flacon,cave ; garnie ; avec 12 flacon,0,0,0
cave ; garnie ; avec 12 flacons,,1,2,31324
cave ; garnie ; avec 6 flacon,cave ; garnie ; avec 6 flacon,0,0,0
cave ; garnie ; avec 6 flacons,,1,1,31324
cave ; garnie ; de 29 flacon,cave ; garnie ; de 29 flacon,0,0,0
cave ; garnie ; de 29 flacons,,1,1,31324
cave ; garnie ; de 6 flacon,cave ; garnie ; de 6 flacon,0,0,0
cave ; garnie ; de 6 flacons,,1,4,31324
cave ; garnie ; de 9 flacon,cave ; garnie ; de 9 flacon,0,0,0
cave ; garnie ; de 9 flacons,,1,2,31324
cave ; garnie de flacon,cave ; garnie de flacon,0,0,0
