marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg,blok,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
Galop,Galop,Galop,,,,,,,,,,,,,,,,1,1,1,1
Galou ; pilé,Galou ; pilé,Galou ; pilé,,,,,,0,0,1,,,,,,1,,1,1,1,1
Galte,Galte,Galte,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gan de peaux,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,1,289
Gan.. ; commune,Gants ; communs,Gants ; communs,,,,,,0,0,1,,,,,,7,,1,1,7,289
Gan.. ; de grenoble,Gants ; de Grenoble,Gants ; de Grenoble,,,,,,0,0,1,,,,,,2,,1,1,2,62
Gance ; de fleuret,Gants ; de fleuret,Gants ; de fleuret,,,,,,0,0,1,,,,,,1,,1,1,2,14
Gance ; de laine,,,,,,,,,,,,,,,,,,,1,1,3084
Gances,Gants,Gants,,,,,,0,0,1,,,,,,1,,1,1,1,5
Gances ; d'or,Gants ; d'or,Gants ; d'or,,,,,,0,0,1,,,,,,2,,1,1,3,3
Gances ; de fleuret,Gants ; de fleuret,Gants ; de fleuret,,,,,,0,0,1,,,,,,3,,1,1,6,14
Gances ; de laine,Gants ; de laine,Gants ; de laine,,,,,,0,0,1,,,,,,1,,1,1,2,47
Gances de fleures,Gants ; de fleuret,Gants ; de fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,14
Gances de fleuret,Gants ; de fleuret,Gants ; de fleuret,,,,,,0,0,1,,,,,,2,,1,1,2,14
Gands ; De Grenoble,Gants ; de Grenoble,Gants ; de Grenoble,,,,,,0,0,1,,,,,,9,,1,1,9,62
Gands ; Divers,Gants ; divers,Gants ; divers,,,,,,0,0,1,,,,,,1,,1,1,1,27
Gands de peaux,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,1,289
Gands de soye,Gants ; de soie,Gants ; de soie,,,,,,,,,,,,,,,,1,1,1,49
Ganielle de Bois,Ganielle de Bois,Ganielle de Bois,,,,,,,,,,,,,,,,1,1,1,1
Gans,Gants ; divers,Gants ; divers,,,,,,0,0,1,,,,,,4,,1,1,8,27
Gans ; communes,Gants ; communs,Gants ; communs,,,,,,,,,,,,,,,,1,1,1,289
Gans ; communs,Gants ; communs,Gants ; communs,,,,,,,,1,,,,,,148,,1,1,250,289
Gans ; de Grenoble,Gants ; de Grenoble,Gants ; de Grenoble,,,,,,0,0,1,,,,,,21,,1,1,36,62
Gans ; de castor,Gants ; de castor,Gants ; de castor,,,,,,0,0,1,,,,,,4,,1,1,5,6
Gans ; de chamois,Gants ; de chamois,Gants ; de chamois,,,,,,0,0,1,,,,,,9,,1,1,12,13
Gans ; de coton,Gants ; de coton,Gants ; de coton,,,,,,0,0,1,,,,,,3,,1,1,5,6
Gans ; de daim,Gants ; de daim,Gants ; de daim,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gans ; de fer,Gants ; de fer,Gants ; de fer,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gans ; de fil,Gants ; de fil,Gants ; de fil,,,,,,0,0,1,,,,,,3,,1,1,7,14
Gans ; de fil et coton,Gants ; de fil et coton,Gants ; de fil et coton,,,,,,0,0,1,,,,,,1,,1,1,1,2
Gans ; de filozelle,Gants ; de filoselle,Gants ; de filoselle,,,,,,0,0,1,,,,,,3,,1,1,3,4
Gans ; de fleures,Gants ; de fleuret,Gants ; de fleuret,,,,,,0,0,1,,,,,,2,,1,1,2,14
Gans ; de fleuret,Gants ; de fleuret,Gants ; de fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,14
Gans ; de garnis de soye,Gants ; garnis de soie,Gants ; garnis de soie,,,,,,0,0,1,,,,,,5,,1,1,5,5
Gans ; de grenoble,Gants ; de Grenoble,Gants ; de Grenoble,,,,,,0,0,1,,,,,,2,,1,1,2,62
Gans ; de laine,Gants ; de laine,Gants ; de laine,,,,,,0,0,1,,,,,,18,,1,1,24,47
Gans ; de peau,Gants ; de laine,Gants ; de laine,,,,,,0,0,1,,,,,,6,,1,1,12,47
Gans ; de peaux,,,,,,,,,,,,,,,,,,,1,4,3084
Gans ; de peaux ; communs,Gants ; de laine,Gants ; de laine,,,,,,0,0,1,,,,,,5,,1,1,5,47
Gans ; de peaux ; garnis ; de soye,,,,,,,,,,,,,,,,,,,1,1,3084
Gans ; de soye,Gants ; de soie,Gants ; de soie,,,,,,0,0,1,,,,,,19,,1,1,32,49
Gans ; garnis ; de soye,,,,,,,,,,,,,,,,,,,1,3,3084
Gans ; liserée de soye,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,0,0,1,,,,,,6,,1,1,6,40
Gans ; liserés ; de soye,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,,,,,,,,,,,1,1,7,40
Gans ; lizeres de soye,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,,,,,,,,,,,1,1,9,40
Gans ; lizeré ; de soye,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,,,,,,,,,,,1,1,2,40
Gans ; lizerés,Gants ; liserés,Gants ; liserés,,,,,,0,0,1,,,,,,5,,1,1,9,14
Gans ; lizerés de soye,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,0,0,1,,,,,,7,,1,1,7,40
Gans ; lizieres de soye,,,,,,,,,,,,,,,,,,,1,2,3084
Gans ; lizières de soïe,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,0,0,1,,,,,,6,,1,1,6,40
Gans ; tizerés de soye,Gants ; liserés ; de soie,Gants ; liserés ; de soie,,,,,,0,0,1,,,,,,3,,1,1,3,40
Gans communs,Gants ; communs,Gants ; communs,,,,,,0,0,1,,,,,,8,,1,1,14,289
Gans de cuir,Gants ; de cuir,Gants ; de cuir,,,,,,,,,,,,,,,,1,1,1,1
Gans de fil,Gants ; de fil,Gants ; de fil,,,,,,,,,,,,,,,,1,1,2,14
Gans de peau,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,1,289
Gans de peau fins,Gants ; de peaux ; fins,Gants ; de peaux ; fins,,,,,,,,,,,,,,,,1,1,1,1
Gans de peaux,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,3,289
Gans de senteur,Gants ; de senteur,Gants ; de senteur,,,,,,,,,,,,,,,,1,1,2,2
Gans de soye,Gants ; de soie,Gants ; de soie,,,,,,,,,,,,,,,,1,1,2,49
Gant de fil,Gants ; de fil,Gants ; de fil,,,,,,,,,,,,,,,,1,1,1,14
Gant de soye,Gants ; de soie,Gants ; de soie,,,,,,,,,,,,,,,,1,1,1,49
Gants,Gants,Gants,,,,,,,,1,1,,,,,3,,1,1,4,5
Gants ; communs,Gants ; communs,Gants ; communs,,,,,,,,,,,,,,,,1,1,17,289
Gants ; de Grenoble,Gants ; de Grenoble,Gants ; de Grenoble,,,,,,,,,,,,,,,,1,1,4,62
Gants ; de fil,Gants ; de fil,Gants ; de fil,,,,,,,,,,,,,,,,1,1,3,14
Gants ; de grenoble,Gants ; de Grenoble,Gants ; de Grenoble,,,,,,0,0,1,,,,,,9,,1,1,9,62
Gants ; de laine,Gants ; de laine,Gants ; de laine,,,,,,,,,,,,,,,,1,1,2,47
Gants ; de peau,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,5,289
Gants ; de peau ; communs,Gants ; de peaux ; communs,Gants ; de peaux,,,,,,,,1,,,,,,3,,1,1,3,289
Gants ; de peaux,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,2,289
Gants ; de soye,Gants ; de soie,Gants ; de soie,,,,,,,,,,,,,,,,1,1,4,49
Gants ; divers,Gants ; divers,Gants ; divers,,,,,,0,0,1,,,,,,13,,1,1,18,27
Gants ; liserés,Gants ; liserés,Gants ; liserés,,,,,,,,,,,,,,,,1,1,5,14
Gants de Russie,Gants ; de Russie,Gants ; de Russie,,,,,,,,0,1,,,,,0,,1,0,0,0
Gants de peau,Gants ; de peaux,Gants ; de peaux,,,,,,0,0,0,,,,,,0,,1,1,228,289
Gants de peau et autres ouvrages,Gants ; de peaux et autres,Gants ; de peaux et autres,,,,,,,,,,,,,,,,1,1,14,14
Gants de peaux,Gants ; de peaux,Gants ; de peaux,,,,,,,,,,,,,,,,1,1,11,289
Ganvette A faire des ancres,Ganvette ; à faire des ancres,Ganvette ; à faire des ancres,,,,,,,,,,,,,,,,1,1,1,1
Garac,,,,,,,,,,,,,,,,,,,1,1,3084
Garance,Garance,Drogue ; pour la peinture et la teinture,,,,,,0,0,1,1,,,,,151,,1,1,619,763
Garance ; billon,Garance ; billon,Drogue ; pour la peinture et la teinture ; garance ; billon,,,,,,0,0,1,,,,,,1,,1,1,13,13
Garance ; bilon,,,,,,,,,,,,,,,,,,,1,1,3084
Garance ; commune,Garance ; commune,Drogue ; pour la peinture et la teinture ; garance ; commune,,,,,,0,0,1,,,,,,8,,1,1,23,23
Garance ; comune,,,,,,,,,,,,,,,,,,,1,1,3084
Garance ; diverses,Garance ; diverses,Drogue ; pour la peinture et la teinture ; garance ; diverses,,,,,,0,0,1,,,,,,18,,1,1,18,18
Garance ; en grappe,,,,,,,,,,,,,,,,,,,1,1,3084
Garance ; grape,Garance ; grappe,Drogue ; pour la peinture et la teinture ; garance ; grappe,,,,,,0,0,1,,,,,,1,,1,1,9,12
Garance ; grapes,,,,,,,,,,,,,,,,,,,1,1,3084
Garance ; grappe,Garance ; grappe,Drogue ; pour la peinture et la teinture ; garance ; grappe,,,,,,0,0,1,,,,,,3,,1,1,3,12
Garance ; non robbee,Garance ; non robée,Drogue ; pour la peinture et la teinture ; garance ; non robée,,,,,,0,0,1,,,,,,1,,1,1,1,19
Garance ; non robée,Garance ; non robée,Drogue ; pour la peinture et la teinture ; garance ; non robée,,,,,,0,0,1,,,,,,2,,1,1,18,19
Garance ; racines de lizary,Garance ; racines de alizari,Drogue ; pour la peinture et la teinture ; garance ; racines de alizari,,,,,,0,0,1,,,,,,1,,1,1,1,165
Garance ; racins de lizary,Garance ; racines de alizari,Drogue ; pour la peinture et la teinture ; garance ; racines de alizari,,,,,,0,0,1,,,,,,1,,1,1,1,165
Garance blanc,Garance ; blanc,Garance ; blanc,,,,,,,,,,,,,,,,1,1,1,1
Garance et alizari,Garance ; racines de alizari,Drogue ; pour la peinture et la teinture ; garance ; racines de alizari,,,,,,,,,,,,,,,,1,1,72,165
Garance et alizary,Garance ; racines de alizari,Drogue ; pour la peinture et la teinture ; garance ; racines de alizari,,,,,,,,,,,,,,,,1,1,61,165
Garance et alyzary,Garance ; racines de alizari,Drogue ; pour la peinture et la teinture ; garance ; racines de alizari,,,,,,,,,,,,,,,,1,1,30,165
Garances,Garance,Garance,,,,,,,,,,,,,,,,1,1,1,11
Garancine,Garancine,Garancine,,,,,,,,0,1,,,,,0,,1,0,0,0
Garancine sans racine,Garancine ; sans racine,Garancine ; sans racine,,,,,,,,0,1,,,,,0,,1,0,0,0
Garas,Garas,Garas,,,,,,0,0,1,,,,,,13,,1,1,26,28
Garas ; blanc,Garas ; blanc,Garas ; blanc,,,,,,0,0,1,,,,,,2,,1,1,2,5
Garas blanc,Garas ; blanc,Garas ; blanc,,,,,,,,,,,,,,,,1,1,2,5
Garas blanche,Garas ; blanc,Garas ; blanc,,,,,,,,,,,,,,,,1,1,1,5
Garas bleu,Garas ; bleu,Garas ; bleu,,,,,,,,,,,,,,,,1,1,3,6
Garde Feu,Garde-feu,Garde-feu,,,,,,,,,,,,,,,,1,1,1,3
Garde feu,Garde-feu,Garde-feu,,,,,,,,,,,,,,,,1,1,1,3
Garderobbes,Garde robe,Garde robe,,,,,,0,0,1,,,,,,1,,1,1,1,2
Garderobe,Garde robe,Garde robe,,,,,,,,,,,,,,,,1,1,1,2
Gardes ; d'epée ; d'argent,,,,,,,,,,,,,,,,,,,1,1,3084
Gardes ; d'épées,Gardes ; d'épées,Gardes ; d'épées,,,,,,0,0,1,,,,,,1,,1,1,1,3
Gardes d'epés,Gardes ; d'épées,Gardes ; d'épées,,,,,,0,0,1,,,,,,2,,1,1,2,3
Garence,Garance,Garance,,,,,,,,,,,,,,,,1,1,3,11
Garence  ; grape,,,,,,,,,,,,,,,,,,,1,1,3084
Garence ; billon,,,,,,,,,,,,,,,,,,,1,1,3084
Garence ; commune,,,,,,,,,,,,,,,,,,,1,1,3084
Garenne,Crin,Crin,,,,,,,,,,,,,,,,1,1,1,498
Gargouffes,Gargouffes,Gargouffes,,,,,,,,,,,,,,,,1,1,1,1
Garnas,Garas,Garas,,,,,,,,,,,,,,,,1,1,1,28
Garniture ; de commodes,Garniture ; de commodes,Garnitures de commodes,,,,,,,,,,,,,,,,1,1,1,2
Garniture ; de toilette,Garniture ; de toilette,Garnitures ; de toilette,,,,,,,,,,,,,,,,1,1,1,1
Garniture de Lit Vieille,Garniture ; de lit ; vieille,Garniture ; de lit ; vieille,,,,,,,,,,,,,,,,1,1,1,1
Garnitures,Garnitures,Garnitures,,,,,,0,0,1,,,,,,2,,1,1,2,2
Garnitures ; de bride,Garnitures ; de bride,Garnitures ; de bride,,,,,,0,0,1,,,,,,1,,1,1,1,1
Garnitures ; de commode,,,,,,,,,,,,,,,,,,,1,2,3084
Garnitures ; de robes,Garnitures ; de robes,Garnitures ; de robes,,,,,,,,,,,,,,,,1,1,1,1
Garnitures de comodes,Garnitures de commodes,Garnitures de commodes,,,,,,0,0,1,,,,,,1,,1,1,1,2
Garras,Garras,Garras,,,,,,,,,,,,,,,,1,1,4,4
Gase ; au 6è de soie,Gaze ; au 6e de soie,Gaze ; au 6e de soie,,,,,,,,1,,,,,,1,,1,1,1,3
Gase ; de fil,Gaze ; de fil,Gaze ; de fil,,,,,,,,1,,,,,,1,,1,1,1,36
Gase ; de fil ; dite Marty,Gaze ; de fil ; dite Marty,Gaze ; de fil ; dite Marty,,,,,,,,1,,,,,,1,,1,1,1,1
Gase ; de soie,Gaze ; de soie,Gaze ; de soie,,,,,,,,1,,,,,,3,,1,1,3,313
Gase ; de soie ; brodée,Gaze ; de soie ; brodée,Gaze ; de soie ; brodée,,,,,,,,1,,,,,,1,,1,1,1,1
Gase ; de soie ; platrée,Gaze ; de soie ; platrée,Gaze ; de soie ; platrée,,,,,,,,1,,,,,,1,,1,1,1,1
Gase ; mouchoirs,Gaze ; mouchoirs,Gaze ; Mouchoir,,,,,,,,1,,,,,,1,,1,1,1,2
"Gases, crêpes, mouchoirs et rubans de soie","Gaze, crêpe, rubans ; en soie","Gaze, crêpe, rubans ; en soie",,,,,,,,,,,,,,,,1,1,7,64
Gaude,Gaules,Gaules,,,,,,,,,,,,,,,,1,1,2,26
Gauderon,Goudron,Goudron,,,,,,,,,,,,,,,,1,1,1,487
Gaudes,Gaudes,Gaudes,,,,,,0,0,1,,,,,,3,,1,1,4,4
Gaudes de Sapin,Gaudes ; de Sapin,Gaudes ; de Sapin,,,,,,,,,,,,,,,,1,1,1,1
Gaudron,Goudron,Goudron,,,,,,0,0,1,,,,,,89,,1,1,375,487
Gaudron Ou Gaudron,Gaudron,Gaudron,,,,,,,,,,,,,,,,1,1,1,9
Gauffres,,,,,,,,,,,,,,,,,,,1,2,3084
Gauffriers,Gaufriers,Gaufriers,,,,,,0,0,1,,,,,,1,,1,1,1,2
Gauldron,Goudron,Goudron,,,,,,,,,,,,,,,,1,1,1,487
Gaules,Gaules,Gaules,,,,,,0,0,1,,,,,,6,,1,1,23,26
Gaules ; de sapin,Gaules ; de sapin,Gaules ; de sapin,,,,,,0,0,1,,,,,,1,,1,1,12,18
Gaules ; moyennes ; de sapin,,,,,,,,,,,,,,,,,,,1,1,3084
Gaules ; petites ; de sapin,,,,,,,,,,,,,,,,,,,1,1,3084
Gaules de sapin,Gaules ; de sapin,Gaules ; de sapin,,,,,,0,0,1,,,,,,4,,1,1,6,18
Gauvron,Goudron,Goudron,,,,,,,,,,,,,,,,1,1,1,487
Gauze,Gaules,Gaules,,,,,,0,0,1,,,,,,1,,1,1,1,26
Gaz ; de soye,Gaze ; de soie,Gaze ; de soie,,,,,,,,,,,,,,,,1,1,1,313
Gaze,Gaze,Gaze,,,,,,0,0,1,1,,,,,3,,1,1,13,15
Gaze ;  au quart,,,,,,,,,,,,,,,,,,,1,1,3084
Gaze ; De soye,Gaze ; de soie,Gaze ; de soie,,,,,,0,0,1,,,,,,12,,1,1,12,313
Gaze ; May soye,Gaze ; mi soie,Gaze ; mi soie,,,,,,0,0,1,,,,,,2,,1,1,2,24
Gaze ; My foye,Gaze ; mi soie,Gaze ; mi soie,,,,,,0,0,1,,,,,,9,,1,1,9,24
Gaze ; a peu de soie,Gaze ; à peu de soie,Gaze ; à peu de soie,,,,,,0,0,1,,,,,,1,,1,1,1,11
Gaze ; au 1/4 de soye,Gaze ; au quart de soie,Gaze ; au quart de soie,,,,,,0,0,1,,,,,,4,,1,1,4,34
Gaze ; au bas ; de soye,,,,,,,,,,,,,,,,,,,1,1,3084
Gaze ; au guars de soye,Gaze ; au quart de soie,Gaze ; au quart de soie,,,,,,0,0,1,,,,,,1,,1,1,1,34
Gaze ; au quart,Gaze ; au quart de soie,Gaze ; au quart de soie,,,,,,,,1,,,,,,17,,1,1,19,34
Gaze ; au quart ; de soye,Gaze ; au quart de soie,Gaze ; au quart de soie,,,,,,,,,,,,,,,,1,1,3,34
Gaze ; au quart de soye,Gaze ; au quart de soie,Gaze ; au quart de soie,,,,,,,,,,,,,,,,1,1,6,34
Gaze ; auquast,Gaze ; au quart de soie,Gaze ; au quart de soie,,,,,,0,0,1,,,,,,1,,1,1,1,34
Gaze ; crèpe,Gaze ; en crêpe,Gaze ; en crêpe,,,,,,,,,,,,,,,,1,1,1,8
Gaze ; d'argent,Gaze ; d'argent,Gaze ; d'argent,,,,,,0,0,1,,,,,,2,,1,1,2,2
Gaze ; d'argent ; faux,Gaze ; d'argent ; faux,Gaze ; d'argent ; faux,,,,,,,,,,,,,,,,1,1,1,1
Gaze ; d'or ; faux,Gaze ; d'or ; faux,Gaze ; d'or ; faux,,,,,,,,,,,,,,,,1,1,1,1
Gaze ; de crèpes,Gaze ; en crêpe,Gaze ; en crêpe,,,,,,,,,,,,,,,,1,1,1,8
Gaze ; de fil,Gaze ; de fil,Gaze ; de fil,,,,,,0,0,1,,,,,,16,,1,1,21,36
Gaze ; de soie,Gaze ; de soie,Gaze ; de soie,,,,,,0,0,1,,,,,,6,,1,1,6,313
Gaze ; de soye,Gaze ; de soie,Gaze ; de soie,,,,,,,,1,,,,,,140,,1,1,218,313
Gaze ; de soye ; au 6è de soye,Gaze ; au 6e de soie,Gaze ; au 6e de soie,,,,,,,,1,,,,,,2,,1,1,2,3
Gaze ; de soye ; crèpe,Gaze ; de soie ; en crêpe,Gaze ; de soie ; en crêpe,,,,,,,,,,,,,,,,1,1,1,1
Gaze ; de soye ; en mouchoir,Gaze ; de soie ; mouchoir,Gaze ; de soie ; mouchoir,,,,,,,,1,,,,,,1,,1,1,1,1
Gaze ; de soye et argent,Gaze ; de soie et d'argent,Gaze ; de soie et d'argent,,,,,,0,0,1,,,,,,1,,1,1,1,6
Gaze ; de soye et fil,Gaze ; de soie,Gaze ; de soie,,,,,,0,0,1,,,,,,3,,1,1,5,313
Gaze ; diverse,Gaze,Gaze,,,,,,,,1,,,,,,1,,1,1,1,15
Gaze ; en cripe,Gaze ; en cripe,Gaze ; en crêpe,,,,,,,,1,,,,,,1,,1,1,1,8
Gaze ; en crèpe,Gaze ; en crêpe,Gaze ; en crêpe,,,,,,,,,,,,,,,,1,1,1,8
Gaze ; en mouchoirs,Gaze ; mouchoirs,Gaze ; Mouchoir,,,,,,,,1,,,,,,1,,1,1,1,2
Gaze ; fil et soye,Gaze ; de soie et fil,Gaze ; de soie et fil,,,,,,0,0,1,,,,,,1,,1,1,1,9
Gaze ; mi soye,Gaze ; mi soie,Gaze ; mi soie,,,,,,,,,,,,,,,,1,1,2,24
Gaze ; or et argent,Gaze ; or et argent,Gaze ; or et argent,,,,,,,,1,,,,,,4,,1,1,6,6
Gaze ; peinte,Gaze ; peinte,Gaze ; peinte,,,,,,,,,,,,,,,,1,1,1,1
Gaze ; soye et fil,Gaze ; de soie et fil,Gaze ; de soie et fil,,,,,,0,0,1,,,,,,2,,1,1,5,9
Gaze ; soïe et fil,Gaze ; de soie et fil,Gaze ; de soie et fil,,,,,,0,0,1,,,,,,1,,1,1,1,9
Gaze ; à pau de soye,Gaze ; de soie et d'argent,Gaze ; de soie et d'argent,,,,,,0,0,1,,,,,,5,,1,1,5,6
Gaze ; à peu ; de soye,Gaze ; à peu de soie,Gaze ; à peu de soie,,,,,,,,,,,,,,,,1,1,2,11
Gaze ; à peu de soye,Gaze ; à peu de soie,Gaze ; à peu de soie,,,,,,0,0,1,,,,,,5,,1,1,8,11
Gaze de Soye,Gaze ; de soie,Gaze ; de soie,,,,,,,,,,,,,,,,1,1,3,313
Gaze de Soye et argent faux,Gaze ; de soie et d'argent ; de faux,Gaze ; de soie et d'argent ; de faux,,,,,,,,,,,,,,,,1,1,1,1
Gaze de soye,Gaze ; de soie,Gaze ; de soie,,,,,,0,0,1,,,,,,19,,1,1,26,313
Gazes,Gaze,Gaze,,,,,,,,1,,,,,,1,,1,1,1,15
Gazes ; de fil,Gaze ; de fil,Gaze ; de fil,,,,,,0,0,1,,,,,,11,,1,1,12,36
Gazes ; de fil et coton,Gaze ; de fil et coton,Gaze ; de fil et coton,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gazes ; de soie,Gaze ; de soie,Gaze ; de soie,,,,,,0,0,1,,,,,,25,,1,1,25,313
Gazes ; de soye,Gaze ; de soie,Gaze ; de soie,,,,,,,,,,,,,,,,1,1,8,313
Gazes ; diverses,Gaze ; diverses,Gaze ; diverses,,,,,,,,,,,,,,,,1,1,7,7
Gazes ; diverses ; mêlées ; de fil ; en soye,Gaze ; diverses ; mêlées ; de fil ; en soye,Gaze ; diverses ; mêlées ; de fil ; en soye,,,,,,,,,,,,,,,,1,1,4,4
Gazes ; en crépe,Gaze ; en crêpe,Gaze ; en crêpe,,,,,,0,0,1,,,,,,1,,1,1,1,8
Gazes ; mi soye,Gaze ; mi soie,Gaze ; mi soie,,,,,,,,,,,,,,,,1,1,1,24
Gazes ; my soie,Gaze ; mi soie,Gaze ; mi soie,,,,,,0,0,1,,,,,,10,,1,1,10,24
Gazes et crêpes,Gaze ; en crêpe,Gaze ; en crêpe,,,,,,,,,,,,,,,,1,1,3,8
Gazes et crêpes de soie,Gaze ; en crêpe de soie,Gaze ; en crêpe de soie,,,,,,,,,,,,,,,,1,1,3,3
Gazes et mouchoirs de soie,Gaze et mouchoirs ; en soie,Gaze et mouchoirs ; en soie,,,,,,,,,,,,,,,,1,1,7,7
"Gazes, crepes et mouchoirs de soie","Gazes, crêpes et mouchoirs de soie","Gazes, crêpes et Mouchoir de soie",,,,,,0,0,0,,,,,,0,,1,0,0,0
"Gazes, crèpes et mouchoirs de soie","Gaze, crêpe, mouchoirs ; en soie","Gaze, crêpe, mouchoirs ; en soie",,,,,,,,,,,,,,,,1,1,29,142
"Gazes, crèpes et rubans de soie","Gaze, crêpe, rubans ; en soie","Gaze, crêpe, rubans ; en soie",,,,,,,,,,,,,,,,1,1,57,64
"Gazes, crêpes et mouchoirs de soie","Gaze, crêpe, mouchoirs ; en soie","Gaze, crêpe, mouchoirs ; en soie",,,,,,,,,,,,,,,,1,1,113,142
"Gazes, crêpes et tulles de soie","Gaze, crêpe, tulles ; en soie","Gaze, crêpe, tulles ; en soie",,,,,,,,,,,,,,,,1,1,12,12
"Gazes, crêpes, mouchoirs","Gaze, crêpe, mouchoirs","Gaze, crêpe, mouchoirs",,,,,,,,,,,,,,,,1,1,6,6
Gaïac,Gaïac,Gaïac,,,,,,,,0,1,,,,,0,,1,0,0,0
Geingembre,Gingembre,Gingembre,,,,,,,,,,,,,,,,1,1,2,12
Genaux ; de chesne,,,,,,,,,,,,,,,,,,,1,1,3084
Genests,,,,,,,,,,,,,,,,,,,1,2,3084
Genests ; pour salade,,,,,,,,,,,,,,,,,,,1,1,3084
Genests pour salade,Genêtes pour salades,Genêtes pour salades,,,,,,0,0,1,,,,,,1,,1,1,1,2
Genina,Genine,Genine,,,,,,,,,,,,,,,,1,1,1,2
Genine,Genine,Genine,,,,,,,,,,,,,,,,1,1,1,2
Genisses,Bestiaux ; génisses,Bétail ; génisses,,,,,,,,,,,,,,,,1,1,7,37
Geniva,Genièvre,Genièvre,,,,,,,,,,,,,,,,1,1,1,5
Geniève,Genièvre,Genièvre,,,,,,,,,,,,,,,,1,1,1,5
Genièvre,Genièvre,Genièvre,,,,,,,,,,,,,,,,1,1,2,5
Genièvre (alcool fort),Genièvre (alcool fort),Genièvre (alcool fort),,,,,,,,0,1,,,,,0,,1,0,0,0
Gensin,Ginseng,Ginseng,,,,,,0,0,1,,,,,,1,,1,1,2,32
Gensine,Ginseng,Ginseng,,,,,,0,0,1,,,,,,11,,1,1,22,32
Gentes,Gentes,Gentes,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gentes ; de bois,Gentes ; de bois,Gentes ; de bois,,,,,,0,0,1,,,,,,1,,1,1,2,2
Gentes ; de fer,,,,,,,,,,,,,,,,,,,1,1,3084
Gentianne,,,,,,,,,,,,,,,,,,,1,1,3084
Genévrier,Genévrier,Genévrier,,,,,,,,0,1,,,,,0,,1,0,0,0
Genêtes pour salades,Genêtes pour salades,Genêtes pour salades,,,,,,,,,,,,,,,,1,1,1,2
Gerles ; de terre,Gentes ; de terre,Gentes ; de terre,,,,,,0,0,1,,,,,,2,,1,1,5,19
Gerles ; de terres,Gentes ; de terre,Gentes ; de terre,,,,,,0,0,1,,,,,,2,,1,1,2,19
Gerles de terre,Gentes ; de terre,Gentes ; de terre,,,,,,0,0,1,,,,,,8,,1,1,12,19
Geroffe,Girofles,Épicerie ; girofle,,,,,,0,0,1,,,,,,4,,1,1,7,549
Geroffle,Girofles,Épicerie ; girofle,,,,,,0,0,1,,,,,,106,,1,1,202,549
Gerofflé,Girofles,Épicerie ; girofle,,,,,,0,0,1,,,,,,2,,1,1,2,549
Gerofle,Girofles,Girofles,,,,,,,,,,,,,,,,1,1,28,28
Gertes ; de terre,Girofles,Épicerie ; girofle,,,,,,0,0,1,,,,,,1,,1,1,1,549
Gibecieres,Gibecières,Gibecières,,,,,,0,0,1,,,,,,1,,1,1,2,2
Gibernes et ceinturons,Gibernes et ceinturons,Gibernes et ceinturons,,,,,,,,,,,,,,,,1,1,3,3
Gibier,Gibier,Gibier,,,,,,0,0,1,,,,,,23,,1,1,44,51
Gibier ; alloüettes,Gibier ; alouettes,Gibier ; alouettes,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gibier ; becasses,Gibier ; bécasses,Gibier ; bécasses,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gibier ; becassines,Gibier ; bécassines,Gibier ; bécassines,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gibier ; cailles,Gibier ; cailles,Gibier ; cailles,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gibier ; divers,Gibier ; divers,Gibier ; divers,,,,,,0,0,1,,,,,,4,,1,1,4,4
Gibier ; lapins,Gibier ; lapins,Gibier ; lapins,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gibier ; perdrix,Gibier ; perdrix,Gibier ; perdrix,,,,,,0,0,1,,,,,,1,,1,1,1,1
Gibier ; pluviers,Gibier ; pluviers,Gibier ; pluviers,,,,,,0,0,1,,,,,,1,,1,1,1,1
