marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg,blok,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
"Fruits frais, amandes",Fruits ; frais ; amandes,Fruits ; frais ; amandes,,,,,,,,,,,,,,,,1,1,5,5
"Fruits frais, citrons et oranges",Fruits ; frais ; oranges ; citrons,Fruits ; frais ; oranges ; citrons,,,,,,,,,,,,,,,,1,1,41,64
"Fruits frais, olives",Fruits ; frais ; olive,Fruits ; frais ; olive,,,,,,,,,,,,,,,,1,1,2,2
"Fruits frais, principalement en citrons et oranges",Fruits ; frais ; oranges ; citrons,Fruits ; frais ; oranges ; citrons,,,,,,,,,,,,,,,,1,1,12,64
Fruits pruneaux,Fruits ; pruneaux,Fruits ; pruneaux,,,,,,,,,,,,,,,,1,1,4,5
Fruits raisins,Fruits ; raisins,Fruits ; raisins,,,,,,,,,,,,,,,,1,1,4,9
Fruits sec,Fruits ; secs,Fruits ; secs,,,,,,,,,,,,,,,,1,1,2,628
Fruits secs,Fruits ; secs,Fruits ; secs,,,,,,,,,,,,,,,,1,1,161,628
Fruits secs amandes,Fruits ; secs ; amandes,Fruits ; secs ; amandes,,,,,,,,,,,,,,,,1,1,62,62
Fruits secs de toute sorte,Fruits ; de toutes sortes,Fruits,,,,,,,,,,,,,,,,1,1,11,216
Fruits secs de toutes sortes,Fruits ; de toutes sortes,Fruits,,,,,,,,,,,,,,,,1,1,11,216
Fruits secs divers,Fruits ; divers,Fruits,,,,,,,,,,,,,,,,1,1,111,216
"Fruits secs, en amandes ,figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,0,,,,,,0,,1,0,0,0
"Fruits secs, en amandes, figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits ; secs ; amandes, figues et raisins",,,,,,,,,,,,,,,,1,1,124,135
"Fruits sesc, en amandes, figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits ; secs ; amandes, figues et raisins",,,,,,,,,,,,,,,,1,1,11,135
"Fruits verts, en orange et citrons",Fruits ; verts ; oranges ; citrons,Fruits ; crus ; oranges ; citrons,,,,,,,,,,,,,,,,1,1,9,118
"Fruits verts, en oranges et citrons",Fruits ; verts ; oranges ; citrons,Fruits ; crus ; oranges ; citrons,,,,,,,,,,,,,,,,1,1,104,118
"Fruits verts, en oranges et citrons ; Fruits secs, en amandes, figues et raisins","Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins","Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",,,,,,,,,,,,,,,,1,1,14,29
"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins","Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins","Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins",,,,,,,,,,,,,,,,1,1,15,29
"Fruits verts, en oranges et citrons.",Fruits ; verts ; oranges et citrons,Fruits ; verts ; oranges et citrons,,,,,,0,0,0,,,,,,0,,1,0,0,0
Fruits à l'eau de vie,Fruits ; à l'eau de vie,Fruits ; à l'eau de vie,,,,,,,,,,,,,,,,1,1,26,154
Fruits à l'eau-de-vie,Fruits ; à l'eau de vie,Fruits ; à l'eau de vie,,,,,,,,,,,,,,,,1,1,7,154
Fruittes,Fruits,Fruits,,,,,,0,0,1,,,,,,1,,1,1,1,216
Fuin,Foin,Foin,,,,,,,,,,,,,,,,1,1,1,107
Fuits divers,Fruits ; divers,Fruits,,,,,,,,,,,,,,,,1,1,18,216
Fumier,Fumier,Fumier,,,,,,0,0,1,,,,,,19,,1,1,34,34
Fumier ; de pigeon,,,,,,,,,,,,,,,,,,,1,1,3084
Furets,Furets,Furets,,,,,,0,0,1,,,,,,4,,1,1,6,6
Fusil,Fisselle,Fisselle,,,,,,,,,,,,,,,,1,1,4,14
Fusils,Fusils,Arme ; à feu ; fusil,,,,,,0,0,1,1,,,,,16,,1,1,40,85
Fusils ; neufs,Fusils ; neufs,Arme ; à feu ; fusils ; neufs,,,,,,0,0,1,,,,,,4,,1,1,4,4
Fusils ; vieux,Fusils ; vieux,Arme ; à feu ; fusils ; vieux,,,,,,0,0,1,,,,,,1,,1,1,1,1
Fusils boucanins,Fusils ; boucanniers,Fusils ; boucanniers,,,,,,,,,,,,,,,,1,1,1,5
Fusils boucanniers,Fusils ; boucanniers,Fusils ; boucanniers,,,,,,,,,,,,,,,,1,1,4,5
Fusils de traite,Fusils ; de traite,Fusils ; de traite,,,,,,,,,,,,,,,,1,1,4,7
Fusils de traitte,Fusils ; de traite,Fusils ; de traite,,,,,,,,,,,,,,,,1,1,1,7
Fusils de traittes,Fusils ; de traite,Fusils ; de traite,,,,,,,,,,,,,,,,1,1,1,7
Fusils vieux,,,,,,,,,,,,,,,,,,,1,1,3084
Fustages,Fustages,Fustages,,,,,,,,0,1,,,,,0,,1,0,0,0
Fustet,Fustet,Fustet,,,,,,,,,,,,,,,,1,1,1,1
Futaille,Futailles,Futailles,,,,,,,,,,,,,,,,1,1,1,218
Futaille ; en petits barils,Futailles ; en petits barils,Futailles ; en petits barils,,,,,,,,1,,,,,,1,,1,1,1,1
Futaillerie,Futaillerie,Futaillerie,,,,,,0,0,1,,,,,,22,,1,1,37,37
Futaillerie ; St. Claude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,0,0,1,,,,,,1,,1,1,1,19
Futaillerie ; de Saint Claude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,,,,,,,,,,,1,1,1,19
Futaillerie ; de Saint-Claude,,,,,,,,,,,,,,,,,,,1,4,3084
Futaillerie ; de St Claude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,,,,,,,,,,,1,1,4,19
Futaillerie ; de St. Claude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,0,0,1,,,,,,4,,1,1,4,19
Futaillerie ; grossiere,Futaillerie ; grossiere,Futaillerie ; grossiere,,,,,,0,0,1,,,,,,2,,1,1,3,5
Futaillerie de Sainte Claude (?),Futaillerie de St Claude,Futaillerie de St Claude,,,,,,0,0,1,,,,,,1,,1,1,1,19
Futaillerie de St Claude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,0,0,1,,,,,,3,,1,1,5,19
Futaillerie des Claude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,0,0,1,,,,,,1,,1,1,1,19
Futaillerie des flande,Futailleries des flandres,Futailleries des flandres,,,,,,0,0,1,,,,,,5,,1,1,5,7
Futaillerie des taude,Futaillerie de St Claude,Futaillerie de St Claude,,,,,,0,0,1,,,,,,2,,1,1,2,19
Futailleries des flande,Futailleries des flandres,Futailleries des flandres,,,,,,0,0,1,,,,,,2,,1,1,2,7
Futaillers,Futailles,Futailles,,,,,,0,0,1,,,,,,1,,1,1,1,218
Futailles,Futailles,Futailles,,,,,,0,0,1,,,,,,69,,1,1,195,218
Futailles ; vides,Futailles ; vides,Futailles ; vides,,,,,,,,1,,,,,,2,,1,1,8,65
Futailles ; vieilles,Futailles ; vieilles,Futailles ; vieilles,,,,,,0,0,1,,,,,,1,,1,1,2,12
Futailles ; vuides,Futailles ; vides,Futailles ; vides,,,,,,0,0,1,,,,,,2,,1,1,8,65
Futailles vides,Futailles ; vides,Futailles ; vides,,,,,,,,,,,,,,,,1,1,11,65
Futailles viudes,Futailles ; vides,Futailles ; vides,,,,,,0,0,1,,,,,,19,,1,1,19,65
Futailles vuides,Futailles ; vides,Futailles ; vides,,,,,,,,,,,,,,,,1,1,4,65
Futaine,Futaine,Futaine,,,,,,0,0,1,,,,,,13,,1,1,23,35
Futaine ; de toutes sortes,Futaine,Futaine,,,,,,,,,,,,,,,,1,1,11,35
Futaîne,Futaine ;,Futaine ;,,,,,,,,,,,,,,,,1,1,1,1
Fuzeaux,Fuseaux,Fuseaux,,,,,,0,0,1,,,,,,15,,1,1,29,29
Fuzils,Fusils,Fusils,,,,,,,,,,,,,,,,1,1,2,6
Fuzils de traite,Fusils ; de traite,Fusils ; de traite,,,,,,,,,,,,,,,,1,1,1,7
Fèves,Fèves,Fèves,,,,,,0,0,1,,,,,,25,,1,1,51,208
Féves,Fèves,Fèves,,,,,,0,0,1,,,,,,14,,1,1,26,208
Fûts en bois,Fûts ; en bois,Fûts ; en bois,,,,,,,,0,1,,,,,0,,1,0,0,0
"G,,,?",???,???,,,,,,,,,,,,,,,,1,1,1,2318
GRavelle,Gravelle,Gravelle,,,,,,,,,,,,,,,,1,1,1,17
GUIN...E,Guinée,Guinée,,,,,,,,,,,,,,,,1,1,1,13
GUINEE Bleue,Guinée ; bleu,Guinée ; bleu,,,,,,,,,,,,,,,,1,1,3,29
Gaffes,,,,,,,,,,,,,,,,,,,1,1,3084
Gaine ; jaune,Gaine ; jaune,Graine ; jaune,,,,,,0,0,1,,,,,,1,,1,1,1,69
Gaine de Couteau de Papier,Gaine ; de couteaux ; de papier,Gaine ; de couteaux ; de papier,,,,,,,,,,,,,,,,1,1,1,1
Gaingans de Pontichery,Guinguan ; de Pontichery,Guinguan ; de Pontichery,,,,,,,,,,,,,,,,1,1,1,6
Gainievre,Genièvre,Genièvre,,,,,,,,,,,,,,,,1,1,1,5
Gaisnes de couteaux,Gaine ; de couteaux,Gaine ; de couteaux,,,,,,0,0,1,,,,,,1,,1,1,2,2
Galanga,Galanga,Galanga,,,,,,0,0,1,,,,,,9,,1,1,16,19
Galange,Galanga,Galanga,,,,,,0,0,1,,,,,,2,,1,1,2,19
Galantéries,Galanteries,Galanteries,,,,,,,,0,1,,,,,0,,1,0,0,0
Galbamum,Galbanum,Galbanum,,,,,,0,0,1,,,,,,1,,1,1,1,14
Galbanum,Galbanum,Galbanum,,,,,,0,0,1,,,,,,9,,1,1,13,14
Gales d'alep,Galle ; d'Alep,Galle ; d'Alep,,,,,,,,,,,,,,,,1,1,2,7
Gales legeres,Galle ; légère,Galle ; légère,,,,,,,,,,,,,,,,1,1,1,7
Galette de porcelaine,Galette ; de porcelaine,Galette ; de porcelaine,,,,,,,,,,,,,,,,1,1,1,1
Galette rouge,Galette ; rouge,Galette ; rouge,,,,,,,,,,,,,,,,1,1,1,1
Galettes ; de genievre,Galettes ; de genièvre,Galettes ; de genièvre,,,,,,,,1,,,,,,1,,1,1,1,1
Galins,Galins,Galins,,,,,,0,0,1,,,,,,1,,1,1,1,1
Galipol,Galipot,Galipot,,,,,,0,0,1,,,,,,2,,1,1,2,16
Galipot,Galipot,Galipot,,,,,,0,0,1,,,,,,6,,1,1,13,16
Galle,Galle,Galle,,,,,,,,,,1,,,,,36,1,1,10,391
Galler,Galle,Galle,,,,,,,,,,,,,,,,1,1,1,391
Galles,Galle,Galle,,,,,,0,0,1,,,,,,217,,1,1,379,391
Galles a l'epine,Galle ; à l'épine,Galle ; à l'épine,,,,,,,,,,,,,,,,1,1,1,1
Galles d'alep,Galle ; d'Alep,Galle ; d'Alep,,,,,,,,,,,,,,,,1,1,5,7
Galles legeres,Galle ; légère,Galle ; légère,,,,,,,,,,,,,,,,1,1,3,7
Galles légères,Galle ; légère,Galle ; légère,,,,,,,,,,,,,,,,1,1,3,7
Gallon ; d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,1,70
Gallon d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,2,70
Gallon d'argent faux,Galon ; d'argent ; faux,Galon ; d'argent ; faux,,,,,,,,,,,,,,,,1,1,1,2
Gallon d'or,Galon ; d'or,Galon ; d'or,,,,,,,,,,,,,,,,1,1,3,72
Gallon d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,,,,,,,,,,,1,1,1,38
Gallon de Fil,Galon ; de fil,Galon ; de fil,,,,,,,,,,,,,,,,1,1,2,46
Gallon de soye,Galon ; de soie,Galon ; de soie,,,,,,,,,,,,,,,,1,1,1,22
Gallon en argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,1,70
Gallon en ruban de fil,Galon ; en ruban de fil,Galon ; en ruban de fil,,,,,,,,,,,,,,,,1,1,1,1
Gallon en ruban de laine,Galon ; en ruban de laine,Galon ; en ruban de laine,,,,,,,,,,,,,,,,1,1,1,1
Gallon or et argent,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,5,105
Gallons ; d'argent,,,,,,,,,,,,,,,,,,,1,1,3084
Gallons ; d'or ; faux,,,,,,,,,,,,,,,,,,,1,2,3084
Gallons ; d'or ; fin,,,,,,,,,,,,,,,,,,,1,2,3084
Gallons d'or,Galon ; d'or,Galon ; d'or,,,,,,,,,,,,,,,,1,1,1,72
Gallons de Soye,Galon ; de soie,Galon ; de soie,,,,,,,,,,,,,,,,1,1,1,22
Gallons de fil,Galon ; de fil,Galon ; de fil,,,,,,,,,,,,,,,,1,1,5,46
Gallons de laine,Galon ; de laine,Galon ; de laine,,,,,,,,,,,,,,,,1,1,4,21
Galoches,Galoches,Galoches,,,,,,0,0,1,,,,,,7,,1,1,13,13
Galoga,,,,,,,,,,,,,,,,,,,1,1,3084
Galon  ; dorure ; de fil,Galon ; dorure ; de fil,Galon ; or et argent ; de fil,,,,,,,,,,,,,,,,1,0,0,0
"Galon , dorure ; or et argent ; fin",Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,6,36
Galon ; a peu de soye,Galon ; à peu de soie,Galon ; à peu de soie,,,,,,,,,,,,,,,,1,1,1,3
Galon ; au 1/4 de soye,Galon ; au quart de soie,Galon ; au quart de soie,,,,,,0,0,1,,,,,,1,,1,1,1,2
Galon ; au 4 de soye,Galon ; au quart de soie,Galon ; au quart de soie,,,,,,0,0,1,,,,,,1,,1,1,1,2
Galon ; au quart soye,,,,,,,,,,,,,,,,,,,1,1,3084
Galon ; d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,1,,,,,,6,,1,1,9,70
Galon ; d'or,Galon ; d'argent,Galon ; d'argent,,,,,,0,0,1,,,,,,4,,1,1,7,70
Galon ; d'or ; faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,4,,1,1,5,38
Galon ; d'or ; fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,0,0,1,,,,,,5,,1,1,9,33
Galon ; d'or en d'rgent ; fin,,,,,,,,,,,,,,,,,,,1,1,3084
Galon ; d'or et d'argent,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,0,0,1,,,,,,2,,1,1,3,33
Galon ; d'or et d'argent ; faux,,,,,,,,,,,,,,,,,,,1,1,3084
Galon ; de fil,Galon ; de fil,Galon ; de fil,,,,,,0,0,1,,,,,,8,,1,1,11,46
Galon ; de filoselle,Galon ; de filoselle,Galon ; de filoselle,,,,,,,,,,,,,,,,1,1,1,8
Galon ; de fleuret,Galon ; de fleuret,Galon ; de fleuret,,,,,,0,0,1,,,,,,6,,1,1,12,17
Galon ; de laine,Galon ; de laine,Galon ; de laine,,,,,,0,0,1,,,,,,4,,1,1,10,21
Galon ; de livrée,Galon ; de livrée,Galon ; de livrée,,,,,,0,0,1,,,,,,2,,1,1,3,8
Galon ; de soye,Galon ; de soie,Galon ; de soie,,,,,,0,0,1,,,,,,5,,1,1,9,22
Galon ; delivrée,Galon ; de livrée,Galon ; de livrée,,,,,,0,0,1,,,,,,2,,1,1,2,8
Galon ; dorure ; d'argent,Galon ; dorure ; d'argent,Galon ; dorure ; d'argent,,,,,,,,,,,,,,9,,1,1,19,24
Galon ; dorure ; d'argt,Galon ; dorure ; d'argent,Galon ; dorure ; d'argent,,,,,,,,,,,,,,,,1,1,5,24
Galon ; dorure ; d'or,Galon ; d'or,Galon ; d'or,,,,,,0,0,1,,,,,,14,,1,1,30,72
Galon ; dorure ; d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,,,,,,,,,,,1,1,3,38
Galon ; dorure ; d'or fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,,,,,,,,,,,1,1,6,33
Galon ; dorure ; de fil,Galon ; dorure ; de fil,Galon ; or et argent ; de fil,,,,,,,,,,,,,,,,1,1,1,2
Galon ; dorure ; or et argent,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,3,,1,1,3,105
Galon ; dorure ; or et argent ; faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,,,,,,,,,,,1,1,1,16
Galon ; dorure ; or et argent ; fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,4,36
Galon ; dorure ; or et argent faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,0,0,1,,,,,,2,,1,1,4,16
Galon ; dorure ; or et argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,1,36
Galon ; dorure ; or et argt,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,5,105
Galon ; dorure ; or et argt ; faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,0,0,1,,,,,,2,,1,1,2,16
Galon ; dorure ; or et argt ; fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,0,0,1,,,,,,3,,1,1,3,36
Galon ; en d'orure ; d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,0,0,1,,,,,,3,,1,1,3,70
Galon ; en d'orure ; d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,5,,1,1,5,38
Galon ; en d'orure ; d'or fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,0,0,1,,,,,,4,,1,1,4,33
Galon ; en d'orure ; or d'arg.,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,5,,1,1,5,105
Galon ; fin,Galon ; fin,Galon ; fin,,,,,,,,,,,,,,,,1,1,2,2
Galon ; or et argent,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,4,,1,1,6,105
Galon ; pilé,Galon ; pilé,Galon ; pilé,,,,,,,,,,,,,,,,1,1,2,2
Galon ; soye et fil,Galon ; soie et fil,Galon ; soie et fil,,,,,,0,0,1,,,,,,1,,1,1,2,2
Galon ; à peu de soye,Galon ; à peu de soie,Galon ; à peu de soie,,,,,,0,0,1,,,,,,1,,1,1,2,3
Galon argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,1,70
Galon d'argeant,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,1,70
Galon d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,5,70
Galon d'argent faux,Galon ; d'argent ; faux,Galon ; d'argent ; faux,,,,,,,,,,,,,,,,1,1,1,2
Galon d'or,Galon ; d'or,Galon ; d'or,,,,,,,,,,,,,,,,1,1,8,72
Galon d'or en argent faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,,,,,,,,,,,1,1,1,16
Galon d'or et argent faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,,,,,,,,,,,1,1,1,16
Galon d'or et argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,1,36
Galon d'or et d'argent,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,4,105
Galon d'or et d'argent faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,,,,,,,,,,,1,1,2,16
Galon d'or et d'argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,1,36
Galon d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,,,,,,,,,,,1,1,2,38
Galon d'or fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,,,,,,,,,,,1,1,2,33
Galon de Fil,Galon ; de fil,Galon ; de fil,,,,,,,,,,,,,,,,1,1,10,46
Galon de Laine,Galon ; de laine,Galon ; de laine,,,,,,,,,,,,,,,,1,1,1,21
Galon de Soye,Galon ; de soie,Galon ; de soie,,,,,,,,,,,,,,,,1,1,1,22
Galon de fil,Galon ; de fil,Galon ; de fil,,,,,,,,,,,,,,,,1,1,5,46
Galon de laine,Galon ; de laine,Galon ; de laine,,,,,,,,,,,,,,,,1,1,5,21
Galon de peau,Galon ; de peau,Galon ; de peau,,,,,,,,,,,,,,,,1,1,1,1
Galon de soye,Galon ; de soie,Galon ; de soie,,,,,,,,,,,,,,,,1,1,1,22
Galon dorure ; d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,0,0,1,,,,,,3,,1,1,3,70
Galon dorure ; d'or,Galon ; d'or,Galon ; d'or,,,,,,0,0,1,,,,,,2,,1,1,2,72
Galon dorure ; or et argent,Galon ; or et argent,Galon ; dorure ; or et argent,,,,,,0,0,1,,,,,,3,,1,1,3,3
Galon en Fil,Galon ; de fil,Galon ; de fil,,,,,,,,,,,,,,,,1,1,2,46
Galon or et argent,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,12,105
Galon or et argent faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,,,,,,,,,,,1,1,4,16
Galon or et argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,1,36
Galon or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,,,,,,,,,,,1,1,1,38
Galons,Galon,Galon,,,,,,,,0,1,,,,,0,,1,0,0,0
Galons ; Divers en soye en filozelle et en fils,Galon ; divers,Galon ; divers,,,,,,0,0,1,,,,,,7,,1,1,7,10
Galons ; En dorure fausse,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,5,,1,1,5,38
Galons ; En or en argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,0,0,1,,,,,,1,,1,1,1,36
Galons ; Or et argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,0,0,1,,,,,,8,,1,1,8,36
Galons ; d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,0,0,1,,,,,,4,,1,1,8,70
Galons ; d'argent fin,Galon ; d'argent,Galon ; d'argent,,,,,,0,0,1,,,,,,1,,1,1,1,70
Galons ; d'or,Galon ; d'or,Galon ; d'or,,,,,,0,0,1,,,,,,9,,1,1,11,72
Galons ; d'or ; faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,6,,1,1,7,38
Galons ; d'or ; fin,Galon ; d'or,Galon ; d'or,,,,,,,,1,,,,,,3,,1,1,11,72
Galons ; d'or et d'argent,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,3,,1,1,4,105
Galons ; d'or et d'argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,0,0,1,,,,,,1,,1,1,1,36
Galons ; d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,3,,1,1,3,38
Galons ; d'or fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,0,0,1,,,,,,1,,1,1,1,33
Galons ; de fil,Galon ; de fil,Galon ; de fil,,,,,,0,0,1,,,,,,4,,1,1,5,46
Galons ; de filozelle,Galon ; de filoselle,Galon ; de filoselle,,,,,,,,1,,,,,,6,,1,1,6,8
Galons ; de filzelle,Galon ; de filoselle,Galon ; de filoselle,,,,,,0,0,1,,,,,,1,,1,1,1,8
Galons ; de fleuret,Galon ; de fleuret,Galon ; de fleuret,,,,,,0,0,1,,,,,,2,,1,1,4,17
Galons ; de fleurs,Galon ; de fleuret,Galon ; de fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,17
Galons ; de livrée,Galon ; de livrée,Galon ; de livrée,,,,,,0,0,1,,,,,,2,,1,1,3,8
Galons ; de livrée ; du Roi,Galon ; de livrée ; du Roi,Galon ; de livrée ; du Roi,,,,,,,,,,,,,,,,1,1,1,1
Galons ; de soie,Galon ; de soie,Galon ; de soie,,,,,,0,0,1,,,,,,1,,1,1,1,22
Galons ; de soye,Galon ; de soie,Galon ; de soie,,,,,,0,0,1,,,,,,7,,1,1,8,22
Galons ; de soye et fil,Galon ; de soie et fil,Galon ; de soie et fil,,,,,,0,0,1,,,,,,1,,1,1,1,1
Galons ; divers au foye en filozelle et fil,Galon ; divers,Galon ; divers,,,,,,0,0,1,,,,,,3,,1,1,3,10
Galons ; dorure ; d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,1,,,,,,15,,1,1,25,70
Galons ; dorure ; d'or,Galon ; d'or,Galon ; dorure ; d'or,,,,,,0,0,1,,,,,,29,,1,1,49,49
Galons ; dorure ; d'or ; faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,1,,1,1,1,38
Galons ; dorure ; d'or ; fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,0,0,1,,,,,,2,,1,1,2,33
Galons ; dorure ; d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,,,1,,,,,,2,,1,1,2,38
Galons ; dorure ; d'or fin,Galon ; d'or ; fin,Galon ; d'or ; fin,,,,,,0,0,1,,,,,,6,,1,1,6,33
Galons ; dorure ; or et argent,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,32,,1,1,43,105
Galons ; dorure ; or et argent faux,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,3,105
Galons ; dorure ; or et argt,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,1,,1,1,4,105
Galons ; dorure ; or et argt fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,0,0,1,,,,,,3,,1,1,3,36
Galons ; en dorure fausse,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,0,0,1,,,,,,2,,1,1,2,38
Galons ; en or et argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,0,0,1,,,,,,5,,1,1,5,36
Galons ; or et argent,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,1,,1,1,1,105
Galons ; or et argt,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,6,,1,1,6,105
Galons ; pilés,Galon ; or et argent,Galon ; or et argent,,,,,,0,0,1,,,,,,1,,1,1,1,105
Galons d'argent,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,1,70
Galons d'argents,Galon ; d'argent,Galon ; d'argent,,,,,,,,,,,,,,,,1,1,2,70
Galons d'or,Galon ; d'or,Galon ; d'or,,,,,,,,,,,,,,,,1,1,4,72
Galons d'or et d'argent,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,1,105
Galons d'or et dargent,Galon ; or et argent,Galon ; or et argent,,,,,,,,,,,,,,,,1,1,1,105
Galons d'or faux,Galon ; d'or ; faux,Galon ; d'or ; faux,,,,,,,,,,,,,,,,1,1,1,38
Galons de Sistème,Galon ; d'or,Galon ; d'or,,,,,,,,,,,,,,,,1,1,1,72
Galons de fil,Galon ; de fil,Galon ; de fil,,,,,,,,,,,,,,,,1,1,4,46
Galons de laine,Galon ; de laine,Galon ; de laine,,,,,,,,,,,,,,,,1,1,1,21
Galons d’or,Galon ; d'or,Galon ; d'or,,,,,,,,0,1,,,,,0,,1,0,0,0
Galons or et argent faux,Galon ; or et argent ; faux,Galon ; or et argent ; faux,,,,,,,,,,,,,,,,1,1,1,16
Galons or et argent fin,Galon ; or et argent ; fin,Galon ; or et argent ; fin,,,,,,,,,,,,,,,,1,1,1,36
