numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,direction,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
111,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Anis,Hollande,2380,livres,"0,25",595,0,,1
112,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Avoine,Hollande,10000,livres,"0,05",500,0,,1
113,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Cacao,Hollande,2820,livres,"1,5",4230,0,,1
114,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Caffé,Hollande,56010,livres,"0,75",42007,"-0,5",,1
115,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Capres,Hollande,3530,livres,"0,5",1765,0,,1
116,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Citrons,Hollande,45000,livres,"0,1",4500,0,,1
117,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Confitures,Hollande,540,livres,"0,75",405,0,,1
118,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Coton ; filé,Hollande,1218,livres,"1,25",1522,"-0,5",,1
119,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Coton ; en laine,Hollande,53340,livres,1,53340,0,,1
120,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Cumin,Hollande,7450,livres,"0,25",1862,"-0,5",,1
121,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Drogueries,Hollande,9098,livres,2,18196,0,,1
122,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Eau ; de senteur,Hollande,5150,livres,1,5150,0,,1
123,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Eau de vie,Hollande,60365,livres,"0,3",18109,"-0,5",,1
124,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Encens,Hollande,680,livres,"0,5",340,0,,1
125,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Figues,Hollande,36292,livres,"0,25",9073,0,,1
126,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Fleurs ; de souffre,Hollande,1640,livres,"0,3",492,0,,1
127,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Galles,Hollande,29337,livres,"0,5",14668,"-0,5",,1
128,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Gomme ; arabique,Hollande,1795,livres,"0,75",1346,"-0,25",,1
129,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Huile ; d'olive,Hollande,1623908,livres,"0,5",811954,0,,1
130,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Jus ; de citron,Hollande,2510,livres,"0,25",627,"-0,5",,1
131,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Jus ; de reglisse,Hollande,45677,livres,"0,35",15986,"-0,95",,1
132,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Laines ; diverses,Hollande,10618,livres,"0,5",5309,0,,1
133,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Librairie,Hollande,155,livres,2,310,0,,1
134,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Liege,Hollande,10000,livres,"0,5",5000,0,,1
135,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Manne,Hollande,965,livres,"1,5",1447,"-0,5",,1
136,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Marchandises ; melées,Hollande,1,valeur,78,78,0,,1
137,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Miel,Hollande,33762,livres,"0,25",8440,"-0,5",,1
138,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Orpiment,Hollande,620,livres,"0,3",186,0,,1
139,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Pomade,Hollande,1260,livres,2,2520,0,,1
140,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,3,Marseille,Prunes,Hollande,55561,livres,"0,25",13890,"-0,25",,1
141,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Racines ; de lisary,Hollande,28800,livres,"0,5",14400,0,,1
142,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Raisins ; secs,Hollande,954104,livres,"0,2",190820,"-0,8",,1
143,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Ris,Hollande,22140,livres,"0,2",4428,0,,1
144,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Rocou,Hollande,2140,livres,"2,5",5350,0,,1
145,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Saffranum,Hollande,5150,livres,"0,75",3862,"-0,5",,1
146,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Savon,Hollande,213579,livres,"0,4",85432,"0,4",,1
147,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Sel ; ammoniac,Hollande,1755,livres,"1,5",2632,"-0,5",,1
148,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Souffre,Hollande,366580,livres,"0,2",73316,0,,1
149,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Soye ; apretée,Hollande,1190,livres,25,29750,0,,1
150,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Sucre ; blanc et terré,Hollande,2125050,livres,"0,5",1062525,0,,1
151,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Sumac,Hollande,48187,livres,"0,1",4818,"-0,7",,1
152,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Tabac,Hollande,9800,livres,3,29400,0,,1
153,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Tartre,Hollande,30159,livres,"0,25",7539,"-0,75",,1
154,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Toile ; peinte,Hollande,660,livres,5,3300,0,,1
155,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Verdet,Hollande,13920,livres,"0,6",8352,0,,1
156,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Vin ; de Provence,Hollande,1056380,livres,"0,1",105638,0,,1
157,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Vin ; de Provence,Hollande,"25357,5",milleroles,8,202860,0,,1
158,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Alun,Italie,29547,livres,"0,2",5909,"-0,4",,1
159,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Amandes,Italie,34855,livres,"0,2",6971,0,,1
160,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Amidon,Italie,2000,livres,"0,25",500,0,,1
161,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Anchoix,Italie,2100,livres,"0,5",1050,0,,1
162,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Anis,Italie,2450,livres,"0,25",612,"-0,5",,1
163,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Arsenic,Italie,3500,livres,"0,3",1050,0,,1
164,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bas ; de soye,Italie,3357,livres,40,134280,0,,1
165,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Beurre,Italie,16784,livres,"0,35",5874,"-0,4",,1
166,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bled ; froment,Italie,48000,livres,"0,1",4800,0,,1
167,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bois ; de fernambourg,Italie,37501,livres,"0,5",18750,"-0,5",,1
168,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bois ; a teindre,Italie,533733,livres,"0,1",53373,"-0,3",,1
169,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bourre ; de soye,Italie,13199,livres,1,13199,0,,1
170,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bouteilles ; de verre,Italie,2400,livres,"0,2",480,0,,1
171,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Bray,Italie,158291,livres,"0,2",31658,"-0,2",,1
172,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Briques,Italie,12000,livres,"0,05",600,0,,1
173,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Brun ; rouge,Italie,4000,livres,"0,05",200,0,,1
174,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cacao,Italie,123384,livres,"1,5",185076,0,,1
175,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Caffé,Italie,2118453,livres,"0,75",1588839,"-0,75",,1
176,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Canefice,Italie,1785,livres,"0,25",446,"-0,25",,1
177,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Capres,Italie,63396,livres,"0,5",31698,0,,1
178,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cendre,Italie,15950,livres,"0,2",3190,0,,1
179,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Chandelle,Italie,1983,livres,"0,5",991,"-0,5",,1
180,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Chapeaux ; poil et laine,Italie,6058,livres,8,48464,0,,1
181,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cire ; jaune,Italie,33594,livres,"1,5",50391,0,,1
182,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cochenille,Italie,413,livres,20,12260,4000,erreur,1
183,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Colle ; forte,Italie,13388,livres,"0,4",5355,"-0,2",,1
184,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Corail ; brut,Italie,2400,livres,"0,5",1200,0,,1
185,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Corail ; ouvré,Italie,30,livres,100,3000,0,,1
186,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Coton ; filé,Italie,3275,livres,"1,25",4093,"-0,75",,1
187,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Coton ; en laine,Italie,18058,livres,1,18058,0,,1
188,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Couperose,Italie,5259,livres,"0,1",525,"-0,9",,1
189,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cuirs ; de bœuf ; tannés,Italie,50006,livres,"0,6",30003,"-0,6",,1
190,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cuirs ; de bœuf ; en poil,Italie,71479,livres,"0,3",21443,"-0,7",,1
191,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Cuivre ; tangoul,Italie,37964,livres,"0,6",22778,"-0,4",,1
192,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Draperie ; ordinaire,Italie,113275,livres,5,566375,0,,1
193,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Drogueries,Italie,9862,livres,2,19724,0,,1
194,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Eau ; de rose,Italie,12316,livres,"0,5",6158,0,,1
195,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Eau ; de senteur,Italie,780,livres,1,780,0,,1
196,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Eau ; de la Reine d'hongrie,Italie,150,livres,1,150,0,,1
197,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Eau de vie,Italie,11165,livres,"0,3",3349,"-0,5",,1
198,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Encens,Italie,4126,livres,"0,5",2063,0,,1
199,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports – 1778.csv,Local,1778,Exports,4,Marseille,Etamine,Italie,21701,livres,3,65103,0,,1
