simplification,medicinal,note
boîte ; de sapin ; blanc,,
boîte ; de sapin,,
boîte ; de fer ; blanc,,
boîte ; de carton,,
boîte ; de cadrille,,
boîte ; de bois ; violet,,
boîte ; de bois,,
boîte ; de bergamote,,
boîte ; de Nuremberg,,
boîte ; blanche,,
boîte ; assortie,,
boîte,,
bozemin,,
boyau ; salé,,
boutty,,
boutonnière ; d'or,,
bouton ; à pierre ; fausse ; par douzaine,,
bouton ; à pierre ; fausse,,
bouton ; or et argent ; faux,,
bouton ; masquiné,,
bouton ; fil d'or,,
bouton ; dorure ; d'or fin,,
bouton ; dorure ; d'or faux,,
bouton ; dorure ; d'or et d'argent,,
bouton ; dorure ; d'argent,,
bouton ; divers,,
bouton ; de verre ; émaillé,,
bouton ; de verre,,
bouton ; de trait d'or et d'argent fin,,
bouton ; de tombacq doré,,
bouton ; de soie à poil,,
bouton ; de soie,,
bouton ; de poil ; de chèvre,,
bouton ; de poil,,
bouton ; de nacre de perle et jayet,,
bouton ; de nacre de perle,,
bouton ; de nacre,,
bouton ; de métal doré,,
bouton ; de métal,,
bouton ; de manche,,
bouton ; de livrée,,
bouton ; de laiton,,
bouton ; de jayet,,
bouton ; de jais,,
"bouton ; de fil, or et argent",,
bouton ; de fil or et argent,,
bouton ; de fil de poil de chevre,,
bouton ; de fil d'or et d'argent,,
bouton ; de fil d'or,,
bouton ; de fil d'argent,,
bouton ; de fil blanc,,
bouton ; de fil ; or et argent,,
bouton ; de fil,,
"bouton ; de cuivre sur bois, d'os de cocq et de corne",,
bouton ; de cuivre sur bois,,
bouton ; de cuivre et d'étain argenté,,
bouton ; de cuivre et d'étain,,
bouton ; de cuivre doré,,
bouton ; de cuivre argenté et dorée,,
bouton ; de cuivre ; doré,,
bouton ; de cuivre,,
bouton ; de cristal,,
"bouton ; de crin, poil de soie",,
bouton ; de crin et poil,,
bouton ; de crin,,
bouton ; de coton,,
bouton ; de corne,,
bouton ; de coco,,
bouton ; de bois de coco,,
bouton ; d'étain,,
bouton ; d'uniforme,,
bouton ; d'os et de corne,,
bouton ; d'os,,
bouton ; d'or traité,,
bouton ; d'or et d'argent,,
bouton ; d'or ; fin,,
bouton ; d'or ; faux,,
bouton ; d'or,,
bouton ; d'argent trait,,
bouton ; d'argent sur bois,,
bouton ; d'argent,,
bouton ; d'acier,,
bouton ; brodé ; or et argent,,
bouton ; brodé ; de nacre ; de perle et d'acier,,
bouton ; blanc ; étamé,,
bouton,,
bouteille ; vide,,
bouteille ; lissée,,
bouteille ; de verre vide,,
bouteille ; de verre ; gros,,
bouteille ; de verre ; garnie de jonc,,
bouteille ; de verre ; clissée,,
bouteille ; de verre,,
bouteille ; de terre,,
bouteille ; de marbre,,
bouteille ; de grès,,
bouteille ; de gros verre,,
bouteille ; de cristal et carafe,,
bouteille ; de composition,,
bouteille ; de bois,,
bouteille ; cristal,,
bouteille ; clissé,,
bouteille ; Elisées,,
bouteille,,
boutarge,,
boutanne,,
bout ; de corne,,
boussole,,
bourse de filoselle,,
bourse ; à ressort,,
bourse ; à perruque,,
bourse ; à cheval,,
bourse ; à butier,,
bourse ; à bartier,,
bourse ; or et argent,,
bourse ; de taffetas,,
bourse ; de soie,,
bourse ; de perruque,,
bourse ; de fil,,
bourse ; de cuir ; à ressort,,
bourse ; de coton et fil,,
bourse ; de coton,,
bourse ; de Damas,,
bourse,,
bourrelet ; de velours,,
bourre-lanisse,,
bourre ; à bâtir,,
bourre ; à bourrer,,
bourre ; fil et coton,,
bourre ; de vache,,
bourre ; de soie,,
bourre ; de laine,,
bourre ; de fil,,
bourre ; de drap,,
bourre ; de coton,,
bourre ; de chèvre,,
bourre ; de bœuf et vache,,
bourre ; de bœuf,,
bourre ; de Nîmes,,
bourre ; de Mismes,,
bourre ; chiquette,,
bourre,,
bourre ; du Levant,,
bourdillon ; à tierçon,,
bourdillon ; à quart,,
bourdillon ; à barrique,,
bourillon,,
bourdille ; à barrique,,
bourdille,,
cendre ; bourde,,
bouracan,,
boulon ; de fil d'or et d'argent,,
boulon ; de fil d'or,,
boulon ; de fil d'argent,,
boulon ; de fil ; d'or et d'argent,,
boulon ; de crin,,
boulle ; d'acier,boulle ; d'acier,
boulette de marbre,,
boulet ; de fer,,
boulet ; de canon ; de 4 livre,,
boulet ; de canon,,
boule ; vulneraire,boule ; vulneraire,
boule ; de verre,,
boule ; de terre,,
boule ; de sapin,,
boule ; de mail,,
boule ; de buis,,
boule ; de bois,,
boule,,
boulange,,
boulan,,
bouguette,,
bougran,,
bougie ; verte,,
bougie ; jaune,,
bougie ; de table et cierge,,
bougie ; de table,,
bougie ; de suif,,
bougie ; de cire ; verte,,
bougie ; de cire ; blanche,,
bougie ; de blanc ; de baleine,,
bougie ; blanche,,
bougie,,
bouette ; de sapin,,
sel ; de boue,,
boudin de poisson,,
boudille,,
boucle ; de soulier ; à pierre ; fausse,,
boucle ; de sapin,,
boucle ; de fer,,
boucle ; de cuivre,,
boucle ; d'oreille,,
boucle ; d'argent,,
boucle,,
bouchon ; de liège,,
bouchon,,
boucassin,,
bottine,,
botte pantalon,,
botte et bottine,,
botte ; neuve,,
botte ; molle,,
botte ; forte,,
botte ; de cuir à matelot,,
botte ; de cuir ; forte,,
botte ; de cuir,,
botte,,
bordure ; dorée,,
bordure ; de tapisserie,,
bordure ; de bois ; doré,,
bordage ; pour navire,,
bordage ; de sapin ; de 20 pieds,,
bordage ; de sapin,,
bordage ; de cipres,,
bordage ; de chêne,,
bordage,,
borax ; rafiné,borax ; rafiné,
borax ; raffiné,,
borax ; gras,,
borax ; brut,,
drogue ; médicinale ; borax,drogue ; médicinale ; borax,
bonneterie ; écarlate,,
bonneterie ; en poil ; de lapin,,
bonneterie ; de soie et dorure,,
bonneterie ; de soie ; tricot,,
ruban ; de soie,,
bonneterie ; de soie,,
bonneterie ; de laine et coton,,
bonneterie ; de filoselle,,
bonneterie ; de filain ; d'or,,
"bonneterie ; de fil, coton et laine",,
bonneterie ; de fil et coton,,
bonneterie ; de fil,,
bonneterie ; de coton ; fil et laine,,
bonneterie ; de coton et laine,,
bonneterie ; de coton ; tricot,,
bonneterie ; de coton,,
bonneterie ; de bourre ; de soie,,
bonneterie ; de bourre ; de fil,,
bonneterie ; d'estam,,
bonneterie ; bas ; de soie,,
bonneterie ; bas ; de laine,,
bonneterie ; bas ; de coton,,
bonneterie ; bas ; de bourre ; de soie,,
bonneterie,,
bonnet ; à la turc ; de fer ; blanc,,
bonnet ; à dentelle,,
bonneterie ; bonnet ; piqué,,
bonnet et pique,,
bonnet ; fil et coton,,
bonnet ; de velours ; brodé,,
bonneterie ; bonnet ; de velours,,
bonneterie ; bonnet ; de toile cirée,,
bonnet ; de toile,,
bonnet ; de taffetas,,
bonneterie ; bonnet ; de soie,,
bonneterie ; bonnet ; de prêtre,,
bonneterie ; bonnet ; de postillon,,
bonneterie ; bonnet ; de peau,,
"bonneterie ; bonnet ; de laine, fil et coton",,
bonneterie ; bonnet ; de laine fin,,
bonnet ; de laine,,
bonneterie ; bonnet ; de grenadine,,
bonnet ; de gaze,,
bonneterie ; bonnet ; de filosel,,
bonneterie ; bonnet ; de fil et coton,,
bonnet ; de fil,,
bonneterie ; bonnet ; de femme,,
bonneterie ; bonnet ; de coton,,
bonnet ; de castor ; brodé,,
bonneterie ; bonnet ; de castor,,
bonnet ; de blonde,,
bonnet ; d'enfant,,
bonnet ; brodé ; d'or,,
bonneterie ; bonnet,,
bombe et boulet,,
bombe et grenade,,
"""""""""""""""""""""""""""""""""""""""""""""""""",,
bombasin,,
bombarde ; de fer,,
bombarde ; de cuivre,,
bombarde,,
boldavid,,
bol et planche,,
bol ; fin,,
bol ; en bois,,
bol ; d'Arménie,bol ; d'Arménie,
bol ; commun,,
bol ; blanche,,
bol,,
boisson gazeuse à la salsepareille,,
boisson ; vinaigre,,
boisson ; vin divers ordinaire,,
boisson ; vin de liqueur,,
boisson ; vin de Bordeaux,,
boisson ; liqueur,,
boisson ; bière et cidre,,
boisson,,
bois et papier ; d'éventail,,
bois et merrain,,
bois ; écarié,,
bois ; à tourner,,
bois ; à tonneau,,
bois ; à tierçon,,
bois ; à teindre de toute sorte,,
bois ; à teindre ; râpé,,
bois ; à teindre ; moulu,,
bois ; à teindre ; en bûche,,
bois ; à teindre ; de Fernambourg,,
bois ; à teindre,,
bois ; à tapis,,
bois ; à tamis,,
bois ; à quart,,
bois ; à pipe,,
bois ; à meuble,,
bois ; à lit,,
bois ; à gaisne,,
bois ; à fusil,,
bois ; à fourreau d'épée,,
bois ; à faire violon,,
bois ; à faire sommier,,
bois ; à faire fourreau ; d'épée,,
bois ; à faire fourreau,,
bois ; à faire corbin,,
bois ; à faire comble,,
bois ; à crible,,
bois ; à chocolat,,
bois ; à bâtir,,
bois ; à bat,,
bois ; à barrique,,
bois ; à baril non scié,,
bois ; à baril,,
bois ; à banquiere,,
bois ; violet,,
bois ; verni,,
bois ; tropique,,
bois ; travaillé,,
bois ; tord,,
bois ; soutreaux,,
bois ; scié en planche,,
bois ; scié ; en barreau,,
bois ; scié,,
bois ; royal,,
bois ; rouge,,
bois ; pour palissade et terrasse,,
bois ; préparé,,
bois ; pour fusil,,
bois ; pour teinture,,
bois ; pour quille,,
bois ; pour pompe,,
bois ; pour plafond,,
bois ; pour pipe,,
bois ; pour palissade,,
bois ; pour meuble,,
bois ; pour Latte,,
bois ; pour fût,,
bois ; pour fond de tonneau,,
bois ; pour crible,,
bois ; pour chaise,,
bois ; pour bordage,,
bois ; pour arbalète,,
bois ; portatif dit Neyster,,
bois ; planche ; de sapin,,
bois ; planche,,
bois ; pile de,,
bois ; petit ; de rouage,,
bois ; peint,,
bois ; palissandre,,
bois ; ouvré ; à bâtir,,
bois ; osier,,
bois ; néphrétique,bois ; néphrétique,
bois ; mêlée,,
bois ; moulu,,
bois ; merrain à quart,,
bois ; merrain à barrique,,
bois ; merrain ; à tierçon,,
bois ; merrain ; à pipe,,
bois ; merrain ; à fond,,
bois ; merrain ; à cardine,,
bois ; merrain ; à barrique,,
bois ; merrain ; pour ferraille,,
bois ; merrain ; ordinaire,,
bois ; merrain ; douelle,,
bois ; merrain ; de sapin,,
bois ; merrain ; de 4 pieds,,
bois ; merrain ; bourdillon,,
bois ; merrain ; bourdille,,
bois ; merrain ; a barrique,,
bois ; merrain,,
merrain,,
bois ; matraux,,
bois ; mat,,
bois ; marbré,,
bois ; lourd,,
bois ; jaune ; râpé,,
bois ; jaune ; moulu,,
bois ; jaune,,
bois ; gros,,
bois ; fustel,,
bois ; fonçaille,,
bois ; flotté ; en étançon ; rond,,
bois ; feuillard,,
bois et ouvrage de charronerie,,
réglisse ; bois et jus,,
bois ; espar ; de 56 à 61 pieds,,
bois ; espar ; de 40 à 50 pieds,,
bois ; en tranche,,
bois ; en taille ; à couvrir,,
bois ; en rame,,
bois ; en planche,,
bois ; en madrier ; d'acajou,,
madrier ; de bois,,
latte ; de bois,,
bois ; en eprier,,
bois ; en copeau,,
bois ; en bûche,,
bâton,,
bois ; à houblon,,
bois ; durci,,
bois ; du Japon ; jaune,,
bois ; du Japon,,
bois ; du brésil,,
bois ; doré,,
bois ; pour construction,,
bois ; divers ; en planche,,
bois ; dit a fond,,
bois ; dit 'ricter',,
bois ; des Isles et des Indes,,
bois ; des Isles,,
bois ; des Iles,,
bois ; de violette,,
bois ; de tilleul,,
bois ; de terre,,
bois ; de teinture et marqueterie,,
bois ; de teinture ; nicaragua,,
bois ; de teinture ; en buche,,
bois ; de teinture ; divers,,
bois ; de teinture ; de fustick,,
bois ; de teinture ; de campêche,,
bois ; de teinture ; d'Honduras,,
bois ; de teinture,,
bois ; de teck,,
bois ; de table ; doré,,
bois ; de sommier,,
bois ; de sipre,,
bois ; de serrure,,
bois ; de senteur,,
bois ; de selle,,
bois ; de saxafras ; moulu,,
bois ; de saxafras,bois ; de saxafras,
bois ; de saune,,
bois ; de sapin ; peint,,
bois ; de sapin ; mat et vergue,,
bois ; de sapin ; en soliveau,,
bois ; de sapin ; en planche,,
bois ; de sapin,,
bois ; de santal ; moulu,bois ; de santal ; moulu,
bois ; de santal ; en bûche,,
bois ; de santal,bois ; de santal,
bois ; de sainte Marthe,,
bois ; de réglisse,,
bois ; de rouage et ouvrage de charronerie,,
bois ; de rouage,,
bois ; de rose,bois ; de rose,
bois ; de romarin,,
bois ; de raquette,,
bois ; de pin,,
bois ; de pernambouc ; rapé,,
bois ; de passementerie ; en planche et poutrelle,,
bois ; de passementerie ; en planche ; de sapin,,
bois ; de passementerie ; en mat,,
bois ; de palissandre,,
bois ; de palisante,,
bois ; de néphrétique,,
bois ; de noyer,,
bois ; de merrain a fond,,
bois ; de merrain ; à barrique,,
bois ; de merrain,,
bois ; de menuiserie,,
bois ; de marqueterie ; marbre,,
bois ; de marqueterie,,
bois ; de marbre,,
bois ; de machenette,,
bois ; de machemillier,,
bois ; de lit,,
bois ; de lin,,
bois ; de lettre,,
bois ; de la chine,,
bois ; de jaraconda,,
bois ; de jacaranda,,
bois ; de grenadier,,
bois ; de goyae,,
bois ; de gitte,,
bois ; de girofle,,
bois ; de genièvre,,
bois ; de gaïac ; en bûche,,
bois ; de gayac,bois ; de gayac,
bois ; de gabarie,,
bois ; de fustel ; moulu,,
bois ; de fustel ; haché,,
bois ; de fustel,,
bois ; de fusil,,
bois ; de frêne,,
bois ; de fond à castor,,
bois ; de flèche et arc,,
bois ; de flèche,,
bois ; de ferol,,
bois ; de fer,,
bois ; de faïence,,
bois ; de hêtre,,
bois ; de fauteuil et canapé,,
bois ; de fauteuil,,
bois ; de cèdre,,
bois ; de crabe,,
bois ; de coutelier,,
bois ; de couleur,,
bois et panier ; de coudre,,
bois ; de corne,,
bois ; de construction ; en chêne et sapin,,
bois ; de construction,,
bois ; de coco,,
bois ; de cleippe,,
bois ; de chêne de construction,,
bois ; de chêne ; à sommier,,
bois ; de chêne ; à poutre,,
bois ; de chêne ; scié,,
bois ; de chêne ; pour construction,,
planche ; de chêne,,
bois ; pour navire,,
bois ; de chêne ; 30 pieds,,
bois ; de chevron,,
bois ; à brûler,,
bois ; de chataignier,,
bois ; de charpente,,
bois ; de charonage,,
bois ; de charbonnage,,
bois ; de chaise,,
bois ; de cerisier,,
bois ; de cannelle,,
bois ; de campêche ; râpé,,
bois ; de campêche ; moulu,,
bois ; de campêche ; en bûche,,
bois ; de campêche,,
bois ; de camphre,,
bois ; de caliatour ; rapé,,
bois ; de caliatour ; moulu,,
bois ; de caliatour ; en bûche,,
bois ; de caliatour,,
bois ; de brochialle,,
??? bois ; de buis,,
bois ; de bouleau,,
bois ; de bordage ; de sapin,,
bois ; de bordage,,
bois ; de bateau,,
bois ; de Surinam,,
bois ; de Sainte Lucie,,
bois ; de St. Martin,,
bois ; de Siramonbas,,
bois ; de Sainte Marthe,,
bois ; de Rhodes,,
"bois ; de Provence, sernambue et campeche",,
bois ; de Provence,,
bois ; de pernambouc,,
bois ; de Nantes,,
bois ; de Honduras,,
bois ; de fernambourg ; moulu,,
bois ; de fernambourg ; en bûche,,
bois ; de fernambourg,,
bois ; de Constentines,,
bois ; de Cayenne,,
bois ; de Camanbourg,,
bois ; de Brésil ; moulu,,
bois ; de Brésil ; menu,,
bois ; de Brésil ; en bûche,,
bois ; de Brésil,,
bois ; d'éventail ; de nacre ; de perle,,
bois ; d'éventail,,
bois ; d'érable,,
bois ; d'écarage,,
bois ; d'ébène,,
bois ; d'osier,,
planche ; d'orme,,
bois ; d'orme,,
bois ; d'originelle,,
bois ; d'olivier ; pelé,,
bois ; d'olivier,,
bois ; d'esquisse,,
bois ; d'esquine,,
bois ; d'espar,,
bois ; d'aulne,,
bois ; d'aspatton,,
bois ; d'arc et de selle,,
bois ; d'arc et de fusil,,
bois ; d'arc et d'arbalète,,
bois ; d'arc,,
bois ; d'amarante,,
bois ; d'aloès,,
bois ; d'acajou,,
bois ; d'Inde pour teinture et marqueterie ; divers,,
bois ; d'Inde et des îles ; pour la teinture,,
bois ; d'Inde et des îles ; pour l'ébénisterie,,
bois ; d'Inde et des îles,,
bois ; d'Inde ; rapé,,
bois ; d'Inde,,
bois ; courbé,,
bois ; coudé,,
bois ; cordayer,,
bois ; cercle,,
bois ; campêche,,
bois ; brun,,
bois ; bray,,
bois ; brandille,,
bois ; boway ; de sapin,,
bois ; boway ; de chêne,,
bois ; bourdillon,,
bois ; bordage ; de chêne,,
bois bordage,,
bois ; à faire sabot,,
bois ; blanc,,
bois ; billot,,
bois ; autre,,
bois ; au daume,,
bois ; anspects,,
bois ; amer,,
bois ; a teinture,,
bois ; a parquet,,
bois ; Sustek,,
bois ; Sainte Lucie,,
bois ; de chêne,,
bois,,
boclans,,
bocal,,
bobine de cuir,,
blé ; froment,,
blonde ; or et argent,,
blonde ; de soie,,
blonde ; de fil,,
blonde ; d'or,,
blonde ; d'argent,,
blonde,,
pierre ; en bloc,,
bois ; chêne ; en bloc,,
bloc,,
bleu ou tournesol,,
drogue ; pour la peinture et la teinture ; bleu de Prusse et lazulite,,
drogue ; pour la peinture et la teinture ; bleu de Prusse et graine jaune,,
bleu ; foncé,,
drogue ; pour la peinture et la teinture ; bleu ; fin,,
drogue ; pour la peinture et la teinture ; bleu ; de smalt,,
drogue ; pour la peinture et la teinture ; bleu ; de paille,,
drogue ; pour la peinture et la teinture ; bleu de Prusse,,
drogue ; pour la peinture et la teinture ; bleu ; commun,,
bleu ; calaminé,,
drogue ; pour la peinture et la teinture ; bleu,,
bled et riz,,
bled ; seigle,,
grain ; sarrasin,,
grain ; noir,,
grain ; méteil,,
grain ; blé,,
grain ; maïs,,
grain ; froment,,
grain ; blé et autre grain,,
grain ; blé ; en gerbe,,
bled ; de seigle,,
grain ; de prune,,
bled ; de Turquie,,
grain ; d'Espagne,,
bled ; baillarge,,
bled,,
blanquette,,
blanchissoire,,
blanc ; simple,,
blanc ; en chevron,,
blanc ; de plomb,,
blanc ; de céruse,blanc ; de céruse,
blanc ; de baleine,blanc ; de baleine,
blanc ; de Troyes,,
blanc ; d'écaille,,
blanc ; d'Espagne,,
blanc,,
blallst,,
blague,,
"bière, cidre et vinaigre",,
bière et cidre,,
bière ; porter,,
bière ; nautique,,
bière ; forte,,
bière ; en fût,,
bière ; dite lumay,,
bière ; dite juypenbier,,
bière ; de Lubek ; pour médecine,,
bière ; de Lubek,,
bière ; de Hollande,,
bière ; de Dantzig,,
bière ; d'Angleterre,,
bière ; d'Hougarde,,
bière ; commune du pays,,
bière ; blanche,,
bière ; aigre,,
bière,,
bitume ; de Judée,bitume ; de Judée,
bitume,,
biscuit ; de munition,,
biscuit ; de mer,,
biscuit ; de grain ; froment,,
biscuit ; au poivre,,
biscuit ; amer,,
biscuit,,
birampot ; bleu,,
binage à pousser,,
bimbeloterie,,
billot de sapin,,
billot ; pour merrain,,
billot,,
billon,,
billet ; de parchemin,,
bille ; de bois ; pour meuble,,
bille ; de bois ; marbré,,
bille ; de bois ; de gaïac,,
bille ; de bois,,
bille ; d'ivoire,,
billard ; vieux,,
billard ; d'ivoire,,
billard,,
bilardeaux,,
bijouterie ; pour montre d'argent,,
bijouterie ; en épingle,,
"bijouterie ; diamant, perle et pierre fine",,
bijouterie,,
bigaradier ; feuille,,
bigarade,,
bidet ; de faïence et leurs pièce,,
bidet ; de faïence ; avec leurs ??? de bois,,
bidet ; de faïence,,
bibliothèque,,
beurreterie ; en bar ; de fil blanc,,
beurre ; salé,,
beurre ; ordinaire,,
beurre ; de dixmude,,
cacao ; beurre de,,
beurre ; de Hollande et d'Angleterre,,
beurre ; d'Irlande non comestible,,
beurre ; d'Angleterre,,
beurre ; commun,,
beurre,,
betterave,,
bête de somme ; jument,,
bête de somme ; cheval,,
bestiau ; âne,,
bétail ; veau,,
bétail ; vache,,
bétail ; taureau,,
bestiau ; poulain,,
bétail ; porc et porcelet,,
bestiau ; porc,,
bestiau ; mule et mulet,,
bétail ; mouton et brebis,,
bétail ; mouton,,
bétail ; génisse,,
bétail ; divers,,
"bétail ; bœuf, vache, mouton, veau",,
"bétail ; bœuf, vache, mouton, porc",,
bétail ; bœuf et taureau,,
bestiau ; bœuf,,
bétail ; brebis,,
bétail ; chèvre et bouc,,
bétail ; agneau,,
bestiau,,
berne,,
berline et harnois,,
berline ; vieille,,
"berline ; garnie de velours, crespine d'or et harnois riche",,
berline ; garnie ; de velours,,
berline,,
étoffe ; de laine ; bergopsum,,
bergamote,,
berceau ; d'osier,,
berceau ; d'enfant,,
berce ; d'osier,,
benne vide,,
benne,,
benjoin,,
belle ; de bois,,
bedelin,,
beauverd ; broyé,,
beaudeaux,,
beau vert broyé,,
bdellium,,
bazzitte,,
bayoulen,,
bayette,,
bavolet ; et aigrette,,
bavoir,,
beaume et élixir,,
baume noir,,
baume ; laque,baume ; laque,
beaume du Pérou,beaume du Pérou,
baume du canada,,
beaume de sucrier,beaume de sucrier,
baume ; de la Mecque,baume ; de la Mecque,
baume de l'Amérique,,
beaume de copahu,beaume de copahu,
baume,baume,
baudrier,,
battoir ; à lessive,,
battoir,,
batterie ; de fer,,
batterie ; de cuivre,,
batterie ; d'airain,,
batiste et linon,,
batiste ; grise,,
batiste ; blanche,,
batiste,,
bateleux,,
bateau ; à pêcher,,
bateau ; neuf,,
bateau ; de pêcheur,,
bateau,,
bate de fer,,
batavia,,
bataris ; de soie ; de porc,,
batanonis,,
bat ; de cheval,,
bat ; d'âne,,
bast,,
basson,,
bassine ; de cuivre,,
bassin ; à barbe,,
bassin ; en laiton,,
bassin ; en argent,,
bassin ; de tirin,,
bassin ; de cuivre ; jaune,,
bassin ; de cuivre,,
bassin ; de barbe,,
basse et basson,,
basse ; de viole,,
basse,,
basin ; tout coton,,
basin ; rayé,,
basin ; pièce de 15 aunes,,
basin ; pièce de 11 aunes,,
basin ; peint,,
basin ; fil et coton,,
basin ; en aunes,,
