dutchtranslation,unit,tax_office,quantity,exportimport,product_prix,product,product_Original,sitc1digit,sitc18thc,alternativenames
matrassen (wol),aantal,namen,16,import,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,nieuwpoort,2,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,charleroi,2,transit,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,oostende,5,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,bergen,16,import,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,charleroi,2,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,tienen,2,import,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,marche,6,import,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,brugge,1,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,namen,2,transit,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,luxemburg,3,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,kortrijk,1,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,bergen,2,export,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,kortrijk,13,import,,matelats de laine,woolen mattresses,8,8,
matrassen (wol),aantal,charleroi,13,import,,matelats de laine,woolen mattresses,8,8,
matten (gewone voor verpakking),gulden,oostende,703,import,,nattes communes à pacqueter,mats for packing,6,6,
matten (gewone voor verpakking),gulden,brugge,30,import,,nattes communes à pacqueter,mats for packing,6,6,
matten (gewone voor verpakking),gulden,stphillipe,512,import,,nattes communes à pacqueter,mats for packing,6,6,
matten (gewone voor verpakking),gulden,nieuwpoort,183,import,,nattes communes à pacqueter,mats for packing,6,6,
matten (gewone voor verpakking),gulden,gent,5,import,,nattes communes à pacqueter,mats for packing,6,6,
"matten (rieten, breed)",'rolles',herve,1,import,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',brugge,14,import,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',oostende,3,import,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',bergen,3,export,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',turnhout,2,import,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',tienen,15,export,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',stphillipe,121.5,import,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',gent,38,import,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, breed)",'rolles',brussel,9,export,,nattes de joncs et de paille larges,"mats (thatched, wide)",6,6,nattes de joncs larges
"matten (rieten, smal)",'rolles',turnhout,4,import,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',gent,50,import,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',stphillipe,197,import,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',brugge,46.25,import,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',nieuwpoort,11,import,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',brussel,6,export,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',namen,3,export,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',oostende,1,import,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
"matten (rieten, smal)",'rolles',bergen,1,export,,nattes de joncs et paille étroites,"mats (thatched, narrow)",6,6,nattes de joncs étroites
matten (ronde voet-),aantal,stphillipe,301,import,,nattes de jonc rondes pour les pieds,mats (round foot-),6,6,
mede,aam,namen,1.75,import,,hidromel,mead,,,
mede,aam,kortrijk,.33333334,export,,hidromel,mead,,,
mede,aam,ieper,.2,import,,hidromel,mead,,,
mede,aam,chimay,1.12,import,,hidromel,mead,,,
mede,aam,chimay,.125,transit,,hidromel,mead,,,
mede,aam,marche,1,import,,hidromel,mead,,,
mede,aam,charleroi,.33333334,export,,hidromel,mead,,,
mede,aam,sintniklaas,.33333334,export,,hidromel,mead,,,
mede,aam,luxemburg,2.1875,export,,hidromel,mead,,,
mede,aam,namen,1,transit,,hidromel,mead,,,
mede,aam,gent,5.3333335,export,,hidromel,mead,,,
mede,aam,namen,.16666667,export,,hidromel,mead,,,
mede,aam,doornik,.5,export,,hidromel,mead,,,
mede,aam,doornik,.050000001,import,,hidromel,mead,,,
mede,aam,bergen,.875,import,,hidromel,mead,,,
mede,aam,chimay,1.55,export,,hidromel,mead,,,
mede,aam,luxemburg,.1,import,,hidromel,mead,,,
medicinaal water,gulden,brussel,36,import,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,herve,3,import,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,luxemburg,55,import,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,sintniklaas,18,export,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,brussel,67,export,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,turnhout,417,import,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,turnhout,347,transit,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,herve,3,export,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
medicinaal water,gulden,marche,105,import,,eau medicinale,medicinal water,5,5,eau de sels de Spa et autres medicinales
meel,ton,chimay,6.0833335,export,,farinne,flour,,,
meel,ton,oostende,570,export,,farinne,flour,,,
meel,ton,ieper,315.33334,export,,farinne,flour,,,
meel,ton,stvith,37.5,transit,,farinne,flour,,,
meel,ton,namen,22.5,export,,farinne,flour,,,
meel,ton,luxemburg,52.5,transit,,farinne,flour,,,
meel,ton,stvith,28.75,export,,farinne,flour,,,
meel,ton,charleroi,223.75,export,,farinne,flour,,,
meel,ton,marche,15.5,import,,farinne,flour,,,
meel,ton,namen,2.25,transit,,farinne,flour,,,
meel,ton,bergen,.5,import,,farinne,flour,,,
meel,ton,marche,1.7,transit,,farinne,flour,,,
meel,ton,charleroi,.66666669,import,,farinne,flour,,,
meel,ton,tienen,595.41669,export,,farinne,flour,,,
meel,ton,sintniklaas,189.5,export,,farinne,flour,,,
meel,ton,brussel,322.83334,export,,farinne,flour,,,
meel,ton,chimay,1,transit,,farinne,flour,,,
meel,ton,ieper,1.25,import,,farinne,flour,,,
meel,ton,turnhout,226.08333,export,,farinne,flour,,,
meel,ton,herve,8,export,,farinne,flour,,,
meel,ton,stvith,1.6666666,import,,farinne,flour,,,
meel,ton,luxemburg,2,import,,farinne,flour,,,
meel,ton,kortrijk,1409.4166,export,,farinne,flour,,,
meel,ton,stphillipe,11.5,import,,farinne,flour,,,
meel,ton,nieuwpoort,861,export,,farinne,flour,,,
meel,ton,herve,10.75,import,,farinne,flour,,,
meel,ton,gent,645.35419,import,,farinne,flour,,,
meel,ton,herve,6,transit,,farinne,flour,,,
meel,ton,antwerpen,43.291668,export,,farinne,flour,,,
meel,ton,turnhout,1,import,,farinne,flour,,,
meel,ton,chimay,6.125,import,,farinne,flour,,,
meel,ton,bergen,45.933334,export,,farinne,flour,,,
meel,ton,doornik,.06666667,import,,farinne,flour,,,
meel,ton,doornik,332.16666,export,,farinne,flour,,,
meel,ton,nieuwpoort,129.66667,import,,farinne,flour,,,
meel,ton,namen,2.1666667,import,,farinne,flour,,,
melk (doux),kwarteel,gent,2.25,export,,lait doux,soft milk,0,0a,
mest (duiven e.a.),gulden,doornik,132,export,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,tienen,25,export,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,doornik,3198,import,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,gent,128,import,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,ieper,2300,transit,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,tienen,43,import,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,luxemburg,5,import,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,bergen,52,import,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (duiven e.a.),gulden,kortrijk,150,import,,fumier de pigeons et autres,pigeon manure,2,2,"fumier de pigeons, de moutons et autres"
mest (gewone),last,namen,2,import,,fumier commun,regular manure,2,2,
mest (gewone),last,ieper,1,export,,fumier commun,regular manure,2,2,
mest (gewone),last,gent,2504.0833,import,,fumier commun,regular manure,2,2,
mest (gewone),last,charleroi,1.5,import,,fumier commun,regular manure,2,2,
mest (gewone),last,sintniklaas,5.5,export,,fumier commun,regular manure,2,2,
mest (gewone),last,stphillipe,2776,import,,fumier commun,regular manure,2,2,
mest (gewone),last,namen,3.5,export,,fumier commun,regular manure,2,2,
mest (gewone),last,ieper,2373,transit,,fumier commun,regular manure,2,2,
mest (gewone),last,luxemburg,3,transit,,fumier commun,regular manure,2,2,
mest (gewone),last,luxemburg,33,export,,fumier commun,regular manure,2,2,
mest (gewone),last,herve,1,export,,fumier commun,regular manure,2,2,
mest (gewone),last,ieper,6,import,,fumier commun,regular manure,2,2,
mest (gewone),last,brugge,87.375,import,,fumier commun,regular manure,2,2,
mest (gewone),last,kortrijk,4,export,,fumier commun,regular manure,2,2,
mest (gewone),last,sintniklaas,27.25,import,,fumier commun,regular manure,2,2,
mest (gewone),last,doornik,108.25,import,,fumier commun,regular manure,2,2,
meubelen,gulden,chimay,1539,export,,meubles,furniture,8,8,
meubelen,gulden,namen,1164,import,,meubles,furniture,8,8,
meubelen,gulden,tienen,1556,import,,meubles,furniture,8,8,
meubelen,gulden,marche,5583,import,,meubles,furniture,8,8,
meubelen,gulden,ieper,1480,import,,meubles,furniture,8,8,
meubelen,gulden,nieuwpoort,259,export,,meubles,furniture,8,8,
meubelen,gulden,gent,518,export,,meubles,furniture,8,8,
meubelen,gulden,brugge,2502,import,,meubles,furniture,8,8,
meubelen,gulden,charleroi,772,import,,meubles,furniture,8,8,
meubelen,gulden,stvith,1172,transit,,meubles,furniture,8,8,
meubelen,gulden,sintniklaas,775,export,,meubles,furniture,8,8,
meubelen,gulden,brussel,4394,import,,meubles,furniture,8,8,
meubelen,gulden,doornik,8346,import,,meubles,furniture,8,8,
meubelen,gulden,herve,2003,transit,,meubles,furniture,8,8,
meubelen,gulden,sintniklaas,695,import,,meubles,furniture,8,8,
meubelen,gulden,chimay,1718,transit,,meubles,furniture,8,8,
meubelen,gulden,antwerpen,1181,import,,meubles,furniture,8,8,
meubelen,gulden,namen,134,transit,,meubles,furniture,8,8,
meubelen,gulden,kortrijk,6,transit,,meubles,furniture,8,8,
meubelen,gulden,charleroi,21,transit,,meubles,furniture,8,8,
meubelen,gulden,doornik,1886,export,,meubles,furniture,8,8,
meubelen,gulden,turnhout,896,export,,meubles,furniture,8,8,
meubelen,gulden,chimay,400,import,,meubles,furniture,8,8,
meubelen,gulden,kortrijk,18466,import,,meubles,furniture,8,8,
meubelen,gulden,turnhout,1764,import,,meubles,furniture,8,8,
meubelen,gulden,tienen,1366,export,,meubles,furniture,8,8,
meubelen,gulden,herve,667,import,,meubles,furniture,8,8,
meubelen,gulden,bergen,6150,import,,meubles,furniture,8,8,
meubelen,gulden,luxemburg,795,transit,,meubles,furniture,8,8,
meubelen,gulden,bergen,670,export,,meubles,furniture,8,8,
meubelen,gulden,stvith,63,export,,meubles,furniture,8,8,
meubelen,gulden,antwerpen,5231,export,,meubles,furniture,8,8,
meubelen,gulden,charleroi,987,export,,meubles,furniture,8,8,
meubelen,gulden,oostende,5858,import,,meubles,furniture,8,8,
meubelen,gulden,brussel,5828,export,,meubles,furniture,8,8,
meubelen,gulden,luxemburg,1641,import,,meubles,furniture,8,8,
meubelen,gulden,nieuwpoort,1485,import,,meubles,furniture,8,8,
meubelen,gulden,bergen,15,transit,,meubles,furniture,8,8,
meubelen,gulden,stvith,250,import,,meubles,furniture,8,8,
meubelen,gulden,namen,1397,export,,meubles,furniture,8,8,
meubelen,gulden,herve,4553,export,,meubles,furniture,8,8,
meubelen,gulden,luxemburg,3447,export,,meubles,furniture,8,8,
meubelen,gulden,marche,6194,export,,meubles,furniture,8,8,
meubelen,gulden,oostende,495,export,,meubles,furniture,8,8,
meubelen,gulden,brussel,718,transit,,meubles,furniture,8,8,
meubelen,gulden,brugge,621,export,,meubles,furniture,8,8,
meubelen,gulden,ieper,881,export,,meubles,furniture,8,8,
meubelen,gulden,marche,1043,transit,,meubles,furniture,8,8,
meubelen,gulden,gent,1815,import,,meubles,furniture,8,8,
meubelen,gulden,turnhout,357,transit,,meubles,furniture,8,8,
meubelen,gulden,stphillipe,4667,import,,meubles,furniture,8,8,
meubelen,gulden,kortrijk,613,export,,meubles,furniture,8,8,
meubelstof,gulden,brussel,438,export,,toile pour ameublement,upholstery fabric,6,6a,
mineraalwater,gulden,luxemburg,9,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,gent,1011,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,namen,36,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,gent,525,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,charleroi,9,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,luxemburg,1810,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,brussel,95,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,marche,108,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,tienen,3193,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,turnhout,909,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,sintniklaas,40,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,marche,1285,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,bergen,6,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,stvith,695,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,brussel,120,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,stvith,4027,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,oostende,18,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,stvith,7,export,,eau minerale,mineral water,5,5,
mineraalwater,gulden,antwerpen,18,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,herve,922,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,charleroi,8,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,namen,270,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,stphillipe,1442,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,luxemburg,731,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,brugge,7,import,,eau minerale,mineral water,5,5,
mineraalwater,gulden,namen,272,transit,,eau minerale,mineral water,5,5,
mineraalwater,gulden,tienen,6,import,,eau minerale,mineral water,5,5,
"moffen (gewone, leder)",aantal,tienen,2,export,,manchons communs,regular muffs,8,8,
"moffen (gewone, leder)",aantal,tienen,3,import,,manchons communs,regular muffs,8,8,
"moffen (gewone, leder)",aantal,herve,15,import,,manchons communs,regular muffs,8,8,
"moffen (gewone, leder)",aantal,chimay,1,transit,,manchons communs,regular muffs,8,8,
"moffen (gewone, leder)",aantal,nieuwpoort,1,export,,manchons communs,regular muffs,8,8,
"moffen (gewone, leder)",aantal,luxemburg,2,export,,manchons communs,regular muffs,8,8,
"moffen (gewone, leder)",aantal,luxemburg,23,import,,manchons communs,regular muffs,8,8,
molenaar (zeevis),'wieges',ieper,54.0625,import,,molenaers,monkfish,0,0a,meuniers dits molenaers
molenstenen van 12 tot 1800 pond,aantal,marche,5,export,,,,,,
molenstenen van 12 tot 1800 pond,aantal,tienen,15,import,,,,,,
molenstenen van 12 tot 1800 pond,aantal,marche,6,import,,,,,,
molenstenen van 12 tot 1800 pond,aantal,luxemburg,14,import,,,,,,
molenstenen van 12 tot 1800 pond,aantal,tienen,3,export,,,,,,
molenstenen van 12 tot 1800 pond,aantal,ieper,4,import,,,,,,
molenstenen van 12 tot 1800 pond,aantal,luxemburg,4,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,stvith,5,import,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,turnhout,2,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,luxemburg,3,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,namen,9,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,stvith,3,transit,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,sintniklaas,1,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,brussel,4,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,nieuwpoort,2,import,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,kortrijk,5,import,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,turnhout,12,import,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,nieuwpoort,1,export,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,luxemburg,1,transit,,,,,,
molenstenen van 2 tot 3.000 pond,aantal,doornik,13,import,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,marche,1,import,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,charleroi,1,import,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,bergen,27,import,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,doornik,1,import,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,kortrijk,10,import,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,bergen,1,export,,,,,,
molenstenen van 3 tot 4.000 pond,aantal,brussel,41,export,,,,,,
molenstenen van 300 tot 1000 pond,aantal,turnhout,3,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,brugge,37,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,chimay,8,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,sintniklaas,1,export,,,,,,
molenstenen van 300 tot 1000 pond,aantal,chimay,9,transit,,,,,,
molenstenen van 300 tot 1000 pond,aantal,stphillipe,71,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,bergen,4,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,stvith,10,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,namen,3,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,namen,2,export,,,,,,
molenstenen van 300 tot 1000 pond,aantal,gent,16,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,doornik,5,import,,,,,,
molenstenen van 300 tot 1000 pond,aantal,herve,3,export,,,,,,
moltons,el,ieper,6,import,,molton,molleton,6,6b,molton et Camaroux
moltons,el,kortrijk,2624,import,,molton,molleton,6,6b,molton et Camaroux
moltons,el,chimay,45,transit,,molton,molleton,6,6b,molton et Camaroux
moltons,el,luxemburg,374,import,,molton,molleton,6,6b,molton et Camaroux
moltons,el,bergen,54,import,,molton,molleton,6,6b,molton et Camaroux
moltons,el,sintniklaas,42,import,,molton,molleton,6,6b,molton et Camaroux
moltons,el,bergen,24,export,,molton,molleton,6,6b,molton et Camaroux
moltons,el,marche,4.5,export,,molton,molleton,6,6b,molton et Camaroux
moltons,el,herve,10,import,,molton,molleton,6,6b,molton et Camaroux
moltons,stuk,brussel,1,export,,molton,molleton,6,6b,molton et Camaroux
moltons,el,namen,6,transit,,molton,molleton,6,6b,molton et Camaroux
moltons,el,kortrijk,400,export,,molton,molleton,6,6b,molton et Camaroux
moltons,el,herve,32,transit,,molton,molleton,6,6b,molton et Camaroux
moltons,el,herve,20,export,,molton,molleton,6,6b,molton et Camaroux
moltons,el,doornik,120,export,,molton,molleton,6,6b,molton et Camaroux
moltons,el,marche,181.5,import,,molton,molleton,6,6b,molton et Camaroux
moltons,stuk,brussel,2,import,,molton,molleton,6,6b,molton et Camaroux
moltons,el,doornik,335.5,import,,molton,molleton,6,6b,molton et Camaroux
mosselen,ton,brussel,181.75,export,,moulles,mussels,0,0a,
mosselen,ton,gent,566,import,,moulles,mussels,0,0a,
mosselen,ton,antwerpen,6,import,,moulles,mussels,0,0a,
mosselen,ton,tienen,19.5,export,,moulles,mussels,0,0a,
mosselen,ton,antwerpen,77.875,export,,moulles,mussels,0,0a,
mosselen,ton,namen,49.25,export,,moulles,mussels,0,0a,
mosselen,ton,nieuwpoort,2.75,import,,moulles,mussels,0,0a,
mosselen,ton,stphillipe,15464,import,,moulles,mussels,0,0a,
mosselen,ton,turnhout,3,import,,moulles,mussels,0,0a,
mosselen,ton,ieper,93.75,import,,moulles,mussels,0,0a,
mosselen,ton,chimay,1,export,,moulles,mussels,0,0a,
mosselen,ton,sintniklaas,1418,import,,moulles,mussels,0,0a,
mosselen,ton,gent,1003.5,export,,moulles,mussels,0,0a,
mosselen,ton,bergen,23.25,export,,moulles,mussels,0,0a,
mosselen,ton,kortrijk,4,export,,moulles,mussels,0,0a,
mosselen,ton,turnhout,45,export,,moulles,mussels,0,0a,
mosselen,ton,charleroi,18.25,export,,moulles,mussels,0,0a,
mosselen,ton,doornik,14,import,,moulles,mussels,0,0a,
mosterd,gulden,doornik,72,export,,moutarde,mustard,0,0a,
mosterd,gulden,marche,2,import,,moutarde,mustard,0,0a,
mosterd,gulden,brussel,14,export,,moutarde,mustard,0,0a,
mosterd,gulden,brussel,7,import,,moutarde,mustard,0,0a,
mosterd,gulden,nieuwpoort,2,import,,moutarde,mustard,0,0a,
mosterd,gulden,bergen,10,export,,moutarde,mustard,0,0a,
mosterd,gulden,oostende,137,import,,moutarde,mustard,0,0a,
muskaatnoten en -bladeren,pond,gent,454.125,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,stphillipe,361.5,transit,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,antwerpen,1,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,herve,139,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,chimay,.125,export,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,charleroi,1.375,export,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,nieuwpoort,148,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,namen,10.25,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,stphillipe,18954.5,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,sintniklaas,148.5,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,chimay,4,transit,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,namen,7,export,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,brugge,2499.875,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,tienen,.75,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,stvith,.5,transit,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,oostende,1183,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
muskaatnoten en -bladeren,pond,turnhout,2,import,nutmeg,feuilles et noix muscades,nutmeg,0,0b,
mutsen (katoen),aantal,namen,92,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,sintniklaas,6,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,doornik,2,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,herve,47,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,luxemburg,1529,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,marche,25,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,brugge,6552,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,gent,7656,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,bergen,23,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,brussel,288,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,herve,2711,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,doornik,2496,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,sintniklaas,8,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,charleroi,1,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,stvith,48,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,turnhout,270,import,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,antwerpen,12923,export,,bonnets de cotton,cotton bonnets,8,8,
mutsen (katoen),aantal,chimay,69,transit,,bonnets de cotton,cotton bonnets,8,8,
mutsen (wol),aantal,namen,57,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,marche,649,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,doornik,6120,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,bergen,9,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,luxemburg,2305,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,turnhout,41,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,ieper,254,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,tienen,240,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,marche,2,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,brussel,14,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,luxemburg,84,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,charleroi,74,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,sintniklaas,264,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,gent,12,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,brugge,60,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,brugge,74,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,ieper,84,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,chimay,56,transit,,bonnets de laine,woolen bonnets,8,8,
