dutchtranslation,unit,tax_office,quantity,exportimport,product_prix,product,product_Original,sitc1digit,sitc18thc,alternativenames
mutsen (wol),aantal,antwerpen,526,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,antwerpen,9,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,marche,28,transit,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,herve,6114,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,stvith,671,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,herve,88,export,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,turnhout,32582,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,sintniklaas,24,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,namen,588,import,,bonnets de laine,woolen bonnets,8,8,
mutsen (wol),aantal,bergen,141,export,,bonnets de laine,woolen bonnets,8,8,
muziekinstrumenten,gulden,brugge,70,import,,instrumens de musique,musical instruments,8,8,instrumens de musique tuyaux d'horgues
muziekinstrumenten,gulden,doornik,8,import,,instrumens de musique,musical instruments,8,8,instrumens de musique tuyaux d'horgues
muziekinstrumenten,gulden,turnhout,150,transit,,instrumens de musique,musical instruments,8,8,instrumens de musique tuyaux d'horgues
naalden,pond,oostende,16.25,import,,aiguilles,needles,6,6,
naalden,pond,brussel,99,export,,aiguilles,needles,6,6,
naalden,pond,herve,32.875,export,,aiguilles,needles,6,6,
naalden,pond,antwerpen,10,import,,aiguilles,needles,6,6,
naalden,pond,bergen,20,export,,aiguilles,needles,6,6,
naalden,pond,marche,82,import,,aiguilles,needles,6,6,
naalden,pond,nieuwpoort,143.5,export,,aiguilles,needles,6,6,
naalden,pond,turnhout,4824,transit,,aiguilles,needles,6,6,
naalden,pond,stvith,2,export,,aiguilles,needles,6,6,
naalden,pond,herve,93.5,import,,aiguilles,needles,6,6,
naalden,pond,ieper,64,import,,aiguilles,needles,6,6,
naalden,pond,herve,1543,transit,,aiguilles,needles,6,6,
naalden,pond,luxemburg,50,transit,,aiguilles,needles,6,6,
naalden,pond,doornik,92,export,,aiguilles,needles,6,6,
naalden,pond,namen,216,import,,aiguilles,needles,6,6,
naalden,pond,bergen,84.75,import,,aiguilles,needles,6,6,
naalden,pond,gent,15.125,export,,aiguilles,needles,6,6,
naalden,pond,stvith,587.5,import,,aiguilles,needles,6,6,
naalden,pond,chimay,4.25,import,,aiguilles,needles,6,6,
naalden,pond,brussel,13,import,,aiguilles,needles,6,6,
naalden,pond,tienen,63,transit,,aiguilles,needles,6,6,
naalden,pond,luxemburg,204.75,import,,aiguilles,needles,6,6,
naalden,pond,chimay,16,transit,,aiguilles,needles,6,6,
naalden,pond,gent,43,import,,aiguilles,needles,6,6,
naalden,pond,doornik,284.5,import,,aiguilles,needles,6,6,
naalden,pond,namen,12.5,export,,aiguilles,needles,6,6,
naalden,pond,turnhout,3565,import,,aiguilles,needles,6,6,
naalden,pond,brussel,651,transit,,aiguilles,needles,6,6,
naalden,pond,antwerpen,42,export,,aiguilles,needles,6,6,
naalden,pond,charleroi,2.25,import,,aiguilles,needles,6,6,
naalden,pond,tienen,1466.75,import,,aiguilles,needles,6,6,
naalden,pond,brugge,27,export,,aiguilles,needles,6,6,
naalden,pond,luxemburg,148.5,export,,aiguilles,needles,6,6,
naalden,pond,marche,1103.5,transit,,aiguilles,needles,6,6,
naalden,pond,stvith,89095.5,transit,,aiguilles,needles,6,6,
naalden,pond,brugge,98.5,import,,aiguilles,needles,6,6,
naalden,pond,sintniklaas,5,import,,aiguilles,needles,6,6,
naalden,pond,stphillipe,2,import,,aiguilles,needles,6,6,
naalden,pond,kortrijk,43.25,import,,aiguilles,needles,6,6,
naalden,pond,tienen,3,export,,aiguilles,needles,6,6,
naalden,pond,sintniklaas,.5,export,,aiguilles,needles,6,6,
nanking,stuk,bergen,24,export,,toile de nanquin,nanking,6,6,
nanking,stuk,brussel,1715,transit,,toile de nanquin,nanking,6,6,
nanking,el,sintniklaas,524,import,,toile de nanquin,nanking,6,6,
nanking,el,namen,2,import,,toile de nanquin,nanking,6,6,
nanking,el,namen,8,export,,toile de nanquin,nanking,6,6,
nanking,stuk,marche,31,import,,toile de nanquin,nanking,6,6,
nanking,stuk,stvith,168,import,,toile de nanquin,nanking,6,6,
nanking,stuk,brussel,10,export,,toile de nanquin,nanking,6,6,
nanking,el,ieper,20,export,,toile de nanquin,nanking,6,6,
nanking,stuk,stvith,1,transit,,toile de nanquin,nanking,6,6,
nanking,el,luxemburg,126,import,,toile de nanquin,nanking,6,6,
nanking,stuk,ieper,104,export,,toile de nanquin,nanking,6,6,
nanking,el,herve,144,import,,toile de nanquin,nanking,6,6,
nanking,el,charleroi,7,transit,,toile de nanquin,nanking,6,6,
nanking,el,brugge,3698,import,,toile de nanquin,nanking,6,6,
nanking,el,gent,225,import,,toile de nanquin,nanking,6,6,
nanking,el,nieuwpoort,2840,import,,toile de nanquin,nanking,6,6,
nanking,stuk,doornik,45,export,,toile de nanquin,nanking,6,6,
nanking,el,marche,108,import,,toile de nanquin,nanking,6,6,
neteldoek,stuk,antwerpen,358,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,doornik,6387,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,tienen,70,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,turnhout,54812.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,marche,1010,transit,muslin,mousselinne,muslin,6,6,
neteldoek,el,sintniklaas,6841.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,chimay,158,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,oostende,34286,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,brussel,16495.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,brussel,191,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,kortrijk,78,export,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,chimay,1,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,stvith,4639,transit,muslin,mousselinne,muslin,6,6,
neteldoek,el,kortrijk,8,import,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,brussel,311,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,charleroi,30,transit,muslin,mousselinne,muslin,6,6,
neteldoek,el,stvith,12594.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,charleroi,30.25,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,turnhout,97,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,marche,4704.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,ieper,5,export,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,kortrijk,.5,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,gent,2910,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,luxemburg,136,transit,muslin,mousselinne,muslin,6,6,
neteldoek,el,bergen,497,export,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,bergen,2,export,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,herve,45.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,herve,9563,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,doornik,66,import,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,marche,462,transit,muslin,mousselinne,muslin,6,6,
neteldoek,el,namen,150,export,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,brussel,20476,transit,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,antwerpen,25,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,marche,404,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,chimay,8,transit,muslin,mousselinne,muslin,6,6,
neteldoek,el,antwerpen,26131,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,luxemburg,29373.75,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,ieper,11,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,tienen,117,import,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,marche,1,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,brussel,37,export,muslin,mousselinne,muslin,6,6,
neteldoek,stuk,turnhout,2,export,muslin,mousselinne,muslin,6,6,
neteldoek,el,stphillipe,37735,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,namen,257.5,import,muslin,mousselinne,muslin,6,6,
neteldoek,el,brugge,3451.5,import,muslin,mousselinne,muslin,6,6,
neteldoek en wit katoen,gulden,marche,99643,transit,muslin,mousseline et toile de coton blanc,muslin and white cotton,6,6d,
neteldoek en wit katoen,stuk,marche,7231,transit,muslin,mousseline et toile de coton blanc,muslin and white cotton,6,6d,
neteldoek en wit katoen,stuk,brussel,23356,transit,muslin,mousseline et toile de coton blanc,muslin and white cotton,6,6d,
neteldoek en wit katoen,gulden,brussel,311283,transit,muslin,mousseline et toile de coton blanc,muslin and white cotton,6,6d,
netten (visvangst en jacht),pond,nieuwpoort,15380,import,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,sintniklaas,30,import,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,oostende,575,import,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,gent,6,import,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,brugge,45,import,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,oostende,27460,export,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,nieuwpoort,3300,export,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
netten (visvangst en jacht),pond,turnhout,30,import,,rets por la chasse et la pêche,nets for fishing and hunting,6,6,
niet vermelde wapens,gulden,marche,20,export,,armes non reprises,non comprised weaponry,9,9,armes non reprises au tarif
niet vermelde wapens,gulden,tienen,61,import,,armes non reprises,non comprised weaponry,9,9,armes non reprises au tarif
niet vermelde wapens,gulden,marche,199,import,,armes non reprises,non comprised weaponry,9,9,armes non reprises au tarif
oesters,ton,gent,3.5833333,export,,huitres,oysters,,,
oesters,ton,bergen,2.6666667,export,,huitres,oysters,,,
oesters,ton,brussel,115.1,export,,huitres,oysters,,,
oesters,ton,nieuwpoort,.125,export,,huitres,oysters,,,
oesters,ton,antwerpen,.125,import,,huitres,oysters,,,
oesters,ton,charleroi,.25,export,,huitres,oysters,,,
oesters,ton,herve,.5,export,,huitres,oysters,,,
oesters,ton,oostende,3510,import,,huitres,oysters,,,
oesters,ton,namen,2.1666667,export,,huitres,oysters,,,
oesters,ton,antwerpen,76.8125,export,,huitres,oysters,,,
oesters,ton,brugge,.5,export,,huitres,oysters,,,
oesters,ton,herve,.75,import,,huitres,oysters,,,
oesters,ton,kortrijk,4.5,export,,huitres,oysters,,,
oesters,ton,turnhout,.8125,export,,huitres,oysters,,,
oesters,ton,doornik,25,export,,huitres,oysters,,,
olijfolie,aam,nieuwpoort,197.66667,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,bergen,2.25,export,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,doornik,39.875,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,chimay,.2,export,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,charleroi,3.8,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,turnhout,17,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,kortrijk,26.625,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,gent,143.75,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,chimay,.66666669,transit,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,sintniklaas,.25,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,oostende,3.875,transit,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,oostende,1679.5,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,brugge,41,transit,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,chimay,8.333333,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,charleroi,.5,transit,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,brussel,111.5,transit,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,gent,.050000001,export,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,namen,7.125,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,antwerpen,.050000001,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,brugge,1016.5667,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,bergen,35.900002,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,antwerpen,71.25,export,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,stphillipe,201.66667,transit,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,charleroi,2.0599999,export,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,stphillipe,1695.45,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,brussel,10.833333,import,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijfolie,aam,brussel,9.5,export,olive oil,huile d'olives,olive oil,4,4,huille d'olive
olijven,kwarteel,brussel,.083333336,import,,olives,olives,0,0a,
olijven,kwarteel,charleroi,.1,import,,olives,olives,0,0a,
olijven,kwarteel,stphillipe,1.6666666,import,,olives,olives,0,0a,
olijven,kwarteel,brussel,.02,export,,olives,olives,0,0a,
olijven,kwarteel,kortrijk,.13333334,import,,olives,olives,0,0a,
olijven,kwarteel,ieper,.033333335,import,,olives,olives,0,0a,
olijven,kwarteel,brugge,1.75,import,,olives,olives,0,0a,
olijven,kwarteel,bergen,.73333335,import,,olives,olives,0,0a,
olijven,kwarteel,chimay,.1,transit,,olives,olives,0,0a,
olijven,kwarteel,luxemburg,.43333334,import,,olives,olives,0,0a,
olijven,kwarteel,marche,.16666667,export,,olives,olives,0,0a,
olijven,kwarteel,doornik,.2,import,,olives,olives,0,0a,
olijven,kwarteel,oostende,2.1666667,import,,olives,olives,0,0a,
olijven,kwarteel,luxemburg,.30000001,export,,olives,olives,0,0a,
oren en stukken huid voor sterke (engelse) lijm,pond,namen,800,transit,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,charleroi,150,export,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,bergen,650,import,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,herve,4355,import,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,charleroi,550,import,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,luxemburg,1929,transit,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,stvith,4600,import,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,luxemburg,60,import,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
oren en stukken huid voor sterke (engelse) lijm,pond,bergen,20,export,,oreilles et oreillons à faire colle,pieces of skin and ears for strong (English) glue,2,2,
orgels,aantal,turnhout,1,export,,orgues,organs,8,8,orgues pour eglise
orgels,gulden,chimay,60,transit,,orgues,organs,8,8,orgues pour eglise
orgels,aantal,turnhout,1,import,,orgues,organs,8,8,orgues pour eglise
orgels,gulden,turnhout,100,import,,orgues,organs,8,8,orgues pour eglise
orgels,gulden,gent,500,export,,orgues,organs,8,8,orgues pour eglise
orgels,aantal,chimay,1,transit,,orgues,organs,8,8,orgues pour eglise
orgels,aantal,gent,1,export,,orgues,organs,8,8,orgues pour eglise
orgels,gulden,turnhout,600,export,,orgues,organs,8,8,orgues pour eglise
osse- en koeietongen,aantal,bergen,4,export,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,oostende,24,export,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,chimay,4,transit,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,tienen,196,import,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,tienen,2,export,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,namen,1,transit,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,namen,24,export,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,oostende,40,import,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,sintniklaas,24,export,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,turnhout,1,import,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,herve,198,import,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,kortrijk,13,import,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
osse- en koeietongen,aantal,marche,1,export,,langues de bœufs et vaches,ox and cow tongues,0,0a,langues de boeufs
oud ijzer,pond,gent,27175,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,antwerpen,42550,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,gent,11100,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,sintniklaas,17600,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,namen,10,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,marche,460,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,tienen,22215,transit,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,brugge,15,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,marche,21100,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,chimay,75,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,turnhout,200,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,brugge,25050,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,tienen,3536,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,ieper,600,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,herve,400,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,sintniklaas,250,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,stvith,350,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,luxemburg,7450,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,stvith,460,export,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,stvith,35,transit,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,kortrijk,400,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
oud ijzer,pond,turnhout,200,import,,feraille vieilles,old iron,6,6,ferailles ou viel fer
