numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
545,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Port des barques,Eau de vie d'Endaye,Portugal,100,Bouteilles,,120,,,100 bouteilles 
546,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Eau de fleur d'orange,Espagne,215,Livres,,380,,,Pas de prix unitaire
547,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Eau de fleur forte,Espagne,605,Livres,,1250,,,Pas de prix unitaire
548,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,,Eau de fleur de senteur,Espagne,440,Livres,,600,,,Pas de prix unitaire
549,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Ecorces de citrons,Espagne,,,,100,0,,En valeur
550,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Colonie française,Epicerie canelle commune,Bayonne,885,livres,3,2655,0,,
551,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Estampes,Espagne,2252,livres,6,13512,0,,
552,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etain,Espagne,720,livres,,1194,,,Pas de prix unitaire
553,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,,Etoffes de coton divers,Bayonne,,,,894,0,,En valeur
554,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,,Etoffes de coton divers,Espagne,,,,1021,0,,En valeur
555,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de coton futaine,Espagne,1890,Aunes,,3969,,1470,Pas de prix unitaire
556,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes molton capiton,Espagne,1164,Aunes,,3557,,688,Pas de prix unitaire
557,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes molton capiton,Portugal,3288,Aunes,,9864,,1730,Pas de prix unitaire
558,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes molton,Espagne,2014,Aunes,,5615,,1372,Pas de prix unitaire
559,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Etoffes molton,Espagne,586,Aunes,,1740,,567,Pas de prix unitaire
560,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Angleterre,Etoffes de coton velours,Bayonne,149,Aunes,7,1043,0,65,
561,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de coton velours,Bayonne,474,Aunes,,3033,,424,Pas de prix unitaire
562,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,,Etoffes fleuret,Espagne,38,Aunes,,440,,,Pas de prix unitaire
563,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,,Etoffes de laine diverses,Espagne,,,,8725,0,,En valeur
564,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine,Espagne,632,Aunes,,2036,,240,Pas de prix unitaire
565,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Etoffes de laine,Espagne,766,,,1845,,510,Pas d'unité de mesure ni de prix unitaire
566,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Etoffes de laine,Espagne,726,Aunes,,1882,,185,Pas de prix unitaire
567,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine aune ,Espagne,2001,Aunes,3,6003,0,1110,
568,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine baracan,Espagne,3650,Aunes,6,21900,0,2285,
569,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine burat,Espagne,2110,Aunes,,5908,,647,Pas de prix unitaire
570,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Etoffes de laine calemande,Espagne,3494,Aunes,,21427,,,Pas de prix unitaire
571,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Maine,Etoffes de laine calemande,Espagne,550,Aunes,,4008,,,Pas de prix unitaire
572,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Etoffes de laine cadis,Espagne,413,Aunes,,1732,,,Pas de prix unitaire
573,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Sedan,Etoffes laine calemande,Espagne,"1967,25",Aunes,10,19672,"-0,5",4295,
574,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes laine calemande,Espagne,210,Aunes,10,2100,0,260,
575,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine camelot,Espagne,2278,Aunes,4,9112,0,790,
576,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Etoffes de laine camelot,Espagne,5932,Aunes,4,23728,0,2831,
577,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,19,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Etoffes de laine camelot,Espagne,7542,Aunes,"2,25",16960,"-9,5",2576,Arrondie
578,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine camelot,Espagne,11130,Aunes,2,22260,0,4705,
579,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Etoffes de laine cordeillat,Espagne,4830,Livres,,13209,,,Pas de prix unitaire
580,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Etoffes de laine cordeillat,Espagne,139,,,503,,,Pas d'unité de mesure; pas de prix unitaire
581,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Etoffes de laine crepon,Espagne,111,,,882,,,Pas d'unité de mesure; pas de prix unitaire
582,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine crepon,Espagne,338,,,3078,,,Pas d'unité de mesure; pas de prix unitaire
583,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine crepon,Espagne,311,,,1836,,,Pas d'unité de mesure; pas de prix unitaire
584,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine Dauphine,Espagne,75,,,826,,,
585,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine etamine,Pays de labour,9670,Aunes,3,29038,28,3382,Erreur de calcul
586,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine etamine,Espagne,19373,Aunes,3,58119,0,,
587,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine etamine,Pays de labour,456,Aunes,3,1368,0,190,
588,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Maine,Etoffes de laine etamine,Espagne,24729,Aunes,3,74185,-2,10835,
589,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine etamine buraites,Pays de labour,230,Aunes,"1,75",403,"0,5",75,
590,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine etamine buraites,Espagne,29814,Aunes,"1,75",52175,"0,5",8494,
591,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Etoffes de laine espagnolette,Espagne,846,Aunes,4,3384,0,553,
592,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Etoffes de laine espagnolette croisée,Espagne,1949,Aunes,6,11694,0,1720,
593,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine escot,Espagne,476,Aunes,"2,25",1071,0,220,
594,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine flanelle,Espagne,2285,Aunes,"2,25",5142,"0,75",1111,
595,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Etoffes de laine flanelle,Espagne,863,,,1548,,,Pas d'unité de mesure ni de prix unitaire
596,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine flanelle imprimée,Espagne,568,,,1704,,310,Pas d'unité de mesure ni de prix unitaire
597,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine flanelle imprimée,Espagne,936,,,2340,,455,Pas d'unité de mesure ni de prix unitaire
598,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine futaine,Espagne,794,,,1845,,405,Pas d'unité de mesure ni de prix unitaire
599,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Etoffes de laine futaine,Espagne,480,,,960,,380,Pas d'unité de mesure ni de prix unitaire
600,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine grain d'orge,Espagne,170,Aunes,,1020,,70,Pas de prix unitaire
601,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Etoffes de laine lanilles,Espagne,1005,,,2370,,495,Pas d'unité de mesure ni de prix unitaire
602,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine maroc,Espagne,17807,Aunes,3,53421,0,7095,
603,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine maroc,Espagne,498,Aunes,,1480,,200,
604,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine molton,Espagne,810,,,3373,,,Pas d'unité de mesure ni de prix unitaire
605,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine moquette,Espagne,1940,,,6288,,,Pas d'unité de mesure ni de prix unitaire
606,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine panne,Espagne,95977,Aunes,5,479885,0,60941,
607,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine panne ficelée,Espagne,10394,Aunes,6,62364,0,6096,
608,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine prunelle,Espagne,2505,Aunes,5,12525,0,131,
609,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine prunelle burat,Espagne,2837,Aunes,3,8511,0,975,
610,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine prunelle burat,Espagne,480,Aunes,3,1440,0,195,
611,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine raz de castor,Espagne,120,,,1448,,,Pas d'unité de mesure ni de prix unitaire
612,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Etoffes de laine raz de castor,Espagne,160,,,1340,,,Pas d'unité de mesure ni de prix unitaire
613,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Etoffes de laine serge,Espagne,938,Aunes,"2,25",2111,"0,5",450,
614,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine serge,Espagne,1440,Aunes,2,2880,0,565,
615,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine serge,Espagne,"307,5",Aunes,"4,5",1384,"0,25",236,
616,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine serge minorque,Espagne,13615,Aunes,"2,5",34038,"0,5",5730,
617,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine sergette,Espagne,1611,Aunes,,2287,,550,Pas de prix unitaire
618,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine satinée,Espagne,1100,Aunes,4,4400,0,453,
619,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine poil camelot,Espagne,10954,Aunes,7,76678,0,4725,
620,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine panne,Espagne,"73197,75",Aunes,"7,5",548978,"-5,13",47465,Erreur de calcul
621,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Etoffes de laine poil et laine velours,Espagne,623,Aunes,,4361,,,Pas de prix unitaire
622,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,,Etoffes de laine de soye diverse,Espagne,,,,3158,0,,En valeur
623,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine de soye ,Espagne,"13112,25",Livres,55,721188,"14,25",,
624,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Etoffes de laine de soye ,Espagne,"12,25",Livres,55,674,"0,25",,
625,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Tourraine,Etoffes de laine de soye ,Espagne,"333,75",Livres,55,18355,"-1,25",,
626,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine de soye ,Espagne,"1498,5",Livres,55,82418,"0,5",,
627,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine de soye brodée,Espagne,,,,2912,0,,en valeur
628,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine de soye drap,Espagne,"156,5",Aunes,,1424,,,Pas de prix unitaire
629,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine molton,Espagne,391,,,2988,,,Pas d'unité de mesure ; ni de prix unitaire
630,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine molton taffetas,Espagne,148,,,6465,,,Pas d'unité de mesure ; ni de prix unitaire
631,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine molton taffetas,Espagne,43,Livres,,2566,,,Pas de prix unitaire
632,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,20,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Etoffes de laine molton taffetas,Espagne,8,,,1080,,,Pas d'unité de mesure ; ni de prix unitaire
633,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Etoffes de laine mélangées de soye,Espagne,,,,2990,0,,en valeur
634,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine au 4e de soye,Espagne,642,Livres,15,9630,0,,
635,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine fleuret et soye,Espagne,"167,5",Livres,10,1675,0,,
636,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine coton et soye,Espagne,"580,25",Livres,15,8708,"4,25",,
637,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine coton et soye,Espagne,82,Livres,15,1230,0,,
638,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine fil en 1/4 de soye,Espagne,493,Livres,8,3944,0,,
