numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
639,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine fleuret et soye,Espagne,"644,25",Livres,10,6443,"0,5",,
640,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine fleuret au 4e,Espagne,"525,5",Livres,10,5255,0,,
641,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine fil et soye,Espagne,"235,25",Livres,,5545,,,Pas de prix unitaire
642,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine fil et soye,Espagne,1080,,,17635,,,Pas d'unité de mesure ; ni de prix unitaire
643,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine soye et coton,Espagne,42,,,1050,,,Pas d'unité de mesure ; ni de prix unitaire
644,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine my soye,Espagne,25,,,1224,,,
645,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine melées de soye,Espagne,113,Livres,10,1130,0,,Pas d'unité de mesure ; ni de prix unitaire
646,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine soye et dorure,Espagne,"2416,5",Livres,100,241650,0,,
647,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Etoffes de laine soye et dorure,Espagne,7,Livres,100,700,0,,
648,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Etoffes de laine brodée en soye et dorure,Espagne,82,Livres,120,9840,0,,
649,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Pays basques,Etoupe a calfetrer,Bayonne,2600,Livres,"0,07",182,0,,
650,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Evantails a feuilles de soye,Espagne,54,Douzaines,24,1296,0,,
651,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Evantails a feuilles communes,Bayonne,,,,650,0,,En valeur
652,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Evantails a feuilles communes,Espagne,,,,4400,0,,En valeur
653,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Etranger,Farine de bled d'inde,Bayonne,9600,Livres,"0,16",1536,0,,
654,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Farine de froment,Bayonne,105713,Livres,"0,25",26428,"-0,25",,
655,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Farine de froment,Saint-Jean de Luz,7050,Livres,"0,25",1762,"-0,5",,
656,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Etranger,Farine de froment,Bayonne,7215,Livres,"0,25",1783,"-20,75",,Erreur de calcul
657,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fayence,Bayonne,,,,668,0,,En valeur
658,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fayence,Espagne,,,,185,0,,En valeur
659,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fers divers,Bayonne,,,,749,0,,En valeur
660,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fers divers,Espagne,,,,1730,0,,En valeur
661,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fils divers,Bayonne,,,,788,0,,En valeur
662,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fils divers,Espagne,,,,1070,0,,En valeur
663,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Fils a coudre,Espagne,3296,,,8824,,,Pas d'unité de mesure ; ni de prix unitaire
664,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Fils a coudre,Espagne,988,,,3345,,,Pas d'unité de mesure ; ni de prix unitaire
665,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Fils de lin,Espagne,2360,,,10465,,,Pas d'unité de mesure ; ni de prix unitaire
666,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Fils de lin,Bayonne,435,,,1629,,,Pas d'unité de mesure ; ni de prix unitaire
667,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Auvergne,fils de chanvre,Espagne,1995,,,4538,,,Pas d'unité de mesure ; ni de prix unitaire
668,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,Fourage foin,Bayonne,33400,Livres,"0,015",501,0,,
669,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fromage,Bayonne,500,,,420,,,Pas d'unité de mesure ; ni de prix unitaire
670,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Fruits divers,Bayonne,,,,456,0,,En valeur
671,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Provence,Fruits cruds citrons,Bayonne,23000,Nombre,,1380,,,Pas de prix unitaire
672,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Provence,Fruits cruds citrons,Espagne,14300,Nombre,,1430,,,Pas de prix unitaire
673,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Fruits secs chataigne,Bayonne,,,,6065,0,,Pas de prix unitaire
674,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Fruits secs pruneaux,Bayonne,17372,Livres,"0,3",5211,"-0,6",,
675,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Fruits secs pruneaux,Espagne,850,Livres,"0,3",255,0,,
676,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Fruits secs noix,Bayonne,,,,1278,0,,Pas de prix unitaire
677,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Gazes diverses,Espagne,,,,2199,0,,En valeur
678,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Gazes de fil,Espagne,128,,,1735,,,Pas d'unité de mesure ; ni de prix unitaire
679,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Gazes fil et soye,Espagne,113,,,2013,,,Pas d'unité de mesure ; ni de prix unitaire
680,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Gazes de soye,Espagne,3762,Livres,80,300960,0,,
681,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Gazes de soye,Espagne,"2100,5",Livres,80,168040,0,,
682,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Gazes de soye,Espagne,282,,,19118,,,Pas d'unité de mesure ; ni de prix unitaire
683,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Gazes de mouchoirs,Espagne,"346,5",Douzaines,36,9396,-3078,126,"346,5 douzaines à 3£ la pièce"
684,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,21,1789,Bayonne,Saint-Esprit de Bayonne,,Gazes de mouchoirs,Espagne,,,,758,0,,En valeur
685,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon ,Gazes de soye brodée,Espagne,,,,1553,0,,En valeur
686,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Gazes de soye en fichus,Espagne,,,,39505,0,,En valeur
687,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon ,Gazes de soye en fichus,Espagne,1348,Douzaines,30,40440,0,,
688,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Gazes de soye platrées,Espagne,69,Livres,,2312,,,Pas de prix unitaire
689,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon ,Gazes de soye et dorure,Espagne,27,,,1280,,,Pas d'unité de mesure ni de prix unitaire
690,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Galons d'or fin,Espagne,380,Livres,100,38000,0,,
691,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Galons d'or fin,Espagne,30,Livres,100,3000,0,,
692,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Galons d'or fin,Espagne,12,Livres,100,1200,0,,
693,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Galons d'or faux,Espagne,449,,,3295,,,Pas d'unité de mesure ni de prix unitaire
694,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Galons de fleuret,Bayonne,300,Livres,,2393,,,Pas de prix unitaire
695,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Galons de fleuret,Espagne,142,Livres,,1363,,,Pas de prix unitaire
696,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon ,Galons de soye,Espagne,362,,,14520,,,Pas d'unité de mesure ni de prix unitaire
697,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Galons soye et or,Bayonne,"17,75",Livres,,775,,,Pas de prix unitaire
698,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,,Gants divers,Espagne,,,,1332,0,,En valeur
699,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Gants garnis en or et soye,Espagne,,,,2000,0,,En valeur
700,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Lyon ,Gants de peaux,Espagne,148,Douzaines,18,2664,0,,
701,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Gants de peaux,Espagne,115,Douzaines,,2100,,,Pas de prix unitaire
702,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,22,1789,Bayonne,Saint-Esprit de Bayonne,Poitou,Gants de peaux,Espagne,254,Douzaines,18,4572,0,,
