new sourcepath,nb line bdd_centrale,old source.s,source type.s,nb old sourcepath.s,old sourcepath.s,columns removed
AD44_C717_Nantes_Imports_1772,366,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1772.csv,
AD44_C717_Nantes_Imports_1774,310,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C717_Nantes_Imports_1775,313,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C717_Nantes_Imports_1776,391,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C717_Nantes_Imports_1778,588,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1778.csv,
AD44_C717_Nantes_Imports_1779,316,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1779.csv,
AD44_C717_Rennes_Exports_1765,383,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1766,368,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties - 1766.csv,
AD44_C717_Rennes_Exports_1767,306,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1768,370,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties - 1768.csv,
AD44_C717_Rennes_Exports_1769,395,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1771,301,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1772,450,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties - 1772.csv,
AD44_C717_Rennes_Exports_1773,383,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties - 1773.csv,
AD44_C717_Rennes_Exports_1774,419,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1775,546,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties - 1775.csv,
AD44_C717_Rennes_Exports_1776,627,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1778,495,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Exports_1779,405,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties - 1779.csv,
AD44_C717_Rennes_Exports_1780,453,AD44 C717,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C717_Rennes_Imports_1765,256,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1766,201,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1767,197,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1768,181,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1768.csv,
AD44_C717_Rennes_Imports_1769,226,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1771,194,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1772,245,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1772.csv,
AD44_C717_Rennes_Imports_1773,239,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1773.csv,
AD44_C717_Rennes_Imports_1774,209,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1775,275,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1775.csv,
AD44_C717_Rennes_Imports_1776,306,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1778,231,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717_Rennes_Imports_1779,213,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1779.csv,
AD44_C717_Rennes_Imports_1780,223,AD44 C717,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD64_2_ETP_104_Bayonne_Exports_1746,290,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1747,307,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1748,330,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1749,161,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1750,232,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1751,273,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1752,288,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1753,404,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1754,464,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1755,404,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1756,309,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1757,466,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1758,383,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1759,336,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1760,354,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1761,426,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1762,406,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1763,496,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Exports_1764,458,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_104_Bayonne_Imports_1749,147,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1750,163,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1751,207,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1752,175,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1753,218,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1754,208,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1755,230,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1756,233,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1757,249,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1758,209,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1759,204,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1760,162,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1761,217,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1762,199,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1763,219,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_104_Bayonne_Imports_1764,199,AD64 2 ETP 104,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Exports_1760,21,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1763,15,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1765,399,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1766,316,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1767,291,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1768,278,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1769,267,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1770,238,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1771,282,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1772,342,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1773,297,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1774,268,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1776,325,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1778,360,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1779,296,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Exports_1780,293,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-sorties.csv,
AD64_2_ETP_105_Bayonne_Imports_1760,27,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1765,207,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1766,193,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1767,180,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1768,162,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1769,193,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1770,154,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1771,198,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1772,239,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1773,197,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1774,197,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1775,240,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1776,254,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1777,235,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1778,250,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1779,223,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD64_2_ETP_105_Bayonne_Imports_1780,226,AD64 2 ETP 105,Local,1,Local/Bayonne/Bayonne-entrées.csv,
AD76_7F97_via_Dardel_Exports,5107,AD76 7F97 - via Dardel,Local,1,Local/Rouen/Rouen - via Dardel.csv,
AD76_7F97_via_Dardel_Imports,2740,AD76 7F97 - via Dardel,Local,1,Local/Rouen/Rouen - via Dardel.csv,
ANOM_Col_F_2B_13_Colonies_Exports_1788,222,ANOM Col F 2B 13 (tableaux 37 et 38),Local,1,Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,
ANOM_Col_F_2B_13_Colonies_Imports_1788,148,ANOM Col F 2B 13 (tableaux 37 et 38),Local,1,Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,
ANOM_Col_F_2B_14_Colonies_Exports_1787,216,ANOM Col F 2B 14 (tableau 25),Local,1,Local/Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,
ANOM_Col_F_2B_14_Colonies_Imports_1787,158,ANOM Col F 2B 14 (tableau 25),Local,1,Local/Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1725,385,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1725.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726,394,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1726.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1727,460,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1727.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1728,486,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1728.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1729,460,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1729.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1730,430,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1731,410,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1732,406,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1733,436,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735,377,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1736,312,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1737,327,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1738,352,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1739,1182,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1740,1407,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1741,1487,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1741.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1743,1613,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1743.csv,
Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1749,1239,Archives de la CCI de Marseille - I 21,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille - Exports - 1749.csv,
Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1744,1167,Archives de la CCI de Marseille - I 22,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Sorties - 1744.csv,
Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1745,1256,Archives de la CCI de Marseille - I 22,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Exports - 1745.csv,
Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1746,1288,Archives de la CCI de Marseille - I 22,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Exports - 1746.csv,
Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1747,1164,Archives de la CCI de Marseille - I 22,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Exports - 1747.csv,
Archives_de_la_CCI_de_Marseille_I_22_Marseille_Exports_1750,1351,Archives de la CCI de Marseille - I 22,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille - Exports - 1750.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1751,1270,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1751.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1752,1147,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1752.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1755,1178,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1755.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1756,1398,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1756.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1759,1225,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1759.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1760,1363,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1760.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1761,1454,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Sorties - 1761.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1762,1402,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,
Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1764,1748,Archives de la CCI de Marseille - I 23,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1764.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1765,68,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1766.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1766,1573,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1766.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1767,1637,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1767 (-).csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1768,1505,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Sorties - 1768.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1769,1417,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1770,1537,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1770.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1774,1435,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1774.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1775,1037,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1775.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1776,1000,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1778,832,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1778.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1779,820,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1775.csv,
Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780,836,Archives de la CCI de Marseille - I 24,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1780.csv,
Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1763,1663,Archives de la CCI de Marseille - I 25,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Exports - 1763.csv,
Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1765,1634,Archives de la CCI de Marseille - I 25,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Exports - 1765.csv,
Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1772,1523,Archives de la CCI de Marseille - I 25,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1772.csv,
Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1773,1461,Archives de la CCI de Marseille - I 25,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Sorties - 1773.csv,
Archives_de_la_CCI_de_Marseille_I_25_Marseille_Exports_1777,808,Archives de la CCI de Marseille - I 25,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I25/Marseille - Exports - 1777.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1725,405,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1725.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1726,372,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1726.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1727,373,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1727.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1728,350,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1728.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1729,317,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille - Imports - 1729.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1730,337,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1731,354,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1732,331,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1733,345,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1735,324,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1736,318,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1736.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1737,505,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,
Archives_de_la_CCI_de_Marseille_I_29_Marseille_Imports_1738,454,Archives de la CCI de Marseille - I 29,Local,1,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1738.csv,
