orthographic_pierre,simplification,status,beforeItems,afterItems,obsolete,imprimatur
horloge ; commune,horlogerie,existing,,,yes,
histoire naturelle,histoire naturelle,existing,,,no,
hipochetia,,existing,,,yes,
hydromel,hydromel,existing,,,no,
hermine,hermine,existing,,,no,
"herbe, plante, racine, fleur",,existing,,,yes,
herbe ; d'oseille,herbe ; d'oseille,existing,,,yes,
herbe ; d'orseille,drogue ; pour la peinture et la teinture ; orseille,existing,,,yes,
herbe ; capillaire,,existing,,,yes,
hemitacortum,hemitacortum,existing,,,no,
hautbois,,existing,,,no,
hartreuse,hartreuse,existing,,,no,
harpoix,harpoix,existing,,,no,
harnois,,existing,,,yes,
harnais et housses ; de cheval,,existing,,,yes,
harnais ; de cheval ; de selle,,existing,,,yes,
harnais ; de carrosse,,existing,,,yes,
harnais ; de cheval,,existing,,,yes,
haricot ; en fils,,existing,,,yes,
harde ; capillaire,,existing,,,yes,
haras,haras,existing,,,no,
hareng ; lora,poisson ; hareng ; lora,existing,,,yes,
hareng ; saur,hareng ; saur,existing,,,yes,
arme ; hache,,existing,,,yes,
hache,hache,existing,,,yes,
habit ; supporté,,existing,,,yes,
habit et taffetas,,existing,,,yes,
habit ; uni,,existing,,,yes,
habit ; enrichi,,existing,,,yes,
habit ; de livrée,,existing,,,yes,
habit ; de droguet ; de soie,,existing,,,yes,
habit ; d'homme ; avec or et argent,,existing,,,yes,
habit ; de pinchinat,,existing,,,yes,
habit ; de pelleterie,,existing,,,yes,
habit ; de drap,,existing,,,yes,
habit ; de drap ; d'Elbeuf,,existing,,,yes,
habillement ; riche,,existing,,,yes,
habillement ; brodé d'or,,existing,,,yes,
habillement ; de soie,,existing,,,yes,
gélatine,gélatine,existing,,,no,
guisine,guisine,existing,,,no,
guinée ; bleue,,existing,,,yes,
guingas,,existing,,,yes,
guingarri,,existing,,,yes,
guingan ; de madras,,existing,,,yes,
guildive,,existing,,,no,
guêtre ; de toile,guêtre ; de toille,existing,,,yes,
guéridon,guéridon,existing,,,no,
gruau et garance,gruau et garance,existing,,,no,
tord ; gros,tord ; gros,existing,,,yes,
gros de Naples,,existing,,,no,
rouge ; gros,rouge ; gros,existing,,,yes,
gros ; rouge,,existing,,,yes,
gris,gris,existing,,,no,
grinza,grinza,existing,,,no,
grenat,grenat,existing,,,no,
fruit ; grenade,fruit ; grenade,existing,,,yes,
grenade ; fruit,,existing,,,yes,
grenade ; étoffe,,existing,,,yes,
grenade ; de coton,,existing,,,yes,
grenade,grenade,existing,,,no,
grelot ; de laiton,,existing,,,yes,
grelot ; de cuivre,grelot ; de cuivre,existing,,,yes,
grattoir,,existing,,,yes,
gras ; rouge,,existing,,,yes,
grappin ; de tours,,existing,,,yes,
grappin ; de fer,,existing,,,yes,
granit,granit,existing,,,no,
graisse pour cuisine,graisse pour cuisine,existing,,,no,
graisse ; de mouton,,existing,,,yes,
graisse ; de cochon,,existing,,,yes,
graisse ; de boucherie,,existing,,,yes,
graisse ; de cacao,,existing,,,yes,
graisse ; d'oing,,existing,,,yes,
graisse ; douce,,existing,,,yes,
graisse ; de baleine,,existing,,,yes,
grain ; de céréale,,existing,,,yes,
grain ; à chapelet,,existing,,,yes,
orge ; germé,orge ; germé,existing,,,yes,
grain ; froment,grain ; froment,existing,,,yes,
grain ; épeautre,,existing,,,yes,
grain ; divers,graine ; diverse,existing,,,yes,
grain ; de serre,,existing,,,yes,
grain ; de lin,,existing,,,yes,
grains ; comestibles ; soucrillon ; gains pour la bière,,existing,,,yes,
grains ; comestibles ; soucrillon,,existing,,,yes,
grain ; comestible ; orge ; germé,,existing,,,yes,
grain ; comestible ; orge ; ?,,existing,,,yes,
grain ; comestible ; maïs,,existing,,,yes,
grain ; comestible ; millet,,existing,,,yes,
grain ; comestible ; blé ; roux,grain ; froment,existing,,,yes,
grain ; comestible ; blé ; blanc,grain ; froment,existing,,,yes,
grain ; comestible ; blé,grain ; froment,existing,,,yes,
grain ; comestible ; avoine,avoine,existing,,,yes,
grain ; blé,grain ; froment,existing,,,yes,
grain ; avoine,avoine,existing,,,yes,
grainette ; jaune,,existing,,,yes,
graine ; de lin et autre,graine ; diverse,existing,,,yes,
gaine ; d'asperge,,existing,,,yes,
grain ; comestible ; sarrasin,,existing,,,yes,
grain ; comestible ; riz,,existing,,,yes,
grain ; d'Inde,,existing,,,yes,
graine ; seigle,,existing,,,yes,
graine ; longue,graine ; longue,existing,,,yes,
graine ; gruau,,existing,,,yes,
graine ; froment,,existing,,,yes,
graine ; d'arin,graine d'arin,existing,,,yes,
grain ; comestible ; froment,grain ; froment,existing,,,yes,
grain ; comestible ; soucrion,,existing,,,yes,
grain ; de seigle,grain ; seigle,existing,,,yes,
grain ; blé de froment,grain ; froment,existing,,,yes,
graine ; comestible ; avoine,avoine,existing,,,yes,
graine ; diverse,graine ; diverse,existing,,,yes,
graine ; d'alizari,,existing,,,yes,
graine ; bled ; froment,,existing,,,yes,
graine ; sapotille,,existing,,,yes,
graine ; jaune d'Avignon ou neprun,,existing,,,yes,
graine ; de sénegré,,existing,,,yes,
graine ; de muscade,,existing,,,yes,
graine ; de léen,,existing,,,yes,
graine ; d'Alma Christi,,existing,,,yes,
graine ; de Saint Domingue,,existing,,,yes,
graine ; de sagou,,existing,,,yes,
graine ; d'ameas,,existing,,,yes,
graine ; à chapelle,,existing,,,yes,
graine ; truffe,,existing,,,yes,
graine ; de vesse,graine ; de vesse,existing,,,yes,
graine ; de verre ; à soie,graine ; de verre ; à soie,existing,,,yes,
graine ; de truffe,,existing,,,yes,
graine ; de trèfle,graine ; de trèfle,existing,,,yes,
graine ; de tabac,,existing,,,yes,
graine ; de senegré,graine ; de senegré,existing,,,yes,
moutarde ; graine,moutarde ; graine,existing,,,yes,
graine ; de moutarde,graine ; de moutarde,existing,,,yes,
graine ; de momande,,existing,,,yes,
graine ; de millet,graine ; de millet,existing,,,yes,
graine ; de kin,graine ; de lin,existing,,,yes,
graine ; de houx,,existing,,,yes,
graine ; de chou-fleur,,existing,,,yes,
graine ; de chapelet,graine ; de chapelet,existing,,,yes,
graine ; de cartarie,graine ; de cartarie,existing,,,yes,
graine ; de canon,graine ; de canon,existing,,,yes,
graine ; de bouquette,,existing,,,yes,
graine ; de bois ; d'Inde,,existing,,,yes,
graine ; de trémaine,,existing,,,yes,
graine ; de trémail,,existing,,,yes,
graine ; de Riga,,existing,,,yes,
graine ; de jardin,graine ; de jardin,existing,,,yes,
graine ; de genièvre,,existing,,,yes,
graine ; de chou,,existing,,,yes,
graine ; de canari,graine ; de canari,existing,,,yes,
graine ; d'yvoire,,existing,,,yes,
graine ; d'épicerie,,existing,,,yes,
graine ; d'asperge,graine ; d'asperge,existing,,,yes,
graine ; d'anis,graine ; d'anis,existing,,,yes,
graine ; d'ambrette,graine ; d'ambrette,existing,,,yes,
graine ; jaune,graine ; jaune,existing,,,yes,
graine ; de lin,graine ; de lin,existing,,,yes,
grabeau ; de galipot,,existing,,,yes,
grabeau ; de vermillon,,existing,,,yes,
grabeau ; de sel ; ammoniac,,existing,,,yes,
grabeau ; de mirthe,grabeau ; de mirthe,existing,,,yes,
grabeau ; de canéfice,,existing,,,yes,
grabeau ; d'indigo,drogue ; pour la peinture et la teinture ; indigo,existing,,,yes,
grabeau ; de manelle,,existing,,,yes,
gouvernail en bois,gouvernail en bois,existing,,,no,
gournable ; de sapin,,existing,,,yes,
gourgouran,gourgouran,existing,,,no,
gournable,gournabe,existing,,,no,
goudron et poix,goudron et poix,existing,,,no,
gomme ; thurique ; de Levant,,existing,,,yes,
gomme ; keraque,,existing,,,yes,
gomme ; illisible,,existing,,,yes,
gomme ; dragon,,existing,,,yes,
gomme ; séraphique,,existing,,,yes,
gomme ; sagapénum,,existing,,,yes,
gomme ; hederée,gomme ; hederée,existing,,,yes,
gomme ; eterni,gomme ; eterni,existing,,,yes,
gomme ; en patte,,existing,,,yes,
gomme ; du pays,,existing,,,yes,
gomme ; demi,gomme ; demi,existing,,,yes,
gomme ; de sandaraque,,existing,,,yes,
gomme ; de gutte,,existing,,,yes,
gomme ; de Sénégal,gomme ; Sénégal,existing,,,yes,
gomme ; de galbanum,,existing,,,yes,
gomme ; d'ambrette,,existing,,,yes,
gomme ; clemy,gomme ; élemy,existing,,,yes,
gomme ; churique,gomme ; turque (forme de gomme arabique),existing,,,yes,
gomme ; chimique,gomme ; chimique,existing,,,yes,
gomme ; charique,gomme ; turque (forme de gomme arabique),existing,,,yes,
gomme ; aragon,gomme ; aragon,existing,,,yes,
gomme ; thurique,gomme ; turque (forme de gomme arabique),existing,,,yes,
gomme ; ?,gomme,existing,,,yes,
gomme ; édorée,gomme ; édorée,existing,,,yes,
gomme ; tacamaque,gomme ; tacamaque,existing,,,yes,
gomme ; laque,drogue ; gomme ; laque,existing,,,yes,
gomme ; gutte,gomme ; gutte,existing,,,yes,
gomme ; élemi,,existing,,,yes,
gomme ; ammoniac,gomme ; ammoniac,existing,,,yes,
gomme ; anpatte,gomme ; anpatte,existing,,,yes,
gomme ; adragante,gomme ; adragante,existing,,,yes,
gland ; d'or,,existing,,,yes,
glace ; de carrosse,,existing,,,yes,
glace ; de ? d'œuf ; ?,,existing,,,yes,
grabeau ; de séné,,existing,,,yes,
ginza,ginza,existing,,,no,
gingembre ; séché,,existing,,,yes,
gingembre et poivre,épicerie ; gingembre et poivre,existing,,,no,
gingembre ; confit,gingembre ; confit,existing,,,yes,
gingas,,existing,,,yes,
guingan,,existing,,,no,
gilet ; de laine,,existing,,,yes,
gilet ; de molleton,,existing,,,yes,
gibier,gibier,existing,,,no,
gibecière ; par douzaine,,existing,,,yes,
girofle ; confit,,existing,,,yes,
gerle ; de terre,,existing,,,yes,
genévrier,genévrier,existing,,,no,
gentiane,gentiane,existing,,,no,
gente ; de fer,,existing,,,yes,
ginseng,ginseng,existing,,,no,
geniva,,existing,,,yes,
genièvre ; en coquelerie,,existing,,,yes,
genêt pour salade,genête pour salade,existing,,,yes,
genêt ; pour salade,,existing,,,yes,
genêt,,existing,,,yes,
genaux ; de chêne,,existing,,,yes,
genain,,existing,,,yes,
"gaze, crêpe, mouchoir ; en soie","gaze, crêpe, mouchoir ; en soie",existing,,,yes,
"gaze, crêpe et mouchoir de soie","gaze, crêpe et mouchoir de soie",existing,,,yes,
gaze ; diverse ; mêlée ; de fil ; en soie,,existing,,,yes,
gaze ; diverse,gaze ; diverse,existing,,,yes,
gaze ; de soie or et argent,,existing,,,yes,
gaze et fil ; de soie,,existing,,,yes,
gaze ; de soie et d'argent,gaze ; de soie et d'argent,existing,,,yes,
gaze ; au quart,,existing,,,yes,
gaze ; au bas ; de soie,,existing,,,yes,
gaze ; au quart de soie,gaze ; au quart de soie,existing,,,yes,
gaze ; à peu de soie,gaze ; à peu de soie,existing,,,yes,
gayet,,existing,,,no,
gayet ; brut,,existing,,,yes,
gaule ; petite ; de sapin,,existing,,,yes,
gaule ; moyenne ; de sapin,,existing,,,yes,
gaule,gaule,existing,,,yes,
gaze ; de soie ; plâtrée,,existing,,,yes,
garrés,,existing,,,yes,
garre ; de terre,,existing,,,yes,
garre,,existing,,,yes,
garniture ; de robe ; de femme,,existing,,,yes,
garniture ; de gaze,,existing,,,yes,
garniture,garniture,existing,,,no,
garniture ; de lit ; ayant servi,,existing,,,yes,
garniture ; de lit,,existing,,,yes,
garniture ; de dentelle,,existing,,,yes,
garniture ; de commode,,existing,,,yes,
garniture ; de blonde,,existing,,,yes,
gargousse,,existing,,,yes,
garenne,,existing,,,no,
garde ; d'épée ; d'argent ; dorée,,existing,,,yes,
garde ; d'épée et tabatière ; d'argent,,existing,,,yes,
garde ; d'épée ; argentée,,existing,,,yes,
garde ; d'épée ; d'argent,,existing,,,yes,
garde robe ; de noyer,,existing,,,yes,
garde-feu,garde-feu,existing,,,no,
garde ; d'épée ; de cuivre ; doré,,existing,,,yes,
garandolle ; en verre,,existing,,,yes,
garancine,garancine,existing,,,no,
garance et alizari,,existing,,,no,
garance ; grappe,,existing,,,yes,
gant ; glacé,,existing,,,yes,
gant et mitaine ; garni de soie ; par paire,,existing,,,yes,
gant et mitaine ; bordé de soie ; par paire,,existing,,,yes,
gant ; commun ; de peau,,existing,,,yes,
gant ; chamois,,existing,,,yes,
gant ; de peau ; garni de soie,,existing,,,yes,
gant ; de peau ; liseré de soie,,existing,,,yes,
gant ; garni de soie,,existing,,,yes,
gant ; de fil ; par paire,,existing,,,yes,
gant ; de chamois,gant ; de chamois,existing,,,yes,
gant ; commun ; par paire,,existing,,,yes,
gant ; bordé de soie ; par paire,,existing,,,yes,
ganielle de bois,ganielle de bois,existing,,,yes,
gant ; commun,,existing,,,yes,
gant ; de fleuret,gant ; de fleuret,existing,,,yes,
ganse ; de fleuret,ganse ; de fleuret,existing,,,yes,
ganse ; commune,ganse ; commune,existing,,,yes,
gant ; de peau,,existing,,,yes,
gamelle ; de bois,,existing,,,yes,
gamelle ; à jeter l'eau,,existing,,,yes,
galte,galte,existing,,,yes,
galop,galop,existing,,,no,
galon ; de Sistème,,existing,,,yes,
galon ; d'or et d'argent fin,galon ; or et argent ; fin,existing,,,yes,
galon ; d'or et d'argent,galon ; or et argent,existing,,,yes,
galon ; d'argent fin,galon ; d'argent,existing,,,yes,
galon ; dorure ; faux,,existing,,,yes,
galon ; vieux,,existing,,,yes,
galon de peau,,existing,,,no,
galon ; pilé,galon ; pilé,existing,,,yes,
galon ; or et argent ; fin,galon ; or et argent ; fin,existing,,,yes,
galon ; or et argent ; faux,,existing,,,yes,
galon ; et point d'Espagne ; d'or et d'argent,,existing,,,yes,
galon ; dorure ; or et argent,,existing,,,yes,
galon ; dorure ; d'or ; fin,,existing,,,yes,
galon ; dorure ; d'or ; faux,,existing,,,yes,
galon ; dorure ; d'or,,existing,,,yes,
galon ; dorure ; d'argent,galon ; dorure ; d'argent,existing,,,yes,
galon ; d'or fin,,existing,,,yes,
galon ; d'or faux,galon ; d'or ; faux,existing,,,yes,
galon ; d'or et d'argent ; fin,,existing,,,yes,
galon ; d'or et d'argent ; faux,,existing,,,yes,
galon ; d'or en d'argent ; fin,,existing,,,yes,
galon ; d'or ; fin,galon ; d'or ; fin,existing,,,yes,
galon ; dorure ; or et argent ; faux,,existing,,,yes,
gallon ; d'or ; fin,,existing,,,yes,
gallon ; d'or ; faux,,existing,,,yes,
gallon ; d'argent,,existing,,,yes,
galon ; or et argent,galon ; or et argent,existing,,,yes,
galon ; d'or ; faux,galon ; d'or ; faux,existing,,,yes,
galon ; d'or,galon ; d'or,existing,,,yes,
galon ; d'argent,galon ; d'argent,existing,,,yes,
galle ; du Levant,,existing,,,yes,
galle ; à l'épine,,existing,,,yes,
galipot,galipot,existing,,,no,
galle ; légère,,existing,,,yes,
galle ; d'Alep,,existing,,,yes,
galbanum,galbanum,existing,,,no,
galanterie,galanterie,existing,,,no,
galanga,galanga,existing,,,no,
guingan ; de Pontichery,,existing,,,yes,
gaine ; jaune,graine ; jaune,existing,,,yes,
gaffe ; de sapin,,existing,,,yes,
gaffe,,existing,,,yes,
guinée ; bleu,guinée ; bleu,existing,,,yes,
gravelle,gravelle,existing,,,no,
fébrifuge,,existing,,,no,
futte,,existing,,,no,
fût ; à sas,,existing,,,yes,
futaine ; divers,,existing,,,yes,
futaine ; de 20 aunes,,existing,,,yes,
futaine,futaine,existing,,,no,
futaille ; vide,futaille ; vide,existing,,,yes,
futaillerie ; des Taude,,existing,,,yes,
futaillerie ; de St Claude,futaillerie de St Claude,existing,,,yes,
futaillerie,futaillerie,existing,,,no,
fustet,fustet,existing,,,no,
fusil et pistolet,,existing,,,yes,
fusil ; commun,,existing,,,yes,
fusil ; à double canon,,existing,,,yes,
fusil ; vieux,,existing,,,yes,
fusil ; boucanier,,existing,,,yes,
fusil ; de boucanier,,existing,,,yes,
fusil ; damasquiné,,existing,,,yes,
fusil,arme ; à feu ; fusil,existing,,,yes,
fumier ; de pigeon,,existing,,,yes,
fumier,fumier,existing,,,no,
fruit ; de toute sorte,fruit,existing,,,yes,
fruit ; vert ; raisin ; de Corinthe,,existing,,,yes,
fruit ; vert ; raisin,fruit ; cru ; raisin,existing,,,yes,
fruit ; salé et au vinaigre ; câpre,,existing,,,yes,
fruit ; raisin,fruit ; raisin,existing,,,yes,
fruit ; en somme ; ordinaire,,existing,,,yes,
fruit ; divers,fruit,existing,,,yes,
fruit ; cru ; raisin,fruit ; cru ; raisin,existing,,,yes,
fruit ; cru ; melons,,existing,,,yes,
fruit ; confit ; en confiture ; des îles,,existing,,,yes,
fruit ; confit ; en confiture,fruit ; confit ; en confiture,existing,,,yes,
fruit ; apprêté,,existing,,,yes,
fruit ; sec ; divers,fruit ; sec ; divers,existing,,,yes,
fruit ; sec ; raisin,fruit ; sec ; raisin,existing,,,yes,
fruit ; des Indes et des îles ; datte,,existing,,,yes,
fruit ; confit ; confiture,fruit ; confit ; confiture,existing,,,yes,
fruit ; au vinaigre ; salé ; olive,,existing,,,yes,
fruit,fruit,existing,,,yes,
fruit ; cru ; divers,fruit ; cru ; divers,existing,,,yes,
fruit ; cru,,existing,,,yes,
fromage ; de gruyère,,existing,,,yes,
fromage ; divers,,existing,,,yes,
fromage et plomb,fromage et plomb,existing,,,no,
fromage ; de Parmesan,fromage ; de Parmesan,existing,,,yes,
fromage ; de Marottes,fromage ; de Marottes,existing,,,yes,
fromage ; de maroilles,,existing,,,yes,
fromage ; de Karolles,fromage ; de Karolles,existing,,,yes,
fromage ; de Gruyère,fromage ; de Gruyère,existing,,,yes,
fromage ; d'Auvergne,fromage ; d'Auvergne,existing,,,yes,
fromage ; commun,fromage ; commun,existing,,,yes,
fromage ; de Hollande,fromage ; de Hollande,existing,,,yes,
froc,,existing,,,no,
froc de laine,froc de laine,existing,,,no,
froc de Bolbec,froc de Bolbec,existing,,,no,
frison ; d'Angleterre,,existing,,,yes,
frisade par aune,,existing,,,yes,
friperie ; vieille,,existing,,,yes,
friperie,friperie,existing,,,no,
frigue,,existing,,,yes,
fraise,,existing,,,yes,
frétille,,existing,,,yes,
frange ; d'or et argent ; de réseau,,existing,,,yes,
frange ; de fil ; pour veste par garniture,,existing,,,yes,
frange ; d'or ; vieille,,existing,,,yes,
frange ; d'argent ; fin,,existing,,,yes,
frange ; d'argent ; faux,,existing,,,yes,
frange ; d'argent,,existing,,,yes,
fouet et guêtre,,existing,,,yes,
foutas,,existing,,,yes,
fourrure ; de panthère,,existing,,,yes,
fourrure,fourrure,existing,,,no,
fourneau ; de tuffeau,,existing,,,yes,
fourneau ; de plâtre,,existing,,,yes,
four,four,existing,,,no,
foulas,foulas,existing,,,no,
foulard,foulard,existing,,,no,
fotail,fotail,existing,,,no,
forme ; de terre,,existing,,,yes,
forme ; de terre à sucre,,existing,,,yes,
forme,,existing,,,no,
fontevielle,,existing,,,no,
fonte ; de pistolet ; de cuir de Russie,,existing,,,yes,
fonte,fonte,existing,,,no,
fontaine de fer ; blanc ; peinte avec son bassin,,existing,,,yes,
fondette ; de corail,,existing,,,yes,
follicule,,existing,,,no,
follicule ; de séné,,existing,,,yes,
folasse,,existing,,,yes,
foie,,existing,,,no,
flétan,poisson ; flétan,existing,,,no,
flûte ; traversière,,existing,,,yes,
flocons ; de soie,,existing,,,yes,
fleur ; de siascade,,existing,,,yes,
fleur ; de chardon,,existing,,,yes,
fleur ; de grenade,,existing,,,yes,
fleur de muscade,fleur de muscade,existing,,,yes,
fleur ; d'orange,fleur ; d'orange,existing,,,yes,
fleur ; de muscade,épicerie ; muscade ; fleur,existing,,,yes,
fleur ; de cannelle,fleur ; de cannelle,existing,,,yes,
fleur ; d'oranger,fleur ; d'oranger,existing,,,yes,
flèche ; à prendre des huîtres,,existing,,,yes,
flèche ; en quart de nonante,,existing,,,yes,
