numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
2083,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Son,Espagne,,,,,,,1590,,,,,,,,,,,
2084,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soude,Italie,4895,,,,,,22711,,,,,,,,,,,
2085,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soude,Genes,6897,,,,,,22711,,,,,,,,,,,
2086,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soude,Savoye,10919,,,,,,22711,,,,,,,,,,,
2087,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soufflets,Isles,,,,,,,1800,,,,,,,,,,,
2088,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souffre,Danemark,1938,,,,,,49205,,,,,,,,,,,
2089,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souffre,Espagne,19776,,,,,,49205,,,,,,,,,,,
2090,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souffre,Hollande,6816,,,,,,49205,,,,,,,,,,,
2091,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souffre,Levant,3662,,,,,,49205,,,,,,,,,,,
2092,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souffre,Nord,17013,,,,,,49205,,,,,,,,,,,
2093,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souliers,Allemagne,4820,,,,,,186909,,,,,,,,,,,
2094,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souliers,Angleterre,4444,,,,,,186909,,,,,,,,,,,
2095,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souliers,Espagne,4371,,,,,,186909,,,,,,,,,,,
2096,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souliers,Genes,1962,,,,,,186909,,,,,,,,,,,
2097,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souliers,Savoye,2718,,,,,,186909,,,,,,,,,,,
2098,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Souliers,Isles,168594,,,,,,186909,,,,,,,,,,,
2099,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Espagne,6000,,,,,,503493,,355956,,,,,,,,,
2100,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Italie,97360,,,,,,503493,,355956,,,,,,,,,
2101,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Naples,2800,,,,,,503493,,355956,,,,,,,,,
2102,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Genes,106296,,,,,,503493,,355956,,,,,,,,,
2103,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Nord,31800,,,,,,503493,,355956,,,,,,,,,
2104,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Savoye,99960,,,,,,503493,,355956,,,,,,,,,
2105,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; aprestée,Suède,11740,,,,,,503493,,355956,,,,,,,,,
2106,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; à coudre,Allemagne,8728,,,,,,503493,,33537,,,,,,,,,
2107,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; à coudre,Espagne,4160,,,,,,503493,,33537,,,,,,,,,
2108,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; à coudre,Flandre,1729,,,,,,503493,,33537,,,,,,,,,
2109,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; à coudre,Italie,5680,,,,,,503493,,33537,,,,,,,,,
2110,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; à coudre,Suisse,13240,,,,,,503493,,33537,,,,,,,,,
2111,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,72,Soye ; crüe,Flandre,,No value for Flandre,,,,,503493,,,,,,,,,,,
2112,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Soye ; tapis,Angleterre,114000,,,,,,503493,,,,,,,,,,,
2113,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Squine,Hollande,,,,,,,2425,,,,,,,,,,,
2114,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Storax,Genes,,,,,,,1900,,,,,,,,,,,
2115,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Angleterre,19436,Grand total should be 38821261,,,,,39821261,,24331544,,,,,,,,,
2116,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Danemark,1689192,,,,,,39821261,,24331544,,,,,,,,,
2117,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Espagne,1676244,,,,,,39821261,,24331544,,,,,,,,,
2118,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Flandre,44946,,,,,,39821261,,24331544,,,,,,,,,
2119,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Geneve,2173,,,,,,39821261,,24331544,,,,,,,,,
2120,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Hollande,5374115,,,,,,39821261,,24331544,,,,,,,,,
2121,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Italie,2081770,,,,,,39821261,,24331544,,,,,,,,,
2122,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Naples,1840723,,,,,,39821261,,24331544,,,,,,,,,
2123,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Genes,828929,,,,,,39821261,,24331544,,,,,,,,,
2124,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Venise,972731,,,,,,39821261,,24331544,,,,,,,,,
2125,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Levant,1284793,,,,,,39821261,,24331544,,,,,,,,,
2126,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Nord,5718138,,,,,,39821261,,24331544,,,,,,,,,
2127,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Savoye,502574,,,,,,39821261,,24331544,,,,,,,,,
2128,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Suède,2275305,,,,,,39821261,,24331544,,,,,,,,,
2129,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; blanc,Suisse,20474,,,,,,39821261,,24331544,,,,,,,,,
2130,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Angleterre,5287,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2131,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Danemark,313493,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2132,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Espagne,30057,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2133,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Flandre,185749,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2134,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Hollande,1777772,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2135,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Italie,157834,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2136,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Naples,98485,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2137,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Venise,20587,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2138,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Levant,5862,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2139,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Nord,2324618,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2140,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Savoye,3508,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2141,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; brut,Suède,221524,Should be 5144776,,,,,39821261,,6144776,,,,,,,,,
2142,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,73,Sucre ; cassonnade,Espagne,545070,,,,,,39821261,,,,,,,,,,,
2143,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; mes???,Suisse,1770,,,,,,39821261,,,,,,,,,,,
2144,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Angleterre,1482,,,,,,39821261,,505908,,,,,,,,,
2145,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Espagne,13279,,,,,,39821261,,505908,,,,,,,,,
2146,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Geneve,5005,,,,,,39821261,,505908,,,,,,,,,
2147,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Italie,5321,,,,,,39821261,,505908,,,,,,,,,
2148,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Naples,7189,,,,,,39821261,,505908,,,,,,,,,
2149,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Genes,15039,,,,,,39821261,,505908,,,,,,,,,
2150,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Levant,235287,,,,,,39821261,,505908,,,,,,,,,
2151,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Savoye,18752,,,,,,39821261,,505908,,,,,,,,,
2152,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Suisse,202524,,,,,,39821261,,505908,,,,,,,,,
2153,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; en pain,Isles,2030,,,,,,39821261,,505908,,,,,,,,,
2154,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Angleterre,29796,,,,,,39821261,,8123549,,,,,,,,,
2155,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Espagne,143828,,,,,,39821261,,8123549,,,,,,,,,
2156,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Flandre,366381,,,,,,39821261,,8123549,,,,,,,,,
2157,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Hollande,3133543,,,,,,39821261,,8123549,,,,,,,,,
2158,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Italie,119724,,,,,,39821261,,8123549,,,,,,,,,
2159,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Nord,3940653,,,,,,39821261,,8123549,,,,,,,,,
2160,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Portugal,99837,,,,,,39821261,,8123549,,,,,,,,,
2161,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Savoye,2462,,,,,,39821261,,8123549,,,,,,,,,
2162,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Suède,54446,,,,,,39821261,,8123549,,,,,,,,,
2163,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Suisse,231562,,,,,,39821261,,8123549,,,,,,,,,
2164,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; terré,Guinée,1317,,,,,,39821261,,8123549,,,,,,,,,
2165,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; teste,Hollande,14919,,,,,,39821261,,142161,,,,,,,,,
2166,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; teste,Nord,127242,,,,,,39821261,,142161,,,,,,,,,
2167,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; versoix,Italie,13686,,,,,,39821261,,26484,,,,,,,,,
2168,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; versoix,Naples,11530,,,,,,39821261,,26484,,,,,,,,,
2169,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sucre ; versoix,Savoye,1268,,,,,,39821261,,26484,,,,,,,,,
2170,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Suif,Allemagne,1912,,,,,,111132,,,,,,,,,,,
2171,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Suif,Flandre,81663,,,,,,111132,,,,,,,,,,,
2172,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Suif,Isles,25619,,,,,,111132,,,,,,,,,,,
2173,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Suif,Guinée,1938,,,,,,111132,,,,,,,,,,,
2174,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sumac,Danemark,1871,,,,,,17560,,,,,,,,,,,
2175,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sumac,Espagne,7028,,,,,,17560,,,,,,,,,,,
2176,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sumac,Hollande,4735,,,,,,17560,,,,,,,,,,,
2177,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,74,Sumac,Nord,3926,,,,,,17560,,,,,,,,,,,
2178,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de cantine,Guinée,2413,,,,,,998060,,,,,,,,,,,
2179,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Espagne,1290,,,,,,998060,,919039,,,,,,,,,
2180,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Italie,251115,,,,,,998060,,919039,,,,,,,,,
2181,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Naples,42651,,,,,,998060,,919039,,,,,,,,,
2182,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Genes,573813,,,,,,998060,,919039,,,,,,,,,
2183,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Venise,1908,,,,,,998060,,919039,,,,,,,,,
2184,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Savoye,27063,,,,,,998060,,919039,,,,,,,,,
2185,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Isles,14137,,,,,,998060,,919039,,,,,,,,,
2186,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; de la Ferme,Guinée,7062,,,,,,998060,,919039,,,,,,,,,
2187,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabac ; en feuilles,Flandre,76608,,,,,,998060,,,,,,,,,,,
2188,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabatieres,Allemagne,1260,,,,,,34821,,,,,,,,,,,
2189,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabatieres,Flandre,23036,,,,,,34821,,,,,,,,,,,
2190,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabatieres,Naples,2000,,,,,,34821,,,,,,,,,,,
2191,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabatieres,Levant,6000,,,,,,34821,,,,,,,,,,,
2192,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tabatieres,Portugal,2525,,,,,,34821,,,,,,,,,,,
2193,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tables ; de bois,Isles,,,,,,,1150,,,,,,,,,,,
2194,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tableaux,Isles,,,,,,,3680,,,,,,,,,,,
2195,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Taffia,Angleterre,2700,,,,,,34422,,,,,,,,,,,
2196,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Taffia,Danemark,1200,,,,,,34422,,,,,,,,,,,
2197,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Taffia,Hollande,22100,,,,,,34422,,,,,,,,,,,
2198,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Taffia,Isles,3000,,,,,,34422,,,,,,,,,,,
2199,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Taffia,Guinée,5422,,,,,,34422,,,,,,,,,,,
2200,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tambours ; à sucre,Isles,,,,,,,59000,,,,,,,,,,,
2201,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tapis,Allemagne,3600,,,,,,6910,,,,,,,,,,,
2202,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,75,Tapis,Guinée,3310,,,,,,6910,,,,,,,,,,,
2203,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; d'Aubusson,Italie,6500,,,,,,156671,,15690,,,,,,,,,
2204,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; d'Aubusson,Savoye,7010,,,,,,156671,,15690,,,,,,,,,
2205,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; d'Aubusson,Suisse,2180,,,,,,156671,,15690,,,,,,,,,
2206,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; d'Auvergne,Allemagne,27065,,,,,,156671,,,,,,,,,,,
2207,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de Beauvais,Allemagne,1920,,,,,,156671,,,,,,,,,,,
2208,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; des Gobelins,Allemagne,3000,,,,,,156671,,43800,,,,,,,,,
2209,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; des Gobelins,Angleterre,6000,,,,,,156671,,43800,,,,,,,,,
2210,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; des Gobelins,Russie,28800,,,,,,156671,,43800,,,,,,,,,
2211,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; des Gobelins,Savoye,6000,,,,,,156671,,43800,,,,,,,,,
2212,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de moquette,Allemagne,6082,,,,,,156671,,1773,,,,,,,,,
2213,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de moquette,Espagne,2230,,,,,,156671,,1773,,,,,,,,,
2214,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de moquette,Hollande,2343,,,,,,156671,,1773,,,,,,,,,
2215,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de moquette,Savoye,1118,,,,,,156671,,1773,,,,,,,,,
2216,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de Roüen,Allemagne,5800,,,,,,156671,,54740,,,,,,,,,
2217,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de Roüen,Levant,9170,,,,,,156671,,54740,,,,,,,,,
2218,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de Roüen,Portugal,36462,,,,,,156671,,54740,,,,,,,,,
2219,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; de Roüen,Suisse,3308,,,,,,156671,,54740,,,,,,,,,
2220,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tapisserie ; tantisse,Allemagne,1683,,,,,,156671,,,,,,,,,,,
2221,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tartre,Danemark,1940,,,,,,27143,,,,,,,,,,,
2222,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tartre,Hollande,5023,,,,,,27143,,,,,,,,,,,
2223,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tartre,Italie,2359,,,,,,27143,,,,,,,,,,,
2224,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tartre,Levant,14029,,,,,,27143,,,,,,,,,,,
2225,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Tartre,Suède,3792,,,,,,27143,,,,,,,,,,,
2226,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Terebenthine,Hollande,,,,,,,2230,,,,,,,,,,,
2227,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Terre ; glaise,Allemagne,,,,,,,1591,,,,,,,,,,,
2228,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Angleterre,2938629,,,,,,3105600,,,,,,,,,,,
2229,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Danemark,70212,,,,,,3105600,,,,,,,,,,,
2230,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Flandre,7381,,,,,,3105600,,,,,,,,,,,
2231,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Hollande,35180,,,,,,3105600,,,,,,,,,,,
2232,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Italie,3900,,,,,,3105600,,,,,,,,,,,
2233,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Genes,2700,,,,,,3105600,,,,,,,,,,,
2234,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Nord,36689,,,,,,3105600,,,,,,,,,,,
2235,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Portugal,7328,,,,,,3105600,,,,,,,,,,,
2236,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Savoye,2010,,,,,,3105600,,,,,,,,,,,
2237,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,76,Thé,Isles,1571,,,,,,3105600,,,,,,,,,,,
2238,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Thon ; mariné,Espagne,2672,,,,,,5086,,,,,,,,,,,
2239,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Thon ; mariné,Hollande,1050,,,,,,5086,,,,,,,,,,,
2240,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Thon ; mariné,Savoye,1364,,,,,,5086,,,,,,,,,,,
2241,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; bazin,Espagne,64097,,,,,,33598620,,73781,,,,,,,,,
2242,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; bazin,Suisse,1080,,,,,,33598620,,73781,,,,,,,,,
2243,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; bazin,Isles,5964,,,,,,33598620,,73781,,,,,,,,,
2244,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; bazin,Guinée,2640,,,,,,33598620,,73781,,,,,,,,,
2245,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; beurriere,Espagne,79500,,,,,,33598620,,,,,,,,,,,
2246,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blancard,Espagne,1091282,,,,,,33598620,,1280831,,,,,,,,,
2247,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blancard,Hollande,10150,,,,,,33598620,,1280831,,,,,,,,,
2248,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blancard,Nord,1900,,,,,,33598620,,1280831,,,,,,,,,
2249,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blancard,Isles,177499,,,,,,33598620,,1280831,,,,,,,,,
2250,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blanche et teinte,Allemagne,8355,,,,,,33598620,,2186592,,,,,,,,,
2251,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blanche et teinte,Espagne,421779,,,,,,33598620,,2186592,,,,,,,,,
2252,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blanche et teinte,Italie,1618410,,,,,,33598620,,2186592,,,,,,,,,
2253,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blanche et teinte,Portugal,3600,,,,,,33598620,,2186592,,,,,,,,,
2254,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blanche et teinte,Savoye,111579,,,,,,33598620,,2186592,,,,,,,,,
2255,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; blanche et teinte,Suisse,22869,,,,,,33598620,,2186592,,,,,,,,,
2256,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne,Angleterre,3675,,,,,,33598620,,1196548,,,,,,,,,
2257,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne,Espagne,793804,,,,,,33598620,,1196548,,,,,,,,,
2258,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne,Hollande,7500,,,,,,33598620,,1196548,,,,,,,,,
2259,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne,Portugal,23721,,,,,,33598620,,1196548,,,,,,,,,
2260,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne,Isles,352464,,,,,,33598620,,1196548,,,,,,,,,
2261,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne,Guinée,15384,,,,,,33598620,,1196548,,,,,,,,,
2262,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; de brin,Isles,26116,,,,,,33598620,,,,,,,,,,,
2263,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; à carreaux,Espagne,32753,,,,,,33598620,,,,,,,,,,,
2264,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; crée,Espagne,709108,,,,,,33598620,,710608,,,,,,,,,
2265,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; crée,Isles,1500,,,,,,33598620,,710608,,,,,,,,,
2266,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; entrelarge,Espagne,56730,,,,,,33598620,,,,,,,,,,,
2267,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; étroitte,Espagne,814765,,,,,,33598620,,871465,,,,,,,,,
2268,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; étroitte,Portugal,56700,,,,,,33598620,,871465,,,,,,,,,
2269,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,77,Toile ; de Bretagne ; de fougere,Isles,43760,,,,,,33598620,,,,,,,,,,,
