numrodeligne,source,sourcepath,sourcetype,exportsimports,year,marchandises,direction,pays,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts,quantit,value
318,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Acier,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,13600,0
319,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Azur,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,600,0
320,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Baracan,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1500,0
321,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bariques en bottes,Rennes,"Espagne, les Canaries et les Indes Occidentales",Bariques,0,0,,,500,0
322,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de fil,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,150,0
323,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de laine,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines de Paires,36,0,,,40,1440
324,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines de Paires,0,0,,,8,0
325,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales",Paires,0,0,,,475,0
326,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines de Paires,0,0,,,17,0
327,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales",Paires,0,0,,,991,0
328,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Boutons d'acier argenté,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,200,0
329,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bray,Rennes,"Espagne, les Canaries et les Indes Occidentales",Barils,0,0,,,5,0
330,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cable de 12 pouces de grosseur,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,5,0
331,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Calemande,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1400,0
332,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Calemande,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,64,0
333,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de Bruxelles,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,220,0
334,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de Doüay,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,964,0
335,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de France,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,4400,0
336,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de l'Isle,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,3000,0
337,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Canelle,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,1192,0
338,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Carreaux de terre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,30000,0
339,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chapeaux de castor,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,1680,0
340,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chaussette,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,30,0
341,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chaussettes,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,25,0
342,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,30616,0
343,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,Pas la même quantité original/copie,,27187,0
344,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Couteaux communs,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,1181,0
345,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Couvertures de toile peinte,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,Mesure d'origine livre,,1,0
346,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,273,0
347,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Caën,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,10300,0
348,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Caën,Rennes,"Espagne, les Canaries et les Indes Occidentales",Cartons,500,0,,,39,19500
349,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1600,0
350,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,220,0
351,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,3620,0
352,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Flandre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,700,0
353,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Flandre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,900,0
354,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Caisses,0,0,,,62,0
355,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Cartons,0,-3000,,,2,3000
356,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Cartons,0,0,,,40,0
357,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,244,0
358,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelles de gisors,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,168,0
359,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de Carcasonne,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1000,0
360,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de Carcasonne,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,99,0
361,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de France,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,2340,0
362,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Droguerie,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,12,0
363,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ecarlatille,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,280,0
364,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ecarlatille de Languedoc,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,120,0
365,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etamine,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,7500,0
366,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etamine d'Amiens,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,500,0
367,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etoffe au quart de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,320,0
368,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer d'Espagne en barres,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,105592,0
369,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer de Suede en barres,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,8454,0
370,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer en barres,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,330000,0
371,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer en barres,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,Pas le même prix original/copie,,40000,0
372,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer ouvré en cloux,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,5825,0
373,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer ouvré en masses,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,3013,0
374,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil d'Hollande,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,400,0
375,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de couleur,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,300,0
376,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de Rennes,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,2200,0
377,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de Rennes,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,Pas la même quantité original/copie,,5950,0
378,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Flanelle,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,4,0
379,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Galon d'or et argent,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,400,0
380,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gaudron,Rennes,"Espagne, les Canaries et les Indes Occidentales",Barils,0,0,,,12,0
381,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gérofle,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,50,0
382,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gorgorans,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,6,0
383,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Grisette,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,33,0
384,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Jarretieres de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales",Paires,0,0,,,5,0
385,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lampas,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,2,0
386,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Linçeul ou drap de lit,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,100,0
387,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lit de satin brodé,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,1,0
388,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Livres imprimés,Rennes,"Espagne, les Canaries et les Indes Occidentales",nombre,0,0,,,440,0
389,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Merain ; douelles,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,550,0
390,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Merceries,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,3113,0
391,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoirs de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,115,0
392,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,"Espagne, les Canaries et les Indes Occidentales",Rames,0,0,,,1760,0
393,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier commun,Rennes,"Espagne, les Canaries et les Indes Occidentales",Rames,"1,25",0,,,166,207.5
394,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peaux de roucy,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,4000,0
395,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pekin,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,1731,0
396,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluche,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,2000,0
397,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluche,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,40,0
398,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluches d'amiens,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,28,0
399,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peruques,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,20,0,,,96,1920
400,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Platille,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,84,0
401,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Plumets,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,8,0
402,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Poële a frire,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,30,0
403,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pois,Rennes,"Espagne, les Canaries et les Indes Occidentales",Bariques,0,0,,,40,0
404,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Quincaillerie,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,400,0
405,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Robes de chambre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,2,0
406,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,240,0
407,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Sardines,Rennes,"Espagne, les Canaries et les Indes Occidentales",Bariques,30,0,,,71,2130
408,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,51,0
409,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Sempiterne,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,230,0
410,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soie a coudre,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,939,0
411,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soirie de Tours,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,1500,0
412,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tabatieres de coco,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,10,0
413,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tabatieres de corne,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,50,0
414,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas blanc,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,1066,0
415,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis de satin brodé,Rennes,"Espagne, les Canaries et les Indes Occidentales",Nombres,0,0,,,2,0
416,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Temparille,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,600,0
417,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Theses et tableaux,Rennes,"Espagne, les Canaries et les Indes Occidentales",Douzaines,0,0,,,80,0
418,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile a carreaux,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,60,0
419,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile anascotes,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1600,0
420,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",Livres,0,0,,,1800,0
421,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,120,0
422,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bazin,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,20,0
423,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,125000,0
424,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,13000,0
425,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,33000,0
426,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile cholet,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,560,0
427,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée large,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,117600,0
428,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'auxonne,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,200,0
429,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'Holande blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,60,0
430,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile damacée,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,25,0
431,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1000,0
432,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,100,0
433,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,23950,0
434,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,4000,0
435,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,65000,0
436,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,4500,0
437,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Cambray,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,110,0
438,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de cholet,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,2000,0
439,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de coton,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,30,0
440,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de coton bleue,Rennes,"Espagne, les Canaries et les Indes Occidentales",Pièces,0,0,,,6,0
441,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de halle,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1450,0
442,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de langeneau,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,1500,0
443,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de laval,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,88000,0
444,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Leon,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,14500,0
445,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de marigni,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,52000,0
446,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Marigny,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,25000,0
447,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Morlaix,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,14800,0
448,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de navale,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,43020,0
449,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Pontorson,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,2393.5,0
450,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Roscoune,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,18000,0
451,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouen,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,131250,0
452,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouën,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,100000,0
453,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de St Gal,Rennes,"Espagne, les Canaries et les Indes Occidentales",Aunes,0,0,,,3600,0
