numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
108,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Lin cru,Marseille,Espagne,"60,00",livres,"0,60000","36,00","0,00",
109,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Liqueurs a boire,Marseille,Espagne,"2 100,00",livres,"0,75000","1575,00","0,00",
110,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Lustres,Marseille,Espagne,"5 000,00",livres,"1,50000","7500,00","0,00",
111,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Mane,Marseille,Espagne,"1 120,00",livres,"1,50000","1680,00","0,00",
112,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Medicamens,Marseille,Espagne,"1 000,00",livres,"6,00000","6000,00","0,00",
113,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Miel,Marseille,Espagne,"5 525,00",livres,"0,15000","828,00","-0,75",
114,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Millet,Marseille,Espagne,"142 175,00",livres,"0,13000","18482,00","-0,75",
115,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Mouchoirs de soye,Marseille,Espagne,"4 788,00",douzaines,"28,00000","134064,00","0,00",
116,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Nattes,Marseille,Espagne,"85,00",pièces,"1,00000","85,00","0,00",
117,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Noisettes,Marseille,Espagne,"41 800,00",livres,"0,10000","4180,00","0,00",
118,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Olives,Marseille,Espagne,"5 800,00",livres,"0,15000","870,00","0,00",
119,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Orge,Marseille,Espagne,"45,00",charges,"12,00000","540,00","0,00",
120,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Palmes en feuilles,Marseille,Espagne,"5 000,00",livres,"1,00000","5000,00","0,00",
121,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux d'agneau,Marseille,Espagne,"200,00",livres,"0,90000","180,00","0,00",
122,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de chagrin,Marseille,Espagne,"1 815,00",livres,"2,70000","4900,00","-0,50",
123,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de chevron,Marseille,Espagne,"73,00",douzaines,"8,00000","584,00","0,00",
124,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de chevron,Marseille,Espagne,"1 800,00",livres,"0,40000","720,00","0,00",
125,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de chien de mer,Marseille,Espagne,"65,00",en nombre,"1,00000","65,00","0,00",
126,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de chien de mer,Marseille,Espagne,"220,00",livres,"1,00000","220,00","0,00",
127,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de lapin,Marseille,Espagne,"7 877,00",livres,"2,50000","19692,00","-0,50",
128,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de lievres,Marseille,Espagne,"2 000,00",livres,"0,60000","1200,00","0,00",
129,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de maroquin,Marseille,Espagne,"1 200,00",livres,"1,50000","1800,00","0,00",
130,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de mouton en laine,Marseille,Espagne,"1 287,00",en nombre,"1,00000","1287,00","0,00",
131,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1750,Imports,Peaux de mouton en laine,Marseille,Espagne,"200,00",livres,"0,75000","150,00","0,00",
132,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Peaux de tigres,Marseille,Espagne,"50,00",peaux,"20,00000","1000,00","0,00",
133,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Pierres a fusils,Marseille,Espagne,"10 000,00",livres,"0,10000","1000,00","0,00",
134,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Pierres de moulin,Marseille,Espagne,"46,00",en nombre,"50,00000","2300,00","0,00",
135,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Pirettes,Marseille,Espagne,"230,00",livres,"0,20000","46,00","0,00",
136,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Pignons de pin,Marseille,Espagne,"16 400,00",livres,"0,30000","4920,00","0,00",
137,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Planches de sapin,Marseille,Espagne,"9,00",douzaines,"9,00000","81,00","0,00",
138,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Plomb en saumon,Marseille,Espagne,"33 600,00",livres,"0,20000","6720,00","0,00",
139,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Poil de lapin,Marseille,Espagne,"17 972,00",livres,"4,00000","71888,00","0,00",
140,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Poissons salés,Marseille,Espagne,"678 690,00",livres,"0,25000","169672,00","-0,50",
141,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Porcelaine,Marseille,Espagne,"200,00",livres,"5,00000","1000,00","0,00",
142,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Poutargues,Marseille,Espagne,"60,00",livres,"2,50000","150,00","0,00",
143,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Quincailles,Marseille,Espagne,"300,00",livres,"1,00000","300,00","0,00",
144,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Quinquina,Marseille,Espagne,"1 100,00",livres,"4,00000","4400,00","0,00",
145,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Racine de pirettre,Marseille,Espagne,"600,00",livres,"0,20000","120,00","0,00",
146,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Raisins secs,Marseille,Espagne,"26 620,00",livres,"0,20000","5324,00","0,00",
147,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Reglisse,Marseille,Espagne,"38 792,00",livres,"0,35000","13577,00","-0,20",
148,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Saffran,Marseille,Espagne,"531,00",livres,"15,00000","7965,00","0,00",
149,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Saffranum,Marseille,Espagne,"255,00",livres,"0,60000","153,00","0,00",
150,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Salicor,Marseille,Espagne,"1 642 275,00",livres,"0,04000","65691,00","0,00",
151,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Salsepareille,Marseille,Espagne,"4 400,00",livres,"2,00000","8800,00","0,00",
152,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Sang de dragon,Marseille,Espagne,"50,00",livres,"0,60000","30,00","0,00",
153,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Sardines salées,Marseille,Espagne,"45 400,00",livres,"0,30000","13620,00","0,00",
154,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Saumure,Marseille,Espagne,"12 200,00",livres,"0,20000","2440,00","0,00",
155,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Soude,Marseille,Espagne,"9 643 900,00",livres,"0,08000","771512,00","0,00",
156,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Souffre,Marseille,Espagne,"1 500,00",livres,"0,15000","225,00","0,00",
157,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Soye crüe,Marseille,Espagne,"159 030,00",livres,"12,00000","1908360,00","0,00",
158,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Suif,Marseille,Espagne,"1 035,00",livres,"0,40000","414,00","0,00",
159,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Tabac,Marseille,Espagne,"200,00",livres,"0,30000","60,00","0,00",
160,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Toiles diverses,Marseille,Espagne,"1 750,00",livres,"5,00000","8750,00","0,00",
161,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Tourrons,Marseille,Espagne,"1 450,00",livres,"0,30000","435,00","0,00",
162,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Trenelles d'espars,Marseille,Espagne,"49 885,00",livres,"0,15000","7482,00","-0,75",
163,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vanille,Marseille,Espagne,"3 165,00",livres,"20,00000","63300,00","0,00",
164,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Velours,Marseille,Espagne,"154,00",pièces,"400,00000","61600,00","0,00",
165,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Verdet,Marseille,Espagne,"4 520,00",livres,"0,75000","3390,00","0,00",
166,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vermichel,Marseille,Espagne,"1 200,00",livres,"0,20000","240,00","0,00",
167,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vermillon,Marseille,Espagne,"5 706,00",livres,"5,00000","28530,00","0,00",
168,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Verres de cristal,Marseille,Espagne,"500,00",livres,"2,00000","1000,00","0,00",
169,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vin blanc,Marseille,Espagne,"32,00",milleroles,"20,00000","640,00","0,00",
170,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vin d'Espagne,Marseille,Espagne,"1 472,00",milleroles,"9,00000","13248,00","0,00",
171,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vin de Malaga,Marseille,Espagne,"85,00",milleroles,"60,00000","5100,00","0,00",
172,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vin de tinte,Marseille,Espagne,"76,00",milleroles,"45,00000","3420,00","0,00",
173,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Vin de Xirez,Marseille,Espagne,"100,00",milleroles,"50,00000","5000,00","0,00",
174,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Agaric,Marseille,Holande,"300,00",livres,"1,00000","300,00","0,00",
175,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Ambre jaune,Marseille,Holande,"900,00",livres,"1,00000","900,00","0,00",
176,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Amidon,Marseille,Holande,"134 300,00",livres,"0,20000","26860,00","0,00",
177,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Ancres de fer,Marseille,Holande,"170 429,00",livres,"0,20000","34085,00","-0,80",
178,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Arcenic,Marseille,Holande,"28 600,00",livres,"0,30000","8580,00","0,00",
179,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Argent vif,Marseille,Holande,"1 600,00",livres,"4,00000","6400,00","0,00",
180,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Arquifou,Marseille,Holande,"10 000,00",livres,"0,15000","1500,00","0,00",
181,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Avoine,Marseille,Holande,"690,00",charges,"15,00000","10350,00","0,00",
182,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Azur commun,Marseille,Holande,"19 100,00",livres,"0,50000","9550,00","0,00",
183,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Balaine coupée,Marseille,Holande,"11 175,00",livres,"4,75000","53081,00","-0,25",
184,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Beurre,Marseille,Holande,"6 800,00",livres,"0,40000","2720,00","0,00",
185,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Biere,Marseille,Holande,"224 000,00",livres,"0,05000","11200,00","0,00",
186,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Biscuits de mer,Marseille,Holande,"600,00",livres,"0,15000","90,00","0,00",
187,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1750,Imports,Blanc de plomb,Marseille,Holande,"87 200,00",livres,"0,20000","17440,00","0,00",
