quantity_unit,marchandises_simplification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
Aunes,espagnolette de laine,,,espagnolette de laineAunes,3.8315475,
Livres,espagnolette de laine,,,espagnolette de laineLivres,5.3716774,
aunes,espagnolette de laine,,,espagnolette de laineaunes,3.6506491,
Livres,espagnolette,,,espagnoletteLivres,6.156148,
livre,espagnolette,,,espagnolettelivre,12,
Nombre,espars pour construction,,,espars pour constructionNombre,13.691142,
en nombre,espars,,,esparsen nombre,.79631501,
Pintes,esprit-de-vin,,,esprit-de-vinPintes,1,
Livres,essence aromatique,,,essence aromatiqueLivres,15.000001,
Livre,essence de citron,,,essence de citronLivre,12,
Livres,essence de térébenthine,,,essence de térébenthineLivres,1.5,
Livre,essence,,,essenceLivre,5.9851112,
Livres,essence,,,essenceLivres,5.7689986,
quintal,essence,,,essencequintal,711.87109,
livres,estampes et cartes géographiques,,,estampes et cartes géographiqueslivres,5.2440443,
Livre,estampes,,,estampesLivre,5.4772258,
Livres,estampes,,,estampesLivres,6.1968708,
Valeur,estampes,,,estampesValeur,579.65521,
livres,estampes,,,estampeslivres,5.9226222,
Livre,extrait d'odeur,,,extrait d'odeurLivre,9.7979593,
Livres,extrait d'odeur,,,extrait d'odeurLivres,12,
en nombre,fagots de bois à brûler,,,fagots de bois à brûleren nombre,.16027005,
Nombre,fagots de bois,,,fagots de boisNombre,.14746574,
en nombre,fagots de bois,,,fagots de boisen nombre,.22984819,
livres,farine d'orge et gruau,,,farine d'orge et gruaulivres,.19999999,
livres,farine de bouquette,,,farine de bouquettelivres,.12418483,
Livres,farine de froment,,,farine de fromentLivres,.24087313,
livres,farine de froment,,,farine de fromentlivres,.21590941,
livres,farine de grain blé,,,farine de grain blélivres,.22247978,
livres,farine de sarrasin,,,farine de sarrasinlivres,.14938048,
livres,farine de seigle,,,farine de seiglelivres,.15160239,
livres,farine en fleurs,,,farine en fleurslivres,.23690687,
livres,farine en gruau,,,farine en gruaulivres,.38302866,
livres,farine gruau,,,farine gruaulivres,.16117771,
Livres,farine,,,farineLivres,.17411752,
Quintal,farine,,,farineQuintal,22.382015,
livre,farine,,,farinelivre,.19984609,
quintal,farine,,,farinequintal,23.787497,
Livres,faux d'acier et de fer,,,faux d'acier et de ferLivres,1.5,
quintal,faux à faucher,,,faux à faucherquintal,60.000004,
Livres,faïence,,,faïenceLivres,.40029356,
Quintal,faïence,,,faïenceQuintal,36.296783,
Valeur,faïence,,,faïenceValeur,387.60535,
livres,faïence,,,faïencelivres,.65337282,
quintal,faïence,,,faïencequintal,40.05986,
livres,fer coulé,,,fer coulélivres,.16533719,
Livres,fer de fonte en gueuse,,,fer de fonte en gueuseLivres,.11292432,
Livres,fer de fonte,,,fer de fonteLivres,.086602539,
livres,fer de fonte,,,fer de fontelivres,.1281627,
quintal,fer de fonte,,,fer de fontequintal,13.227904,
quintal,fer en ballon,,,fer en ballonquintal,28.000002,
Livres,fer en batterie,,,fer en batterieLivres,.39999998,
livres,fer en choux,,,fer en chouxlivres,.54110909,
Livres,fer en gueuse,,,fer en gueuseLivres,.16509636,
livres,fer en gueuse,,,fer en gueuselivres,.083240561,
Livres,fer en paquet,,,fer en paquetLivres,.24275687,
Quintal,fer en plaques,,,fer en plaquesQuintal,37.416573,
livres,fer en plaques,,,fer en plaqueslivres,.12500578,
livres,fer en platines,,,fer en platineslivres,.24996489,
livres,fer noir et en tôle,,,fer noir et en tôlelivres,.4499543,
livres,fer plat,,,fer platlivres,.18091702,
Livres,fer vieux,,,fer vieuxLivres,.064060017,
Quintal,fer vieux,,,fer vieuxQuintal,7.211103,
livres,fer vieux,,,fer vieuxlivres,.070746981,
quintal,fer vieux,,,fer vieuxquintal,5.5934443,
Valeur,fer à la valeur,,,fer à la valeurValeur,2126.9041,
livres,fer-blanc en feuilles,,,fer-blanc en feuilleslivres,.69605356,
Livre,fer-blanc,,,fer-blancLivre,.38509694,
Livres,fer-blanc,,,fer-blancLivres,.58457422,
Quintal,fer-blanc,,,fer-blancQuintal,50.784496,
livres,fer-blanc,,,fer-blanclivres,.65040463,
quintal,fer-blanc,,,fer-blancquintal,60.000004,
Livres,fer,,,ferLivres,.16509636,
Quintal,fer,,,ferQuintal,35.000004,
Valeur,fer,,,ferValeur,738.01654,
livres,ferraille,,,ferraillelivres,.17093411,
livres,ferrements à nègre,,,ferrements à nègrelivres,.62132645,
livres,ferrements,,,ferrementslivres,.29999998,
Paquets,feuillards de bois,,,feuillards de boisPaquets,1.4790199,
en nombre,feuillards de bois,,,feuillards de boisen nombre,.063102327,
faix,feuillards de bois,,,feuillards de boisfaix,4,
fournitures,feuillards de bois,,,feuillards de boisfournitures,34.609234,
Livres,feuillards de fer,,,feuillards de ferLivres,.26832816,
livres,feuillards de fer,,,feuillards de ferlivres,.25047231,
Nombre,feuilles d'or battu,,,feuilles d'or battuNombre,.25,
livres,feuilles de cuivre et planches de cuivre,,,feuilles de cuivre et planches de cuivrelivres,1.618283,
??? pièces,feuilles de cuivre,,,feuilles de cuivre??? pièces,3.7100158,
livres,feuilles de cuivre,,,feuilles de cuivrelivres,1.6975585,
quintal,feuilles de cuivre,,,feuilles de cuivrequintal,157.94807,
livres,feuilles de fer,,,feuilles de ferlivres,.17999999,
quintal,feuilles de fer,,,feuilles de ferquintal,30.000002,
Livre,feuilles de tabac,,,feuilles de tabacLivre,.33084562,
Livres,feuilles de tabac,,,feuilles de tabacLivres,.49605584,
quintal,feuilles de tabac,,,feuilles de tabacquintal,33.551235,
livres,ficelle,,,ficellelivres,.83124846,
Livres,fichus de gaze de soie,,,fichus de gaze de soieLivres,80,
livres,figue fraîche et fruits verts,,,figue fraîche et fruits vertslivres,.26923892,
Livres,figue sèche,,,figue sècheLivres,.16320467,
Quintal,figue sèche,,,figue sècheQuintal,19.679895,
livres,figue sèche,,,figue sèchelivres,.26626062,
quintal,figue sèche,,,figue sèchequintal,15.95489,
Livres,figue,,,figueLivres,.21470891,
livres,figues sèches,,,figues sècheslivres,.21212043,
quintal,figues sèches,,,figues sèchesquintal,12.999999,
quintal,fil blanc de chanvre,,,fil blanc de chanvrequintal,213.81566,
Livres,fil blanc fin,,,fil blanc finLivres,3,
Livres,fil blanc retors,,,fil blanc retorsLivres,4.5788574,
livres,fil blanc retors,,,fil blanc retorslivres,5.3551393,
Livres,fil blanc à coudre,,,fil blanc à coudreLivres,5,
livres,fil blanc à coudre,,,fil blanc à coudrelivres,2.4551404,
quintal,fil blanc à coudre,,,fil blanc à coudrequintal,555.00012,
Livres,fil blanc,,,fil blancLivres,3.1301692,
livres,fil blanc,,,fil blanclivres,2.5482359,
Livre,fil de chanvre,,,fil de chanvreLivre,1.4142135,
Livres,fil de chanvre,,,fil de chanvreLivres,2.1213205,
Livres,fil de fer,,,fil de ferLivres,.48657617,
livres,fil de fer,,,fil de ferlivres,.48989794,
livres,fil de laiton,,,fil de laitonlivres,1.3499947,
livres,fil de lin blanc retors,,,fil de lin blanc retorslivres,6.4499364,
livres,fil de lin blanc simple,,,fil de lin blanc simplelivres,2.9129508,
Livres,fil de lin blanc,,,fil de lin blancLivres,4.7079067,
livres,fil de lin cru simple,,,fil de lin cru simplelivres,1.6523192,
livres,fil de lin d'Épinal,,,fil de lin d'Épinallivres,4,
livres,fil de lin gris simple,,,fil de lin gris simplelivres,1.4009943,
Livres,fil de lin retors,,,fil de lin retorsLivres,6,
livres,fil de lin retors,,,fil de lin retorslivres,8.3666019,
livres,fil de lin simple,,,fil de lin simplelivres,4.3044462,
livres,fil de lin à coudre,,,fil de lin à coudrelivres,2.0724263,
livres,fil de lin écru,,,fil de lin écrulivres,3.1192565,
Livres,fil de lin,,,fil de linLivres,5.6636925,
livres,fil de lin,,,fil de linlivres,2.2962117,
livres,fil de sennes,,,fil de senneslivres,.86000168,
Valeur,fil divers,,,fil diversValeur,918.2373,
Livres,fil retors,,,fil retorsLivres,4.4436612,
livre,fil retors,,,fil retorslivre,3.111665,
livres,fil retors,,,fil retorslivres,7.3484921,
livres,fil simple,,,fil simplelivres,5.4952803,
livres,fil à cordonnier,,,fil à cordonnierlivres,4,
livres,fil à coudre du fin,,,fil à coudre du finlivres,7.7459669,
livres,fil à coudre à voile,,,fil à coudre à voilelivres,.99057817,
Livres,fil à coudre,,,fil à coudreLivres,3.2453423,
quintal,fil à voile,,,fil à voilequintal,157.37379,
livres,fil écru,,,fil écrulivres,1.8898816,
paquet,filets et ustensiles de pêche,,,filets et ustensiles de pêchepaquet,.29999998,
quintal,fil,,,filquintal,37.416573,
Livres,finette de laine,,,finette de laineLivres,3,
en nombre,flacons de verres,,,flacons de verresen nombre,.27801493,
Aunes,flanelle de laine,,,flanelle de laineAunes,2.0124612,
Livres,flanelle de laine,,,flanelle de laineLivres,4.4507718,
aunes,flanelle de laine,,,flanelle de laineaunes,3.5548506,
livres,flanelle de laine,,,flanelle de lainelivres,.42669103,
aunes,flanelle fine,,,flanelle fineaunes,4.242641,
Aunes,flanelle,,,flanelleAunes,2,
Livres,flanelle,,,flanelleLivres,6,
aunes,flanelle,,,flanelleaunes,2.7108061,
livre,flanelle,,,flanellelivre,8,
Livres,fleurs artificielles,,,fleurs artificiellesLivres,19.905359,
livres,fleurs de cannelle,,,fleurs de cannellelivres,2.4494898,
Livres,fleurs de mode,,,fleurs de modeLivres,39.874809,
Livres,fleurs sèches,,,fleurs sèchesLivres,.5,
livres,fleurs,,,fleurslivres,.31607133,
en nombre,fléaux de balance de fer,,,fléaux de balance de feren nombre,114.47145,
Livres,foin,,,foinLivres,.017045885,
quintal,foin,,,foinquintal,2.0800838,
livres,fonds de cuivre,,,fonds de cuivrelivres,1.2057271,
Livres,fonds et fourrure de cuivre,,,fonds et fourrure de cuivreLivres,1.5,
en nombre,forme de terre à sucre,,,forme de terre à sucreen nombre,1.1448696,
quintal,fourrages de son,,,fourrages de sonquintal,5.4772258,
Valeur,fourrages,,,fourragesValeur,299.3587,
Nombre,fourreaux de baïonnette de cuir,,,fourreaux de baïonnette de cuirNombre,.375,
quintal,fromage commun,,,fromage communquintal,30.000002,
Quintal,fromage de Gruyère,,,fromage de GruyèreQuintal,60.000004,
livres,fromage de Gruyère,,,fromage de Gruyèrelivres,.59999996,
quintal,fromage de Gruyère,,,fromage de Gruyèrequintal,35.000004,
Quintal,fromage de Hollande,,,fromage de HollandeQuintal,51.319412,
livres,fromage de Hollande,,,fromage de Hollandelivres,.60000014,
quintal,fromage de Hollande,,,fromage de Hollandequintal,41.592159,
Livres,fromage de Roquefort,,,fromage de RoquefortLivres,.8105002,
livres,fromage de Roquefort,,,fromage de Roquefortlivres,1.2,
quintal,fromage de Roquefort,,,fromage de Roquefortquintal,75.000008,
Livre,fromage,,,fromageLivre,.36839181,
Livres,fromage,,,fromageLivres,.4856388,
Quintal,fromage,,,fromageQuintal,51.400772,
livre,fromage,,,fromagelivre,.5835377,
quintal,fromage,,,fromagequintal,51.677959,
Livres,fruits au vinaigre,,,fruits au vinaigreLivres,.5,
livres,fruits au vinaigre,,,fruits au vinaigrelivres,1.0991009,
livres,fruits confits divers,,,fruits confits diverslivres,1,
Livres,fruits confits en vinaigre,,,fruits confits en vinaigreLivres,.5,
quintal,fruits confits en vinaigre,,,fruits confits en vinaigrequintal,36,
Livres,fruits confits à l'eau-de-vie,,,fruits confits à l'eau-de-vieLivres,.80000001,
livres,fruits confits à l'eau-de-vie,,,fruits confits à l'eau-de-vielivres,.65001023,
pinte,fruits confits à l'eau-de-vie,,,fruits confits à l'eau-de-viepinte,2,
pots,fruits confits à l'eau-de-vie,,,fruits confits à l'eau-de-viepots,2,
Livres,fruits en confitures,,,fruits en confituresLivres,1.5,
livres,fruits en confitures,,,fruits en confitureslivres,1.2647265,
Livres,fruits salés,,,fruits salésLivres,.29999998,
Livres,fruits secs,,,fruits secsLivres,.421022,
Quintal,fruits secs,,,fruits secsQuintal,15.000001,
livres,fruits secs,,,fruits secslivres,.25766149,
livres,fruits verts en crus et châtaignes,,,fruits verts en crus et châtaigneslivres,.15001138,
Valeur,fruits,,,fruitsValeur,303.71558,
livres,fruits,,,fruitslivres,.26781079,
en nombre,fusils de chasse,,,fusils de chasseen nombre,29.232374,
en nombre,fusils de traite,,,fusils de traiteen nombre,6.3016648,
pièce,fusils de traite,,,fusils de traitepièce,6.9999995,
en nombre,fusils à deux coups,,,fusils à deux coupsen nombre,70.359932,
en nombre,fusils,,,fusilsen nombre,8.925643,
livres,fusils,,,fusilslivres,4.3057599,
Livres,futaillerie,,,futaillerieLivres,1.25,
pièce,futailles en barriques vieilles ???,,,futailles en barriques vieilles ???pièce,9,
en nombre,futailles vides de tonnelier,,,futailles vides de tonnelieren nombre,18.988863,
Nombre,futailles vides,,,futailles videsNombre,3.6890533,
en nombre,futailles vides,,,futailles videsen nombre,7.6984296,
pièce,futailles vides,,,futailles videspièce,5.6568542,
Nombre,futailles,,,futaillesNombre,10.446607,
en nombre,futailles,,,futaillesen nombre,4.8384919,
Aunes,futaine de coton,,,futaine de cotonAunes,2.3140037,
livres,fèves de marais,,,fèves de maraislivres,.059926242,
Livres,fèves,,,fèvesLivres,.1045266,
Quintal,fèves,,,fèvesQuintal,9.344389,
charge,fèves,,,fèvescharge,16,
charge de 300 livres,fèves,,,fèvescharge de 300 livres,15.000001,
livres,fèves,,,fèveslivres,.11025245,
quintal,fèves,,,fèvesquintal,12,
livres,galle en sorte,,,galle en sortelivres,1.2500849,
Livres,galle,,,galleLivres,.60703647,
livre,galle,,,gallelivre,1,
livres,galle,,,gallelivres,1.0997738,
quintal,galle,,,gallequintal,115.00001,
livres,galon d'argent,,,galon d'argentlivres,100.3992,
livres,galon d'or faux,,,galon d'or fauxlivres,11.980892,
Livres,galon d'or fin,,,galon d'or finLivres,110.66817,
Marcs,galon d'or fin,,,galon d'or finMarcs,59.720192,
livres,galon d'or fin,,,galon d'or finlivres,103.90663,
Livres,galon d'or,,,galon d'orLivres,132.07707,
livres,galon de fil,,,galon de fillivres,4.2171636,
Livres,galon de fleuret,,,galon de fleuretLivres,8.7501297,
livres,galon de soie,,,galon de soielivres,40,
livres,gants de bonneterie,,,gants de bonneterielivres,51.299278,
douzaines,gants de fil,,,gants de fildouzaines,36,
douzaines,gants de peau pour femme,,,gants de peau pour femmedouzaines,15.000001,
Douzaines,gants de peau,,,gants de peauDouzaines,14.676696,
Livres,gants de peau,,,gants de peauLivres,10.626586,
livres,gants de peau,,,gants de peaulivres,10,
paires,gants de peau,,,gants de peaupaires,1.2000126,
livres,gants de soie,,,gants de soielivres,50.151749,
Douzaines,gants,,,gantsDouzaines,26.473886,
douzaines,gants,,,gantsdouzaines,16.514458,
Livres,garance,,,garanceLivres,.55421931,
livre,garance,,,garancelivre,.6244998,
livres,garance,,,garancelivres,.72083741,
quintal,garance,,,garancequintal,54.669193,
livres,garniture de ragoût,,,garniture de ragoûtlivres,1.5,
livres,garonne,,,garonnelivres,.39685974,
Livres,gaude,,,gaudeLivres,.10779122,
Livres,gaze au 6e de soie,,,gaze au 6e de soieLivres,40,
livres,gaze au 6e de soie,,,gaze au 6e de soielivres,18.443357,
Livres,gaze de coton et fil,,,gaze de coton et filLivres,40,
Livres,gaze de fil sur soie,,,gaze de fil sur soieLivres,40,
Livres,gaze de fil,,,gaze de filLivres,39.064629,
aunes,gaze de fil,,,gaze de filaunes,2.4507439,
livres,gaze de fil,,,gaze de fillivres,40,
Livres,gaze de soie plâtrée,,,gaze de soie plâtréeLivres,36.60997,
Aunes,gaze de soie,,,gaze de soieAunes,3.1622777,
Livres,gaze de soie,,,gaze de soieLivres,71.345123,
aune,gaze de soie,,,gaze de soieaune,2.0345557,
aunes,gaze de soie,,,gaze de soieaunes,2.1026154,
livre,gaze de soie,,,gaze de soielivre,69.183769,
en nombre,gilets de coton et de fil,,,gilets de coton et de filen nombre,3,
Quintal,gingembre,,,gingembreQuintal,53.61903,
Livre,girofle,,,girofleLivre,12,
Livres,girofle,,,girofleLivres,10.954452,
livre,girofle,,,giroflelivre,11.384194,
en nombre,glaces de ??? cru ???,,,glaces de ??? cru ???en nombre,40,
en nombre,glaces encadrées,,,glaces encadréesen nombre,76.376259,
Livres,glaces,,,glacesLivres,5.3453922,
Nombre,glaces,,,glacesNombre,33.166248,
Valeur,glaces,,,glacesValeur,429.93332,
livres,glaces,,,glaceslivres,5.1334519,
quintal,gobelets et lampes de verre,,,gobelets et lampes de verrequintal,30.000002,
douzaines,gobelets,,,gobeletsdouzaines,2,
Livres,gomme adragant,,,gomme adragantLivres,2.4494898,
quintal,gomme adragant,,,gomme adragantquintal,244.94899,
Livres,gomme arabique,,,gomme arabiqueLivres,2.3348153,
Quintal,gomme arabique,,,gomme arabiqueQuintal,193.49425,
quintal,gomme arabique,,,gomme arabiquequintal,119.27261,
quintal,gomme commune,,,gomme communequintal,54.772259,
livres,gomme copale,,,gomme copalelivres,1.8088628,
quintal,gomme de Barbarie,,,gomme de Barbariequintal,73.294846,
Livres,gomme du Sénégal,,,gomme du SénégalLivres,2.236068,
livre,gomme laque,,,gomme laquelivre,4,
livres,gomme laque,,,gomme laquelivres,1.6375859,
Livres,gomme,,,gommeLivres,2,
Livres,goudron,,,goudronLivres,.081649676,
barils,goudron,,,goudronbarils,24,
livres,goudron,,,goudronlivres,.087673344,
quintal,grain ails,,,grain ailsquintal,35.000004,
Livres,grain avoine,,,grain avoineLivres,.057234954,
charge de 300 livres,grain avoine,,,grain avoinecharge de 300 livres,17,
livres,grain avoine,,,grain avoinelivres,.069393337,
quintal,grain avoine,,,grain avoinequintal,5.9718952,
Livres,grain blé,,,grain bléLivres,.13416408,
livres,grain divers,,,grain diverslivres,.10332856,
Livre,grain froment,,,grain fromentLivre,.14999999,
Livres,grain froment,,,grain fromentLivres,.12699507,
Quintal,grain froment,,,grain fromentQuintal,13.878837,
charge,grain froment,,,grain fromentcharge,37.500004,
charge de 300 livres,grain froment,,,grain fromentcharge de 300 livres,36,
quintal,grain froment,,,grain fromentquintal,13.135749,
Livres,grain maïs,,,grain maïsLivres,.082989708,
livres,grain méteil,,,grain méteillivres,.10359455,
livres,grain orge germé,,,grain orge germélivres,.10344469,
Livres,grain orge,,,grain orgeLivres,.07886561,
Quintal,grain orge,,,grain orgeQuintal,8.4589701,
charge,grain orge,,,grain orgecharge,18.499998,
charge de 300 livres,grain orge,,,grain orgecharge de 300 livres,18,
quintal,grain orge,,,grain orgequintal,8.5,
Livre,grain riz,,,grain rizLivre,.21672042,
Livres,grain riz,,,grain rizLivres,.26875696,
Quintal,grain riz,,,grain rizQuintal,21.279705,
quintal,grain riz,,,grain rizquintal,26.880938,
livres,grain sarrasin,,,grain sarrasinlivres,.12,
Livres,grain seigle,,,grain seigleLivres,.088000625,
Quintal,grain seigle,,,grain seigleQuintal,10.915631,
charge de 300 livres,grain seigle,,,grain seiglecharge de 300 livres,18,
quintal,grain seigle,,,grain seiglequintal,9.7400389,
livres,grain soucrillon,,,grain soucrillonlivres,.082308508,
quintal,graine d'Avignon,,,graine d'Avignonquintal,27.117079,
Livres,graine d'anis vert,,,graine d'anis vertLivres,.5,
Livres,graine d'anis,,,graine d'anisLivres,.33471647,
livres,graine d'anis,,,graine d'anislivres,.51891023,
quintal,graine d'anis,,,graine d'anisquintal,26.471323,
Livres,graine de chanvre,,,graine de chanvreLivres,.14999999,
Quintal,graine de chanvre,,,graine de chanvreQuintal,24.662125,
Valeur,graine de chanvre,,,graine de chanvreValeur,109.54452,
livres,graine de foin,,,graine de foinlivres,.31622776,
livres,graine de genièvre,,,graine de genièvrelivres,.15642019,
Livres,graine de jardin,,,graine de jardinLivres,1.2541922,
livre,graine de jardin,,,graine de jardinlivre,1.9432833,
livres,graine de jardin,,,graine de jardinlivres,.99317366,
Livres,graine de lin,,,graine de linLivres,.14126173,
Quintal,graine de lin,,,graine de linQuintal,34.341427,
quintal,graine de lin,,,graine de linquintal,36.230167,
Quintal,graine de longue,,,graine de longueQuintal,14.227573,
Livres,graine de luzerne,,,graine de luzerneLivres,.39999998,
Livres,graine de moutarde,,,graine de moutardeLivres,.53264868,
livres,graine de moutarde,,,graine de moutardelivres,.17849433,
livre,graine de trèfle,,,graine de trèflelivre,.543661,
livres,graine de trèfle,,,graine de trèflelivres,.55727768,
Valeur,graine diverse,,,graine diverseValeur,509.85217,
Livres,graine jaune,,,graine jauneLivres,.3912589,
Quintal,graine longue,,,graine longueQuintal,24.494898,
livres,graine longue,,,graine longuelivres,.1600045,
quintal,graine longue,,,graine longuequintal,15.000001,
Livres,grains de cire,,,grains de cireLivres,2,
quintal,grains de cire,,,grains de cirequintal,211.71313,
livres,grains de lin,,,grains de linlivres,.19999637,
Livres,grains de plomb,,,grains de plombLivres,.32659861,
livres,grains de plomb,,,grains de plomblivres,.35786906,
Livre,graisse de cochon,,,graisse de cochonLivre,.5,
Livres,graisse de porc,,,graisse de porcLivres,.60822016,
Livres,graisse,,,graisseLivres,.46638948,
Quintal,graisse,,,graisseQuintal,45.000004,
livres,graisse,,,graisselivres,.55273962,
quintal,graisse,,,graissequintal,28.117064,
Livres,gravelée,,,graveléeLivres,.37322178,
livres,gravelée,,,graveléelivres,.3830553,
livres,gros rouge,,,gros rougelivres,.099999994,
Livres,gruyère,,,gruyèreLivres,.59999996,
brassées,grès à laver,,,grès à laverbrassées,10,
bouteilles,guignolet en ratafia,,,guignolet en ratafiabouteilles,1.4998133,
aunes,guingan de fil,,,guingan de filaunes,1.499758,
livre,guingan de fil,,,guingan de fillivre,3.4999998,
aunes,guingan de lin,,,guingan de linaunes,2.0811055,
livres,guingan de lin,,,guingan de linlivres,3.4997082,
aunes,guingan,,,guinganaunes,1.1629262,
pièces,guingan,,,guinganpièces,13.249604,
Nombre,génisses,,,génissesNombre,44.791447,
en nombre,génisses,,,génissesen nombre,70.470901,
Livres,habillement,,,habillementLivres,1.2649111,
Valeur,habillement,,,habillementValeur,959.16223,
Valeur,habits divers,,,habits diversValeur,1078.1827,
Livres,haillons de laine,,,haillons de laineLivres,.02,
en nombre,hamacs de coton,,,hamacs de cotonen nombre,18.973667,
livres,hardes,,,hardeslivres,1.710192,
Barils,harengs blancs,,,harengs blancsBarils,55.000004,
Barrils,harengs blancs,,,harengs blancsBarrils,65.248566,
barils,harengs salés,,,harengs salésbarils,30.939312,
Barils,harengs saurs,,,harengs saursBarils,60.000004,
Barrils,harengs saurs,,,harengs saursBarrils,73.484695,
livres,haricots et lentilles et pois secs,,,haricots et lentilles et pois secslivres,.099999994,
Livres,haricots,,,haricotsLivres,.12110414,
Quintal,haricots,,,haricotsQuintal,12.526464,
livres,haricots,,,haricotslivres,.1051058,
quintal,haricots,,,haricotsquintal,9.8249493,
Valeur,horloge,,,horlogeValeur,2555.8167,
Valeur,horlogerie,,,horlogerieValeur,1615.1794,
Livres,houblon,,,houblonLivres,.7723915,
livre,houblon,,,houblonlivre,.48912913,
quintal,houblon,,,houblonquintal,74.526611,
Livres,huile d'aspic,,,huile d'aspicLivres,4,
muid,huile d'olive fine,,,huile d'olive finemuid,82.999985,
Livre,huile d'olive,,,huile d'oliveLivre,.76620239,
Livres,huile d'olive,,,huile d'oliveLivres,.71718782,
Quintal,huile d'olive,,,huile d'oliveQuintal,61.038776,
livre,huile d'olive,,,huile d'olivelivre,.99892277,
quintal,huile d'olive,,,huile d'olivequintal,74.543602,
Quintal,huile de baleine,,,huile de baleineQuintal,43.267487,
quintal,huile de baleine,,,huile de baleinequintal,45.000004,
livres,huile de chanvre,,,huile de chanvrelivres,.35716209,
Livres,huile de graine,,,huile de graineLivres,.49395525,
quintal,huile de graine,,,huile de grainequintal,38.779823,
quintal,huile de lin et spirituelle,,,huile de lin et spirituellequintal,40,
Livres,huile de lin,,,huile de linLivres,.43301269,
Quintal,huile de lin,,,huile de linQuintal,42.684349,
quintal,huile de lin,,,huile de linquintal,48.373299,
Livres,huile de morue,,,huile de morueLivres,.25533357,
Livres,huile de navette,,,huile de navetteLivres,.45358664,
Livres,huile de noix,,,huile de noixLivres,.51961523,
livres,huile de noix,,,huile de noixlivres,.45972195,
Livres,huile de poisson,,,huile de poissonLivres,.75135088,
Quintal,huile de poisson,,,huile de poissonQuintal,35.088219,
quintal,huile de poisson,,,huile de poissonquintal,37.500004,
livres,huile de rabette,,,huile de rabettelivres,.35000321,
Livres,huile de térébenthine,,,huile de térébenthineLivres,.18651937,
quintal,huile de térébenthine,,,huile de térébenthinequintal,25.000002,
Livres,huile de vitriol,,,huile de vitriolLivres,.79370052,
quintal,huile de vitriol,,,huile de vitriolquintal,60.000004,
quintal,huile dellevette,,,huile dellevettequintal,45.000004,
Valeur,huile diverse,,,huile diverseValeur,319.50418,
Livres,huile en crasse,,,huile en crasseLivres,.25,
Quintal,huile pour France de poisson,,,huile pour France de poissonQuintal,40,
muid de 120 livres,huile spirituelle d'olive,,,huile spirituelle d'olivemuid de 120 livres,72,
Livres,huile à brûler,,,huile à brûlerLivres,.45857564,
Livres,huile,,,huileLivres,.77459669,
Livres,huîtres,,,huîtresLivres,.0054772254,
livres,images et cartes géographiques,,,images et cartes géographiqueslivres,4.472136,
aunes,indienne commune,,,indienne communeaunes,4,
Aunes,indienne de coton,,,indienne de cotonAunes,2.8844993,
Livres,indienne de coton,,,indienne de cotonLivres,10.466352,
aune,indienne de coton,,,indienne de cotonaune,4.472136,
Aunes,indienne,,,indienneAunes,3.8985488,
aunes,indienne,,,indienneaunes,4.0346947,
pièces,indienne,,,indiennepièces,30.065218,
livre,indigo guatimalo,,,indigo guatimalolivre,9.9498749,
Livre,indigo,,,indigoLivre,6.9200697,
Livres,indigo,,,indigoLivres,8.6142683,
livre,indigo,,,indigolivre,8.9356785,
Valeur,instruments de mathématique,,,instruments de mathématiqueValeur,856.97144,
Livres,instruments de musique,,,instruments de musiqueLivres,3.9729824,
Valeur,instruments de musique,,,instruments de musiqueValeur,398.92612,
livre,instruments de musique,,,instruments de musiquelivre,.68061393,
livres,instruments de musique,,,instruments de musiquelivres,3.1672463,
livre,ipécacuanha,,,ipécacuanhalivre,9,
livres,ipécacuanha,,,ipécacuanhalivres,7.7751861,
livres,ivoire dent d'éléphant,,,ivoire dent d'éléphantlivres,4.4862428,
Livres,jalap,,,jalapLivres,3,
quintal,jalap,,,jalapquintal,171.6506,
livres,jambon fumé,,,jambon fumélivres,.69343889,
livres,jambon,,,jambonlivres,.67138577,
livres,jambons salés,,,jambons saléslivres,.64909548,
quintal,jambons salés,,,jambons salésquintal,57.584129,
Livres,jambons,,,jambonsLivres,.59578919,
livre,jambons,,,jambonslivre,.59999996,
livres,jambons,,,jambonslivres,.71999097,
Nombre,jardinage jasmin,,,jardinage jasminNombre,.14999999,
Nombre,jarres de terre,,,jarres de terreNombre,6,
livres,jaune de Naples,,,jaune de Napleslivres,.63352132,
quintal,jaune de Naples,,,jaune de Naplesquintal,90.000008,
livres,joncs pour chaises,,,joncs pour chaiseslivres,.1588739,
livres,joncs rotin,,,joncs rotinlivres,.40629959,
livres,jouets,,,jouetslivres,.057591315,
Nombre,juments,,,jumentsNombre,109.54452,
quintal,jus de citron et de limonade,,,jus de citron et de limonadequintal,18,
Pintes,jus de citron,,,jus de citronPintes,.87055057,
quintal,jus de limon,,,jus de limonquintal,16,
Livres,jus de réglisse,,,jus de réglisseLivres,.97289252,
livres,laine brute,,,laine brutelivres,1.411554,
quintal,laine commune,,,laine communequintal,58.094769,
livres,laine d'Allemagne,,,laine d'Allemagnelivres,1,
Livres,laine d'Ardenny,,,laine d'ArdennyLivres,1.4,
Livres,laine d'Espagne non filée,,,laine d'Espagne non filéeLivres,4,
livres,laine d'Espagne,,,laine d'Espagnelivres,2.3056784,
quintal,laine d'Espagne,,,laine d'Espagnequintal,246.16251,
