numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks,doubleaccounts
731,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; bourdillon,Danemark,13350,151875,13350,,0
732,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; bourdillon,Hollande,3360,151875,3360,,0
733,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; bourdillon,Nord,134250,151875,134250,,0
734,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; bourdillon,Suède,915,151875,915,,0
735,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; de tilleul,Hollande,700,700,700,,0
736,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; espars,Danemark,2328,3761,2328,,0
737,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; espars,Hollande,4,3761,4,,0
738,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; espars,Nord,124,3761,124,,0
739,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; espars,Russie,1200,3761,1200,,0
740,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; espars,Suède,105,3761,105,,0
741,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; tord,Hollande,460,460,460,,0
742,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; violet,Nord,1006.25,1393.75,1006.41666667,,0
743,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; violet,Portugal,387.5,1393.75,387.833333333,,0
744,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; à teindre,Isles,1350,119103,1350,,0
745,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bois ; à teindre,Levant,140,119103,140,,0
746,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de cotton,Flandre,860,31514,860,,0
747,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de cotton,Italie,12020,31514,12020,,0
748,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de cotton,Levant,16500,31514,16500,,0
749,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de cotton,Savoye,1000,31514,1000,,0
750,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de cotton,Suisse,1134,31514,1134,,0
751,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de fil,Italie,3600,4315,3600,,0
752,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de fil,Suisse,715,4315,715,,0
753,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de laine,Espagne,13807,43258,13807,,0
754,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de laine,Italie,16965,43258,16965,,0
755,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de laine,Savoye,12486,43258,12486,,0
756,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de velours,Allemagne,200,643,200,,0
757,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,15,Bonnet ; de velours,Nord,443,643,443,,0
792,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bora,Hollande,58461,59100,58461,,0
793,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bora,Nord,639,59100,639,,0
794,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Botte,Espagne,12,12,12,,0
795,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bouchon ; de liège,Allemagne,361,27002,361,,0
796,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bouchon ; de liège,Espagne,26010,27002,26010,,0
797,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bouchon ; de liège,Flandre,631,27002,631,,0
798,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bougie,Nord,166.25,426.25,166.416666667,,0
799,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bougie,Russie,260,426.25,260,,0
800,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,16,Bougran,Flandre,1843.5,1843.1,1843.83333333,,0
830,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Boulet ; de canon,Hollande,1800,1800,1800,,0
831,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouras,Flandre,3590,3590,3590,,0
832,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourde,Espagne,586696.6,603620.6,586697,,0
833,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourde,Italie,8400,603620.6,8400,,0
834,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourde,Levant,8524,603620.6,8524,,0
835,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Boure ; du Levant,Levant,281988,281988,281988,,0
836,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourre ; de bœuf,Hollande,4146.95,4146.19,4147.58333333,,0
837,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourre ; à bâtir,Allemagne,140,2081.15,140,,0
838,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourre ; à bâtir,Espagne,995,2081.15,995,,0
839,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourre ; à bâtir,Savoye,709.45,2081.15,709.75,,0
840,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bourre ; à bâtir,Suisse,236.7,2081.15,237.166666667,,0
841,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Boussoles,Italie,1010,1010,1010,,0
842,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de bois,Savoye,7.65,22.13,8.083333333300001,,0
843,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de bois,Suisse,15,22.13,15,,0
844,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Allemagne,3823.95,25987.5,3824.58333333,,0
845,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Angleterre,836.8,25987.5,837.333333333,,0
846,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Espagne,7981.25,25987.5,7981.41666667,,0
847,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Flandre,283.85,25987.5,284.416666667,,0
848,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Hollande,2875,25987.5,2875,,0
849,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Nord,10165,25987.5,10165,,0
850,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Savoye,14.4,25987.5,14.6666666667,,0
851,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,17,Bouteilles ; de verre,Suisse,7.25,25987.5,7.4166666667,,0
882,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; d'étain,Allemagne,133,133,133,,0
883,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de cocos,Espagne,181,231,181,,0
884,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de cocos,Hollande,50,231,50,,0
885,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de crin,Allemagne,25440,27900,25440,,0
886,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de crin,Flandre,2460,27900,2460,,0
887,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de fil,Espagne,312,3657,312,,0
888,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de fil,Savoye,3345,3657,3345,,0
889,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de manches,Nord,120,130,120,,0
890,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; de manches,Suisse,10,130,10,,0
891,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; à pierres ; fausses,Flandre,12,198,12,,0
892,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boutons ; à pierres ; fausses,Hollande,186,198,186,,0
893,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Boyaux ; salés,Savoye,250,250,250,,0
894,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Bray ; gras,Danemark,1890,93075.5,1890,,0
895,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Bray ; gras,Hollande,18795,93075.5,18795,,0
896,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Bray ; gras,Nord,28856,93075.5,28856,,0
897,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Bray ; gras,Russie,5500,93075.5,5500,,0
898,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Bray ; gras,Suède,38034.5,93075.5,38034.8333333,,0
899,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Bray ; sec,Espagne,159.35,159.35,159.583333333,,0
900,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Briques,Allemagne,78,1025,78,,0
901,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Briques,Flandre,60,1025,60,,0
902,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Briques,Hollande,156,1025,156,,0
903,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,18,Briques,Nord,731,1025,731,,0
924,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Briques,Hollande,226.8,226.8,227.333333333,,0
925,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brochets,Allemagne,137.5,137.1,137.833333333,,0
926,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brosserie,Espagne,6,8487,6,,0
927,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brosserie,Hollande,8473,8487,8473,,0
928,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brosserie,Italie,8,8487,8,,0
929,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brun rouge,Espagne,1924,16962.3,1924,,0
930,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brun rouge,Hollande,15038.3,16962.3,15038.5,,0
931,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brun rouge,Savoye,3000,16962.3,3000,,0
932,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Brustes ; à tisserand,Savoye,3707.25,3707.05,3707.41666667,,0
933,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Bureaux,Hollande,390,390,390,,0
934,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabarets,Hollande,8,80,8,,0
935,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabarets,Suisse,72,80,72,,0
936,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabas ; de laine,Espagne,405.3,405.3,405.5,,0
937,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabillauds,Danemark,9200,38001.75,9200,,0
938,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabillauds,Espagne,20,38001.75,20,,0
939,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabillauds,Hollande,27116.25,38001.75,27116.4166667,,0
940,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cabillauds,Suède,1665.5,38001.75,1665.83333333,,0
941,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cacao,Espagne,230704.6,700238.4,230705,,0
942,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cacao,Flandre,308,700238.4,308,,0
943,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cacao,Hollande,310716,700238.4,310716,,0
944,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cacao,Isles,75311.8,700238.4,75312.3333333,,0
945,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cacao,Italie,43148,700238.4,43148,,0
946,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,19,Cacao,Portugal,40050,700238.4,40050,,0
978,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Cachets ; dorés,Flandre,80,224,80,,0
