Data entry by,Source,Year,Sheet,Marchandises,Pays,Quotités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Hollande,33 383,34 653,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Nord,11 890,13 540,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Suède,1 015,1 015,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Suisse,842,1 347,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; vieux,Allemagne,4 355,4 136,102 012,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; vieux,Hollande,107 004,96 303,102 012,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; vieux,Suisse,1 430,1 573,102 012,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Curcuma,Hollande,13 920,15 371,,,,17 071,
Fatima Z.,AN F12 245,1777,43,Curcuma,Portugal,1 700,1 700,,,,17 071,
Fatima Z.,AN F12 245,1777,45,Dattes,Levant,52 850,10 570,,,,,
Fatima Z.,AN F12 245,1777,45,Degra…,Allemagne,3 413,2 048,,,,3 498,
Fatima Z.,AN F12 245,1777,45,Degra…,Flandres,,1 450,,,,3 498,
Fatima Z.,AN F12 245,1777,45,Dents ; d'éléphants,Flandres,22 676,87 639,227 632,,,336 453,
Fatima Z.,AN F12 245,1777,45,Dents ; d'éléphants,Hollande,21 428,82 929,227 632,,,336 453,
Fatima Z.,AN F12 245,1777,45,Dents ; d'éléphants,Portugal,12 520,50 080,227 632,,,336 453,
Fatima Z.,AN F12 245,1777,45,Dents ; d'éléphants,Isles,2 328,6 984,227 632,,,336 453,
Fatima Z.,AN F12 245,1777,45,Dents; de morphil,Hollande,1 300,3 250,108 821,,,336 453,
Fatima Z.,AN F12 245,1777,45,Dents; de morphil,Isles,27 385,105 571,108 821,,,336 453,
Fatima Z.,AN F12 245,1777,45,Dentelle; de fil; blanc,Flandres,221,177 450,186 154,,,186 154,
Fatima Z.,AN F12 245,1777,45,Dentelle; de fil; commune,Savoye,63,1 262,8 704,186 154,,186 154,
Fatima Z.,AN F12 245,1777,45,Dentelle; de fil; commune,Suisse,367,7 442,8 704,186 154,,186 154,
Fatima Z.,AN F12 245,1777,45,Diamants fin,Allemagne,,8 000,,,,,
Karim Benyagoub,AN F12 245,1777,47,Dominoterie,Flandre,1 042,1 823,,,,,
Karim Benyagoub,AN F12 245,1777,49,Drap; de laine; d'Hollande,Hollande,300,3 600,28 000,,,67 524,
Karim Benyagoub,AN F12 245,1777,49,Drap; de laine; du Nord,Nord,61,24 400,28 000,,,67 524,
Karim Benyagoub,AN F12 245,1777,51,Drap; draperie; drogues,Hollande,4 573,13 719,39 524,,,67 524,
Karim Benyagoub,AN F12 245,1777,51,Drap; draperie; ratine,Hollande,2 580,25 805,39 524,,,67 524,
Karim Benyagoub,AN F12 245,1777,53,Drapeaux vieux,Allemagne,26 090,1 973,,,,11 265,
Karim Benyagoub,AN F12 245,1777,53,Drapeaux vieux,Savoye,61 955,9 292,,,,11 265,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Espagne,44 980,89 280,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Hollande,124 331,248 662,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Italie,9 197,18 394,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Geneve,1 700,3 400,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Levant,135 584,271 168,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Portugal,600,1 200,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Droguerie,Savoie,1 200,2 400,,,,634 504,
Karim Benyagoub,AN F12 245,1777,53,Eau; de cerises,Suisse,3 844,1 922,,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; de fleur d'orange,Espagne,1 205,1 205,50 113,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; de fleur d'orange,Italie,73 433,36 716,50 113,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; de fleur d'orange,Genes,22 145,11 072,50 113,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; de fleur d'orange,Portugal,560,1 120,50 113,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; forte,Flandre,14 372,14 372,15 389,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; forte,Hollande,1 017,1 017,15 389,,,73 394,
Karim Benyagoub,AN F12 245,1777,53,Eau; de genievre,Flandre,577,1 154,,,,73 394,
Karim Benyagoub,AN F12 245,1777,55,Eau ; de Senteur,Savoye,1 700,1 700,,,,73 394,
Karim Benyagoub,AN F12 245,1777,55,Eau; de Spa,Flandre,3 116,3 116,,,,73 394,
Karim Benyagoub,AN F12 245,1777,55,Eau de vie,Allemagne,23,3 468,,,,1 814 812,
Karim Benyagoub,AN F12 245,1777,55,Eau de vie,Espagne,12 038,1 811 344,,,,1 814 812,
Karim Benyagoub,AN F12 245,1777,55,Ecaille; de cahoüanne,Hollande,413,2 478,3 796,,,142 804,
Karim Benyagoub,AN F12 245,1777,55,Ecaille; de cahoüanne,Isles,338,1 318,3 796,,,142 804,
Karim Benyagoub,AN F12 245,1777,55,Ecaille; octomïe,Espagne,4 859,58 308,139 008,,,142 804,
Karim Benyagoub,AN F12 245,1777,55,Ecaille; octomïe,Flandre,278,3 336,139 008,,,142 804,
Karim Benyagoub,AN F12 245,1777,55,Ecaille; octomïe,Hollande,1 059,12 228,139 008,,,142 804,
Karim Benyagoub,AN F12 245,1777,55,Ecaille; octomïe,Isles,6 598,65 136,139 008,,,142 804,
Karim Benyagoub,AN F12 245,1777,55,Ecorce de chene ,Allemagne,98,4 900,,,,10 342,
Karim Benyagoub,AN F12 245,1777,55,Ecorce de chene ,Flandre,1 814,5 442,,,,10 342,
Karim Benyagoub,AN F12 245,1777,57,Ernail,Allemagne,1 588,1 191,,,,,
Karim Benyagoub,AN F12 245,1777,57,Encens,Levant,60 100,36 060,,,,,
Karim Benyagoub,AN F12 245,1777,57,Epicerie,Hollande,6 747,16 053,,,,,
Karim Benyagoub,AN F12 245,1777,57,Eponges,Allemagne,9 694,9 694,,,,16 774,
Karim Benyagoub,AN F12 245,1777,57,Eponges,Levant,11 800,7 080,,,,16 774,
Karim Benyagoub,AN F12 245,1777,57,Espice de curons ,Genes,3 000,45 000,,,,58 995,
Karim Benyagoub,AN F12 245,1777,57,Espice de curons ,Savoye,933,13 995,,,,58 995,
Karim Benyagoub,AN F12 245,1777,57,Estampes,Allemagne,882,5 292,,,,42 702,
Karim Benyagoub,AN F12 245,1777,57,Estampes,Angleterre,3 269,32 690,,,,42 702,
Karim Benyagoub,AN F12 245,1777,57,Estampes,Espagne,158,1 580,,,,42 702,
Karim Benyagoub,AN F12 245,1777,57,Estampes,Flandre,314,3 140,,,,42 702,
Karim Benyagoub,AN F12 245,1777,57,Estzasve de soye,Savoye,4 899,1 469,,,,,
Karim Benyagoub,AN F12 245,1777,57,Etaim; en bloc,Angleterre,658 981,571 678,692 624,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; en bloc,Flandre,87 973,79 175,692 624,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; en bloc,Hollande,17 653,15 756,692 624,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; en bloc,Italie,7 900,5 925,692 624,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; en bloc,Geneve ,20 000,18 000,692 624,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; en bloc,Nord,1 900,2 090,692 624,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; des Indes,Hollande,57 600,63 569,65 199,,,761421,
Karim Benyagoub,AN F12 245,1777,57,Etaim; des Indes,Suisse,1 812,1 630,65 199,,,761421,
Karim Benyagoub,AN F12 245,1777,59,Etaim; vieux,Allemagne,4 497,3 598,,,,761421,
Karim Benyagoub,AN F12 245,1777,59,Etamine; à pavillon,Hollande,1 687,84 350,,,,84350,
Karim Benyagoub,AN F12 245,1777,61,Etoffe de soye; diverses,Italie,1 410,56 420,78 020,,,576 462,
Karim Benyagoub,AN F12 245,1777,61,Etoffe de soye; diverses,Savoye,540,21 600,78 020,,,576 462,
Karim Benyagoub,AN F12 245,1777,61,Etoffe de soye; des Indes,Indes,1 404,87 700,,,,576 462,
Karim Benyagoub,AN F12 245,1777,61,Etoffe de soye ;velours,Italie,2 195,99 800,336800,,,576 462,
Karim Benyagoub,AN F12 245,1777,61,Etoffe de soye velours,Genes,4 740,237 000,336800,,,576 462,
Karim Benyagoub,AN F12 245,1777,61,Etoffe de soye; voile,Savoye,1 257,62850,,,,576 462,
Fatima Z.,AN F12 245,1777,63,Etoffe; melée de soie; peluche,Hollande,2 218,11 092,11 092,,,576 462,
Fatima Z.,AN F12 245,1777,67,Eventails,Indes,14,2 800,,,,,
Fatima Z.,AN F12 245,1777,67,Farine,Angleterre,594 601,99 910,,,,183 783,
Fatima Z.,AN F12 245,1777,67,Farine,Espagne,60 380,15 095,,,,183 783,
Fatima Z.,AN F12 245,1777,67,Farine,Hollande,79 828,11 974,,,,183 783,
Fatima Z.,AN F12 245,1777,67,Farine,Italie,120 429,24 085,,,,183 783,
Fatima Z.,AN F12 245,1777,67,Farine,Genes,125 960,25 192,,,,183 783,
Fatima Z.,AN F12 245,1777,67,Farine,Suède,50 180,7 527,,,,183 783,
Fatima Z.,AN F12 245,1777,67,Faux à faucher,Allemagne,2 280,1 140,,,,68 219,
Fatima Z.,AN F12 245,1777,67,Faux à faucher,Hollande,3 120,1 872,,,,68 219,
Fatima Z.,AN F12 245,1777,67,Faux à faucher,Nord,76 235,45 801,,,,68 219,
Fatima Z.,AN F12 245,1777,67,Faux à faucher,Savoye,38 812,19 406,,,,68 219,
Fatima Z.,AN F12 245,1777,67,Fayance,Allemagne,77 696,20 242,,,,23 467,
Fatima Z.,AN F12 245,1777,67,Fayance,Espagne,420,1 260,,,,23 467,
Fatima Z.,AN F12 245,1777,67,Fayance,Hollande,3 325,1 965,,,,23 467,
Fatima Z.,AN F12 245,1777,67,Fer; en ancres,Espagne,349 466,100 587,,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Allemagne,3 217 465,304 741,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Angleterre,249 510,37 426,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Danemark,1 137 515,178 938,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Espagne,42 322 914,6 398 784,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Flandres,182 529,26 711,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Hollande,3 783 902,581 381,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Italie,279 544,41 931,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Genes,211 851,31 777,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Nord,7 701 286,1 158 521,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,67,Fer; en barres,Russie,2 836 802,462 002,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en barres,Savoye,28 519,4 483,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en barres,Suède,3 761 928,604 471,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en barres,Suisse,20 600,3 090,9 834 256,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en batterie,Allemagne,56 616,11 352,,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; blanc,Allemagne,4 513,2 707,378 296,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; blanc,Espagne,6 000,3 325,378 296,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; blanc,Flandres,209 556,132 222,378 296,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; blanc,Hollande,277 610,172 749,378 296,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; blanc,Nord,126 703,67 293,378 296,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en bombes,Allemagne,343 688,51 553,,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en cercles,Flandres,55 380,16 410,53 328,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en cercles,Hollande,123 060,36 918,53 328,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; coulé,Allemagne,1 379 720,137 972,176 488,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; coulé,Flandres,160 685,16 068,176 488,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; coulé,Hollande,213 020,21 302,176 488,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; coulé,Nord,11 460,1 146,176 488,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en écopes,Flandres,7 550,3 020,,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en enclumes,Hollande,37 660,16 219,,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en fleaux,Nord,60,4 320,,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; en grapins,Espagne,5 000,1 500,,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; noir,Allemagne,28 389,11 355,18 698,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; noir,Flandres,5 692,2 701,18 698,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; noir,Nord,5 925,2 370,18 698,,,10 836 015,
Fatima Z.,AN F12 245,1777,69,Fer; noir,Suisse,15 150,2 272,18 698,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; ouvré,Hollande,28 080,7 797,,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en pivots,Flandres,13 000,3 900,,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en plaques,Hollande,37 730,6 877,13 657,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en plaques,Nord,33 900,6 780,13 657,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en platines,Flandres,207 800,62 340,,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en poeles à frire,Hollande,90 799,31 052,,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; spaté,Flandres,14 900,3 725,,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en taule,Danemark,4 630,1 399,60 477,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en taule,Flandres,6 650,1 777,60 477,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en taule,Hollande,46 748,18 608,60 477,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en taule,Nord,69 838,24 273,60 477,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; en taule,Suède,52 163,14 420,60 477,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fer; vieux,Hollande,69 000,3 450,,,,10 836 015,
Fatima Z.,AN F12 245,1777,71,Fil; à coudre; de couleurs,Flandres,1 244,3 110,118 670,616 792,,1 404 406,
Fatima Z.,AN F12 245,1777,71,Fil; à coudre; de couleurs,Hollande,57 180,114 360,118 670,616 792,,1 404 406,
Fatima Z.,AN F12 245,1777,71,Fil; à coudre; de couleurs,Nord,600,1 200,118 670,616 792,,1 404 406,
Fatima Z.,AN F12 245,1777,71,Fil; à coudre; épinal,Flandres,199 249,498 122,616 792,,,1 404 406,
Fatima Z.,AN F12 245,1777,71,Fil; de chanvre,Allemagne,17 215,17 106,384 006,,,1 404 406,
Fatima Z.,AN F12 245,1777,71,Fil; de chanvre,Levant,122 200,366 900,384 006,,,1 404 406,
Fatima Z.,AN F12 245,1777,71,Fil; cru; à toile,Flandres,69 930,104 895,,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à dentelle,Flandres,21,1 700,21 700,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à dentelle,Hollande,400,20 000,21 700,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; d'étoupe,Allemagne,18 072,10 120,,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de lin; blanc,Allemagne,3 383,3 383,15 255,207 482,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de lin; blanc,Flandres,612,2 757,15 255,207 482,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de lin; blanc,Hollande,1 515,4 935,15 255,207 482,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de lin; blanc,Nord,2 090,4 180,15 255,207 482,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de lin; retord,Allemagne,99 263,148 879,192 227,207 482,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de lin; retord,Flandres,14 449,43 348,192 227,207 482,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à voile,Espagne,11 700,11 925,59 411,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à voile,Italie,8 010,8 010,59 411,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à voile,Genes,32 686,32 686,59 411,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à voile,Levant,4 200,4 200,59 411,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; à voile,Nord,1 295,2 590,59 411,,,1 404 406,
Fatima Z.,AN F12 245,1777,73,Fil; de fer,Allemagne,33 339,15 178,56 553,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de fer,Flandres,5 026,2 513,56 553,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de fer,Hollande,56 483,30 098,56 553,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de fer,Nord,4 090,2 045,56 553,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de fer,Suisse,13 438,6 719,56 553,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de léton,Allemagne,46 107,60 112,1 832 900,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de léton,Hollande,215 642,325 555,1 832 900,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de léton,Nord,31 497,44 095,1 832 900,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Fil; de léton,Suède,1 002 242,1 403 138,1 832 900,,,1 889 453,
Fatima Z.,AN F12 245,1777,73,Filets; d'auf,Espagne,76 961,230 883,,,,241 489,
Fatima Z.,AN F12 245,1777,73,Filets; d'espars,Espagne,106 066,10 606,,,,241 489,
Fatima Z.,AN F12 245,1777,73,Filozelle,Allemagne,325,2 275,,,,473 607,
Fatima Z.,AN F12 245,1777,73,Filozelle,Hollande,250,1 500,,,,473 607,
Fatima Z.,AN F12 245,1777,73,Filozelle,Suisse,58 729,469 832,,,,473 607,
Fatima Z.,AN F12 245,1777,73,Fleurs d'oranges,Italie,1 420,1 065,,,,1 065,
Fatima Z.,AN F12 245,1777,73,Foin,Allemagne,444,14 325,,,,,
Fatima Z.,AN F12 245,1777,73,Folicule de sené,Italie,3 370,16 850,,,,22 850,
Fatima Z.,AN F12 245,1777,73,Folicule de sené,Levant,1 200,6 000,,,,22 850,
Fatima Z.,AN F12 245,1777,73,Fourrure de soie,Levant,2 400,3 600,,,,,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Allemagne,99 545,32 371,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Angleterre,6 780,2 373,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Espagne,38 415,9 646,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Flandres,5 020,1 506,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Italie,310 185,93 286,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Genes,7 945,2 383,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Nord,55 965,17 019,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; commun,Savoye,434 050,130 214,288 798,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; de gruyères,Genes,15 026,5 259,749 208,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; de gruyères,Suisse,2 108 494,743 949,749 208,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fromage; d'hollande,Hollande,4 378 649,1 562 465,,,,2 600 471,
Fatima Z.,AN F12 245,1777,75,Fruits; rudes,Italie,201 549,10 077,165 377,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; rudes,Genes,536 200,26 810,165 377,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; rudes,Savoye,924 575,128 490,165 377,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Allemagne,9 490,1 898,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Espagne,1 131 086,210 027,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Flandres,196 280,29 798,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Italie,2 231 180,293 076,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Naples,93 000,15 500,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Genes,310 288,56 308,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Levant,1 762 854,352 570,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Portugal,641 720,64 172,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Fruits; secs,Savoye,171 204,13 083,1 036 432,,,1 201 809,
Fatima Z.,AN F12 245,1777,75,Futaille ….,Hollande,364,1 820,,,,6 955,
Fatima Z.,AN F12 245,1777,75,Futaille ….,Italie,1 027,5 135,,,,6 955,
Fatima Z.,AN F12 245,1777,75,Futaillerie ….,Allemagne,1 534,1 534,,,,,
Fatima Z.,AN F12 245,1777,77,Fuzeaux,Allemagne,89 400,2 402,,,,,
Fatima Z.,AN F12 245,1777,77,Galles,Italie,4 437,1 774,,,,153 766,
Fatima Z.,AN F12 245,1777,77,Galles,Levant,319 600,127 840,,,,153 766,
Fatima Z.,AN F12 245,1777,77,Galles,Savoye,78 043,24 152,,,,153 766,
Fatima Z.,AN F12 245,1777,77,….,Savoye,31 118,9 335,,,,,
Fatima Z.,AN F12 245,1777,77,Garance,Allemagne,12 565,12 318,,,,628 954,
Fatima Z.,AN F12 245,1777,77,Garance,Espagne,3 025,3 025,,,,628 954,
Fatima Z.,AN F12 245,1777,77,Garance,Flandres,6 820,5 382,,,,628 954,
Fatima Z.,AN F12 245,1777,77,Garance,Hollande,725 460,583 550,,,,628 954,
Fatima Z.,AN F12 245,1777,77,Garance,Italie,3 705,3 705,,,,628 954,
Fatima Z.,AN F12 245,1777,77,Garance,Nord,24 498,20 974,,,,628 954,
Fatima Z.,AN F12 245,1777,79,Geroffle,Hollande,26 808,262 471,,,,,
Fatima Z.,AN F12 245,1777,79,Gingembre,Hollande,4 326,2 043,,,,32 782,
Fatima Z.,AN F12 245,1777,79,Gingembre,Isles,99 970,30 739,,,,32 782,
Fatima Z.,AN F12 245,1777,79,Gomme; adragant,Hollande,1 538,3 076,13 576,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; adragant,Italie,7 000,10 500,13 576,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; arabique,Hollande,1 220,1 220,32 495,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; arabique,Levant,52 125,31 275,32 495,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; de cedre,Flandres,9 412,7 529,30 957,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; de cedre,Hollande,29 286,23 428,30 957,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; copale,Hollande,,1 774,,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; de gayac,Isles,868,2 170,,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; gutte,Hollande,1 870,10 080,,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; laque,Flandres,2 370,4 740,13 476,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; laque,Hollande,4 368,8 736,13 476,,,181 523,
Fatima Z.,AN F12 245,1777,79,Gomme; de sénégal,Flandres,139 995,76 995,,,,181 523,
Fatima Z.,AN F12 245,1777,79,Grabeau; de cochenille,Espagne,10 430,52 150,,,,56 363,
Fatima Z.,AN F12 245,1777,79,Grabeau; de poivre,Angleterre,4 682,4 213,,,,56 363,
Fatima Z.,AN F12 245,1777,79,Graines; de chanvre,Savoye,34 957,8 739,,,,247 429,
Fatima Z.,AN F12 245,1777,79,Graines; d'écarlate,Espagne,420,1 260,,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de geniervre,Hollande,9 000,2 700,,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de jardin,Allemagne,2 094,2 094,3 323,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de jardin,Hollande,1 229,1 229,3 323,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de lin,Angleterre,88 046,8 804,220 159,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de lin,Flandres,11 825,1 182,220 159,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de lin,Hollande,1 136 177,167 001,220 159,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de lin,Nord,209 000,41 600,220 159,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de lin,Russie,15 840,1 572,220 159,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; longue,Espagne,31 546,3 154,8 699,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; longue,Italie,76 100,3 805,8 699,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; longue,Naples,5 800,1 740,8 699,,,247 429,
Fatima Z.,AN F12 245,1777,81,Graines; de treffle,Savoye,12 748,2 549,,,,247 429,
Fatima Z.,AN F12 245,1777,81,Granitte,Allemagne,200,2 000,,,,,
Fatima Z.,AN F12 245,1777,81,Grillons,Savoye,10 000,2 500,,,,,
Fatima Z.,AN F12 245,1777,81,Gruau,Hollande,4 500,1 350,,,,,
Fatima Z.,AN F12 245,1777,81,Habillements,Allemagne,,7 594,,,,,
Fatima Z.,AN F12 245,1777,83,Harangs; blancs,Suède,875 194,218 773,,,,228 096,
Fatima Z.,AN F12 245,1777,83,Harangs; sors,Italie,35 000,5 250,9 323,,,228 096,
Fatima Z.,AN F12 245,1777,83,Harangs; sors,gènes,15 000,3 000,9 323,,,228 096,
Fatima Z.,AN F12 245,1777,83,Harangs; sors,Savoye,3 577,1 073,9 323,,,228 096,
Fatima Z.,AN F12 245,1777,83,Harnois,Flandres,,1 215,,,,,
Fatima Z.,AN F12 245,1777,83,Horlogerie,Allemagne,,5 851,,,,163 681,
Fatima Z.,AN F12 245,1777,83,Horlogerie,Flandres,,1 050,,,,163 681,
